 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12
1,296.942,315.436,325.404,324.537,318.495,306.267,317.939,326.621,327.607,324.708,329.190,328.948
2,297.626,317.033,324.901,323.786,317.706,305.205,318.605,327.746,327.054,324.809,328.854,327.288
3,298.191,318.401,324.645,323.129,316.977,304.618,319.566,328.930,326.668,324.206,328.256,326.075
4,298.711,318.938,324.490,322.667,316.762,304.667,320.522,329.624,326.760,323.278,327.613,325.213
5,299.088,318.650,324.283,322.187,316.911,304.757,321.129,329.337,327.124,322.730,327.169,324.217
6,299.043,317.970,324.141,321.571,316.879,304.500,321.122,328.332,327.487,322.775,326.941,323.315
7,298.812,317.274,324.148,320.585,316.459,304.122,320.588,327.436,327.667,323.132,326.973,323.127
8,298.508,316.648,324.307,319.850,315.971,303.776,319.902,327.173,327.406,323.463,327.078,323.536
9,297.845,316.455,324.367,319.769,315.880,303.797,319.693,327.242,326.610,323.567,327.079,323.981
10,296.599,317.076,324.154,320.381,316.256,304.356,320.166,327.258,325.894,323.391,327.002,324.536
11,295.419,318.263,323.834,321.296,316.722,305.326,320.878,327.263,325.912,322.988,326.926,325.131
12,294.994,319.138,323.784,322.095,317.141,306.276,321.156,327.460,326.708,322.977,327.016,325.693
13,295.280,319.244,324.148,322.330,317.647,306.734,320.659,327.930,328.041,324.043,327.304,325.715
14,295.824,318.916,324.689,322.211,318.360,306.674,319.720,328.664,329.585,326.056,327.857,325.187
15,296.325,318.702,325.159,322.429,318.831,306.472,318.880,329.479,331.278,328.310,328.846,324.292
16,296.964,318.846,325.552,323.190,318.506,306.533,318.288,329.995,332.916,330.016,330.018,323.423
17,297.462,319.325,325.711,323.918,317.560,307.049,317.885,330.348,334.054,331.157,330.865,323.300
18,297.614,319.680,325.528,324.252,316.509,307.837,317.595,330.766,334.384,332.092,331.141,324.030
19,297.188,319.466,324.982,324.541,315.557,308.693,317.312,331.291,333.934,332.994,331.051,324.738
20,296.356,319.005,324.428,324.993,314.667,309.076,316.902,331.923,333.276,333.981,331.009,325.124
21,295.815,318.740,324.035,325.551,314.156,308.882,316.395,332.694,333.137,335.061,331.080,325.079
22,295.918,318.846,323.490,325.898,314.362,308.401,316.195,333.453,333.771,336.106,331.348,324.757
23,296.374,319.060,322.618,326.245,315.034,308.092,316.561,333.931,334.533,336.690,331.746,324.127
24,296.872,319.206,321.722,326.639,315.377,308.226,317.290,334.032,334.767,336.617,332.302,323.633
25,297.225,318.986,321.431,326.813,315.150,308.566,317.546,334.203,334.436,336.088,332.746,323.824
26,297.164,318.594,321.718,326.833,314.537,308.833,317.037,334.867,333.874,335.473,332.830,324.629
27,296.611,318.469,322.325,326.755,313.960,308.830,316.280,335.760,333.223,335.084,332.410,325.464
28,295.964,318.439,322.654,326.650,313.548,308.615,315.746,336.327,332.604,334.913,331.878,325.828
29,295.739,318.119,322.408,326.558,313.380,308.410,315.583,336.242,332.384,334.779,331.530,325.408
30,295.964,317.528,321.612,326.643,313.317,308.632,315.785,335.694,332.661,334.598,331.279,324.150
31,296.243,316.959,320.790,326.915,313.069,309.094,316.224,334.981,332.767,334.497,330.782,323.041
32,296.489,316.491,320.358,327.068,312.933,309.321,316.359,334.298,332.427,334.660,330.186,322.712
33,296.614,316.114,320.177,326.847,313.225,309.003,315.985,333.608,332.306,334.920,329.753,322.667
34,296.547,316.117,319.834,326.466,313.775,308.243,315.415,333.162,332.742,334.867,329.616,322.000
35,296.161,316.398,319.424,326.483,314.066,307.368,315.122,333.271,333.415,334.570,329.909,320.880
36,295.441,316.347,319.205,326.918,314.218,306.686,315.400,334.149,334.060,334.576,330.693,320.180
37,294.976,315.810,319.271,327.388,314.549,306.582,315.888,335.560,334.909,335.475,331.902,320.146
38,295.219,315.339,319.269,327.667,314.837,306.958,315.822,337.020,336.200,337.219,333.602,320.629
39,295.760,315.537,319.214,327.592,314.773,307.155,315.107,338.176,337.573,339.265,335.718,321.300
40,296.216,316.404,319.093,326.816,314.316,306.927,314.522,339.191,338.720,341.114,337.833,321.996
41,296.650,317.537,318.832,325.463,313.767,306.741,314.380,340.280,339.819,342.373,339.577,322.401
42,297.277,318.558,318.665,324.299,313.515,306.844,314.715,341.384,340.989,343.075,340.880,322.281
43,297.766,319.141,318.684,324.180,313.626,306.977,315.476,342.123,341.762,343.503,341.678,322.015
44,297.660,319.314,318.709,324.830,313.853,307.085,316.146,342.651,342.035,343.900,341.815,321.787
45,296.821,319.396,318.563,325.048,313.933,307.189,316.280,343.272,342.075,344.241,341.444,321.633
46,296.140,319.385,318.311,324.415,314.034,307.378,315.893,343.865,341.891,344.470,341.015,321.262
47,296.207,319.062,318.170,323.531,314.351,307.486,315.405,344.083,341.356,344.536,340.716,320.356
48,296.784,318.404,318.205,322.939,314.486,307.431,314.971,343.908,340.633,344.404,340.289,319.240
49,297.052,317.637,318.282,322.908,314.403,307.215,314.510,343.457,339.994,343.961,339.862,318.180
50,296.842,317.182,318.031,323.320,314.299,307.049,313.993,342.916,339.393,343.216,339.728,317.431
51,296.830,317.084,317.203,323.619,314.449,307.061,313.744,342.425,338.803,342.420,340.021,316.996
52,297.198,317.106,316.186,323.806,314.615,307.035,313.788,342.130,338.243,341.806,340.247,316.959
53,297.574,317.011,315.313,324.109,314.413,306.655,313.737,341.881,337.722,341.405,340.102,317.723
54,297.477,316.967,314.876,324.466,313.931,305.887,313.202,341.743,337.143,341.044,339.654,319.408
55,297.000,317.266,315.027,324.136,313.374,305.207,312.600,341.917,336.608,340.598,339.032,321.393
56,296.429,317.859,315.625,323.374,312.977,305.040,312.254,342.277,336.433,340.123,338.299,322.367
57,295.830,318.182,316.230,322.942,312.819,305.486,312.441,342.417,336.469,339.635,337.735,322.416
58,295.298,317.935,316.523,323.136,312.880,306.321,312.995,342.368,336.224,339.114,337.487,322.258
59,294.687,317.257,316.565,323.293,313.351,306.845,313.527,342.329,335.656,338.697,337.358,322.064
60,294.435,316.791,316.420,322.884,313.880,306.708,313.659,342.185,335.081,338.111,337.170,321.517
61,294.736,317.024,316.166,321.946,314.005,306.191,313.210,341.758,334.888,337.338,336.896,320.940
62,295.514,317.875,315.612,321.524,313.647,305.734,312.673,341.080,335.108,336.662,336.646,320.603
63,296.346,318.837,314.943,322.109,313.319,305.340,312.480,340.521,335.212,336.269,336.447,320.341
64,296.842,319.336,314.477,322.983,313.279,305.248,312.634,340.179,334.813,336.036,336.293,319.685
65,297.137,318.932,314.408,323.190,313.317,305.460,312.868,340.023,333.939,335.805,336.188,318.970
66,297.374,317.911,314.364,322.500,313.350,305.802,312.866,339.667,333.003,335.534,336.101,318.869
67,297.495,317.027,314.102,321.714,313.324,306.281,312.578,338.904,332.266,335.028,336.026,319.404
68,297.149,316.775,314.048,321.592,313.298,306.781,312.380,338.143,331.786,334.406,335.829,319.846
69,296.526,316.927,314.667,322.204,313.610,306.918,312.463,337.870,331.902,334.030,335.760,320.037
70,296.158,317.062,315.702,322.765,314.575,306.562,312.854,337.920,332.582,334.025,336.269,320.184
71,296.191,316.889,316.441,322.639,315.933,306.073,312.985,337.855,333.402,334.274,337.784,320.330
72,296.359,316.992,316.583,322.017,317.015,305.936,312.783,337.901,334.126,334.638,339.730,320.101
73,296.222,317.743,316.338,321.619,317.311,306.309,312.505,338.206,334.883,335.298,341.364,319.809
74,296.040,318.547,316.137,322.031,317.147,306.859,312.749,338.517,335.574,336.313,342.260,319.622
75,295.799,318.648,316.069,323.357,317.121,307.439,313.290,338.378,335.700,337.290,342.440,319.682
76,295.638,318.293,316.163,324.993,317.416,307.891,313.849,337.874,335.329,337.534,342.089,319.738
77,295.502,318.051,316.369,326.323,317.816,307.976,314.146,337.407,335.038,337.013,341.626,319.487
78,295.319,317.802,316.534,326.939,318.310,307.408,314.388,337.248,335.126,336.352,341.352,319.247
79,295.119,317.379,316.541,326.946,318.844,306.639,314.737,337.222,335.246,336.097,341.203,319.311
80,294.775,317.003,316.514,326.585,319.017,306.116,315.232,337.120,335.035,336.223,341.219,319.697
81,294.605,316.859,316.452,326.408,318.798,305.790,315.924,336.938,334.542,336.376,341.403,319.981
82,295.143,316.859,316.287,326.354,318.672,305.545,316.656,336.662,334.101,336.331,341.647,320.090
83,296.362,316.835,315.835,326.180,318.951,305.486,317.215,336.196,333.905,335.895,341.688,320.228
84,297.356,316.653,315.287,325.898,319.348,305.698,317.690,335.701,333.834,335.107,341.425,320.187
85,297.669,316.317,314.976,325.769,319.512,305.870,318.188,335.476,333.661,334.248,340.993,320.000
86,297.438,315.932,314.969,325.986,319.632,305.839,318.451,335.484,333.407,333.670,340.427,319.809
87,297.012,315.583,315.055,326.673,319.917,305.641,318.176,335.313,333.324,333.555,339.698,319.513
88,296.188,315.249,314.974,327.187,320.147,305.460,317.654,335.089,333.469,333.560,339.078,318.854
89,295.325,315.103,314.709,326.895,319.957,305.220,317.102,335.004,333.464,333.171,338.872,318.041
90,294.918,314.984,314.318,325.813,319.428,305.038,316.693,334.970,332.796,332.419,338.989,317.449
91,295.158,314.867,313.967,324.745,318.874,305.026,316.378,334.754,331.676,331.617,338.965,317.213
92,295.498,315.098,313.733,324.054,318.440,305.307,316.334,334.438,330.753,331.088,338.477,317.079
93,295.523,315.775,313.779,323.561,318.103,305.870,316.727,334.229,330.370,330.695,337.841,317.000
94,295.371,316.520,314.298,322.922,318.048,306.462,317.200,333.950,330.204,330.317,337.411,317.352
95,295.416,316.775,315.272,322.466,318.308,306.955,317.324,333.292,329.912,329.868,337.172,318.390
96,295.815,316.331,316.192,322.650,318.532,307.290,317.244,332.414,329.278,329.556,336.766,319.476
97,296.198,315.919,316.548,323.272,318.664,307.540,317.202,331.813,328.504,329.374,336.106,319.719
98,296.526,315.897,316.218,323.639,318.824,307.804,317.071,331.591,327.862,329.309,335.348,318.899
99,297.000,316.051,315.495,323.636,318.844,308.066,316.788,331.660,327.576,329.406,334.792,317.918
100,297.419,316.179,314.848,323.446,318.666,308.201,316.737,331.848,327.790,329.486,334.449,317.513
101,297.502,316.388,314.642,323.415,318.324,308.311,317.154,331.920,328.309,329.008,334.168,317.816
102,296.948,316.575,314.910,323.803,317.946,308.186,317.722,331.954,328.704,327.851,333.811,318.472
103,295.979,316.542,315.302,324.231,317.643,307.649,317.939,332.058,328.548,326.570,333.527,319.124
104,295.234,316.385,315.539,323.942,317.771,306.698,317.707,332.031,328.206,325.821,333.460,319.228
105,295.027,316.344,315.503,323.017,318.285,305.667,317.371,331.698,328.066,325.558,333.609,318.820
106,294.784,316.515,315.311,321.952,318.844,304.974,316.915,331.338,327.992,325.552,333.847,318.262
107,294.353,316.691,315.404,321.554,319.321,304.938,316.456,331.353,328.137,325.634,333.981,317.936
108,294.137,316.580,316.132,321.905,319.727,305.328,315.959,331.516,328.731,325.909,334.088,318.056
109,294.468,316.217,317.389,322.827,319.699,305.556,315.549,331.593,329.702,326.583,334.339,318.715
110,295.003,315.645,318.532,323.656,318.868,305.153,315.424,331.610,330.479,327.688,334.741,319.760
111,295.061,315.100,319.276,323.997,317.666,304.332,315.695,331.746,330.939,329.307,335.159,320.431
112,294.505,314.970,319.925,323.721,316.896,303.668,316.054,331.831,331.312,331.238,335.601,320.517
113,293.921,315.285,320.592,323.384,316.741,303.321,316.012,331.747,331.796,333.145,336.062,320.528
114,293.812,315.596,321.018,323.337,316.785,303.252,315.768,331.411,332.344,334.630,336.450,320.790
115,294.243,315.732,320.912,323.476,316.798,303.226,315.576,330.759,332.722,335.516,336.747,320.884
116,294.875,315.780,320.788,323.398,316.644,303.184,315.285,329.865,332.825,335.895,337.002,320.506
117,295.565,315.921,321.229,322.854,316.400,303.134,314.873,329.050,332.610,336.005,337.322,319.569
118,295.973,316.493,322.168,322.071,316.371,303.347,314.539,328.455,332.155,335.909,337.522,318.464
119,296.076,317.420,323.048,321.412,316.589,304.007,314.512,328.260,331.737,335.687,337.598,317.517
120,295.912,318.133,323.303,321.153,316.692,304.844,314.556,328.414,331.469,335.479,337.591,317.060
121,295.672,318.404,322.786,321.102,316.560,305.347,314.266,328.708,331.353,335.380,337.579,317.397
122,295.258,318.358,321.878,321.088,316.347,305.283,313.673,328.843,331.230,335.417,337.271,318.270
123,294.553,318.268,321.161,321.088,316.209,304.903,313.137,328.752,331.055,335.409,336.514,319.139
124,293.951,318.417,320.784,321.190,316.011,304.616,313.132,328.495,330.865,335.116,335.541,319.461
125,293.818,318.726,320.638,321.204,315.690,304.488,313.371,327.969,330.599,334.388,334.775,319.255
126,294.365,318.680,320.545,321.014,315.512,304.401,313.383,327.415,330.286,333.508,334.341,318.693
127,295.535,317.759,320.336,320.748,315.675,304.457,313.310,327.172,329.985,332.897,334.153,318.240
128,296.690,316.388,320.130,320.755,315.968,304.524,313.527,327.119,329.879,332.670,333.970,318.378
129,297.325,315.450,320.080,321.527,315.969,304.609,314.263,327.123,330.223,332.634,333.748,318.880
130,297.003,315.092,320.216,322.942,315.557,304.691,315.241,327.260,330.960,332.502,333.492,319.221
131,296.398,314.832,320.495,324.160,315.413,304.845,316.000,327.586,331.599,332.228,333.212,318.787
132,296.401,314.480,320.656,324.476,315.784,305.113,315.893,327.713,331.472,331.829,332.715,318.112
133,297.158,314.352,320.547,323.827,316.285,305.253,315.080,327.514,330.484,331.391,332.059,317.757
134,297.830,315.041,320.154,322.585,316.531,305.009,314.320,327.135,329.186,330.975,331.636,317.854
135,297.815,316.285,319.695,321.473,316.497,304.378,314.080,326.935,328.247,330.734,331.559,317.940
136,297.295,317.016,319.389,321.088,316.230,303.660,314.441,326.827,327.820,330.801,331.526,317.929
137,296.608,316.959,319.283,321.401,315.848,303.181,315.129,326.648,327.748,331.071,331.358,317.835
138,295.881,316.995,319.464,321.847,315.411,303.016,315.817,326.422,327.731,331.010,331.084,317.652
139,295.258,317.667,319.835,321.901,315.135,302.877,316.032,326.401,327.650,330.440,330.827,317.779
140,295.079,318.648,320.104,321.718,315.117,302.684,315.446,326.501,327.495,329.599,330.694,318.592
141,295.672,319.106,319.843,321.827,315.299,302.658,314.451,326.424,327.545,328.950,330.729,319.633
142,296.878,318.875,319.046,322.241,315.719,302.870,313.710,326.181,327.903,328.833,330.892,320.007
143,297.936,318.469,318.165,322.575,316.219,303.311,313.615,326.238,328.594,329.451,331.188,319.674
144,298.188,318.111,317.514,322.337,316.658,303.920,313.868,327.031,329.811,330.902,331.884,319.363
145,297.796,317.799,317.124,322.034,316.975,304.592,314.020,328.453,331.648,333.056,333.145,319.423
146,297.310,317.846,316.879,321.946,317.482,305.148,313.990,330.087,333.883,335.503,334.842,319.787
147,296.894,318.382,316.887,322.058,318.294,305.585,314.141,331.487,336.151,337.603,336.417,320.307
148,296.714,319.106,317.366,322.452,319.666,305.983,314.629,332.390,338.289,339.263,337.533,320.854
149,296.954,319.135,318.062,322.929,321.250,306.538,315.556,333.053,339.880,340.767,338.259,321.315
150,297.505,317.965,318.473,323.173,322.360,307.151,316.595,333.951,340.770,342.013,338.889,321.442
151,297.772,316.295,318.411,322.952,322.663,307.590,317.395,335.142,341.108,342.673,339.431,321.199
152,297.298,315.388,318.042,322.517,322.641,307.847,317.556,336.092,341.112,342.613,339.792,320.715
153,296.432,315.865,317.653,322.228,322.655,307.941,317.273,336.403,341.161,342.212,340.060,320.157
154,296.161,317.003,317.282,322.245,322.632,307.795,317.034,336.313,341.472,341.762,340.222,319.581
155,296.793,317.862,316.909,322.139,322.583,307.587,317.093,336.237,342.151,341.184,340.170,319.228
156,297.605,317.946,316.739,322.197,322.598,307.443,317.151,336.147,342.814,340.666,339.889,319.315
157,297.678,317.276,316.629,322.578,322.650,307.554,316.924,335.959,342.862,340.602,339.696,319.637
158,297.070,316.458,316.373,323.105,322.433,307.788,316.961,335.913,342.361,340.999,339.591,319.640
159,296.240,316.257,315.826,323.201,322.129,307.852,317.400,336.300,341.885,341.313,339.445,318.876
160,295.225,316.818,315.428,322.435,322.276,307.833,317.515,336.712,341.762,341.303,339.101,317.543
161,294.267,317.569,315.389,321.248,322.926,307.911,316.951,336.721,341.783,341.204,338.741,316.330
162,293.821,317.753,315.532,320.330,323.491,307.861,316.344,336.365,341.665,341.163,338.635,315.966
163,294.207,317.141,315.327,320.173,323.544,307.273,316.115,336.076,341.295,341.106,338.880,316.494
164,294.921,316.095,314.669,320.456,323.176,306.396,316.107,335.977,340.728,341.036,339.336,317.262
165,295.280,315.417,313.910,320.486,322.837,305.792,316.373,335.978,340.218,341.144,339.758,317.457
166,295.088,315.553,313.335,320.558,322.577,305.691,316.859,336.119,339.917,341.335,340.026,316.925
167,294.957,316.203,313.133,320.959,322.265,305.845,317.271,336.547,339.905,341.323,340.129,316.566
168,295.185,316.865,313.201,321.500,321.755,305.960,317.461,337.223,339.774,340.897,340.068,317.060
169,295.714,317.263,313.362,321.429,321.095,305.991,317.427,337.936,339.418,340.322,339.883,318.169
170,296.538,317.618,313.770,320.639,320.433,306.097,317.407,337.980,338.837,339.847,339.548,318.730
171,297.416,317.883,314.651,319.412,320.014,306.146,317.390,337.223,338.390,339.463,339.116,318.296
172,297.985,317.859,315.766,317.918,320.163,305.727,317.129,336.057,338.481,338.871,338.787,317.596
173,297.888,317.344,316.472,316.585,320.676,304.865,316.576,335.166,338.922,338.023,338.718,317.506
174,297.246,316.661,316.499,316.061,321.221,303.823,316.083,334.825,339.166,337.285,338.653,318.333
175,296.410,316.436,316.157,316.684,321.434,303.083,316.012,334.870,339.032,337.137,338.336,319.457
176,295.720,316.900,315.673,318.112,321.235,303.115,316.220,334.962,338.917,337.570,337.787,319.918
177,295.623,317.447,315.261,319.293,320.735,303.781,316.359,334.924,338.876,338.022,337.179,319.547
178,295.915,317.645,314.729,319.480,320.152,304.344,316.239,334.957,338.650,338.022,336.694,318.607
179,296.094,317.694,314.071,318.959,319.469,304.495,315.954,335.211,337.872,337.376,336.473,317.446
180,295.918,317.921,313.583,318.432,318.690,304.373,315.744,335.475,336.665,336.370,336.271,316.487
181,295.435,318.257,313.565,318.252,318.204,304.335,315.798,335.375,335.627,335.546,335.794,315.910
182,294.881,318.214,313.848,318.184,318.244,304.505,315.980,335.164,335.197,335.116,334.964,315.573
183,294.638,318.027,313.952,318.119,318.637,304.835,316.127,335.018,335.240,334.784,334.042,315.558
184,294.593,318.030,313.669,318.463,318.906,305.035,316.124,335.130,335.132,334.212,333.508,315.858
185,294.687,318.322,313.040,319.374,318.871,305.054,315.800,335.386,334.750,333.331,333.521,316.416
186,294.827,318.596,312.516,320.459,318.655,304.993,315.402,335.405,334.132,332.486,333.714,316.858
187,295.258,318.667,312.252,321.350,318.374,304.938,315.137,334.782,333.381,331.863,333.696,317.052
188,296.073,318.854,312.250,321.537,317.959,304.972,315.044,333.762,332.845,331.517,333.450,317.161
189,296.848,319.285,312.430,320.908,317.572,305.066,315.178,332.976,332.816,331.360,333.158,317.202
190,297.541,319.561,312.748,320.146,317.544,305.243,315.741,332.609,332.968,331.309,332.862,317.034
191,297.933,319.469,312.982,320.068,318.017,305.363,316.673,332.234,332.822,331.110,332.583,316.674
192,297.629,319.287,313.068,320.602,318.681,305.477,317.529,331.831,332.315,330.704,332.445,316.446
193,296.593,319.073,312.868,321.221,319.138,305.549,318.012,331.682,331.829,330.458,332.252,316.723
194,295.608,318.545,312.596,321.735,319.000,305.661,318.022,331.938,331.522,330.298,331.878,317.303
195,295.158,318.016,312.590,322.003,318.259,306.052,317.437,332.217,331.241,329.889,331.442,317.682
196,295.012,317.894,312.910,321.714,317.601,306.703,316.246,332.077,330.926,329.208,331.301,317.854
197,295.006,318.043,313.068,320.884,317.445,307.123,314.798,331.418,330.668,328.994,331.239,317.835
198,295.240,317.818,312.788,319.735,317.647,306.872,313.805,330.599,330.392,329.367,330.999,317.734
199,295.772,317.396,312.245,318.901,317.660,306.448,313.946,330.147,329.908,329.873,330.562,317.644
200,296.380,317.255,311.850,318.854,317.440,306.156,314.810,330.078,329.307,329.828,330.080,317.801
201,296.790,317.322,311.728,318.946,317.221,306.094,315.766,330.085,328.668,329.060,329.546,318.172
202,296.976,317.206,311.667,318.497,317.106,306.314,316.293,329.957,328.387,328.129,329.114,318.494
203,296.936,317.046,311.589,317.565,317.118,306.677,316.507,329.679,328.691,327.578,328.890,318.584
204,296.836,316.927,311.499,317.014,317.138,307.007,316.627,329.271,329.312,327.308,328.604,318.375
205,296.754,316.829,311.631,317.449,317.239,307.073,316.534,328.743,329.628,326.759,328.173,318.240
206,296.830,316.518,312.020,318.150,317.357,306.878,316.205,328.329,329.476,325.849,327.823,318.434
207,297.119,315.878,312.446,318.422,317.632,306.396,315.661,328.368,329.232,325.173,327.714,318.993
208,297.644,315.046,312.576,318.204,318.100,305.528,315.122,328.813,329.258,325.105,327.737,319.768
209,298.261,314.423,312.473,318.000,318.523,304.608,314.500,329.419,329.358,325.122,327.953,320.217
210,298.632,314.526,312.219,318.561,318.860,304.434,314.068,329.881,329.341,324.846,328.339,320.382
211,298.568,315.100,312.170,320.051,319.356,305.337,314.083,329.970,329.249,324.569,328.731,320.360
212,298.170,315.848,312.446,321.412,320.204,306.608,314.812,329.656,329.183,324.706,328.881,320.367
213,297.611,316.564,313.121,321.840,321.190,307.609,315.905,329.004,329.339,325.331,328.773,320.472
214,297.061,316.962,313.739,321.408,321.931,308.092,316.949,328.398,329.753,325.893,328.513,320.494
215,296.593,316.902,313.609,320.711,322.230,307.922,317.924,328.119,330.189,326.084,328.385,320.498
216,296.167,316.591,312.916,320.153,322.083,307.288,318.902,328.225,330.155,326.169,328.342,320.880
217,295.763,316.092,312.430,320.194,321.867,306.875,319.929,328.631,329.914,326.494,328.269,321.719
218,295.237,315.371,312.459,320.731,321.989,306.861,320.783,329.191,329.810,326.886,328.333,322.476
219,294.696,314.737,312.598,321.241,322.621,307.009,321.385,329.647,329.972,326.902,328.597,322.547
220,294.328,314.710,312.419,321.119,323.449,307.007,321.800,329.759,330.123,326.436,329.144,322.052
221,294.234,315.057,312.066,320.609,324.094,307.002,321.873,329.303,330.384,325.906,329.652,321.375
222,294.185,315.266,311.720,320.095,324.370,307.161,321.380,328.708,330.794,325.805,329.731,320.824
223,294.252,315.393,311.408,319.956,324.288,307.253,320.588,328.287,331.022,326.182,329.485,320.738
224,294.769,315.572,311.225,320.034,324.262,307.061,320.156,328.130,330.767,326.501,329.403,320.989
225,295.790,315.813,311.165,319.942,324.508,306.729,320.427,328.127,330.233,326.543,329.627,320.873
226,296.796,315.897,311.260,319.656,324.854,306.738,320.900,328.171,329.508,326.424,329.788,320.090
227,297.322,315.577,311.505,319.323,324.850,307.128,320.993,328.054,328.699,326.219,329.630,319.266
228,297.167,314.949,311.695,318.915,324.782,307.432,320.563,327.652,328.094,326.017,329.228,318.742
229,296.559,314.409,311.781,318.718,324.719,307.479,319.905,327.184,327.849,326.057,328.755,318.318
230,295.854,313.976,311.892,318.714,324.627,307.491,319.559,326.961,327.654,326.569,328.295,317.914
231,295.368,313.780,312.082,318.622,324.206,307.698,319.893,326.785,327.320,327.247,328.002,318.116
232,295.161,313.726,312.122,318.656,323.311,308.003,320.846,326.440,326.935,327.473,327.947,318.989
233,295.243,313.637,311.824,319.320,322.360,308.017,321.724,326.097,326.962,326.897,327.994,319.974
234,295.748,313.542,311.523,320.660,321.979,307.769,321.880,325.962,327.399,325.907,328.136,320.341
235,296.748,313.382,311.448,321.779,322.275,307.495,321.476,326.085,327.957,325.128,328.101,320.094
236,297.915,313.306,311.336,321.918,322.867,307.344,320.944,326.122,328.134,324.352,327.658,319.936
237,298.486,313.472,310.907,321.381,323.463,307.196,320.768,325.936,328.111,323.461,326.857,320.157
238,298.167,313.865,310.130,320.847,323.790,307.210,320.866,325.720,328.066,322.962,326.141,320.633
239,297.480,314.195,309.318,321.071,323.679,307.205,320.883,325.456,327.882,323.072,325.616,320.970
240,297.176,314.325,308.969,321.636,322.975,306.842,320.517,325.077,327.392,323.263,325.172,320.966
241,297.453,314.312,308.998,321.874,322.084,306.226,319.761,324.631,326.942,323.260,324.900,320.798
242,297.769,314.089,309.106,321.350,321.445,305.698,318.927,324.499,326.777,323.000,325.076,320.363
243,297.860,313.699,308.967,320.398,321.291,305.734,318.673,324.667,326.756,322.485,325.553,319.697
244,297.708,313.371,308.764,319.810,321.448,305.998,319.290,324.720,326.722,321.996,325.774,319.419
245,297.410,313.412,309.097,319.844,321.548,305.873,320.154,324.304,326.621,321.774,325.400,319.584
246,296.875,313.648,309.843,320.014,321.258,305.410,320.400,323.535,326.691,321.735,324.793,319.513
247,296.252,313.721,310.660,319.786,320.624,305.092,319.795,322.518,326.673,321.662,324.273,319.071
248,295.772,313.743,311.018,319.415,320.138,305.069,319.007,321.697,326.183,321.589,324.007,318.652
249,295.498,313.854,311.015,319.241,320.167,304.948,318.702,321.448,325.160,321.665,323.855,318.596
250,295.623,313.997,310.909,319.367,320.615,304.668,319.073,321.873,324.151,321.753,323.751,318.895
251,296.198,314.049,310.835,319.680,321.103,304.226,319.822,322.601,323.771,321.330,323.878,319.352
252,297.064,314.279,310.931,320.133,321.330,303.969,320.285,323.313,324.104,320.533,324.285,319.700
253,297.860,314.648,311.170,320.711,321.362,304.283,319.798,323.873,324.547,319.969,324.770,320.195
254,298.283,315.157,311.512,321.408,321.232,305.035,318.632,324.237,324.581,320.079,324.996,320.944
255,297.960,315.569,311.739,321.690,321.020,305.802,317.859,324.281,324.132,320.467,324.929,321.693
256,297.106,315.875,311.503,321.105,320.868,306.222,318.020,323.966,323.507,320.841,324.807,321.498
257,296.146,316.019,310.793,319.711,320.837,306.130,318.676,323.463,323.109,321.103,324.792,320.090
258,295.620,315.737,309.978,318.224,320.738,305.663,319.166,323.065,322.995,321.070,324.725,318.375
259,295.471,315.016,309.448,317.466,320.440,305.295,319.393,322.999,323.063,320.693,324.455,317.438
260,295.292,314.241,309.475,317.544,320.127,305.149,319.580,323.368,323.203,320.098,324.056,317.371
261,295.043,313.889,309.971,317.799,319.719,304.875,319.407,323.943,323.384,319.596,323.875,317.858
262,295.094,313.902,310.702,318.068,319.020,304.441,318.837,324.401,323.736,319.431,323.934,318.423
263,295.739,314.179,311.282,318.925,318.423,304.215,318.117,324.429,324.126,319.495,323.965,318.408
264,296.884,314.672,311.803,320.524,318.219,304.530,317.844,324.134,324.422,319.587,323.684,317.888
265,298.164,315.154,312.075,322.276,318.460,305.351,318.551,324.126,324.410,319.948,323.291,317.401
266,298.884,315.442,312.214,323.371,318.828,306.253,320.012,324.817,324.032,320.612,322.999,317.464
267,298.559,315.621,312.404,324.163,319.077,307.030,321.249,326.024,323.667,321.437,323.127,317.854
268,297.313,315.762,312.797,325.218,319.160,307.514,321.556,327.215,323.743,322.288,323.687,318.172
269,295.723,315.794,313.461,326.520,318.974,307.438,320.763,327.885,324.233,322.840,324.266,318.322
270,294.675,315.775,314.477,327.408,318.411,306.748,319.363,327.958,324.897,322.849,324.489,318.251
271,294.444,315.959,315.450,327.561,317.770,306.387,318.229,327.915,325.518,322.492,324.299,318.075
272,294.590,316.035,315.697,327.371,317.360,306.977,317.900,328.227,325.691,322.162,323.899,318.169
273,294.693,315.675,315.042,327.704,317.186,308.000,318.190,328.861,325.498,322.137,323.744,318.423
274,294.839,315.220,313.998,328.327,317.023,308.722,318.663,329.448,325.306,322.215,324.082,318.536
275,295.362,315.257,313.399,328.408,316.969,308.965,318.944,329.840,325.502,322.074,324.656,318.360
276,296.261,315.873,313.516,327.660,317.325,308.660,319.068,330.296,326.054,321.714,325.001,318.071
277,296.781,316.398,314.079,326.810,317.868,308.036,319.185,330.959,326.618,321.097,324.986,317.925
278,296.453,316.352,314.594,326.673,318.120,307.656,319.529,331.601,326.891,320.466,325.040,318.161
