 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9
114,780.557,764.472,742.304,723.057,726.890,719.616,717.198,716.716,727.151
115,780.440,764.873,742.855,722.680,726.678,720.523,717.124,717.327,725.660
116,780.129,765.268,743.504,722.140,726.084,721.276,716.193,718.580,724.588
117,779.014,765.555,744.388,721.617,725.580,722.532,715.152,720.833,724.919
118,777.235,765.424,745.786,722.040,725.045,721.984,714.221,721.534,725.783
119,775.464,765.106,746.684,722.680,724.313,720.055,714.463,721.065,725.952
120,774.568,764.854,747.035,723.199,724.694,719.180,714.771,721.167,726.292
121,773.769,765.397,747.851,723.753,725.910,719.343,714.236,720.491,726.666
122,773.078,766.371,749.088,724.623,726.588,719.697,713.335,719.049,726.272
123,773.440,767.205,749.909,725.461,727.351,719.203,712.415,718.846,726.000
124,774.933,768.157,750.335,725.109,728.537,718.219,712.199,719.096,726.638
125,776.562,768.817,750.448,724.309,728.918,718.449,712.729,719.099,726.970
126,777.304,768.445,750.592,725.024,728.498,719.016,713.490,718.914,726.310
127,777.327,767.839,750.102,726.699,728.365,718.779,713.441,719.346,725.863
128,776.784,767.166,749.010,728.283,729.290,718.208,712.714,719.114,725.652
129,776.358,766.170,748.649,729.280,730.488,717.191,712.120,719.117,725.795
130,775.906,765.353,748.502,730.824,730.614,716.019,711.833,719.238,726.390
131,775.321,764.699,748.206,732.904,730.978,714.796,711.852,718.343,726.678
132,774.891,763.597,748.586,733.712,732.221,714.224,712.269,717.167,727.133
133,774.906,761.766,749.269,733.801,732.443,715.088,712.048,717.034,727.332
134,775.599,760.255,749.356,734.024,731.992,716.428,711.926,717.411,727.467
135,776.413,760.043,749.836,734.119,732.163,717.071,712.966,715.673,727.598
136,776.992,760.545,751.040,733.677,732.789,716.682,713.745,714.213,727.386
137,777.714,760.369,752.332,733.296,733.622,716.357,713.202,715.738,726.378
138,777.968,759.670,753.252,732.945,734.672,716.632,711.945,718.503,725.527
139,778.273,759.512,754.136,731.763,735.021,716.359,711.081,718.988,725.656
140,778.622,759.666,755.415,730.864,733.993,715.343,711.117,717.179,726.187
141,778.463,759.221,757.365,731.715,732.559,714.981,711.247,716.151,726.119
142,778.227,758.230,759.891,732.101,732.165,715.890,711.373,716.284,725.286
143,778.622,757.254,762.395,731.064,733.134,717.029,710.867,717.142,724.696
144,780.066,755.779,764.523,730.688,733.417,716.717,710.023,718.534,724.724
145,781.559,753.907,766.414,731.148,732.422,716.118,709.542,718.102,724.433
146,782.037,752.685,767.764,730.740,731.167,716.429,709.624,716.386,724.330
147,782.115,752.020,768.540,730.617,730.254,717.305,709.932,715.880,725.254
148,784.178,751.679,769.370,731.507,730.314,718.375,710.332,716.407,725.425
149,787.557,751.979,769.977,731.811,730.882,718.359,710.697,717.232,724.217
150,789.203,752.714,769.701,731.303,730.842,717.056,710.126,718.738,723.044
151,789.162,753.290,769.932,731.604,730.238,716.361,708.773,719.728,723.169
152,788.101,753.634,771.292,732.451,730.368,717.058,707.974,718.994,724.682
153,787.208,753.708,772.710,731.727,731.115,717.901,708.112,717.040,724.974
154,787.055,753.070,773.364,730.161,731.730,717.589,709.133,715.802,724.270
155,786.780,751.885,773.263,728.983,731.989,716.778,710.699,715.380,723.879
156,786.275,750.785,772.995,728.776,731.687,717.421,711.296,714.463,724.491
157,785.300,749.479,772.515,728.859,731.180,718.370,711.082,714.281,725.304
158,784.986,748.358,771.158,728.868,730.950,717.774,711.609,716.201,725.877
159,786.070,747.629,769.490,728.516,730.840,717.066,711.605,718.164,726.163
160,786.047,746.493,768.897,727.881,730.683,717.070,711.477,718.809,725.763
161,784.941,745.857,769.200,727.473,731.326,717.436,712.399,717.661,723.618
162,783.936,745.954,769.637,726.720,732.245,717.052,712.531,716.698,721.515
163,782.802,746.594,770.045,726.584,732.366,717.358,711.639,716.759,721.398
164,782.353,748.607,769.753,726.251,732.135,718.130,711.462,716.781,723.290
165,782.492,751.372,769.131,724.643,731.940,717.118,711.082,716.543,724.728
166,782.356,753.288,768.802,723.384,731.518,715.857,710.811,715.756,725.008
167,782.020,754.177,768.436,723.031,731.198,715.252,711.773,713.883,724.716
168,781.558,754.575,768.424,723.319,730.651,714.506,712.865,712.630,724.155
169,780.807,755.103,768.795,722.885,729.732,715.104,713.697,714.256,723.529
170,779.848,755.493,769.264,721.655,729.524,716.524,714.861,716.614,723.479
171,779.064,754.866,769.497,720.985,730.101,717.082,714.910,716.123,723.855
172,779.343,754.010,769.116,720.552,730.786,716.335,713.979,713.525,723.861
173,779.603,753.425,767.737,720.615,730.542,715.835,713.243,712.096,723.620
174,779.190,753.505,766.941,721.107,729.491,716.185,712.997,712.022,723.779
175,779.245,754.430,767.926,721.329,728.199,716.922,712.720,713.420,724.072
176,780.227,755.358,769.539,722.152,727.690,716.686,712.545,716.463,724.036
177,781.460,756.432,770.208,723.431,727.792,715.557,713.102,718.130,724.205
178,782.438,758.099,768.959,723.516,727.813,715.111,713.430,717.164,723.714
179,782.948,759.757,767.059,722.880,728.232,715.619,712.964,717.762,722.517
180,782.704,760.490,766.168,722.965,728.693,716.765,712.235,719.768,722.093
181,782.303,760.385,765.456,724.009,728.458,717.772,712.018,720.482,722.541
182,782.610,760.687,765.209,724.821,727.715,717.525,711.926,718.812,723.087
183,782.541,761.081,766.068,724.820,727.639,716.129,712.070,715.911,724.030
184,781.576,760.947,766.602,725.264,728.434,715.702,712.447,715.265,724.258
185,781.023,760.842,766.110,726.177,728.672,717.359,712.962,716.077,722.797
186,780.500,760.979,765.883,726.080,728.464,718.550,713.448,717.778,722.046
187,779.718,761.546,766.301,725.157,728.635,717.462,713.899,719.753,722.845
188,779.497,761.739,765.957,725.109,729.087,715.822,714.191,720.037,723.394
189,779.441,761.472,764.453,725.552,729.348,715.218,714.083,719.204,723.583
190,779.911,761.611,762.636,725.585,729.185,714.717,713.757,718.099,724.696
191,779.776,761.895,760.787,725.155,729.259,714.439,713.290,716.685,725.714
192,778.610,762.394,759.356,724.692,730.154,714.217,713.164,715.580,725.829
193,776.807,762.452,759.143,724.088,731.456,713.727,713.996,714.735,724.726
194,774.486,761.664,759.289,723.655,732.769,712.702,714.486,714.018,722.897
195,773.505,761.512,758.378,723.036,733.092,711.779,714.344,714.241,722.656
196,774.523,762.065,756.605,722.604,732.495,711.421,714.317,715.509,723.777
197,775.747,762.184,754.884,723.529,731.966,711.228,714.526,716.873,723.588
198,776.344,761.994,753.900,725.025,732.255,710.550,714.087,716.732,723.213
199,776.934,762.666,752.722,725.699,732.401,710.579,713.157,715.969,722.972
200,777.344,764.106,751.596,725.369,732.099,711.141,712.887,715.383,722.700
201,777.027,765.329,751.277,725.617,731.975,711.465,713.433,714.670,723.119
202,776.467,765.887,750.756,727.212,732.017,711.964,714.850,713.904,723.288
203,776.101,766.226,750.010,728.856,731.859,712.647,716.242,713.889,722.682
204,775.760,766.235,750.137,728.572,731.394,713.034,715.391,714.509,722.581
205,775.699,765.697,751.163,726.667,731.177,713.749,714.005,714.361,723.221
206,775.653,764.874,752.163,724.973,730.781,714.842,713.608,714.022,724.028
207,776.078,764.111,753.421,724.792,729.757,715.159,714.204,713.880,724.135
208,776.169,763.825,754.899,724.477,728.129,716.099,714.631,713.451,723.903
209,775.397,764.232,755.286,723.977,727.248,717.436,714.010,712.914,722.712
210,775.325,764.914,755.876,724.879,727.626,717.085,713.553,712.620,721.040
211,775.580,765.480,756.668,726.281,727.556,715.074,712.969,713.787,721.207
212,776.024,765.540,756.117,727.276,726.695,714.872,712.772,716.204,722.366
213,776.021,764.999,754.716,727.456,726.312,716.254,712.612,717.355,722.761
214,774.788,764.143,754.328,726.775,726.667,716.599,711.865,716.627,723.541
215,773.891,763.784,754.653,725.988,727.671,715.558,711.649,714.506,724.002
216,773.960,764.474,755.278,726.197,728.772,714.082,711.378,712.503,724.086
217,773.583,766.044,756.232,726.911,729.167,712.820,711.981,713.216,723.527
218,772.485,767.603,757.006,726.947,728.637,712.621,713.328,716.324,722.467
219,771.225,768.631,757.032,726.643,728.332,713.627,714.094,718.482,721.018
220,769.298,768.232,755.556,726.309,729.078,715.365,714.381,717.966,720.561
221,767.492,766.954,753.905,726.439,730.036,716.241,714.637,716.880,721.704
222,766.124,766.434,753.482,727.353,730.934,716.074,714.301,717.003,722.606
223,765.125,766.563,753.779,728.076,731.701,715.837,713.392,717.877,722.757
224,765.010,766.327,753.548,727.779,732.030,715.033,712.165,718.383,723.195
225,764.968,766.052,752.418,727.291,731.770,713.261,711.182,718.253,723.443
226,763.710,765.955,751.217,726.581,731.733,712.165,711.801,717.494,722.907
227,760.414,765.748,751.127,725.677,731.936,713.093,713.231,716.821,723.382
228,757.083,765.440,752.148,725.747,731.780,714.964,713.530,716.698,724.431
229,755.915,764.870,752.824,726.316,731.975,715.903,713.284,715.759,724.867
230,756.215,764.241,752.476,726.723,732.399,715.206,713.546,715.052,723.928
231,755.890,764.228,751.989,727.069,732.016,714.420,713.835,715.586,722.060
232,754.397,764.453,751.779,727.172,731.173,714.187,713.739,716.052,720.932
233,752.504,764.213,751.257,726.533,731.362,714.329,713.568,715.827,721.008
234,750.582,763.986,750.434,725.571,732.473,715.329,713.392,715.648,721.722
235,749.665,764.181,749.425,725.107,733.468,716.199,713.571,716.161,722.046
236,750.684,764.551,748.448,724.891,733.393,715.934,714.003,716.704,721.994
237,753.271,764.408,747.340,724.723,732.907,715.624,714.723,716.105,722.833
238,756.264,763.334,746.544,723.952,732.074,715.122,715.048,714.762,723.523
239,758.400,762.115,746.349,722.381,731.513,714.726,714.824,713.512,722.889
240,760.302,761.025,746.524,720.612,732.400,715.403,714.001,714.580,722.018
241,761.921,760.223,747.365,719.367,733.428,716.761,713.051,716.806,721.042
242,762.821,759.656,748.236,718.869,733.707,717.514,713.738,716.151,720.145
243,764.007,758.277,748.268,719.019,733.609,716.261,714.475,714.701,720.103
244,765.308,756.585,747.857,719.217,732.966,714.067,714.496,714.741,720.710
245,766.144,755.334,747.565,719.088,731.863,712.938,715.633,714.972,722.113
246,767.134,754.644,747.336,719.489,731.303,713.376,716.342,716.441,723.187
247,766.898,754.768,746.881,720.325,731.425,713.601,715.079,717.512,723.256
248,766.501,755.066,746.370,721.319,731.981,712.926,713.780,716.333,723.002
249,768.282,754.939,745.970,721.048,733.362,713.122,714.164,716.111,723.976
250,770.858,754.532,746.181,719.543,734.797,714.117,716.096,717.593,725.433
251,771.646,753.265,747.773,718.340,735.078,715.075,717.552,717.867,725.274
252,771.134,752.398,749.224,718.500,735.084,715.303,716.613,716.911,724.618
253,771.016,752.663,749.064,718.873,735.540,714.722,715.223,715.361,724.505
254,771.532,752.542,748.473,718.129,735.806,714.425,714.846,714.127,724.292
255,772.453,751.986,748.434,717.264,735.750,715.023,714.672,715.043,724.103
256,773.119,752.095,748.897,716.200,735.395,715.608,714.538,716.620,723.610
257,774.107,752.304,749.451,715.201,735.434,715.539,714.779,715.870,722.451
258,776.005,752.655,749.946,714.705,735.331,715.786,715.105,713.781,721.751
259,777.713,753.506,750.210,714.448,735.538,716.480,715.049,712.787,722.459
260,778.786,753.905,750.215,714.729,736.355,715.883,715.232,713.858,724.185
261,779.738,753.472,750.052,715.212,735.967,714.731,714.995,714.821,725.262
262,780.101,753.105,749.569,715.873,735.055,713.945,714.893,716.673,725.270
263,781.336,752.748,748.934,715.888,735.809,713.748,716.708,719.164,724.841
264,783.721,752.346,748.356,716.063,736.862,713.856,718.698,720.741,724.716
265,785.044,752.199,747.350,717.223,736.539,714.195,719.189,721.299,725.642
266,785.585,752.078,746.070,717.463,735.767,714.460,718.858,721.491,727.604
267,786.543,751.154,745.411,716.904,735.039,715.069,718.193,722.491,728.157
268,787.463,750.216,746.148,716.747,734.107,716.610,716.862,722.630,726.191
269,787.976,749.204,747.797,716.859,733.847,716.728,715.392,720.620,724.964
270,788.131,747.805,748.689,716.745,733.857,715.678,715.179,719.661,725.416
271,788.260,746.903,748.208,716.583,734.087,715.054,716.187,720.250,724.936
272,788.684,746.688,747.026,715.800,734.512,714.709,717.018,719.451,723.404
273,787.986,747.237,746.296,715.076,734.670,715.680,715.620,718.676,723.390
274,786.990,748.294,746.049,714.861,735.188,717.167,714.302,718.602,725.410
275,785.851,749.393,745.584,714.829,735.646,717.336,714.361,718.975,726.322
276,785.577,749.930,744.849,715.759,735.984,716.162,713.769,720.599,725.885
277,786.594,750.441,745.335,716.795,736.478,715.706,713.505,722.299,726.511
278,786.981,751.016,746.791,716.911,737.306,716.048,714.567,722.006,727.362
279,786.569,750.821,747.421,716.364,737.948,716.657,715.911,721.182,726.664
280,785.965,750.204,747.057,715.659,738.628,716.977,715.915,720.586,725.350
281,785.715,749.590,746.618,715.645,739.116,715.841,714.989,720.262,724.308
282,786.081,748.542,746.680,716.579,738.616,713.535,715.041,720.299,725.086
283,787.314,747.708,746.765,716.955,737.605,711.711,714.746,719.911,727.048
284,788.605,746.739,746.744,715.963,737.163,712.276,713.997,720.123,727.495
285,788.112,744.962,747.076,715.543,737.285,714.243,714.311,719.380,726.316
286,786.959,744.338,747.424,715.780,737.444,715.580,714.448,716.198,726.083
287,786.885,745.121,747.449,716.315,736.963,716.292,714.537,713.562,726.105
288,787.543,746.145,747.905,716.592,735.890,716.277,715.306,713.216,724.183
289,787.507,746.305,748.927,716.823,734.845,715.583,715.571,714.136,723.382
290,787.011,745.248,750.174,718.304,733.770,715.180,714.728,715.179,724.815
291,786.909,744.186,751.268,719.832,733.249,715.263,714.087,716.052,725.000
292,786.647,744.235,751.718,720.433,733.640,715.778,713.898,716.762,724.517
293,785.830,744.855,751.490,721.513,734.016,715.159,714.331,717.346,725.123
294,786.659,745.458,750.807,722.912,733.761,713.425,714.743,717.204,725.642
295,788.519,746.019,750.947,722.996,733.333,712.973,713.365,717.775,725.372
296,789.616,745.287,751.381,721.604,732.418,713.911,711.982,718.540,724.704
297,789.485,744.090,750.635,720.237,731.383,714.805,712.422,717.759,723.467
298,788.671,744.113,749.597,720.209,731.715,715.224,713.996,716.552,722.801
299,788.796,745.188,748.922,721.549,732.980,715.077,714.210,716.815,723.185
300,789.345,745.772,748.635,722.715,733.952,715.054,713.883,717.620,723.328
301,789.279,746.168,749.247,722.988,733.411,715.509,714.302,718.207,722.956
302,788.955,747.230,749.609,723.019,732.212,715.609,715.041,718.580,722.887
303,789.307,748.719,749.278,722.089,732.276,715.590,714.732,718.830,723.350
304,790.085,749.689,749.356,720.953,733.117,716.241,713.889,718.339,723.330
305,790.864,749.292,750.184,721.481,732.517,716.287,712.751,717.935,723.153
306,790.921,748.244,752.424,722.361,730.771,716.184,712.100,717.457,723.881
307,791.075,748.066,754.728,721.677,729.407,716.243,712.970,715.911,724.708
308,791.059,749.177,755.882,720.568,729.049,716.023,713.887,714.117,724.143
309,790.031,750.161,756.718,720.292,728.781,715.818,714.153,713.102,722.688
310,788.796,749.649,756.920,721.395,727.905,716.005,714.766,713.701,722.376
311,789.043,748.255,756.576,722.924,727.330,716.915,715.798,715.892,723.314
312,789.980,747.452,756.508,723.257,727.306,718.272,716.419,718.661,723.952
313,790.520,747.945,756.552,722.840,727.791,718.473,716.041,718.562,723.342
314,790.556,748.774,756.038,722.755,728.719,717.010,714.725,716.333,723.233
315,790.830,748.227,754.889,723.847,729.237,716.517,713.680,716.546,724.103
316,790.660,746.852,754.374,725.047,729.187,717.409,713.862,718.735,724.747
317,789.137,746.328,754.740,725.416,729.348,717.185,714.945,718.414,725.491
318,787.215,746.456,754.756,726.496,729.486,715.617,716.010,716.414,725.851
319,786.686,746.501,753.820,727.592,729.610,714.691,715.691,715.732,725.658
320,787.167,746.881,752.367,727.480,728.851,714.480,715.246,716.781,725.692
321,787.388,747.533,751.380,726.627,727.295,714.422,716.594,718.136,725.952
322,787.284,748.189,752.122,726.403,726.104,714.731,717.919,717.772,725.968
323,786.553,748.741,753.696,726.664,725.406,715.365,717.893,716.898,726.231
324,785.990,748.852,753.760,726.461,725.712,715.085,717.357,716.281,725.229
325,785.712,748.833,752.651,725.477,726.671,713.926,716.467,715.278,723.344
326,785.467,748.372,751.969,724.699,727.528,713.757,715.387,715.870,722.495
327,785.071,747.430,751.928,724.744,728.496,714.406,714.452,718.667,723.163
328,784.356,746.839,752.364,725.103,729.019,714.589,714.281,719.963,724.338
329,784.094,747.213,753.139,725.547,728.065,714.347,714.439,719.000,724.924
330,783.893,747.906,753.738,726.288,726.031,713.534,715.153,718.161,724.940
331,783.062,748.356,753.877,726.740,725.195,712.929,715.582,717.123,724.614
332,782.085,749.346,753.563,726.692,725.404,712.794,715.280,716.207,723.789
333,780.734,751.143,752.872,726.015,725.257,712.546,715.070,716.574,722.875
334,778.977,752.749,752.642,725.701,724.194,712.820,715.648,717.812,723.187
335,777.645,754.336,753.079,726.079,723.510,712.705,714.934,718.441,724.755
336,777.118,756.865,753.407,726.273,723.813,711.465,712.650,718.380,724.290
337,777.121,759.732,752.931,727.759,723.344,710.429,711.628,717.938,723.008
338,777.059,761.735,752.455,729.479,722.694,711.432,712.530,716.932,723.503
339,776.454,762.581,752.237,730.533,722.549,712.364,714.654,715.509,724.370
340,776.487,762.835,752.546,731.620,722.649,711.944,715.940,714.142,724.728
341,777.662,763.494,753.789,732.448,722.664,711.497,715.937,713.870,725.141
342,778.107,763.804,754.955,732.015,722.420,712.748,715.817,715.170,724.511
343,777.774,763.475,755.091,731.917,722.066,714.432,715.280,716.802,724.113
344,777.729,764.315,755.006,732.757,722.756,715.612,714.755,718.679,725.169
345,777.069,766.472,755.262,732.751,724.260,716.070,714.900,719.861,725.646
346,775.333,768.497,755.060,731.077,725.232,715.796,715.365,720.426,725.266
347,774.471,770.174,753.942,731.188,725.660,714.968,714.982,719.725,724.720
348,774.993,772.201,752.115,733.309,725.882,714.111,713.617,718.074,723.634
349,775.674,773.499,751.265,734.033,725.879,714.132,712.534,717.815,724.221
350,775.518,773.172,751.435,733.917,724.812,714.918,712.540,717.556,724.795
351,774.901,772.256,751.425,733.875,723.349,715.420,713.738,715.966,723.668
352,774.094,772.789,750.659,733.477,722.159,715.114,715.094,714.343,723.338
353,773.324,774.175,749.018,732.713,721.654,714.403,715.567,714.883,724.127
354,773.138,774.836,747.833,732.643,721.926,713.911,714.962,716.914,724.245
355,773.579,775.574,748.814,732.659,721.273,713.410,714.844,718.494,724.398
356,774.616,776.935,750.244,733.045,720.420,714.266,714.624,719.559,725.002
357,775.638,778.237,749.786,734.636,720.630,715.391,714.076,720.528,724.634
358,775.991,779.115,748.528,736.343,720.745,715.273,714.298,719.364,724.469
359,776.357,779.091,748.499,736.932,720.377,714.650,714.470,717.688,724.843
360,776.832,778.492,749.030,736.515,719.829,714.638,714.429,717.873,725.682
361,776.619,778.546,749.313,735.680,719.260,715.369,714.945,718.596,725.722
362,776.147,778.916,749.888,734.597,718.905,716.235,716.113,718.278,724.479
363,776.518,778.659,750.903,732.939,718.795,716.877,716.826,715.997,724.022
364,777.371,777.814,752.566,732.939,719.944,717.224,715.903,713.830,724.318
365,777.801,777.218,754.401,734.037,721.646,717.045,714.534,712.784,724.662
