 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9
722,779.814,743.999,728.073,715.640,727.504,716.587,719.428,716.123,720.761
723,779.668,744.960,727.922,715.764,727.021,715.604,718.037,715.645,721.145
724,779.498,745.081,727.436,715.927,726.808,714.143,716.342,715.978,722.066
725,778.898,744.491,727.068,716.755,727.408,713.719,716.025,715.886,722.149
726,779.918,744.026,726.435,717.673,728.131,713.262,717.463,715.392,722.310
727,782.020,744.276,726.516,717.205,728.124,712.546,718.265,715.728,722.441
728,782.124,745.205,727.101,715.572,727.973,712.030,718.357,716.284,722.895
729,780.519,746.537,727.685,714.744,727.000,711.646,718.143,717.037,723.101
730,778.484,747.270,728.693,715.060,725.880,711.870,717.581,716.623,723.155
731,776.773,747.183,729.704,715.995,726.108,713.077,717.813,714.855,722.612
732,775.805,747.615,730.668,716.563,727.632,714.080,718.257,713.373,721.253
733,774.476,748.624,731.901,716.159,728.398,713.658,717.836,713.478,720.988
734,772.703,749.299,732.714,715.888,728.824,713.036,717.745,716.043,722.332
735,771.201,749.319,732.909,716.260,730.031,713.235,718.693,718.198,723.334
736,770.491,748.945,733.024,717.191,731.331,713.638,720.016,717.448,723.586
737,769.678,748.614,733.064,717.439,731.270,713.738,720.389,715.518,723.517
738,768.332,748.906,732.986,717.391,730.564,713.717,719.005,714.179,722.996
739,766.423,750.205,732.976,717.787,731.288,714.140,717.504,713.938,721.471
740,764.726,751.468,733.699,717.336,732.537,714.790,716.731,714.284,720.280
741,763.677,751.977,734.284,716.585,732.520,714.888,716.855,714.417,720.773
742,763.053,751.852,734.654,717.215,732.070,714.636,716.837,714.250,721.984
743,762.649,751.828,734.717,718.640,731.605,713.989,717.137,714.031,722.505
744,762.888,751.639,733.926,719.603,731.578,713.364,718.422,714.543,722.618
745,763.418,751.668,733.342,719.383,731.970,712.930,718.434,715.018,722.256
746,764.608,751.610,734.129,718.823,731.970,711.938,716.757,714.852,722.477
747,765.997,750.781,735.766,718.843,731.047,710.487,715.070,714.429,723.254
748,766.292,749.479,736.958,718.603,730.542,710.176,714.399,713.765,723.187
749,766.151,748.763,737.531,719.124,731.641,711.291,714.314,714.377,723.664
750,765.677,748.499,738.036,720.896,733.423,711.683,714.195,715.892,724.734
751,764.652,748.525,739.047,722.285,734.387,711.549,714.342,716.552,725.461
752,764.196,749.308,740.728,722.284,734.326,711.834,714.906,717.068,725.402
753,763.635,750.528,741.959,721.657,734.121,712.204,715.742,718.198,724.177
754,762.714,751.702,742.131,721.223,733.643,712.513,716.540,719.552,723.177
755,761.731,752.454,741.825,721.541,732.798,712.639,717.425,720.179,723.062
756,761.710,752.193,741.975,721.771,732.312,712.199,718.005,719.232,723.137
757,762.597,751.759,742.250,721.011,732.468,711.853,717.786,717.907,724.068
758,763.343,752.690,741.541,719.965,732.830,712.225,717.221,716.957,725.455
759,762.643,755.201,740.376,719.607,733.014,712.704,716.820,716.661,725.475
760,761.612,757.420,739.109,720.325,733.038,713.675,716.926,716.580,724.197
761,761.942,758.972,737.573,721.044,732.400,715.005,716.653,716.454,723.163
762,762.848,761.214,736.534,721.497,731.090,715.702,716.286,715.852,722.139
763,763.144,763.590,736.445,720.829,729.826,715.598,716.775,715.466,720.463
764,763.131,764.088,737.053,718.831,729.651,715.261,718.124,716.407,719.111
765,762.758,763.438,738.469,717.683,730.192,715.698,719.232,717.148,719.847
766,762.918,762.857,740.980,718.208,730.432,716.085,718.223,715.926,722.483
767,764.094,762.321,744.262,718.539,730.758,715.420,716.437,715.562,724.783
768,765.667,762.219,746.929,717.477,731.314,715.166,716.464,716.849,726.081
769,766.846,762.407,748.476,716.017,731.919,716.154,717.922,717.679,726.390
770,767.280,762.528,748.643,716.449,732.643,718.192,719.094,717.133,724.497
771,768.708,761.429,747.846,718.156,732.401,719.078,719.387,716.969,722.171
772,769.707,759.248,747.301,719.827,731.226,718.502,719.772,718.127,721.819
773,769.074,757.521,747.719,720.945,730.495,717.531,719.918,718.120,722.632
774,768.608,756.738,748.393,721.660,730.168,717.362,719.638,717.219,723.575
775,768.465,756.269,748.409,721.956,729.838,717.536,720.075,716.133,723.209
776,768.496,755.544,748.155,722.825,730.447,717.224,721.154,714.738,721.829
777,769.474,755.530,747.962,724.173,731.208,717.539,722.260,714.707,721.318
778,770.805,756.353,748.090,723.808,730.902,718.034,721.631,716.515,721.899
779,772.125,756.968,748.145,722.775,730.372,717.916,720.592,718.272,722.495
780,773.276,756.456,748.247,722.931,730.496,718.148,721.424,717.676,722.145
781,773.689,755.996,747.818,724.020,731.343,718.272,723.219,715.022,721.533
782,773.877,755.706,746.701,725.305,731.417,717.897,723.725,713.232,721.320
783,774.604,754.981,745.842,725.820,730.684,717.326,722.679,713.176,721.734
784,775.252,754.196,746.023,725.344,729.909,716.702,721.964,713.441,723.425
785,775.363,753.966,746.207,724.583,729.224,716.945,722.402,713.873,724.419
786,775.623,754.723,745.365,724.652,729.056,717.711,722.728,715.636,723.521
787,776.119,756.550,744.006,725.339,729.073,718.118,722.275,717.099,722.217
788,776.919,757.774,742.190,725.809,728.871,717.807,722.290,715.843,721.348
789,777.160,757.380,740.694,726.061,728.803,717.145,722.936,713.278,720.972
790,776.871,756.717,739.963,726.919,729.332,716.358,723.609,712.247,721.081
791,777.464,756.676,738.940,726.453,730.586,716.453,723.922,713.404,722.360
792,778.000,756.710,737.600,724.497,731.673,717.398,725.141,714.867,723.547
793,778.236,756.449,737.058,723.909,731.844,718.130,726.079,716.327,724.020
794,778.648,755.678,737.241,725.096,731.458,717.641,726.154,717.682,723.936
795,778.209,754.714,737.675,726.545,731.324,716.730,726.325,717.518,724.151
796,777.309,753.916,738.948,727.827,730.789,717.104,726.305,715.830,724.326
797,776.601,753.419,741.115,728.608,730.260,717.628,725.410,714.259,723.139
798,776.508,753.539,743.485,728.009,730.393,717.628,724.049,713.296,722.056
799,777.608,753.186,745.014,726.177,731.151,718.099,722.807,713.768,721.493
800,779.326,751.648,746.218,724.985,731.633,719.018,721.820,715.704,722.183
801,781.087,750.066,747.738,724.592,732.167,719.055,721.314,717.383,723.704
802,781.376,749.160,748.931,724.660,731.704,718.815,721.557,717.593,723.330
803,780.164,749.514,749.051,725.655,730.425,719.226,722.533,715.932,722.278
804,778.965,750.290,748.671,726.147,730.868,719.671,723.738,714.991,722.515
805,778.516,750.499,749.405,726.133,731.825,720.100,724.877,716.414,723.308
806,777.957,750.395,750.833,726.217,731.561,720.645,724.975,717.312,723.167
807,777.784,750.677,751.588,726.541,730.360,720.632,723.924,716.892,721.638
808,778.363,750.836,751.803,726.928,728.879,719.782,722.537,715.469,719.622
809,778.359,749.936,751.365,727.712,728.364,719.447,721.891,714.728,719.127
810,776.988,748.537,751.230,729.176,729.408,720.022,721.057,716.154,720.533
811,775.273,747.621,751.508,730.268,730.860,721.036,720.385,716.355,722.763
812,774.248,747.377,752.099,730.675,730.629,721.472,720.183,715.904,723.722
813,774.426,747.164,753.026,729.549,729.839,720.764,719.376,716.056,724.197
814,775.143,747.569,753.290,728.033,729.815,719.927,718.421,716.753,724.706
815,775.533,748.928,752.600,727.687,730.376,719.815,718.093,719.114,724.461
816,775.319,750.415,752.282,727.289,730.480,720.114,718.407,721.219,724.485
817,774.867,750.980,752.396,726.851,729.485,720.691,720.064,721.478,725.080
818,774.417,751.276,751.806,726.719,728.866,721.770,721.495,721.136,724.893
819,773.214,751.433,750.403,726.396,729.657,723.342,721.516,719.911,724.938
820,772.282,750.342,749.344,726.473,731.349,724.545,721.492,717.781,724.843
821,773.081,749.103,749.162,725.819,731.867,724.583,721.587,716.043,723.674
822,774.521,748.719,749.749,724.275,730.798,724.180,721.551,716.448,723.905
823,775.520,749.164,750.965,723.891,730.437,724.054,721.061,716.991,725.421
824,775.488,750.319,752.707,724.467,730.479,724.177,719.802,717.330,726.535
825,774.762,752.274,754.767,724.235,731.012,724.196,719.029,718.074,726.495
826,774.776,753.941,756.953,723.760,732.255,724.790,719.460,717.028,725.646
827,775.264,754.937,759.744,724.059,733.204,726.173,719.445,714.821,725.157
828,776.410,756.317,762.176,725.000,732.932,726.315,719.492,715.068,725.014
829,777.973,758.441,763.758,725.903,731.879,727.058,720.456,717.265,725.123
830,778.984,760.525,764.629,725.919,731.818,728.728,720.964,717.639,726.507
831,779.208,762.273,764.425,725.503,731.327,728.901,721.454,716.994,727.435
832,779.048,763.230,764.168,725.197,730.241,727.442,722.328,718.117,726.107
833,777.503,763.463,764.581,724.873,729.012,725.664,721.265,719.815,725.179
834,776.891,763.683,765.415,724.345,728.188,725.896,720.265,720.923,725.759
835,779.149,764.869,766.164,723.441,728.549,727.112,720.783,721.401,725.962
836,781.085,766.424,766.079,723.220,729.883,727.086,720.157,720.407,725.942
837,781.534,766.246,766.050,724.044,730.440,725.425,719.288,720.179,725.416
838,781.260,764.645,766.589,724.049,729.876,723.831,719.758,721.315,724.594
839,781.198,763.741,766.882,723.263,729.489,723.719,720.613,721.552,724.020
840,781.420,763.701,766.445,722.715,730.152,724.207,720.891,720.343,724.652
841,781.419,763.589,765.717,721.913,731.684,724.041,720.070,718.765,725.396
842,781.538,763.050,764.689,721.484,732.899,723.556,718.945,717.608,725.751
843,780.496,762.994,762.859,722.053,733.295,722.169,718.650,717.151,725.660
844,777.908,762.990,760.951,722.455,732.604,720.807,718.880,718.849,725.282
845,776.710,762.692,759.960,722.672,730.952,720.487,719.348,721.083,725.423
846,777.475,762.875,759.848,723.671,729.870,720.292,719.889,721.003,726.901
847,777.423,763.741,759.968,724.372,730.228,721.237,719.974,720.577,727.744
848,776.786,764.626,759.657,724.340,730.291,722.993,719.635,720.790,726.135
849,776.269,765.511,759.548,724.344,729.109,723.671,719.309,720.426,724.903
850,776.297,765.864,759.756,723.829,728.296,723.431,719.441,720.454,725.747
851,777.924,765.932,759.840,723.092,728.671,722.689,719.642,721.235,727.129
852,779.073,766.503,759.328,722.967,728.584,720.988,719.168,721.883,727.336
853,779.534,766.866,759.026,723.043,727.886,719.968,718.773,722.370,725.702
854,781.347,766.655,758.240,722.675,727.580,719.802,718.563,720.858,724.129
855,783.003,766.425,756.885,721.893,727.440,719.726,718.452,719.275,724.581
856,783.647,765.626,755.937,721.229,727.342,720.191,718.587,719.738,725.871
857,784.785,764.517,754.947,720.813,727.874,720.490,719.493,720.531,726.215
858,785.546,763.992,753.179,720.293,728.805,719.830,719.503,720.188,724.797
859,785.644,762.945,751.594,719.664,729.234,718.760,718.031,719.867,723.308
860,785.881,760.425,751.601,719.039,729.201,717.861,717.172,720.768,723.738
861,785.071,758.105,752.872,718.737,729.662,716.844,718.038,721.349,724.877
862,783.525,756.531,754.296,718.952,730.741,716.595,719.195,720.929,725.185
863,783.301,755.100,755.002,719.164,730.450,716.656,719.507,720.540,724.503
864,784.977,753.889,754.351,718.379,729.246,715.941,718.877,719.148,723.755
865,785.702,752.934,752.869,717.920,729.113,715.856,718.391,717.000,722.239
866,785.075,752.167,751.707,719.113,729.269,715.982,717.925,718.482,720.412
867,785.711,753.061,751.680,720.311,729.322,715.134,718.225,720.497,720.127
868,787.022,755.545,752.041,720.784,729.281,714.250,718.680,720.225,721.942
869,787.753,756.985,751.275,720.899,728.856,714.765,718.740,718.633,724.724
870,788.025,757.196,749.915,720.908,728.546,716.040,718.085,717.219,726.243
871,788.173,757.206,749.638,722.215,728.348,716.525,716.686,716.821,725.970
872,789.213,757.131,750.434,723.029,727.814,715.842,715.772,717.707,724.606
873,790.709,756.998,751.181,722.577,727.615,714.866,715.869,718.636,724.163
874,792.154,757.307,751.198,722.993,728.091,715.044,715.776,718.593,724.843
875,793.091,757.243,750.380,724.620,728.609,716.125,716.279,717.664,724.390
876,793.143,756.095,749.178,725.740,729.506,717.007,717.444,716.596,722.978
877,792.491,754.561,748.378,725.579,729.889,716.857,717.656,716.830,722.427
878,792.353,753.743,748.109,725.592,729.640,715.990,716.321,718.265,723.481
879,792.868,752.872,748.696,726.583,729.742,715.384,714.887,718.849,723.755
880,792.466,751.606,749.819,727.800,730.865,715.123,714.609,717.864,721.851
881,791.891,750.345,751.362,728.499,731.340,714.569,714.978,716.877,721.133
882,792.086,749.555,753.224,729.457,730.506,714.915,715.531,715.589,721.765
883,791.745,748.874,754.359,729.600,730.164,716.410,717.167,714.265,722.622
884,790.018,747.673,754.573,728.360,729.849,716.730,718.540,713.318,723.384
885,788.797,746.912,754.711,726.043,730.061,716.095,718.557,713.349,723.901
886,788.710,747.314,754.883,724.753,731.684,715.881,717.534,713.324,723.451
887,788.247,747.810,754.599,725.028,732.580,716.313,716.156,713.343,721.662
888,787.960,748.449,754.221,725.427,732.101,717.132,715.596,714.065,719.964
889,788.911,749.222,754.565,725.859,731.657,717.492,715.723,715.006,720.437
890,789.955,749.810,755.295,726.088,731.813,717.454,715.135,715.975,722.227
891,789.680,750.167,755.604,726.309,731.887,717.119,715.235,716.682,723.101
892,789.126,750.361,755.212,727.711,731.253,716.638,717.026,715.873,723.121
893,788.583,750.697,754.340,728.931,731.387,716.760,718.837,714.784,722.901
894,788.151,751.070,753.174,729.263,732.965,716.674,718.807,715.238,721.944
895,788.055,751.219,752.822,729.044,734.052,717.171,718.544,716.083,721.304
896,787.851,751.343,753.017,728.037,733.441,718.269,718.979,715.114,721.109
897,787.580,751.883,752.421,726.572,732.594,718.812,718.697,714.194,720.467
898,787.321,753.398,751.243,726.596,732.959,718.326,718.359,715.179,720.338
899,786.568,755.643,750.059,727.107,733.746,717.411,718.551,716.198,721.149
900,786.290,757.511,749.227,727.801,733.745,717.336,718.913,716.074,722.243
901,785.927,757.856,748.983,728.821,733.016,718.645,719.555,716.219,723.416
902,784.825,758.217,749.858,729.132,732.388,720.509,720.930,717.025,724.791
903,784.425,758.845,750.951,728.992,731.926,721.765,721.560,716.380,725.052
904,785.311,758.752,750.900,728.997,731.947,722.488,720.582,714.679,724.531
905,785.964,758.885,749.876,729.435,732.810,722.953,719.646,714.827,723.823
906,786.275,759.739,748.837,730.064,733.137,721.691,719.760,716.009,723.543
907,786.706,760.277,748.327,729.101,731.929,720.093,720.030,716.549,723.583
908,787.065,760.359,748.533,727.541,730.198,719.885,720.138,716.028,722.998
909,787.479,760.121,748.876,727.248,729.084,720.063,721.001,714.772,722.833
910,787.805,759.879,749.484,727.641,728.563,719.340,721.149,714.105,722.924
911,788.156,759.888,750.367,728.267,728.477,718.337,720.505,715.580,722.362
912,788.874,760.012,750.220,727.941,728.114,719.195,720.951,717.982,722.332
913,788.463,761.052,749.124,727.003,726.613,721.174,721.999,717.580,723.336
914,786.498,762.397,749.061,726.685,725.809,722.207,722.781,715.256,723.535
915,784.738,762.718,750.446,726.948,727.049,722.719,723.156,715.133,723.523
916,783.869,761.583,751.736,726.984,728.922,722.410,723.413,717.377,724.421
917,782.711,760.380,751.707,726.872,729.890,722.003,722.995,720.154,724.954
918,781.263,760.422,751.474,727.424,729.969,722.907,722.654,721.478,725.032
919,781.307,761.037,751.914,727.843,729.921,724.228,723.415,721.728,725.374
920,782.647,761.575,753.057,727.503,730.766,724.912,724.112,719.515,725.163
921,783.336,761.352,754.995,727.277,731.407,725.472,723.264,716.472,723.887
922,782.930,760.530,756.456,726.685,730.911,726.228,722.460,715.648,722.119
923,782.448,760.720,756.445,725.795,730.018,726.162,722.500,716.373,722.316
924,781.448,761.934,755.592,725.212,729.947,725.540,722.320,718.401,724.147
925,780.380,763.054,755.118,724.491,731.260,725.528,721.732,719.957,725.133
926,780.666,764.092,755.850,723.517,732.939,726.350,721.863,720.207,724.477
927,782.144,765.474,757.013,723.363,734.359,727.091,722.822,718.735,724.294
928,784.014,766.924,757.432,723.316,734.643,727.099,724.104,716.009,724.815
929,785.329,768.210,756.827,722.459,734.050,726.388,724.738,714.719,724.686
930,785.324,769.308,756.059,722.171,732.997,725.754,723.949,715.364,723.825
931,784.491,770.295,755.699,721.855,732.243,725.756,722.564,717.836,723.070
932,783.438,771.759,756.241,720.987,732.188,725.542,721.335,719.250,723.322
933,782.135,772.986,757.280,720.637,731.968,724.953,720.249,718.312,723.948
934,781.070,773.261,757.822,721.117,731.323,724.702,720.131,716.972,723.863
935,779.848,773.276,757.628,720.860,731.126,724.620,721.236,716.025,723.978
936,778.692,773.658,757.078,720.359,731.294,724.206,721.576,715.870,724.384
937,779.096,773.546,756.731,719.936,731.175,723.985,721.025,716.722,724.147
938,780.249,772.925,756.726,719.257,731.301,724.110,720.776,718.022,724.099
939,781.589,772.122,755.992,718.816,731.233,724.091,720.984,717.522,723.889
940,782.956,771.187,754.554,718.452,730.829,723.342,721.072,716.247,723.175
941,783.425,770.918,753.744,717.489,730.562,723.095,719.787,717.213,722.930
942,782.678,771.367,754.077,716.117,730.933,724.139,718.083,718.633,723.682
943,781.768,770.495,754.746,716.697,731.693,724.055,717.378,718.849,724.302
944,781.877,768.114,754.878,718.643,732.249,723.215,717.701,717.818,724.990
945,782.300,766.445,755.087,718.129,732.649,723.151,717.746,716.593,726.354
946,782.527,766.103,755.325,716.307,732.926,723.054,717.418,717.025,726.843
947,783.231,765.706,755.139,716.123,733.247,722.476,717.592,717.580,726.068
948,784.142,764.389,754.406,717.388,733.465,721.875,718.021,717.546,724.722
949,784.504,763.491,753.648,718.876,733.297,721.660,717.582,717.275,723.716
950,784.376,763.350,753.421,720.203,732.960,722.473,716.373,717.839,723.437
951,783.719,763.051,753.376,720.745,732.553,722.822,716.355,717.787,723.698
952,783.474,762.298,752.053,721.821,731.893,722.276,717.469,716.889,724.318
953,784.881,761.370,749.894,723.597,730.359,721.868,717.840,715.049,724.278
954,787.656,760.869,748.393,724.132,729.427,721.387,717.365,713.886,723.746
955,789.514,760.815,748.629,723.675,729.772,720.556,716.622,714.556,723.477
956,790.165,760.354,750.754,722.700,730.255,720.787,716.011,717.052,723.755
957,790.144,759.238,753.551,722.593,730.914,721.694,716.174,719.589,724.121
958,789.734,758.406,755.262,723.592,731.302,721.771,718.078,719.306,724.020
959,789.407,758.998,755.600,724.011,731.401,721.078,719.826,717.596,723.527
960,788.887,759.089,755.194,723.684,732.267,720.359,719.791,717.281,723.612
961,788.515,758.513,754.985,723.784,733.702,719.573,718.775,718.083,724.086
962,789.102,758.656,755.281,725.084,734.127,718.824,718.255,718.728,723.936
963,789.727,759.445,754.892,726.071,733.467,719.339,718.572,718.883,723.889
964,789.041,760.456,753.421,724.993,732.724,720.372,717.818,717.944,723.525
965,789.013,761.505,752.218,723.720,732.823,721.075,716.255,716.389,723.944
966,789.698,762.150,751.751,723.837,732.788,721.808,715.918,716.765,726.002
967,789.160,761.752,750.991,724.439,731.824,721.901,716.915,718.744,727.358
968,788.077,761.288,750.494,724.101,731.610,721.433,716.720,719.506,727.254
969,787.554,761.397,751.527,723.849,732.643,721.711,716.581,720.336,727.062
970,787.518,760.679,753.212,724.560,733.883,722.421,716.921,720.543,726.427
971,786.781,759.903,754.654,724.411,735.291,722.141,715.780,720.210,724.765
972,786.027,760.290,755.981,723.873,736.161,721.133,714.601,719.710,723.398
973,786.135,761.109,756.935,723.275,736.160,720.265,714.369,718.540,723.604
974,787.376,761.522,756.930,722.445,735.719,720.569,713.852,718.407,723.909
975,788.575,761.635,756.312,722.195,735.734,721.850,713.716,719.293,723.241
976,788.501,761.838,756.787,722.469,736.271,722.195,713.992,718.830,722.859
977,788.289,761.878,757.674,722.824,737.098,721.472,713.705,717.423,723.700
978,789.165,761.696,758.245,723.541,737.628,721.060,713.959,716.346,724.984
979,790.079,761.287,759.405,724.257,738.163,720.646,715.305,716.343,724.879
980,790.805,761.041,760.263,724.841,739.008,720.055,716.978,717.611,723.266
981,791.399,760.633,759.758,725.899,739.662,720.096,717.105,717.914,722.020
982,790.942,760.193,759.006,726.825,739.257,720.455,716.417,717.630,722.509
983,790.066,759.896,758.734,727.052,737.665,721.173,716.281,717.926,723.308
984,789.435,759.917,758.751,727.019,736.273,722.300,715.900,719.025,723.010
985,788.163,760.050,758.984,726.757,735.798,722.462,716.344,719.787,723.193
986,785.827,760.081,759.112,726.495,736.320,721.722,717.725,719.148,723.515
987,783.275,760.282,758.772,726.464,737.282,720.944,718.347,717.259,723.412
988,781.007,761.286,757.837,726.656,737.266,720.883,717.951,715.698,724.443
989,779.876,762.781,756.867,727.101,736.904,720.925,716.840,717.383,725.314
990,779.109,763.794,756.713,727.213,736.869,721.425,715.963,719.241,724.467
991,778.585,763.346,756.896,726.393,736.046,721.974,716.896,718.235,724.497
992,779.142,762.764,756.573,725.661,734.661,722.034,717.346,717.145,725.873
993,779.591,763.205,755.696,725.061,732.852,721.919,717.149,717.275,725.664
994,779.034,763.373,754.449,724.709,731.576,721.192,717.149,717.191,723.567
995,778.842,762.397,752.888,724.345,731.495,720.405,716.530,716.417,722.499
996,780.046,762.285,751.319,723.799,731.275,719.664,716.134,715.401,722.356
997,780.882,763.205,749.780,722.795,730.634,719.797,716.948,716.074,722.449
998,780.719,763.687,748.764,721.909,729.884,720.591,718.085,716.966,722.185
999,780.670,764.132,748.660,721.380,728.612,721.350,718.019,716.411,722.250
1000,781.191,765.065,748.936,721.569,727.599,721.934,717.393,715.204,723.135
1001,782.696,765.966,749.206,721.575,727.607,722.320,717.514,714.389,724.099
1002,784.404,765.997,749.964,721.392,728.611,723.045,717.650,715.756,724.616
1003,785.043,765.512,750.491,721.265,728.876,723.177,717.109,718.380,724.738
1004,785.240,765.036,750.035,720.728,728.279,722.306,716.568,718.827,725.209
1005,785.254,765.388,749.464,720.721,728.472,721.701,716.501,717.272,725.871
1006,784.906,765.892,749.851,720.568,729.812,721.855,715.600,715.716,725.885
1007,785.490,765.355,750.434,719.464,730.530,721.689,714.720,715.540,724.980
1008,786.721,764.365,750.605,718.904,730.507,721.462,715.526,716.670,724.489
1009,786.782,763.565,750.621,718.628,730.322,720.915,717.652,717.086,724.501
1010,785.608,762.368,751.425,718.657,730.056,719.800,718.880,715.895,723.598
1011,783.982,760.630,752.624,718.643,729.471,717.715,718.049,714.469,722.457
1012,783.815,758.612,753.298,718.677,729.172,716.554,717.462,714.444,722.654
1013,784.102,757.508,753.336,718.575,729.104,718.181,717.210,715.235,724.193
1014,783.585,758.145,753.697,717.807,729.061,719.754,716.867,714.648,725.380
1015,783.089,759.759,754.709,716.971,729.606,719.782,716.892,714.802,724.839
1016,783.046,760.913,754.936,716.164,730.287,720.488,717.165,716.673,724.489
1017,783.085,761.632,754.059,715.481,730.322,721.892,717.646,717.867,724.262
1018,782.520,762.658,753.801,716.128,730.157,721.291,717.839,718.839,723.932
1019,781.378,763.827,754.457,717.544,729.982,720.063,717.917,719.815,723.266
1020,780.198,764.071,754.414,718.860,729.581,719.896,718.383,718.534,723.247
1021,779.973,763.647,753.940,719.993,728.951,720.106,718.623,716.139,724.074
1022,780.046,763.484,753.756,720.376,728.360,719.501,718.337,714.645,723.529
1023,779.966,762.951,754.523,720.269,728.138,718.547,718.652,713.636,723.262
1024,780.212,761.401,755.635,720.289,727.964,719.096,719.041,714.454,723.290
1025,781.658,759.899,756.086,720.024,727.503,719.798,719.122,716.901,722.654
1026,783.427,759.428,756.034,719.607,727.623,719.110,719.093,717.750,723.183
1027,783.481,759.525,755.708,719.263,727.064,719.257,718.971,716.676,724.044
1028,782.478,759.875,754.709,719.005,725.453,720.564,718.671,715.247,724.378
1029,782.175,760.143,753.626,719.120,724.603,721.737,718.947,714.580,724.994
1030,782.312,760.208,754.099,719.500,725.248,722.110,719.507,715.247,725.479
1031,782.093,759.713,756.224,720.348,726.057,719.946,719.852,717.426,724.797
1032,781.681,758.612,758.681,721.257,725.933,717.639,718.941,718.052,724.590
1033,781.252,758.150,760.148,721.981,725.313,717.594,716.982,717.373,724.628
1034,781.267,758.751,760.789,721.909,725.113,718.492,716.164,717.284,724.429
1035,781.700,759.230,761.196,720.936,725.606,719.077,716.400,717.207,724.519
1036,781.637,759.499,761.218,720.419,726.434,718.796,717.126,717.139,724.481
1037,782.087,760.526,761.827,720.347,726.772,718.178,717.850,718.839,724.253
1038,783.211,761.469,762.461,720.428,726.209,717.793,718.273,719.827,724.161
1039,784.648,761.700,762.422,719.720,725.317,718.121,718.807,717.667,723.559
1040,785.585,761.314,762.221,719.649,725.283,719.366,718.734,715.540,722.648
1041,785.479,760.715,762.284,720.316,726.222,720.996,718.665,716.296,722.358
1042,785.101,760.490,762.367,720.640,727.372,721.324,718.900,718.306,722.654
1043,785.349,761.057,762.292,720.516,727.830,720.331,717.638,717.120,723.002
1044,786.931,760.948,762.209,720.680,727.496,719.390,717.109,714.790,721.763
1045,788.653,759.748,762.272,721.547,726.880,719.355,718.366,715.315,720.203
1046,788.149,758.685,763.003,722.257,726.280,719.510,718.915,715.565,721.056
1047,786.578,758.240,764.241,722.328,725.837,719.343,718.949,715.235,723.137
1048,785.942,758.508,764.815,721.859,726.118,719.347,719.150,716.747,723.877
1049,786.003,759.338,765.163,721.687,727.471,719.174,719.066,717.793,723.165
1050,785.777,759.702,766.317,722.224,729.098,719.025,719.649,717.586,722.392
1051,786.122,759.637,767.732,722.855,729.963,719.494,719.705,716.420,722.298
1052,786.970,759.393,769.094,723.513,729.502,719.161,719.444,714.911,722.433
1053,786.730,759.057,770.918,724.043,728.638,717.034,719.079,715.661,722.083
1054,785.768,759.000,772.503,724.629,728.292,715.464,718.939,718.219,721.356
1055,785.254,758.773,773.314,725.723,728.236,715.294,718.811,718.296,720.750
1056,785.643,757.961,773.635,726.813,728.435,715.904,718.139,716.210,720.835
1057,785.835,756.817,773.646,727.128,728.519,716.167,717.555,715.664,720.881
1058,785.029,755.842,773.788,726.964,728.279,716.184,717.762,716.093,720.944
1059,784.099,755.406,773.870,726.965,727.829,716.883,718.617,717.256,721.099
1060,783.491,755.530,773.666,727.405,727.007,717.657,719.347,719.080,721.668
1061,782.370,754.994,773.286,728.316,726.292,717.380,718.982,718.333,722.924
1062,780.734,754.587,772.744,728.560,726.114,717.041,717.850,714.790,723.873
1063,779.868,755.377,772.431,728.141,726.226,717.669,717.862,712.494,723.811
1064,779.674,756.517,771.822,727.176,725.851,718.084,718.776,713.596,723.296
1065,779.500,756.890,770.314,727.137,724.690,717.343,718.883,715.941,722.763
1066,779.259,757.237,768.487,728.352,723.577,716.420,718.232,715.392,722.396
1067,778.411,757.837,766.521,728.945,723.130,716.332,717.021,712.460,721.942
1068,776.954,758.417,765.145,728.056,723.412,716.359,717.098,711.444,721.932
1069,775.954,758.790,765.014,727.476,723.568,716.454,718.581,713.099,723.099
1070,775.668,758.797,765.467,727.657,723.171,717.510,718.576,716.071,724.873
1071,776.349,757.443,765.573,727.811,723.139,718.346,717.479,718.145,725.537
1072,777.090,755.645,765.716,728.065,723.877,718.797,716.932,718.608,724.773
1073,777.470,755.707,765.818,728.749,725.155,718.752,716.719,717.765,722.998
1074,778.362,757.068,765.570,729.801,725.637,717.999,716.788,716.435,721.062
1075,779.143,758.148,764.934,730.784,724.625,717.449,716.724,715.299,720.914
1076,778.546,759.044,763.553,731.415,723.791,717.782,716.735,716.037,722.445
1077,777.407,759.834,762.335,732.001,723.333,718.719,716.388,716.935,724.577
1078,777.908,760.753,761.759,732.727,722.814,718.623,716.029,716.562,726.416
1079,779.397,761.850,760.895,733.544,722.679,717.483,716.332,715.117,727.322
1080,780.167,762.683,759.307,734.443,724.207,716.848,716.870,714.926,727.239
1081,780.288,762.849,757.599,735.320,726.243,717.462,717.551,717.228,726.423
1082,780.138,762.548,756.157,735.412,726.900,717.737,718.271,718.414,725.316
1083,780.441,762.772,755.317,733.923,727.109,717.204,718.131,717.361,724.811
1084,780.497,763.672,755.344,732.148,727.305,716.391,717.889,717.491,725.107
1085,780.001,764.088,756.056,732.301,727.781,715.023,718.184,719.056,724.459
