 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9
73,803.300,799.553,784.838,754.710,749.278,749.342,724.110,743.477,686.388
74,803.747,798.849,784.756,754.801,748.682,749.532,724.033,743.244,686.479
75,804.333,798.018,784.189,754.489,747.931,749.529,724.432,743.195,686.583
76,805.232,797.014,783.339,753.839,747.305,749.641,725.090,743.117,686.453
77,806.303,795.820,782.445,753.463,747.439,750.151,725.521,743.264,686.221
78,807.320,794.372,781.674,753.569,748.594,750.972,725.646,743.779,686.095
79,808.111,792.949,781.048,753.687,750.074,751.609,725.892,744.111,686.124
80,808.277,791.950,780.671,753.432,750.743,751.890,726.153,743.826,686.331
81,807.779,791.170,780.670,753.074,750.144,752.137,725.805,743.387,686.677
82,807.086,790.340,781.188,752.789,748.832,752.546,724.595,743.631,687.019
83,806.544,789.867,782.146,752.672,747.679,753.068,723.499,744.850,687.370
84,806.212,790.107,783.099,752.898,747.197,753.542,723.269,746.010,687.633
85,805.941,790.891,783.809,753.675,747.456,753.978,723.597,746.104,687.469
86,805.874,791.955,784.544,754.874,748.171,754.353,723.640,745.322,686.894
87,806.163,792.983,785.926,756.109,749.111,754.281,723.187,744.467,686.336
88,806.842,793.707,787.916,757.009,749.889,753.854,722.668,744.260,686.168
89,807.534,793.965,789.582,757.291,750.268,753.595,722.562,744.729,686.122
90,808.021,793.816,790.256,756.829,750.404,753.983,722.969,745.195,685.980
91,808.129,793.193,790.295,755.968,750.321,754.634,723.365,745.076,686.037
92,808.122,791.966,790.273,755.203,750.013,754.755,723.226,744.545,686.507
93,808.467,790.197,790.467,754.768,749.598,754.025,722.770,744.430,686.748
94,809.342,788.494,791.159,754.481,749.065,752.948,722.589,745.238,686.597
95,810.228,787.244,792.173,753.959,748.444,752.253,722.629,746.430,686.497
96,810.673,786.604,793.038,753.276,747.903,752.204,722.878,747.121,686.673
97,810.667,786.519,793.820,752.504,747.774,752.513,723.385,747.092,687.046
98,810.403,786.909,794.682,751.819,748.048,753.052,723.902,746.760,687.402
99,810.026,787.386,795.584,751.651,748.456,753.852,724.096,746.658,687.538
100,809.735,787.703,796.210,752.164,748.729,754.495,723.644,747.033,687.325
101,809.748,787.909,796.401,752.810,748.679,754.821,722.609,747.648,687.032
102,809.955,788.204,796.289,753.278,748.288,755.019,721.511,747.906,686.970
103,810.303,788.561,795.790,753.495,747.766,755.325,721.114,747.273,687.222
104,810.796,789.028,794.911,753.381,747.643,755.710,721.409,746.205,687.548
105,811.479,789.682,793.980,753.170,747.822,756.002,721.754,745.646,687.647
106,811.821,790.337,793.495,753.284,748.220,756.353,721.992,745.896,687.347
107,811.171,790.454,793.500,754.090,748.771,756.837,721.980,746.285,686.826
108,809.640,790.011,793.627,755.252,749.268,757.333,721.927,746.287,686.502
109,807.809,789.884,793.573,756.070,749.624,757.695,722.381,745.592,686.518
110,806.075,790.765,793.175,756.329,749.992,757.882,723.548,744.609,686.538
111,804.627,792.252,792.542,756.105,750.307,757.732,724.723,744.236,686.400
112,803.789,793.472,791.948,755.844,750.250,756.997,725.271,745.088,686.367
113,803.904,793.796,791.725,755.721,749.643,755.991,725.257,746.799,686.578
114,804.953,793.197,791.765,755.774,749.150,755.435,725.100,748.336,686.833
115,806.329,791.911,791.738,755.602,749.173,755.400,724.898,748.602,687.024
116,807.171,790.252,791.379,754.903,749.603,755.336,724.623,747.598,687.243
117,807.398,788.651,790.837,753.833,750.189,755.061,724.193,746.033,687.582
118,807.541,787.793,790.162,752.889,750.633,754.827,723.583,744.912,687.930
119,807.810,787.895,789.396,752.627,750.706,754.717,722.831,744.662,688.283
120,807.976,788.477,788.612,753.502,750.990,754.473,722.077,745.383,688.328
121,807.746,789.059,787.757,755.134,751.819,754.091,721.269,746.682,687.931
122,807.283,789.748,786.559,756.225,752.704,753.763,720.430,747.896,687.330
123,807.093,790.842,784.878,756.105,753.388,753.653,719.768,748.271,686.983
124,807.195,791.911,782.932,755.311,753.932,753.405,719.631,747.488,686.859
125,807.238,792.474,781.267,754.575,754.546,752.867,720.136,745.916,686.691
126,807.203,792.422,780.279,753.997,755.113,752.375,720.967,744.240,686.347
127,807.392,792.176,779.921,753.725,755.194,752.075,721.723,743.354,686.063
128,807.907,792.503,779.921,754.164,754.745,751.816,721.917,743.285,685.840
129,808.417,793.714,779.882,755.159,754.407,751.421,721.499,743.830,685.354
130,808.649,795.628,779.686,756.287,754.680,751.319,721.079,745.115,684.879
131,808.639,797.228,779.446,757.111,754.994,751.694,721.031,746.619,685.068
132,808.233,797.933,779.227,757.355,754.422,752.232,721.587,747.289,685.806
133,807.225,797.887,778.902,757.112,753.079,752.388,722.373,746.955,686.349
134,806.007,797.500,778.620,757.135,752.292,751.691,723.035,746.533,686.512
135,804.914,797.163,778.672,758.002,752.620,750.085,723.509,746.963,686.621
136,803.944,796.974,779.173,759.193,753.255,748.140,724.102,747.846,686.737
137,803.048,796.785,779.790,759.712,753.444,746.950,724.377,748.525,686.901
138,802.446,796.324,780.374,759.038,753.478,746.641,723.770,748.953,686.941
139,802.141,795.615,781.053,757.662,753.819,746.565,722.747,749.584,686.748
140,801.810,794.958,781.922,756.634,754.363,746.110,721.990,750.465,686.498
141,801.147,795.027,783.095,756.605,754.727,745.366,721.556,751.182,686.311
142,800.431,796.025,784.486,757.351,754.846,744.466,721.552,751.373,686.075
143,799.865,797.394,785.857,758.103,754.843,743.240,721.868,751.287,685.800
144,799.481,798.428,786.922,758.388,754.682,741.669,722.218,751.238,685.850
145,799.289,799.198,787.592,758.305,754.531,740.474,722.554,751.104,686.250
146,799.234,800.226,787.786,758.015,754.672,740.162,723.022,750.541,686.559
147,799.016,801.614,787.516,757.531,755.010,740.273,723.281,749.473,686.402
148,798.375,802.671,787.179,756.835,755.218,740.209,722.953,748.346,686.243
149,797.348,802.764,787.145,756.130,755.386,739.485,722.255,747.502,686.287
150,796.143,801.922,787.378,755.781,755.708,738.188,721.752,747.047,686.169
151,795.083,800.800,787.672,755.712,755.785,736.940,721.497,747.400,686.006
152,794.393,799.990,788.129,755.863,755.496,736.162,721.454,748.318,686.215
153,794.047,799.450,789.158,756.114,755.137,735.586,721.481,749.215,686.567
154,793.751,798.713,790.740,756.187,754.877,734.911,721.611,749.557,686.373
155,793.382,797.296,792.318,755.941,754.357,734.708,721.694,749.584,685.719
156,793.161,795.388,793.547,755.281,753.801,735.601,721.912,749.475,685.046
157,793.368,793.927,794.512,754.551,753.864,737.427,722.342,749.146,684.810
158,794.039,793.440,795.239,753.866,754.554,739.418,722.401,748.652,684.993
159,795.085,793.667,795.775,753.619,755.092,740.956,722.061,748.135,685.480
160,796.220,793.791,796.109,753.962,754.845,741.774,722.389,747.977,686.186
161,797.069,793.495,796.298,754.443,754.027,741.890,723.709,748.051,687.010
162,797.760,792.930,796.663,754.344,752.934,741.666,724.813,747.643,687.389
163,798.515,792.306,797.469,753.678,751.478,741.816,724.941,746.951,687.084
164,799.149,791.964,798.229,752.995,750.087,742.648,724.509,746.613,686.487
165,799.591,791.896,798.252,752.502,749.362,743.438,724.138,746.896,686.144
166,799.795,791.873,797.681,751.973,749.365,743.573,723.725,747.262,686.212
167,799.937,791.799,797.099,751.376,749.716,743.185,723.175,747.152,686.368
168,800.343,791.943,796.752,751.214,749.772,742.476,722.491,747.066,686.205
169,801.227,792.502,796.582,751.640,749.052,741.347,721.794,747.662,685.672
170,802.263,793.272,796.420,752.229,747.853,740.207,721.267,748.445,685.212
171,803.209,793.917,796.044,752.255,747.042,739.521,721.230,748.877,685.299
172,803.801,794.237,795.292,751.592,746.745,739.221,721.686,749.268,686.080
173,803.866,794.053,794.249,750.725,746.456,739.190,722.460,749.719,687.080
174,803.242,793.229,792.990,750.228,745.614,739.609,722.937,749.791,687.557
175,802.211,792.129,791.603,750.390,744.367,740.279,722.684,749.115,687.095
176,801.135,791.625,790.303,751.307,743.236,740.725,721.972,747.820,686.300
177,800.252,791.816,789.401,752.801,742.593,741.006,721.491,746.285,686.107
178,799.583,792.430,788.938,754.165,742.276,741.323,721.574,744.896,686.448
179,798.930,793.182,788.621,755.130,742.073,741.666,722.187,744.080,686.702
180,798.065,794.151,788.059,755.809,742.283,742.013,723.010,744.074,686.659
181,797.028,795.458,787.304,756.237,742.675,742.377,723.403,744.961,686.543
182,796.131,796.998,786.661,756.683,742.679,742.802,722.886,746.113,686.275
183,795.528,798.261,786.264,757.188,742.427,743.214,721.898,746.727,685.999
184,795.214,798.798,786.149,757.384,742.456,743.336,720.982,746.621,685.927
185,795.230,798.490,786.330,757.073,742.638,743.466,720.238,746.336,686.086
186,795.762,797.628,786.938,756.302,742.601,743.917,719.971,745.988,686.427
187,796.465,796.982,787.998,755.643,742.179,744.370,720.395,745.479,686.918
188,796.915,797.299,789.244,755.439,741.859,744.110,721.124,744.857,687.221
189,797.348,798.659,790.354,755.747,742.006,743.331,721.574,744.418,687.200
190,797.934,800.798,791.229,756.115,742.333,742.747,721.550,744.193,687.159
191,798.318,803.101,791.867,755.898,742.772,742.389,721.202,744.035,687.345
192,798.171,805.204,792.177,755.144,743.724,741.686,720.943,743.781,687.439
193,797.915,806.856,792.097,754.264,745.024,740.659,720.694,743.518,687.155
194,798.034,807.841,791.500,753.214,745.976,739.926,720.287,743.795,686.424
195,798.739,808.196,790.740,752.035,746.279,739.725,719.605,744.541,685.609
196,799.927,807.947,790.527,751.193,746.216,739.421,719.418,745.127,685.283
197,801.002,806.823,791.227,750.876,746.307,738.425,720.175,744.932,685.591
198,801.373,804.957,792.531,750.637,746.766,737.177,721.470,744.031,686.032
199,801.114,803.078,793.797,750.215,747.641,736.143,721.986,743.027,686.156
200,800.675,801.677,794.807,749.824,748.845,735.174,721.071,742.451,686.040
201,800.121,800.598,795.619,749.683,749.893,734.061,719.684,742.457,685.963
202,799.505,799.449,796.388,749.452,750.565,732.994,719.267,742.883,686.217
203,799.097,798.203,797.003,748.868,751.084,732.532,719.984,743.807,686.589
204,799.129,797.195,797.327,748.217,751.612,733.088,721.077,745.166,686.863
205,799.483,796.722,797.245,747.885,751.989,734.369,721.980,746.305,686.986
206,799.859,796.858,796.984,747.684,751.863,735.633,722.246,746.658,687.037
207,800.093,797.410,797.139,747.121,751.423,736.545,721.721,746.285,686.982
208,800.147,797.862,798.374,746.323,751.262,737.235,720.859,745.352,686.793
209,800.448,797.611,800.571,745.630,751.491,737.680,720.393,744.387,686.594
210,801.305,796.605,802.877,745.404,751.551,737.876,720.312,744.016,686.586
211,802.406,795.525,804.548,745.663,751.173,737.939,720.330,744.578,686.637
212,803.082,795.028,805.522,746.267,750.601,738.133,720.479,745.568,686.446
213,803.356,795.309,806.033,746.910,750.027,738.562,720.521,745.877,685.941
214,803.507,796.193,806.094,747.487,749.649,739.165,720.251,745.342,685.333
215,803.669,797.327,805.614,747.951,749.645,739.851,720.138,744.947,684.981
216,803.757,798.311,804.728,748.554,749.792,740.603,720.788,745.277,685.235
217,803.594,798.766,803.510,749.225,749.850,741.322,721.880,745.639,686.030
218,803.030,798.814,802.264,749.791,749.674,741.837,722.703,745.375,686.646
219,802.083,798.918,801.471,750.171,749.066,742.259,722.642,744.959,686.695
220,801.267,799.106,801.180,750.598,748.002,742.600,721.990,745.084,686.356
221,800.773,798.831,801.257,750.895,746.824,742.636,721.157,745.898,685.997
222,800.511,798.062,801.732,750.965,745.937,742.532,720.550,746.783,685.912
223,800.494,797.094,802.634,750.763,745.777,742.505,720.159,746.619,686.015
224,800.990,795.926,804.087,750.419,746.378,742.179,719.982,745.586,686.014
225,801.868,794.386,806.051,750.220,747.249,741.331,720.185,745.176,686.059
226,802.518,792.480,808.323,750.088,747.826,740.476,720.711,745.867,686.162
227,802.551,790.731,810.595,749.785,748.047,740.097,721.195,746.545,686.266
228,802.131,789.467,812.476,749.363,748.178,739.656,721.758,746.490,686.258
229,801.696,788.348,813.886,748.936,748.288,738.695,722.418,745.832,686.156
230,801.364,787.010,814.836,748.653,748.204,737.710,722.829,745.359,686.111
231,800.647,786.044,815.164,748.860,747.884,737.122,722.774,745.064,686.157
232,799.329,786.341,814.858,749.458,747.701,736.911,722.367,744.551,686.266
233,797.772,787.892,814.237,749.909,748.142,736.772,721.615,744.000,686.362
234,796.387,790.055,813.416,750.061,748.790,736.636,720.890,744.010,686.366
235,795.507,791.999,812.216,750.124,748.869,736.904,720.593,744.447,686.471
236,795.066,793.230,810.707,750.009,748.504,737.724,721.024,744.389,686.704
237,794.773,793.714,809.476,749.836,748.186,738.655,721.898,743.852,686.876
238,794.340,793.713,808.780,750.091,747.913,739.396,722.603,743.865,686.806
239,794.054,793.745,808.286,750.935,747.469,739.804,722.715,744.949,686.503
240,794.042,794.153,807.483,751.671,746.958,739.939,722.585,746.293,686.210
241,793.880,794.746,805.947,751.404,746.360,740.036,723.063,746.574,686.200
242,793.537,795.020,804.029,750.182,745.774,739.992,723.703,745.365,686.256
243,793.566,794.933,802.471,749.184,745.268,739.537,723.672,743.652,685.934
244,794.496,795.172,801.759,749.000,745.208,738.845,722.974,743.086,685.291
245,796.233,796.133,801.684,749.077,745.729,738.562,722.776,743.783,684.945
246,798.183,797.320,801.730,749.062,746.743,738.750,723.444,744.305,685.229
247,799.534,797.915,801.582,749.187,747.590,739.303,724.532,743.914,685.895
248,800.286,797.905,800.951,749.486,747.887,740.279,725.143,743.514,686.287
249,800.954,797.748,799.811,749.992,747.842,741.749,724.937,743.791,686.112
250,801.782,798.031,798.472,750.639,748.401,743.279,724.507,744.412,685.856
251,802.502,799.046,797.282,750.874,749.659,744.204,724.413,744.814,685.964
252,802.852,800.710,796.254,750.402,750.635,744.614,724.340,744.914,686.155
253,802.959,802.649,795.110,749.760,750.286,745.152,723.754,744.752,686.250
254,802.755,804.234,793.866,749.281,749.141,745.724,723.295,744.904,686.397
255,802.012,804.799,792.461,748.742,748.572,745.945,723.538,745.820,686.645
256,800.978,804.573,790.703,748.158,748.872,745.714,724.198,746.959,686.946
257,800.183,804.515,788.471,747.387,749.027,745.110,724.613,747.400,687.208
258,799.735,804.926,786.201,746.519,748.347,744.083,724.483,747.000,687.379
259,799.370,805.242,784.402,745.912,747.294,742.928,723.731,746.186,687.487
260,798.898,805.250,783.535,745.882,746.653,742.372,722.695,745.467,687.211
261,798.289,805.278,783.828,746.373,746.863,742.630,722.114,745.166,686.594
262,797.893,805.350,785.018,746.976,747.536,743.176,722.385,745.000,685.985
263,797.909,805.226,786.530,747.064,747.858,743.688,723.084,744.859,685.740
264,798.006,804.470,788.048,746.734,747.168,744.039,723.788,744.729,685.786
265,797.963,802.955,789.567,746.290,746.111,744.389,724.102,744.564,685.819
266,797.768,801.194,790.848,746.140,745.759,744.815,724.179,744.471,685.747
267,797.483,799.810,791.579,746.282,746.110,745.516,724.275,744.486,685.792
268,797.133,798.733,791.690,746.467,746.333,746.570,724.369,744.516,686.170
269,797.002,797.329,791.521,746.628,746.372,747.532,724.208,744.318,686.595
270,797.060,795.551,791.497,747.202,746.472,747.728,723.768,744.029,686.779
271,796.957,793.948,791.563,748.083,746.706,747.297,723.511,744.018,686.936
272,796.372,792.945,791.408,748.771,747.036,746.906,723.916,744.572,687.262
273,795.500,792.416,791.149,748.865,747.729,746.911,724.953,745.379,687.339
274,794.834,792.171,791.095,748.498,748.481,746.873,725.978,745.666,686.882
275,794.640,792.344,791.221,748.499,749.058,746.758,726.401,744.795,686.001
276,794.871,793.044,791.081,749.211,749.717,746.987,726.222,743.328,685.280
277,795.471,794.342,790.492,750.215,750.339,747.556,725.723,742.229,685.346
278,796.344,796.023,789.855,750.693,750.460,748.196,725.086,742.074,686.013
279,797.237,797.603,789.833,750.435,750.086,748.336,724.348,742.604,686.544
280,798.045,798.866,790.388,750.118,749.283,747.846,723.809,743.090,686.752
281,798.588,799.770,790.925,750.307,747.931,746.882,723.841,743.469,686.945
282,798.875,800.348,790.777,750.545,746.494,745.801,724.305,744.170,687.255
283,799.102,800.538,789.881,750.287,745.627,744.920,724.607,745.234,687.451
284,799.640,800.488,788.628,749.706,745.510,744.187,724.837,746.113,687.574
285,800.431,800.291,787.401,749.331,745.721,743.675,725.246,746.646,687.644
286,800.908,799.972,786.359,749.029,746.168,743.444,725.297,746.975,687.495
287,800.948,799.456,785.477,748.493,747.037,743.694,724.788,747.035,687.054
288,800.833,798.802,784.510,747.554,748.031,743.967,724.181,746.850,686.650
289,800.889,797.953,783.287,746.584,748.108,743.673,723.884,746.555,686.457
290,801.210,796.988,782.060,746.191,747.108,742.871,724.147,746.295,686.380
291,801.541,796.448,780.987,746.331,745.968,742.033,724.701,746.451,686.233
292,801.678,796.731,779.693,746.554,745.515,741.609,725.033,747.111,686.180
293,801.566,797.328,777.990,746.510,745.722,741.380,724.776,747.307,686.515
294,801.549,797.566,776.243,746.202,746.076,740.896,724.071,746.330,687.054
295,801.956,797.513,774.937,746.085,746.089,740.353,723.517,745.107,687.283
296,802.692,797.535,774.075,746.310,745.775,740.465,723.487,744.955,687.128
297,803.427,797.483,773.518,746.674,745.344,741.228,723.835,745.959,687.013
298,804.145,797.114,773.014,747.235,745.296,741.790,724.393,747.012,687.296
299,804.884,796.674,772.636,747.945,745.722,741.664,725.051,747.283,687.642
300,805.291,796.602,772.563,748.197,746.186,741.063,725.621,747.018,687.512
301,805.084,796.655,772.985,747.666,746.273,740.697,726.069,746.867,687.054
302,804.545,796.392,773.818,746.757,746.283,740.995,726.540,747.277,686.844
303,804.254,795.853,774.551,746.114,746.700,742.013,726.582,747.881,686.945
304,804.715,795.282,774.827,745.956,747.378,743.359,725.978,747.740,686.929
305,805.568,794.855,774.710,746.065,747.661,744.852,725.458,746.746,686.648
306,806.134,794.820,774.438,746.334,747.250,746.031,725.717,745.557,686.356
307,806.133,795.337,774.214,746.819,746.467,746.377,726.336,744.793,686.248
308,805.658,796.209,774.149,747.646,745.669,745.995,726.556,744.674,686.046
309,804.974,796.922,774.580,748.439,745.005,745.852,726.377,745.129,685.542
310,804.121,796.901,775.573,748.932,744.478,746.906,726.167,745.932,684.847
311,802.892,795.961,776.984,749.097,744.111,748.823,726.202,746.430,684.608
312,801.263,794.503,778.295,748.795,743.926,750.356,726.621,746.176,685.065
313,799.658,792.905,779.316,748.096,744.087,750.688,727.246,745.754,685.706
314,798.405,791.422,780.188,747.495,744.473,749.959,727.401,745.744,685.940
315,797.337,790.206,780.848,747.334,744.486,748.973,726.835,746.059,685.810
316,796.355,789.181,781.161,747.810,743.914,748.133,726.084,746.385,685.615
317,795.640,788.477,781.359,748.510,743.058,747.710,725.790,746.705,685.536
318,795.195,788.232,781.835,748.879,742.378,747.710,726.041,747.078,685.713
319,794.948,788.434,782.723,748.954,741.846,747.754,726.310,747.545,686.227
320,795.065,788.735,783.746,749.140,741.247,747.312,726.287,748.178,686.819
321,795.552,788.929,784.327,749.375,740.376,746.540,726.138,748.881,687.139
322,796.049,789.036,784.044,749.079,739.464,745.945,726.383,749.154,687.351
323,796.334,789.296,783.016,748.187,738.964,745.630,726.790,748.850,687.698
324,796.505,789.663,781.599,747.033,739.218,745.677,726.784,748.340,687.876
325,796.655,789.860,780.111,745.932,739.814,745.810,726.373,747.945,687.484
326,796.888,789.660,778.854,745.168,740.234,745.432,725.941,747.420,686.611
327,797.418,789.193,778.214,744.959,740.310,744.608,725.925,747.141,685.772
328,798.317,788.763,778.312,745.126,740.291,744.086,726.403,747.578,685.333
329,799.252,788.457,778.948,745.472,740.318,744.253,727.226,748.680,685.487
330,799.677,788.121,779.320,745.914,740.414,745.024,727.674,749.740,686.045
331,799.653,787.940,778.921,746.381,740.512,746.074,727.367,750.205,686.722
332,799.644,788.157,777.893,746.895,740.360,747.182,726.762,749.992,687.235
333,799.688,788.664,776.767,747.287,739.919,747.810,726.839,749.629,687.223
334,799.637,789.304,775.995,747.449,739.667,747.477,727.269,749.246,686.563
335,799.490,790.330,775.807,747.467,739.945,746.338,727.310,748.807,685.624
336,799.805,791.807,775.950,747.176,740.401,745.363,726.853,748.404,685.095
337,800.565,793.053,775.927,746.276,740.622,745.173,726.198,748.303,685.441
338,801.261,793.599,775.618,745.238,740.743,745.248,725.853,748.143,686.116
339,801.535,793.710,775.184,744.690,740.811,744.890,725.972,747.445,686.446
340,801.284,793.765,774.749,744.995,740.714,744.331,726.513,746.744,686.371
341,800.604,793.370,774.533,745.416,740.522,744.027,727.244,746.443,686.235
342,799.839,792.215,774.789,745.483,740.090,743.717,727.640,746.576,686.295
343,799.404,790.804,775.233,745.311,739.404,743.119,727.511,746.900,686.326
344,799.266,789.786,775.415,745.253,738.842,742.298,727.175,747.289,686.072
345,799.136,789.219,775.212,745.636,738.638,741.808,727.026,747.713,685.785
346,798.974,789.146,774.758,746.475,738.638,741.892,726.723,748.113,685.801
347,798.996,789.585,774.161,747.590,738.412,742.179,726.051,748.430,686.209
348,799.384,790.101,773.386,748.391,737.858,742.218,724.988,748.693,686.638
349,800.187,790.256,772.646,748.602,737.236,741.832,723.967,748.869,686.754
350,801.510,790.112,772.012,748.772,737.027,741.312,723.623,748.711,686.451
351,803.060,789.974,771.375,749.578,737.502,740.633,724.010,747.896,685.875
352,804.476,790.076,770.787,750.498,738.514,739.906,724.483,747.064,685.210
353,805.693,790.511,770.468,750.806,739.803,739.636,724.369,746.746,684.759
354,806.623,791.327,770.275,750.958,741.023,740.209,723.861,746.633,684.562
355,807.132,792.195,770.117,751.646,742.058,741.402,723.923,746.434,684.511
356,807.234,792.810,769.964,752.643,742.863,742.529,724.444,746.535,684.481
357,807.278,793.320,769.722,753.073,743.155,743.003,724.523,747.229,684.572
358,807.414,793.904,769.054,752.932,742.893,743.237,723.955,748.420,684.896
359,807.459,794.606,768.012,752.775,742.594,743.498,723.261,749.275,685.389
360,807.141,795.475,766.891,752.475,742.688,743.364,723.010,749.363,685.742
361,806.378,796.486,765.821,751.926,743.278,742.755,723.049,749.074,685.871
362,805.359,797.354,764.754,751.557,743.903,742.226,722.927,749.053,686.282
363,804.455,798.057,763.836,751.765,744.097,742.042,722.754,749.342,687.122
364,804.040,798.922,763.199,752.253,743.877,741.816,723.026,749.266,687.782
365,804.198,799.951,762.694,752.493,743.590,741.411,723.631,748.463,687.841
