 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7
246,867.164,881.489,871.386,793.632,806.771,801.979,802.538
247,867.912,881.988,870.217,792.727,805.336,799.650,802.682
248,867.453,880.221,869.110,792.225,804.181,800.572,802.759
249,865.548,876.412,867.494,792.286,806.304,801.823,801.542
250,864.727,873.865,866.946,792.144,806.831,802.726,800.690
251,865.262,874.393,866.458,792.682,806.831,802.824,802.964
252,869.285,873.456,863.078,791.873,807.635,804.321,799.805
253,869.339,870.520,861.676,792.609,807.713,804.312,797.766
254,866.224,870.277,861.493,789.743,808.552,802.648,798.557
255,866.626,868.318,859.856,789.614,809.214,803.470,799.203
256,867.365,866.353,859.268,790.377,808.984,803.858,800.876
257,865.171,864.570,859.752,791.479,811.049,803.505,804.644
258,863.510,864.330,858.069,793.262,812.582,804.069,805.117
259,864.006,866.909,856.323,794.730,811.587,804.656,806.120
260,864.897,867.962,855.575,793.844,810.155,806.188,803.810
261,865.880,868.619,855.327,794.839,811.298,804.201,804.226
262,866.265,870.518,852.526,794.826,810.963,804.265,802.847
263,867.031,872.283,852.187,795.334,809.790,805.849,804.162
264,869.107,873.060,853.505,794.273,811.289,805.983,807.007
265,869.766,873.867,854.135,795.370,812.142,805.188,808.270
266,868.889,876.466,855.369,798.540,812.986,807.166,805.854
267,869.383,877.026,855.876,797.101,811.996,807.933,805.243
268,870.359,880.007,856.304,799.172,810.294,809.697,805.779
269,869.725,880.149,856.262,799.147,812.413,810.190,806.453
270,868.140,881.096,853.753,798.275,814.677,810.100,803.422
271,867.951,881.718,853.538,798.743,811.680,808.930,804.228
272,865.990,882.629,854.545,798.452,811.019,807.161,804.580
273,863.734,880.820,854.040,799.446,811.473,805.695,805.456
274,861.887,880.715,854.916,799.876,812.287,807.813,806.398
275,860.385,879.761,859.154,798.547,812.530,807.184,807.400
276,859.842,881.672,860.287,797.307,814.184,807.812,805.814
277,858.182,880.902,861.535,798.277,813.418,809.576,804.557
278,859.846,882.626,862.151,798.810,813.488,807.958,806.312
279,859.343,881.773,862.608,800.033,813.676,808.940,802.834
280,860.508,881.616,865.946,800.832,815.210,808.934,803.000
281,860.169,882.927,866.245,800.112,813.403,810.414,805.808
282,861.056,884.343,867.255,800.680,812.612,809.553,806.918
283,861.617,884.904,866.516,800.755,813.240,809.741,808.046
284,861.604,883.556,866.187,799.435,812.674,809.242,806.677
285,862.310,884.006,867.672,799.233,814.407,808.925,804.553
286,864.447,883.187,869.884,801.234,811.584,807.427,806.476
287,865.374,883.074,870.327,802.376,812.353,807.961,806.642
288,865.519,884.077,869.948,801.899,813.896,808.203,808.179
289,865.866,883.473,867.134,801.579,814.950,809.923,807.776
290,866.362,883.174,869.293,800.239,816.715,809.805,807.836
291,869.309,883.401,871.860,800.936,815.454,810.388,809.370
292,869.134,881.974,872.785,799.455,815.490,807.481,802.852
293,868.314,881.646,874.480,800.122,816.336,806.574,803.310
294,868.369,883.390,873.321,800.632,816.203,806.996,805.708
295,869.708,882.890,873.605,800.575,814.207,806.884,804.593
296,869.396,883.105,873.434,799.450,815.813,805.632,803.319
297,870.220,882.520,873.950,798.285,814.703,803.396,807.427
298,868.675,881.147,872.497,799.275,813.644,801.956,805.867
299,868.034,881.714,872.145,798.720,814.347,804.451,804.998
300,867.852,882.350,868.947,797.929,815.435,804.236,803.814
301,864.827,885.753,870.125,798.119,819.654,801.770,803.047
302,865.922,886.155,873.571,799.042,819.414,800.877,804.609
303,863.947,887.056,874.897,796.831,816.515,799.770,803.288
304,862.964,886.728,872.992,796.639,817.962,800.039,804.816
305,863.663,885.131,872.924,799.003,817.841,797.291,803.361
306,863.525,884.828,875.292,800.565,819.041,795.736,800.911
307,864.757,885.419,876.362,799.630,818.473,795.907,802.485
308,866.264,885.165,874.566,799.768,817.933,795.846,803.735
309,863.952,886.209,873.701,799.432,817.935,796.281,805.201
310,862.306,886.271,875.816,798.318,819.999,797.541,806.996
311,862.975,886.393,878.379,797.827,819.420,796.354,807.398
312,866.168,887.707,879.347,798.192,817.277,796.318,804.186
313,864.334,888.598,880.100,800.335,815.541,796.931,803.630
314,865.704,890.550,879.595,801.387,817.312,798.099,805.005
315,864.226,891.501,878.043,802.104,817.544,799.517,803.495
316,865.089,890.971,877.835,800.455,815.471,797.062,801.805
317,863.955,889.818,878.243,802.194,813.417,797.157,804.907
318,866.822,891.266,875.955,803.808,813.723,798.028,801.431
319,868.536,889.704,874.990,804.624,815.162,799.482,801.898
320,869.557,889.992,877.528,804.627,814.990,801.383,802.203
321,871.382,893.683,877.189,804.222,814.386,799.698,803.925
322,870.960,894.480,877.237,801.781,816.213,799.010,804.272
323,870.304,897.543,874.502,803.403,815.263,800.364,802.701
324,872.511,897.482,875.502,803.075,812.906,799.047,804.710
325,870.638,898.066,877.075,803.154,814.717,797.098,806.069
326,870.155,897.674,878.836,802.880,817.627,797.593,805.662
327,871.191,897.572,880.946,801.849,816.677,798.321,805.816
328,870.110,895.694,882.598,802.270,815.323,797.939,804.949
329,869.263,895.354,882.808,801.979,814.869,797.378,803.038
330,867.230,895.390,882.883,803.518,815.800,796.142,803.659
331,867.312,894.906,885.471,803.079,815.969,796.518,802.303
332,867.661,894.873,882.242,803.144,815.714,796.746,800.916
333,864.260,895.994,882.133,805.994,814.967,794.675,803.203
334,863.694,895.361,880.988,805.596,813.838,792.673,802.737
335,862.869,892.529,878.571,805.113,813.341,793.741,804.518
336,862.882,892.523,877.365,803.128,810.165,793.420,805.546
337,860.640,893.039,878.391,803.310,814.138,793.613,803.203
338,859.705,893.619,879.371,804.086,814.063,793.920,803.339
339,859.474,891.030,881.667,804.791,812.168,791.755,803.560
340,860.437,892.367,880.642,804.376,814.605,792.367,803.018
341,859.476,894.835,881.647,804.073,814.023,791.672,799.299
342,858.003,894.538,880.117,805.600,815.277,790.671,800.345
343,856.417,893.367,878.464,804.439,817.252,790.084,800.462
344,856.609,892.630,877.032,801.907,818.258,789.971,801.675
345,857.829,891.214,875.687,802.416,817.931,788.228,803.624
346,857.375,892.916,875.671,802.167,817.473,788.132,804.396
347,855.502,893.708,873.655,801.457,815.699,788.086,799.914
348,855.771,895.169,872.497,800.244,817.117,787.007,799.807
349,853.942,897.798,870.512,799.847,817.360,788.106,798.662
350,854.979,897.243,869.826,799.904,814.982,790.860,800.115
351,858.454,895.952,870.183,800.529,817.098,791.081,801.962
352,858.608,893.303,869.442,800.210,817.459,791.271,803.250
353,858.517,890.531,869.443,799.245,818.381,791.956,800.325
354,858.778,892.336,868.662,799.312,817.549,792.169,800.201
355,859.272,895.035,864.975,802.410,819.214,793.668,798.754
356,858.847,896.794,864.631,802.741,819.913,794.401,800.524
357,858.685,895.377,868.421,803.514,819.108,793.748,801.834
358,859.196,893.214,869.247,802.282,820.026,794.979,802.120
359,857.903,893.352,868.384,800.322,819.031,796.900,801.095
360,856.441,890.755,866.663,801.474,816.966,799.200,799.199
361,854.936,891.836,868.282,800.624,815.955,799.445,798.312
362,854.431,891.142,868.657,799.635,816.522,800.652,800.896
363,855.261,886.370,866.331,801.652,817.354,802.442,801.657
364,856.544,885.814,865.422,800.920,816.317,803.212,801.005
365,857.884,884.895,863.733,800.020,813.902,804.575,801.082
366,856.803,881.176,862.615,797.528,813.576,805.973,802.566
367,858.349,878.412,862.287,797.208,817.526,805.004,801.555
368,857.360,876.207,863.316,795.420,819.421,804.436,800.246
369,859.501,875.585,862.318,795.865,819.050,803.229,803.763
370,858.826,873.101,861.032,796.425,818.311,802.921,801.500
371,858.501,874.124,862.301,796.679,817.511,803.586,804.128
372,856.162,872.605,862.124,796.029,818.868,802.850,805.423
373,856.752,873.816,859.569,797.085,819.093,802.643,802.562
374,856.014,873.089,860.011,799.357,819.439,804.247,801.378
375,856.167,873.936,859.925,798.429,817.673,803.918,801.338
376,856.719,872.553,859.614,799.158,816.007,803.060,803.505
377,853.356,871.147,860.536,799.584,816.095,801.873,803.715
378,853.083,870.313,861.303,797.812,817.116,801.943,803.774
379,852.562,872.014,863.465,798.247,814.742,800.413,801.082
380,852.953,873.232,864.441,798.298,813.377,800.170,802.327
381,855.211,875.234,864.175,798.368,815.405,800.324,801.292
382,857.573,876.369,862.989,800.758,817.680,798.434,803.520
383,859.250,877.311,862.622,800.180,814.426,797.216,797.420
384,859.069,877.301,861.815,799.799,813.642,796.563,797.964
385,860.742,877.713,863.768,800.959,814.865,794.772,800.044
386,860.576,875.524,863.239,801.670,814.023,793.637,802.303
387,858.473,875.996,862.162,801.257,815.595,795.981,803.124
388,857.722,876.948,861.468,801.201,817.988,796.091,802.026
389,857.998,878.826,860.141,801.838,815.195,796.031,799.785
390,855.486,878.775,858.664,802.777,813.880,796.210,798.611
391,853.196,877.457,855.815,801.218,816.135,796.890,799.173
392,854.512,878.030,855.466,801.332,815.704,796.663,800.876
393,855.674,880.066,853.610,803.485,816.105,796.825,802.128
394,855.932,881.219,853.578,802.958,814.638,796.500,802.728
395,855.930,879.437,852.948,802.024,815.399,797.512,803.197
396,855.471,878.942,855.577,801.739,816.068,797.237,802.266
397,856.125,876.469,858.439,802.681,817.512,798.593,801.053
398,854.760,874.902,860.814,803.323,816.811,799.945,800.788
399,855.047,873.153,862.210,802.921,817.166,800.017,802.051
400,856.786,872.128,865.984,804.361,816.555,800.471,800.005
401,859.126,872.875,866.741,803.000,812.830,801.495,803.389
402,859.807,872.395,868.174,804.928,812.834,802.147,801.688
403,858.240,871.117,868.523,803.131,813.995,802.305,800.620
404,859.941,869.513,868.681,801.956,814.064,803.072,800.026
405,861.164,868.009,868.657,804.538,813.481,803.286,801.945
406,862.667,867.228,870.053,805.505,811.445,802.922,804.443
407,863.657,868.370,868.957,805.840,809.469,802.919,803.281
408,865.791,867.523,869.180,806.885,810.981,800.932,799.757
409,865.296,869.121,867.762,806.745,811.696,799.527,799.431
410,865.917,867.517,865.677,803.967,808.569,797.802,800.358
411,868.142,868.456,864.089,805.657,805.591,800.009,799.246
412,868.746,870.967,863.810,806.104,804.403,799.603,798.701
413,865.404,871.407,864.180,807.675,804.388,799.665,801.080
414,865.219,872.894,864.156,807.534,805.629,798.458,800.035
415,866.985,872.170,864.415,808.059,806.813,797.864,798.471
416,865.742,874.353,864.996,806.834,808.496,797.528,800.805
417,866.867,875.369,863.189,807.959,808.033,795.525,804.365
418,866.217,873.032,861.227,808.705,807.944,797.606,804.370
419,863.782,872.918,858.915,807.479,810.672,796.519,801.828
420,864.505,873.896,858.701,806.349,811.905,797.321,801.266
421,863.939,874.427,858.284,807.079,809.629,796.038,800.460
422,863.443,874.541,858.704,805.915,807.680,794.865,799.022
423,863.396,874.741,859.137,803.444,809.792,793.929,802.686
424,861.267,876.257,856.830,803.339,810.674,793.444,801.774
425,861.638,875.209,855.269,803.814,809.678,792.215,801.838
426,862.406,874.798,854.712,804.208,809.997,792.960,802.230
427,863.424,873.485,853.573,804.167,809.159,792.459,803.646
428,862.049,875.848,853.091,804.753,808.557,793.011,804.040
429,862.959,876.558,852.912,804.850,807.781,792.069,802.518
430,863.512,875.649,852.440,805.459,807.053,792.865,805.223
431,865.760,872.922,854.552,805.651,805.774,791.714,804.283
432,866.059,872.922,856.585,804.612,806.850,789.433,804.312
433,864.546,870.712,854.755,805.177,805.580,789.570,802.686
434,866.041,868.177,853.242,807.219,804.646,789.354,805.818
435,867.178,867.665,855.381,805.379,804.110,789.523,804.414
436,869.000,867.123,856.184,806.005,804.793,788.212,802.190
437,869.359,868.805,854.682,808.805,802.456,789.454,802.192
438,870.442,869.724,853.013,807.195,801.881,789.469,801.347
439,871.090,870.608,852.374,806.202,804.574,789.434,803.168
440,872.699,869.371,853.739,804.906,803.150,786.835,806.422
441,874.316,869.016,855.418,804.659,802.819,785.837,804.838
442,876.031,869.710,857.068,803.334,804.440,786.676,801.987
443,876.714,871.125,858.009,802.982,805.388,788.464,802.029
444,876.228,872.715,859.093,802.215,806.075,789.154,803.553
445,876.417,874.125,860.820,805.317,806.650,790.349,801.460
446,875.400,876.390,860.510,806.586,805.545,789.875,801.755
447,877.440,874.244,860.256,805.276,804.392,792.442,801.257
448,879.426,873.844,863.646,805.564,804.590,791.195,802.641
449,881.550,874.322,863.081,805.650,803.155,790.411,805.157
450,879.868,873.327,863.160,805.063,804.402,791.427,806.641
451,880.178,871.333,864.769,806.923,806.710,791.110,805.201
452,878.960,869.018,863.118,805.666,807.356,793.118,802.593
453,879.438,869.582,861.535,804.233,807.665,794.888,802.232
454,879.238,868.549,859.217,808.285,805.858,796.226,803.931
455,876.031,870.961,860.003,807.620,807.386,795.332,803.349
456,876.708,872.471,860.822,807.633,807.481,793.264,804.221
457,877.338,872.665,862.598,807.333,808.091,795.245,803.151
458,875.588,872.322,865.438,808.152,807.232,792.822,804.011
459,873.968,874.496,865.960,806.327,810.537,791.693,805.456
460,873.557,871.720,868.007,808.179,809.151,790.485,805.042
461,873.917,872.891,868.673,808.528,807.947,791.780,803.089
462,873.918,871.977,868.237,808.225,808.576,791.476,804.175
463,873.230,872.447,867.811,806.902,812.173,792.657,803.996
464,873.102,873.820,866.771,808.092,809.490,792.809,804.241
