 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16
696,704.614,674.677,694.890,688.809,686.054,749.719,709.481,701.382,700.448,697.167,700.332,690.765,696.972,679.237,668.814,701.622
697,703.551,674.804,694.584,688.430,686.467,749.472,709.988,701.305,698.998,697.640,700.817,689.446,695.028,679.197,668.900,700.194
698,701.614,675.354,694.467,688.271,686.856,749.702,710.754,701.050,697.472,697.443,701.243,688.573,693.096,679.345,669.427,698.562
699,699.449,675.755,694.495,688.021,687.203,750.190,712.169,700.255,696.496,696.498,701.379,688.347,691.851,679.398,669.610,697.243
700,698.165,675.838,694.626,687.637,687.501,750.503,714.263,698.911,696.058,695.786,701.321,688.316,691.580,679.227,669.141,696.465
701,698.051,676.038,694.451,687.130,687.722,750.265,716.176,697.216,695.873,695.606,701.478,687.944,691.491,679.105,668.409,696.500
702,698.770,676.527,693.561,686.822,687.587,749.528,717.129,695.749,695.798,695.103,702.261,687.000,691.249,679.523,667.888,697.010
703,699.736,676.930,692.507,686.401,686.971,748.657,717.019,694.985,695.611,694.032,703.086,685.796,691.085,680.336,667.673,697.812
704,700.278,677.034,691.818,685.666,685.995,747.784,716.580,695.070,695.119,692.948,703.133,685.037,691.199,681.043,667.197,698.837
705,700.295,676.812,691.757,684.692,684.788,746.860,716.434,695.938,694.367,692.337,702.645,684.978,691.612,681.076,666.435,699.656
706,700.074,676.707,692.243,684.122,683.777,745.805,716.270,696.969,693.749,692.111,702.368,685.180,692.263,680.372,665.844,699.795
707,700.065,676.631,692.860,683.955,683.341,744.697,715.547,697.282,693.552,692.273,702.486,685.375,692.833,679.507,665.870,699.181
708,700.298,676.266,692.839,683.340,683.639,743.564,714.190,696.950,693.625,692.798,702.392,685.517,692.996,678.605,666.513,698.174
709,700.477,675.359,692.206,681.926,684.673,742.402,713.178,696.830,693.735,693.424,701.713,685.604,692.822,677.513,667.349,696.840
710,700.438,673.844,691.829,680.714,685.754,741.381,713.174,697.143,693.608,693.601,700.700,685.235,692.527,676.431,667.963,695.198
711,700.250,672.042,692.350,680.546,686.284,740.687,713.857,697.127,693.029,693.596,700.258,684.412,692.032,675.470,667.959,693.788
712,700.102,670.143,693.549,680.910,686.411,740.319,714.279,696.263,692.207,693.695,700.789,683.337,691.484,675.020,667.401,693.608
713,700.000,668.540,694.801,681.186,686.438,739.944,713.826,695.054,691.302,693.877,701.807,682.433,691.267,675.174,666.978,694.288
714,699.798,667.422,695.432,681.517,686.214,739.320,712.655,693.857,690.397,693.973,702.167,682.152,691.715,675.408,666.758,694.601
715,699.489,667.105,695.157,681.904,685.553,738.487,711.134,692.930,689.878,694.148,701.358,682.409,692.217,675.273,666.729,694.472
716,699.298,667.445,694.395,681.971,684.675,737.872,709.596,692.625,689.959,694.232,700.141,682.731,691.786,675.092,666.714,694.399
717,699.460,667.989,693.699,681.594,684.126,737.612,708.357,692.846,690.307,693.916,699.507,683.003,690.434,675.069,667.149,694.667
718,699.605,668.622,693.360,680.886,684.059,737.445,708.021,692.788,690.589,693.480,699.449,683.158,688.847,675.286,668.171,694.990
719,699.318,669.268,693.143,680.103,684.135,736.978,708.664,692.108,690.640,693.426,699.486,683.245,687.940,676.030,669.401,694.736
720,698.540,669.802,692.829,679.228,684.235,736.184,709.613,691.510,690.526,693.872,699.728,683.396,687.897,677.000,670.160,694.229
721,697.841,670.310,692.491,678.281,684.643,735.277,710.066,691.529,690.360,694.606,700.185,683.734,688.470,677.609,670.383,693.559
722,697.386,670.753,692.533,677.456,685.343,734.440,709.603,692.062,690.516,695.135,700.491,684.337,688.708,677.632,670.420,692.785
723,696.784,670.930,692.855,677.247,685.980,733.864,708.923,692.517,690.803,695.121,700.219,684.950,687.975,677.240,669.922,692.271
724,695.611,671.103,692.914,677.729,686.307,733.773,708.782,692.672,690.822,694.640,699.418,685.263,686.972,676.839,668.654,692.583
725,694.210,671.418,692.867,678.467,686.309,734.164,709.244,692.525,690.603,693.919,698.611,685.111,686.306,676.454,667.067,693.493
726,693.432,671.293,693.409,678.708,685.786,734.847,709.671,692.197,690.611,693.347,697.849,684.867,685.822,676.349,665.911,694.094
727,693.673,670.266,694.430,678.178,684.747,735.655,709.385,691.842,690.835,692.941,696.956,684.594,685.989,676.668,665.725,693.986
728,694.719,669.002,695.065,677.077,683.494,736.488,708.507,691.591,690.815,692.603,696.047,684.297,687.648,677.036,666.149,693.490
729,695.895,668.456,694.846,676.204,682.646,737.191,707.542,691.309,690.260,692.232,695.734,684.334,690.434,676.938,666.565,693.167
730,696.778,668.508,694.143,676.005,682.427,737.602,706.845,691.039,689.401,691.963,696.379,684.755,693.224,676.095,666.662,693.378
731,696.952,668.580,693.456,676.358,682.587,737.757,706.249,690.656,688.954,692.086,697.629,685.108,695.096,674.740,666.621,693.757
732,697.068,668.331,693.063,676.865,682.810,737.845,705.742,690.336,689.370,692.377,698.352,685.644,696.085,673.549,666.643,694.125
733,697.943,667.848,692.876,677.302,683.120,738.111,705.547,690.193,690.401,692.638,697.958,686.786,696.619,673.214,666.639,694.507
734,699.170,667.249,692.928,677.782,683.442,738.800,705.397,690.147,691.579,692.628,696.971,688.167,696.751,674.082,666.799,695.007
735,699.648,666.610,693.152,678.101,683.442,739.903,704.664,689.888,692.742,692.355,696.303,689.006,696.495,675.549,667.279,695.580
736,698.804,666.205,693.456,678.088,682.993,741.066,703.707,689.297,693.715,692.303,696.504,689.269,696.381,676.135,667.565,695.812
737,696.949,666.190,693.657,677.597,682.361,741.889,703.272,688.707,694.275,692.628,697.386,689.328,696.758,675.207,667.509,695.566
738,695.105,666.622,693.617,677.127,682.117,742.197,703.352,688.363,694.136,692.931,698.742,689.316,697.349,673.832,667.364,695.094
739,693.963,667.382,693.544,676.844,682.506,742.036,703.312,688.324,693.871,692.865,700.282,689.022,697.534,673.411,667.112,694.611
740,693.560,668.584,693.430,676.581,683.368,741.480,702.681,688.367,693.691,692.865,701.569,688.471,697.370,674.306,666.900,694.132
741,693.733,670.194,693.269,676.133,684.036,740.707,701.754,688.336,693.584,693.281,702.000,688.040,697.367,676.049,666.937,693.628
742,694.344,671.958,693.159,675.573,684.068,739.944,700.880,688.683,693.659,693.845,701.880,687.644,698.028,677.816,667.134,692.788
743,695.403,673.586,693.313,675.334,683.296,739.336,700.430,689.680,694.535,694.074,701.648,687.325,699.157,679.312,667.201,691.611
744,696.381,674.911,693.780,676.260,682.190,739.047,700.117,691.263,696.049,693.975,701.355,686.923,700.242,680.553,666.751,690.868
745,696.915,676.080,694.400,678.440,681.521,739.130,699.732,692.533,697.652,693.904,700.841,686.022,700.964,681.414,666.097,690.913
746,696.810,677.002,694.850,680.849,681.539,739.517,699.481,692.614,698.640,693.943,700.102,684.817,701.292,681.967,665.643,691.479
747,696.040,677.618,694.860,682.597,681.912,739.877,699.709,691.436,698.725,693.921,699.399,684.025,701.060,681.898,665.565,692.167
748,694.790,678.013,694.526,683.660,682.587,739.925,700.336,690.054,698.406,693.470,699.141,684.105,700.249,681.398,665.710,692.878
749,693.753,678.549,694.449,684.409,683.553,739.595,701.000,689.537,698.207,692.857,699.640,684.762,699.146,680.789,666.178,693.649
750,693.312,679.274,694.993,684.939,684.404,739.097,701.322,689.579,697.888,692.665,700.517,685.644,698.210,680.641,666.892,694.497
751,693.236,679.886,695.806,684.963,684.431,738.577,700.894,689.170,697.146,693.150,701.084,686.892,697.879,681.191,667.468,695.601
752,693.227,680.141,696.579,684.653,683.630,738.007,699.927,688.672,696.358,693.613,701.146,687.941,698.327,682.089,667.297,696.649
753,693.406,679.943,697.355,684.631,682.856,737.376,699.073,688.695,696.321,693.389,700.838,688.133,699.196,683.033,666.892,696.906
754,693.861,679.213,698.157,685.027,682.684,736.844,698.667,689.108,697.095,692.961,700.838,687.647,699.797,683.582,666.907,696.490
755,694.872,677.930,698.769,685.369,683.029,736.615,698.573,689.471,698.019,693.352,701.460,686.758,700.036,683.414,667.000,696.792
756,696.088,676.627,699.061,685.401,683.264,736.767,698.481,689.483,698.350,694.288,702.329,685.718,700.007,682.753,666.357,698.465
757,696.571,675.951,699.126,685.573,683.607,737.207,698.345,689.135,698.105,694.889,702.520,684.786,699.740,681.842,665.160,700.083
758,695.898,675.690,699.093,685.729,683.907,737.844,698.223,688.876,697.589,694.707,701.833,684.399,699.406,680.836,664.491,700.135
759,694.460,675.065,699.257,685.424,683.546,738.502,697.951,689.089,696.912,694.076,700.867,684.610,698.609,680.306,664.725,698.601
760,693.202,674.038,699.533,684.764,682.553,739.114,697.362,689.598,695.995,693.483,700.021,685.201,697.238,680.984,665.130,696.896
761,692.548,673.266,699.818,684.292,681.928,739.739,696.418,689.803,695.311,693.229,699.131,685.418,695.630,682.566,665.048,696.455
762,692.472,673.247,700.007,684.106,682.404,740.414,695.533,689.772,695.124,693.335,697.898,685.096,694.196,683.875,664.691,697.681
763,692.347,673.492,699.972,684.011,683.135,741.007,695.441,689.792,694.966,693.571,696.415,684.799,693.270,684.572,664.639,699.552
764,691.665,673.681,699.530,683.634,683.298,741.332,696.516,689.293,694.294,693.512,695.345,684.895,693.014,685.125,665.048,700.549
765,690.545,674.078,698.825,682.979,682.980,741.362,698.434,687.996,693.467,692.946,695.308,685.313,692.847,685.849,665.554,700.049
766,689.815,674.660,697.818,682.772,682.765,741.168,700.256,686.768,693.066,692.259,696.018,685.907,692.014,686.312,665.892,698.642
767,690.088,674.806,696.586,682.984,682.926,740.766,701.392,686.683,693.221,691.914,696.548,686.449,691.064,686.319,666.138,697.198
768,691.080,674.346,695.224,682.979,683.133,740.204,702.115,687.459,693.521,691.736,696.702,686.480,690.986,686.112,666.439,696.219
769,692.054,673.527,693.998,682.281,683.506,739.544,702.869,688.282,693.550,691.320,696.726,685.978,692.000,685.947,666.364,695.799
770,692.895,672.593,693.049,681.443,683.833,738.892,703.693,688.838,693.170,691.167,696.567,685.248,692.883,685.401,665.558,695.597
771,693.793,671.859,692.484,681.090,683.910,738.337,704.507,688.946,692.504,691.584,695.969,684.437,692.498,684.049,664.937,695.226
772,694.713,671.308,692.175,681.422,683.822,737.808,705.193,688.641,691.642,692.017,695.146,683.601,691.217,681.974,665.331,694.802
773,695.543,670.753,691.979,681.973,683.761,737.305,705.608,688.324,690.895,691.852,694.705,683.313,690.388,679.964,666.651,694.580
774,696.534,670.133,691.925,682.119,683.447,736.714,705.965,687.969,690.533,691.224,694.572,684.158,690.495,678.766,668.331,695.188
775,697.562,669.768,691.778,681.578,682.867,735.963,706.695,687.232,690.472,690.729,694.551,686.062,690.658,678.421,669.993,697.038
776,698.102,669.430,691.397,680.485,682.483,735.062,707.326,686.629,690.635,691.084,694.854,688.424,690.459,678.424,671.476,699.396
777,697.790,668.903,690.549,678.960,682.799,733.928,707.376,686.656,691.027,692.212,695.830,690.641,690.121,678.487,672.037,700.799
778,697.148,668.321,689.315,677.666,683.673,732.607,706.688,686.961,691.905,693.062,697.003,692.090,689.847,678.668,670.903,700.816
779,696.526,668.011,688.077,677.050,684.833,731.393,705.761,686.768,692.973,692.867,697.734,692.390,689.466,678.895,668.710,700.174
780,696.159,667.869,687.250,677.204,685.876,730.576,704.803,686.050,693.749,692.416,698.008,692.062,689.085,679.105,666.569,699.681
781,696.170,667.717,686.766,678.003,686.546,730.120,703.803,685.425,693.788,692.525,697.943,691.960,689.313,679.365,665.476,699.694
782,696.418,667.373,686.502,679.109,686.810,729.917,702.772,685.278,693.287,693.015,697.366,692.551,690.694,679.750,665.673,699.962
783,696.474,667.002,686.582,679.966,686.628,730.043,702.298,685.467,692.535,693.234,696.522,693.622,692.883,679.441,666.431,700.215
784,696.261,666.586,687.037,680.069,686.237,730.455,702.777,685.653,691.591,693.034,695.950,694.929,695.039,677.987,667.271,700.292
785,696.151,666.363,687.661,679.236,685.727,730.894,703.998,685.687,690.835,692.466,695.789,695.984,696.448,675.970,667.721,700.035
786,695.994,666.456,688.416,678.027,685.244,731.160,705.164,685.398,690.686,691.574,695.462,696.300,696.986,674.516,667.636,699.490
787,695.469,666.970,689.152,677.170,684.720,731.192,705.650,685.035,691.401,690.466,694.943,696.099,696.818,673.987,666.870,698.767
788,694.966,667.603,689.654,676.851,684.269,731.015,705.268,685.618,692.516,689.692,694.982,695.950,696.573,674.010,665.948,698.618
789,695.145,668.074,690.002,676.862,684.379,730.580,704.568,687.042,693.416,689.741,695.334,695.715,696.747,674.306,665.610,699.392
790,695.688,668.234,690.117,677.072,684.930,729.996,704.317,688.247,694.024,690.291,695.319,695.065,697.185,675.211,666.383,700.705
791,695.892,668.443,689.769,677.151,685.515,729.376,704.714,688.660,694.925,690.675,694.825,694.372,697.673,676.734,667.892,701.646
792,695.730,668.888,689.126,676.549,685.702,728.871,705.087,688.571,696.066,690.616,694.397,694.115,698.427,678.046,669.007,701.590
793,695.452,669.276,688.839,675.676,685.646,728.388,704.657,688.637,696.998,690.192,694.551,694.687,699.811,678.382,669.546,700.944
794,695.295,669.091,689.056,674.952,685.485,727.742,703.599,688.950,697.484,689.436,695.235,696.037,701.345,677.701,669.788,700.267
795,695.321,668.511,689.635,674.862,685.235,726.995,702.678,689.340,697.837,688.663,696.248,697.077,702.242,676.908,670.011,699.872
796,695.406,667.850,690.593,675.560,684.813,726.527,702.390,689.394,698.270,688.567,697.454,696.941,702.448,676.516,669.874,699.323
797,695.219,667.671,691.946,676.438,684.199,726.456,702.650,689.085,698.564,689.264,698.822,695.656,702.562,676.375,669.480,698.521
798,694.761,668.348,693.220,676.687,683.483,726.527,702.918,688.826,699.158,689.973,699.789,694.269,703.132,675.924,669.405,697.715
799,694.642,669.591,693.914,676.284,682.959,726.336,702.765,689.178,700.214,690.365,699.963,693.461,703.950,675.467,669.372,696.931
800,695.619,670.521,693.907,675.777,682.989,726.115,702.150,689.954,701.462,690.786,699.313,693.115,704.687,675.023,668.799,695.979
801,697.662,670.538,693.290,675.286,683.370,726.387,701.329,690.390,702.491,691.606,698.313,693.046,705.146,674.720,667.610,694.951
802,700.173,670.008,692.290,674.666,683.876,727.321,700.711,689.849,703.277,692.345,697.350,693.043,705.110,674.612,666.223,694.434
803,702.381,669.430,691.458,674.316,684.325,728.390,700.509,688.764,704.017,692.776,696.533,692.938,705.064,674.628,665.268,694.615
804,703.866,669.061,690.900,674.721,684.524,728.962,700.751,687.707,704.509,693.057,696.117,692.415,705.224,674.895,665.424,695.021
805,704.628,668.570,690.299,675.769,684.571,728.912,701.648,687.263,704.625,693.005,696.180,691.533,705.477,675.487,666.584,695.035
806,704.915,668.219,689.390,676.469,684.738,728.447,702.972,687.382,704.684,692.222,696.413,690.793,705.391,676.109,667.807,694.573
807,705.156,668.158,688.694,675.936,685.083,727.812,704.204,687.421,705.012,691.249,696.282,690.693,704.616,676.270,668.141,693.819
808,705.108,668.219,688.612,674.427,685.381,727.274,705.246,687.425,705.144,691.096,695.428,691.074,702.947,676.237,667.900,693.281
809,704.534,667.804,688.885,673.005,685.278,727.057,706.131,688.147,704.423,692.113,694.235,691.319,701.171,676.520,667.569,693.611
810,704.003,666.895,688.694,672.297,685.095,727.122,706.516,690.174,702.779,693.355,693.663,691.458,700.139,677.046,667.461,694.618
811,704.193,666.198,687.921,672.371,685.156,727.139,706.216,692.633,700.861,693.835,694.172,691.672,700.132,677.036,667.881,695.465
812,705.074,665.968,687.463,672.753,685.521,726.854,705.500,694.116,699.727,693.594,695.504,691.997,700.445,676.645,668.576,696.059
813,705.858,666.015,688.591,673.034,685.896,726.267,704.878,694.788,699.856,693.121,697.298,692.375,700.452,676.243,669.067,696.615
814,705.753,666.084,691.600,673.268,686.273,725.537,704.526,695.695,700.815,692.498,698.911,692.359,699.822,676.066,669.268,696.809
815,704.835,665.983,695.301,673.607,686.892,724.742,704.408,697.104,701.538,691.729,699.977,691.601,698.630,676.283,669.368,696.118
816,704.000,665.513,698.565,673.820,687.781,724.052,704.289,698.714,701.117,691.030,700.478,690.505,697.306,676.990,669.357,694.712
817,703.818,664.987,701.012,673.944,688.284,723.548,703.892,700.189,699.540,690.833,700.799,689.981,696.591,677.997,669.071,692.920
818,704.017,664.922,702.848,674.562,687.840,723.196,703.232,701.239,697.557,691.283,700.742,690.220,696.548,678.408,668.193,691.083
819,704.014,665.513,704.341,676.098,686.709,722.862,702.596,701.730,696.343,692.345,700.026,690.644,696.665,677.796,666.862,689.875
820,703.889,666.454,705.350,678.247,686.113,722.478,702.296,701.896,696.370,693.429,698.864,690.449,696.427,676.780,665.413,690.156
821,704.031,667.181,705.799,679.963,686.576,722.084,702.131,702.070,696.827,693.793,698.258,689.464,695.658,676.434,664.126,691.837
822,704.324,667.264,705.542,680.623,687.393,721.654,701.721,702.158,696.954,693.234,698.587,688.285,694.715,677.010,663.416,693.677
823,704.648,666.869,704.778,680.836,687.698,721.187,701.082,701.857,696.533,691.791,699.125,687.523,693.861,677.572,663.584,694.372
824,704.750,666.584,703.759,681.159,687.440,720.876,700.958,701.050,695.946,690.081,699.084,687.409,693.260,677.414,664.201,693.802
825,704.233,666.698,702.895,681.761,686.754,721.010,701.347,699.772,695.297,689.089,698.770,687.678,692.808,677.072,664.751,692.559
826,703.170,666.688,702.217,682.538,685.774,721.869,701.502,698.070,694.596,689.357,698.608,688.167,692.495,677.322,665.257,691.583
827,702.173,666.089,701.706,683.188,684.704,723.374,700.988,696.305,693.920,690.111,698.376,688.789,692.352,678.049,665.725,691.274
828,701.653,665.247,701.159,683.255,684.065,725.090,700.336,695.224,693.557,690.564,698.050,689.350,692.327,678.704,666.372,691.420
829,701.312,664.422,700.414,682.631,683.980,726.543,700.143,695.042,693.455,690.727,698.094,689.492,692.527,679.510,667.167,691.344
830,700.636,663.970,699.757,682.021,683.928,727.504,700.479,695.421,693.212,690.783,698.668,689.127,693.139,680.688,667.926,690.503
831,699.585,663.954,699.423,682.082,683.810,727.981,701.075,695.745,692.752,690.717,699.319,688.449,693.929,681.826,668.520,689.535
832,698.756,663.943,699.119,682.541,684.521,728.035,701.678,695.347,692.445,690.542,699.948,687.703,694.132,682.477,668.561,689.312
833,698.685,663.570,698.752,682.814,686.106,727.859,701.603,694.147,692.504,690.246,701.010,687.183,693.605,682.586,668.346,689.747
834,699.438,662.838,698.530,682.414,687.458,727.642,701.000,692.764,693.097,689.889,702.326,687.297,693.018,682.069,668.543,690.236
835,700.747,662.091,698.561,681.374,687.433,727.456,700.693,692.398,694.292,689.599,703.133,688.127,693.217,680.872,669.361,690.667
836,702.364,661.502,698.318,680.361,686.097,727.279,700.979,693.116,695.640,689.746,703.219,688.901,694.185,679.395,670.033,690.965
837,703.670,661.211,697.437,679.931,684.381,727.093,701.434,694.398,696.528,690.473,702.961,688.752,695.018,678.586,669.517,691.149
838,703.983,661.228,696.070,680.167,682.905,726.832,701.800,695.440,696.905,691.204,702.830,687.740,695.221,678.398,668.130,691.427
839,703.432,661.146,694.673,680.544,682.255,726.451,702.108,695.487,697.221,691.079,702.919,686.455,695.110,678.457,666.736,691.833
840,702.676,660.812,693.827,680.249,683.032,726.226,702.411,694.691,697.642,690.278,703.029,685.644,695.039,678.263,666.312,692.247
841,702.162,660.468,693.666,679.427,684.867,726.664,702.185,693.571,698.234,689.778,702.632,685.842,695.231,677.391,666.743,692.118
842,701.778,660.738,693.759,678.475,686.546,727.984,701.108,692.660,698.562,690.232,701.770,686.511,695.858,675.961,668.045,691.538
843,701.253,661.502,693.815,677.698,687.503,729.757,699.709,692.398,698.097,691.463,701.264,687.006,696.363,674.789,669.881,691.083
844,700.489,662.046,693.979,676.971,688.470,731.206,698.758,692.687,697.002,692.776,701.264,686.873,695.829,674.859,671.755,690.771
845,699.722,661.667,693.832,676.549,689.894,731.930,698.894,693.054,695.908,693.655,701.052,686.378,694.367,676.388,673.193,690.521
846,699.159,660.779,693.072,677.127,691.688,732.171,699.746,692.888,695.170,694.030,700.243,685.926,692.626,678.309,674.167,690.403
847,698.730,660.025,692.100,678.952,693.609,732.182,700.613,692.328,694.961,694.126,699.285,685.591,691.032,679.329,674.836,690.684
848,698.102,660.118,691.315,681.021,695.539,731.960,700.702,691.853,695.054,693.966,698.619,685.344,689.701,679.283,674.989,691.219
849,697.460,661.211,690.808,681.947,696.835,731.443,700.103,691.440,695.302,693.512,698.470,685.263,688.982,678.750,674.238,691.767
850,697.381,662.671,690.815,681.568,697.149,730.896,699.249,690.737,695.462,692.823,698.822,685.505,689.050,678.283,672.952,692.219
851,698.108,663.736,691.778,680.499,696.783,730.592,698.559,689.768,695.350,692.094,699.319,685.873,689.363,678.089,672.063,692.410
852,699.276,663.787,693.984,678.894,696.023,730.440,697.918,689.371,694.796,691.167,699.551,686.084,689.566,678.303,672.230,692.215
853,700.395,662.922,696.792,676.761,695.126,730.160,697.636,690.232,694.248,689.786,699.209,686.464,690.028,678.201,672.829,691.753
854,701.028,661.487,699.234,674.899,694.275,729.697,698.359,691.749,693.939,688.384,698.778,687.195,690.651,677.352,672.900,691.177
855,700.969,659.964,701.058,674.156,693.494,729.125,699.862,692.618,693.684,687.901,698.590,687.895,690.566,676.490,672.234,690.795
856,700.622,658.960,702.493,674.090,693.043,728.570,700.746,692.591,693.353,688.978,698.535,687.975,689.324,676.224,671.766,690.889
857,700.097,658.728,703.540,673.878,692.797,728.214,700.376,692.375,693.083,690.771,698.319,687.254,687.765,676.391,672.573,691.389
858,699.571,658.886,704.178,673.281,692.582,728.017,699.756,692.062,693.056,692.448,698.227,686.316,686.758,676.855,674.353,691.677
859,698.812,658.895,704.320,673.045,692.201,727.721,700.331,691.544,693.414,693.303,698.493,685.854,686.701,677.095,675.717,691.840
860,698.000,658.618,704.152,673.297,692.009,727.152,701.432,691.008,694.187,693.219,699.003,685.932,687.591,676.497,675.870,692.181
861,697.219,658.184,703.984,673.870,692.381,726.520,701.887,690.718,695.180,692.776,699.225,686.217,688.929,675.013,675.257,692.503
862,696.628,658.008,703.526,674.469,693.126,726.231,701.178,690.656,696.085,692.700,698.822,686.551,690.327,673.793,674.506,692.510
863,696.443,658.342,702.572,675.074,693.761,726.162,699.962,690.884,696.878,693.190,698.070,686.929,691.996,673.497,673.967,692.198
864,696.889,659.068,701.579,675.971,693.804,725.856,698.758,691.440,697.946,693.793,697.342,687.229,693.751,673.872,673.721,692.076
865,697.372,659.764,700.885,677.141,693.097,725.151,698.052,691.938,699.331,694.259,696.723,686.873,695.470,674.553,673.279,692.142
866,697.330,660.215,700.432,677.844,692.061,724.452,697.761,692.297,700.942,694.599,696.091,686.053,697.420,675.632,671.981,692.163
867,696.832,660.447,700.196,677.594,691.133,724.189,697.845,692.745,702.693,694.759,695.399,685.040,699.719,676.747,670.636,692.226
868,696.406,660.732,700.068,676.761,690.677,724.403,698.338,693.104,704.470,694.840,694.940,684.266,701.701,677.576,670.253,692.562
869,696.753,661.110,699.353,675.748,690.503,724.941,699.136,692.904,706.015,695.214,694.749,684.424,702.915,678.148,670.554,693.264
870,698.162,661.496,697.888,674.841,690.023,725.600,700.089,692.737,707.416,696.076,694.413,685.567,703.865,678.691,670.799,694.056
871,700.216,661.802,696.220,674.244,689.038,726.084,700.770,693.432,708.501,696.904,693.869,686.762,704.836,679.049,670.628,694.601
872,702.432,662.101,695.061,674.199,688.187,726.342,700.876,694.633,709.036,697.170,693.577,687.529,705.342,678.707,670.230,694.927
873,704.764,662.373,694.673,674.265,688.054,726.468,700.359,695.560,708.732,696.877,693.574,688.430,704.786,677.809,669.885,695.188
874,707.114,662.679,694.909,673.798,688.546,726.432,699.845,695.988,707.983,696.448,693.577,689.632,703.648,677.178,669.576,695.431
875,708.875,663.057,695.598,673.040,689.138,726.093,699.852,696.120,707.589,696.330,693.530,690.938,702.512,677.378,669.089,695.670
876,709.744,663.652,696.645,672.828,689.334,725.736,699.958,695.930,707.934,696.660,694.029,691.635,701.477,678.799,668.669,695.976
877,709.943,664.555,698.009,673.475,688.993,725.655,699.836,695.286,708.647,697.291,695.313,691.622,700.320,680.934,668.773,696.274
878,709.497,665.749,699.502,674.347,688.246,725.810,699.495,694.575,708.762,698.005,696.543,691.009,698.979,682.984,669.405,696.385
879,708.634,667.177,700.701,674.475,687.569,725.999,699.143,694.251,708.129,698.601,696.624,690.396,697.662,684.414,669.851,696.306
880,707.969,668.487,701.047,673.883,687.242,725.912,698.988,693.865,707.007,698.879,695.590,690.031,696.402,685.809,670.026,696.243
881,707.977,669.500,700.168,673.202,687.400,725.445,699.343,692.822,705.757,698.603,694.332,690.090,695.502,687.737,670.424,696.274
882,708.438,670.274,698.474,672.708,687.709,724.728,700.300,691.552,704.749,698.128,693.760,690.167,695.171,689.691,671.375,696.399
883,708.849,671.255,696.577,672.562,688.036,723.992,701.188,690.849,704.314,697.879,693.896,689.752,695.025,690.918,672.647,696.660
884,708.980,672.464,695.264,672.836,688.415,723.417,701.796,691.058,704.231,697.948,694.211,688.712,694.402,691.352,673.621,697.010
885,708.861,673.652,694.909,672.931,688.957,723.028,702.427,691.498,703.866,697.867,694.052,687.867,693.210,691.214,673.959,697.115
886,708.312,674.627,695.201,672.607,689.397,722.612,703.103,691.857,703.034,697.131,693.423,687.845,692.231,690.961,674.175,696.872
887,707.639,675.319,695.668,672.459,689.120,721.987,703.270,692.108,701.990,695.973,692.880,688.254,691.890,691.049,674.918,696.562
888,707.358,676.091,696.030,672.796,688.065,721.278,702.840,692.120,700.983,695.303,692.984,688.613,691.790,691.806,676.108,696.285
889,707.597,677.382,695.591,672.992,686.718,720.767,702.498,691.664,699.747,695.522,693.880,689.381,691.818,692.635,676.896,695.948
890,707.977,679.017,694.280,672.562,685.747,720.452,702.946,690.548,697.939,696.062,694.830,690.449,691.843,693.000,677.000,695.330
891,708.270,680.451,692.818,671.833,685.451,720.380,704.127,688.977,695.886,696.163,694.747,691.155,691.979,692.757,676.621,694.233
892,708.190,681.525,692.103,671.488,685.569,720.595,705.559,687.687,694.706,695.512,693.436,691.526,692.075,692.493,676.398,693.042
893,707.835,682.352,692.229,671.769,685.998,721.028,706.437,686.977,695.080,694.675,691.789,692.480,692.039,692.507,676.446,692.465
894,707.457,682.951,692.598,672.281,686.856,721.424,706.282,686.525,696.231,694.500,690.997,693.926,692.132,692.467,676.688,692.604
895,707.028,683.230,692.752,672.340,687.887,721.698,705.228,686.212,696.749,694.953,691.376,695.105,692.705,692.066,676.888,692.771
896,706.219,683.194,692.682,671.963,688.117,721.941,703.887,686.282,696.129,695.276,692.308,695.706,693.555,691.559,676.699,692.434
897,705.014,682.707,692.318,671.873,687.029,722.202,702.960,686.880,695.131,694.899,692.433,695.892,694.068,691.230,676.201,691.969
898,704.179,681.932,691.893,672.313,685.190,722.696,702.819,688.062,694.601,694.128,691.219,695.687,693.847,690.503,675.996,691.566
899,704.094,681.316,691.463,672.690,683.858,723.716,703.185,689.865,694.815,693.251,689.431,695.183,692.986,688.934,676.022,691.226
900,704.372,680.981,691.271,672.581,683.512,725.306,703.415,691.807,695.786,692.483,688.368,694.492,692.367,686.908,675.781,690.840
901,704.665,680.553,691.112,672.345,683.806,727.132,702.796,692.803,697.294,691.911,688.227,693.848,693.089,685.266,674.751,690.510
902,704.798,679.935,690.486,672.584,684.205,729.033,701.455,692.000,699.129,691.562,688.666,693.412,695.182,683.865,673.353,690.747
903,705.205,679.232,689.339,673.149,684.481,731.186,700.042,689.795,701.234,691.522,689.702,693.282,698.317,682.816,672.342,691.528
904,706.327,678.612,688.488,673.353,684.476,733.545,698.958,687.560,703.290,691.697,691.272,693.220,701.815,682.444,672.030,692.760
905,708.406,678.194,688.470,672.488,684.172,735.523,698.162,686.116,704.440,691.771,693.037,693.325,704.680,683.184,672.238,693.646
