 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13
1357,685.336,696.845,700.825,713.534,690.403,700.303,695.099,698.645,704.080,666.646,682.364,693.949,748.022
1358,684.891,697.343,701.594,714.232,691.733,699.987,695.284,699.339,703.720,665.200,683.029,693.279,746.972
1359,684.451,697.714,702.132,714.843,692.287,699.414,695.955,700.566,702.622,663.905,683.727,693.133,745.735
1360,684.345,697.536,702.374,715.053,692.163,698.751,696.436,701.693,701.658,663.440,683.781,693.299,744.478
1361,684.441,697.200,702.327,714.870,691.925,697.805,696.504,701.614,701.009,663.924,683.682,693.500,743.335
1362,684.263,696.886,702.102,714.514,691.729,696.811,696.042,700.060,700.091,664.705,684.150,693.614,742.341
1363,683.681,696.350,702.202,714.080,691.256,696.118,694.705,697.821,698.560,665.377,684.735,693.767,741.291
1364,682.803,695.781,703.214,713.483,690.507,695.970,693.193,696.016,696.929,665.842,684.535,693.968,740.310
1365,681.941,695.481,705.222,712.911,690.206,696.141,692.375,695.446,695.720,665.881,683.358,693.939,739.757
1366,681.046,695.800,707.436,712.184,690.581,696.323,692.386,696.175,694.684,665.631,681.698,693.386,739.318
1367,680.724,696.560,709.105,711.080,691.305,696.438,692.470,697.215,693.543,665.668,680.372,692.284,738.676
1368,681.339,697.305,710.067,710.138,691.713,696.350,692.322,697.498,692.572,666.113,679.813,691.364,738.025
1369,682.138,697.671,710.559,709.667,691.570,696.199,692.352,696.629,692.687,666.403,680.115,691.558,737.679
1370,682.237,697.724,711.082,709.399,691.023,696.279,693.030,695.171,694.254,665.885,681.059,692.651,737.718
1371,681.812,697.864,711.763,708.935,689.973,696.451,694.151,693.705,696.740,664.781,682.291,693.670,737.751
1372,681.237,698.669,712.127,708.271,688.672,696.283,694.890,692.745,698.749,663.521,683.489,693.998,737.327
1373,680.520,699.883,711.736,707.633,687.609,695.340,695.026,692.526,699.260,662.551,684.492,693.830,736.553
1374,679.743,700.812,710.985,707.444,687.247,693.623,695.239,693.211,698.720,661.857,685.385,693.731,735.950
1375,679.441,700.931,710.566,707.799,687.219,691.936,695.587,694.187,698.271,661.393,685.922,694.070,735.821
1376,680.122,700.445,710.708,708.290,687.109,691.168,695.655,694.980,698.484,661.247,685.428,695.022,736.073
1377,681.316,699.717,710.978,708.290,687.011,691.583,695.792,695.570,698.817,661.269,683.813,696.284,736.508
1378,681.816,699.207,710.880,707.783,687.133,692.710,696.246,695.853,699.041,661.091,681.973,697.192,736.933
1379,680.990,698.609,710.192,707.377,687.581,693.976,697.045,695.510,699.437,660.677,680.995,697.335,736.869
1380,679.763,697.679,709.267,707.379,688.106,694.950,697.326,694.849,700.106,660.794,681.126,696.951,736.156
1381,679.092,696.662,708.646,707.278,688.441,695.354,696.826,694.458,700.560,662.134,681.786,696.345,735.173
1382,678.947,696.486,708.344,706.495,688.742,695.185,695.905,694.378,700.549,664.208,682.725,695.869,734.645
1383,678.615,697.467,707.499,705.551,689.525,694.869,694.981,694.056,699.968,665.796,684.166,695.638,734.709
1384,677.997,699.024,705.746,705.203,690.814,694.266,694.083,693.167,699.083,666.423,685.917,695.791,734.821
1385,677.740,700.267,703.975,705.457,692.545,693.182,693.345,692.179,697.841,666.397,686.973,696.182,734.274
1386,678.263,700.529,702.589,705.271,694.554,692.448,692.538,691.829,696.425,666.208,686.682,696.706,733.299
1387,679.013,699.919,701.663,704.174,696.491,692.529,692.224,692.179,695.322,666.015,685.457,697.364,732.427
1388,679.217,698.900,701.200,703.118,697.824,693.209,692.648,692.665,695.215,665.907,684.406,698.359,731.679
1389,678.635,697.776,701.272,702.865,698.439,693.916,693.670,692.622,695.749,665.961,684.174,699.034,731.140
1390,677.595,696.729,701.880,703.169,698.903,694.162,694.208,691.968,695.941,665.941,684.404,698.898,731.469
1391,676.559,696.174,702.761,703.295,699.588,693.811,693.678,691.231,695.501,665.618,684.313,697.876,732.754
1392,675.819,696.200,703.209,702.981,700.122,693.428,692.288,691.040,695.233,664.872,683.757,696.621,733.866
1393,675.372,696.605,702.955,702.628,700.480,694.138,691.019,690.976,695.938,663.651,683.078,695.694,733.726
1394,675.444,697.379,701.898,702.874,700.545,696.040,690.568,690.888,697.319,662.497,682.281,695.386,732.506
1395,675.898,698.574,700.421,703.698,700.342,698.175,691.212,690.940,698.516,662.072,681.618,695.641,731.039
1396,676.283,699.990,699.324,704.657,700.113,699.172,692.754,691.307,699.133,662.193,681.679,696.349,729.964
1397,676.217,701.450,699.382,705.099,700.292,698.882,694.061,691.645,699.322,662.419,682.372,697.362,729.707
1398,675.750,703.236,700.950,704.734,700.805,698.347,694.178,692.343,699.345,662.338,683.128,698.243,729.989
1399,675.296,705.121,703.257,704.058,700.860,698.182,693.905,693.243,699.189,661.928,683.420,698.502,730.140
1400,675.020,706.574,704.968,703.454,700.224,698.253,694.617,693.610,698.802,661.226,683.275,698.231,729.816
1401,674.934,707.310,705.222,703.244,699.238,698.074,695.920,693.319,697.920,660.588,683.056,697.862,729.324
1402,674.819,707.205,704.242,703.111,698.414,697.532,696.538,692.920,696.914,660.174,683.011,697.609,729.366
1403,674.645,706.617,703.092,702.444,697.819,696.751,696.360,692.821,696.266,659.902,683.088,697.643,729.880
1404,675.030,706.229,702.618,701.676,697.287,696.084,696.898,692.908,696.086,659.816,683.455,697.364,730.229
1405,676.559,706.238,702.663,701.534,696.889,696.067,698.860,693.219,696.103,660.174,684.267,696.624,729.673
1406,678.763,706.433,702.920,702.053,696.656,696.987,700.985,693.618,696.292,660.824,685.144,695.723,728.447
1407,680.671,706.614,703.102,702.522,696.274,698.209,702.542,693.402,696.914,661.004,685.059,695.000,727.405
1408,681.717,706.679,703.117,702.746,695.661,698.801,703.621,692.124,697.617,660.629,683.869,694.507,727.243
1409,681.961,706.776,703.147,702.597,695.034,698.424,704.776,690.773,698.068,660.501,682.142,694.158,727.858
1410,682.224,706.783,703.292,702.128,694.425,698.020,706.083,690.343,697.914,661.321,680.789,693.743,728.355
1411,682.786,706.900,703.524,701.643,693.586,697.966,707.148,690.713,696.791,662.649,680.356,692.849,728.042
1412,683.553,707.005,703.778,701.314,692.760,697.791,707.655,691.028,695.248,663.638,680.896,691.675,727.285
1413,684.493,707.060,704.214,701.210,692.353,697.455,707.102,690.837,694.165,663.861,681.722,690.968,726.964
1414,685.770,707.114,704.691,701.370,692.547,697.306,705.670,689.996,693.850,663.655,682.094,691.141,727.268
1415,686.967,707.648,705.257,701.715,692.919,697.286,704.095,689.124,693.847,663.432,681.933,691.723,727.704
1416,687.441,708.848,705.830,701.729,692.871,696.828,703.458,688.745,694.068,663.525,681.791,691.973,727.961
1417,686.658,710.738,706.401,701.688,692.674,695.899,703.750,688.908,694.180,663.829,682.032,691.546,728.059
1418,685.605,712.983,707.115,702.019,692.636,695.192,704.205,688.972,693.755,663.798,682.743,690.876,728.056
1419,685.033,715.240,707.988,702.814,692.683,695.135,704.439,688.845,692.761,663.043,683.342,690.505,728.148
1420,685.007,717.152,708.798,703.379,692.407,695.283,704.492,689.124,692.171,661.807,683.468,690.532,728.360
1421,685.151,718.141,709.187,703.452,691.676,695.077,704.318,690.243,692.805,660.746,683.134,690.672,728.078
1422,684.780,718.226,708.925,702.816,690.781,694.609,703.492,691.869,694.086,660.380,682.425,691.027,727.355
1423,683.605,717.802,707.514,701.406,690.084,694.488,702.538,693.195,695.074,660.796,681.711,691.502,726.774
1424,682.122,717.226,705.319,699.751,689.796,695.081,702.129,693.359,695.068,661.705,681.436,691.901,726.575
1425,680.878,716.781,703.187,698.949,689.647,696.111,702.026,692.183,694.333,662.252,681.693,692.104,726.190
1426,680.234,716.317,702.100,699.527,689.480,696.744,701.818,690.430,693.640,662.223,682.032,692.536,725.615
1427,680.398,715.829,701.913,700.742,689.762,696.347,701.481,689.028,693.516,662.403,681.770,693.701,725.385
1428,680.898,715.536,701.995,701.290,690.631,694.966,701.318,688.649,693.622,663.373,681.160,695.522,725.760
1429,681.086,716.141,701.997,700.862,691.547,693.337,701.458,689.231,693.469,665.202,681.214,696.905,726.182
1430,680.727,717.605,701.805,700.056,691.867,692.266,701.856,690.135,693.145,667.538,681.968,697.058,726.394
1431,680.257,719.350,701.574,699.370,691.710,692.175,702.250,690.641,693.186,669.829,682.324,696.738,727.120
1432,679.977,721.071,701.481,699.459,691.283,692.566,702.140,690.128,693.634,671.469,681.933,697.024,728.844
1433,680.030,722.505,701.504,700.406,690.968,692.983,701.633,688.912,694.015,672.373,681.834,698.053,731.436
1434,680.303,723.240,701.160,701.502,691.027,693.367,701.151,687.865,693.991,672.946,682.685,698.949,734.168
1435,680.289,723.060,700.180,701.899,691.133,693.700,701.197,687.940,693.560,673.766,683.778,699.143,736.503
1436,679.737,722.643,699.095,701.652,690.613,693.791,701.439,688.892,692.838,674.909,684.321,698.728,738.123
1437,679.033,722.619,698.983,700.930,689.346,693.461,701.261,689.944,692.198,676.104,684.222,698.184,739.165
1438,678.661,723.248,700.000,700.283,688.079,692.549,700.769,690.853,692.000,676.616,683.917,697.782,739.858
1439,678.253,724.181,701.396,700.302,687.337,691.596,700.333,691.470,692.171,676.115,683.805,697.422,740.472
1440,677.382,724.464,702.212,700.609,687.364,690.899,699.924,691.813,692.177,675.438,683.810,697.073,741.226
1441,676.349,723.564,702.496,700.645,688.217,690.498,699.072,691.462,691.726,675.826,683.658,696.677,742.064
1442,675.803,722.324,702.805,700.099,689.068,690.155,697.947,690.912,691.015,677.651,683.401,696.337,742.528
1443,675.418,721.548,703.828,699.580,689.079,689.862,696.837,690.769,690.378,680.143,683.147,696.349,742.179
1444,675.148,721.107,705.065,699.556,688.276,689.842,695.773,691.669,689.861,682.469,682.749,696.563,741.156
1445,675.401,720.619,705.721,699.966,687.391,690.175,695.314,693.227,689.499,684.087,682.588,696.701,739.958
1446,675.944,719.962,705.322,700.635,687.140,690.411,695.561,694.135,689.434,685.176,683.238,696.194,738.785
1447,675.924,719.179,704.267,701.012,687.586,689.997,695.917,694.147,689.743,685.887,684.364,695.092,737.534
1448,675.326,718.543,703.180,700.684,688.317,689.175,695.599,693.697,690.746,686.408,685.313,693.774,736.642
1449,675.020,718.150,702.516,699.599,688.765,688.778,694.917,693.434,692.528,686.479,685.620,692.680,736.316
1450,675.586,717.193,702.449,698.621,688.921,689.155,694.678,693.267,694.557,685.922,685.495,691.920,736.539
1451,676.526,715.714,702.875,698.923,688.964,689.764,694.985,693.215,696.271,684.980,685.382,691.206,736.612
1452,676.776,714.457,703.489,700.002,689.143,690.115,695.064,693.510,697.277,684.022,685.572,690.532,736.302
1453,676.079,713.864,704.032,700.495,689.505,690.458,694.648,694.124,697.584,683.213,685.952,689.849,735.980
1454,675.072,713.690,704.349,700.065,689.812,691.155,694.110,694.737,697.271,682.414,686.313,689.553,735.908
1455,674.651,713.588,704.352,699.469,689.975,691.825,693.890,695.084,696.882,681.898,686.548,689.779,735.835
1456,675.082,713.545,704.165,699.176,690.253,691.811,693.845,695.283,697.074,681.803,686.799,690.109,735.693
1457,675.964,713.579,703.995,699.459,690.738,691.455,693.981,695.378,697.493,681.768,687.174,690.367,735.939
1458,676.605,713.714,703.648,700.527,690.880,690.923,694.053,695.598,697.593,681.128,687.430,690.701,736.693
1459,676.391,713.690,702.865,701.937,690.242,690.246,694.155,695.920,697.156,679.688,687.249,691.340,736.939
1460,675.523,713.283,701.706,702.785,689.378,689.434,693.883,695.753,696.230,677.887,686.559,692.204,736.156
1461,674.533,712.571,700.706,702.790,688.887,688.987,693.564,694.677,695.342,676.616,685.979,693.046,734.749
1462,673.947,711.607,700.244,702.457,688.882,689.162,693.811,693.351,695.015,676.323,686.144,693.522,733.363
1463,673.757,710.352,700.324,702.299,688.964,690.030,694.610,692.932,695.094,676.289,686.727,693.182,731.858
1464,673.549,709.281,700.259,702.548,688.708,691.185,695.489,693.574,695.401,675.536,687.193,692.257,730.612
1465,672.855,708.648,699.496,702.891,688.106,692.310,695.966,694.494,695.708,674.067,687.152,691.512,729.958
1466,672.283,708.398,697.848,702.940,687.577,693.000,696.151,694.861,695.469,672.976,686.286,691.498,730.011
1467,672.638,707.986,696.037,702.623,687.195,692.983,696.318,694.430,694.277,672.889,685.016,692.078,729.989
1468,673.678,707.574,694.995,702.080,686.925,692.522,696.526,693.741,692.779,673.826,684.283,692.243,729.603
1469,674.740,707.398,695.065,701.507,686.783,692.397,696.345,693.562,692.319,674.887,684.553,691.206,729.277
1470,675.056,707.391,695.706,700.780,686.475,692.784,695.883,694.080,693.268,675.180,685.511,689.369,729.609
1471,674.355,707.412,696.055,700.101,686.165,693.680,695.867,695.008,694.637,674.629,686.500,687.726,730.737
1472,673.086,707.348,695.970,699.720,686.190,694.771,696.523,695.566,695.625,673.755,686.818,687.165,732.455
1473,671.931,707.021,695.479,699.720,686.489,695.667,697.144,695.506,696.274,672.954,686.318,687.947,734.388
1474,671.217,706.260,695.030,699.983,686.943,696.216,697.125,695.143,696.690,672.668,685.479,689.658,736.109
1475,671.069,705.276,694.890,700.454,687.563,696.411,696.617,695.076,697.124,672.837,684.914,691.066,736.751
1476,671.434,704.605,694.943,700.940,688.373,696.862,696.523,695.602,697.496,673.046,684.917,691.522,736.235
1477,671.967,704.590,694.551,700.819,689.140,697.896,697.371,696.088,697.903,672.872,685.096,691.233,735.522
1478,672.158,704.998,693.501,700.087,689.491,699.050,698.231,696.211,698.018,672.377,685.016,690.847,735.394
1479,672.095,705.371,692.599,699.210,689.380,699.030,698.367,695.813,697.634,672.076,684.650,690.585,735.696
1480,672.477,705.333,692.451,698.792,689.009,697.744,697.549,695.275,696.982,672.143,684.102,690.629,736.140
1481,673.681,704.981,692.783,699.070,688.482,696.061,697.102,694.649,696.434,672.499,683.674,691.165,736.453
1482,675.612,704.700,692.731,700.072,687.860,694.956,697.731,693.789,696.260,672.967,683.647,691.835,736.439
1483,677.309,704.448,691.963,701.428,687.532,694.707,698.799,693.096,696.546,673.360,683.995,692.158,736.151
1484,678.424,704.102,690.621,702.249,688.088,694.980,699.212,693.147,697.006,673.570,684.500,692.289,735.950
1485,679.161,703.986,689.309,702.179,689.018,695.125,698.754,693.805,697.068,673.800,684.824,692.434,735.869
1486,679.895,704.460,688.604,701.785,689.271,695.387,698.045,694.657,696.268,674.247,684.810,692.553,735.542
1487,680.539,705.021,688.202,701.391,688.903,695.950,697.534,695.235,694.761,674.868,684.176,692.405,735.003
1488,681.194,704.705,687.703,701.022,688.645,695.943,697.083,696.064,692.852,675.586,683.342,691.978,734.827
1489,682.336,703.607,687.222,700.761,688.903,694.798,696.644,697.084,691.029,676.722,683.158,691.311,735.511
1490,684.362,702.800,687.249,700.606,689.303,693.091,695.901,697.677,689.534,678.234,683.794,690.228,736.701
1491,687.201,702.805,687.798,700.585,689.382,691.983,695.083,697.470,688.519,679.798,684.658,688.951,737.310
1492,689.645,703.210,688.401,700.751,689.242,691.744,694.754,697.295,687.947,681.289,685.358,688.449,737.204
1493,690.783,703.264,688.776,700.976,689.276,691.710,695.474,697.530,687.617,682.698,685.671,689.197,737.034
1494,690.737,702.745,689.297,701.246,689.579,691.485,696.697,697.558,687.549,683.954,685.267,690.439,737.665
1495,690.059,702.143,690.382,701.739,689.593,690.963,697.197,697.048,687.755,684.603,684.246,691.430,738.816
1496,689.086,702.048,692.127,702.481,689.416,690.172,696.818,696.382,687.979,684.664,683.468,692.328,739.478
1497,688.043,702.145,694.180,703.213,689.296,689.273,696.489,695.797,688.021,683.985,683.650,693.129,739.430
1498,687.391,701.843,696.214,703.307,689.276,688.640,696.451,695.343,687.997,682.764,684.471,693.131,738.774
1499,687.734,700.931,698.494,702.959,689.050,688.401,696.288,695.000,688.106,681.816,684.992,692.039,737.835
1500,688.898,700.005,700.678,702.333,688.812,688.205,695.648,694.944,688.398,681.610,684.532,690.561,736.665
1501,690.023,699.731,702.519,701.701,688.532,687.997,694.576,695.175,688.770,681.698,683.297,689.629,735.570
1502,690.109,699.988,703.661,701.585,688.271,687.993,693.708,695.665,688.947,681.451,681.743,689.883,735.212
1503,689.066,700.276,704.067,701.816,688.041,688.182,693.731,696.247,688.696,680.616,680.861,691.556,735.835
1504,687.872,700.395,703.813,702.077,688.057,688.195,694.417,696.410,688.062,679.575,680.928,693.602,737.207
1505,687.194,700.571,702.975,702.568,688.247,687.747,694.970,695.749,687.165,678.892,681.615,694.534,738.168
1506,687.036,700.648,701.933,703.676,688.450,687.084,695.121,694.964,686.159,678.805,682.067,693.920,737.804
1507,686.895,700.362,701.359,704.886,689.038,686.980,694.932,695.108,685.723,679.156,681.936,692.818,736.000
1508,686.391,700.026,701.421,704.978,689.894,687.532,694.095,695.936,686.475,679.397,681.436,692.279,734.014
1509,685.411,700.074,701.850,703.582,690.577,687.997,692.875,696.335,688.221,679.419,680.741,692.262,733.003
1510,684.352,700.074,702.626,701.638,690.649,688.000,691.875,695.717,689.605,679.278,680.342,692.580,732.732
1511,683.674,699.838,704.067,700.396,690.308,688.135,691.178,694.271,689.460,679.169,680.738,693.294,732.631
1512,683.309,699.657,706.067,699.986,690.278,689.034,690.758,692.853,688.336,679.471,681.968,693.825,732.634
1513,683.257,699.550,708.272,699.850,690.982,690.229,690.985,691.932,687.416,680.284,682.981,693.714,733.360
1514,683.694,698.948,710.125,699.693,691.950,691.246,692.197,691.498,686.973,681.341,682.786,693.189,734.673
1515,684.408,697.750,711.618,699.473,692.577,692.111,693.955,691.167,686.932,682.026,681.693,692.769,736.053
1516,684.671,696.733,712.935,699.302,692.421,692.559,695.231,691.570,687.386,681.724,680.893,692.612,737.626
1517,684.092,696.538,714.072,698.976,691.602,692.135,695.417,693.147,688.496,680.633,680.890,692.568,740.316
1518,683.115,696.981,714.855,698.739,690.505,691.236,695.015,695.398,690.044,679.193,681.324,692.847,744.346
1519,682.490,697.660,714.958,699.036,689.588,690.869,694.951,696.625,691.437,677.735,681.794,693.599,748.430
1520,682.438,699.036,714.257,699.785,689.285,691.680,695.678,696.410,692.519,676.356,682.275,694.609,751.408
1521,682.714,701.462,712.928,700.256,689.672,693.384,697.064,695.745,693.590,675.069,682.703,695.262,752.905
1522,683.224,704.510,711.337,700.184,690.269,695.148,698.856,695.550,694.734,674.245,683.144,694.966,753.464
1523,684.211,707.376,709.706,699.676,690.308,696.505,700.576,695.773,695.437,673.833,683.310,693.947,753.863
1524,685.349,709.343,708.055,699.089,689.722,697.364,701.905,696.104,695.484,673.499,682.898,693.044,753.807
1525,686.201,710.000,706.249,698.841,689.201,698.044,702.474,696.462,694.850,673.317,681.864,692.716,752.986
1526,686.727,709.538,704.850,699.007,689.380,698.155,702.470,696.494,694.292,673.466,680.698,692.706,751.869
1527,687.339,708.729,704.773,699.258,690.416,697.364,702.258,696.004,694.557,673.544,680.254,692.927,751.053
1528,687.852,708.064,705.920,699.478,691.776,695.953,701.826,695.056,695.634,673.026,680.845,693.471,750.254
1529,688.289,707.774,706.983,699.879,692.962,695.131,701.189,693.948,696.732,672.028,681.914,694.163,748.827
1530,688.836,707.940,706.965,700.599,693.921,695.259,700.549,693.291,697.410,671.484,682.436,694.223,746.654
1531,689.493,708.326,706.302,701.384,695.149,695.717,700.352,693.494,697.664,671.657,682.176,693.689,744.285
1532,689.977,708.595,705.855,702.106,697.027,695.657,700.701,694.068,697.475,672.258,681.979,692.913,742.581
1533,690.003,708.743,705.594,702.606,699.192,694.933,701.038,694.000,696.950,672.579,682.174,692.119,742.142
1534,689.829,708.905,705.204,702.628,700.568,694.317,700.837,693.187,696.375,672.035,682.527,691.786,742.894
1535,689.562,709.019,704.661,702.101,700.543,694.660,700.155,692.562,695.861,670.696,682.882,692.034,744.709
1536,689.283,708.948,703.985,701.275,699.405,695.919,699.776,692.805,695.584,669.709,683.537,692.672,747.324
1537,689.188,708.850,703.651,700.505,698.256,697.492,700.341,693.908,695.271,669.518,684.270,693.267,750.324
1538,689.128,708.631,704.329,699.799,697.760,698.744,701.447,695.450,695.263,669.536,684.473,693.502,753.352
1539,688.523,707.926,705.683,699.242,697.701,699.199,702.076,696.801,696.109,669.293,684.321,693.447,755.911
1540,687.247,706.602,706.347,698.961,697.337,698.939,701.383,697.502,697.537,669.050,684.425,693.053,757.804
1541,685.796,705.550,705.693,698.995,696.093,698.343,700.197,697.143,698.667,668.876,684.545,692.718,759.198
1542,684.730,705.317,704.618,698.935,694.672,697.751,699.356,696.008,699.180,668.438,683.960,692.585,760.723
1543,683.908,705.443,703.913,698.362,694.036,696.818,699.057,694.574,699.395,667.386,682.701,692.651,762.869
1544,683.418,705.260,703.546,697.824,694.018,695.360,698.936,694.084,699.758,666.152,681.348,692.711,765.385
1545,683.408,704.760,703.185,697.971,693.692,694.013,698.822,694.920,700.192,665.642,680.388,692.454,767.606
1546,683.865,704.050,702.768,698.553,692.894,693.458,698.670,696.614,700.493,665.967,679.719,692.250,769.162
1547,684.507,703.171,702.274,698.713,692.206,693.714,698.330,697.960,700.516,666.384,679.270,692.575,770.263
1548,684.641,702.562,701.771,698.254,691.934,694.293,698.011,698.235,700.469,666.295,679.037,693.500,771.257
1549,683.865,702.374,701.165,697.585,691.731,695.057,698.186,697.422,700.785,665.547,679.238,694.187,772.204
1550,682.546,702.171,700.571,696.819,691.240,696.071,698.716,696.295,701.560,664.718,679.952,693.973,772.707
1551,681.668,701.669,700.160,695.853,690.591,697.273,698.667,695.506,702.407,664.421,680.799,693.519,772.723
1552,681.753,700.781,699.983,695.007,690.140,698.141,697.545,695.199,702.914,664.592,681.203,693.553,772.737
1553,682.513,699.440,699.945,694.742,690.161,698.111,695.939,695.279,703.148,664.618,681.126,694.119,773.246
1554,683.414,698.186,699.990,695.229,690.719,697.111,695.068,695.434,703.428,664.482,680.987,694.651,774.120
1555,684.043,697.750,699.636,696.135,691.579,696.037,695.595,695.303,703.776,664.601,680.856,695.012,774.453
1556,684.023,698.102,698.589,696.614,692.235,695.784,696.928,695.024,703.956,664.850,680.505,695.318,774.034
1557,683.280,698.774,697.297,696.558,691.971,696.145,698.064,694.857,703.926,664.616,679.770,695.803,773.391
1558,681.901,699.717,696.870,696.176,691.038,696.626,698.826,694.649,703.764,663.594,678.955,696.255,773.165
1559,680.572,701.229,697.633,695.862,690.373,697.081,699.292,694.498,703.322,662.482,678.361,696.328,773.008
1560,679.931,702.512,698.611,695.884,690.339,697.828,699.629,694.215,702.802,662.091,677.604,695.818,772.304
1561,679.661,702.800,698.880,696.459,690.726,698.532,699.394,693.785,703.012,662.692,676.634,695.279,770.478
1562,679.431,702.112,698.436,697.425,691.052,698.774,698.523,693.072,703.929,663.464,676.398,695.107,767.997
1563,679.151,701.007,697.504,698.510,691.335,698.724,697.311,692.725,704.926,664.007,677.594,694.869,766.190
1564,679.122,700.205,696.307,699.256,691.771,698.923,696.239,692.904,705.345,664.310,679.655,693.959,765.520
1565,679.118,700.114,695.105,699.179,692.303,699.690,695.583,693.418,704.965,664.419,681.599,692.743,765.084
1566,679.013,700.512,693.950,698.328,692.686,700.623,695.636,693.773,704.074,664.373,682.786,692.434,763.405
1567,679.016,700.876,692.915,697.635,692.817,700.862,695.837,694.072,702.956,664.612,683.067,693.602,760.494
1568,679.306,700.824,692.312,697.833,692.749,700.488,695.273,693.904,702.044,664.996,682.660,695.566,757.796
1569,679.638,700.276,692.364,698.425,692.914,700.115,693.795,693.191,701.575,664.967,681.898,697.044,756.556
1570,679.549,699.193,692.781,698.391,693.430,700.138,692.352,692.331,701.557,664.610,681.297,697.823,756.852
1571,679.391,697.662,692.955,697.691,694.000,700.768,691.776,691.594,701.923,664.421,680.957,698.318,757.704
1572,679.862,696.340,692.501,697.007,694.557,702.118,692.242,691.044,702.938,664.436,680.714,698.347,758.128
1573,680.859,695.738,691.746,696.841,695.477,703.788,693.292,690.542,704.776,664.579,680.390,697.842,757.785
1574,681.865,695.871,691.152,697.263,697.068,704.902,694.383,690.331,706.743,664.909,680.147,696.939,757.196
1575,682.516,696.505,691.242,698.147,698.787,704.919,695.265,690.709,707.965,665.367,680.080,696.049,757.344
1576,682.750,697.193,691.728,699.217,699.842,704.333,695.966,691.578,707.870,665.599,679.989,695.485,758.950
1577,682.901,697.129,692.137,699.990,700.190,703.586,696.254,692.327,706.734,665.384,679.725,695.126,761.760
1578,683.378,696.464,692.319,699.833,700.195,703.030,696.167,692.530,705.676,664.928,679.695,694.867,765.095
1579,684.319,695.910,692.544,698.899,699.939,702.741,695.549,692.785,705.717,664.466,680.366,694.811,768.296
1580,685.707,695.755,692.761,698.314,699.606,702.640,694.780,693.343,706.850,663.759,681.385,694.937,770.659
1581,687.378,695.455,692.611,698.944,699.627,702.441,694.186,693.542,707.575,662.978,681.885,694.794,771.813
1582,688.855,694.690,692.362,700.193,700.050,702.583,694.004,693.084,707.180,662.829,681.570,694.119,771.659
1583,689.658,694.090,692.616,700.633,700.405,703.141,694.106,692.327,705.988,664.035,681.051,693.439,771.218
1584,690.003,693.771,693.406,699.867,700.385,703.313,694.276,691.725,704.655,666.393,680.802,693.221,772.064
1585,690.161,693.557,693.656,698.925,700.127,702.317,694.383,691.610,703.392,669.204,680.906,693.112,774.436
1586,690.201,693.131,692.631,698.558,699.735,700.636,694.261,691.733,702.165,672.009,681.120,692.714,777.159
1587,690.454,692.217,690.788,698.406,698.864,699.337,693.996,692.183,701.165,674.401,681.299,692.066,779.142
1588,690.865,691.138,689.332,698.379,697.382,698.583,693.686,692.892,700.487,675.918,681.497,691.532,780.383
1589,690.882,690.162,688.668,698.331,695.557,697.822,693.580,693.347,700.448,676.336,681.578,691.337,781.665
1590,690.118,689.383,688.933,698.321,693.900,696.801,693.439,693.008,700.782,676.113,681.676,691.401,783.243
1591,689.312,688.614,690.342,698.674,692.900,695.822,693.337,692.227,700.734,676.124,681.778,691.468,784.905
1592,688.747,687.876,692.781,699.382,692.670,695.081,693.144,691.813,699.832,676.870,682.211,691.294,786.140
1593,688.092,687.805,695.608,699.848,692.894,694.532,692.966,691.669,698.764,678.247,682.594,690.624,786.793
1594,687.168,688.669,698.105,699.696,692.977,694.296,693.205,691.486,697.976,680.245,682.580,689.646,786.975
1595,686.322,689.764,699.696,699.234,692.706,694.182,693.917,691.223,697.522,682.577,682.051,688.799,786.768
1596,685.582,690.012,700.167,698.601,692.319,694.199,694.864,691.375,696.947,684.924,681.449,688.155,786.095
1597,684.924,689.433,699.728,698.314,691.953,694.539,695.610,692.211,696.171,686.727,680.888,687.444,784.897
1598,684.655,688.912,699.347,698.925,691.443,695.798,696.432,693.582,695.826,687.367,680.735,686.670,783.483
1599,684.668,689.045,699.913,700.082,690.903,698.350,697.439,695.128,697.142,686.796,681.083,686.308,782.380
1600,684.878,690.040,701.339,700.647,690.511,701.838,698.254,696.502,700.254,685.588,681.452,686.728,781.950
1601,685.253,691.629,703.107,700.266,690.292,705.229,698.333,697.243,703.858,684.241,681.332,687.726,781.514
1602,685.309,693.048,704.648,699.512,690.152,707.859,697.682,697.139,706.478,682.724,680.725,688.558,780.221
1603,684.602,693.688,705.691,699.123,689.959,709.599,697.061,696.641,707.743,681.273,679.957,688.947,778.184
1604,683.536,693.540,706.516,699.046,689.851,710.471,696.583,696.135,708.283,680.095,679.719,689.073,776.209
1605,682.914,693.086,707.232,699.039,689.783,710.354,696.057,695.984,708.501,679.668,679.997,688.888,774.539
1606,682.539,692.681,707.691,699.121,689.747,709.569,695.720,696.116,708.289,680.087,680.425,688.544,772.866
1607,681.977,692.714,707.953,699.614,689.600,708.980,695.901,696.064,707.534,680.727,680.652,688.379,770.978
1608,681.299,693.067,708.312,700.345,689.502,708.559,696.019,695.554,706.445,681.137,681.262,688.269,768.849
1609,680.865,693.221,708.726,700.954,689.647,707.953,695.443,694.749,705.378,680.892,682.888,687.840,766.092
