 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13
596,671.007,714.707,694.259,702.430,689.376,696.764,698.019,685.781,694.823,669.564,682.925,692.282,770.785
597,670.868,714.279,695.549,702.500,688.466,696.579,697.227,684.916,693.531,669.284,682.623,692.226,770.631
598,670.303,713.695,697.045,702.159,687.403,696.990,696.466,684.430,691.614,669.072,682.628,691.852,769.922
599,669.747,712.576,697.973,701.589,686.923,697.219,695.947,684.347,690.080,668.675,683.214,691.306,769.190
600,669.760,711.138,697.910,701.179,687.294,697.040,695.599,684.410,689.493,668.022,684.080,691.068,768.673
601,670.240,710.017,697.264,701.145,687.615,696.657,695.489,684.625,689.543,667.662,684.834,691.464,768.237
602,670.691,709.852,696.890,701.263,686.824,696.263,696.038,685.195,689.746,667.898,685.382,692.158,767.497
603,670.793,710.652,697.057,701.256,685.355,696.020,696.898,686.359,690.277,668.477,685.679,693.051,766.291
604,670.257,711.859,697.344,700.973,684.609,696.141,697.409,687.837,691.404,669.247,685.527,694.388,764.860
605,669.711,712.988,697.501,700.403,685.109,696.529,697.701,689.355,693.091,670.369,685.118,695.949,763.740
606,670.030,714.019,697.818,699.787,685.984,696.788,698.159,690.821,694.917,671.722,684.545,697.109,763.201
607,670.796,715.174,698.461,699.258,686.403,697.084,698.307,692.371,696.413,672.948,684.024,697.728,763.226
608,670.609,716.336,699.112,698.669,686.172,697.771,697.682,694.096,697.708,673.907,683.650,698.180,763.584
609,669.234,717.145,699.339,697.773,685.889,698.943,696.875,695.665,698.805,674.623,683.452,698.488,763.933
610,667.964,717.505,698.948,697.010,686.111,699.885,696.826,696.466,699.690,675.249,682.920,698.296,763.905
611,667.839,717.883,698.569,696.771,686.656,699.906,697.333,696.502,699.926,676.063,682.032,697.607,763.254
612,668.908,718.817,698.579,697.118,686.769,699.091,697.898,696.199,699.540,677.163,681.238,696.983,762.209
613,670.092,720.162,699.045,697.527,685.909,697.710,697.742,696.120,698.794,678.148,680.658,697.029,761.218
614,670.533,721.274,700.224,697.522,684.482,696.205,696.583,696.315,698.100,678.892,680.206,697.881,760.612
615,670.007,721.650,701.985,697.094,683.464,695.377,695.136,696.908,697.428,679.377,679.717,699.163,760.360
616,669.345,721.307,703.501,696.659,683.367,695.660,694.212,697.872,696.625,679.672,679.706,700.342,760.265
617,669.211,720.683,704.217,696.570,683.783,696.710,694.061,698.912,695.525,679.434,680.342,700.874,760.179
618,669.424,720.290,704.339,696.925,683.909,697.138,694.292,699.817,694.389,678.920,681.195,700.519,759.961
619,669.549,720.467,704.177,697.536,683.717,696.256,694.667,700.036,694.124,678.640,681.781,699.614,759.676
620,669.441,720.700,703.955,698.377,683.980,694.606,694.792,699.187,695.062,678.657,681.853,698.791,759.670
621,669.753,720.333,704.137,698.971,684.885,693.515,694.776,697.801,696.634,678.486,681.540,698.442,759.877
622,670.553,719.464,704.691,698.865,685.525,693.929,694.936,696.769,697.779,677.690,681.123,698.587,760.128
623,671.299,718.933,704.985,698.283,685.063,695.549,695.526,696.028,697.956,676.254,681.021,698.808,760.307
624,671.987,719.298,704.651,697.799,683.828,697.663,696.591,695.466,697.817,674.915,681.142,698.971,760.346
625,673.296,719.952,703.903,697.563,682.812,699.539,697.636,695.147,698.209,674.213,681.110,699.189,760.318
626,675.490,719.740,703.237,697.232,682.552,701.091,698.451,695.191,699.266,673.937,680.952,699.478,760.595
627,677.901,718.641,702.815,696.799,682.792,702.909,699.250,695.406,700.142,673.438,680.829,699.789,761.615
628,679.740,717.448,702.297,696.357,683.011,705.327,699.894,695.681,700.378,672.536,681.024,700.012,764.131
629,681.128,716.564,701.549,695.773,682.959,707.697,700.155,696.183,700.130,671.453,681.441,699.551,768.346
630,682.178,715.383,701.017,694.923,682.765,709.300,699.761,696.382,699.637,670.746,681.904,698.092,773.299
631,682.326,713.633,700.756,694.232,682.362,709.751,698.610,695.849,698.982,671.028,682.532,696.165,777.109
632,681.293,711.771,700.658,694.488,681.821,709.542,696.663,694.896,698.142,672.358,683.201,694.493,779.212
633,679.888,710.317,700.359,695.614,681.699,709.239,694.644,694.175,697.029,674.039,683.623,693.367,780.531
634,679.118,709.374,699.506,696.949,682.242,708.997,693.670,694.235,695.938,675.141,683.623,692.760,782.198
635,679.204,709.057,698.197,698.140,682.964,708.407,694.227,694.884,695.177,675.386,683.388,693.233,783.922
636,680.704,709.138,696.676,699.089,683.111,707.569,695.776,695.355,694.997,675.150,683.013,695.199,784.841
637,683.694,708.967,695.244,699.546,682.224,706.825,697.394,695.394,695.224,674.787,682.519,697.573,784.425
638,687.388,708.098,694.224,699.389,680.534,706.128,698.258,695.378,695.522,674.323,682.016,698.786,783.115
639,690.204,706.926,693.559,699.046,679.077,705.003,698.269,695.239,695.448,673.833,681.711,698.726,781.561
640,691.503,706.214,692.873,699.258,678.912,703.633,697.905,694.916,694.950,673.555,681.631,698.728,780.061
641,692.109,706.179,691.988,700.039,680.251,702.737,697.420,694.673,694.404,673.813,681.615,699.301,778.813
642,693.260,706.617,691.127,700.495,681.876,702.360,696.901,694.745,694.133,674.343,681.265,699.665,777.777
643,695.365,707.243,690.798,700.283,682.679,701.758,696.462,695.155,693.673,674.620,680.500,699.337,776.763
644,697.451,707.733,691.282,699.872,682.878,700.771,696.117,695.498,692.313,674.291,679.802,698.854,775.385
645,698.345,707.641,691.975,699.645,683.473,700.121,695.905,695.239,690.734,673.490,680.016,698.864,773.358
646,697.987,707.093,691.813,699.628,684.993,700.478,695.682,694.235,690.493,672.338,681.043,699.187,771.190
647,697.520,706.652,690.815,699.601,687.391,701.360,695.610,692.996,691.614,671.121,682.086,699.570,770.022
648,697.530,706.736,690.092,699.621,690.138,702.088,695.447,692.458,692.971,669.826,682.591,700.131,770.841
649,697.826,707.121,690.224,700.164,692.545,702.562,695.216,693.044,693.493,668.427,682.666,700.867,773.623
650,697.500,707.141,691.082,701.425,694.208,703.145,694.663,693.837,693.171,667.035,682.591,701.119,776.899
651,696.201,706.141,691.970,702.551,695.068,704.010,693.758,694.108,692.493,666.204,682.390,700.403,779.344
652,694.523,705.138,692.297,702.845,695.416,704.640,692.917,693.805,691.920,666.134,682.222,699.223,780.791
653,692.947,705.436,691.988,702.263,695.299,704.626,692.761,693.068,691.587,666.952,682.155,698.073,781.651
654,691.720,706.831,691.940,701.299,694.894,703.963,693.318,692.012,691.684,668.202,682.083,697.036,782.073
655,690.743,708.271,692.828,700.389,694.314,702.923,693.867,691.076,691.740,668.991,681.917,696.146,782.447
656,690.089,709.233,694.127,699.908,693.826,701.923,693.629,690.645,691.251,668.954,681.754,695.663,783.271
657,690.069,709.879,694.997,700.087,693.290,701.313,692.970,690.641,690.192,668.562,681.719,695.381,784.196
658,690.530,710.576,694.870,700.932,692.477,701.168,692.568,690.550,689.507,668.260,681.813,695.005,784.927
659,690.684,711.512,694.072,701.657,691.516,701.074,692.720,690.084,689.776,667.701,682.275,694.648,784.986
660,690.395,712.464,693.312,701.539,690.878,700.643,693.390,689.410,690.516,667.113,683.463,694.541,784.536
661,690.283,712.945,692.910,701.372,690.740,699.795,694.205,688.936,690.867,667.284,685.324,694.456,784.288
662,690.128,713.093,692.698,702.036,691.029,698.731,694.750,689.060,690.575,668.466,686.845,694.272,784.763
663,689.178,712.857,692.591,703.225,691.473,697.973,694.561,689.566,689.991,669.503,687.390,694.670,785.793
664,687.398,711.655,692.608,704.000,691.695,697.845,693.773,690.183,689.401,669.351,687.380,695.869,786.807
665,686.043,709.790,693.050,704.237,691.735,698.128,693.311,690.606,688.628,668.390,687.741,697.165,787.640
666,685.924,708.467,693.658,704.447,691.894,698.448,692.924,690.717,688.041,667.996,688.414,698.097,788.564
667,686.388,708.324,693.825,705.034,692.190,698.983,691.875,690.275,688.168,668.679,688.848,699.015,790.042
668,686.382,708.940,693.152,705.845,692.543,700.266,690.617,689.522,689.322,669.508,688.941,700.447,791.830
669,685.961,709.857,691.908,706.722,692.968,702.054,690.436,688.936,690.817,669.115,689.372,702.464,793.567
670,685.793,710.974,691.127,707.370,693.260,703.549,691.648,688.944,691.546,667.206,690.479,704.223,794.810
671,685.592,711.652,690.988,707.647,692.977,704.253,693.189,689.422,691.463,664.666,691.810,704.961,795.617
672,684.816,711.138,691.085,707.415,692.253,704.202,694.030,690.195,691.729,662.549,692.936,704.633,795.827
673,683.599,709.202,690.798,706.609,691.636,703.855,693.519,691.100,692.903,661.542,693.246,703.862,795.338
674,682.776,706.586,690.100,704.990,691.215,703.216,692.186,691.765,694.027,661.850,693.003,703.151,794.469
675,682.276,704.367,689.224,703.280,690.661,702.256,691.023,691.777,693.711,663.638,692.545,702.427,793.763
676,681.490,702.957,688.703,702.464,689.869,701.357,690.799,691.032,692.068,666.525,692.158,701.614,793.251
677,680.349,702.248,689.072,702.780,689.224,700.980,691.288,690.040,690.204,669.735,691.709,700.893,792.511
678,679.546,702.036,690.396,703.321,688.663,701.226,691.928,689.303,688.646,672.484,691.045,700.279,791.804
679,679.375,701.867,692.259,703.198,688.281,701.394,692.602,689.239,687.386,674.443,690.241,699.333,791.282
680,679.898,701.669,694.020,702.290,688.464,701.067,693.417,689.514,686.248,675.807,689.660,698.012,790.894
681,680.530,701.326,695.496,701.623,689.498,700.380,693.913,689.187,685.740,676.603,689.299,696.689,790.832
682,681.118,701.114,696.616,702.063,690.654,699.697,693.708,688.263,686.263,676.592,689.094,695.886,791.070
683,681.523,701.350,697.501,703.640,691.124,699.401,693.117,687.574,687.764,675.918,689.227,695.568,791.087
684,682.125,701.440,698.439,705.797,690.796,699.650,692.724,687.410,689.490,675.315,689.570,695.541,790.302
685,683.250,700.912,699.728,707.802,689.871,700.057,692.879,687.351,691.080,675.312,689.826,695.427,788.855
686,684.961,700.176,701.115,709.205,689.224,700.444,693.330,687.625,692.687,675.944,690.115,695.444,787.372
687,686.694,700.105,701.668,710.121,689.054,700.828,693.633,688.299,694.215,676.625,690.449,696.155,785.718
688,687.780,700.700,701.042,710.848,688.923,701.131,693.837,689.235,694.997,676.898,690.647,697.517,783.707
689,688.161,701.255,699.828,711.594,688.163,700.761,693.939,690.534,695.068,676.597,690.762,698.769,781.978
690,688.737,701.590,699.312,712.162,686.814,700.064,694.064,692.586,694.991,675.642,690.909,699.546,781.676
691,689.727,702.117,699.885,712.101,685.713,699.640,694.538,695.347,695.345,674.338,691.045,700.039,782.422
692,690.569,703.162,700.843,711.379,685.335,699.532,695.629,698.032,696.286,673.308,691.158,700.286,782.662
693,690.780,704.217,701.027,710.179,685.457,699.380,696.492,699.801,697.478,673.076,691.259,700.056,781.475
694,690.711,704.571,700.102,709.307,685.706,699.431,696.727,700.598,698.159,673.141,691.302,699.415,779.346
695,690.234,704.307,698.883,709.063,686.181,699.556,696.860,700.932,697.681,672.879,690.709,698.842,777.173
696,689.533,703.743,698.037,709.314,686.914,698.845,697.489,701.311,696.171,672.382,689.610,698.825,775.402
697,688.947,702.657,697.623,709.643,687.674,697.222,698.205,701.422,694.071,672.308,688.438,699.233,773.992
698,688.711,700.812,697.349,710.266,688.088,695.660,697.742,701.064,691.968,672.859,687.553,699.641,773.134
699,688.599,698.848,697.379,711.754,688.176,695.044,696.318,699.992,690.684,673.512,687.222,699.745,773.092
700,688.421,697.821,697.736,714.056,688.190,695.101,695.549,698.562,690.472,673.887,687.123,699.837,773.466
701,688.023,697.862,697.997,716.162,688.396,695.219,695.939,697.092,690.407,674.254,686.866,700.252,773.159
702,687.615,698.579,697.556,717.244,688.690,695.135,695.913,696.044,690.035,674.742,686.155,700.985,771.637
703,686.980,699.505,696.768,717.191,688.756,694.832,694.561,695.641,689.717,674.941,685.214,701.391,769.737
704,686.046,700.069,695.985,716.756,688.167,694.263,692.701,695.821,689.770,674.941,684.586,701.180,768.514
705,684.921,700.109,695.392,716.558,686.919,693.448,691.261,696.462,690.271,674.887,684.548,700.784,768.170
706,684.332,699.826,695.130,716.307,685.681,692.710,690.731,697.151,691.083,675.069,684.685,700.488,768.056
707,684.211,699.629,695.254,715.546,685.244,692.327,691.136,697.187,691.826,675.204,684.762,700.095,767.676
708,683.582,699.655,695.192,714.341,685.756,692.202,692.205,696.713,692.100,674.978,684.738,699.522,766.899
709,682.013,699.648,694.698,713.563,686.937,692.125,693.148,696.510,692.029,674.236,684.620,698.837,765.595
710,680.707,699.490,694.204,713.691,688.038,691.906,693.458,696.629,691.829,672.894,684.083,698.296,763.888
711,680.799,699.195,694.394,714.287,688.568,691.455,693.508,696.355,691.392,671.193,683.302,698.369,762.251
712,681.648,698.976,695.372,714.519,688.570,690.741,693.655,695.247,690.876,669.351,682.513,699.248,760.978
713,682.283,698.938,696.668,713.867,688.317,689.916,693.750,693.948,690.734,667.829,681.947,700.500,759.816
714,682.589,698.900,697.504,712.493,687.778,689.024,693.845,692.849,691.236,666.662,681.853,701.272,758.341
715,682.816,698.683,697.272,710.809,686.968,688.417,694.057,691.948,691.673,666.249,682.147,701.044,756.687
716,682.694,698.407,696.257,709.246,686.172,688.397,694.091,691.422,691.133,666.627,682.468,699.985,755.489
717,682.105,698.452,695.292,708.172,685.647,688.721,693.648,691.398,689.850,667.347,682.682,698.859,755.182
718,681.237,698.662,694.793,707.894,685.328,689.138,692.928,691.446,688.510,667.939,682.668,698.151,755.115
719,680.368,698.533,694.601,708.273,685.086,689.354,692.477,691.375,687.676,668.308,682.543,697.845,754.503
720,679.599,697.876,694.444,708.804,685.167,689.236,692.735,691.307,687.496,668.544,682.492,698.087,753.128
721,678.730,697.152,694.222,709.048,685.998,688.899,693.720,691.538,687.923,668.863,682.636,698.592,751.838
722,677.724,696.655,694.195,708.594,687.170,688.801,694.617,691.988,688.227,669.271,683.045,698.893,750.992
723,677.191,696.102,694.327,707.896,687.851,688.906,694.966,692.506,687.773,669.514,683.596,698.437,750.578
724,677.556,695.107,694.429,707.681,687.907,688.936,694.807,692.884,686.900,669.631,683.944,697.352,750.863
725,678.510,693.905,694.756,708.085,687.636,688.862,694.401,692.952,686.097,669.839,683.909,696.316,751.623
726,679.066,693.307,695.678,708.577,686.909,689.276,693.970,692.853,685.504,669.636,683.741,695.612,752.483
727,678.641,693.638,696.733,708.572,685.670,690.024,693.405,692.737,685.628,668.603,683.500,695.005,753.511
728,677.428,694.629,697.157,708.085,684.394,690.391,692.841,692.522,687.136,667.295,683.211,694.274,754.860
729,676.375,695.669,696.900,707.399,683.706,689.923,692.492,691.976,689.743,666.544,683.324,693.891,756.355
730,676.112,696.388,696.374,706.713,683.747,688.889,692.651,691.347,692.472,666.425,683.842,694.216,757.215
731,676.543,696.476,695.958,705.867,684.086,688.057,693.129,690.749,694.416,666.412,684.289,695.209,756.749
732,677.132,696.555,695.835,705.157,684.391,688.141,693.390,690.375,695.555,666.124,684.848,696.121,755.617
733,677.658,697.310,695.918,704.957,684.518,689.131,693.356,690.163,696.230,665.633,685.949,696.417,755.690
734,678.158,698.374,696.025,704.879,684.337,690.414,693.295,690.124,696.466,665.169,687.254,696.379,757.944
735,678.411,698.798,695.960,704.210,683.665,691.465,693.386,689.948,696.310,664.848,688.070,696.551,761.612
736,678.247,698.126,695.746,703.312,682.828,692.135,693.686,689.398,696.180,664.709,688.388,697.342,765.098
737,677.661,696.510,695.439,702.918,682.165,692.354,693.894,688.693,696.342,664.818,688.436,698.371,767.436
738,677.266,694.900,694.995,703.126,681.989,691.987,693.636,688.108,696.516,665.156,688.171,699.223,768.383
739,677.132,693.960,694.783,703.225,682.158,691.549,692.932,687.841,696.289,665.716,687.481,699.985,768.341
740,676.961,693.698,695.135,702.635,682.550,691.333,692.398,687.781,695.900,666.724,686.631,700.675,767.804
741,676.362,693.869,695.788,701.727,682.932,691.360,692.651,687.769,695.852,668.388,686.275,701.027,766.980
742,675.655,694.364,696.222,700.942,683.147,691.784,693.216,688.171,696.416,670.555,686.422,700.966,765.673
743,675.530,695.286,696.414,700.481,683.041,693.155,693.538,689.263,697.316,672.540,686.783,700.570,764.394
744,676.793,696.164,696.761,699.935,682.785,695.047,693.492,690.900,698.115,673.909,686.834,699.947,764.291
745,679.188,696.652,697.384,699.215,682.758,696.825,693.432,692.143,698.684,674.918,686.037,699.444,765.838
746,681.556,696.581,697.988,698.749,682.833,697.717,693.303,692.199,699.121,675.711,684.775,699.238,768.271
747,683.224,695.905,698.177,698.923,682.810,697.340,693.121,691.175,699.324,676.226,683.888,699.032,770.056
748,684.329,694.710,697.830,699.611,683.052,696.394,692.689,689.912,699.109,676.419,683.944,698.905,770.553
749,685.171,693.569,697.569,700.449,683.896,695.889,692.371,689.426,698.528,676.794,684.642,699.080,770.070
750,685.635,693.045,697.938,700.964,684.937,695.620,692.489,689.482,697.867,677.523,685.556,699.430,769.036
751,685.372,692.931,698.671,700.679,685.256,694.950,693.220,689.151,697.619,678.299,686.730,699.541,767.327
752,684.724,692.876,699.309,699.710,684.570,694.054,693.985,688.721,697.920,678.766,687.521,699.410,764.944
753,684.625,692.891,699.793,698.773,683.762,693.923,694.053,688.821,698.437,678.655,687.401,699.277,762.994
754,685.184,693.195,700.177,698.372,683.475,694.805,693.674,689.247,698.634,677.874,686.730,699.502,762.310
755,685.786,694.131,700.486,698.430,683.618,695.882,693.826,689.514,698.699,676.482,685.786,700.349,762.810
756,685.990,695.376,700.666,698.435,683.563,696.202,694.401,689.319,698.788,675.152,684.826,701.328,763.740
757,686.211,695.981,700.838,698.314,683.595,695.997,694.678,688.869,698.814,674.562,684.048,701.383,764.128
758,686.306,695.450,701.045,698.191,683.656,695.680,694.280,688.689,698.522,674.306,683.778,700.192,763.922
759,685.908,694.129,701.594,697.913,683.265,695.081,693.417,689.076,697.487,673.575,683.864,698.667,763.595
760,685.178,692.871,702.190,697.268,682.409,694.054,692.542,689.685,695.929,672.427,684.209,697.658,763.709
761,684.678,692.124,702.608,696.345,682.045,693.357,692.224,689.912,694.336,671.636,684.358,697.170,764.615
762,684.467,691.836,702.850,695.553,682.652,693.374,692.549,689.892,693.074,671.668,684.291,696.563,765.916
763,684.362,691.476,702.958,695.442,683.299,693.448,693.045,689.924,692.242,672.091,684.345,695.667,767.036
764,684.079,690.690,702.663,696.345,683.231,692.862,693.170,689.410,692.009,672.540,684.676,694.990,767.665
765,683.569,689.617,701.865,698.172,682.751,692.158,692.996,688.251,691.935,673.200,685.128,694.833,768.053
766,683.359,689.031,700.589,700.070,682.593,692.094,692.708,687.267,691.198,674.041,685.583,694.883,768.416
767,683.382,689.464,699.067,701.355,682.871,692.576,692.625,687.299,690.301,674.473,685.754,694.801,768.313
768,683.135,690.626,697.521,702.053,683.231,692.852,692.345,687.972,690.136,674.171,685.238,695.010,767.458
769,682.352,691.733,696.242,702.672,683.581,692.475,691.617,688.438,691.000,673.419,684.281,695.437,766.201
770,681.586,692.683,695.359,703.355,683.837,691.535,691.242,688.673,691.740,672.499,683.377,695.459,765.137
771,681.395,693.614,694.840,704.130,684.027,690.485,691.754,688.765,691.342,671.607,682.676,694.704,764.640
772,681.875,694.550,694.569,704.802,684.398,689.721,692.432,688.649,690.127,670.657,682.118,693.553,764.207
773,682.546,695.338,694.392,705.138,684.826,689.340,692.360,688.378,689.428,669.629,682.075,692.796,763.651
774,682.780,696.210,694.529,705.437,684.851,689.290,691.470,687.765,689.814,668.798,683.075,692.444,762.972
775,682.230,697.010,694.688,706.176,684.421,689.290,690.523,686.649,690.286,668.479,685.059,692.345,761.969
776,681.095,697.312,694.514,706.848,684.081,689.374,690.519,685.853,690.162,668.223,687.559,692.553,760.341
777,679.451,696.810,693.621,706.935,684.333,689.707,691.591,685.956,689.516,667.620,689.930,693.357,758.159
778,678.086,696.000,692.279,706.321,684.971,690.525,692.716,686.554,688.761,666.989,691.618,694.364,756.034
779,677.516,695.238,691.055,705.536,685.814,691.747,692.913,686.693,688.086,666.764,692.342,695.143,754.542
780,677.780,694.838,690.411,704.691,686.631,692.774,692.659,686.223,687.838,666.655,692.455,695.517,753.919
781,678.632,694.974,690.162,703.621,687.269,692.761,692.614,685.586,688.560,666.293,692.535,695.483,753.955
782,679.651,695.498,690.110,702.415,687.652,691.889,692.852,685.323,690.445,665.573,692.971,694.883,754.358
783,680.339,695.814,690.284,701.766,687.606,690.798,693.053,685.382,692.799,664.839,693.626,693.905,754.578
784,680.253,695.631,690.636,702.225,687.382,689.828,693.114,685.490,694.841,664.349,694.452,693.262,754.045
785,679.345,695.338,691.040,703.599,687.100,689.283,692.746,685.530,696.015,664.386,695.187,693.257,753.014
786,678.214,694.940,691.606,704.954,686.710,689.276,692.011,685.386,696.298,664.833,695.380,693.524,752.277
787,677.493,694.243,692.232,705.543,686.014,690.118,691.182,685.219,695.920,665.603,695.088,693.684,751.885
788,677.451,693.595,692.676,705.060,685.317,691.448,690.670,685.813,695.587,666.380,694.770,693.922,751.338
789,677.783,693.650,692.835,704.147,685.292,692.569,690.697,687.072,695.670,666.898,694.444,694.029,750.469
790,678.263,694.212,692.668,703.676,685.896,693.236,690.943,688.139,696.112,667.102,693.829,693.527,749.279
791,678.431,694.590,692.254,703.935,686.502,694.071,690.920,688.454,696.799,667.245,693.219,692.558,748.229
792,677.625,694.574,691.885,704.201,686.643,695.104,690.436,688.263,697.870,667.512,693.075,691.966,747.941
793,676.378,694.386,692.032,703.797,686.498,695.902,689.674,688.382,699.454,667.655,693.725,692.643,748.142
794,675.355,694.395,692.606,702.930,686.172,696.195,688.898,688.904,700.982,667.241,695.032,694.464,747.958
795,675.122,694.669,693.506,702.302,685.704,696.441,688.235,689.542,701.773,666.577,696.064,696.473,746.950
796,675.780,694.957,694.584,702.237,685.215,696.751,688.076,689.637,701.879,665.948,696.072,697.883,745.606
797,676.586,694.893,695.716,702.440,684.695,696.862,688.417,689.339,701.903,665.950,695.029,698.578,744.330
798,676.720,694.500,696.516,702.435,684.296,697.199,688.614,689.120,702.298,666.826,693.797,698.502,743.089
799,676.191,694.364,696.778,702.031,684.145,698.074,688.776,689.582,702.838,668.126,692.952,697.767,741.989
800,675.688,695.195,696.638,701.302,684.346,699.424,689.595,690.546,703.333,668.831,692.463,696.658,741.690
801,675.421,697.038,696.140,700.466,684.579,700.923,691.148,691.128,703.779,668.568,692.222,695.451,742.754
802,675.138,699.331,695.217,699.862,684.853,702.236,692.553,690.426,704.021,667.939,692.075,694.279,744.846
803,675.102,701.357,694.224,699.739,685.303,703.172,693.273,688.876,704.330,667.371,691.914,693.294,746.933
804,675.747,702.667,693.439,700.179,685.828,703.438,693.610,687.219,704.540,666.978,691.321,692.762,748.257
805,676.793,703.371,692.825,701.275,686.204,703.259,693.655,686.287,704.540,666.527,690.404,692.937,748.858
806,677.306,703.826,692.115,702.725,686.480,703.246,693.064,686.155,704.248,666.332,689.701,693.612,748.701
807,676.520,704.395,691.626,703.944,686.860,703.529,692.030,686.343,703.540,666.549,689.679,694.131,747.559
808,674.872,704.721,691.608,704.862,687.195,703.512,691.599,686.737,702.145,666.898,689.984,693.760,745.634
809,673.464,704.391,691.813,705.556,687.176,702.576,692.322,687.880,700.587,666.614,690.064,692.791,743.760
810,672.882,703.943,691.574,705.739,687.190,700.832,693.390,690.251,699.566,665.755,690.187,692.417,743.064
811,673.033,704.050,690.608,705.360,687.656,698.801,693.886,692.936,699.381,665.093,690.642,693.148,743.584
812,673.273,704.724,689.781,704.763,688.518,697.522,693.883,694.454,699.386,664.950,691.206,694.583,744.564
813,673.286,705.295,690.579,704.399,689.113,697.505,693.814,694.892,699.142,665.015,691.642,696.192,745.492
814,673.289,705.083,693.601,704.338,689.167,698.572,693.617,695.458,698.351,665.015,691.586,697.544,745.804
815,673.523,704.179,697.571,704.466,688.937,699.552,693.140,696.566,697.201,664.833,690.743,698.546,744.930
816,673.819,703.352,701.087,704.432,688.794,699.350,692.674,698.044,696.083,664.169,689.607,699.201,742.997
817,674.049,703.171,703.541,704.019,688.428,697.916,692.542,699.594,695.678,663.254,689.099,699.786,740.584
818,674.747,703.357,705.115,703.341,687.514,696.077,692.886,700.940,696.006,662.796,689.495,699.879,738.751
819,676.359,703.359,706.165,702.672,686.428,694.842,693.712,701.785,696.428,663.206,690.136,699.133,738.064
820,678.618,703.195,706.813,702.099,686.045,694.468,694.371,702.283,696.310,664.150,690.067,697.871,738.500
821,680.395,703.298,707.105,701.423,686.511,694.327,694.117,702.610,695.445,664.959,689.123,697.012,739.304
822,681.092,703.545,706.905,700.531,687.253,694.000,692.924,702.582,694.224,665.115,687.917,696.976,739.737
823,681.303,703.783,706.349,699.705,687.853,693.569,691.140,701.904,693.133,664.744,687.209,697.301,739.637
824,681.602,703.831,705.613,699.725,688.229,693.350,689.420,700.685,692.437,664.518,687.128,697.643,739.187
825,682.138,703.400,705.022,700.394,687.900,693.020,688.602,699.243,692.006,664.857,687.324,697.942,738.821
826,682.740,702.574,704.434,700.761,686.808,692.367,689.091,697.629,691.767,665.115,687.631,697.915,738.891
827,683.224,701.859,703.820,700.353,685.620,691.667,690.072,696.100,691.652,664.735,688.099,697.337,739.240
828,683.319,701.483,703.197,699.746,685.267,691.428,690.697,695.080,691.646,663.937,688.537,696.675,739.592
829,682.967,701.088,702.416,699.560,685.652,691.606,691.004,694.956,691.764,663.037,688.594,696.670,740.263
830,682.559,700.260,701.678,699.870,685.876,691.683,691.208,695.462,692.209,662.475,688.206,697.410,741.330
831,682.595,699.190,701.237,700.449,685.692,691.306,691.182,696.056,692.909,662.358,687.602,698.410,742.207
832,682.938,698.481,700.873,701.043,685.905,690.630,690.898,695.837,693.286,662.180,687.086,699.340,742.304
833,683.289,698.421,700.479,700.957,687.016,690.108,690.523,694.633,692.976,661.709,686.858,700.153,741.573
834,683.095,698.988,700.374,700.379,688.421,690.367,690.189,693.131,692.472,661.132,687.160,700.769,740.525
835,682.178,700.019,700.711,700.164,688.860,691.717,690.008,692.566,692.622,660.649,687.874,701.138,739.964
836,681.148,701.438,700.930,700.575,687.799,693.451,690.322,693.060,693.460,660.219,688.447,701.573,740.182
837,680.622,702.743,700.491,701.106,685.853,694.603,691.182,694.251,694.174,659.935,688.217,701.988,740.830
838,680.822,703.167,699.234,701.452,684.038,694.912,691.849,695.378,694.263,659.848,687.235,701.978,741.271
839,681.056,702.626,697.541,701.790,683.213,695.044,691.398,695.645,694.000,659.629,686.075,701.541,741.486
840,680.411,701.800,696.247,702.150,683.968,695.670,690.189,695.163,693.823,659.267,685.473,701.099,741.732
841,679.250,701.207,695.925,701.961,685.762,696.838,689.394,694.371,694.003,659.007,685.620,700.522,742.187
842,678.270,700.798,696.347,700.867,687.419,697.387,689.701,693.673,694.637,659.273,685.992,699.568,742.617
843,677.803,700.298,696.913,699.452,688.407,696.518,690.856,693.295,694.947,659.915,686.128,698.881,743.151
844,677.493,699.617,697.489,698.495,689.432,694.896,692.163,693.171,694.307,660.395,685.861,698.692,744.251
845,677.230,699.000,697.524,698.626,690.986,693.771,693.170,693.052,693.029,660.169,685.449,698.473,745.659
846,677.704,698.543,696.636,699.428,693.063,693.542,693.788,692.622,691.693,659.560,685.176,697.755,746.416
847,679.385,698.136,695.327,700.145,695.242,694.135,693.996,692.016,690.389,659.124,685.037,696.820,745.902
848,681.464,697.521,694.150,700.094,697.161,694.784,693.705,691.637,689.245,659.568,684.818,696.099,744.439
849,682.474,696.902,693.419,699.333,698.371,695.151,693.045,691.287,688.581,660.842,684.567,695.835,742.849
850,682.145,696.752,693.322,698.309,698.857,695.182,692.625,690.637,688.481,662.115,684.537,696.027,741.919
851,681.066,697.269,694.314,697.541,698.699,694.879,692.621,689.649,688.572,662.605,684.781,696.347,741.813
852,679.470,698.183,696.643,696.857,697.971,694.145,692.409,689.116,688.667,661.939,685.134,696.483,742.000
853,677.355,699.121,699.529,696.572,696.867,693.471,691.212,689.956,689.124,660.605,685.786,696.274,741.765
