 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7
177,391.772,367.379,372.279,349.199,356.768,370.034,345.795
178,391.774,366.643,372.028,348.737,356.638,369.722,345.936
179,391.563,366.357,371.598,348.848,356.536,369.529,345.912
180,391.162,366.372,370.934,349.391,356.526,369.378,345.569
181,390.617,366.149,370.191,349.774,356.589,369.109,345.020
182,390.039,365.511,369.683,349.521,356.698,368.575,344.498
183,389.331,364.631,369.480,348.776,356.601,367.897,344.448
184,388.369,363.983,369.452,348.252,356.055,367.557,345.054
185,387.455,363.729,369.355,348.284,355.541,367.660,345.687
186,386.867,363.648,368.968,348.744,355.636,367.732,345.657
187,386.528,363.337,368.390,349.098,356.399,367.352,345.131
188,385.935,362.846,368.096,349.267,357.160,366.696,344.886
189,385.188,362.797,368.269,349.282,357.499,366.388,345.300
190,384.923,363.545,368.624,349.028,357.526,366.787,345.990
191,385.261,364.729,368.755,348.609,357.429,367.451,346.283
192,385.436,365.699,368.707,348.464,357.392,367.789,345.636
193,384.903,366.037,368.665,348.981,357.783,367.608,344.269
194,383.961,365.792,368.620,349.961,358.616,366.940,342.886
195,383.159,365.355,368.681,350.855,359.145,366.282,342.263
196,382.876,365.015,369.141,351.239,358.858,365.883,342.539
197,383.068,364.792,369.882,351.141,358.254,365.783,343.118
198,383.544,364.562,370.494,350.789,357.973,365.650,343.414
199,383.907,364.315,370.516,350.632,358.324,365.187,343.266
200,383.649,364.042,369.902,350.848,358.888,364.513,342.670
201,382.776,363.724,369.070,351.539,359.137,363.769,341.946
202,381.830,363.330,368.661,352.331,358.791,363.227,341.263
203,381.210,363.066,368.886,352.925,358.190,363.097,340.912
204,380.862,362.883,369.313,353.143,357.711,363.344,341.024
205,380.659,362.467,369.239,353.030,357.384,363.660,341.653
206,380.399,361.946,368.677,352.669,357.110,363.911,342.391
207,379.907,361.499,367.880,352.184,356.848,364.006,342.980
208,379.144,361.345,367.263,351.656,356.925,363.926,343.094
209,378.423,361.482,367.068,351.156,357.384,363.970,342.606
210,377.848,361.888,367.233,350.673,358.035,364.213,341.811
211,377.359,362.298,367.388,350.053,358.115,364.767,341.360
212,376.991,362.225,367.582,349.350,357.359,365.537,341.724
213,376.794,361.660,368.030,348.923,356.237,366.111,342.418
214,376.833,361.115,368.522,348.983,355.516,366.406,342.899
215,377.009,360.973,368.705,349.353,355.449,366.386,342.825
216,377.254,361.042,368.504,349.818,355.890,365.821,342.310
217,377.415,360.812,368.173,350.387,356.299,364.924,341.603
218,377.567,360.433,367.914,351.056,356.367,364.145,340.976
219,377.790,360.071,367.825,351.579,356.182,363.825,340.768
220,377.945,359.721,367.940,351.697,355.786,363.674,340.886
221,377.911,359.535,368.143,351.242,355.257,363.596,341.128
222,377.554,359.822,367.898,350.551,354.763,363.817,341.263
223,376.996,360.694,367.086,350.066,354.476,364.292,341.316
224,376.468,361.741,366.217,350.201,354.456,364.511,341.360
225,376.182,362.447,365.823,350.690,354.791,364.312,341.498
226,376.048,362.384,365.988,351.156,355.556,363.827,341.838
227,375.838,361.812,366.351,351.164,356.364,363.374,342.370
228,375.567,361.540,366.647,350.945,356.621,363.060,342.845
229,375.351,361.504,366.629,350.799,356.160,362.817,342.899
230,375.214,361.403,366.548,350.897,355.616,362.404,342.697
231,374.996,361.093,366.807,351.047,355.633,361.839,342.704
232,374.560,360.553,367.462,351.011,355.988,361.513,342.825
233,374.049,359.804,368.104,350.895,356.120,362.010,342.714
234,373.793,359.056,368.414,350.585,355.848,363.006,342.532
235,373.757,358.623,368.349,349.912,355.304,363.857,342.505
236,373.736,358.824,368.128,348.872,354.726,364.008,342.465
237,373.676,359.355,367.942,347.959,354.569,363.227,341.848
238,373.583,360.024,367.835,347.577,354.933,362.207,340.993
239,373.640,360.768,367.528,347.748,355.125,361.767,340.532
240,373.737,361.181,367.066,348.365,354.883,362.016,340.697
241,373.793,360.853,366.727,348.938,354.574,362.571,341.094
242,373.833,359.956,366.737,349.395,354.599,363.149,341.519
243,373.909,359.213,367.311,349.810,354.606,363.946,341.956
244,374.143,358.675,368.078,350.053,354.539,364.571,342.239
245,374.308,358.479,368.424,349.664,354.673,364.531,342.077
246,374.119,358.716,368.295,348.648,354.940,363.827,341.313
247,373.495,359.171,367.787,347.680,354.813,363.046,340.586
248,372.825,359.477,367.161,347.414,354.469,362.702,340.562
249,372.420,359.658,366.494,347.711,354.479,362.805,341.051
250,372.294,359.731,365.876,347.961,354.910,363.127,341.532
251,372.165,359.922,365.486,347.714,355.332,363.360,341.667
252,371.805,360.196,365.400,347.160,355.459,363.451,341.549
253,371.213,360.291,365.819,346.677,355.397,363.511,341.768
254,370.700,359.966,366.490,346.532,355.411,363.256,342.367
255,370.447,359.531,367.110,346.682,355.409,362.732,342.774
256,370.386,359.279,367.392,347.028,354.995,362.314,342.374
257,370.455,359.169,367.277,347.385,354.264,362.107,341.529
258,370.521,359.061,366.707,347.733,353.803,362.095,340.953
259,370.560,359.056,365.884,347.797,353.958,362.149,341.118
260,370.448,359.267,365.201,347.509,354.586,362.288,341.609
261,370.335,359.667,364.940,347.124,355.020,362.396,341.899
262,370.548,360.002,365.418,346.942,355.003,362.427,341.815
263,371.308,359.924,366.213,346.981,354.723,362.531,341.562
264,372.231,359.577,366.900,347.132,354.549,362.690,341.764
265,372.719,359.066,367.333,347.126,354.461,362.845,342.481
266,372.522,358.724,367.783,346.921,354.544,363.038,343.246
267,372.120,358.844,368.159,346.607,354.706,363.270,343.367
268,371.798,359.171,367.942,346.419,354.953,363.517,343.010
269,371.650,359.394,367.157,346.321,355.062,363.763,342.542
270,371.478,359.152,366.410,346.415,354.955,364.074,342.263
271,371.197,358.597,366.000,346.739,354.895,364.137,342.010
272,370.879,358.169,365.880,347.169,354.953,363.588,341.694
273,370.711,357.973,365.835,347.400,355.055,362.384,341.418
274,370.775,357.782,365.777,347.316,355.232,361.414,341.283
275,370.960,357.773,365.819,347.107,355.389,361.109,341.303
276,371.186,358.161,366.122,346.953,355.342,361.060,341.316
277,371.493,358.809,366.783,346.876,355.110,360.942,341.259
278,371.739,359.286,367.225,346.647,354.840,361.173,341.148
279,371.661,359.413,367.056,346.335,354.638,361.992,340.939
280,371.115,359.553,366.185,346.145,354.633,362.924,340.687
281,370.380,359.929,365.056,346.376,354.791,363.598,340.364
282,369.733,360.237,364.283,346.739,354.823,363.869,339.859
283,369.399,360.112,364.432,347.009,354.237,363.811,339.660
284,369.390,359.538,365.303,347.207,353.172,363.618,339.970
285,369.746,358.929,366.183,347.214,352.309,363.300,340.798
286,370.414,358.457,366.701,347.132,352.287,362.700,341.815
287,371.052,358.293,366.707,347.209,352.843,362.143,342.872
288,371.320,358.254,366.149,347.318,353.404,362.314,343.845
289,371.166,358.178,365.263,347.212,353.840,363.087,344.313
290,370.793,358.203,364.259,346.833,354.429,364.028,344.114
291,370.489,358.443,363.444,346.447,355.087,364.720,343.397
292,370.399,358.873,363.303,346.288,355.584,364.769,342.633
293,370.363,359.130,363.823,346.410,355.731,364.091,342.125
294,370.074,359.005,364.406,346.539,355.347,363.018,341.953
295,369.478,358.699,364.753,346.400,354.531,362.276,341.774
296,368.906,358.672,365.215,346.389,353.584,362.243,341.421
297,368.694,359.098,366.070,346.801,352.955,362.573,341.125
298,368.816,359.526,366.835,347.466,352.848,362.793,340.990
299,368.823,359.579,366.904,347.945,353.262,362.749,341.044
300,368.573,359.152,366.357,347.855,353.796,362.821,341.047
301,368.276,358.577,366.010,347.237,354.007,363.205,340.923
302,368.205,358.213,366.369,346.539,353.643,363.513,340.660
303,368.395,357.924,367.197,346.440,353.012,363.622,340.599
304,368.793,357.875,367.948,346.889,352.414,363.567,341.054
305,369.116,358.132,368.321,347.043,352.449,363.531,341.892
306,369.252,358.379,368.181,346.628,353.077,363.421,342.539
307,369.119,358.215,367.817,346.222,354.015,362.891,342.670
308,368.849,357.844,367.369,346.397,354.888,361.986,342.293
309,368.817,357.797,366.944,347.124,355.354,361.352,341.805
310,369.247,358.164,366.625,347.868,355.484,361.342,341.731
311,370.514,359.215,366.875,348.058,355.721,361.439,342.074
312,372.785,361.381,368.018,347.925,356.456,361.266,342.455
313,375.681,364.418,369.558,348.137,357.444,361.078,342.714
314,378.167,367.364,370.554,349.024,358.541,361.262,343.027
315,379.812,369.169,370.614,350.179,359.561,361.425,343.286
316,380.777,369.763,370.080,351.117,360.409,361.235,343.741
317,381.427,369.773,369.616,351.524,360.883,360.974,344.411
318,381.816,370.098,369.550,351.562,361.277,361.197,345.084
319,382.113,371.479,369.962,351.769,362.122,362.300,345.088
320,382.868,373.949,370.801,352.742,363.868,364.247,344.327
321,384.051,376.773,372.257,354.707,366.267,366.439,343.579
322,385.322,378.902,374.245,356.940,368.731,368.320,343.182
323,386.175,379.966,376.349,358.957,370.651,369.636,343.051
324,386.273,380.408,378.307,360.532,372.162,371.016,342.801
325,385.535,380.976,380.006,361.880,373.681,373.008,342.279
326,384.616,382.022,381.309,363.305,375.434,375.608,341.481
327,384.172,383.012,382.151,364.906,377.232,378.205,340.606
328,384.422,383.064,382.779,366.417,378.803,380.117,339.980
329,385.142,382.127,383.622,367.724,379.963,381.068,339.892
330,385.725,380.934,384.709,368.820,380.489,381.239,340.135
331,385.869,380.164,385.586,369.545,380.406,381.151,340.323
332,385.512,379.998,385.871,369.829,379.823,381.163,340.007
333,384.930,379.980,385.564,369.803,379.037,381.316,339.279
334,384.319,379.628,384.964,369.761,378.519,381.237,338.606
335,383.614,378.944,384.464,369.821,378.464,380.590,338.118
336,382.744,378.450,383.902,370.145,378.506,379.479,337.700
337,382.021,378.095,382.930,370.466,378.434,378.666,337.626
338,381.652,377.528,381.713,370.632,378.252,378.744,338.377
339,381.448,376.621,380.793,370.523,377.868,379.149,339.616
340,381.103,375.917,380.331,370.350,376.903,378.901,340.535
341,380.490,375.711,379.803,369.972,375.641,377.763,340.700
342,379.984,375.677,379.008,369.585,374.773,376.223,340.481
343,379.966,375.259,378.058,369.470,374.436,374.944,340.418
344,380.253,374.428,377.703,369.904,374.362,374.161,340.458
345,380.408,373.748,377.992,370.530,374.362,373.680,340.273
346,380.208,373.425,378.313,371.004,374.297,373.481,339.886
347,379.889,373.083,378.024,371.242,374.274,373.497,339.448
348,379.614,372.259,377.367,371.350,374.476,373.730,339.101
349,379.377,371.318,376.825,371.380,374.653,373.873,339.131
350,379.334,370.914,376.713,371.310,374.170,373.915,339.316
351,379.426,371.142,376.835,371.299,373.239,373.811,339.411
352,379.293,371.367,376.679,371.445,372.302,373.594,339.364
353,378.702,371.201,376.231,371.673,371.878,373.141,339.391
354,377.800,370.557,375.594,372.004,372.050,372.308,339.428
355,377.095,369.413,375.002,372.395,372.224,371.187,339.616
356,376.853,368.002,374.564,372.579,371.718,370.157,340.077
357,376.932,366.890,374.566,372.066,370.491,369.417,340.596
358,376.778,366.403,374.749,370.979,369.100,369.038,340.987
359,376.071,366.254,374.643,369.970,368.187,369.058,341.047
360,375.156,366.007,373.988,369.536,367.843,369.427,341.040
361,374.620,365.697,373.221,369.436,367.953,369.720,341.310
362,374.668,365.658,372.550,369.288,368.387,369.382,341.788
363,374.900,365.919,372.231,368.774,368.459,368.644,342.111
364,374.855,366.078,372.128,367.855,367.935,367.913,342.084
365,374.485,366.046,372.219,366.927,366.853,367.583,341.882
366,374.153,365.976,372.199,366.408,365.469,367.485,341.761
367,374.079,365.922,371.944,366.122,363.948,367.417,341.761
368,374.298,365.888,371.570,365.524,362.648,367.332,341.630
369,374.580,365.900,371.289,364.883,361.993,366.964,341.391
370,374.901,365.914,371.030,364.664,362.352,366.547,341.158
371,375.219,366.056,370.486,364.803,363.623,366.380,340.966
372,375.318,366.161,369.697,364.778,364.808,366.797,341.158
373,375.103,365.875,369.183,364.442,364.801,367.479,341.667
374,374.684,365.127,369.227,364.081,363.848,367.976,341.993
375,374.254,364.215,369.564,363.712,363.097,368.308,341.798
376,374.002,363.548,369.930,363.271,362.985,368.239,341.354
377,373.954,363.171,369.994,362.664,362.798,367.674,340.771
378,373.826,362.968,369.693,362.073,362.242,366.616,340.202
379,373.444,362.760,369.402,361.682,361.549,365.479,339.835
380,373.027,362.435,369.303,361.289,361.167,364.799,339.852
381,372.772,361.839,369.327,360.758,361.239,364.807,340.081
382,372.589,361.166,369.249,360.109,361.920,365.274,340.152
383,372.454,360.599,369.022,359.605,362.569,365.561,339.923
384,372.418,360.504,368.751,359.316,362.182,365.449,339.828
385,372.550,360.829,368.490,359.096,361.035,365.046,340.330
386,372.548,361.506,368.273,358.737,360.254,364.757,341.249
387,372.126,361.976,368.279,358.214,360.234,364.652,341.956
388,371.367,361.763,368.482,357.609,360.421,364.310,342.088
389,370.728,360.980,368.576,356.985,360.304,363.710,341.825
390,370.644,360.139,368.506,356.340,359.476,363.032,341.630
391,371.213,359.944,368.498,355.880,358.277,362.634,341.589
392,372.131,360.482,368.689,355.761,357.364,362.710,341.478
393,372.729,361.176,368.669,355.929,357.185,363.105,341.465
394,372.772,361.186,368.145,356.162,357.484,363.320,341.815
395,372.336,360.780,367.647,356.378,358.000,363.151,342.380
396,371.812,360.726,367.761,356.479,358.297,362.674,342.451
397,371.608,361.237,368.179,356.483,358.259,362.209,342.010
398,371.711,361.765,368.070,356.363,358.062,362.078,341.428
399,371.846,361.685,367.245,356.207,357.985,362.551,341.101
400,371.661,360.883,366.287,355.868,358.077,363.388,341.017
401,371.183,359.716,365.717,355.180,358.329,364.308,341.266
402,370.558,358.675,365.536,354.039,358.823,365.022,341.633
403,370.168,358.188,365.534,352.951,359.282,365.410,341.926
404,370.134,358.271,365.645,352.350,359.461,365.388,342.178
405,370.267,358.682,365.669,352.397,359.239,365.209,342.549
406,370.257,359.088,365.618,352.750,358.636,365.095,343.017
407,370.040,359.330,365.625,352.987,357.850,365.153,343.189
408,369.688,359.619,365.924,353.117,357.040,365.443,342.916
409,369.490,360.076,366.195,353.212,356.219,365.710,342.158
410,369.605,360.538,366.273,353.335,355.539,365.575,341.256
411,369.734,360.687,366.406,353.404,355.067,364.924,340.848
412,369.780,360.604,366.865,353.117,354.748,364.217,340.939
413,369.937,360.345,367.167,352.549,354.461,363.855,340.939
414,370.173,360.181,366.896,352.041,354.401,363.684,340.690
415,370.363,360.267,366.454,351.680,354.544,363.443,340.710
416,370.520,360.509,366.380,351.083,354.738,363.056,340.980
417,370.794,360.271,366.813,350.555,354.706,362.612,341.155
418,371.032,359.553,367.199,350.346,354.529,362.374,341.037
419,370.781,358.966,367.339,350.297,354.569,362.380,340.761
420,370.182,358.895,367.388,350.252,355.040,362.594,340.414
421,369.611,359.029,367.528,350.269,355.561,362.749,340.215
422,369.114,359.193,367.584,350.481,355.771,362.932,340.303
423,368.582,359.267,367.564,350.820,355.723,363.362,340.761
424,368.212,359.469,367.550,351.293,355.633,363.531,341.316
425,368.322,359.812,367.386,351.677,355.594,363.135,341.582
426,368.702,360.506,366.849,351.383,355.773,362.429,341.549
427,368.905,361.161,366.046,350.273,356.117,361.970,341.354
428,368.812,361.350,365.351,348.938,356.237,362.370,341.387
429,368.512,360.875,364.996,348.047,356.075,363.296,341.522
430,368.332,359.961,365.217,347.588,355.848,363.815,341.582
431,368.391,359.115,366.058,347.382,355.860,363.495,341.468
432,368.619,358.724,366.940,347.590,356.120,362.879,341.384
433,368.641,358.812,367.357,348.455,356.456,362.845,341.626
434,368.418,359.196,366.936,349.705,356.678,363.229,342.094
435,368.250,359.623,366.125,350.654,356.661,363.396,342.195
436,368.564,360.137,365.691,350.876,356.199,362.928,341.714
437,369.312,360.621,365.994,350.477,355.511,361.986,340.960
438,370.094,361.051,366.815,349.645,355.162,360.885,340.145
439,370.533,361.208,367.562,348.707,355.531,360.125,339.549
440,370.716,360.870,368.016,347.923,356.180,360.034,339.384
441,370.858,360.015,368.175,347.397,356.786,360.656,340.118
442,370.862,359.169,368.084,347.291,356.890,361.724,341.545
443,370.503,358.924,367.562,347.523,356.401,362.487,342.943
444,369.881,359.132,366.602,347.848,355.536,362.573,343.374
445,369.273,359.777,365.444,348.107,354.751,362.264,342.670
446,368.739,360.509,364.859,348.278,354.638,362.052,341.626
447,368.304,360.790,365.058,348.464,355.080,361.996,341.266
448,368.155,360.012,365.657,348.769,355.940,362.235,341.468
449,368.238,358.709,366.309,349.109,356.574,362.903,341.256
450,368.219,358.076,366.793,349.348,356.693,363.801,340.539
451,368.055,358.746,366.946,349.098,356.199,364.356,339.966
452,367.914,360.044,366.821,348.462,355.431,364.300,339.710
453,367.923,360.733,366.727,347.718,354.631,363.769,339.586
454,368.143,360.504,366.562,347.472,354.075,363.276,339.586
455,368.441,360.115,366.088,347.660,353.890,363.080,339.697
456,368.572,360.161,365.695,348.081,354.090,363.203,339.808
457,368.660,360.323,365.508,348.468,354.606,363.423,339.848
458,368.905,360.381,365.456,349.011,355.107,363.328,339.872
459,369.306,360.237,365.592,349.365,355.404,362.771,340.195
460,369.657,360.039,365.970,349.043,355.531,362.195,340.852
461,369.900,359.895,366.369,348.175,355.354,362.195,341.542
462,370.045,359.753,366.468,347.588,354.728,362.571,341.923
463,370.090,360.059,366.287,347.679,354.274,362.765,341.946
464,370.001,360.988,366.259,348.143,354.666,362.308,341.926
