 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7
57,680.892,657.295,640.350,657.985,651.888,629.239,648.695
58,680.040,657.089,641.198,658.606,651.763,629.286,649.000
59,679.694,657.592,642.191,658.615,651.715,630.052,649.025
60,679.864,658.710,642.704,657.836,651.546,631.143,648.456
61,680.148,659.934,642.630,656.732,651.428,631.835,647.421
62,679.932,660.787,642.288,655.845,651.393,631.911,646.426
63,678.996,661.123,641.790,655.467,651.354,632.052,645.854
64,677.842,660.961,641.117,655.812,651.219,632.687,645.683
65,676.752,660.657,640.416,656.855,651.166,633.340,645.617
66,675.962,660.762,640.191,658.309,651.275,633.049,645.657
67,675.852,661.195,640.510,659.042,651.576,631.793,646.151
68,676.272,661.469,641.132,658.541,652.077,630.362,647.131
69,676.672,661.501,641.844,657.398,652.451,629.616,648.091
70,676.808,661.562,642.436,656.712,652.438,629.663,648.443
71,676.742,661.776,642.560,656.809,651.914,630.111,648.282
72,676.748,661.932,642.288,657.338,650.979,630.813,648.060
73,676.832,661.639,641.833,658.405,650.013,631.729,647.839
74,676.574,661.048,641.463,660.218,649.485,632.554,647.645
75,675.792,660.596,641.187,662.059,649.266,632.655,647.907
76,674.636,660.640,640.728,662.438,649.015,631.680,648.773
77,673.562,660.869,640.058,661.106,648.531,630.076,649.708
78,673.094,660.968,639.681,659.473,648.071,628.924,650.227
79,673.064,661.020,639.891,658.491,647.673,628.756,650.315
80,672.938,660.991,640.397,657.939,647.350,629.158,650.149
81,672.354,660.868,640.560,657.212,647.317,629.007,649.914
82,671.454,660.909,640.409,656.241,647.794,628.027,649.670
83,670.742,661.174,640.362,655.411,648.525,626.884,649.310
84,670.198,660.909,640.377,655.239,648.913,625.778,648.955
85,669.646,659.839,639.763,655.795,648.694,624.470,648.786
86,669.304,658.504,638.681,656.608,648.268,623.534,648.708
87,669.402,657.220,638.113,656.932,648.214,623.761,648.438
88,669.930,655.810,638.607,656.785,648.451,624.919,648.103
89,670.516,654.553,639.677,656.692,648.490,626.030,647.995
90,670.786,653.721,640.591,656.621,648.194,626.993,647.872
91,670.688,653.204,640.747,656.380,647.867,627.926,647.544
92,670.410,652.569,640.510,656.067,647.762,628.567,647.348
93,669.904,651.733,640.494,656.103,647.793,628.512,647.448
94,669.040,651.013,640.599,656.533,647.747,628.256,647.985
95,668.330,650.581,640.265,657.223,647.452,628.185,648.433
96,668.586,650.313,639.249,658.538,646.992,628.256,648.559
97,669.962,649.810,637.907,660.617,646.579,628.266,648.254
98,671.636,648.995,636.603,662.552,646.398,628.456,647.718
99,672.712,648.358,635.716,662.744,646.359,628.766,647.345
100,672.636,648.642,635.891,661.033,646.418,629.170,647.327
101,671.918,649.708,637.051,658.715,646.595,629.505,647.360
102,671.152,651.023,638.525,656.901,647.044,629.739,647.081
103,670.960,652.188,639.097,655.712,647.605,629.867,646.768
104,671.596,653.064,638.553,654.800,648.018,629.877,646.670
105,672.698,653.741,637.447,654.120,648.296,629.463,646.708
106,673.430,654.138,636.763,653.920,648.745,628.746,646.612
107,673.268,654.129,636.837,654.253,649.465,628.259,646.474
108,672.544,654.073,637.642,654.609,650.053,628.000,646.496
109,672.150,654.631,638.599,654.600,650.076,627.318,646.506
110,672.378,655.957,639.284,654.188,649.525,626.276,646.403
111,672.738,657.567,639.086,653.774,648.911,625.569,646.536
112,672.752,658.689,638.082,653.691,648.625,625.613,647.073
113,672.464,658.683,637.004,654.085,648.498,626.293,647.909
114,672.356,657.669,636.467,654.967,648.526,627.377,648.365
115,672.708,656.385,636.502,656.021,648.720,628.468,648.363
116,673.038,655.390,636.767,656.779,649.049,628.874,648.008
117,673.434,654.909,637.311,656.941,649.521,628.544,647.388
118,674.396,654.637,638.284,656.921,649.752,628.335,646.632
119,675.672,654.064,639.311,657.538,649.479,628.993,646.101
120,676.526,653.245,639.638,658.853,649.204,630.278,646.010
121,676.500,652.966,638.833,659.795,649.257,631.345,646.443
122,675.892,653.594,637.965,659.195,649.543,631.259,646.952
123,675.514,654.708,638.055,657.559,649.595,630.564,647.149
124,675.310,655.698,638.778,655.895,649.479,630.475,647.060
125,674.852,656.551,639.051,654.785,649.497,631.069,647.116
126,673.946,657.716,638.560,654.285,649.581,631.594,647.232
127,673.176,658.955,638.261,654.289,649.336,631.759,647.191
128,673.218,659.565,638.767,654.383,648.781,631.635,647.106
129,673.588,659.640,639.922,654.526,648.559,631.200,647.327
130,673.388,659.927,640.712,654.577,648.980,630.877,647.496
131,672.540,660.558,640.541,654.380,649.628,631.283,646.872
132,671.942,661.013,639.875,653.812,650.010,632.239,645.395
133,671.978,661.027,639.689,653.220,650.433,632.663,643.786
134,672.176,660.937,640.556,652.883,651.212,631.756,643.214
135,671.908,661.011,641.914,652.773,652.163,629.973,643.811
136,670.952,661.290,643.105,652.614,652.640,628.857,644.844
137,669.660,661.453,643.510,652.500,652.531,629.165,645.899
138,668.458,661.315,643.183,652.677,652.030,629.941,647.000
139,667.706,661.134,642.603,653.044,651.219,629.672,647.738
140,667.478,661.361,642.198,653.088,650.513,628.441,647.713
141,667.482,661.882,641.949,652.823,650.498,627.879,646.899
142,667.304,662.424,641.883,652.655,651.086,629.340,646.053
143,666.938,662.674,642.128,653.133,651.439,631.892,645.536
144,666.604,662.474,642.479,654.683,651.253,633.892,645.630
145,666.496,661.606,642.658,657.071,650.893,634.626,646.451
146,666.544,660.451,642.428,659.015,650.465,634.557,647.730
147,666.532,659.660,641.926,659.092,650.105,634.017,649.161
148,666.262,659.685,641.436,657.583,650.224,633.126,650.395
149,665.720,660.116,641.105,655.792,650.832,632.118,651.214
150,664.854,660.138,640.911,654.359,651.434,631.328,651.365
151,664.234,659.678,640.720,653.353,651.789,631.044,650.778
152,664.108,658.945,640.265,652.747,652.153,631.207,649.667
153,664.250,658.279,639.447,652.364,652.637,631.663,648.469
154,664.204,658.157,638.848,652.083,653.035,632.108,647.710
155,664.250,658.635,638.926,651.911,652.982,632.229,647.655
156,664.622,659.070,639.673,652.117,652.607,632.259,647.937
157,665.234,658.894,640.619,652.609,652.421,632.273,647.922
158,665.830,658.104,641.152,653.227,652.641,632.342,647.526
159,666.634,657.018,641.089,653.914,652.959,632.498,647.179
160,667.682,656.218,640.580,654.727,652.949,632.461,647.071
161,668.386,656.111,640.284,655.636,652.219,632.182,647.038
162,668.224,656.508,640.354,656.438,650.944,632.207,647.003
163,667.562,656.785,640.646,656.703,649.870,632.724,646.912
164,667.194,656.891,640.708,656.452,649.706,633.347,646.564
165,667.270,657.075,640.420,656.085,650.383,633.483,645.741
166,667.388,656.996,640.206,655.924,650.964,632.677,644.856
167,667.302,656.608,640.409,655.942,650.783,631.256,644.730
168,667.152,656.286,640.942,656.423,650.166,630.200,645.348
169,667.476,656.512,641.097,657.726,649.827,630.219,646.126
170,668.576,656.912,640.432,659.803,649.622,631.202,646.451
171,669.910,657.002,639.265,662.030,649.018,632.283,646.169
172,670.268,656.936,638.704,662.961,648.008,632.778,645.804
173,669.276,657.403,639.280,661.811,647.035,633.131,646.038
174,667.978,658.338,640.475,659.055,646.132,633.603,646.854
175,667.536,659.268,641.136,655.967,645.125,633.751,647.700
176,668.064,660.159,640.949,653.502,644.243,633.224,648.156
177,668.772,660.662,640.230,652.232,643.961,632.502,648.514
178,669.084,660.390,640.156,652.058,644.637,632.232,649.176
179,668.788,659.463,641.148,652.511,645.939,632.320,650.065
180,668.192,658.737,642.584,653.036,647.173,632.404,650.675
181,668.054,658.383,643.595,653.415,647.901,632.140,650.461
182,668.830,657.977,644.117,653.456,648.039,631.387,649.705
183,670.848,657.288,644.432,653.359,647.979,630.335,649.073
184,673.538,656.680,644.521,653.483,648.107,629.618,648.841
185,675.800,656.923,644.128,653.935,648.388,629.502,648.907
186,676.656,658.089,643.276,654.165,648.581,629.709,649.073
187,676.512,659.724,642.374,653.668,648.893,629.798,649.063
188,676.218,661.020,641.852,653.021,649.671,629.692,648.804
189,676.436,661.644,641.584,653.150,650.974,629.803,648.219
190,677.084,662.118,641.568,653.936,652.285,630.325,647.615
191,677.444,662.853,642.109,654.518,652.701,631.039,647.552
192,677.126,663.487,643.307,654.526,652.089,631.618,648.116
193,676.496,663.322,644.397,654.273,650.957,631.786,649.030
194,675.878,662.365,644.459,654.164,649.752,631.690,650.008
195,675.632,661.249,643.276,654.617,648.888,631.697,650.599
196,676.102,660.440,641.288,656.236,648.895,631.677,650.456
197,676.808,660.009,639.553,658.541,649.929,631.180,649.846
198,676.890,659.767,639.187,659.550,651.321,630.185,649.065
199,676.280,659.624,640.125,658.492,651.933,629.372,648.287
200,675.970,659.422,641.012,656.779,651.130,628.850,647.683
201,676.206,659.422,640.813,655.930,649.582,628.345,647.587
202,676.600,660.023,639.926,655.870,648.661,627.943,648.083
203,676.960,661.032,639.479,655.780,648.900,628.293,648.882
204,677.112,661.807,640.214,655.259,649.597,629.443,649.247
205,676.896,662.041,641.545,654.599,649.809,630.542,649.098
206,676.540,661.934,642.482,654.124,649.610,630.862,648.909
207,676.564,661.637,642.560,654.058,649.549,630.470,648.836
208,677.146,661.036,641.973,654.389,649.796,630.209,648.630
209,678.138,660.599,641.070,654.861,650.015,630.603,648.312
210,679.138,660.547,640.249,654.970,649.987,631.330,648.093
211,679.672,660.517,639.770,654.717,649.908,632.081,648.086
212,679.552,660.200,639.911,654.562,650.010,633.204,648.297
213,679.174,659.385,639.996,654.920,650.484,634.534,648.650
214,679.194,658.249,639.840,655.464,651.214,635.212,649.076
215,679.614,657.408,639.996,655.835,652.278,634.680,649.380
216,680.124,657.352,640.942,656.094,653.543,633.288,649.574
217,680.544,658.072,642.339,656.523,654.530,631.788,649.859
218,681.264,658.823,643.121,657.461,654.781,630.712,650.136
219,682.392,658.785,642.693,659.024,654.258,630.076,649.940
220,683.682,657.771,641.794,661.024,653.268,629.443,648.980
221,684.496,656.394,641.556,662.503,652.028,628.618,647.708
222,684.186,655.478,642.245,662.176,650.836,627.948,646.957
223,682.956,655.479,643.230,660.029,649.809,627.313,647.224
224,681.692,656.216,643.732,657.458,649.058,626.616,647.889
225,681.312,657.310,643.362,655.702,648.564,626.002,647.982
226,681.594,658.397,642.755,654.717,648.408,625.633,647.501
227,681.362,659.084,642.626,654.424,648.640,625.224,647.118
228,679.932,659.453,642.728,654.897,648.893,624.574,647.181
229,678.022,659.950,642.556,655.729,649.163,624.448,647.317
230,676.482,660.869,642.354,656.159,649.673,625.293,646.950
231,675.248,661.780,642.591,655.688,650.225,626.350,646.010
232,674.238,661.925,643.389,654.695,650.582,626.857,644.914
233,673.552,660.821,644.136,654.005,650.446,627.057,643.947
234,673.496,659.075,644.218,654.030,649.985,627.229,643.791
235,673.700,657.866,643.611,654.388,649.378,627.365,644.680
236,673.650,657.696,642.833,654.709,648.946,627.517,645.831
237,673.178,658.199,642.370,654.782,648.791,627.943,646.184
238,672.446,658.411,642.257,654.741,648.873,628.365,645.861
239,671.690,657.995,642.167,654.671,649.311,628.308,645.431
240,670.802,657.258,642.066,654.579,649.952,627.727,645.589
241,670.234,656.778,642.078,654.445,650.452,627.236,646.431
242,670.630,656.744,642.385,654.456,650.546,627.342,647.647
243,672.072,657.038,642.969,654.683,650.280,628.022,648.683
244,673.966,657.249,643.685,655.374,650.021,628.574,649.098
245,675.758,657.258,644.148,656.985,650.135,628.650,648.610
246,676.852,657.157,643.911,659.436,650.725,628.564,647.554
247,676.342,656.855,643.257,661.380,651.467,628.958,646.647
248,674.304,656.669,642.786,661.553,651.831,629.500,646.106
249,672.354,656.628,642.770,660.144,651.697,629.466,645.844
250,671.988,656.504,643.195,658.556,651.342,628.776,645.975
251,672.724,656.154,643.693,657.579,651.097,628.044,646.577
252,673.304,655.789,643.584,656.850,651.365,627.746,647.353
253,673.522,655.367,642.346,655.939,651.918,628.305,647.909
254,673.658,655.041,640.716,655.009,652.266,629.281,647.798
255,674.112,654.832,639.914,654.453,652.179,629.874,646.892
256,674.928,654.766,640.109,654.274,651.995,629.796,645.693
257,675.644,654.753,640.735,654.421,652.076,629.818,644.667
258,676.124,654.714,641.887,654.870,652.206,630.384,644.113
259,676.358,654.746,643.346,655.379,651.992,631.111,644.123
260,676.382,655.070,644.051,655.627,651.678,631.239,644.521
261,676.078,655.530,643.156,655.594,651.817,630.584,644.574
262,675.382,655.928,641.191,655.474,652.429,630.022,644.086
263,674.576,655.923,639.335,655.553,652.896,630.268,643.388
264,674.010,655.490,638.113,655.853,652.786,631.175,643.133
265,673.516,654.748,637.693,656.139,652.538,631.916,643.683
266,673.010,653.773,638.389,656.421,652.808,632.227,644.554
267,672.686,652.809,639.755,656.623,653.732,632.286,644.904
268,672.914,652.168,640.911,656.450,654.697,632.291,644.662
269,673.802,652.118,641.416,656.170,655.069,632.042,644.589
270,675.174,652.487,641.471,656.573,654.916,631.764,644.924
271,676.648,652.948,641.362,658.070,654.702,631.860,644.854
272,677.478,653.623,641.117,659.742,654.525,632.271,643.935
273,677.254,654.755,640.708,660.133,654.309,632.374,642.675
274,676.532,656.107,640.482,658.942,653.954,631.569,641.927
275,676.220,656.968,640.626,657.239,653.609,629.983,641.957
276,676.598,657.404,640.708,655.921,653.393,628.379,642.773
277,677.352,657.943,640.778,655.221,653.321,627.367,644.086
278,678.118,658.767,640.887,654.756,653.615,626.941,645.295
279,678.980,659.428,641.078,654.033,654.331,626.884,646.030
280,679.810,659.614,641.191,653.217,654.867,627.143,646.363
281,680.518,659.596,641.588,652.898,654.816,627.722,646.481
282,681.110,659.796,642.611,653.259,654.480,628.145,646.335
283,681.460,660.590,644.214,654.023,654.380,628.069,645.904
284,681.180,661.599,645.607,654.894,654.387,627.623,645.229
285,680.434,662.259,645.798,655.438,654.248,627.611,644.174
286,679.684,662.320,644.992,655.323,654.097,628.118,643.081
287,679.238,661.853,643.809,654.780,654.266,628.493,642.695
288,678.730,660.930,642.891,654.388,654.581,628.446,643.257
289,677.732,659.816,642.261,654.202,654.801,628.426,644.383
290,676.302,658.572,642.008,654.150,655.151,628.813,645.579
291,675.280,657.336,641.868,654.333,655.633,629.276,646.458
292,675.126,656.472,641.506,654.645,656.003,629.172,646.811
293,675.604,656.381,640.934,654.765,655.748,628.195,646.768
294,676.352,657.020,640.661,654.898,654.783,626.941,646.695
295,677.120,657.767,640.319,655.577,653.533,626.414,646.567
296,677.924,657.937,639.584,656.998,652.526,627.064,646.166
297,678.918,657.361,639.121,658.512,652.005,628.653,645.489
298,679.952,656.465,639.307,658.912,651.895,630.399,644.738
299,680.518,655.753,639.708,657.849,651.722,631.616,644.166
300,680.564,655.496,639.708,656.342,651.439,632.350,644.091
301,680.198,655.726,639.615,655.038,651.222,632.800,644.499
302,679.294,656.073,639.953,653.821,651.271,633.138,644.962
303,677.870,656.165,640.564,652.865,651.406,633.170,645.093
304,676.628,655.835,640.942,652.362,651.396,632.603,644.879
305,676.142,655.072,641.304,652.306,651.541,631.948,644.924
306,676.380,654.193,642.292,652.364,651.988,631.837,645.693
307,676.938,653.537,643.514,652.135,652.403,632.436,646.869
308,677.508,653.360,643.911,651.509,652.219,633.340,647.723
309,678.028,653.640,643.004,650.812,651.433,633.544,647.766
310,678.178,654.231,641.751,650.398,650.959,632.786,647.005
311,677.612,654.419,640.981,650.336,651.387,631.872,645.919
312,676.772,653.724,640.802,650.680,652.247,631.264,644.904
313,676.130,652.438,641.144,651.553,652.804,630.877,644.290
314,675.654,651.397,642.023,652.836,652.972,630.914,644.416
315,675.556,651.047,642.887,653.926,653.206,631.670,645.469
316,676.142,651.009,642.938,654.335,653.590,632.323,647.008
317,677.182,650.828,641.907,654.018,653.745,631.901,648.307
318,678.018,650.556,640.514,653.414,653.653,630.298,648.620
319,678.300,650.682,639.735,653.173,653.543,628.825,647.675
320,678.380,651.284,639.576,654.077,653.699,628.414,646.008
321,678.402,651.757,639.607,656.105,654.248,628.993,644.504
322,677.996,651.898,639.957,658.056,655.278,629.810,643.640
323,676.710,652.059,640.774,658.273,656.365,630.096,643.625
324,674.770,652.621,641.451,656.685,656.857,629.601,644.189
325,672.948,653.175,641.669,654.842,656.564,628.897,644.660
326,671.630,653.358,641.518,653.777,656.046,628.687,644.612
327,670.730,653.279,641.222,653.176,655.505,628.921,644.385
328,670.180,653.182,640.689,652.562,654.747,629.367,644.458
329,669.728,653.340,640.300,652.129,653.781,630.128,645.123
330,669.090,653.955,640.249,652.232,653.133,630.978,645.771
331,668.284,654.674,640.121,652.667,653.067,631.374,645.680
332,667.876,655.386,639.591,653.108,653.189,631.392,644.846
333,667.988,656.234,638.872,653.508,653.176,631.084,644.101
334,668.096,657.540,638.307,653.892,653.074,630.276,643.940
335,667.624,658.860,638.051,654.324,652.888,629.453,644.191
336,666.700,659.567,637.829,654.770,652.515,629.404,644.360
337,665.688,659.547,637.700,655.192,651.936,629.729,644.270
338,664.884,659.310,637.965,655.367,651.215,629.805,644.133
339,664.580,659.005,638.553,655.286,650.632,629.778,644.013
340,665.070,658.624,639.058,655.077,650.488,629.687,643.841
341,666.196,658.193,639.296,654.835,650.914,629.273,643.408
342,666.986,658.047,639.339,654.768,651.498,628.616,642.932
343,666.870,658.351,639.479,655.129,651.622,628.333,642.489
344,666.412,659.036,639.556,655.768,650.998,628.791,641.809
345,666.376,659.723,639.451,656.530,650.227,629.744,641.310
346,666.926,659.991,639.019,657.568,650.169,630.695,641.884
347,667.932,659.882,638.222,658.694,650.822,631.567,643.484
348,668.964,659.689,637.638,658.921,651.459,632.062,645.133
349,669.782,659.758,637.416,657.665,651.393,632.101,646.401
350,670.406,660.093,637.521,655.979,650.893,631.933,647.320
351,671.094,660.683,638.000,654.833,650.576,631.951,648.136
352,671.546,661.544,638.996,654.148,650.658,632.089,648.783
353,671.368,662.662,640.055,653.423,650.730,632.234,649.083
354,670.626,663.748,640.572,652.817,650.388,632.372,649.121
355,670.094,664.435,640.257,652.480,650.169,632.323,648.877
356,669.922,664.533,639.198,652.038,650.554,632.047,648.456
357,669.646,664.308,637.984,651.409,651.153,631.948,648.131
358,669.288,663.866,637.482,651.039,651.132,632.049,648.390
359,669.536,663.481,637.661,651.220,650.613,632.084,648.821
360,670.466,663.347,637.724,651.392,650.352,632.049,648.587
361,671.460,663.744,637.222,650.956,650.498,632.229,647.720
362,672.078,664.637,636.918,650.286,650.488,632.700,646.826
363,672.550,665.333,637.350,650.185,650.005,633.069,646.642
364,673.040,665.014,638.008,651.164,649.475,632.857,646.960
365,673.634,663.674,638.101,652.747,649.421,631.973,647.176
366,674.236,662.211,637.864,653.873,649.711,630.889,646.980
367,674.758,661.506,638.086,654.059,649.987,630.579,647.086
368,675.084,661.816,638.899,653.567,649.990,631.335,647.841
369,675.278,662.340,639.494,652.941,649.666,632.608,648.589
370,675.474,662.476,639.144,652.642,649.243,633.586,648.751
371,675.842,662.177,638.261,653.259,649.176,633.847,648.516
372,676.628,661.651,637.148,655.094,649.622,634.002,648.136
373,677.884,660.801,636.128,657.241,650.423,634.638,648.144
374,678.948,660.068,635.599,658.073,651.229,635.500,648.620
375,678.950,660.098,636.486,656.767,651.845,635.621,649.237
376,677.758,661.027,638.327,654.412,652.461,634.517,649.438
377,676.404,662.318,639.755,652.620,653.113,632.924,648.965
378,675.518,663.081,639.848,651.782,653.516,631.788,648.020
379,675.038,663.106,639.206,651.559,653.456,631.751,647.128
380,674.824,662.943,638.568,651.692,653.174,632.493,646.605
381,674.682,662.877,638.086,652.006,652.993,633.520,646.262
382,674.506,662.596,638.027,651.970,653.125,634.313,646.141
383,674.298,661.760,638.451,651.459,653.393,634.936,646.071
384,674.392,660.873,639.339,650.811,653.605,635.406,645.914
385,674.882,660.522,640.444,650.617,653.681,635.771,645.562
386,675.682,660.581,641.195,650.821,653.743,635.746,644.932
387,676.666,660.510,641.218,651.014,653.997,635.131,644.272
388,677.594,659.818,640.494,650.953,654.546,634.424,644.355
389,677.914,658.540,639.868,650.838,655.484,634.106,645.514
390,677.534,657.301,639.759,651.015,656.234,634.062,646.909
391,676.904,656.635,640.008,651.341,656.434,634.163,647.345
392,676.164,656.399,639.942,651.056,656.263,634.539,646.587
393,675.590,656.222,639.440,650.161,656.064,635.411,645.491
394,675.380,655.998,638.696,649.364,655.929,636.732,644.849
395,675.562,655.581,638.358,649.102,655.738,637.988,644.778
396,676.054,655.199,638.245,649.349,655.793,638.815,645.128
397,676.680,655.177,638.241,650.421,656.387,639.426,645.521
398,677.394,655.744,638.160,652.618,657.224,639.951,645.534
399,677.970,656.483,637.942,655.330,657.910,639.872,644.826
400,677.896,656.975,637.911,656.867,658.311,638.998,644.078
401,676.846,656.732,638.521,656.302,658.428,637.714,644.048
402,675.260,655.912,639.809,654.594,658.370,636.554,644.506
403,674.174,655.097,640.903,653.145,658.391,635.980,644.864
404,673.712,655.023,641.249,652.342,658.423,635.579,645.060
405,673.546,655.855,641.140,651.938,658.237,634.916,645.564
406,673.512,657.324,640.825,651.721,657.697,634.276,646.428
407,673.518,658.757,640.268,651.670,657.285,634.236,647.164
408,673.100,659.599,639.720,651.703,657.150,634.429,647.045
409,672.434,659.651,639.482,651.853,657.206,634.433,646.307
410,671.854,659.295,639.767,652.036,657.130,634.340,645.662
411,671.614,658.873,640.428,652.033,656.735,634.576,645.136
412,671.380,658.426,641.366,651.785,655.755,635.128,644.375
413,670.940,658.014,642.093,651.227,654.222,635.818,643.804
414,670.556,657.540,642.058,650.239,652.794,636.365,643.710
415,670.438,656.528,641.374,649.298,652.046,636.350,643.859
416,670.246,655.059,640.965,648.820,651.875,635.635,643.627
417,669.876,654.295,641.175,649.029,651.712,634.574,643.101
418,669.566,654.710,641.518,649.870,651.390,633.778,642.763
419,669.970,655.538,641.860,651.185,650.880,633.655,643.113
420,671.176,656.100,642.222,652.523,650.342,634.118,643.879
421,672.574,656.208,642.420,653.521,650.071,634.781,644.416
422,673.570,655.882,642.136,654.483,649.914,635.172,644.149
423,674.240,655.426,641.588,655.197,649.763,634.845,643.584
424,674.636,655.397,641.389,654.911,649.637,634.165,643.763
425,674.530,655.909,641.743,653.330,649.829,633.761,644.980
426,673.724,656.624,642.490,651.611,650.400,633.714,646.567
427,672.594,657.123,643.230,650.821,651.146,633.739,647.539
428,671.688,657.229,643.615,650.927,651.773,633.754,647.718
429,671.420,656.980,643.366,650.967,652.094,633.963,647.489
430,671.712,656.569,642.537,650.644,652.137,634.382,647.194
431,672.242,656.335,641.875,650.333,652.143,635.010,646.924
432,672.616,656.533,642.350,650.067,652.288,635.603,646.625
433,672.544,656.873,643.541,649.474,652.452,635.879,646.194
434,672.196,657.050,644.284,648.503,652.280,635.749,645.773
435,671.910,656.979,643.704,647.568,651.543,635.557,645.801
436,671.614,657.011,642.381,647.123,650.683,636.067,646.456
437,671.054,657.224,641.564,647.424,650.079,637.229,647.181
438,670.506,657.410,641.922,648.461,650.016,638.310,647.214
439,670.620,657.444,642.825,649.600,650.472,638.697,646.763
440,671.174,657.347,643.148,650.120,651.140,638.131,646.345
441,671.650,657.131,642.907,650.114,651.734,636.847,646.232
442,671.622,656.873,642.405,649.942,652.163,635.266,646.219
443,671.012,656.689,641.447,649.735,652.344,634.084,646.307
444,670.154,656.111,640.167,649.473,652.033,633.534,646.431
445,669.374,654.853,639.016,649.173,651.602,633.271,646.217
446,669.018,653.140,638.198,649.202,651.554,632.739,646.038
447,669.264,652.048,637.794,650.239,651.880,632.059,646.103
448,669.954,651.923,637.405,652.462,651.844,632.084,646.207
449,670.454,652.342,636.739,655.118,651.030,632.988,646.295
450,669.882,652.576,635.887,656.653,649.714,633.734,646.577
451,668.426,652.792,635.311,656.080,648.957,633.397,647.113
452,666.554,653.286,635.292,653.923,649.406,632.567,647.574
453,664.840,654.032,635.412,651.741,650.503,632.369,647.738
454,663.466,654.864,635.214,650.905,651.451,633.192,647.665
455,662.786,655.494,635.121,651.394,651.857,634.438,647.544
456,663.132,655.771,635.728,651.927,651.908,635.404,647.489
457,664.132,655.943,636.642,651.629,651.947,636.232,647.045
458,664.868,656.327,637.475,650.758,651.910,636.788,646.050
459,664.498,656.930,638.195,649.838,651.426,636.727,644.982
460,663.372,657.515,638.661,649.095,650.340,636.145,644.383
461,662.112,657.885,638.424,648.524,649.219,635.983,644.018
462,661.204,657.875,637.510,648.129,648.882,636.564,643.375
463,660.596,657.657,636.634,648.029,649.444,637.379,642.675
464,660.186,657.363,636.704,648.300,650.385,637.537,642.275
