 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17
718,645.711,594.890,657.925,856.730,657.268,706.649,780.280,780.901,615.220,671.843,568.215,603.974,547.419,621.845,676.708,590.525,628.730
719,647.491,594.848,656.629,860.010,659.857,707.797,780.631,781.213,616.792,672.085,567.036,603.555,548.215,621.340,677.198,590.898,629.068
720,647.870,595.068,654.794,859.947,660.775,708.168,780.765,781.133,617.305,671.805,566.236,602.902,547.935,621.424,676.357,591.150,628.984
721,647.322,595.700,653.663,859.422,661.688,708.723,780.695,780.577,617.598,671.901,566.180,601.936,547.048,622.186,675.959,591.411,628.769
722,646.938,596.190,653.573,860.350,663.475,709.732,780.490,779.900,618.197,672.593,566.636,600.943,546.075,623.107,676.932,591.673,628.811
723,646.882,596.010,654.243,861.377,664.854,710.380,780.364,779.544,618.205,673.289,567.369,600.336,545.629,623.600,678.107,591.955,628.966
724,646.443,595.213,654.854,859.879,663.768,709.835,780.214,779.469,616.784,673.044,567.990,600.230,545.747,623.640,677.520,591.891,628.654
725,645.348,594.055,654.667,855.864,660.411,708.309,779.934,779.521,614.707,671.935,568.195,600.253,545.941,623.536,674.929,591.214,627.567
726,644.585,592.900,653.850,852.398,657.572,706.950,779.594,779.674,613.641,670.809,568.282,600.291,545.575,623.342,672.694,590.267,626.247
727,644.756,592.242,653.198,852.138,657.544,706.641,779.274,779.854,613.807,670.572,568.477,600.547,544.677,623.038,672.561,589.903,625.709
728,645.287,592.329,652.966,854.207,659.383,707.318,778.887,779.763,613.695,670.992,568.610,600.970,543.683,622.704,674.050,590.277,625.984
729,645.261,592.481,652.779,855.056,659.995,708.052,778.341,779.357,612.564,671.180,568.400,601.317,543.000,622.563,675.012,590.559,626.262
730,644.654,591.897,652.176,852.581,657.701,708.118,777.671,779.030,610.764,670.748,567.749,601.381,543.005,622.584,674.182,590.237,625.850
731,644.071,590.948,651.097,848.989,654.264,707.719,777.106,778.910,609.483,670.065,567.159,601.023,543.392,622.747,672.378,589.836,625.247
732,643.642,590.784,650.255,848.046,652.894,707.594,776.689,778.680,609.517,669.703,567.251,600.249,543.419,622.953,671.278,590.094,625.252
733,642.945,591.594,650.345,850.367,654.355,707.806,776.572,778.232,610.869,669.772,567.846,599.491,542.360,623.026,671.443,590.836,625.937
734,641.709,592.442,650.910,852.641,656.384,707.606,776.631,777.890,612.139,669.984,567.928,599.445,540.828,622.920,672.012,591.176,626.643
735,640.145,592.952,651.434,851.516,656.039,706.576,776.572,777.751,611.973,669.892,567.062,600.283,540.075,622.771,671.576,590.708,626.743
736,638.810,593.455,651.449,847.495,653.575,705.355,776.363,777.382,610.683,669.550,565.723,601.589,540.591,622.674,670.227,589.809,626.052
737,638.467,594.242,651.236,844.554,652.065,704.936,776.329,776.623,609.992,669.527,565.021,602.502,541.860,622.543,669.569,589.212,625.024
738,639.488,594.810,651.303,845.304,653.430,705.581,776.555,775.793,610.645,670.255,565.610,602.551,542.651,622.224,670.641,589.510,624.430
739,641.206,594.755,651.382,848.110,656.022,706.410,776.768,775.371,611.691,671.217,566.677,602.242,542.957,621.976,672.526,590.387,624.436
740,642.524,594.435,651.008,849.335,656.805,706.256,776.616,775.473,612.185,671.650,567.077,602.177,543.199,621.942,673.461,590.752,624.289
741,642.900,594.503,650.030,847.341,654.734,705.231,776.191,775.807,611.985,671.249,566.974,602.336,543.366,621.993,672.654,589.950,623.596
742,642.810,594.932,648.914,844.265,652.097,704.465,775.929,776.152,611.448,670.501,567.118,602.185,543.651,621.811,671.203,588.694,622.790
743,643.137,595.065,648.243,843.523,651.689,704.924,776.014,776.217,611.290,670.099,567.687,601.596,544.237,621.434,670.965,588.250,622.378
744,644.142,594.477,648.041,845.486,653.439,706.032,776.460,776.010,611.915,670.395,567.738,601.113,544.946,621.137,671.920,588.913,622.423
745,645.043,593.390,647.798,847.147,654.594,706.364,777.110,775.899,612.633,671.051,566.964,601.611,545.468,621.097,672.567,589.853,622.785
746,644.801,592.497,647.184,845.951,653.238,705.367,777.513,776.158,612.780,671.293,566.056,602.800,545.715,621.153,672.012,590.097,623.205
747,643.536,592.490,646.573,843.317,650.662,704.209,777.445,776.730,612.792,670.952,566.082,603.268,546.177,621.154,671.239,589.674,623.496
748,642.630,593.287,647.202,843.583,650.266,704.860,777.449,777.230,613.660,670.735,567.046,602.596,546.866,620.958,671.837,589.532,623.853
749,643.050,594.094,649.116,848.889,653.712,707.576,778.077,777.680,615.456,671.362,568.292,601.540,547.129,620.791,674.183,590.383,624.598
750,644.637,594.461,651.112,856.335,658.864,710.667,779.131,778.330,616.992,672.858,569.610,600.985,546.731,620.606,677.147,591.630,625.790
751,646.239,594.677,651.798,860.939,661.993,712.138,779.887,779.112,617.413,674.497,570.979,601.562,546.075,620.513,678.439,591.941,626.606
752,646.626,595.077,651.363,860.713,661.819,711.458,779.993,779.747,616.822,675.580,572.113,602.743,545.849,620.751,677.092,591.031,626.475
753,646.026,595.494,650.715,858.463,660.520,709.799,779.691,779.988,616.471,675.998,572.667,603.834,546.172,621.379,674.622,590.073,625.577
754,645.469,595.558,650.491,857.871,660.885,709.124,779.274,780.066,617.290,676.240,572.862,604.034,546.172,621.862,673.533,589.944,624.961
755,645.377,595.158,650.715,859.363,662.862,709.797,778.795,780.224,618.707,676.730,573.159,603.211,545.634,621.748,674.513,590.141,625.089
756,645.154,594.639,651.116,859.937,664.012,710.452,778.185,780.767,619.112,677.266,573.159,601.955,544.914,621.233,675.719,589.815,625.073
757,644.379,594.574,651.052,857.263,662.683,709.687,777.484,781.618,617.896,677.222,572.277,601.011,544.392,620.743,675.466,588.876,624.273
758,643.540,595.203,650.277,852.776,660.183,707.874,776.814,782.457,616.012,676.324,571.103,600.691,544.355,620.420,674.008,588.124,623.165
759,643.213,596.210,649.056,850.389,659.175,706.670,776.384,783.069,615.510,675.316,570.667,600.962,544.720,620.387,673.000,588.347,622.499
760,643.493,596.687,648.086,851.915,660.209,706.844,776.337,783.391,617.093,675.100,571.205,601.540,545.511,620.681,673.334,589.440,622.472
761,643.801,596.439,647.596,854.927,661.315,707.434,776.437,783.439,619.027,675.818,572.303,602.083,546.000,621.191,674.080,590.415,622.591
762,643.581,596.077,647.416,855.379,660.114,707.154,776.323,783.577,619.070,676.585,572.959,602.321,545.618,621.624,673.359,590.328,622.115
763,642.545,596.174,647.476,852.446,656.542,705.971,775.882,783.937,616.934,676.509,572.595,602.102,544.532,621.780,670.799,589.142,621.026
764,641.386,596.535,647.948,849.491,653.289,704.942,775.593,784.400,614.448,675.706,571.462,601.774,543.763,621.743,668.348,588.057,619.811
765,641.116,596.603,649.176,849.625,652.989,705.003,775.825,784.759,613.351,675.127,570.713,601.543,543.812,621.585,668.221,588.318,619.273
766,641.550,596.245,650.663,852.288,655.240,706.088,776.242,784.933,613.680,675.258,570.692,601.411,544.043,621.455,670.027,589.575,619.360
767,641.727,596.026,651.333,853.956,657.071,707.028,776.247,785.238,614.467,675.616,570.646,601.445,544.210,621.255,671.513,590.429,619.512
768,641.026,596.168,650.652,852.145,656.389,706.740,775.608,786.032,614.614,675.622,570.180,601.845,544.398,620.969,671.154,590.151,619.391
769,640.028,596.061,649.277,848.526,654.034,705.556,774.797,787.150,614.004,675.111,569.810,602.638,544.710,620.893,669.790,589.449,619.457
770,639.642,595.568,648.341,846.879,652.869,704.816,774.405,788.014,613.293,674.622,569.851,603.121,544.946,621.302,669.201,589.311,620.268
771,640.422,595.513,648.154,848.467,654.324,705.206,774.403,788.232,613.232,674.626,570.482,603.060,545.005,621.815,669.953,589.727,621.588
772,641.768,596.026,647.828,850.646,656.560,706.193,774.381,788.029,613.865,674.874,571.467,602.615,545.161,622.008,671.077,589.887,622.370
773,642.457,596.119,646.479,850.422,656.909,706.489,774.054,788.073,614.274,674.662,572.133,601.823,545.145,621.983,670.994,589.476,622.118
774,641.870,595.413,644.854,847.613,654.683,705.552,773.591,788.442,613.541,673.963,572.036,600.951,544.505,622.186,669.168,588.871,621.194
775,640.675,594.516,644.446,845.080,652.272,704.385,773.448,788.436,612.440,673.461,571.400,600.396,543.280,622.481,667.008,588.654,620.661
776,639.706,594.558,645.491,845.209,652.069,704.309,773.736,787.613,611.792,673.500,570.754,600.438,542.306,622.748,666.054,589.075,620.848
777,639.182,595.571,646.816,847.285,653.605,705.222,774.160,786.723,611.695,673.681,570.759,601.226,542.247,623.010,666.523,589.581,621.100
778,638.998,596.458,647.622,848.352,654.405,705.697,774.273,786.648,611.544,673.516,570.749,602.691,543.065,623.138,667.248,589.381,620.979
779,638.919,596.439,647.689,846.836,653.107,705.288,773.896,787.549,611.417,672.882,570.010,604.234,544.425,622.982,667.212,588.371,620.333
780,638.910,595.942,647.397,845.037,651.742,705.061,773.513,788.747,611.737,672.467,568.990,604.891,545.742,622.574,666.982,587.597,619.344
781,639.291,595.797,647.588,846.908,653.413,705.952,773.715,789.358,612.826,672.626,569.174,604.042,546.376,622.332,668.339,587.897,618.651
782,640.415,596.055,648.543,852.987,658.659,707.717,774.510,789.011,614.409,673.548,570.974,602.306,546.672,622.521,671.408,589.202,619.081
783,641.860,596.297,649.670,859.269,664.115,709.296,775.221,788.050,615.571,674.907,573.051,601.019,546.715,623.008,674.050,590.642,620.349
784,642.571,595.948,649.981,861.145,666.115,709.811,775.415,787.143,615.548,675.932,573.667,600.781,546.242,623.506,674.115,591.294,621.262
785,642.045,594.984,649.363,858.611,664.642,709.538,774.942,786.691,614.575,676.145,572.477,601.479,545.081,623.857,672.050,590.749,621.417
786,640.945,593.965,648.524,855.773,662.995,709.586,774.212,786.649,614.008,675.852,570.990,602.219,544.597,623.961,670.461,589.825,621.798
787,640.258,593.832,648.532,855.756,663.480,710.396,773.823,786.551,614.104,675.826,570.369,602.483,545.570,623.595,670.952,589.432,623.176
788,639.993,594.619,649.978,857.309,664.957,711.157,774.034,786.187,614.255,676.249,570.913,602.415,547.360,622.890,672.319,589.690,624.955
789,639.398,595.664,652.210,856.961,664.792,710.826,774.737,785.761,613.579,676.698,571.805,602.540,548.790,622.532,672.433,589.977,625.895
790,638.396,596.277,653.951,853.516,662.286,709.339,775.581,785.843,612.077,676.544,572.692,602.981,549.269,622.846,670.825,589.812,625.782
791,638.128,596.429,654.944,849.944,659.997,707.831,776.267,786.503,610.907,675.935,573.528,603.449,549.414,623.539,669.383,589.418,625.598
792,639.450,596.684,655.858,850.873,661.049,707.473,776.717,787.449,611.293,675.745,573.862,603.408,549.790,623.922,670.346,589.551,626.199
793,641.794,597.329,656.828,857.701,666.283,708.897,777.060,788.231,613.096,676.868,573.385,602.404,550.124,623.832,674.212,590.657,627.606
794,644.092,598.042,657.524,866.890,673.192,711.536,777.553,788.663,615.000,679.037,572.549,600.641,549.984,623.464,678.974,592.239,629.034
795,645.604,598.365,657.685,872.877,678.157,713.983,778.206,788.669,616.085,680.877,572.282,599.574,549.430,622.977,681.794,593.376,629.832
796,646.332,597.800,657.551,873.389,679.636,715.024,778.911,787.832,616.247,681.464,572.815,600.136,548.661,622.418,681.579,593.567,629.304
797,646.445,596.732,657.554,871.056,679.118,714.908,779.578,786.260,616.147,681.144,573.185,601.615,547.995,622.115,679.787,593.171,628.052
798,646.673,596.097,657.869,869.686,678.606,714.484,780.125,784.486,616.452,680.592,572.826,601.958,547.532,622.390,678.552,592.840,627.446
799,647.242,596.500,657.925,869.404,678.057,713.860,780.430,783.211,616.780,680.156,572.087,600.551,547.387,622.860,678.036,592.673,627.932
800,647.609,597.590,657.082,867.181,675.784,712.443,780.329,782.682,616.085,679.606,571.574,598.721,546.887,623.023,676.395,592.221,628.446
801,647.104,598.206,655.577,861.811,671.317,710.231,779.855,782.768,614.232,678.647,571.072,597.958,546.032,622.930,672.769,591.387,628.430
802,646.116,598.019,654.277,856.169,666.904,708.261,779.117,782.922,612.332,677.403,570.287,598.509,545.258,622.927,668.579,590.510,628.005
803,645.806,597.452,653.764,853.910,665.078,707.615,778.234,782.657,611.432,676.578,569.749,599.566,544.806,623.002,666.401,590.000,627.669
804,646.348,597.194,653.633,854.968,665.716,707.976,777.345,781.951,611.629,676.457,570.241,600.366,544.382,622.962,666.908,589.647,627.525
805,646.635,597.084,653.202,855.736,666.051,707.886,776.498,781.262,612.039,676.577,571.410,600.868,544.016,622.889,668.241,588.976,627.207
806,646.156,596.729,652.273,853.189,663.893,706.451,775.647,781.170,611.699,676.144,571.841,601.445,543.833,622.869,668.247,587.927,626.136
807,645.398,595.629,651.157,848.394,660.200,704.341,774.945,781.584,610.884,674.935,571.092,602.008,543.903,622.950,666.876,587.320,624.748
808,645.194,594.048,650.408,845.523,658.057,703.097,774.718,782.081,610.753,673.643,569.626,602.426,544.005,623.124,665.826,587.682,624.404
809,645.443,593.197,650.539,846.766,658.835,703.273,775.088,782.263,611.610,673.118,568.744,602.540,544.269,623.134,666.537,588.806,625.764
810,645.332,593.713,651.022,849.595,660.824,703.911,775.628,782.087,612.471,673.468,568.723,602.521,544.710,622.927,668.345,589.780,627.546
811,644.405,594.977,651.341,849.583,661.268,703.585,775.764,781.603,611.954,673.951,569.349,602.687,545.059,622.809,669.269,589.670,628.239
812,643.069,595.758,651.562,845.558,659.552,702.252,775.414,780.938,609.683,673.683,570.031,603.098,545.269,622.916,668.520,588.373,627.853
813,641.962,595.774,652.300,841.192,657.565,701.191,774.941,780.123,606.988,672.662,570.256,603.370,545.167,622.900,667.175,587.073,627.638
814,641.647,595.726,654.165,840.622,657.433,701.279,774.879,779.349,605.587,671.965,570.451,603.117,544.656,622.465,666.593,586.526,628.223
815,641.974,596.232,656.255,843.536,658.874,702.130,775.397,778.897,606.050,672.226,570.887,602.374,544.392,621.924,667.029,586.619,629.005
816,642.227,596.671,657.169,845.812,659.560,702.688,776.008,779.109,607.463,672.749,571.482,601.755,544.785,621.581,667.189,586.562,629.168
817,641.711,596.248,656.296,844.407,657.911,702.453,776.189,779.840,608.243,672.697,571.492,601.306,545.075,621.421,666.304,586.147,628.709
818,640.550,595.216,654.783,840.824,655.141,701.863,775.988,780.348,608.301,671.994,570.774,600.928,544.774,621.267,665.153,585.898,628.066
819,639.607,594.516,653.910,839.072,654.079,701.949,775.755,780.107,608.506,671.334,569.897,600.687,544.500,621.032,665.315,586.293,627.696
820,639.427,594.703,654.296,840.729,655.678,702.829,775.575,779.319,609.162,671.307,569.256,601.087,544.941,620.813,666.690,587.125,627.774
821,639.410,595.087,655.509,843.325,657.967,703.601,775.168,778.532,609.425,671.700,568.923,601.849,545.737,620.876,667.755,587.878,628.333
822,638.758,594.890,656.292,843.363,658.300,703.374,774.384,778.250,608.537,671.840,568.928,602.687,546.038,621.150,667.569,588.306,629.060
823,637.829,593.977,656.015,840.525,656.297,702.424,773.511,778.496,606.900,671.595,569.277,603.279,545.435,621.258,666.831,588.457,629.675
824,637.851,593.065,655.603,838.400,654.455,701.771,773.146,778.767,605.297,671.400,569.518,603.279,544.683,621.017,666.953,588.519,629.882
825,639.301,592.726,656.195,840.140,654.921,702.007,773.693,778.600,604.409,671.789,569.467,602.547,544.710,620.791,668.123,588.395,629.567
826,641.062,593.006,657.584,844.564,656.986,702.711,774.805,778.140,603.780,672.533,569.246,601.732,545.511,620.850,669.421,587.961,628.950
827,641.735,593.435,658.663,847.438,658.066,703.182,775.604,777.754,603.154,672.911,569.031,601.475,545.979,620.962,669.778,587.238,628.066
828,640.967,593.765,658.809,846.478,656.949,702.840,775.433,777.720,602.930,672.381,569.180,601.566,545.548,620.809,668.811,586.576,626.906
829,639.915,594.294,658.719,843.808,655.172,702.106,774.695,778.009,603.846,671.436,569.785,601.555,545.027,620.724,667.643,586.410,626.037
830,639.919,595.061,659.180,843.366,655.078,702.010,774.379,778.244,605.741,671.203,570.615,601.445,545.425,620.876,667.793,586.935,626.037
831,640.910,595.819,659.921,846.053,656.936,702.971,774.741,778.131,607.768,671.895,571.267,601.604,546.672,621.165,669.520,587.860,626.764
832,641.571,595.984,660.221,848.880,658.655,704.391,775.247,778.048,608.904,672.647,571.585,601.774,547.737,621.214,671.177,588.512,627.730
833,640.751,595.523,659.880,848.610,658.286,704.968,775.355,778.386,608.571,672.714,571.554,602.045,547.774,621.156,671.086,588.385,628.102
834,638.851,594.713,659.030,846.043,656.348,704.264,775.077,779.117,607.382,672.399,570.964,602.513,547.102,621.326,669.343,587.957,627.835
835,637.469,594.252,658.337,845.468,655.470,703.387,774.804,779.733,606.834,672.209,569.723,603.087,546.468,621.749,667.758,588.120,627.759
836,637.938,594.432,658.517,849.969,657.763,703.756,774.999,780.059,607.861,672.390,568.344,603.132,546.559,622.109,668.091,589.322,628.399
837,640.026,595.123,659.783,858.217,662.769,705.592,775.419,780.487,609.981,672.862,567.667,602.004,547.317,622.121,670.678,590.984,629.446
838,642.171,595.713,661.584,865.704,667.785,707.606,775.616,781.236,611.367,673.506,568.113,600.608,548.301,621.918,674.121,592.017,630.102
839,643.102,595.719,663.019,869.121,670.173,708.555,775.610,781.800,611.131,674.266,569.262,600.313,549.021,621.752,676.340,591.868,630.202
840,643.038,595.297,663.648,869.158,669.938,708.448,775.584,781.530,609.938,675.148,570.662,601.321,548.914,621.664,676.849,590.900,630.449
841,642.720,594.848,663.861,869.088,669.432,708.240,775.579,780.462,609.375,675.934,571.620,602.351,548.005,621.659,676.961,590.083,631.247
842,642.564,594.674,664.150,870.290,670.101,708.674,775.638,779.200,609.876,676.375,571.954,602.336,547.011,621.828,677.638,589.957,632.165
843,642.209,594.655,664.363,870.826,670.457,709.119,775.536,778.422,610.792,676.632,571.918,601.475,546.306,622.141,677.849,590.030,632.446
844,641.220,594.458,664.075,868.362,668.682,708.715,775.062,778.049,611.070,676.638,571.610,600.989,545.833,622.394,676.572,589.556,631.919
845,639.893,594.103,663.198,864.040,665.544,707.772,774.315,777.608,610.359,676.334,570.672,601.551,545.769,622.566,674.416,588.731,631.341
846,639.479,593.771,662.438,861.465,663.913,707.252,773.826,776.950,609.452,675.898,569.518,602.328,546.129,622.686,673.123,588.392,631.470
847,640.384,593.594,662.588,862.340,665.087,707.524,774.103,776.197,609.506,675.765,569.344,602.430,546.747,622.623,673.625,588.863,632.139
848,641.460,593.774,663.255,864.672,667.250,708.079,774.998,775.778,610.649,675.983,570.133,601.732,547.419,622.311,675.076,589.550,632.604
849,641.512,594.142,662.738,864.860,667.322,708.073,775.678,775.893,611.591,675.993,570.600,600.808,547.548,621.921,675.691,589.591,632.289
850,640.536,594.703,660.367,861.709,664.441,706.939,775.477,776.363,611.471,675.513,569.979,600.740,546.543,621.848,674.682,588.772,631.449
851,639.280,595.461,657.948,857.943,661.088,705.278,774.753,776.364,610.680,674.911,568.785,601.657,544.839,622.116,673.374,587.741,630.748
852,638.571,596.381,657.491,857.039,660.042,704.308,774.399,775.863,609.961,674.731,567.713,602.770,543.839,622.357,673.452,587.308,630.430
853,638.642,596.855,658.337,858.953,661.446,704.246,774.519,775.469,609.568,674.877,567.328,603.140,544.382,622.174,674.581,587.591,630.346
854,638.735,596.503,658.775,860.388,662.801,704.257,774.629,775.706,609.039,674.981,567.585,602.853,545.817,621.693,674.853,588.032,630.268
855,638.346,595.584,657.831,858.759,661.726,703.470,774.276,776.503,608.108,674.743,567.985,602.547,547.231,621.332,673.418,588.056,630.058
856,637.540,595.048,656.210,855.258,658.821,702.205,773.654,777.389,606.853,674.269,568.559,602.585,548.140,621.315,671.537,587.825,629.759
857,636.723,595.477,655.315,853.397,657.122,701.540,773.239,777.891,605.745,673.901,569.472,602.562,548.177,621.661,671.212,587.760,629.630
858,636.479,596.394,656.427,854.754,658.326,701.999,773.280,777.730,605.405,674.026,570.446,602.434,547.468,622.323,672.696,587.963,629.727
859,637.263,597.239,658.543,857.418,660.541,702.910,773.481,777.122,605.660,674.573,570.846,602.408,546.780,622.875,674.241,588.036,629.801
860,638.505,597.545,659.678,858.230,660.719,703.092,773.415,776.441,605.780,675.105,570.374,602.853,546.581,622.903,674.076,587.459,629.194
861,638.882,597.190,659.022,856.454,658.568,702.304,773.040,775.971,605.394,675.300,569.759,603.596,546.812,622.284,672.268,586.542,628.063
862,638.348,596.577,657.539,854.685,656.752,701.446,772.761,775.890,604.992,675.334,569.549,603.887,547.317,621.305,670.649,586.397,627.150
863,638.021,596.590,656.266,855.632,657.288,701.284,772.834,776.360,604.757,675.600,570.364,603.426,547.828,620.610,670.643,587.156,627.189
864,638.372,597.439,655.330,858.730,659.066,701.761,773.160,777.198,604.533,676.218,572.056,602.849,548.468,620.476,671.761,588.036,627.874
865,638.874,598.106,653.895,860.395,659.485,702.144,773.497,778.032,604.170,676.800,573.549,602.694,548.968,620.622,672.540,588.201,628.131
866,639.078,597.561,651.936,858.458,657.740,701.873,773.701,778.434,603.591,676.825,573.877,602.736,548.726,620.881,671.909,587.712,627.588
867,638.972,596.200,650.933,855.046,655.762,701.152,773.802,778.088,603.386,676.287,573.338,602.347,548.075,621.310,670.617,587.228,627.055
868,638.877,595.035,652.142,854.327,655.832,700.951,773.904,777.129,604.039,675.899,572.492,601.808,547.763,621.758,670.413,587.341,627.352
869,639.239,594.632,654.978,857.297,658.088,701.748,773.949,776.237,605.394,676.248,571.600,601.449,547.704,621.852,672.038,588.099,628.244
870,639.787,594.926,657.367,860.577,660.283,702.760,773.890,776.088,606.602,677.024,570.749,601.321,547.274,621.567,673.982,588.961,629.052
871,639.756,595.181,657.704,860.093,660.300,702.914,773.757,777.019,606.900,677.347,570.272,601.275,546.715,621.356,674.132,589.418,628.832
872,638.893,595.045,656.243,855.858,658.076,702.200,773.776,778.634,605.853,677.058,570.600,601.566,546.677,621.385,672.070,589.317,627.748
873,637.879,594.687,654.386,851.994,656.051,701.718,774.147,780.194,604.378,676.541,571.892,602.683,547.532,621.618,669.667,588.939,626.696
874,637.865,594.668,653.532,852.442,656.387,702.352,774.721,781.141,603.375,676.489,573.221,603.928,549.102,621.749,669.123,588.706,626.462
875,639.031,595.413,653.963,857.185,659.064,703.970,775.215,781.367,603.513,677.092,573.610,603.808,550.575,621.884,671.231,588.881,626.890
876,640.867,596.597,655.333,863.244,662.567,705.666,775.556,781.292,604.459,677.940,572.903,602.125,551.328,622.248,674.772,589.363,627.514
877,642.699,597.252,657.446,868.059,665.401,706.750,775.825,781.101,605.757,678.606,571.882,600.268,550.887,622.647,677.952,589.893,628.160
878,644.431,596.900,659.794,871.420,667.665,707.368,776.005,780.611,606.923,678.915,571.728,599.800,549.629,622.739,680.073,590.368,628.974
879,646.168,596.181,661.356,874.413,670.051,708.035,775.959,779.663,607.201,679.317,572.918,600.275,547.973,622.426,681.593,590.992,629.829
880,647.140,595.671,661.255,877.308,672.358,708.436,775.665,778.624,606.328,679.960,574.421,600.423,546.339,622.097,682.841,591.780,630.438
881,646.979,595.232,659.978,878.273,673.062,707.864,775.250,777.921,604.710,680.767,574.944,599.989,545.414,622.099,682.876,592.262,630.593
882,646.121,594.226,658.449,875.507,670.905,706.240,774.867,777.778,603.000,681.106,573.882,600.019,545.505,622.307,680.654,591.839,630.244
883,645.107,592.987,656.989,870.240,666.860,704.508,774.505,778.090,601.815,680.551,572.005,600.766,546.570,622.453,677.038,590.677,629.588
884,644.090,592.387,656.139,866.447,664.025,703.701,774.122,778.233,601.764,679.532,570.662,601.317,548.134,622.327,674.711,589.816,628.793
885,643.334,592.594,656.577,866.485,664.559,704.162,773.738,777.790,602.857,678.858,570.441,600.691,549.640,622.047,675.038,590.016,628.126
886,643.059,593.190,657.846,868.145,667.250,704.992,773.482,776.964,604.367,678.745,570.728,599.479,550.349,621.906,676.408,590.772,627.832
887,643.251,594.171,658.543,867.472,668.747,704.856,773.399,776.272,605.135,678.677,571.051,598.947,550.054,621.907,676.501,590.913,627.664
888,643.488,595.594,658.382,863.323,667.445,703.488,773.377,776.038,604.537,678.070,571.451,599.762,548.957,621.940,674.870,590.042,627.399
889,643.251,596.848,658.030,858.799,665.053,702.280,773.337,776.216,603.405,677.173,571.713,601.242,547.962,621.925,673.368,588.908,627.220
890,642.566,597.300,658.049,857.636,664.280,702.275,773.312,776.526,603.023,676.575,571.241,602.411,548.188,621.866,673.608,588.368,627.488
891,641.960,596.900,658.412,859.712,665.401,703.295,773.242,776.556,603.552,676.388,570.015,602.845,549.742,621.721,675.009,588.420,627.913
892,641.791,596.458,658.790,861.383,666.047,704.289,772.967,776.377,603.838,676.186,568.728,602.721,551.129,621.551,675.661,588.700,627.850
893,641.555,596.616,658.543,859.781,664.357,704.181,772.389,776.482,603.127,675.683,568.297,602.279,551.043,621.543,674.448,588.891,627.220
894,640.739,597.029,657.644,856.029,661.414,703.185,771.615,777.119,602.174,674.768,568.579,601.532,549.898,621.856,672.275,588.745,626.556
895,639.377,597.171,656.629,853.760,660.260,702.301,771.088,777.726,602.355,673.773,568.928,600.543,549.048,622.179,671.048,588.387,626.328
896,638.382,597.261,656.067,854.998,662.220,702.171,771.274,777.951,603.846,673.365,569.031,599.517,549.075,622.177,671.525,588.119,626.675
897,638.107,597.523,656.311,857.831,665.499,702.460,771.894,778.124,605.537,673.891,568.856,598.981,549.398,621.826,672.811,587.846,627.152
898,638.204,598.006,657.030,858.489,667.056,702.249,772.196,778.592,606.062,674.838,568.385,599.245,549.172,621.621,673.303,587.339,627.255
899,638.268,598.413,657.307,855.878,665.829,701.131,771.952,779.230,605.614,675.366,567.467,600.287,548.801,621.796,672.401,586.592,626.740
900,638.635,598.771,657.180,852.872,663.912,700.015,771.312,779.656,605.147,675.217,566.667,601.660,548.812,622.302,671.089,586.046,625.824
901,639.720,598.903,657.401,852.884,664.084,700.163,770.666,779.714,605.205,674.752,566.605,602.830,549.640,622.507,670.861,585.949,625.029
902,641.033,598.516,658.127,855.605,666.261,701.424,770.295,779.473,605.552,674.427,567.687,603.517,550.661,622.166,671.865,586.264,624.766
903,641.782,597.361,658.655,857.632,667.870,702.475,770.006,779.238,605.301,674.244,569.538,603.253,551.102,621.611,672.740,586.941,624.879
904,641.687,595.739,658.386,856.446,667.045,702.393,769.603,779.472,604.012,673.838,571.523,602.377,550.151,621.233,672.315,587.647,624.955
905,641.123,594.339,658.045,853.420,664.781,701.710,769.272,780.311,602.467,673.057,572.887,601.091,548.608,621.241,671.369,588.095,625.094
906,640.706,593.994,658.599,852.186,664.000,701.497,769.222,781.406,602.085,672.170,573.267,599.709,547.296,621.516,671.599,588.446,626.016
907,640.711,594.877,659.805,853.978,665.840,702.116,769.338,781.970,603.359,671.802,572.682,598.777,546.608,621.584,673.309,588.955,627.759
908,640.640,595.987,660.221,856.386,668.356,702.832,769.440,781.833,604.873,672.078,571.436,598.902,546.871,621.279,674.823,589.403,628.984
909,639.675,596.513,659.442,856.116,668.818,702.674,769.452,781.541,605.301,672.443,569.795,599.751,547.892,620.699,674.422,589.203,628.564
910,638.081,596.568,658.948,853.044,667.046,701.575,769.410,781.627,604.571,672.291,568.236,600.457,549.075,620.142,672.380,588.345,627.126
911,637.201,596.677,660.221,850.434,665.478,700.489,769.457,782.021,603.405,671.940,567.097,600.521,549.844,619.606,670.667,587.529,626.323
912,637.775,596.735,662.648,850.904,666.013,700.443,769.923,782.188,602.517,671.931,566.641,600.072,549.887,619.242,670.620,587.527,626.911
913,639.081,596.519,664.247,853.352,667.774,701.279,770.741,781.747,602.124,672.205,566.826,599.634,549.565,619.240,671.573,588.173,628.171
914,639.896,596.197,664.277,854.744,668.655,701.943,771.543,781.207,602.259,672.394,567.385,599.808,549.317,619.766,672.126,588.661,629.000
915,640.033,595.845,663.697,854.241,668.306,702.049,771.864,781.277,602.718,672.217,567.805,600.645,549.667,620.550,672.065,588.875,629.252
