 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17
111,633.268,592.539,660.906,879.526,655.295,706.783,792.888,772.941,618.803,679.524,567.764,601.279,547.597,625.464,673.693,594.670,632.236
112,631.581,592.384,661.034,873.532,652.125,704.962,792.712,772.340,617.714,679.160,567.508,601.758,547.145,625.881,671.983,594.095,631.751
113,630.166,593.077,660.839,869.359,649.436,704.212,792.582,771.556,616.749,678.951,567.938,601.736,546.226,626.024,670.958,593.813,631.121
114,629.604,594.168,660.779,870.100,649.095,704.897,792.837,770.709,616.927,679.261,568.595,601.336,545.715,625.829,671.604,593.945,631.003
115,629.642,594.848,660.360,873.026,650.284,705.999,793.253,770.177,618.100,679.440,569.108,600.958,545.747,625.723,673.042,594.115,631.231
116,629.540,595.145,659.214,873.080,650.526,705.950,793.532,770.183,618.992,678.935,569.354,600.958,545.909,626.064,673.578,593.960,631.184
117,628.848,595.635,657.453,868.943,648.851,704.475,793.859,770.371,618.811,677.668,569.405,601.317,546.333,626.791,672.484,593.341,630.596
118,628.358,596.303,655.712,864.699,647.095,702.950,794.492,770.288,618.359,676.316,569.323,602.030,546.871,627.421,671.033,592.495,629.751
119,629.223,596.632,654.719,864.576,647.462,702.683,795.290,769.953,618.707,675.753,569.174,602.913,547.113,627.517,670.846,592.001,629.089
120,630.998,596.410,654.768,867.438,649.436,703.527,795.742,769.748,619.498,676.074,569.574,603.608,547.167,627.197,671.894,592.028,628.853
121,632.083,595.839,655.330,868.325,650.288,704.107,795.493,770.090,619.371,676.584,570.467,603.789,547.172,626.761,672.891,592.239,628.640
122,631.791,595.242,655.551,864.686,648.434,703.527,794.620,770.762,618.181,676.523,571.395,603.502,547.043,626.511,672.705,592.176,628.118
123,631.372,594.742,655.150,859.338,645.467,702.231,793.594,771.336,616.834,676.011,572.405,602.660,546.672,626.336,671.508,591.880,627.289
124,631.851,594.806,654.607,857.198,644.296,701.606,793.089,771.403,616.618,675.827,573.554,601.487,546.177,626.165,670.687,591.913,626.772
125,633.118,595.471,654.487,859.732,645.683,702.126,793.314,770.994,617.653,676.348,573.718,600.325,545.790,625.949,671.263,592.516,626.798
126,634.140,596.081,654.640,863.522,647.509,702.940,793.756,770.573,618.930,677.236,572.826,599.857,545.667,625.734,672.498,593.105,627.121
127,634.481,596.103,654.498,864.250,647.458,702.832,793.833,770.370,619.224,677.720,571.882,600.272,545.258,625.545,672.862,592.927,627.176
128,634.590,595.942,653.865,861.621,645.568,701.884,793.285,770.352,618.668,677.159,571.431,601.275,544.398,625.372,672.104,592.066,626.690
129,635.107,596.174,653.457,859.343,644.231,701.379,792.529,770.323,618.664,676.082,571.313,602.034,543.753,625.335,671.431,591.552,626.433
130,636.156,596.555,654.258,860.683,645.126,702.250,792.144,770.423,620.054,675.508,571.436,602.204,544.032,625.465,671.749,592.085,626.832
131,637.083,596.555,656.502,864.214,647.212,703.875,792.306,770.863,622.375,675.860,571.492,601.981,545.016,625.697,672.625,593.089,627.331
132,637.225,595.852,658.835,865.291,647.716,704.791,792.683,771.596,624.351,676.312,571.087,601.491,546.102,626.007,672.728,593.629,627.344
133,636.573,594.948,659.625,861.799,645.290,704.173,792.732,772.349,624.402,676.037,570.031,601.128,546.979,626.377,671.578,593.284,626.906
134,635.720,594.442,659.240,857.011,642.087,702.933,792.548,772.992,622.649,675.094,569.041,600.940,547.710,626.697,670.399,592.702,626.543
135,635.083,594.745,659.678,856.338,641.800,702.852,792.642,773.771,621.259,674.348,568.441,600.543,548.667,626.690,670.803,592.829,626.509
136,634.806,595.406,661.831,861.646,645.505,704.837,793.183,774.531,621.900,674.457,568.723,599.641,550.269,626.298,672.794,593.944,626.927
137,635.045,595.848,664.562,869.917,650.490,707.782,793.922,774.788,623.405,675.158,569.846,598.698,552.263,625.642,674.834,595.465,627.871
138,635.694,595.852,666.318,876.162,653.215,709.623,794.609,774.523,623.846,675.894,571.087,598.596,553.688,625.021,675.365,596.445,628.769
139,636.427,595.700,666.569,878.216,652.916,709.688,795.183,774.296,622.857,676.381,571.236,599.347,553.430,624.689,674.533,596.649,628.963
140,636.905,595.990,665.873,878.472,652.022,709.170,795.602,774.311,621.483,676.909,570.523,600.200,551.774,624.795,674.101,596.679,628.787
141,637.116,596.910,665.172,879.761,652.772,709.292,795.993,774.152,621.077,677.697,570.046,600.577,549.844,625.366,675.023,597.103,628.879
142,637.135,597.890,664.764,881.372,654.369,709.691,796.358,773.573,621.683,678.497,570.590,600.709,548.156,626.305,676.200,597.661,628.808
143,636.789,598.171,663.959,880.386,654.298,709.189,796.267,773.212,621.764,678.792,571.990,600.872,546.484,627.103,675.823,597.484,628.147
144,635.919,597.519,662.539,875.925,652.013,707.510,795.604,773.442,620.178,678.468,573.256,601.083,544.995,627.457,673.772,596.330,627.396
145,635.000,596.387,661.169,871.349,649.765,705.658,794.838,773.898,618.344,677.859,573.364,600.891,544.511,627.586,672.056,594.958,627.522
146,634.893,595.336,660.906,870.706,650.080,704.621,794.599,774.147,618.332,677.416,572.256,600.464,545.027,627.802,671.977,594.341,628.759
147,635.382,594.652,661.457,873.561,652.380,704.500,794.858,774.308,620.251,677.170,570.262,600.094,546.011,628.106,673.009,594.798,630.029
148,635.635,594.352,661.161,875.226,653.704,704.511,794.940,774.790,622.340,676.692,568.364,600.302,547.129,628.308,673.418,595.646,630.425
149,635.190,594.077,659.232,872.149,651.951,703.857,794.484,775.428,623.035,675.557,567.579,600.936,548.269,628.150,672.295,595.883,629.932
150,634.514,593.713,656.742,866.440,648.583,702.932,793.792,775.772,622.039,674.091,567.713,601.359,549.070,627.716,670.408,595.337,629.165
151,634.152,593.713,655.494,863.311,647.114,702.844,793.441,775.560,620.587,673.259,567.933,601.502,549.683,627.149,669.504,595.133,628.898
152,634.007,594.077,655.659,864.792,648.916,704.097,793.593,774.850,619.965,673.576,567.764,601.223,550.247,626.668,670.334,596.053,629.076
153,633.846,594.465,656.037,867.731,651.503,705.616,793.857,774.040,619.764,674.395,567.810,600.709,550.694,626.257,671.576,597.171,629.349
154,633.213,594.574,655.404,867.521,651.432,705.887,793.701,773.323,618.382,674.455,568.815,600.211,550.505,625.927,671.271,596.949,629.094
155,632.483,594.629,654.217,863.596,648.590,704.630,793.081,772.871,615.757,673.490,570.400,600.019,549.398,625.802,669.357,595.499,628.276
156,632.232,594.932,654.079,860.142,646.124,703.258,792.515,772.829,613.919,672.491,571.313,600.509,548.091,625.907,667.735,594.199,627.402
157,632.355,595.497,655.517,860.909,646.503,703.022,792.343,773.062,614.255,672.395,570.979,601.415,547.435,625.942,667.713,593.857,627.063
158,632.502,596.358,657.049,864.496,648.677,703.809,792.367,773.376,615.792,673.047,570.046,602.234,547.565,625.815,668.664,594.174,627.320
159,632.498,596.926,657.116,866.360,649.708,704.474,792.214,773.788,616.517,673.316,569.405,602.543,547.774,625.765,669.224,594.227,627.814
160,632.668,596.603,655.584,864.122,648.230,704.125,791.744,774.347,615.722,672.453,569.000,602.438,547.435,625.828,668.803,593.591,628.241
161,633.194,595.755,653.704,860.300,646.062,703.235,791.307,774.923,614.421,670.927,568.738,602.208,546.828,625.869,668.117,592.806,628.585
162,634.220,595.265,652.933,859.232,645.991,702.856,791.323,775.103,614.154,669.890,568.703,601.649,546.495,625.921,668.222,592.804,629.039
163,635.583,595.161,653.483,861.880,648.578,703.243,791.903,774.754,615.189,669.992,569.010,600.355,546.763,626.230,669.366,593.812,629.575
164,636.514,594.916,654.494,864.715,651.469,703.656,792.364,774.220,616.236,670.535,569.456,598.860,546.790,626.716,670.595,594.765,629.491
165,636.382,594.658,654.813,863.841,651.755,703.588,792.100,774.067,616.139,670.436,569.877,598.668,545.876,627.050,670.519,594.619,628.567
166,635.313,594.929,654.232,859.683,649.258,702.917,791.376,774.644,615.166,669.389,570.390,599.781,544.258,626.875,669.008,593.453,627.129
167,634.081,595.600,653.880,856.497,646.399,702.296,791.138,775.757,614.382,668.144,570.851,600.932,543.059,626.347,667.719,592.553,626.029
168,633.211,595.884,654.431,857.231,645.369,702.548,791.770,777.033,614.571,667.827,570.815,601.136,543.457,625.828,667.823,592.780,625.525
169,632.820,595.664,655.652,860.632,646.249,703.709,793.025,778.138,615.255,668.564,569.841,600.574,545.339,625.477,668.655,593.865,625.664
170,632.870,595.597,656.712,863.741,647.643,704.949,794.158,778.772,615.459,669.592,568.338,600.264,547.844,625.055,668.867,594.840,626.404
171,633.289,595.458,657.277,865.852,648.660,705.578,794.768,778.766,614.853,670.315,567.210,600.589,549.688,624.677,668.549,595.368,627.528
172,634.180,595.026,657.768,869.006,650.405,706.020,794.922,777.954,614.494,671.019,567.210,601.098,550.511,624.666,669.159,595.906,628.780
173,635.808,594.397,658.918,874.363,654.157,706.903,794.796,776.509,615.579,671.963,568.077,601.328,550.102,624.918,671.467,596.808,629.932
174,637.642,594.190,660.513,880.191,658.737,708.115,794.634,775.134,618.031,672.598,569.169,601.155,549.097,625.002,674.074,597.667,630.535
175,638.552,594.806,661.378,882.769,661.024,708.698,794.499,774.744,620.432,672.480,569.944,600.566,548.457,624.926,674.820,597.559,630.281
176,637.791,595.597,660.547,880.012,659.400,708.158,794.267,775.311,620.826,671.684,570.103,599.977,548.780,624.965,673.177,596.449,629.289
177,636.036,596.106,658.779,874.440,655.732,707.022,793.867,776.163,619.096,670.736,569.923,599.958,549.484,625.161,670.825,595.175,627.916
178,634.701,596.077,657.581,870.961,653.700,706.414,793.409,776.584,616.988,670.327,569.677,600.272,549.935,625.382,669.702,594.863,626.961
179,634.701,595.703,657.607,871.566,654.911,706.730,793.072,776.351,616.467,670.795,569.554,600.113,550.054,625.514,670.352,595.796,626.633
180,635.725,595.216,658.150,873.363,657.460,707.120,792.901,775.497,617.236,671.611,569.344,599.336,549.984,625.377,671.635,597.085,626.638
181,636.450,594.810,658.060,872.188,657.995,706.378,792.747,774.453,617.556,671.701,569.138,598.777,549.108,625.124,672.048,597.595,626.168
182,636.303,594.732,657.139,867.822,655.586,704.596,792.507,773.879,616.622,670.828,569.262,599.370,547.979,624.789,671.201,596.985,625.386
183,635.780,594.968,656.060,864.339,652.804,703.155,792.254,773.979,615.494,669.693,569.800,600.777,547.231,624.504,670.101,595.869,625.234
184,635.415,595.361,655.839,865.157,652.510,703.206,792.119,774.236,615.487,669.372,570.610,602.189,547.511,624.363,669.865,595.001,626.265
185,635.130,595.519,656.131,868.898,654.215,704.396,792.109,774.153,616.367,670.122,571.308,603.098,548.548,624.342,670.555,594.653,627.512
186,634.863,595.552,655.618,870.803,654.943,705.238,792.018,773.692,616.077,670.930,571.738,603.389,549.656,624.251,671.121,594.441,627.837
187,634.521,595.790,653.464,868.160,652.841,704.674,791.463,773.203,614.089,670.672,572.000,603.170,550.000,624.068,670.699,593.862,627.186
188,634.547,596.132,651.146,863.339,649.473,703.263,790.615,772.837,611.846,669.415,571.826,602.679,549.887,624.010,669.741,593.046,626.646
189,634.889,596.158,650.202,861.143,647.964,702.578,790.175,772.516,611.390,668.331,571.333,602.302,550.285,624.290,669.297,592.678,627.160
190,635.536,595.755,651.120,863.090,649.190,703.270,790.552,772.198,612.942,668.213,570.862,602.230,551.011,624.709,669.575,593.037,628.150
191,635.763,595.184,652.517,865.923,650.851,704.342,791.299,772.033,614.548,668.740,570.272,602.068,551.070,624.771,669.734,593.612,628.281
192,635.225,594.616,652.884,865.646,650.513,704.376,791.745,772.084,614.417,669.152,569.246,602.045,550.183,624.307,668.834,593.817,627.129
193,633.936,594.090,651.667,862.270,648.478,703.243,791.688,772.384,613.205,669.166,568.190,602.374,549.172,623.650,667.177,593.469,625.483
194,632.720,593.839,649.824,859.762,646.975,702.266,791.371,772.736,612.799,668.907,567.744,602.740,548.618,623.265,665.788,593.144,624.276
195,631.960,594.287,648.753,861.141,647.541,702.683,791.252,773.136,613.830,668.749,568.026,602.619,548.591,623.236,665.374,593.222,623.651
196,631.320,594.971,648.858,864.759,649.421,704.100,791.372,773.593,614.988,668.814,568.641,601.770,548.651,623.434,665.823,593.508,623.239
197,630.244,594.945,649.273,866.296,650.436,705.031,791.293,774.167,614.907,668.843,569.359,600.921,548.591,623.692,666.387,593.615,622.816
