 ,Mean1,Mean4,Mean6,Mean7
1436,642.050,893.277,708.868,779.906
1437,641.682,891.032,708.447,779.875
1438,641.095,886.481,708.117,780.017
1439,641.277,883.899,708.363,780.323
1440,642.493,885.280,708.989,780.783
1441,643.673,888.178,709.099,781.090
1442,643.732,888.515,707.972,780.955
1443,642.659,885.426,705.986,780.571
1444,641.673,881.898,704.337,780.401
1445,641.664,881.192,704.105,780.635
1446,642.353,883.122,705.108,780.935
1447,642.642,884.350,706.089,780.975
1448,642.055,882.465,705.976,780.706
1449,640.874,878.850,705.077,780.201
1450,639.628,876.988,704.515,779.758
1451,638.851,878.238,704.750,779.704
1452,638.761,880.509,705.225,779.984
1453,638.538,880.815,705.179,780.107
1454,637.519,878.749,704.334,779.914
1455,636.187,877.050,703.271,779.697
1456,635.822,878.350,703.246,779.768
1457,636.773,882.813,704.721,780.280
1458,638.512,887.981,706.986,781.021
1459,640.118,891.149,708.754,781.574
1460,641.450,891.954,709.697,781.758
1461,643.102,892.632,710.252,781.864
1462,645.320,894.521,710.911,782.120
1463,647.209,895.770,711.460,782.467
1464,647.464,893.952,711.232,782.648
1465,645.791,889.713,710.185,782.495
1466,643.725,886.653,709.236,782.197
1467,642.879,886.998,709.196,782.256
1468,643.301,888.933,709.843,782.767
1469,643.848,888.747,710.077,783.417
1470,643.808,885.022,709.359,783.747
1471,643.543,880.364,708.359,783.782
1472,643.836,878.591,708.332,783.757
1473,644.566,880.164,709.382,783.986
1474,644.659,881.818,710.686,784.382
1475,643.773,880.306,711.210,784.803
1476,642.685,876.179,710.738,785.216
1477,642.384,873.145,710.080,785.658
1478,643.088,873.562,710.074,786.011
1479,644.275,875.715,710.679,786.207
1480,645.019,876.036,711.024,786.320
1481,644.867,873.255,710.459,786.248
1482,644.097,870.152,709.322,786.021
1483,643.675,870.004,708.763,785.739
1484,644.102,872.597,709.335,785.420
1485,645.164,874.684,710.393,785.029
1486,645.936,873.635,710.698,784.766
1487,645.929,870.276,710.141,784.847
1488,645.919,867.880,709.768,785.375
1489,646.509,868.944,710.348,785.975
1490,647.445,872.783,711.583,786.358
1491,648.173,876.982,712.858,786.508
1492,648.517,879.979,713.797,786.574
1493,648.820,882.563,714.501,786.601
1494,649.164,885.726,715.270,786.415
1495,649.645,888.763,716.242,785.955
1496,650.358,889.429,716.898,785.457
1497,650.874,886.402,716.522,785.232
1498,650.637,881.709,715.045,785.332
1499,650.026,879.120,713.397,785.529
1500,649.462,880.106,712.496,785.641
1501,649.284,882.092,712.374,785.444
1502,649.242,881.186,712.340,784.853
1503,648.806,877.367,712.001,784.259
1504,647.960,874.547,711.966,784.044
1505,647.576,875.541,712.792,784.194
1506,648.028,878.546,713.910,784.469
1507,648.675,879.650,714.361,784.499
1508,648.419,877.378,713.816,784.131
1509,647.460,874.091,712.724,783.701
1510,646.540,872.991,712.018,783.812
1511,646.261,874.653,712.327,784.643
1512,646.618,876.288,713.316,785.677
1513,647.100,875.097,713.939,786.142
1514,647.258,871.660,713.730,785.867
1515,647.325,869.635,713.240,785.460
1516,647.822,871.171,713.281,785.537
1517,648.635,874.309,713.568,786.074
1518,649.348,875.103,713.058,786.707
1519,649.628,872.217,711.697,787.160
1520,649.860,868.768,710.602,787.381
1521,650.268,869.043,710.787,787.534
1522,650.718,873.897,712.050,787.683
1523,651.064,880.032,713.316,787.831
1524,651.275,883.257,713.800,788.065
1525,651.491,882.759,713.574,788.537
1526,651.863,881.320,713.269,789.145
1527,652.637,881.546,713.360,789.526
1528,653.597,882.772,713.700,789.409
1529,653.991,882.028,713.773,788.856
1530,653.436,878.443,713.317,788.109
1531,652.801,875.031,712.804,787.559
1532,653.164,874.945,712.713,787.498
1533,654.225,877.155,712.841,787.929
1534,655.076,877.910,712.530,788.454
1535,654.976,875.256,711.423,788.601
1536,654.130,871.397,710.085,788.397
1537,653.218,870.331,709.524,788.253
1538,653.036,872.811,710.143,788.461
1539,653.374,875.560,711.157,788.700
1540,653.547,875.110,711.335,788.498
1541,653.358,871.525,710.322,787.923
1542,653.472,868.395,709.200,787.567
1543,654.173,868.563,708.776,787.792
1544,655.104,870.845,708.940,788.332
1545,655.538,871.888,708.925,788.612
1546,654.955,870.310,708.312,788.223
1547,653.822,868.394,707.435,787.484
1548,652.908,868.786,707.292,787.057
1549,652.251,871.150,708.135,786.989
1550,651.481,872.554,709.201,786.978
1551,650.540,871.307,709.618,786.861
1552,649.775,869.254,709.601,786.820
1553,649.545,870.098,710.113,786.980
1554,650.164,874.726,711.366,787.168
1555,651.600,879.875,712.406,786.940
1556,653.007,881.395,712.594,786.125
1557,653.460,878.552,711.991,785.052
1558,652.945,874.697,711.161,784.303
1559,652.192,873.459,710.694,784.168
1560,651.645,875.001,710.843,784.343
1561,651.154,876.062,711.207,784.456
1562,650.403,874.062,711.101,784.304
1563,649.756,870.254,710.459,784.020
1564,649.592,868.309,710.047,783.801
1565,650.031,869.858,710.333,783.658
1566,650.891,872.326,710.906,783.349
1567,651.412,872.079,710.961,782.639
1568,650.661,868.683,710.268,781.777
1569,648.889,865.729,709.598,781.387
1570,647.382,866.186,709.741,781.712
1571,646.905,869.040,710.589,782.384
1572,647.064,870.483,711.060,782.837
1573,646.829,868.409,710.513,782.809
1574,645.981,864.801,709.600,782.518
1575,645.315,863.611,709.291,782.196
1576,645.524,865.809,709.704,782.040
1577,646.237,868.482,710.006,781.965
1578,646.194,868.209,709.477,781.902
1579,645.064,865.038,708.287,781.845
1580,643.832,862.271,707.324,781.835
1581,643.363,862.568,707.510,781.948
1582,643.621,865.245,708.517,782.144
1583,644.182,867.496,709.221,782.230
1584,644.813,868.185,709.271,782.309
1585,645.713,869.562,709.423,782.537
1586,647.254,873.645,710.279,782.843
1587,648.870,878.840,711.281,782.960
1588,649.566,881.319,711.523,782.706
1589,648.941,879.513,710.777,782.176
1590,647.910,875.413,709.725,781.648
1591,647.649,872.934,709.256,781.309
1592,648.374,873.723,709.715,781.138
1593,649.014,875.616,710.371,780.960
1594,648.882,875.289,710.300,780.862
1595,647.851,872.314,709.217,781.037
1596,646.502,869.493,707.818,781.624
1597,645.318,869.560,706.891,782.436
1598,644.431,871.987,706.555,782.894
1599,644.476,873.557,706.359,782.378
1600,645.429,871.883,706.093,781.018
1601,646.242,868.461,706.039,779.635
1602,646.078,867.172,706.562,778.982
1603,645.261,869.802,707.473,778.956
1604,644.607,873.703,708.081,779.001
1605,644.182,874.808,707.709,778.707
1606,643.957,872.405,706.662,778.140
1607,644.088,870.049,705.986,777.717
1608,644.585,870.630,706.350,777.815
1609,645.038,873.062,707.170,778.258
1610,645.043,873.942,707.368,778.566
1611,644.306,871.809,706.571,778.491
1612,642.941,868.588,705.608,778.259
1613,641.640,867.236,705.464,778.381
1614,640.815,868.812,706.329,778.935
1615,640.742,872.067,707.778,779.467
1616,641.576,875.062,709.085,779.718
1617,642.922,877.106,709.914,779.709
1618,644.438,879.187,710.639,779.559
1619,645.893,882.080,711.567,779.359
1620,646.822,884.400,712.309,779.143
1621,646.626,883.674,712.303,779.013
1622,645.448,879.477,711.503,779.134
1623,644.028,874.852,710.535,779.533
1624,642.858,873.052,709.936,780.014
1625,642.014,874.205,709.707,780.380
1626,641.552,875.264,709.466,780.583
1627,641.301,873.580,708.827,780.535
1628,641.076,869.870,707.995,780.271
1629,640.818,867.674,707.889,779.876
1630,640.533,868.697,708.963,779.478
1631,640.299,870.858,710.240,779.089
1632,640.230,870.831,710.410,778.594
1633,640.341,867.912,709.284,778.090
1634,640.500,865.065,707.979,777.841
1635,640.943,864.982,707.573,777.867
1636,641.590,866.988,708.015,777.909
1637,641.844,867.726,708.399,777.840
1638,641.104,865.394,708.130,777.735
1639,639.751,862.087,707.430,777.778
1640,638.725,861.419,706.848,778.057
1641,638.616,864.174,706.664,778.604
1642,639.436,867.293,706.575,779.312
1643,640.585,867.346,706.190,779.831
1644,641.486,864.428,705.417,779.922
1645,642.211,862.071,704.672,779.878
1646,642.765,863.191,704.715,780.160
1647,642.988,867.120,705.728,780.820
1648,642.716,871.234,707.318,781.404
1649,642.400,874.007,708.634,781.594
1650,642.739,876.305,709.294,781.407
1651,643.924,879.587,709.545,781.003
1652,645.787,883.440,709.678,780.432
1653,647.528,885.386,709.417,779.853
1654,648.218,883.403,708.303,779.557
1655,647.858,878.818,706.713,779.673
1656,647.341,875.396,705.843,780.043
1657,647.137,875.239,706.147,780.232
1658,647.078,876.661,706.805,779.944
1659,646.623,876.517,706.763,779.303
1660,645.941,873.761,705.917,778.482
1661,645.647,870.681,705.110,777.827
1662,646.327,870.033,705.204,777.693
1663,647.732,871.914,705.983,778.175
1664,648.758,873.499,706.666,778.943
1665,648.573,872.234,706.687,779.571
1666,647.509,869.222,706.473,779.993
1667,646.801,867.917,706.721,780.150
1668,647.415,869.749,707.740,780.069
1669,648.794,872.359,708.842,779.709
1670,649.675,872.267,708.927,779.162
1671,649.609,868.984,707.860,778.626
1672,649.097,866.082,706.944,778.437
1673,648.706,866.528,707.196,778.823
1674,648.533,868.869,708.081,779.496
1675,648.197,869.402,708.346,779.945
1676,647.870,866.646,707.353,779.957
1677,647.754,862.988,705.861,779.742
1678,647.825,862.136,705.075,779.458
1679,648.059,865.350,705.683,779.397
1680,648.251,870.522,707.297,779.706
1681,648.002,874.903,709.127,780.234
1682,647.483,877.529,710.366,780.672
1683,647.595,879.546,710.797,780.880
1684,648.791,881.806,710.785,780.938
1685,650.386,883.456,710.463,781.116
1686,651.232,882.824,709.766,781.531
1687,650.761,879.700,708.675,782.156
1688,649.618,876.497,707.774,782.607
1689,648.889,875.755,707.623,782.647
1690,649.135,877.217,708.071,782.253
1691,649.682,877.920,708.354,781.587
1692,649.645,875.865,707.717,780.867
1693,648.986,872.314,706.431,780.264
1694,648.545,870.592,705.912,779.981
1695,648.713,872.202,706.753,780.091
1696,648.718,874.891,708.014,780.458
1697,647.991,875.151,708.504,780.682
1698,646.991,872.231,708.124,780.548
1699,646.391,869.263,707.685,780.255
1700,646.706,869.390,708.099,780.055
1701,647.690,872.009,709.109,779.856
1702,648.607,873.594,709.745,779.539
1703,648.858,871.958,709.390,779.167
1704,648.858,868.879,708.810,778.999
1705,649.173,868.078,709.007,779.319
1706,649.872,870.539,710.050,779.850
1707,650.348,873.384,710.988,780.245
1708,650.036,873.162,711.035,780.352
1709,648.841,870.270,710.254,780.574
1710,647.583,868.749,709.382,781.291
1711,647.059,871.979,709.416,782.257
1712,647.498,878.744,710.304,782.998
1713,648.415,884.638,711.186,783.160
1714,649.123,886.437,711.346,782.923
1715,649.460,885.174,710.850,782.732
1716,649.690,884.317,710.662,782.763
1717,650.291,885.364,711.384,782.958
1718,651.211,886.235,712.218,783.162
1719,651.900,884.318,711.963,783.277
1720,651.720,880.240,710.708,783.279
1721,650.903,877.477,709.800,783.283
1722,650.491,878.081,709.923,783.318
1723,650.737,880.201,710.513,783.306
1724,651.128,880.180,710.641,783.122
1725,651.069,877.072,710.053,782.815
1726,650.474,873.967,709.359,782.729
1727,649.735,874.430,709.377,783.068
1728,649.154,878.065,710.164,783.563
1729,648.770,881.125,710.885,783.681
1730,648.573,880.612,710.608,783.316
1731,648.299,877.527,709.776,783.005
1732,647.931,875.659,709.664,783.122
1733,647.927,876.845,710.623,783.518
1734,648.263,878.865,711.636,783.827
1735,648.469,878.184,711.355,783.768
1736,648.379,874.503,709.865,783.416
1737,647.844,871.096,708.427,783.349
1738,646.998,871.038,708.174,784.055
1739,645.953,873.390,708.843,785.083
1740,645.187,874.415,709.334,785.721
1741,644.872,872.707,708.971,785.739
1742,645.007,871.258,708.333,785.616
1743,645.431,873.912,708.377,785.752
1744,645.938,880.333,709.391,786.007
1745,646.218,885.888,710.417,786.101
1746,646.038,886.527,710.507,785.783
1747,645.360,883.138,709.626,785.168
1748,644.718,880.150,708.717,784.519
1749,644.720,880.473,708.625,784.186
1750,645.711,882.576,709.143,784.091
1751,647.201,882.733,709.323,783.986
1752,648.109,879.539,708.452,783.779
1753,648.123,875.549,707.287,783.529
1754,647.810,874.219,706.939,783.294
1755,647.810,875.914,707.520,783.111
1756,648.017,877.765,707.929,783.044
1757,648.121,876.761,707.327,783.118
1758,648.315,873.397,706.210,783.291
1759,649.040,871.228,705.677,783.606
1760,649.955,872.378,705.970,783.999
1761,649.874,874.750,706.324,784.296
1762,648.600,874.694,706.039,784.332
1763,647.346,871.509,705.106,784.077
1764,647.156,868.502,704.260,783.616
1765,647.967,868.852,704.183,783.349
1766,648.967,871.754,704.647,783.450
1767,649.389,873.287,704.952,783.456
1768,649.126,870.792,704.616,782.993
1769,648.818,866.377,703.950,782.355
1770,649.498,864.628,703.681,782.224
1771,651.396,867.790,704.362,782.715
1772,653.493,873.664,705.623,783.418
1773,654.749,878.513,706.640,783.891
1774,654.870,880.745,706.854,784.027
1775,654.339,881.799,706.616,783.872
1776,654.073,883.320,706.520,783.343
1777,654.230,884.524,706.633,782.511
1778,654.071,883.179,706.360,781.724
1779,653.126,879.020,705.349,781.346
1780,651.761,874.935,704.282,781.332
1781,650.815,874.101,704.095,781.286
1782,650.526,876.446,704.594,781.013
1783,650.479,878.552,704.798,780.691
1784,649.915,877.350,704.106,780.599
1785,648.592,873.786,703.022,780.631
1786,647.175,871.432,702.471,780.626
1787,646.526,872.246,702.819,780.659
1788,646.948,874.313,703.519,780.728
1789,648.232,874.594,703.563,780.647
1790,650.031,872.320,702.684,780.279
1791,651.664,869.885,701.946,779.858
1792,652.905,870.156,702.247,779.720
1793,653.540,872.972,703.307,779.899
1794,653.626,875.387,704.101,780.119
1795,653.284,874.892,703.876,780.178
1796,652.884,872.364,702.971,780.193
1797,653.040,871.063,702.502,780.242
1798,653.860,872.648,703.044,780.344
1799,654.450,874.893,704.100,780.509
1800,654.211,874.964,704.753,780.914
1801,653.718,873.369,704.758,781.724
1802,653.922,873.735,704.947,783.057
1803,654.991,878.098,706.013,784.555
1804,656.211,883.890,707.478,785.593
1805,656.931,886.388,708.110,785.857
1806,656.829,883.898,707.430,785.635
1807,656.081,879.657,706.455,785.440
1808,655.469,877.944,706.349,785.515
1809,655.602,879.537,707.217,785.698
1810,656.386,881.537,708.190,785.801
1811,656.742,880.933,707.950,785.729
1812,656.306,877.992,706.583,785.491
1813,655.955,876.172,705.455,785.156
1814,656.564,877.440,705.448,784.866
1815,657.566,879.793,706.004,784.813
1816,657.716,879.606,706.025,785.036
1817,656.671,876.006,705.357,785.317
1818,655.448,871.873,704.757,785.517
1819,655.429,870.700,705.015,785.668
1820,656.768,872.717,705.925,785.866
1821,657.948,874.753,706.411,785.994
1822,657.758,873.864,705.875,785.923
1823,656.810,871.020,704.921,785.555
1824,656.393,869.701,704.557,785.132
1825,656.723,871.406,705.095,784.875
1826,656.832,873.957,705.758,784.721
1827,656.114,874.199,705.421,784.402
1828,655.211,871.566,704.188,783.884
1829,655.109,868.947,703.241,783.492
1830,656.100,869.158,703.453,783.560
1831,657.173,871.677,704.493,784.045
1832,657.445,874.105,705.364,784.453
1833,657.194,875.523,705.738,784.428
1834,657.633,877.374,706.081,783.973
1835,659.301,880.951,706.872,783.417
1836,661.637,885.293,707.615,783.074
1837,663.367,887.679,707.555,782.872
1838,663.543,886.340,706.556,782.636
1839,662.403,882.384,705.227,782.354
1840,660.758,879.339,704.438,782.236
1841,659.685,879.323,704.482,782.301
1842,659.460,881.142,704.816,782.381
1843,659.533,881.666,704.844,782.316
1844,659.168,879.646,704.399,782.168
1845,658.550,877.220,703.913,782.034
1846,658.223,877.051,703.984,782.084
1847,658.289,879.038,704.592,782.297
1848,658.370,880.221,704.852,782.399
1849,658.156,878.630,704.053,782.262
1850,657.609,875.587,702.679,782.099
1851,657.085,874.477,701.936,782.106
1852,657.045,876.525,702.359,782.174
1853,657.602,879.492,703.236,782.039
1854,657.692,879.854,703.545,781.957
1855,656.671,877.040,703.115,782.323
1856,655.220,874.270,703.145,783.145
1857,654.270,874.803,704.487,784.084
1858,653.969,877.872,706.545,784.730
1859,653.557,879.473,707.846,784.996
1860,652.664,877.313,707.792,785.055
1861,652.078,873.772,707.056,785.182
1862,652.422,872.775,706.688,785.601
1863,653.310,874.839,707.189,786.303
1864,653.822,877.068,708.013,786.882
1865,653.600,876.874,708.562,786.992
1866,653.161,875.429,709.032,786.703
1867,653.194,876.444,709.942,786.183
1868,653.794,881.294,711.059,785.659
1869,654.621,886.862,711.630,785.384
1870,655.043,889.106,710.947,785.383
1871,654.813,887.120,709.369,785.454
1872,654.445,883.596,708.056,785.275
1873,654.514,881.933,707.767,784.812
1874,654.791,882.809,708.105,784.387
1875,654.664,883.799,708.280,784.135
1876,654.000,882.483,708.002,783.989
1877,653.161,879.456,707.600,783.838
1878,652.552,877.699,707.529,783.956
1879,652.538,878.846,707.953,784.478
1880,652.827,880.894,708.410,785.112
1881,652.668,880.268,708.388,785.513
1882,651.607,876.326,707.974,785.440
1883,650.315,872.430,707.850,785.317
1884,649.661,871.998,708.487,785.598
1885,649.915,874.502,709.591,786.416
1886,650.310,876.266,710.160,787.254
1887,650.038,874.790,709.450,787.488
1888,649.145,871.789,708.089,787.058
1889,648.723,870.872,707.439,786.546
1890,649.709,873.138,707.853,786.323
1891,651.924,875.951,708.351,786.298
1892,653.943,876.211,708.076,786.384
1893,654.664,874.103,707.416,786.505
1894,654.415,872.706,707.246,786.615
1895,654.081,874.169,707.987,786.610
1896,653.784,877.157,709.124,786.542
1897,653.059,878.278,709.706,786.357
1898,651.765,876.108,709.380,786.036
1899,650.647,874.038,708.817,786.100
1900,650.630,876.567,709.214,786.882
1901,651.652,883.947,710.670,787.907
1902,652.903,891.275,712.146,788.586
1903,653.469,893.690,712.646,788.781
1904,653.476,891.339,712.402,788.785
1905,653.860,888.606,712.310,788.730
1906,655.036,888.537,713.056,788.467
1907,656.400,889.745,714.117,788.109
1908,656.844,888.991,714.484,787.854
1909,655.789,885.804,713.626,787.856
1910,654.069,883.289,712.471,788.064
1911,652.900,884.109,712.265,788.373
1912,652.571,887.149,712.848,788.514
1913,652.656,888.632,713.103,788.261
1914,652.664,886.307,712.341,787.736
1915,652.372,882.040,711.167,787.264
1916,652.036,879.478,710.399,787.121
1917,651.934,880.118,710.313,787.273
1918,651.855,881.764,710.409,787.523
1919,651.661,881.198,710.017,787.730
1920,651.159,877.902,709.079,787.937
1921,650.630,874.851,708.032,788.271
1922,650.355,874.912,707.752,788.722
1923,650.642,877.517,708.192,788.892
1924,651.258,879.039,708.676,788.463
1925,651.408,877.373,708.612,787.763
1926,650.668,874.759,708.185,787.445
1927,649.652,874.904,708.000,787.741
1928,648.844,878.145,708.208,788.325
1929,648.031,880.902,708.410,788.779
1930,647.261,879.887,708.241,789.112
1931,646.950,876.395,708.098,789.428
1932,647.377,875.154,708.590,789.717
1933,648.294,878.917,710.024,789.848
1934,649.502,885.700,711.794,789.782
1935,650.498,891.387,712.876,789.593
1936,650.836,893.661,712.955,789.355
1937,650.526,893.715,712.573,789.120
1938,650.246,894.196,712.606,788.793
1939,650.315,895.800,713.234,788.265
1940,650.171,896.389,713.654,787.734
1941,649.289,894.117,713.036,787.399
1942,648.040,890.378,711.756,787.299
1943,647.450,888.570,711.048,787.491
1944,647.979,890.044,711.537,787.823
1945,648.950,892.417,712.370,788.016
1946,649.448,892.255,712.462,787.909
1947,648.943,889.158,711.764,787.607
1948,647.628,886.267,711.369,787.303
1949,646.419,886.410,711.760,787.077
1950,646.114,888.614,712.357,786.873
1951,646.334,889.515,712.112,786.764
1952,645.936,887.360,710.934,786.865
1953,644.564,884.056,709.809,787.102
1954,643.310,883.020,709.774,787.296
1955,643.156,884.836,711.095,787.429
1956,643.787,886.879,712.927,787.595
1957,644.123,886.247,713.838,787.766
1958,644.097,883.281,713.191,788.055
1959,644.491,881.117,711.851,788.656
1960,645.671,881.933,711.099,789.538
1961,647.258,884.380,711.151,790.159
1962,648.156,885.138,711.198,790.121
1963,647.858,882.689,710.767,789.654
1964,647.102,879.588,710.358,789.426
1965,646.692,879.601,710.834,789.889
1966,646.799,883.880,712.315,790.831
1967,647.201,889.732,713.841,791.653
1968,647.680,893.413,714.498,791.812
1969,648.109,894.129,714.402,791.428
1970,648.133,894.383,714.518,791.008
1971,647.891,896.376,715.291,790.881
1972,647.941,898.922,716.081,791.059
1973,648.109,898.953,716.050,791.245
1974,647.735,895.604,715.052,791.268
1975,647.071,891.963,714.010,791.093
1976,647.223,891.242,713.807,790.857
1977,648.547,893.077,714.394,790.703
1978,649.993,894.012,714.626,790.630
1979,650.351,891.790,713.592,790.761
1980,649.571,888.051,712.019,791.071
1981,648.678,886.313,711.554,791.397
1982,648.441,887.674,712.701,791.635
1983,648.784,889.776,714.074,791.637
1984,649.327,889.435,714.109,791.362
1985,649.787,886.309,712.905,790.867
1986,650.009,883.463,711.962,790.598
1987,650.123,883.970,712.508,791.068
1988,650.268,887.208,714.108,792.168
1989,650.476,889.291,715.337,793.248
1990,650.623,887.513,715.478,793.727
1991,650.822,884.019,714.882,793.823
1992,651.384,882.941,714.415,793.942
1993,652.268,885.308,714.455,794.311
1994,653.090,887.720,714.583,794.756
1995,653.398,886.707,714.349,795.248
1996,652.998,882.733,713.853,795.885
1997,652.327,879.928,713.759,796.665
1998,651.948,881.726,714.750,797.290
1999,651.917,887.323,716.630,797.565
2000,651.536,892.675,718.400,797.603
2001,650.950,895.162,719.131,797.538
2002,650.810,896.016,719.044,797.511
2003,651.581,897.651,718.976,797.575
2004,652.649,900.158,719.246,797.710
2005,653.282,900.961,719.213,797.844
2006,653.206,898.333,718.372,798.069
2007,652.616,894.192,717.138,798.221
2008,652.268,892.208,716.540,798.213
2009,652.592,893.528,717.084,798.160
2010,653.611,895.572,718.076,798.143
2011,654.374,895.288,718.408,798.162
2012,654.427,892.354,717.620,798.238
2013,654.137,889.790,716.571,798.478
2014,654.464,890.492,716.416,798.840
2015,655.227,893.778,717.207,799.066
2016,655.754,895.683,717.583,798.985
2017,655.571,893.640,716.513,798.559
2018,654.957,889.802,714.812,797.995
2019,654.550,888.319,714.061,797.727
2020,654.592,890.428,714.678,798.002
2021,655.036,892.923,715.581,798.651
2022,655.531,892.279,715.651,799.245
2023,655.640,888.950,715.044,799.401
2024,655.374,886.800,715.042,799.252
2025,655.161,888.036,716.108,799.019
2026,655.270,890.717,717.245,798.819
2027,655.273,891.007,717.215,798.700
2028,654.827,887.801,716.090,798.702
2029,654.408,884.590,715.081,798.859
2030,654.531,885.434,715.177,799.110
2031,654.955,890.565,716.296,799.276
2032,655.192,896.507,717.715,799.302
2033,655.019,899.816,718.579,799.421
2034,654.687,900.331,718.714,799.824
2035,654.794,900.833,718.672,800.549
2036,655.600,902.684,719.085,801.288
2037,656.429,904.127,719.738,801.603
2038,656.239,902.508,719.855,801.334
2039,655.284,897.860,718.976,800.835
2040,654.720,893.676,717.902,800.645
2041,655.566,893.080,717.783,800.985
2042,657.175,895.160,718.781,801.495
2043,657.765,895.927,719.837,801.613
2044,656.320,893.009,720.130,801.159
2045,653.578,888.812,719.811,800.411
2046,651.424,887.545,719.652,799.888
2047,650.664,889.951,720.015,799.934
2048,650.827,892.615,720.318,800.394
2049,650.896,891.982,719.712,800.685
2050,650.493,888.659,718.410,800.704
2051,650.199,886.280,717.472,800.758
2052,650.711,887.133,717.778,801.098
2053,651.415,889.610,718.928,801.496
2054,651.149,890.177,719.667,801.477
2055,649.839,887.400,719.310,800.845
2056,648.555,883.844,718.430,800.042
2057,647.723,882.907,718.027,799.648
2058,647.424,884.676,718.292,799.643
2059,647.479,885.826,718.286,799.543
2060,647.443,883.897,717.193,799.137
2061,647.083,880.553,715.725,798.784
2062,646.927,879.661,715.307,798.950
2063,647.706,883.129,716.417,799.648
2064,649.464,889.016,718.064,800.441
2065,650.927,893.276,718.960,800.934
2066,651.275,893.882,719.054,800.968
2067,651.161,892.867,719.209,800.594
2068,651.846,893.288,720.035,800.098
2069,653.100,895.274,720.973,799.685
2070,653.943,895.821,721.109,799.521
2071,653.931,892.840,720.352,799.645
2072,653.808,888.181,719.561,800.037
2073,654.142,885.843,719.430,800.657
2074,654.559,887.034,719.677,801.198
2075,654.495,888.888,719.771,801.441
2076,653.412,888.106,719.530,801.402
2077,651.893,884.793,719.176,801.181
2078,651.031,882.393,719.081,800.906
2079,651.481,883.335,719.399,800.655
2080,652.486,885.877,719.850,800.414
2081,652.929,886.188,719.940,800.287
2082,652.142,882.977,719.269,800.435
2083,650.905,879.355,718.434,800.931
2084,650.211,879.120,718.437,801.432
2085,650.040,882.145,719.322,801.506
2086,649.645,884.786,720.081,801.161
2087,648.756,883.924,719.858,800.741
2088,648.026,880.453,718.844,800.662
2089,648.159,878.296,718.164,801.039
2090,649.197,879.845,718.451,801.769
2091,650.562,882.961,719.076,802.464
2092,651.071,883.607,718.879,802.693
2093,650.268,880.838,717.727,802.360
2094,648.782,878.109,717.045,801.938
2095,647.943,879.337,718.055,801.906
2096,648.273,884.488,720.387,802.396
2097,649.355,890.077,722.199,803.068
2098,650.235,892.873,722.154,803.571
2099,650.538,893.058,720.748,803.767
2100,650.585,893.280,719.628,803.546
2101,650.664,895.040,719.776,803.013
2102,650.758,896.577,720.591,802.484
2103,650.303,895.261,720.755,802.286
2104,648.972,891.440,720.002,802.536
2105,647.514,888.788,719.145,803.070
2106,646.991,889.865,719.056,803.536
2107,647.578,892.805,719.530,803.595
2108,648.017,893.343,719.632,803.334
2109,647.263,890.113,718.874,803.016
2110,646.206,886.247,717.820,802.790
2111,645.988,885.672,717.463,802.581
2112,646.483,888.553,718.041,802.182
2113,646.699,891.080,718.738,801.586
2114,646.161,889.816,718.615,800.982
2115,645.306,885.838,717.679,800.702
2116,644.995,883.249,716.824,800.763
2117,645.514,884.372,716.595,800.841
2118,646.265,886.846,716.767,800.653
2119,646.372,886.706,716.523,800.027
2120,645.640,883.412,715.654,799.312
2121,644.438,880.347,715.096,799.054
2122,643.578,880.560,715.619,799.571
2123,643.246,883.304,716.665,800.550
2124,642.998,885.082,716.882,801.529
2125,642.400,883.796,715.818,802.192
2126,641.796,881.120,714.478,802.425
2127,641.528,880.964,714.129,802.484
2128,642.009,885.065,715.080,802.582
2129,642.867,891.146,716.531,802.625
2130,643.581,895.336,717.359,802.411
2131,643.941,895.883,717.208,801.771
2132,644.360,894.723,716.870,801.015
2133,645.171,894.644,717.096,800.387
2134,645.863,895.635,717.699,800.057
2135,645.642,895.111,717.956,800.037
2136,644.201,891.739,717.450,800.140
2137,642.405,887.768,716.383,800.262
2138,641.374,886.513,715.529,800.391
2139,641.159,888.092,715.521,800.495
2140,640.964,889.602,715.864,800.578
2141,640.486,888.440,715.475,800.719
2142,639.903,885.111,714.311,800.919
2143,639.744,882.890,713.566,801.055
2144,640.365,883.839,714.037,801.041
2145,641.460,886.168,714.968,800.856
2146,642.145,886.141,714.992,800.522
2147,641.690,882.933,713.895,800.086
2148,640.341,879.696,712.731,799.848
2149,639.258,879.840,712.379,799.995
2150,639.227,882.938,712.517,800.448
2151,639.929,885.249,712.418,800.932
2152,640.199,883.996,712.019,801.098
2153,639.656,880.528,712.129,800.840
2154,638.979,878.702,713.231,800.270
2155,639.374,880.259,714.833,799.869
2156,640.981,882.643,715.808,799.997
2157,642.761,882.202,715.423,800.535
2158,643.794,878.554,714.029,801.324
2159,644.009,875.534,713.016,802.319
2160,643.872,876.921,713.524,803.282
2161,643.746,882.217,715.282,803.846
2162,643.784,887.582,716.825,803.698
2163,643.732,889.887,717.307,803.049
2164,643.630,889.974,716.940,802.429
2165,643.787,890.790,716.462,802.071
2166,644.273,893.316,716.252,801.736
2167,644.761,895.160,716.130,801.236
2168,644.713,893.666,715.667,800.583
2169,643.991,889.930,714.722,800.172
2170,643.187,887.646,713.944,800.180
