 ,Mean1,Mean4,Mean6,Mean7
4332,627.543,886.606,746.647,858.335
4333,627.123,888.681,747.807,858.428
4334,627.256,891.004,748.863,858.524
4335,627.481,890.890,748.617,858.535
4336,627.498,889.323,747.428,858.494
4337,627.474,890.254,747.307,858.510
4338,627.941,895.714,749.394,858.536
4339,628.886,902.187,752.517,858.445
4340,629.424,904.306,754.388,858.030
4341,629.152,901.174,753.996,857.319
4342,628.374,897.284,752.511,856.744
4343,627.765,896.803,751.570,856.613
4344,627.507,898.893,751.371,856.671
4345,627.443,899.413,750.858,856.689
4346,627.185,896.263,749.751,856.756
4347,626.948,892.178,749.101,857.046
4348,627.187,890.971,749.771,857.563
4349,627.595,892.608,751.217,858.130
4350,627.474,893.624,752.145,858.340
4351,627.002,891.357,751.837,857.856
4352,626.517,887.278,750.853,857.072
4353,626.227,885.178,750.513,856.715
4354,626.100,886.248,751.552,856.961
4355,626.230,887.937,753.098,857.295
4356,626.341,887.171,753.529,857.277
4357,626.365,884.281,752.377,857.099
4358,626.100,882.693,751.223,857.177
4359,625.680,884.533,751.535,857.590
4360,625.277,887.577,752.833,857.940
4361,624.803,887.868,753.221,857.868
4362,623.962,884.731,752.076,857.420
4363,623.097,881.996,750.705,857.027
4364,622.832,883.151,750.793,857.091
4365,623.135,886.768,752.139,857.545
4366,623.569,888.429,753.190,857.882
4367,623.675,886.444,752.906,857.956
4368,623.775,884.394,752.200,858.217
4369,624.197,886.889,752.704,858.983
4370,625.076,893.687,754.650,859.850
4371,626.166,899.508,756.503,860.145
4372,626.777,899.835,756.928,859.797
4373,626.524,896.087,756.195,859.151
4374,626.040,893.359,755.717,858.666
4375,626.273,893.974,755.835,858.464
4376,626.896,895.341,755.816,858.217
4377,626.927,893.901,754.778,857.618
4378,626.481,889.986,753.020,856.932
4379,626.123,887.275,751.766,856.454
4380,625.884,887.883,751.742,856.306
4381,625.263,889.310,752.263,856.227
4382,624.355,887.803,751.986,855.864
4383,623.654,883.289,750.361,855.056
4384,623.867,879.636,748.599,854.238
4385,624.896,879.935,748.334,853.862
4386,625.886,882.790,749.590,853.853
4387,626.026,883.983,750.726,853.857
4388,625.206,881.447,750.441,853.604
4389,623.988,877.357,749.414,853.200
4390,623.282,875.370,749.202,852.952
4391,623.716,876.367,749.971,852.818
4392,624.919,877.818,750.540,852.370
4393,625.581,877.001,749.970,851.643
4394,625.062,874.563,748.781,851.186
4395,624.211,873.601,748.304,851.476
4396,623.711,875.723,748.881,852.353
4397,623.735,879.157,749.453,853.479
4398,623.998,881.207,749.387,854.291
4399,624.315,882.135,749.254,854.595
4400,624.782,884.930,750.206,854.611
4401,625.476,890.485,752.339,854.628
4402,626.036,895.370,754.246,854.443
4403,626.066,895.359,754.543,853.982
4404,625.502,890.634,753.473,853.616
4405,625.059,885.557,752.498,853.638
4406,625.291,883.967,752.445,854.028
4407,626.033,885.484,752.654,854.378
4408,626.464,886.387,752.149,854.239
4409,625.927,884.208,750.829,853.564
4410,624.711,880.804,749.665,853.034
4411,624.092,879.785,749.612,853.093
4412,624.467,881.782,750.507,853.389
4413,625.002,883.638,751.052,853.313
4414,624.789,882.323,750.239,852.881
4415,623.927,878.903,748.785,852.522
4416,622.945,877.019,748.191,852.446
4417,622.472,878.155,748.723,852.507
4418,622.682,879.858,749.392,852.478
4419,623.152,879.246,749.025,852.191
4420,623.254,876.673,747.657,851.876
4421,622.626,875.309,746.846,851.903
4422,622.116,876.976,747.508,852.493
4423,622.524,879.612,748.577,853.114
4424,623.282,879.612,748.273,853.162
4425,623.216,876.435,746.607,852.700
4426,622.159,873.602,745.330,852.403
4427,620.848,874.650,745.716,852.857
4428,619.915,879.299,747.548,854.060
4429,619.934,884.331,749.691,855.367
4430,620.791,887.231,751.267,856.092
4431,622.047,888.440,752.013,856.137
4432,623.389,889.640,752.525,856.087
4433,624.498,890.840,752.917,856.195
4434,624.483,890.253,752.594,856.172
4435,623.258,886.465,751.042,855.540
4436,621.818,881.192,748.971,854.345
4437,621.386,877.993,747.844,853.074
4438,622.057,878.280,748.230,852.220
4439,622.770,879.781,749.082,851.797
4440,622.429,879.204,749.013,851.409
4441,621.294,876.306,747.812,850.889
4442,620.640,874.091,746.877,850.622
4443,621.235,874.877,747.258,850.764
4444,622.498,877.068,748.138,850.979
4445,622.948,876.854,748.059,850.864
4446,621.988,873.338,746.968,850.376
4447,620.557,870.167,746.186,849.747
4448,619.616,870.828,746.775,849.245
4449,619.358,874.117,748.023,848.862
4450,619.348,875.634,748.202,848.551
4451,619.254,873.172,746.850,848.356
4452,619.303,869.384,745.513,848.306
4453,619.460,868.175,745.544,848.432
4454,619.706,869.805,746.539,848.504
4455,619.945,871.050,746.974,848.116
4456,619.832,869.598,746.082,847.217
4457,619.445,867.028,744.851,846.437
4458,619.699,867.053,744.942,846.412
4459,620.694,871.098,746.912,847.078
4460,621.640,877.051,749.401,847.963
4461,621.858,881.003,750.765,848.544
4462,621.464,881.279,750.613,848.655
4463,621.050,880.139,749.943,848.600
4464,620.863,880.468,749.906,848.841
4465,620.756,881.789,750.344,849.189
4466,620.374,880.917,750.359,849.043
4467,619.590,876.914,749.543,848.162
4468,618.931,873.109,748.715,847.040
4469,619.083,872.638,748.767,846.263
4470,620.064,874.577,749.350,845.964
4471,621.197,875.230,749.292,845.929
4472,621.839,872.595,748.059,845.905
4473,621.919,868.962,746.486,846.055
4474,621.448,868.043,745.982,846.554
4475,620.737,870.162,746.929,847.258
4476,620.299,871.877,747.885,847.668
4477,620.320,870.436,747.442,847.449
4478,620.431,867.419,746.038,846.881
4479,620.017,866.486,745.294,846.635
4480,618.948,868.663,745.879,847.083
4481,617.595,871.259,746.823,847.952
4482,616.474,871.047,746.834,848.455
4483,615.694,868.046,746.031,848.382
4484,615.422,865.651,745.751,848.200
4485,615.910,866.521,746.614,848.265
4486,616.960,869.399,747.607,848.507
4487,617.680,870.758,747.198,848.683
4488,617.569,869.612,745.150,848.817
4489,617.121,869.152,743.272,849.186
4490,616.891,872.907,743.709,849.954
4491,616.950,879.645,746.396,851.036
4492,616.927,884.535,748.871,851.966
4493,616.761,884.434,749.339,852.197
4494,616.896,881.273,748.519,851.685
4495,617.415,879.582,748.245,851.039
4496,617.820,880.945,748.985,850.670
4497,617.538,882.447,749.449,850.429
4498,616.730,880.746,748.454,849.698
4499,615.893,876.564,746.347,848.609
4500,615.592,873.785,744.753,847.982
4501,615.803,874.187,744.372,848.247
4502,616.095,875.320,744.542,848.795
4503,616.028,873.903,744.013,848.750
4504,615.190,870.280,742.721,847.991
4505,614.154,867.920,741.865,847.077
4506,614.159,869.026,742.357,846.527
4507,615.050,871.631,743.349,846.227
4508,615.384,871.711,743.364,845.874
4509,614.647,868.071,742.141,845.397
4510,613.848,864.315,741.006,845.291
4511,613.945,864.154,741.281,845.825
4512,614.325,866.893,742.513,846.734
4513,614.223,868.456,743.176,847.318
4514,613.427,866.745,742.394,847.396
4515,612.355,863.713,740.997,847.327
4516,611.746,862.620,740.430,847.759
4517,612.005,864.250,741.094,848.722
4518,613.007,866.219,741.970,849.707
4519,613.910,866.349,742.166,850.257
4520,613.910,865.508,742.059,850.675
4521,613.244,866.900,742.700,851.540
4522,613.218,871.979,744.594,852.741
4523,614.327,878.166,746.901,853.568
4524,615.863,881.138,747.948,853.509
4525,616.699,879.575,747.136,852.816
4526,616.891,876.901,745.843,852.118
4527,617.211,876.795,745.631,851.853
4528,617.455,878.365,746.362,851.889
4529,616.623,877.917,746.540,851.878
4530,614.782,874.210,745.327,851.480
4531,613.291,870.385,743.829,850.651
4532,613.095,869.666,743.721,849.852
4533,613.543,871.348,744.931,849.568
4534,613.998,871.820,745.855,849.665
4535,614.206,869.087,745.367,849.691
4536,614.325,865.113,744.203,849.484
4537,614.678,863.353,743.868,849.143
4538,615.434,864.549,744.369,848.886
4539,616.012,865.885,744.386,848.818
4540,615.912,864.442,742.999,848.704
4541,615.493,861.086,741.042,848.482
4542,615.614,859.318,740.266,848.454
4543,616.100,860.528,741.199,848.806
4544,616.216,862.132,742.695,849.248
4545,615.460,861.091,743.379,849.260
4546,614.604,858.049,743.317,848.706
4547,614.306,856.471,743.654,848.039
4548,614.652,858.019,744.922,847.823
4549,614.931,860.704,746.269,848.104
4550,614.742,861.731,746.540,848.420
4551,614.592,861.265,745.917,848.523
4552,615.083,862.451,745.922,848.595
4553,616.299,867.310,747.484,848.963
4554,617.787,873.138,749.707,849.437
4555,618.552,875.059,750.722,849.432
4556,618.116,871.633,749.877,848.805
4557,617.145,866.558,748.209,847.988
4558,616.678,864.532,747.341,847.565
4559,616.891,865.945,747.899,847.448
4560,616.993,867.108,748.847,847.097
4561,616.422,864.947,748.694,846.318
4562,615.386,860.952,747.328,845.535
4563,614.768,858.865,746.214,845.074
4564,615.017,859.924,746.385,844.780
4565,615.469,861.439,746.981,844.200
4566,615.327,860.422,746.573,843.224
4567,614.720,857.058,745.153,842.189
4568,614.045,854.587,744.221,841.713
4569,613.595,855.339,744.730,842.206
4570,613.296,857.809,746.128,843.180
4571,612.919,858.278,746.932,843.612
4572,612.348,855.538,746.348,843.200
4573,611.986,852.567,745.410,842.827
4574,612.467,852.716,745.607,843.078
4575,613.621,855.246,746.894,843.621
4576,614.545,856.682,747.552,843.922
4577,614.336,855.060,746.481,843.858
4578,613.348,852.467,744.898,843.752
4579,612.872,852.374,744.580,844.115
4580,613.701,855.783,745.762,845.042
4581,615.275,860.513,747.302,846.087
4582,616.299,864.083,748.307,846.665
4583,616.668,865.989,749.088,846.812
4584,617.133,867.610,750.154,846.793
4585,617.912,869.486,751.433,846.672
4586,618.521,870.093,751.945,846.432
4587,618.573,867.357,750.885,846.214
4588,618.201,862.085,748.576,845.937
4589,617.661,858.604,746.581,845.596
4590,616.905,859.205,746.151,845.446
4591,616.024,861.473,746.884,845.689
4592,615.270,861.416,747.267,846.017
4593,614.905,858.388,746.582,845.993
4594,615.133,855.640,745.896,845.794
4595,615.931,856.205,746.464,845.855
4596,616.675,859.197,747.979,846.231
4597,616.903,860.694,748.792,846.442
4598,616.716,858.660,747.789,846.396
4599,616.488,855.325,745.950,846.379
4600,616.618,854.294,745.134,846.820
4601,617.320,855.940,745.871,847.560
4602,618.419,857.219,746.880,847.890
4603,619.130,855.888,746.860,847.474
4604,618.991,853.436,746.286,846.895
4605,618.583,853.208,746.846,846.897
4606,618.727,855.951,748.932,847.399
4607,619.495,858.785,751.068,847.783
4608,620.299,858.671,751.575,847.692
4609,620.609,856.501,750.752,847.408
4610,620.791,855.978,750.465,847.533
4611,621.201,859.132,751.733,848.485
4612,621.664,864.426,753.878,849.941
4613,621.694,868.712,755.546,851.172
4614,621.178,870.644,756.294,851.561
4615,620.495,871.452,756.584,850.986
4616,620.448,872.740,757.169,849.941
4617,621.209,874.126,757.875,848.890
4618,621.678,873.370,757.564,848.046
4619,620.945,869.679,755.568,847.578
4620,619.467,865.594,753.221,847.569
4621,618.547,864.162,752.420,847.985
4622,618.531,865.440,753.161,848.365
4623,618.765,866.355,753.975,848.265
4624,618.756,864.168,753.694,847.621
4625,618.448,860.158,752.701,846.882
4626,618.218,858.119,752.311,846.483
4627,618.564,859.503,753.401,846.508
4628,619.519,861.384,755.051,846.634
4629,620.104,860.289,755.525,846.472
4630,619.481,856.775,754.552,846.168
4631,618.055,854.614,753.791,846.099
4632,616.687,855.808,754.308,846.366
4633,615.815,858.117,755.341,846.744
4634,615.078,858.145,755.495,846.905
4635,614.220,855.364,754.543,846.669
4636,613.415,853.149,753.556,846.204
4637,613.218,854.228,753.639,845.826
4638,613.780,857.205,754.743,845.786
4639,614.626,858.050,755.775,845.910
4640,615.218,855.379,755.964,845.882
4641,615.464,852.419,756.002,845.771
4642,615.692,853.581,757.036,845.987
4643,616.031,859.674,759.297,846.703
4644,616.235,867.108,761.732,847.427
4645,616.081,871.664,763.284,847.575
4646,615.972,872.764,763.889,847.064
4647,616.374,873.068,764.224,846.355
4648,617.178,874.201,764.525,845.850
4649,618.012,874.425,764.262,845.589
4650,618.673,871.455,763.005,845.364
4651,619.024,866.584,761.303,844.928
4652,619.358,863.829,760.448,844.369
4653,620.088,864.762,760.860,843.863
4654,620.955,866.528,761.482,843.477
4655,621.517,865.230,761.069,843.088
4656,621.360,860.710,759.614,842.579
4657,620.645,856.920,758.379,842.122
4658,619.957,857.007,758.111,841.821
4659,619.654,859.562,758.291,841.581
4660,619.400,860.044,757.657,841.194
4661,618.773,856.634,755.949,840.634
4662,617.732,852.419,754.291,840.359
4663,616.671,851.484,753.985,840.621
4664,616.178,853.882,754.852,841.242
4665,616.175,855.872,755.506,841.518
4666,616.166,855.053,755.193,841.109
4667,615.803,853.131,754.390,840.524
4668,615.315,853.116,754.313,840.578
4669,615.140,855.260,755.362,841.356
4670,615.332,856.692,756.558,842.214
4671,615.692,855.281,756.765,842.516
4672,616.227,852.295,756.133,842.421
4673,616.955,851.278,755.989,842.574
4674,617.727,854.209,757.062,842.967
4675,618.417,859.483,758.663,843.157
4676,618.863,864.000,759.709,842.963
4677,619.005,866.445,760.067,842.762
4678,619.412,868.246,760.685,842.756
4679,620.398,870.685,761.849,842.821
4680,621.313,872.561,762.694,842.753
4681,621.448,871.519,762.122,842.423
4682,621.126,867.606,760.258,841.987
4683,621.118,864.209,758.808,841.730
4684,621.455,864.298,759.155,841.806
4685,621.813,866.808,760.563,842.015
4686,621.898,867.574,761.005,842.109
4687,621.552,864.591,759.688,842.039
4688,621.152,860.960,758.112,841.974
4689,620.839,860.685,758.201,842.115
4690,620.618,863.524,759.872,842.277
4691,620.095,865.396,761.173,841.971
4692,619.391,863.617,760.603,840.955
4693,618.744,859.927,758.950,839.785
4694,618.536,858.175,758.050,839.238
4695,618.441,859.971,758.429,839.522
4696,618.187,862.763,758.805,840.218
4697,617.853,862.848,757.936,840.701
4698,617.604,859.991,756.179,840.631
4699,617.424,857.690,755.057,840.238
4700,617.474,858.504,755.529,839.961
4701,617.526,861.027,756.920,839.955
4702,617.258,861.703,757.626,839.931
4703,616.694,859.402,756.972,839.660
4704,616.227,857.008,755.992,839.522
4705,616.237,857.615,756.176,839.965
4706,616.900,860.570,757.376,840.717
4707,617.744,862.449,758.242,841.227
4708,618.159,861.956,758.039,841.370
4709,617.919,861.911,757.700,841.678
4710,617.443,865.565,758.750,842.270
4711,617.351,871.862,761.085,842.752
4712,617.855,876.125,762.918,842.692
4713,618.813,875.368,763.098,842.298
4714,620.126,871.865,762.272,842.123
4715,621.417,869.999,761.795,842.383
4716,622.175,870.910,762.016,842.794
4717,621.853,871.693,762.174,842.978
4718,620.379,869.428,761.231,842.653
4719,618.294,864.921,759.253,841.862
4720,616.493,861.994,757.839,841.121
4721,615.479,862.707,757.983,840.906
4722,615.270,864.654,759.136,841.094
4723,615.313,863.987,759.510,841.179
4724,615.182,860.187,758.360,840.867
4725,614.858,856.823,756.874,840.467
4726,614.507,857.115,756.680,840.469
4727,614.239,860.088,757.621,840.974
4728,614.206,861.596,758.070,841.630
4729,614.358,859.524,757.145,841.996
4730,614.555,856.393,755.714,842.083
4731,614.682,855.972,755.399,842.114
4732,614.566,858.596,756.693,842.099
4733,614.251,860.811,757.993,841.883
4734,613.512,859.612,757.536,841.536
4735,612.474,856.142,755.655,841.418
4736,611.709,854.501,754.361,841.882
4737,612.014,856.607,754.946,842.766
4738,613.218,860.468,756.700,843.676
4739,614.443,863.484,757.999,844.340
4740,615.410,865.715,758.636,844.973
4741,616.500,868.958,759.550,845.614
4742,617.827,873.007,761.091,846.010
4743,618.813,875.256,762.316,845.999
4744,619.216,873.414,761.840,845.551
4745,619.469,868.584,759.826,844.723
4746,619.782,864.852,758.237,843.862
4747,620.104,864.809,758.232,843.410
4748,620.154,866.719,758.915,843.467
4749,619.472,866.626,758.405,843.464
4750,618.232,863.113,756.336,842.899
4751,617.268,858.873,754.206,842.028
4752,617.391,857.377,753.723,841.570
4753,618.204,858.455,755.024,841.809
4754,618.727,858.782,756.277,842.162
4755,618.223,855.934,755.877,841.945
4756,617.062,851.593,754.414,841.253
4757,616.334,849.754,753.613,840.704
4758,616.609,851.505,754.089,840.613
4759,617.481,853.893,754.724,840.782
4760,618.005,853.638,754.040,840.724
4761,617.637,850.948,752.260,840.387
4762,616.903,849.141,751.224,840.267
4763,616.602,850.438,751.997,840.636
4764,616.872,853.028,753.507,841.192
4765,617.005,853.113,754.002,841.598
4766,616.775,849.984,753.147,841.799
4767,616.415,847.099,752.313,842.214
4768,616.175,847.853,752.997,842.892
4769,616.209,851.984,755.050,843.508
4770,616.500,856.585,757.187,843.789
4771,617.026,859.874,758.655,843.788
4772,617.853,862.805,759.917,843.758
4773,618.583,866.717,761.616,843.762
4774,618.761,870.397,763.140,843.756
4775,618.225,870.994,763.251,843.705
4776,617.232,867.457,761.461,843.388
4777,616.114,862.543,758.984,842.932
4778,615.438,860.326,757.583,842.793
4779,615.455,861.630,757.790,843.129
4780,615.668,863.055,758.639,843.466
4781,615.450,861.099,758.881,843.142
4782,614.576,856.486,758.242,842.085
4783,613.860,853.396,757.881,840.812
4784,613.787,854.239,758.705,839.903
4785,614.066,856.859,760.082,839.419
4786,613.993,857.170,760.407,839.107
4787,613.201,853.865,759.221,838.738
4788,612.114,849.979,757.716,838.405
4789,611.682,848.730,757.161,838.334
4790,612.211,850.072,757.370,838.546
4791,613.007,850.962,757.248,838.859
4792,613.104,849.488,756.260,838.950
4793,612.716,847.791,755.144,838.893
4794,613.045,848.899,755.361,838.995
4795,614.505,852.555,757.011,839.342
4796,616.164,855.086,758.406,839.622
4797,617.128,853.929,758.442,839.622
4798,617.318,850.824,757.954,839.618
4799,617.455,849.710,758.521,840.093
4800,617.972,852.113,760.485,841.116
4801,618.557,856.108,762.798,842.283
4802,618.910,859.296,764.390,843.062
4803,619.083,861.501,765.299,843.397
4804,619.024,864.151,766.393,843.530
4805,618.927,867.187,767.861,843.644
4806,619.092,868.478,768.791,843.689
4807,619.476,866.182,768.107,843.535
4808,619.626,861.286,765.950,843.084
4809,619.431,857.345,763.878,842.636
4810,619.370,856.683,763.193,842.374
4811,619.569,858.106,763.597,842.107
4812,619.780,858.230,763.441,841.590
4813,619.922,855.732,761.855,840.845
4814,619.927,853.135,759.874,840.180
4815,619.559,853.625,759.457,840.007
4816,618.701,856.316,760.772,840.477
4817,617.727,857.399,761.973,841.250
4818,617.237,854.889,761.484,841.723
4819,617.427,851.234,760.087,841.553
4820,618.038,850.196,759.624,841.075
4821,618.761,852.454,760.426,840.779
4822,619.173,855.040,761.240,840.692
4823,618.784,854.808,761.121,840.517
4824,617.727,852.157,760.618,840.135
4825,616.855,850.426,761.057,840.115
4826,616.855,851.628,762.747,840.704
4827,617.431,854.097,764.291,841.404
4828,617.908,854.772,764.085,841.372
4829,617.986,853.083,762.355,840.824
4830,617.685,851.790,761.083,840.704
4831,617.282,853.588,761.925,841.608
4832,616.900,857.953,764.136,842.992
4833,616.336,861.545,765.704,844.087
4834,615.668,863.078,765.951,844.700
4835,615.123,864.903,766.486,844.973
4836,614.884,869.260,768.388,844.890
4837,615.355,874.263,770.408,844.456
4838,616.197,876.018,770.678,843.631
4839,616.891,873.218,769.274,842.728
4840,617.303,868.755,768.049,842.020
4841,617.682,866.561,768.231,841.727
4842,617.865,867.167,769.208,841.839
4843,617.460,867.615,769.600,842.148
4844,616.396,865.418,768.653,842.202
4845,615.431,861.729,766.971,841.829
4846,615.294,860.116,765.876,841.408
4847,615.801,862.226,766.061,841.114
4848,616.216,865.590,766.445,840.809
4849,616.254,866.022,765.593,840.288
4850,616.192,862.675,763.708,839.852
4851,616.244,859.136,762.495,840.043
4852,616.400,858.762,763.033,841.022
4853,616.481,860.816,764.290,842.120
4854,616.145,861.594,764.304,842.376
4855,615.334,859.593,762.618,841.696
4856,614.351,857.216,760.885,841.077
4857,613.585,857.537,760.838,841.244
4858,613.040,860.161,761.985,841.911
4859,612.801,861.499,762.420,842.384
4860,613.147,859.288,761.186,842.340
4861,614.033,855.573,759.498,842.200
4862,614.983,854.413,758.948,842.470
4863,615.694,856.704,759.634,843.219
4864,615.815,859.410,760.224,843.915
4865,615.128,860.090,759.938,844.278
4866,614.145,860.383,759.784,844.555
4867,613.630,863.419,761.332,845.073
4868,614.028,868.922,764.381,845.590
4869,614.976,872.860,766.529,845.742
4870,615.690,871.969,765.862,845.458
4871,615.595,867.615,763.050,845.004
4872,614.879,864.109,760.676,844.730
4873,614.325,864.133,760.305,844.806
4874,614.467,865.813,761.363,845.131
4875,614.908,865.265,761.977,845.149
4876,615.277,861.762,761.322,844.517
4877,615.600,858.402,760.283,843.702
4878,615.813,858.063,760.118,843.436
4879,615.765,859.822,760.792,843.568
4880,615.491,860.200,761.067,843.475
4881,615.190,857.159,759.990,842.967
4882,614.628,852.763,758.204,842.505
4883,614.088,850.875,757.210,842.578
4884,613.756,852.407,757.553,843.112
4885,613.630,854.324,758.140,843.565
4886,613.427,853.603,757.777,843.446
4887,613.126,850.760,756.781,842.890
4888,612.744,848.851,756.436,842.283
4889,612.441,849.618,757.031,841.841
4890,612.495,851.486,757.441,841.647
4891,612.780,851.607,756.579,841.670
4892,612.825,849.417,754.778,841.809
4893,612.517,847.704,753.588,842.032
4894,611.962,848.924,753.875,842.467
4895,611.249,851.865,754.813,843.056
4896,610.502,853.660,755.227,843.372
4897,610.235,853.972,755.116,843.313
4898,610.806,855.523,755.751,843.110
4899,612.133,860.178,757.909,843.060
4900,613.600,866.048,760.625,843.166
4901,614.389,868.904,762.095,843.201
4902,614.102,866.786,761.568,842.989
4903,612.922,862.606,760.213,842.726
4904,611.801,861.081,759.868,842.523
4905,611.211,862.956,760.896,842.274
4906,610.936,864.553,761.966,841.977
4907,610.808,862.701,761.880,841.873
4908,610.839,858.784,760.828,842.151
4909,611.130,856.784,760.107,842.820
4910,611.507,857.884,760.426,843.820
4911,611.737,859.275,760.990,844.680
4912,611.810,857.775,760.386,845.075
4913,611.455,853.907,758.448,845.249
4914,610.860,851.257,756.594,845.816
4915,610.877,852.169,756.265,846.826
4916,611.671,854.813,757.132,847.611
4917,612.365,855.283,757.512,847.470
4918,612.301,852.269,756.425,846.499
4919,611.922,848.835,755.109,845.565
4920,612.076,848.398,755.160,845.256
4921,612.893,850.586,756.214,845.302
4922,613.607,851.715,756.603,845.161
4923,613.898,849.683,755.604,844.782
4924,613.912,846.575,754.216,844.577
4925,614.024,846.102,754.094,845.024
4926,613.957,849.242,755.586,846.258
4927,613.536,853.461,757.714,847.824
4928,613.206,856.130,759.159,849.020
4929,613.566,857.438,759.940,849.489
4930,614.450,859.090,760.726,849.422
4931,615.246,861.106,761.454,849.083
4932,615.443,861.380,761.394,848.627
4933,614.848,858.456,760.114,848.041
4934,613.680,853.925,758.437,847.342
4935,612.822,851.266,757.526,846.653
4936,612.991,851.929,757.694,846.230
4937,613.912,853.682,758.207,846.008
4938,614.713,853.028,757.918,845.656
4939,614.742,849.323,756.281,845.124
4940,613.991,845.621,754.355,844.655
4941,613.038,844.982,753.771,844.486
4942,612.424,846.669,754.590,844.545
4943,612.100,847.344,755.113,844.560
4944,611.836,845.202,754.138,844.663
4945,611.576,842.289,752.631,844.999
4946,611.780,841.889,752.218,845.484
4947,612.808,843.915,753.409,845.788
4948,614.071,845.078,754.837,845.637
4949,614.737,842.998,754.928,844.970
4950,614.822,839.610,753.767,844.076
4951,614.822,838.486,752.994,843.364
4952,614.848,840.394,753.269,843.155
4953,614.661,842.463,753.674,843.357
4954,614.171,842.023,753.076,843.590
4955,613.623,839.875,751.585,843.629
4956,613.273,839.256,750.737,843.686
4957,613.344,841.939,751.556,844.081
4958,613.858,846.345,753.418,844.802
4959,614.358,850.195,755.092,845.580
4960,614.900,853.393,756.037,846.249
4961,615.848,857.237,756.800,846.674
4962,617.225,861.564,757.628,846.752
4963,618.424,864.197,758.058,846.653
4964,618.934,862.792,757.447,846.636
4965,618.886,857.932,755.813,846.672
4966,618.630,853.378,754.268,846.618
4967,618.514,852.438,753.991,846.475
4968,618.770,854.488,754.713,846.327
4969,619.386,855.707,754.962,845.954
4970,619.787,853.612,753.789,845.135
4971,619.578,850.017,751.958,844.241
4972,619.028,848.604,751.151,843.851
4973,618.493,849.942,751.964,844.047
4974,617.917,850.801,753.070,844.349
4975,617.107,848.793,752.870,844.234
4976,616.445,845.419,751.508,843.733
4977,616.282,844.088,750.655,843.327
4978,616.294,845.679,751.252,843.272
4979,615.969,847.833,752.298,843.264
4980,615.379,847.810,752.166,842.886
4981,615.009,845.714,750.657,842.220
4982,615.303,844.432,749.449,841.979
4983,616.145,845.987,749.798,842.361
4984,616.962,848.942,751.125,842.826
4985,617.009,850.238,751.805,842.707
4986,616.197,848.809,751.489,842.109
4987,615.130,847.047,751.234,841.816
4988,614.836,847.586,752.006,842.175
4989,615.718,849.820,753.298,842.762
4990,617.095,850.919,753.925,843.137
4991,617.825,849.815,753.808,843.234
4992,617.723,849.429,754.208,843.508
4993,617.884,853.125,756.168,844.245
4994,619.059,859.850,758.841,845.154
4995,620.694,864.535,760.368,845.757
4996,621.464,863.623,759.745,845.792
4997,620.974,859.275,757.758,845.441
4998,620.045,856.368,756.116,845.086
4999,619.609,856.607,755.602,844.928
5000,619.652,857.046,755.370,844.674
5001,619.863,854.253,754.420,844.030
5002,619.986,848.833,752.969,843.100
5003,620.275,845.151,752.285,842.333
5004,620.853,845.880,752.845,841.908
5005,621.239,848.762,753.952,841.733
5006,620.922,849.290,754.283,841.353
5007,619.874,846.286,753.372,840.753
5008,618.815,842.811,752.229,840.385
5009,618.609,842.057,751.961,840.721
5010,619.320,843.471,752.369,841.451
5011,620.126,843.683,751.980,841.912
5012,620.130,840.996,750.176,841.780
5013,619.666,837.542,748.131,841.317
5014,619.884,836.446,747.477,840.870
5015,621.100,837.851,748.162,840.404
5016,622.611,838.927,748.599,839.973
5017,623.434,837.536,747.767,839.984
5018,623.085,835.052,746.387,840.711
5019,621.988,834.563,746.011,841.960
5020,620.931,836.889,747.104,843.160
5021,620.294,839.864,748.538,844.027
5022,619.543,841.498,749.242,844.660
5023,618.666,842.522,749.711,845.274
5024,618.727,845.329,751.131,846.031
5025,620.206,850.591,753.458,846.794
5026,622.057,855.269,755.206,847.236
5027,622.576,855.552,754.920,847.039
5028,621.524,851.733,752.658,846.399
5029,620.128,847.962,750.345,845.926
5030,619.924,847.444,749.884,845.873
5031,621.190,848.978,750.965,845.995
5032,622.472,848.686,751.684,846.017
5033,622.192,844.831,750.889,845.980
5034,620.791,840.138,749.470,846.084
5035,619.979,838.379,748.849,846.431
5036,620.182,839.819,749.278,846.767
5037,620.419,841.165,749.520,846.702
5038,620.114,839.504,748.577,846.261
5039,619.476,835.921,746.958,845.879
5040,618.945,833.715,746.054,845.856
5041,618.735,834.311,746.244,846.034
5042,618.780,835.473,746.591,845.904
5043,619.085,834.298,745.953,845.120
5044,619.576,830.967,744.598,843.922
5045,620.156,828.844,743.927,843.083
5046,620.735,830.107,744.647,843.162
5047,621.033,832.873,745.686,843.765
5048,620.758,833.572,745.594,844.227
5049,620.431,831.463,744.423,844.387
5050,621.299,829.907,743.705,844.668
5051,623.363,831.865,744.855,845.634
5052,625.450,836.651,747.301,847.175
5053,626.258,841.090,749.372,848.631
5054,625.604,842.839,750.131,849.620
5055,624.367,842.407,750.004,850.316
5056,623.635,842.016,749.679,850.856
5057,623.616,842.492,749.307,851.034
5058,623.633,842.157,748.597,850.741
5059,623.261,839.306,747.170,850.095
5060,622.711,835.352,745.780,849.627
5061,622.434,833.537,745.723,849.692
5062,622.673,834.703,746.873,849.995
5063,623.258,835.999,747.640,849.999
5064,623.341,834.558,746.749,849.642
5065,622.164,831.226,745.219,849.141
5066,620.431,829.208,744.967,848.823
