 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16
93,686.007,760.316,802.997,660.550,716.350,786.989,638.233,744.600,845.349,857.345,691.838,644.982,633.769,644.858,591.482,605.491
94,685.462,760.142,802.548,660.672,716.283,786.678,637.901,744.769,846.258,856.823,691.755,643.991,633.874,644.667,591.284,604.751
95,684.658,759.857,803.539,660.627,716.691,786.304,638.363,745.393,847.929,855.948,692.052,643.680,634.247,644.728,591.423,604.028
96,684.327,759.751,802.751,660.792,716.257,785.779,638.424,745.863,848.389,855.924,692.473,643.087,634.556,645.278,591.650,603.648
97,684.447,759.864,799.373,661.134,714.771,785.148,637.215,745.913,847.098,856.919,692.698,641.414,634.663,646.043,591.869,603.928
98,684.495,760.001,796.089,661.435,713.427,784.418,635.589,745.863,845.438,857.710,692.696,639.621,634.690,646.074,592.010,604.537
99,684.073,759.962,795.856,661.632,713.444,783.844,634.818,746.036,845.032,857.705,692.482,639.320,634.686,644.559,591.909,604.943
100,683.456,759.801,798.259,661.727,714.498,783.696,635.188,746.268,845.890,857.735,692.207,640.589,634.958,642.105,591.557,605.077
101,683.339,759.769,799.995,661.507,715.058,783.775,635.602,746.156,846.578,858.711,691.919,641.874,635.610,640.543,590.943,605.190
102,683.914,760.012,798.936,661.093,714.252,783.435,635.094,745.636,845.949,860.688,691.842,641.947,636.688,640.543,590.343,605.488
103,684.746,760.225,796.457,660.866,712.778,782.530,634.288,745.139,844.642,862.760,691.874,641.517,637.516,641.497,589.899,605.818
104,685.162,760.046,795.412,660.921,711.743,781.650,634.375,745.115,844.284,864.169,691.892,641.786,637.744,642.463,589.641,605.902
105,685.116,759.591,796.429,661.172,711.539,781.337,635.337,745.470,845.188,864.735,691.716,642.720,637.526,642.963,589.475,605.990
106,685.128,759.321,797.359,661.490,711.661,781.296,635.708,745.458,845.894,864.761,691.342,643.057,637.044,643.096,589.652,605.985
107,685.524,759.454,796.596,661.703,711.555,780.915,634.615,744.585,845.120,864.560,691.106,641.984,636.639,642.818,590.529,605.833
108,686.018,759.535,795.201,661.821,711.220,780.270,632.698,743.422,843.473,864.179,691.297,640.437,636.488,642.157,591.745,605.596
109,686.220,759.113,795.430,661.656,711.111,779.991,631.406,742.920,842.744,863.626,691.453,639.876,636.497,641.241,592.384,605.103
110,686.082,758.224,797.583,661.289,711.335,780.564,631.361,743.231,843.575,863.008,691.250,640.097,636.711,640.432,592.255,604.517
111,685.889,757.520,799.359,660.833,711.442,781.739,631.618,743.533,844.786,862.590,690.856,639.956,636.948,639.963,592.046,604.303
112,685.684,757.277,798.617,660.380,710.821,782.887,631.118,743.188,845.026,862.571,690.928,638.876,637.138,639.744,592.322,604.781
113,685.422,757.012,796.273,660.081,709.668,783.599,630.276,742.453,844.386,862.993,691.480,637.524,637.264,640.028,592.931,605.267
114,684.888,756.212,795.457,660.012,709.152,783.906,630.302,742.026,844.187,863.251,691.802,636.979,637.490,640.957,593.150,605.535
115,684.040,755.056,797.585,660.050,709.990,784.092,631.557,742.376,845.286,862.529,691.700,637.922,637.539,642.219,592.497,605.720
116,683.174,754.088,801.072,659.799,711.558,784.338,633.342,743.386,847.172,860.832,691.793,639.464,637.252,643.265,591.160,606.326
117,682.870,753.573,803.667,659.392,712.578,784.552,634.604,744.561,848.518,859.293,692.392,640.393,636.763,643.846,589.895,607.373
118,683.275,753.554,804.781,659.512,712.716,784.424,635.163,745.587,848.788,858.730,693.077,640.549,636.382,644.120,589.368,608.494
119,684.147,753.749,805.798,660.067,712.916,783.854,635.708,746.533,848.805,858.581,693.513,640.968,636.254,644.151,589.503,608.856
120,684.989,753.850,807.666,660.378,713.815,783.256,636.530,747.491,849.283,858.123,693.716,642.076,636.071,643.747,589.925,608.185
121,685.739,753.766,809.078,659.995,714.757,783.115,637.203,748.234,849.825,857.625,693.649,643.166,635.765,643.043,590.474,607.293
122,686.743,753.637,807.998,659.151,714.678,783.529,636.913,748.299,849.497,857.872,693.158,643.393,635.719,642.485,591.150,606.936
123,688.000,753.430,804.987,658.239,713.504,784.115,635.649,747.735,848.361,858.964,692.399,642.738,636.105,642.293,591.984,607.185
124,688.937,753.028,802.926,657.569,712.348,784.594,634.264,747.153,847.473,859.851,691.757,641.720,636.380,642.312,592.557,607.473
125,688.989,752.367,803.300,657.177,712.129,784.935,633.823,747.034,847.518,859.720,691.678,641.018,635.975,642.411,592.446,607.568
126,688.411,751.682,804.283,656.703,712.592,785.194,634.281,747.001,847.905,858.899,692.293,640.772,635.306,642.380,591.791,607.504
127,687.773,751.340,803.024,656.230,712.635,785.347,634.250,746.451,847.275,858.410,693.227,640.543,635.065,642.194,591.203,607.201
128,687.441,751.160,799.343,655.778,711.835,785.305,633.148,745.355,845.295,858.505,693.975,640.023,635.644,641.738,591.113,606.869
129,687.107,750.885,796.165,655.500,711.027,784.980,631.870,744.389,843.297,858.555,694.577,639.747,636.772,641.204,591.454,607.252
130,686.599,750.586,796.072,655.402,711.059,784.470,631.705,744.106,842.892,858.107,694.865,640.145,638.015,641.080,591.624,608.656
131,686.338,750.389,798.199,655.722,711.674,784.046,632.424,744.297,843.800,857.380,694.525,640.814,638.621,641.355,591.369,609.992
132,686.692,750.255,799.279,656.342,711.745,783.902,632.729,744.331,844.240,857.074,693.908,640.894,638.195,641.296,590.632,610.203
133,687.368,750.161,797.543,656.971,710.684,783.752,631.955,743.834,843.223,857.460,693.691,639.966,637.384,640.880,589.866,609.766
134,687.606,750.108,794.946,657.163,709.484,783.290,630.854,743.141,841.873,857.773,694.185,638.618,637.136,640.651,589.404,609.422
135,687.288,750.037,794.579,656.792,709.536,782.513,630.925,742.913,841.740,857.211,694.975,638.120,637.434,641.204,589.350,609.278
136,686.920,749.895,796.424,655.775,710.691,781.797,632.299,743.364,842.759,856.140,695.423,638.864,637.522,642.188,589.595,608.884
137,687.016,749.786,797.667,654.557,711.392,781.512,633.470,743.952,843.453,855.764,695.115,640.032,637.120,642.824,590.064,608.188
138,687.556,749.755,796.412,653.732,710.690,781.621,633.087,743.888,842.859,856.593,694.327,640.524,636.338,642.478,590.413,607.527
139,687.787,749.651,794.241,653.438,709.417,781.680,631.490,743.189,841.670,857.863,693.854,640.435,635.543,641.083,590.284,607.290
140,687.104,749.424,793.852,653.089,709.072,781.505,629.993,742.682,841.298,858.471,693.948,640.575,635.122,639.256,589.719,607.416
141,685.880,749.284,795.464,652.175,709.935,781.334,629.561,742.875,842.138,858.201,694.194,641.343,635.197,638.083,589.077,607.625
142,684.883,749.167,796.837,651.297,710.896,781.374,629.880,743.224,843.040,857.890,694.268,641.786,635.675,638.241,588.835,608.005
143,684.438,748.949,796.446,651.388,710.757,781.464,630.090,743.065,842.702,858.269,694.457,640.772,636.220,639.426,589.212,608.494
144,684.263,748.862,795.623,652.158,709.870,781.388,630.292,742.404,841.636,858.773,694.849,638.977,636.671,640.787,589.676,609.085
145,684.099,748.935,797.006,652.586,709.678,781.259,631.417,741.954,841.548,858.279,694.987,638.255,637.002,641.738,589.484,609.419
146,683.976,748.860,801.103,652.354,710.877,781.287,633.661,742.103,843.079,856.844,694.538,639.354,637.226,641.951,588.557,609.491
147,684.114,748.562,805.209,652.139,712.565,781.244,635.665,742.643,844.905,855.673,693.477,641.018,637.289,641.790,587.556,609.337
148,684.476,748.357,806.320,652.280,713.384,780.891,636.158,743.023,845.360,855.582,692.597,641.789,637.017,641.386,587.181,609.010
149,684.710,748.467,804.360,652.232,713.178,780.283,635.436,743.122,844.306,856.201,692.788,641.568,636.315,640.880,587.467,608.442
150,684.479,748.406,802.336,651.447,712.963,779.657,635.108,743.182,843.234,856.474,694.146,641.368,635.736,640.448,587.962,608.126
151,683.896,747.723,802.425,650.682,713.252,779.370,636.118,743.469,843.197,856.065,695.845,641.837,635.625,640.380,588.227,608.265
152,683.467,746.773,803.789,650.505,713.249,779.418,637.686,743.853,843.445,855.527,697.041,642.876,635.920,640.426,588.391,608.355
153,683.586,746.205,803.741,650.593,712.162,779.360,638.165,743.941,842.573,855.658,697.291,643.177,636.447,640.238,588.750,608.077
154,684.070,746.136,801.427,650.275,710.534,779.101,637.201,743.615,840.813,856.154,697.072,641.961,637.021,640.157,589.309,607.730
155,684.295,746.040,799.188,649.433,709.647,778.855,635.870,743.346,839.661,856.178,697.198,640.161,637.340,640.633,589.941,607.686
156,683.868,745.461,799.412,648.175,710.014,778.945,635.309,743.465,840.068,855.398,698.011,639.577,637.140,641.136,590.765,607.494
157,683.072,744.560,801.136,647.100,710.858,779.169,635.111,743.462,841.144,854.611,698.824,640.494,636.667,640.963,591.456,606.933
158,682.413,744.020,801.127,646.608,711.052,779.022,634.149,742.715,841.205,854.702,698.863,641.223,636.099,640.448,591.783,606.262
159,682.179,744.215,798.199,646.780,710.258,778.339,632.217,741.294,839.974,855.641,697.982,640.644,635.467,640.602,591.663,605.972
160,682.111,744.809,794.754,647.581,709.307,777.653,630.606,740.319,838.765,856.332,696.894,639.570,635.107,641.265,591.275,606.553
161,682.122,745.060,793.861,648.653,709.218,777.436,630.398,740.507,838.781,855.886,696.491,639.425,635.556,641.552,590.791,607.620
162,682.153,744.738,795.072,649.720,709.875,777.810,631.035,741.415,839.514,854.503,697.113,639.947,636.574,641.278,590.289,608.100
163,682.294,744.176,795.326,650.586,710.170,778.269,631.193,742.024,839.410,853.465,697.973,639.749,637.365,640.812,589.982,607.645
164,682.546,743.669,793.017,651.330,709.567,778.228,630.472,741.715,837.808,853.596,697.905,638.414,637.293,640.213,590.168,607.018
165,682.809,743.136,790.399,651.557,708.774,777.879,629.715,740.822,835.968,854.172,696.507,637.188,636.126,639.466,590.649,606.805
166,682.956,742.366,790.442,650.914,708.792,777.847,629.918,740.199,835.413,853.982,694.874,637.356,634.719,639.099,590.768,606.943
167,683.075,741.390,792.684,649.797,709.461,778.347,630.856,740.314,836.072,853.364,693.939,638.575,633.941,639.460,590.253,607.172
168,683.320,740.561,794.077,649.225,709.749,779.024,631.753,740.611,836.492,853.489,694.324,639.807,633.945,640.302,589.600,607.324
169,683.689,740.254,793.041,649.672,709.269,779.499,631.845,740.337,835.599,854.792,695.529,640.386,634.210,640.895,589.225,607.190
170,684.078,740.576,791.245,650.603,708.728,779.619,631.267,739.627,834.156,856.240,696.595,640.320,634.329,640.858,589.093,606.923
171,684.250,741.338,791.349,651.337,709.343,779.620,630.842,739.286,833.713,856.545,697.162,639.851,634.358,640.525,589.160,606.743
172,683.854,742.262,793.883,651.495,711.315,779.668,631.194,739.538,834.678,855.478,697.426,639.492,634.325,640.574,589.529,606.676
173,683.085,743.170,797.107,651.270,713.496,779.851,631.826,739.914,836.131,854.044,697.613,638.883,634.424,641.265,590.127,606.486
174,682.239,743.834,799.044,651.199,714.642,780.188,632.101,740.107,837.159,853.406,697.574,637.754,634.631,642.043,590.515,606.319
175,681.488,743.945,799.847,651.483,714.625,780.596,632.451,740.462,837.944,853.670,697.189,636.986,634.652,642.253,590.609,606.653
176,680.766,743.604,801.316,651.543,714.343,780.899,633.719,741.244,839.045,854.157,696.689,637.322,634.556,642.056,590.649,607.722
177,680.364,743.223,803.894,650.856,714.505,781.005,635.623,742.065,840.345,854.476,696.259,638.743,634.675,641.759,590.422,609.059
178,680.641,743.153,805.496,649.696,714.663,780.815,636.602,742.224,840.853,854.988,696.009,640.310,634.794,641.188,589.954,609.661
179,681.529,743.172,804.019,648.761,713.968,780.273,635.767,741.518,840.007,856.293,695.966,641.046,634.893,640.225,589.708,609.062
180,682.486,742.965,800.346,648.646,712.453,779.401,634.099,740.494,838.506,858.251,696.013,640.726,635.178,639.182,589.662,608.226
181,683.059,742.376,797.912,649.380,711.296,778.472,633.465,739.955,837.995,859.818,695.964,639.966,635.386,638.441,589.402,608.057
182,683.111,741.938,798.513,650.581,711.304,777.676,634.198,740.166,839.037,860.316,695.820,639.143,635.055,638.247,588.807,608.483
183,682.925,741.926,800.276,651.672,711.895,777.094,634.833,740.650,840.492,860.182,695.669,637.943,634.721,638.482,588.355,608.730
184,683.032,742.013,799.821,652.651,711.877,776.864,634.137,740.590,840.846,860.408,695.998,636.166,635.092,638.861,588.394,608.422
185,683.392,741.680,796.769,653.579,711.179,777.032,632.498,739.842,840.082,861.331,696.723,634.329,636.057,639.327,588.781,607.753
186,683.532,741.033,794.247,654.596,710.899,777.623,631.578,738.977,839.498,862.288,696.973,633.729,636.533,640.127,589.312,607.021
187,683.116,740.529,794.501,655.514,711.614,778.499,631.875,738.611,839.928,862.429,696.318,634.435,636.308,641.034,589.873,606.105
188,682.523,740.542,796.234,656.438,712.524,779.390,632.281,738.732,840.753,861.897,695.559,635.207,636.029,641.377,590.204,605.036
189,682.591,740.929,796.295,657.098,712.377,779.976,631.613,738.758,840.702,861.670,695.532,634.853,636.275,641.108,590.105,604.123
190,683.569,741.398,793.743,657.134,711.134,780.060,630.144,738.349,839.301,862.032,696.529,634.055,637.021,640.679,589.938,603.738
191,684.515,741.570,790.872,656.672,710.066,779.792,629.290,737.883,837.709,862.189,698.061,633.809,637.870,640.972,590.046,604.087
192,684.608,741.425,790.473,656.215,710.304,779.568,629.700,738.062,837.500,861.589,699.135,634.225,638.271,642.170,590.341,605.198
193,684.053,741.142,792.014,656.141,711.346,779.661,630.665,738.630,838.616,860.742,699.347,634.605,638.109,643.509,590.554,606.514
194,683.773,740.839,792.583,656.019,711.670,779.966,630.703,738.894,839.387,860.432,699.171,634.368,637.843,643.846,590.740,607.154
195,684.260,740.379,790.591,655.184,710.688,780.001,629.458,738.629,838.618,860.822,698.894,633.837,637.820,642.932,590.971,606.851
196,685.121,739.713,788.105,653.837,709.433,779.477,628.061,738.196,837.181,861.502,698.110,633.920,637.772,641.747,590.907,606.316
197,685.386,739.054,787.980,652.766,709.092,778.899,628.040,738.127,836.828,861.842,696.687,635.110,637.153,641.429,590.485,606.108
198,684.588,738.772,790.355,652.821,709.489,778.884,629.201,738.377,837.896,861.698,695.164,636.687,636.109,642.012,590.157,606.234
199,683.333,739.038,792.458,654.086,709.662,779.330,630.101,738.464,838.905,861.672,694.367,637.216,635.392,642.873,590.276,606.501
200,682.489,739.719,792.071,655.684,709.039,779.624,629.910,738.113,838.604,862.227,694.856,636.370,635.478,643.580,590.593,606.756
201,682.179,740.269,790.473,656.725,708.302,779.647,629.208,737.746,837.669,862.912,696.419,635.239,636.071,643.849,590.747,607.028
202,682.050,740.429,790.686,656.880,708.680,779.906,629.319,737.861,837.672,862.739,698.081,634.991,636.331,643.611,590.763,607.242
203,681.895,740.466,793.888,656.548,710.433,780.750,630.837,738.562,839.099,861.480,698.782,635.795,636.157,642.975,590.709,607.242
204,681.822,740.632,798.141,656.153,712.384,781.835,632.889,739.428,840.770,860.030,698.709,637.034,636.048,642.099,590.456,606.982
205,681.839,740.863,800.651,655.804,713.287,782.516,634.036,739.919,841.405,859.185,698.788,637.954,636.080,641.306,590.221,606.745
206,681.863,740.792,800.937,655.696,713.107,782.663,634.031,739.936,841.142,858.855,699.158,638.039,636.193,641.031,590.227,606.797
207,681.666,740.164,801.204,655.861,712.907,782.773,634.128,739.929,841.256,858.407,698.941,637.844,636.407,641.321,590.397,606.995
208,681.292,739.349,802.731,656.079,713.166,783.144,635.104,740.170,842.364,857.633,697.687,638.320,636.652,642.046,590.355,607.116
209,681.044,739.079,804.348,656.199,713.365,783.671,635.804,740.461,843.487,856.942,696.237,639.301,636.893,642.849,590.204,607.478
