 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16
1381,670.026,733.150,803.850,644.419,684.579,759.208,615.743,740.737,833.272,844.042,670.304,620.662,627.239,637.015,592.239,603.319
1382,669.744,732.538,807.169,644.364,685.270,760.324,617.698,741.246,835.390,842.948,670.908,622.182,627.461,636.691,591.681,603.815
1383,669.466,731.768,809.591,645.218,686.325,761.601,619.693,741.734,836.842,842.106,671.142,623.499,627.864,636.315,591.268,604.517
1384,669.176,731.177,810.625,646.167,687.414,762.619,620.720,741.945,837.449,841.790,670.523,624.416,628.193,636.296,591.387,605.290
1385,668.830,730.809,811.520,646.344,688.465,763.283,620.892,742.195,837.787,841.578,669.820,625.214,628.042,636.725,591.745,605.730
1386,668.452,730.336,813.148,645.801,689.306,763.659,620.938,742.827,838.359,841.168,670.000,626.149,627.688,637.284,592.010,605.715
1387,668.195,729.659,814.279,645.100,689.536,763.781,621.214,743.423,838.732,840.965,671.263,626.743,627.681,637.500,592.291,605.535
1388,668.433,729.105,813.231,644.727,688.773,763.835,621.229,743.201,837.897,841.850,672.590,626.051,628.338,637.602,592.734,605.589
1389,669.246,728.953,810.294,644.873,687.180,763.938,620.585,742.180,835.948,843.851,673.013,624.032,629.038,637.938,593.131,606.005
1390,670.053,729.050,808.108,645.299,685.968,763.754,619.762,741.407,834.389,845.745,672.579,621.949,629.105,638.512,593.337,606.530
1391,670.275,729.146,808.431,645.309,685.911,763.369,619.488,741.681,834.311,846.142,671.984,621.149,628.637,638.812,593.301,606.460
1392,669.971,729.262,810.057,644.859,686.551,763.063,619.677,742.401,834.925,845.432,671.829,621.345,628.310,638.623,593.088,605.275
1393,669.748,729.488,810.014,644.529,686.704,762.940,619.524,742.448,834.633,845.323,671.930,621.168,628.264,638.117,593.049,603.416
1394,669.971,729.660,807.152,645.036,685.977,762.566,618.859,741.600,833.039,846.565,671.957,620.188,628.239,637.435,593.435,601.931
1395,670.310,729.441,803.777,646.031,685.025,761.763,618.601,740.781,831.516,848.142,671.878,619.278,627.998,636.565,594.132,601.265
1396,670.238,728.739,802.830,646.928,684.578,760.848,619.450,740.795,831.428,848.770,671.836,619.161,627.490,635.589,594.848,601.111
1397,669.918,727.909,804.165,647.402,684.537,760.462,620.609,741.293,832.234,848.408,671.646,619.841,626.828,634.858,595.312,601.239
1398,669.927,727.614,804.814,647.490,684.316,760.510,620.561,741.339,832.158,848.262,670.971,620.731,626.424,634.599,595.788,601.627
1399,670.302,728.149,802.865,647.426,683.574,760.509,618.793,740.461,830.712,849.225,670.214,621.294,626.732,634.559,596.235,602.211
1400,670.716,728.955,800.198,647.227,682.819,760.167,616.431,739.112,829.204,850.658,669.793,621.561,627.761,634.676,596.178,602.681
1401,670.745,729.585,799.999,646.636,682.889,759.669,615.340,738.221,828.914,851.208,669.806,621.687,628.685,635.179,595.536,602.812
1402,670.426,729.926,802.304,645.711,683.747,759.399,616.141,738.187,829.509,850.679,669.966,621.538,629.120,635.694,594.712,602.877
1403,670.026,730.152,803.957,645.388,684.432,759.516,617.535,738.538,829.436,849.988,670.205,621.267,629.340,635.778,594.154,603.470
1404,669.866,730.326,802.702,646.462,684.308,759.797,617.842,738.525,828.038,849.899,670.471,620.959,629.663,635.661,593.998,604.411
1405,670.055,730.469,800.050,648.361,683.679,759.843,617.111,738.272,826.365,850.241,670.356,620.625,630.111,635.951,593.894,605.108
1406,670.219,730.629,799.078,650.203,683.265,759.671,616.528,738.467,825.849,850.213,669.745,620.485,630.623,636.358,593.454,605.067
1407,669.921,730.817,800.468,651.392,683.358,759.819,616.623,739.233,826.657,849.606,668.851,620.400,630.975,636.179,592.773,604.630
1408,669.208,730.777,801.721,651.737,683.694,760.437,616.618,740.059,827.505,849.149,668.378,619.802,630.924,635.343,592.560,604.357
1409,668.353,730.419,800.526,651.505,683.634,761.144,615.715,740.293,827.296,849.617,668.626,619.191,630.669,634.176,593.075,604.321
1410,667.559,729.926,798.074,650.947,683.091,761.449,614.431,739.986,826.489,850.601,669.288,619.476,630.369,633.358,593.933,604.275
1411,667.106,729.266,797.919,650.048,682.943,761.308,614.057,739.862,826.578,850.822,670.065,620.766,629.826,633.256,594.719,604.226
1412,666.902,728.321,801.750,648.804,683.848,761.137,615.747,740.614,828.325,849.669,670.827,622.156,629.180,633.781,595.193,604.198
1413,666.738,727.397,807.242,647.852,685.300,761.377,618.526,741.837,830.710,847.902,671.403,622.795,628.849,634.411,595.464,604.342
1414,666.750,726.966,810.385,647.715,686.137,761.752,620.514,742.669,832.031,846.719,671.782,622.432,629.073,634.633,595.740,604.535
1415,667.001,726.995,809.837,648.388,686.116,761.879,620.741,742.806,831.915,846.405,672.038,621.637,629.419,634.645,596.059,604.347
1416,667.420,726.957,808.356,648.916,685.931,761.789,620.148,742.726,831.755,846.213,671.718,621.152,629.289,635.034,595.979,603.763
1417,667.698,726.592,808.817,648.536,686.183,761.804,619.767,742.963,832.659,845.450,670.899,621.076,628.721,635.747,595.428,603.221
1418,667.783,726.193,810.340,647.400,686.646,761.918,619.615,743.380,833.871,844.550,670.122,620.726,628.264,636.309,594.740,603.028
1419,668.039,726.084,809.909,646.222,686.533,761.739,619.108,743.312,833.901,844.543,669.935,619.814,628.025,636.367,594.203,603.177
1420,668.764,726.489,806.908,645.423,685.703,760.891,618.253,742.501,832.584,845.617,670.259,618.720,627.908,636.093,593.938,603.452
1421,669.664,727.036,804.338,645.242,685.151,759.739,617.639,741.696,831.347,846.572,670.577,618.044,627.681,635.722,593.995,603.553
1422,670.070,727.317,804.454,645.187,685.606,759.195,617.802,741.606,831.380,846.168,670.813,618.060,627.338,635.438,594.235,603.432
1423,669.765,727.287,805.958,644.840,686.556,759.467,618.495,741.784,832.052,844.961,671.559,618.428,627.168,635.235,594.227,603.298
1424,669.102,727.343,805.599,644.679,686.753,759.794,618.809,741.421,831.807,844.734,672.804,618.722,627.304,634.762,594.245,603.093
1425,668.544,728.045,802.581,644.983,685.741,759.800,618.245,740.415,830.270,846.222,673.473,618.533,627.547,634.145,594.508,602.799
1426,668.026,729.012,799.560,645.285,684.300,759.739,616.944,739.616,828.783,847.967,673.059,618.451,627.660,633.883,594.892,602.393
1427,667.591,729.543,799.255,645.194,683.628,759.935,616.036,739.732,828.775,848.284,672.104,618.970,627.694,634.389,594.982,601.979
1428,667.512,729.539,800.923,644.703,683.962,760.467,616.113,740.443,829.962,847.312,671.306,619.880,627.627,635.040,594.618,601.797
1429,667.905,729.621,801.360,644.199,684.318,760.995,616.547,740.848,830.669,846.733,671.097,620.228,627.338,635.235,594.261,602.021
1430,668.445,730.009,798.790,644.060,683.818,761.047,616.257,740.487,829.807,847.392,671.543,619.520,627.055,634.926,593.856,602.116
1431,668.699,730.207,795.402,644.545,682.946,760.666,615.281,739.948,828.328,848.561,672.196,618.441,627.250,634.744,593.173,601.756
1432,668.436,729.791,794.387,645.364,682.903,760.134,614.745,740.069,827.858,848.999,672.266,617.901,628.010,634.586,592.489,601.177
1433,667.930,728.915,796.102,646.144,683.644,759.818,615.247,740.822,828.520,848.339,671.678,618.124,629.113,634.130,592.294,600.859
1434,667.486,728.174,797.816,646.701,684.015,759.534,615.906,741.434,829.006,847.580,671.182,618.382,630.069,633.463,592.525,601.100
1435,667.158,728.029,797.130,647.069,683.457,758.966,615.535,741.247,828.449,847.813,671.500,617.945,630.868,633.062,592.645,601.632
1436,666.778,728.418,794.968,647.359,682.562,758.318,614.203,740.381,827.399,848.975,672.092,617.051,631.484,633.099,592.353,601.810
1437,666.333,729.022,794.148,647.486,682.253,758.147,613.227,739.665,827.133,849.670,672.059,616.779,631.488,633.111,591.806,601.452
1438,666.075,729.457,795.674,647.524,682.592,758.685,613.531,739.544,827.899,849.198,671.360,617.706,630.868,633.232,591.266,601.049
1439,666.130,729.756,797.612,647.660,682.837,759.370,614.455,739.676,828.610,848.431,670.845,619.131,630.141,633.778,591.023,600.856
1440,666.497,729.912,797.751,648.304,682.432,759.507,614.812,739.593,828.226,848.626,670.662,619.966,629.562,634.969,591.186,600.581
1441,667.023,729.913,796.768,649.232,681.865,759.020,614.663,739.512,827.493,849.601,670.435,620.253,629.004,636.207,591.675,600.013
1442,667.040,729.739,797.867,649.653,682.088,758.446,615.125,739.872,828.056,850.211,670.137,620.710,628.642,636.630,592.060,599.532
1443,666.272,729.677,802.253,649.493,683.355,758.420,616.554,740.739,830.192,849.803,669.881,621.193,628.772,636.037,591.889,599.604
1444,665.320,729.667,807.094,649.589,684.930,758.909,618.267,741.616,832.369,849.100,670.070,621.028,629.338,634.914,591.415,600.725
1445,665.118,729.574,808.649,650.517,685.778,759.400,619.408,742.006,833.053,849.236,671.056,620.122,629.625,633.954,591.402,602.445
1446,665.583,729.424,806.596,651.921,685.804,759.541,619.913,741.884,832.337,850.307,672.448,619.253,629.463,633.432,592.255,603.843
1447,665.924,729.386,804.211,652.943,685.647,759.323,620.286,741.716,831.650,851.123,673.489,619.290,629.155,633.441,593.564,604.368
1448,665.913,729.460,804.006,653.060,685.693,758.962,620.979,741.801,831.996,850.762,673.962,620.287,629.134,633.571,594.557,604.116
1449,665.800,729.644,804.853,652.246,685.635,758.675,621.523,741.980,832.616,850.072,674.083,621.377,629.512,633.395,594.673,603.080
1450,665.938,730.006,803.868,651.208,684.927,758.416,620.967,741.879,832.039,850.502,673.977,621.515,630.098,632.867,594.136,601.869
1451,666.332,730.562,800.649,650.550,683.576,758.105,619.483,741.254,830.045,852.108,673.511,620.586,630.587,632.250,593.542,601.275
1452,666.621,731.036,798.169,650.191,682.422,757.835,618.488,740.586,828.320,853.571,672.610,619.474,630.679,632.133,593.134,601.535
1453,666.757,731.132,798.781,649.622,682.195,757.795,618.642,740.549,828.223,853.612,671.450,618.697,630.587,632.904,592.902,602.159
1454,667.078,730.821,801.008,648.847,682.696,757.891,619.076,740.924,829.169,852.453,670.399,618.244,630.476,634.052,593.020,602.702
1455,667.769,730.362,801.105,648.411,683.172,757.837,618.503,740.753,829.413,851.524,670.009,617.660,630.319,634.522,593.598,602.985
1456,668.402,729.934,797.948,648.435,683.196,757.489,616.769,739.697,828.228,851.766,670.266,617.057,629.973,634.247,594.070,603.098
1457,668.763,729.584,794.751,648.282,683.033,756.939,614.922,738.822,826.730,852.425,670.405,616.867,629.438,633.818,594.252,602.928
1458,668.922,729.546,794.807,647.658,683.217,756.252,614.398,739.001,826.515,852.245,670.000,617.343,629.166,633.744,594.471,602.648
1459,668.952,729.734,797.235,647.072,683.675,755.516,615.168,739.792,827.463,851.341,669.239,618.007,629.178,633.676,595.077,602.355
1460,669.029,729.651,798.223,647.419,683.610,754.901,616.002,740.032,827.782,850.882,668.691,618.338,629.254,633.062,595.734,601.910
1461,669.322,729.016,795.940,648.696,682.567,754.625,616.075,739.464,826.395,851.488,668.615,618.248,629.229,632.290,595.763,601.710
1462,669.904,728.328,792.482,650.010,681.256,754.720,615.696,738.877,824.532,852.633,668.867,618.497,629.090,631.725,594.925,602.031
1463,670.405,728.150,791.289,650.591,680.835,755.032,615.816,739.188,824.091,853.312,669.144,619.356,629.149,631.281,593.745,602.738
1464,670.714,728.486,792.946,650.653,681.408,755.580,616.611,740.255,825.188,853.333,669.414,620.299,629.467,631.167,592.949,603.509
1465,671.278,728.956,794.902,650.639,681.968,756.298,617.144,741.101,826.199,853.490,669.714,620.503,629.803,631.478,592.600,603.848
1466,672.164,729.392,794.907,650.665,681.718,757.023,616.675,741.061,825.878,854.465,669.725,619.791,629.973,632.426,592.392,603.661
1467,672.754,729.660,793.540,650.584,680.851,757.590,615.734,740.599,824.869,855.620,669.716,618.653,629.824,633.812,592.260,603.203
1468,672.473,729.425,793.272,650.534,680.210,758.145,615.417,740.633,824.845,855.716,670.081,618.074,629.445,635.204,592.162,602.679
1469,671.410,728.750,795.191,650.789,680.453,758.820,615.922,741.480,826.641,854.597,670.664,618.423,629.059,636.009,592.180,602.211
1470,670.150,727.984,797.948,651.065,681.342,759.388,616.592,742.549,829.289,853.192,670.820,619.046,628.847,635.627,592.472,601.936
1471,669.364,727.556,799.898,651.065,682.253,759.455,617.082,743.177,831.321,852.349,670.230,618.989,628.774,634.395,593.113,602.075
1472,669.144,727.692,801.221,650.806,683.017,759.055,617.573,743.386,832.377,852.038,669.223,618.310,628.637,633.256,594.000,602.398
1473,668.848,728.284,803.243,650.395,683.814,758.628,618.519,743.652,833.203,851.540,668.160,618.037,628.407,632.886,594.922,602.766
1474,668.234,728.840,806.154,650.237,684.656,758.599,619.760,744.100,834.297,850.622,667.667,618.855,628.264,633.241,595.485,602.933
1475,667.908,729.063,807.989,650.622,685.087,758.937,620.262,744.301,834.980,849.952,667.878,619.883,628.514,633.901,595.708,602.913
1476,668.116,728.952,806.930,651.789,684.741,759.140,618.931,743.753,834.278,850.386,668.509,619.729,629.402,634.586,595.804,602.568
1477,668.611,728.494,803.630,653.086,683.851,758.834,616.297,742.614,832.277,851.557,668.709,618.437,630.512,634.969,595.851,602.126
1478,668.773,727.574,800.779,653.778,683.075,758.186,614.226,741.729,830.440,852.304,667.987,617.248,631.096,634.685,595.757,601.825
1479,668.695,726.176,800.194,653.560,682.933,757.678,614.005,741.769,829.962,852.051,666.908,616.851,631.155,633.571,595.422,601.635
1480,668.548,724.816,800.662,652.734,683.184,757.414,615.031,742.423,830.125,851.261,666.655,617.340,631.411,631.778,594.855,601.550
1481,668.702,724.085,799.474,651.811,683.149,757.117,615.568,742.733,829.323,850.931,667.291,617.906,631.834,630.253,594.492,601.668
1482,669.243,724.157,796.311,651.316,682.344,756.639,614.941,742.254,827.462,851.538,667.788,617.667,631.730,629.802,594.634,601.900
1483,669.705,724.492,794.103,651.079,681.281,756.103,614.151,741.553,826.159,852.334,667.624,617.120,631.090,630.296,595.141,602.026
1484,669.621,724.806,795.158,650.955,680.942,755.713,614.264,741.500,826.538,852.347,667.117,617.418,630.400,630.864,595.825,601.985
1485,669.268,725.131,797.825,650.897,681.488,755.458,614.696,742.089,827.801,851.695,666.998,618.382,629.925,631.383,596.591,602.082
1486,669.481,725.545,798.427,650.952,682.147,755.132,614.264,742.428,828.249,851.357,667.583,618.961,629.673,632.009,597.407,602.566
1487,670.453,725.829,795.685,651.000,682.372,754.608,612.604,741.851,827.244,851.832,668.110,618.713,629.543,632.670,597.940,603.031
1488,671.498,725.863,792.370,650.943,682.463,754.264,611.003,740.975,825.974,852.406,667.791,618.007,629.641,633.015,597.962,603.224
1489,671.785,725.683,791.761,650.667,682.978,754.501,610.573,740.856,825.896,852.239,667.101,617.782,629.843,632.870,597.261,603.234
1490,671.357,725.394,793.555,650.385,683.706,755.312,611.349,741.478,826.825,851.603,666.822,618.455,629.996,632.380,596.361,603.026
1491,670.887,725.292,794.615,650.409,683.794,756.004,612.078,741.809,827.320,851.345,667.128,618.998,629.927,631.475,595.918,602.540
1492,670.911,725.558,793.167,650.620,682.865,756.072,611.752,741.108,826.709,851.719,667.727,618.457,629.717,630.232,596.005,601.977
1493,671.212,725.855,790.793,650.644,681.813,755.703,610.894,740.087,825.799,852.152,668.149,616.871,629.430,629.293,596.245,601.612
1494,671.242,725.853,790.135,650.280,681.529,755.599,610.701,739.797,825.882,851.949,668.185,615.349,628.912,629.213,596.307,601.589
1495,670.905,725.441,791.467,649.809,681.790,756.097,611.403,740.197,826.943,851.182,667.768,614.639,628.285,629.833,596.221,601.416
1496,670.586,724.746,792.696,649.289,681.635,756.863,612.172,740.579,827.732,850.734,667.045,614.264,627.946,630.380,596.067,600.871
1497,670.334,723.969,792.260,648.727,680.828,757.411,612.227,740.354,827.385,851.120,666.432,613.724,627.920,630.735,595.683,600.501
1498,669.846,723.105,791.407,648.179,680.266,757.631,611.774,739.774,826.880,851.796,666.227,613.554,627.803,631.102,595.008,600.745
1499,668.945,722.276,792.965,647.888,680.909,757.839,612.078,739.577,827.879,851.423,666.570,614.480,627.388,631.451,594.315,601.393
1500,668.045,721.686,797.290,648.081,682.769,758.431,613.601,740.151,830.612,849.662,667.457,616.331,626.939,631.589,593.902,602.018
1501,667.850,721.705,801.326,648.959,684.806,759.137,615.219,740.935,833.393,847.780,668.439,618.069,626.717,631.343,593.889,602.609
1502,668.418,722.421,801.929,650.299,685.915,759.383,615.663,741.310,834.499,847.400,668.831,618.770,626.805,630.951,594.147,603.185
1503,669.154,723.429,799.660,651.804,685.760,758.856,615.069,741.185,834.067,848.365,668.392,618.375,627.092,631.074,594.493,603.391
1504,669.432,724.198,797.984,652.675,685.084,757.868,614.622,741.194,833.570,848.935,667.928,617.595,627.612,632.049,594.670,603.296
1505,669.172,724.371,798.834,652.471,684.699,757.163,614.748,741.757,833.758,848.065,667.858,617.308,628.094,633.065,594.526,603.386
1506,669.003,723.943,800.586,651.498,684.564,757.080,614.960,742.431,833.979,846.612,667.696,617.653,628.337,633.015,594.268,603.753
1507,669.146,723.382,800.475,650.706,684.015,757.383,614.503,742.459,833.138,845.916,666.588,618.055,628.423,631.904,594.165,603.792
1508,669.150,723.204,798.081,650.392,682.936,757.499,613.641,741.812,831.436,846.143,665.115,617.809,628.342,630.673,594.159,603.093
1509,668.597,723.462,795.948,650.545,682.329,757.318,613.319,741.293,830.329,846.259,664.322,617.106,628.271,629.957,594.132,602.077
1510,667.713,723.839,796.100,650.981,683.083,757.199,613.818,741.500,830.764,845.647,664.673,616.832,627.979,629.648,594.126,601.442
1511,667.228,724.216,797.248,651.589,684.416,757.432,614.274,741.885,831.759,844.843,665.944,617.239,627.298,629.855,594.364,601.666
1512,667.651,724.513,796.561,652.060,684.938,758.038,613.686,741.603,831.627,844.902,667.354,617.637,626.587,630.370,595.124,602.630
1513,668.874,724.578,793.444,652.012,684.236,758.680,612.507,740.520,829.997,845.996,668.036,617.474,626.614,630.889,596.217,603.591
1514,670.160,724.464,790.516,651.158,683.309,758.892,612.023,739.503,828.297,846.961,667.628,617.101,627.273,631.012,596.833,603.933
1515,670.665,724.279,790.328,649.722,683.056,758.708,612.783,739.326,827.824,846.733,666.901,617.331,627.702,630.855,596.373,603.784
1516,670.527,723.952,791.936,648.275,683.379,758.538,613.969,739.781,828.363,845.773,666.727,617.993,627.566,630.839,595.096,603.360
1517,670.391,723.418,792.080,647.380,683.444,758.572,614.490,739.941,828.374,845.562,667.372,618.441,627.430,631.309,593.918,602.692
1518,670.533,722.918,789.410,647.411,682.892,758.657,614.111,739.569,827.154,846.662,668.135,618.237,627.763,631.762,593.426,601.949
1519,670.572,722.626,786.734,648.153,682.288,758.806,613.427,739.142,825.661,848.040,668.797,617.929,628.409,631.651,593.333,601.095
1520,670.183,722.760,787.151,648.651,682.224,759.274,613.264,739.295,825.320,848.413,669.232,618.195,629.057,631.068,593.095,600.743
1521,669.692,723.322,789.883,648.234,682.694,760.152,613.734,739.925,826.082,847.771,669.347,618.986,629.509,630.586,592.894,601.082
1522,669.410,724.195,791.382,647.435,683.145,761.189,614.273,740.263,826.678,847.377,669.068,619.271,629.593,630.732,593.188,601.730
1523,669.511,725.014,789.974,647.055,682.975,761.895,614.191,739.776,826.152,847.724,668.619,618.329,629.315,631.423,593.985,602.219
1524,670.044,725.514,787.495,646.861,682.402,762.052,613.543,738.935,825.181,847.966,668.227,616.552,628.866,632.108,594.600,602.704
1525,670.713,725.707,787.004,646.285,682.193,762.013,613.089,738.672,825.388,847.074,668.115,615.195,628.510,632.287,594.461,603.167
1526,670.894,725.807,789.249,645.500,682.781,762.259,613.312,739.328,827.377,845.371,668.509,615.310,627.985,632.018,593.830,603.311
1527,670.491,726.091,792.367,645.172,683.706,762.724,613.936,740.403,830.039,844.028,669.297,616.628,627.434,631.571,593.544,603.015
1528,669.728,726.663,794.523,645.234,684.430,763.063,614.604,741.436,831.924,843.581,670.153,618.147,627.075,631.161,593.905,602.440
1529,668.740,727.626,795.929,645.007,684.880,763.150,615.255,742.172,832.895,843.346,670.680,619.271,626.912,630.839,594.328,601.941
1530,667.846,728.551,797.939,644.340,685.260,763.198,615.866,742.680,833.626,842.389,670.782,619.855,626.845,630.704,594.330,602.039
1531,667.469,729.042,800.675,643.730,685.637,763.241,616.108,743.096,834.280,840.771,670.899,620.168,626.853,630.707,593.928,602.769
1532,667.763,729.227,802.401,643.617,685.874,763.161,616.021,743.266,834.227,839.539,671.142,620.048,627.132,630.728,593.449,603.470
1533,668.629,729.543,801.393,644.237,685.691,762.893,615.630,742.839,833.027,839.872,671.495,619.179,627.658,630.309,593.216,603.532
1534,669.443,730.174,798.531,645.596,685.206,762.445,615.160,742.066,831.310,841.507,671.696,617.618,628.291,629.500,593.261,603.226
1535,669.455,730.834,796.766,647.378,684.996,761.872,615.016,741.669,830.444,842.844,671.574,616.292,628.845,628.710,593.382,603.105
1536,668.637,731.080,797.506,648.888,685.297,761.330,615.326,741.908,830.905,842.811,670.885,616.069,629.048,628.339,593.350,603.195
1537,667.723,731.129,798.652,649.622,685.480,761.009,615.472,742.115,831.687,842.133,669.939,616.517,628.656,628.377,593.283,603.116
1538,667.357,731.340,797.361,649.679,684.747,761.042,614.918,741.781,831.409,842.200,669.300,616.722,627.929,628.488,593.423,603.028
1539,667.622,731.738,793.773,649.349,683.379,761.270,614.068,741.296,830.012,843.164,669.613,616.752,627.379,628.383,593.848,603.620
1540,668.004,732.121,791.139,648.974,682.478,761.490,613.733,741.397,828.904,843.939,670.691,617.361,627.069,628.735,594.464,604.841
1541,668.088,732.317,791.838,648.608,682.652,761.829,614.144,742.047,829.201,843.561,671.610,618.671,626.836,629.809,594.887,605.787
1542,667.893,732.264,794.408,648.041,683.364,762.315,614.766,742.459,830.163,842.237,671.831,619.483,626.962,630.861,594.551,605.967
1543,667.680,732.129,795.232,647.455,683.598,762.462,614.531,741.971,830.126,841.128,671.685,618.841,627.784,630.873,593.399,605.563
1544,667.497,732.070,792.843,647.239,683.089,762.038,613.240,740.767,828.599,841.020,671.626,617.018,628.994,629.605,592.103,605.144
1545,667.025,732.013,789.663,647.289,682.444,761.488,612.035,739.814,826.951,841.398,671.644,615.384,629.621,627.833,591.619,605.141
1546,666.239,731.831,788.752,647.069,682.392,761.310,611.944,739.936,826.408,841.178,671.502,614.860,629.400,626.389,592.167,605.661
1547,665.634,731.542,790.144,646.610,682.662,761.380,612.368,740.727,826.702,840.319,671.320,615.529,629.073,625.917,593.319,606.319
1548,665.688,731.449,790.969,646.677,682.509,761.258,612.130,741.134,826.479,839.773,670.984,616.375,629.145,626.148,594.270,606.519
1549,666.402,731.785,789.471,647.335,681.854,760.866,611.398,740.776,825.232,840.253,670.263,616.418,629.212,626.694,594.737,605.661
1550,667.176,732.352,787.287,647.950,681.351,760.630,611.170,740.285,824.094,841.138,669.459,616.053,628.975,627.339,594.946,604.080
1551,667.498,732.790,787.296,648.172,681.590,760.914,611.837,740.335,824.378,841.245,669.212,616.133,628.706,628.589,595.038,602.956
1552,667.436,732.922,789.556,648.457,682.623,761.526,612.727,740.999,825.896,840.253,669.973,616.697,628.956,630.188,595.062,602.720
1553,667.285,732.955,791.262,649.036,683.642,761.985,613.226,741.685,827.089,839.075,671.110,617.253,629.621,631.429,595.168,602.756
1554,667.276,732.841,790.463,649.761,683.819,762.068,613.038,741.919,826.875,838.764,671.707,617.244,630.107,631.685,595.265,602.609
1555,667.080,732.378,788.754,650.328,683.362,762.086,612.814,741.806,826.060,839.164,671.421,616.991,629.820,631.046,594.958,602.406
1556,666.452,731.604,789.282,650.433,683.266,762.385,613.474,741.971,826.401,839.223,670.725,617.030,628.967,629.762,594.368,602.075
1557,665.461,730.950,793.065,650.203,683.937,763.203,615.000,742.823,828.380,838.460,670.705,617.471,628.264,628.426,594.082,601.036
1558,664.654,730.694,797.539,650.072,684.752,764.495,616.399,744.172,830.652,837.599,671.520,617.784,628.243,627.299,594.497,599.548
1559,664.405,730.521,799.565,650.187,684.955,765.696,616.764,745.421,831.669,837.427,672.775,617.533,628.727,626.611,595.270,598.658
1560,664.573,730.301,799.151,650.407,684.626,766.196,616.049,746.003,831.406,837.817,673.822,617.120,629.076,626.750,595.585,599.167
1561,664.732,730.075,799.058,650.177,684.557,766.024,615.233,746.205,831.204,838.022,674.369,617.490,628.776,627.701,595.212,600.753
1562,664.490,730.052,800.608,649.548,685.234,765.748,614.995,746.549,831.914,837.663,674.390,618.435,628.000,629.009,594.505,602.378
1563,664.180,730.272,802.137,649.187,685.885,765.589,615.241,746.955,832.629,837.287,674.230,619.007,627.415,630.018,593.841,602.884
1564,664.124,730.396,801.246,649.278,685.625,765.322,615.068,746.900,832.119,837.802,673.998,618.743,627.273,630.441,593.505,602.283
1565,664.266,730.285,798.174,649.230,684.668,764.549,614.375,746.169,830.783,839.145,673.421,618.359,627.264,630.574,593.559,601.522
1566,664.094,730.196,795.909,648.615,684.032,763.320,613.931,745.485,830.253,840.018,672.282,618.379,626.816,630.870,593.895,601.535
1567,663.570,730.452,796.371,647.715,684.227,762.374,614.319,745.437,830.935,839.819,671.324,618.648,626.365,631.571,594.056,602.483
1568,663.072,730.941,797.982,647.108,684.685,762.362,615.134,745.734,831.697,839.463,671.034,618.706,626.526,632.222,593.949,603.640
1569,663.184,731.265,797.680,646.821,684.476,762.875,615.540,745.550,831.294,840.124,670.912,618.359,627.576,632.077,593.962,604.170
1570,663.858,731.109,795.010,646.488,683.426,762.856,615.411,744.812,829.866,841.569,670.412,617.703,628.707,631.139,594.435,603.645
1571,664.633,730.556,792.501,645.998,682.442,762.019,615.278,744.409,828.703,842.415,670.155,617.120,628.834,630.287,595.095,602.314
1572,665.033,729.710,792.318,645.627,682.229,761.159,615.715,744.823,828.701,842.025,670.586,617.074,627.912,629.877,595.289,600.725
1573,665.291,728.877,793.474,645.646,682.452,760.665,616.536,745.426,829.200,841.267,671.340,617.356,626.820,629.620,594.930,599.504
1574,665.522,728.486,793.478,645.931,682.250,760.149,616.542,745.210,828.859,841.410,671.984,617.386,626.266,629.185,594.583,598.895
1575,665.593,728.863,791.760,646.124,681.572,759.387,615.144,744.224,827.214,842.598,672.169,616.846,626.250,628.802,594.678,598.825
1576,665.408,729.848,790.438,645.763,681.057,758.715,613.444,743.585,825.527,843.841,671.570,615.940,626.648,628.978,595.103,599.239
1577,665.106,730.836,791.383,645.098,681.353,758.402,612.714,743.970,825.188,844.145,670.203,615.669,627.195,629.846,595.422,600.010
1578,664.755,731.585,793.670,644.581,681.957,758.357,612.910,745.053,826.080,843.720,668.820,616.565,627.729,631.015,595.634,600.715
1579,664.417,732.149,794.268,644.395,682.068,758.364,612.967,745.859,826.578,843.549,668.149,617.947,628.390,631.423,595.799,600.607
1580,664.128,732.456,792.074,644.483,681.587,758.131,612.332,745.965,825.626,844.088,668.079,618.570,629.172,630.954,595.840,599.848
1581,664.029,732.269,789.585,644.873,681.026,757.756,611.543,745.641,824.058,844.618,668.358,618.379,629.327,630.839,595.565,599.494
1582,664.029,731.605,789.784,645.488,680.839,757.623,611.509,745.562,823.551,844.284,668.707,618.303,628.405,631.395,595.190,599.946
1583,663.846,730.868,792.527,646.005,680.917,757.845,612.120,745.954,824.266,843.281,669.119,618.814,627.298,631.948,594.703,600.506
1584,663.547,730.545,794.735,646.419,681.082,758.194,612.361,746.400,825.051,842.381,669.800,619.234,626.851,631.787,594.121,600.740
1585,663.387,730.583,794.723,646.880,681.172,758.547,611.785,746.306,825.214,841.968,670.505,619.271,626.966,631.089,593.621,600.812
1586,663.291,730.481,794.307,647.244,681.428,759.120,611.359,746.049,825.782,841.634,670.703,619.400,626.870,630.281,593.451,600.879
1587,662.985,729.873,796.214,647.084,682.166,759.930,612.255,746.536,827.714,840.660,670.248,620.446,626.373,630.130,593.750,600.771
