 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24
4517,561.979,651.625,596.593,605.579,594.023,609.932,567.789,598.807,541.108,612.784,562.108,624.116,612.186,637.794,644.221,637.829,546.649,543.098,518.398,503.947,516.460,421.075,546.506,510.449
4518,561.142,651.157,595.842,605.053,595.557,611.796,568.366,597.749,541.892,613.138,562.613,623.512,614.963,636.940,643.565,637.502,545.870,542.978,520.206,503.323,516.116,421.328,546.546,510.253
4519,560.266,651.519,594.711,605.399,595.695,612.360,568.390,597.519,541.608,613.009,562.644,623.366,614.597,636.438,643.341,637.637,545.291,543.457,520.865,503.032,516.264,420.887,546.520,511.108
4520,559.983,652.537,594.312,606.130,592.611,610.876,567.438,598.829,540.127,612.600,561.966,624.190,610.311,637.152,643.792,638.505,545.335,544.384,519.843,503.030,516.687,419.710,546.677,512.647
4521,560.403,653.314,594.870,606.138,588.649,608.633,566.112,600.475,538.799,612.474,561.091,625.446,605.586,638.388,644.421,639.480,545.650,544.892,518.479,503.206,516.976,418.699,546.910,513.863
4522,560.914,653.400,595.621,605.186,587.198,607.633,565.512,600.888,538.744,612.890,560.839,626.116,604.389,638.848,644.412,639.796,545.756,544.609,518.322,503.324,517.313,418.478,546.902,514.064
4523,560.912,653.290,595.640,604.302,588.542,608.200,565.799,600.061,539.864,613.570,561.409,626.009,606.651,638.502,643.693,639.548,545.418,543.981,519.373,503.410,517.616,418.838,546.742,513.479
4524,560.522,653.823,595.190,604.116,589.832,608.757,566.040,599.232,540.947,613.993,562.158,625.693,608.654,638.484,643.070,639.600,545.033,543.806,520.599,503.622,517.402,419.270,546.677,513.002
4525,560.098,655.047,595.518,604.440,588.924,607.957,565.434,599.519,540.816,614.260,562.319,625.607,608.051,639.313,643.309,640.422,545.137,544.138,521.047,503.899,516.513,419.641,546.618,513.081
4526,559.919,656.329,596.897,604.787,586.908,606.586,564.397,600.646,540.085,614.239,561.925,625.591,606.114,640.454,644.221,641.432,545.829,544.557,520.651,503.935,515.458,420.125,546.485,513.492
4527,559.846,656.810,598.028,604.909,586.893,606.199,563.993,601.426,540.250,613.766,561.618,625.122,605.854,640.889,644.976,641.518,546.644,544.665,520.157,503.545,514.729,420.580,546.189,513.623
4528,559.615,656.044,597.826,604.665,590.061,607.408,564.673,601.124,541.676,612.998,561.754,624.201,608.023,640.237,645.129,640.318,546.781,544.559,520.251,503.210,514.764,420.809,545.953,513.236
4529,559.173,654.648,596.964,604.163,593.931,609.182,565.671,600.251,543.121,612.402,561.995,623.303,610.343,639.303,644.997,638.878,546.267,544.571,520.658,503.329,515.671,420.719,545.900,512.640
4530,558.836,653.780,596.885,604.086,594.695,609.875,566.092,599.747,543.104,612.460,561.964,622.889,610.437,638.988,645.249,638.454,545.730,544.627,520.541,503.835,516.991,420.203,546.176,512.380
4531,558.921,654.021,597.893,604.490,591.664,609.138,565.771,599.804,541.744,612.772,561.781,623.156,608.371,639.320,645.916,639.109,545.636,544.747,519.885,504.399,518.405,419.394,546.775,512.480
4532,559.366,654.617,599.071,604.898,588.344,608.215,565.442,599.980,540.538,612.761,562.057,623.353,606.560,639.472,646.432,639.791,545.703,544.885,519.482,505.010,519.707,418.783,547.408,512.352
4533,559.818,654.511,599.233,604.997,588.031,608.412,565.889,599.640,540.714,612.457,562.934,622.595,607.303,638.778,646.276,639.544,545.525,545.071,519.762,505.524,520.651,418.287,547.623,511.868
4534,560.074,653.726,597.881,605.125,590.962,609.457,566.907,598.912,541.826,612.301,563.895,621.151,610.249,637.625,645.618,638.695,545.302,545.284,519.828,505.649,521.033,417.893,547.238,511.562
4535,560.206,653.301,595.905,605.753,593.794,609.797,567.568,598.253,542.528,612.897,564.318,620.127,612.260,637.093,645.119,638.410,545.425,545.564,519.071,505.227,520.938,418.090,546.637,512.018
4536,560.363,654.003,594.826,606.524,593.702,608.825,567.360,598.073,541.926,614.055,564.120,620.122,611.226,637.568,645.120,639.007,545.783,546.013,517.791,504.754,520.815,419.116,546.335,512.804
4537,560.692,655.042,594.791,606.762,591.634,607.688,566.758,598.155,540.756,614.754,563.681,620.727,609.020,638.107,645.382,639.688,545.922,546.622,517.327,504.802,520.647,420.551,546.303,513.290
4538,561.110,655.251,594.933,606.479,591.023,607.881,566.645,598.375,540.706,614.497,563.516,621.163,609.000,637.878,645.423,639.731,545.722,547.065,518.678,505.359,520.127,421.643,546.242,513.362
4539,561.521,654.529,594.447,606.213,593.649,609.426,567.333,598.809,542.320,613.821,563.831,620.863,611.846,637.008,645.198,639.425,545.375,546.861,521.088,505.937,519.405,422.038,545.939,513.312
4540,561.774,653.920,593.842,606.150,597.214,611.083,568.298,599.593,544.142,613.710,564.299,619.995,614.114,636.787,645.103,639.751,545.332,546.364,522.629,506.369,518.724,421.814,545.708,513.340
4541,561.892,654.076,593.605,606.155,598.092,611.407,568.935,600.552,544.881,614.345,564.307,619.403,613.017,637.826,645.416,641.065,545.828,546.209,522.440,506.605,518.491,421.183,545.902,513.442
4542,561.823,654.662,593.743,606.061,596.481,610.489,569.174,601.108,544.553,615.094,563.912,619.623,609.760,639.277,646.106,642.792,546.410,546.136,521.432,506.731,518.751,420.209,546.404,513.525
4543,561.654,654.907,594.340,605.906,595.847,609.694,569.564,600.833,544.148,615.209,563.686,620.046,607.614,639.546,646.784,643.782,546.519,545.396,520.867,506.544,519.398,419.101,546.633,513.579
4544,561.308,654.550,595.253,606.019,597.580,610.079,570.453,599.961,544.138,614.492,564.013,619.814,608.123,638.001,647.025,643.612,546.115,544.167,521.128,506.029,519.909,418.478,546.245,513.582
4545,560.910,654.177,596.178,606.645,599.321,611.039,571.227,599.289,544.127,613.464,564.474,619.306,609.717,636.022,646.821,642.880,545.629,543.243,521.516,505.491,519.713,418.759,545.754,513.654
4546,560.782,654.854,596.573,607.626,597.947,611.022,570.810,599.397,543.477,612.777,564.196,619.485,609.414,635.683,646.622,642.788,545.427,543.161,521.145,505.339,518.791,419.658,545.830,514.064
4547,560.885,656.631,596.593,608.629,593.695,609.647,569.170,600.000,542.466,612.384,562.991,620.452,606.683,637.268,646.662,643.777,545.471,543.867,519.921,505.503,517.618,420.733,546.428,514.812
4548,560.923,658.273,596.644,609.064,589.786,608.126,567.433,600.338,541.922,612.090,561.691,621.274,604.257,639.114,646.759,644.837,545.651,544.777,518.678,505.718,517.042,421.522,547.005,515.175
4549,560.840,658.614,596.617,608.651,589.252,607.851,566.753,600.108,542.311,612.225,561.103,621.315,604.637,639.619,646.515,644.739,545.854,545.401,518.639,505.770,517.393,421.835,547.285,514.796
4550,560.720,657.824,596.170,607.562,591.198,608.525,567.090,599.371,543.169,612.878,561.125,620.791,606.503,639.001,645.956,643.554,545.973,545.720,519.644,505.616,518.251,421.658,547.386,514.034
4551,560.549,657.186,595.660,606.438,592.252,608.436,567.445,598.825,543.525,613.561,561.066,620.651,606.786,638.737,645.640,642.630,546.149,546.057,520.000,505.362,518.731,421.209,547.356,513.655
4552,560.582,657.709,595.830,605.803,591.069,606.782,567.146,598.805,543.150,613.662,560.558,621.301,604.546,639.573,646.012,642.879,546.544,546.651,518.661,505.075,518.580,420.716,547.273,513.832
4553,561.090,659.136,595.953,605.687,589.855,604.886,566.547,599.263,542.782,613.248,559.991,622.036,602.329,640.630,646.888,643.800,546.842,547.087,516.631,504.995,518.487,420.339,547.250,514.229
4554,561.895,659.895,594.842,605.565,590.855,604.265,566.412,599.737,543.011,612.641,559.935,622.071,602.863,640.558,647.615,644.193,546.529,546.958,515.624,505.120,518.987,420.220,547.197,514.343
4555,562.565,659.094,592.798,605.341,593.328,604.897,566.995,599.729,544.036,612.248,560.439,621.374,606.120,639.300,647.798,643.358,545.708,546.478,516.182,505.470,519.924,420.133,546.890,514.028
4556,562.792,657.523,591.767,605.435,594.947,605.751,567.685,599.389,544.758,612.193,560.929,620.928,608.951,638.005,647.753,641.940,545.111,546.350,516.966,505.899,520.418,419.696,546.363,513.651
4557,562.745,656.649,592.751,606.130,594.130,605.925,567.882,599.379,544.127,612.347,561.012,621.081,608.834,637.859,647.993,641.109,545.138,546.898,516.641,506.285,519.958,418.629,545.821,513.588
4558,562.635,656.936,594.664,606.773,592.137,605.486,567.594,599.817,542.117,612.384,560.870,621.253,606.629,638.674,648.614,641.269,545.707,547.877,515.425,506.592,518.925,417.330,545.639,513.856
4559,562.617,657.371,595.988,606.801,591.557,605.182,567.640,600.181,540.305,612.014,560.943,620.829,605.583,638.888,649.236,641.619,546.184,548.755,515.059,506.851,518.362,416.690,545.880,514.056
4560,562.657,657.019,596.553,606.227,593.588,605.767,568.522,599.878,540.127,611.437,561.357,619.917,607.400,637.682,649.356,641.417,546.269,549.167,516.410,507.033,518.698,417.043,546.134,513.949
4561,562.522,656.221,597.099,605.607,596.427,606.635,569.823,599.179,541.083,611.122,561.862,618.904,610.143,635.988,648.936,640.817,546.225,549.232,518.656,506.977,519.500,418.125,546.162,513.756
4562,562.185,656.037,598.087,605.529,597.565,606.726,570.658,598.902,541.485,611.039,561.988,618.211,610.646,635.284,648.641,640.587,546.544,549.322,520.147,506.548,520.056,419.171,546.045,513.892
4563,561.757,656.979,598.960,606.316,595.679,605.785,570.710,599.169,540.657,610.851,561.616,618.033,608.211,635.937,648.804,641.052,547.084,549.572,520.103,505.803,520.120,419.945,546.023,514.389
4564,561.372,658.104,599.004,607.305,592.779,604.965,570.509,599.169,539.739,610.446,561.244,618.222,605.671,637.118,649.023,641.993,547.352,549.647,519.120,505.260,519.916,420.383,546.047,514.862
4565,561.010,658.405,598.621,607.914,591.870,605.149,570.602,598.138,539.979,610.294,561.395,618.449,605.843,637.514,648.765,642.488,547.049,549.317,518.425,505.348,520.035,420.577,546.092,514.894
4566,560.800,657.802,598.577,607.817,593.718,606.072,570.923,596.723,541.337,610.800,561.978,618.608,608.051,636.931,648.199,642.139,546.194,548.651,518.423,505.862,520.760,420.701,546.068,514.465
4567,560.866,657.148,599.241,607.402,595.313,606.679,571.023,596.365,542.422,611.634,562.358,618.601,609.311,636.200,647.744,641.692,545.453,547.800,518.287,506.476,521.729,420.548,546.046,514.199
4568,561.326,657.036,599.834,607.033,594.672,606.576,570.736,597.153,541.960,612.067,562.325,618.369,607.991,636.066,647.634,642.047,545.457,547.120,517.356,506.862,522.391,420.130,546.264,514.483
4569,561.962,656.981,599.743,606.609,593.443,606.315,570.556,597.986,540.667,612.051,562.213,618.054,605.620,636.309,647.721,642.699,546.129,546.910,516.477,506.964,522.411,419.412,546.697,514.955
4570,562.431,656.404,599.103,606.066,594.687,606.876,571.084,598.057,540.290,612.048,562.512,617.827,604.809,636.001,647.564,642.303,546.693,547.068,516.973,506.959,521.836,418.733,547.097,514.930
4571,562.568,655.684,598.553,605.662,598.260,608.240,572.134,597.617,541.398,612.179,563.265,617.813,606.071,634.866,647.046,640.689,546.623,547.161,518.855,506.997,521.055,418.423,547.276,514.036
4572,562.621,655.759,598.482,605.584,600.183,609.265,572.679,597.792,542.309,612.126,563.850,618.250,607.094,634.058,646.742,639.411,546.213,547.128,520.595,507.392,520.413,418.516,547.298,513.085
4573,562.738,656.747,598.885,606.053,598.145,608.717,571.841,599.069,541.547,611.701,563.660,619.416,605.783,634.686,647.253,639.646,546.280,547.194,520.351,508.272,520.135,418.464,547.373,513.266
4574,562.920,657.925,599.545,606.989,593.916,606.688,570.018,600.466,539.500,611.239,562.864,620.976,602.729,636.084,648.431,641.045,547.210,547.319,518.479,509.189,520.278,418.217,547.506,514.549
4575,562.898,658.547,600.277,607.615,591.084,604.726,568.357,600.756,538.038,610.982,562.113,622.018,600.629,637.034,649.613,642.285,548.381,547.274,516.840,509.456,520.613,417.962,547.537,515.631
4576,562.606,658.299,600.613,607.305,590.908,604.178,567.733,599.849,538.273,611.076,562.007,622.230,601.000,637.054,650.191,642.685,548.842,547.024,516.921,508.958,520.698,417.530,547.346,515.703
4577,562.313,657.410,600.719,606.507,591.420,604.601,568.088,598.794,539.390,611.336,562.386,622.149,602.489,636.617,649.979,642.643,548.346,546.777,518.211,508.197,520.191,416.826,547.011,515.210
4578,562.162,656.721,600.996,606.136,589.901,604.588,568.491,598.420,539.697,611.561,562.475,622.325,602.437,636.661,649.418,642.960,547.586,546.801,519.155,507.589,519.420,416.293,546.843,514.796
4579,562.246,656.862,601.522,606.693,586.374,603.479,568.267,598.627,538.574,611.423,561.955,622.936,600.300,637.724,649.133,643.823,547.228,547.310,518.799,507.492,518.904,416.333,546.724,514.616
4580,562.347,657.237,601.715,607.374,583.939,602.219,567.730,598.735,537.222,610.963,561.291,623.570,598.611,638.885,649.255,644.566,547.302,548.056,517.413,507.574,518.633,417.072,546.461,514.430
4581,562.280,656.969,601.585,607.019,584.969,602.240,567.736,597.972,537.477,610.207,561.171,623.751,599.763,638.846,649.315,644.443,547.376,548.342,516.364,507.441,518.702,418.328,546.089,513.891
4582,562.003,656.071,601.277,605.651,588.878,603.690,568.449,596.721,539.331,609.595,561.659,623.230,603.366,637.583,648.941,643.464,547.289,547.713,516.528,506.944,518.958,419.180,545.841,513.213
4583,561.871,655.274,601.012,604.543,592.740,605.078,569.149,596.063,540.706,609.280,562.155,622.623,606.440,636.395,648.449,642.409,547.046,546.803,517.044,506.492,518.947,419.275,545.717,512.853
4584,562.176,655.040,600.704,604.496,593.962,605.200,569.246,596.605,540.386,608.917,562.123,622.479,606.371,636.112,648.381,642.007,546.816,546.537,517.025,506.482,518.415,419.107,545.712,513.006
4585,562.918,655.004,600.194,604.920,592.901,604.435,568.989,597.798,539.477,608.179,561.664,623.003,603.800,636.454,648.673,641.991,546.780,546.914,516.656,506.902,517.602,419.145,545.782,513.433
4586,563.353,654.414,599.285,604.753,592.389,604.257,568.968,598.301,539.625,607.388,561.339,623.504,602.480,636.336,648.606,641.428,546.753,547.112,517.039,507.465,517.040,419.475,546.155,513.765
4587,563.008,653.065,598.257,603.784,594.198,605.136,569.523,597.397,541.324,606.749,561.421,623.545,604.923,635.376,647.881,639.972,546.434,546.591,518.312,507.928,516.804,419.786,546.716,513.673
4588,562.207,652.139,597.435,602.928,596.756,606.079,570.340,596.000,543.443,606.326,561.707,623.401,609.069,634.535,647.210,638.718,545.992,545.687,519.356,508.236,516.709,420.055,547.081,513.248
4589,561.639,652.256,597.360,602.975,597.534,605.853,570.738,595.462,544.278,606.241,561.742,623.787,611.060,634.789,647.258,638.716,545.995,545.273,519.356,508.305,516.493,420.281,546.977,513.143
4590,561.494,652.925,597.992,603.690,596.344,604.581,570.368,596.031,543.172,606.501,561.504,624.705,609.740,635.701,647.824,639.702,546.430,545.761,518.690,508.099,516.089,420.612,546.753,513.804
4591,561.618,653.247,598.573,604.310,595.008,603.519,569.816,596.770,541.445,606.970,561.375,625.504,607.963,636.204,648.069,640.367,546.817,546.643,518.437,507.895,515.787,421.090,546.643,514.801
4592,561.756,653.107,598.518,604.551,594.771,603.815,569.636,596.778,540.919,607.166,561.589,625.645,608.863,635.722,647.568,640.163,546.723,547.151,519.125,507.992,515.940,421.258,546.417,515.363
4593,561.822,653.170,598.328,604.928,595.160,605.147,569.854,596.153,541.581,607.005,562.006,625.407,612.091,634.753,646.894,639.357,546.277,546.997,519.993,508.036,516.367,420.835,546.125,515.168
4594,561.858,653.699,598.660,605.936,595.023,606.139,569.767,595.550,541.915,607.103,562.234,625.380,614.191,634.169,647.051,638.644,545.959,546.566,519.887,507.694,516.715,420.496,546.106,514.508
4595,561.834,654.349,599.462,607.227,593.748,606.068,569.004,595.403,541.076,608.131,562.098,625.934,613.063,634.324,648.204,638.805,546.053,546.474,518.988,507.330,516.978,420.878,546.364,513.823
4596,561.722,654.398,600.186,607.873,592.328,605.710,567.965,595.674,540.040,609.476,561.841,626.664,610.334,634.583,649.610,639.835,546.347,546.794,518.216,507.486,517.282,421.696,546.542,513.354
4597,561.578,653.584,600.419,607.061,592.397,605.925,567.707,595.890,540.076,610.120,561.881,626.729,609.494,634.000,650.325,640.702,546.415,547.036,518.260,507.914,517.625,422.252,546.361,513.010
4598,561.369,652.167,600.142,605.382,594.122,606.790,568.573,595.686,541.153,610.092,562.364,625.941,611.323,632.909,650.071,640.369,546.050,546.773,518.673,508.249,518.202,421.672,546.121,512.721
4599,560.972,651.162,599.696,604.518,595.519,607.579,569.599,595.409,541.729,610.037,562.868,625.103,612.634,632.447,649.390,639.310,545.745,546.312,518.538,508.505,519.071,420.275,546.252,512.657
4600,560.403,651.490,599.387,605.075,594.618,607.369,569.517,595.847,540.422,610.414,562.841,625.159,610.371,633.380,649.046,638.928,546.188,546.396,517.413,508.787,519.769,419.200,546.799,513.009
4601,559.989,653.035,599.747,606.138,591.634,605.974,568.209,597.055,537.862,610.949,562.384,626.055,605.600,635.159,649.314,639.764,547.577,547.327,515.744,508.779,519.571,419.125,547.447,513.629
4602,560.052,654.624,600.573,606.656,588.771,604.375,566.795,598.039,536.377,611.221,562.037,626.873,602.329,636.572,649.831,640.942,549.166,548.435,514.609,508.236,518.784,419.768,547.893,514.053
4603,560.370,655.170,601.269,606.731,588.069,603.449,566.276,598.069,537.318,610.991,562.169,626.979,602.789,637.081,650.209,641.537,550.111,548.956,515.010,507.381,518.264,420.223,547.939,513.948
4604,560.551,654.874,601.383,607.008,588.985,602.978,566.589,597.497,539.201,610.545,562.612,626.544,604.969,637.322,650.389,641.781,550.303,548.929,516.022,506.650,518.260,420.061,547.588,513.388
4605,560.467,654.550,601.178,607.967,588.748,602.057,566.788,597.344,539.754,610.172,562.841,626.139,605.320,638.144,650.640,642.387,550.187,548.997,516.342,506.393,518.347,419.672,547.233,513.100
4606,560.273,654.830,601.166,609.127,586.473,600.579,566.309,597.849,538.701,609.897,562.533,625.960,603.260,639.420,651.177,643.323,550.076,549.395,515.722,506.515,518.276,419.878,547.374,513.687
4607,560.106,655.407,601.423,609.366,584.588,599.569,565.567,598.293,538.011,609.648,561.989,626.000,601.346,640.241,651.877,643.739,549.792,549.927,515.022,506.652,518.182,420.707,547.982,514.723
4608,559.938,655.518,601.656,608.235,585.855,600.062,565.315,597.953,539.083,609.292,561.782,625.943,602.294,639.956,652.275,642.997,549.106,549.910,514.961,506.568,518.273,421.507,548.578,515.157
4609,560.030,655.075,601.348,606.795,589.290,601.740,565.671,597.067,541.083,609.039,562.022,625.673,605.503,638.984,652.291,641.602,548.284,549.129,515.599,506.614,518.209,421.696,548.717,514.736
4610,560.369,654.984,600.747,606.299,591.634,603.215,566.074,596.385,541.867,609.048,562.287,625.546,607.894,638.462,652.305,640.902,547.886,548.254,516.337,507.024,517.724,421.330,548.402,514.072
4611,560.716,655.636,600.356,607.080,590.542,603.422,566.034,596.536,540.559,609.241,562.316,626.091,607.886,638.930,652.663,641.749,548.057,547.919,516.658,507.667,517.036,420.922,547.957,513.701
4612,560.905,656.398,599.988,607.922,587.473,602.946,565.860,597.224,538.805,609.138,562.288,626.981,606.917,639.848,653.200,643.267,548.309,547.905,516.877,508.267,516.742,420.661,547.729,513.528
4613,560.830,656.420,599.530,607.211,585.916,603.150,566.160,597.261,538.606,608.655,562.634,626.978,607.480,640.203,653.360,643.837,547.944,547.497,517.654,508.545,516.964,420.301,547.691,512.923
4614,560.306,655.597,599.115,605.100,587.855,604.446,567.262,596.529,540.489,608.161,563.277,625.577,610.066,639.355,652.863,642.941,546.861,546.646,518.762,508.363,517.513,419.881,547.723,511.725
4615,559.269,654.566,599.447,603.357,591.221,605.806,568.504,595.864,542.720,608.067,563.684,623.905,612.314,637.874,652.075,641.688,545.880,546.114,519.111,508.000,518.051,419.765,547.861,510.668
4616,558.117,654.341,600.340,603.086,592.374,605.872,568.803,596.047,543.407,608.497,563.491,623.263,611.289,637.117,651.604,641.361,545.843,546.593,518.160,507.847,518.653,420.183,548.242,510.571
4617,557.400,655.066,600.688,603.687,590.725,604.707,567.995,596.861,542.356,609.113,562.975,623.623,607.914,637.509,651.631,642.125,546.728,547.932,516.597,508.137,519.538,420.632,548.607,511.445
4618,557.361,655.825,600.364,603.922,588.847,603.772,567.209,597.855,541.229,609.529,562.685,624.054,605.774,638.265,651.759,642.780,547.639,549.004,515.649,508.305,520.507,420.751,548.705,512.353
4619,557.802,655.879,599.917,603.493,589.374,604.339,567.552,598.301,541.627,609.651,562.927,623.639,606.994,638.325,651.662,642.599,548.084,549.043,516.069,507.959,521.175,420.649,548.631,512.652
4620,558.414,655.508,599.640,603.091,592.069,605.860,568.703,597.843,543.032,609.706,563.475,622.537,609.377,637.804,651.450,642.203,548.333,548.247,517.204,507.240,521.153,420.733,548.637,512.545
4621,558.905,655.573,599.490,603.651,593.786,606.532,569.591,597.240,543.669,609.869,563.793,621.586,609.797,637.711,651.478,642.480,548.769,547.707,517.833,506.593,520.622,420.887,548.894,512.669
4622,559.136,656.421,599.486,605.036,593.237,605.560,569.650,597.195,542.818,610.214,563.599,621.418,607.946,638.704,651.899,643.284,549.336,548.060,517.629,506.330,519.835,420.586,549.309,513.152
4623,559.216,657.324,599.395,605.909,592.427,604.171,569.252,597.642,541.470,610.584,563.261,621.770,605.817,639.861,652.327,643.854,549.628,548.755,517.575,506.326,519.215,419.899,549.613,513.480
4624,559.104,657.216,599.091,605.690,594.122,604.136,569.034,597.945,540.803,610.853,563.405,621.710,605.729,639.657,652.422,643.697,549.154,548.967,518.373,506.261,519.251,418.971,549.545,513.251
4625,558.672,656.169,598.451,605.271,597.725,605.411,569.224,597.872,541.030,610.786,564.115,621.006,607.517,637.872,652.287,642.964,548.167,548.449,519.506,505.884,519.793,418.249,549.105,512.716
4626,558.091,655.758,597.561,605.393,600.466,606.597,569.423,597.674,541.462,610.398,564.783,620.385,608.877,636.036,652.350,642.324,547.634,547.767,519.980,505.434,520.100,418.168,548.420,512.516
4627,557.726,656.884,597.040,605.474,600.046,606.500,569.174,597.955,541.282,610.423,564.862,620.944,607.951,635.690,652.812,642.044,547.985,547.715,519.622,505.240,519.542,418.516,547.745,512.923
4628,557.839,658.761,597.842,604.560,595.977,605.393,568.409,598.800,540.468,611.087,564.501,622.641,605.377,637.049,653.450,642.212,548.755,548.494,518.671,505.485,518.540,418.829,547.375,513.611
4629,558.397,659.790,599.375,602.989,590.885,604.179,567.662,599.623,539.939,611.784,564.292,624.221,603.560,638.819,653.786,642.367,549.086,549.646,517.848,506.072,518.020,418.983,547.446,514.336
4630,558.962,659.454,599.763,602.316,588.008,603.417,567.395,599.819,539.939,611.913,564.603,624.837,603.671,639.597,653.637,642.305,548.970,550.545,517.695,506.634,518.396,419.090,547.729,514.911
4631,559.058,658.503,598.324,603.075,587.061,602.849,567.312,599.629,539.820,611.724,565.017,624.881,604.171,639.475,653.429,642.169,548.895,551.087,517.929,506.946,519.175,419.110,547.972,515.353
4632,558.584,658.050,596.696,604.130,585.473,601.986,566.718,599.576,538.756,611.421,564.930,625.123,602.654,639.826,653.775,642.446,549.105,551.407,517.462,507.116,519.549,418.913,548.069,515.845
4633,558.043,658.450,596.589,604.241,582.496,601.074,565.553,599.613,537.021,611.076,564.455,625.603,599.206,641.347,654.753,643.228,549.469,551.420,515.973,507.068,519.285,418.800,548.149,516.528
4634,557.972,659.054,597.802,603.283,580.046,600.888,564.954,599.134,536.064,610.641,564.399,625.841,596.674,643.086,655.725,643.874,549.885,550.825,514.528,506.911,519.056,419.046,548.166,516.956
4635,558.167,659.172,599.198,602.230,579.832,601.853,565.565,597.884,536.915,610.407,565.095,625.347,597.614,643.505,656.033,643.628,549.930,549.598,514.329,506.889,519.420,419.670,547.952,516.505
4636,558.208,658.939,599.798,601.925,581.420,603.160,566.698,596.338,538.744,610.646,565.995,624.535,600.923,642.542,655.639,642.604,549.462,548.038,515.373,507.287,520.138,420.371,547.679,515.284
4637,558.022,659.036,599.237,602.363,583.160,603.532,567.120,595.479,539.364,611.071,566.171,624.306,603.226,641.638,655.044,641.814,549.060,546.841,516.113,508.035,520.875,420.551,547.643,514.155
4638,557.826,659.782,597.905,602.947,584.244,602.565,566.670,595.817,538.138,611.016,565.543,625.055,603.117,641.824,654.843,641.798,549.292,546.658,515.641,508.818,521.315,420.435,547.863,513.752
4639,557.686,660.504,596.794,603.188,585.557,601.500,566.388,596.507,536.775,610.255,564.839,626.314,602.866,642.514,655.067,642.048,549.769,547.308,514.580,509.420,521.171,420.641,548.008,513.760
4640,557.475,660.343,596.443,602.784,588.267,601.949,566.901,596.475,537.100,609.129,564.802,627.026,605.194,642.506,655.256,641.568,549.684,548.027,514.334,509.572,520.525,421.241,547.983,513.431
4641,557.135,659.328,596.296,602.396,591.626,603.917,567.903,595.839,538.784,608.239,565.439,626.610,609.563,641.732,654.951,640.235,549.027,548.154,514.966,509.188,520.022,421.861,547.892,512.717
4642,557.001,658.157,595.889,602.643,593.076,605.778,568.542,595.807,540.114,608.009,566.106,625.970,612.223,641.355,654.397,639.161,548.536,547.959,515.538,508.725,520.296,421.962,547.722,512.470
4643,557.291,657.639,595.652,603.363,591.366,606.007,568.363,596.939,539.659,608.331,566.210,626.318,611.214,642.167,654.290,639.381,548.721,547.965,515.393,508.667,521.133,421.701,547.442,513.045
4644,557.887,657.910,596.079,603.601,588.702,604.807,567.638,598.143,538.108,608.745,565.903,627.490,608.257,643.473,654.716,640.685,549.216,548.187,515.096,508.830,521.687,421.203,547.235,513.902
4645,558.353,658.196,597.024,602.922,588.527,603.806,567.250,598.193,537.489,608.690,565.775,628.251,606.954,643.872,655.036,641.773,549.335,548.159,515.673,508.610,521.693,420.745,547.420,514.462
4646,558.441,658.045,598.020,601.850,591.504,604.037,567.640,597.028,538.752,608.069,565.975,628.104,608.503,643.114,654.744,641.821,548.899,547.754,517.047,507.854,521.384,420.736,547.856,514.368
4647,558.342,657.854,598.490,601.593,594.878,605.053,568.361,595.898,540.710,607.276,566.246,627.623,610.606,642.032,654.090,641.238,548.518,547.427,518.187,506.994,521.027,421.072,548.316,513.897
4648,558.266,658.278,598.368,602.518,595.557,605.622,568.504,595.961,541.434,606.952,566.203,627.424,610.877,641.864,653.580,641.128,548.662,547.629,518.285,506.563,520.887,421.241,548.721,513.569
4649,558.576,659.369,598.130,603.806,593.000,605.207,568.025,596.872,540.557,607.184,565.813,627.683,609.166,642.974,653.471,641.808,548.984,547.989,517.555,506.544,520.929,421.235,548.794,513.851
4650,559.398,660.360,597.609,604.327,590.405,604.606,567.811,597.471,539.443,607.777,565.324,628.011,608.049,644.163,653.558,642.288,548.987,547.767,517.115,506.441,520.775,421.249,548.427,514.368
4651,560.412,660.450,596.696,603.928,591.084,604.838,568.657,597.548,539.689,608.621,565.198,627.701,609.309,643.833,653.497,641.458,548.716,546.671,517.688,506.117,520.380,421.699,547.841,514.321
4652,561.139,659.684,595.810,603.252,594.710,605.615,570.129,597.715,541.354,609.676,565.544,626.863,612.034,641.857,653.272,639.775,548.277,545.520,518.845,505.737,519.931,422.719,547.421,513.519
4653,561.429,659.176,595.949,603.540,597.115,606.179,570.974,598.501,542.409,610.487,565.986,626.420,613.094,640.218,653.376,638.823,547.978,545.407,519.332,505.521,519.558,423.606,547.392,512.762
4654,561.550,659.980,597.332,604.543,595.153,605.990,570.439,599.821,541.333,610.375,566.018,627.014,610.786,640.562,654.180,639.429,548.134,546.332,518.211,505.467,519.322,423.391,547.670,512.807
4655,561.882,661.828,599.008,605.330,590.298,605.256,569.235,600.845,539.085,609.430,565.726,628.182,607.309,642.207,655.223,640.686,548.637,547.383,516.074,505.592,519.382,421.875,548.029,513.098
4656,562.476,663.331,599.874,605.147,586.374,604.615,568.368,600.546,537.739,608.453,565.573,628.900,606.397,643.417,655.733,641.159,548.967,547.787,514.337,505.739,519.907,419.835,548.287,513.080
