 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24
1,520.252,632.023,581.881,596.111,603.565,570.025,520.050,582.562,562.318,634.414,501.975,626.665,619.620,642.230,638.874,648.627,524.050,529.303,530.302,483.880,509.549,431.493,569.631,510.125
2,520.030,631.503,581.609,595.637,602.595,569.857,519.984,582.621,563.343,634.972,501.978,626.098,621.374,639.792,638.191,647.346,523.240,528.971,531.005,483.799,509.051,431.817,570.185,509.372
3,519.806,631.224,581.506,594.911,603.076,570.056,519.588,582.721,564.443,634.717,501.852,625.421,622.949,637.594,637.524,646.177,522.233,528.398,530.931,483.877,508.205,432.922,570.371,508.080
4,519.480,631.526,581.644,594.349,604.427,570.383,519.086,582.831,564.924,633.814,501.486,625.076,622.880,636.738,637.367,645.807,521.490,527.948,530.044,483.904,507.418,434.032,570.247,506.683
5,519.042,632.389,581.613,594.321,605.313,570.522,518.684,582.929,564.485,632.841,500.960,625.387,620.723,637.296,637.786,646.409,521.243,528.068,528.717,483.719,507.020,434.385,570.242,505.819
6,518.778,633.189,581.225,594.848,605.359,570.729,518.576,583.077,563.460,632.223,500.604,626.050,618.354,637.995,638.302,647.538,521.296,528.237,527.580,483.326,506.833,434.168,570.359,505.784
7,518.946,633.280,580.779,595.324,605.382,571.132,519.089,582.959,562.784,631.828,500.663,626.211,618.311,637.572,638.365,648.137,521.254,527.862,527.423,482.898,506.671,433.945,570.180,506.247
8,519.378,632.670,580.715,595.418,605.908,571.499,520.093,582.385,562.852,631.646,501.065,625.662,620.340,636.184,638.003,647.887,520.782,527.200,528.248,482.623,506.284,433.832,569.708,506.746
9,519.758,632.062,581.146,595.676,606.191,571.581,520.755,581.733,563.559,631.630,501.503,625.011,622.080,635.165,637.706,647.630,520.170,527.031,529.435,482.649,505.520,433.870,569.422,506.946
10,519.934,632.201,581.874,596.582,605.053,571.210,520.529,581.548,564.157,631.793,501.662,625.102,621.426,635.628,637.932,648.235,519.827,527.452,530.226,482.869,504.291,433.667,569.590,506.889
11,520.050,633.148,582.826,598.017,602.687,570.593,519.929,581.963,564.345,632.074,501.436,626.080,618.731,637.156,638.566,649.548,519.760,528.223,530.371,482.928,503.262,433.052,570.062,507.055
12,520.176,634.220,583.684,598.958,600.687,570.072,519.648,582.336,564.271,631.945,501.031,627.403,616.226,638.410,639.035,650.705,519.788,529.006,530.061,483.010,503.184,432.284,570.348,507.470
13,520.124,634.727,584.020,598.845,600.527,569.947,519.805,582.251,563.960,631.184,500.657,628.531,615.666,638.708,638.954,651.110,519.896,529.382,529.604,483.366,504.131,431.965,570.379,507.716
14,519.916,634.763,583.826,598.094,601.168,569.733,520.145,582.047,563.142,630.239,500.370,629.146,616.417,638.753,638.579,650.905,520.140,529.340,528.897,483.847,505.422,432.559,570.364,507.574
15,519.770,635.177,583.534,597.546,600.634,569.050,520.273,582.328,561.869,629.920,500.225,629.322,616.323,639.461,638.550,650.810,520.438,529.200,527.975,483.862,506.122,433.872,570.422,507.393
16,519.825,635.954,583.372,597.731,598.786,568.007,520.054,583.061,560.742,630.163,500.323,629.318,614.731,640.623,638.955,651.138,520.705,528.978,527.000,483.482,505.629,434.959,570.533,507.585
17,519.958,636.466,583.174,598.443,596.962,567.236,519.738,583.570,560.517,630.253,500.574,629.229,613.491,641.473,639.203,651.377,521.063,528.487,526.568,483.401,504.300,434.951,570.502,507.889
18,519.905,636.049,582.715,598.900,596.427,567.361,519.652,583.585,560.936,629.793,500.863,628.824,614.603,641.464,638.746,650.764,521.526,527.846,527.152,483.818,502.836,433.933,570.226,507.825
19,519.763,635.124,582.099,598.607,597.366,568.335,519.886,583.360,561.415,629.124,501.095,627.925,616.814,640.868,637.857,649.289,521.844,527.376,528.337,484.369,502.002,433.188,569.590,507.384
20,519.805,634.690,581.791,597.690,598.832,569.274,520.094,583.226,561.617,628.956,501.089,626.977,617.806,640.586,637.194,647.787,521.971,527.279,529.229,484.625,502.078,433.296,568.956,506.974
21,520.202,635.000,581.866,596.784,599.534,569.418,520.027,583.285,561.638,629.340,500.700,626.637,617.183,641.071,636.949,646.992,522.183,527.505,529.501,484.366,502.773,433.904,568.729,506.875
22,520.662,635.234,581.688,596.061,599.084,569.071,519.839,583.143,561.644,629.857,500.091,626.889,616.937,641.642,636.770,646.905,522.582,527.864,529.587,483.698,503.864,434.278,568.839,506.886
23,520.840,634.371,580.929,595.374,599.252,569.010,519.912,582.574,561.926,630.191,499.788,627.021,618.534,641.373,636.093,646.705,522.812,527.932,529.776,482.980,505.129,434.388,568.874,506.797
24,520.806,632.799,579.842,594.593,601.931,569.483,520.242,581.611,562.407,630.308,500.013,626.722,621.429,640.145,634.882,646.080,522.679,527.493,529.509,482.574,506.291,434.675,568.637,506.547
25,520.668,631.641,579.091,594.033,606.137,569.951,520.491,580.731,562.797,630.306,500.508,626.180,623.646,638.889,633.878,645.570,522.258,526.850,528.482,482.724,506.927,435.186,568.387,506.459
26,520.428,631.443,578.921,594.133,608.748,570.204,520.471,580.479,562.669,630.221,500.913,625.815,624.174,638.674,633.668,645.741,521.728,526.331,527.206,483.239,506.893,435.513,568.304,506.866
27,520.287,632.026,579.004,594.476,608.794,570.292,520.327,580.792,562.316,629.966,501.035,625.948,623.969,639.518,634.088,646.312,521.167,525.861,526.356,483.700,506.438,435.629,568.141,507.499
28,520.571,632.671,578.715,594.280,607.916,570.335,520.336,581.110,562.218,629.690,500.929,626.464,624.440,640.251,634.490,646.585,520.691,525.274,526.268,483.875,506.191,435.699,567.674,507.683
29,521.014,632.675,577.810,593.681,608.023,570.418,520.341,581.112,562.462,629.480,500.774,626.702,626.003,639.720,634.426,646.185,520.565,524.578,526.595,483.865,506.462,435.678,567.039,507.128
30,521.236,632.191,576.893,593.186,608.847,570.544,520.105,581.208,562.733,629.552,500.678,626.303,627.717,638.276,634.008,645.386,520.814,524.210,527.005,483.850,507.065,435.307,566.607,506.631
31,521.149,631.990,576.917,592.997,608.962,570.529,519.659,581.640,562.960,630.218,500.594,625.653,628.106,637.303,633.714,644.963,521.332,524.387,527.297,483.701,507.335,435.157,566.779,506.942
32,520.984,632.299,577.644,593.144,607.969,570.269,519.152,582.086,563.150,631.503,500.504,625.480,626.814,637.411,633.719,645.339,521.846,524.860,527.305,483.443,507.391,436.052,567.491,507.709
33,520.785,632.535,578.217,593.596,606.733,569.860,518.760,582.242,563.492,632.430,500.475,625.922,625.229,637.872,633.732,646.001,522.168,525.028,527.103,483.110,507.802,437.713,568.030,508.130
34,520.418,632.307,578.091,594.216,606.237,569.539,518.691,582.024,563.905,632.386,500.531,626.748,624.943,637.664,633.382,646.231,522.300,524.671,526.865,482.796,508.709,438.759,568.021,508.038
35,519.974,632.328,577.672,595.125,606.282,569.415,519.036,581.638,563.998,631.612,500.580,627.734,625.977,637.026,632.719,646.150,522.312,524.241,526.506,482.665,509.769,438.412,567.828,507.688
36,519.781,633.150,577.806,595.900,606.046,569.399,519.480,581.206,563.494,631.071,500.456,628.653,626.811,636.713,632.166,646.346,522.191,524.233,526.263,482.977,510.451,437.649,567.869,507.397
37,520.040,634.333,578.751,595.845,605.053,569.086,519.515,580.914,562.852,631.007,500.225,629.333,626.289,636.898,632.107,646.814,522.010,524.410,526.292,483.598,510.469,437.136,568.271,507.244
38,520.452,634.930,579.791,594.950,604.061,568.360,519.259,580.680,562.936,630.924,500.059,629.623,625.369,637.204,632.531,646.822,521.669,524.321,526.430,484.084,509.902,436.606,568.683,506.989
39,520.716,634.750,580.126,594.100,604.443,567.981,519.288,580.324,563.998,629.984,500.139,629.226,625.426,637.062,632.936,646.015,521.184,523.924,526.179,484.105,509.202,435.794,568.791,506.358
40,520.796,634.025,579.767,593.848,606.229,568.304,519.643,580.088,565.481,628.761,500.346,628.165,626.666,636.235,632.901,644.780,520.648,523.632,525.786,483.646,508.976,435.252,568.479,505.795
41,520.732,633.656,579.470,594.211,608.015,568.989,519.736,580.340,566.500,628.462,500.433,626.959,627.351,635.438,632.600,644.137,520.336,523.841,525.354,482.902,509.022,435.464,567.912,506.070
42,520.717,634.320,579.696,594.934,607.672,569.088,519.077,581.161,566.337,629.554,500.429,626.507,626.351,635.619,632.606,644.743,520.450,524.582,524.988,482.171,508.895,436.206,567.368,507.305
43,520.819,635.866,580.265,595.751,604.916,568.244,518.058,582.128,564.996,631.048,500.485,627.097,624.180,636.686,633.034,646.274,520.776,525.638,524.907,481.742,508.198,436.620,567.239,508.791
44,520.898,637.706,580.573,596.449,601.336,567.014,517.231,582.695,563.373,632.237,500.668,628.135,622.337,637.579,633.484,647.862,520.903,526.500,525.233,481.656,507.418,436.330,567.526,509.861
45,520.702,639.160,580.079,596.870,599.275,566.408,517.008,582.615,562.727,632.823,500.893,628.937,621.663,637.599,633.682,648.846,520.833,526.687,525.803,481.947,507.080,435.826,567.901,510.105
46,520.303,640.041,579.522,596.889,599.084,566.696,517.257,582.377,563.085,632.740,501.127,629.251,621.491,637.177,633.851,649.074,520.839,526.421,526.268,482.578,507.342,435.554,568.090,509.687
47,519.994,640.359,579.743,596.548,599.710,567.217,517.747,582.301,563.506,632.469,501.286,629.373,620.629,637.077,634.201,648.909,521.047,526.108,526.533,483.342,507.724,435.600,568.175,509.132
48,519.956,640.013,580.763,596.102,599.603,567.192,518.130,582.326,563.178,632.540,501.316,629.570,619.083,637.516,634.661,648.689,521.311,525.809,526.459,484.110,507.960,435.571,568.339,508.861
49,520.157,639.099,581.834,595.795,598.779,566.794,518.070,582.471,562.561,632.844,501.239,629.651,617.940,638.097,634.780,648.379,521.292,525.424,526.329,484.704,508.216,435.101,568.735,508.893
50,520.438,638.221,582.257,595.648,598.290,566.592,517.674,582.438,562.231,632.779,501.160,629.275,618.391,638.078,634.338,647.684,520.904,524.954,526.658,484.962,508.525,434.214,569.113,509.217
51,520.645,637.800,582.024,595.914,598.389,566.983,517.396,582.224,561.835,632.156,501.123,628.635,619.789,637.100,633.513,646.705,520.493,524.527,527.663,484.875,508.620,433.406,569.247,509.489
52,520.757,637.768,581.874,596.864,598.321,567.390,517.658,582.020,560.860,631.354,501.105,628.154,620.277,635.977,632.907,646.074,520.383,524.227,528.612,484.569,508.395,432.928,569.134,509.572
53,520.804,637.938,581.933,598.130,598.076,567.160,518.264,582.106,559.640,630.651,501.035,627.953,619.391,635.447,632.826,646.214,520.476,524.081,528.673,483.965,508.391,432.609,568.991,509.589
54,520.798,637.980,581.581,598.753,598.443,566.400,518.875,582.301,559.201,630.274,500.881,627.841,618.494,635.373,633.075,646.765,520.622,524.005,527.875,483.237,508.878,432.403,568.887,509.604
55,520.723,637.571,580.656,598.186,599.603,566.153,519.250,582.153,559.979,630.090,500.698,627.444,618.923,635.243,633.111,646.783,520.759,523.892,526.988,482.763,509.535,432.388,568.611,509.354
56,520.495,636.789,579.893,596.726,601.443,566.806,519.437,581.418,561.439,629.949,500.608,626.691,620.614,634.634,632.670,645.748,520.671,523.778,526.821,482.701,509.856,432.472,568.113,508.696
57,520.308,636.524,579.818,595.512,602.992,567.506,519.620,580.640,562.600,629.979,500.576,626.040,622.197,634.103,632.144,644.139,520.508,523.766,527.383,482.821,510.138,432.626,567.586,508.043
58,520.462,637.336,580.036,595.075,603.466,567.615,519.815,580.475,562.788,630.499,500.528,625.894,622.803,634.185,632.092,643.277,520.368,523.891,527.769,483.098,510.835,432.904,567.430,507.853
59,520.805,638.703,580.083,595.174,603.153,567.353,519.742,580.705,562.303,631.363,500.492,626.268,622.960,634.612,632.372,643.395,520.200,523.967,527.590,483.572,511.915,433.336,567.588,507.926
60,520.897,639.417,579.968,595.080,603.359,567.517,519.242,580.658,561.964,631.954,500.511,626.674,624.197,634.602,632.443,643.609,519.833,523.747,527.162,483.739,512.869,433.890,567.738,507.861
61,520.558,638.980,579.755,594.330,604.153,568.267,518.740,580.287,562.464,631.844,500.683,626.790,626.929,633.735,632.117,643.294,519.336,523.101,527.012,483.260,513.455,434.261,567.639,507.607
62,520.188,638.039,579.372,593.507,604.672,568.906,518.578,579.906,563.655,631.032,500.986,626.601,629.754,632.743,631.598,642.932,518.994,522.390,527.283,482.470,513.975,434.545,567.413,507.420
63,520.154,637.681,578.921,593.233,604.229,568.879,518.412,579.809,564.816,629.807,501.197,626.525,630.977,632.691,631.331,643.368,519.117,522.113,527.322,481.812,514.551,434.942,567.257,507.561
64,520.298,638.269,578.700,593.720,603.237,568.318,517.882,580.157,565.176,629.011,501.010,626.668,630.380,633.752,631.499,644.420,519.588,522.397,526.828,481.324,514.818,435.742,567.438,508.094
65,520.395,639.093,578.937,594.413,602.802,567.861,517.183,580.556,564.485,629.106,500.661,626.759,629.189,634.975,631.912,645.200,519.873,522.727,526.329,480.920,514.336,436.235,567.797,508.623
66,520.370,639.135,579.320,594.784,603.763,567.950,516.862,580.481,563.600,629.802,500.493,626.594,628.771,635.102,632.100,645.316,519.768,522.783,526.221,480.506,513.276,435.519,568.068,508.651
67,520.385,638.528,579.300,594.767,605.450,568.394,517.111,580.033,563.714,630.664,500.531,626.367,629.031,634.049,631.916,645.012,519.467,522.578,526.359,480.209,512.360,434.180,568.044,508.210
68,520.453,638.443,578.798,594.598,606.229,568.597,517.681,579.711,564.754,631.510,500.657,626.460,628.789,633.102,631.736,644.852,519.334,522.422,526.410,480.260,511.909,433.443,567.700,507.874
69,520.453,639.475,578.103,594.601,605.130,568.338,518.351,579.707,565.462,631.989,500.911,626.973,627.197,633.169,631.744,645.090,519.557,522.694,526.295,480.697,511.651,433.354,567.192,507.863
70,520.282,640.782,577.332,594.427,602.901,568.007,518.906,579.902,564.917,631.478,501.163,627.569,625.214,633.833,631.703,645.565,520.092,523.213,526.258,481.326,511.416,433.061,566.616,507.783
71,520.131,641.045,576.700,593.609,601.145,568.154,519.323,580.108,564.123,630.209,501.154,627.652,624.540,634.064,631.292,645.645,520.469,523.405,526.744,481.839,511.298,432.574,566.066,507.457
72,520.315,639.982,576.534,592.399,601.046,568.706,519.537,580.257,564.364,629.115,500.971,627.006,625.597,633.375,630.565,645.060,520.293,523.048,527.656,482.092,511.200,432.765,565.518,507.090
73,520.782,638.820,576.881,591.765,601.916,569.106,519.398,580.568,565.305,628.722,500.825,626.225,626.791,632.464,629.897,644.175,519.792,522.764,528.170,482.185,510.882,433.667,565.130,506.928
74,521.306,638.801,577.621,592.488,601.847,568.711,518.912,581.438,565.784,628.821,500.727,626.075,625.909,632.405,629.727,643.817,519.605,523.106,527.609,482.395,510.218,434.499,565.144,506.942
75,521.700,640.014,578.763,594.150,600.214,567.383,518.472,582.638,565.483,629.060,500.557,626.590,622.983,633.268,630.087,644.410,520.086,523.800,526.263,482.740,509.735,434.603,565.653,507.280
76,521.905,641.204,580.221,595.504,598.366,565.785,518.530,583.503,564.877,629.246,500.406,627.071,620.340,634.199,630.548,645.539,520.782,524.194,525.160,482.907,510.313,434.261,566.388,507.657
77,521.970,641.395,581.368,595.105,597.863,564.818,518.967,583.841,564.265,629.510,500.459,626.958,619.900,634.620,630.757,646.343,521.100,523.940,525.273,482.760,511.960,433.997,566.788,507.439
78,521.975,640.745,581.913,593.258,598.893,564.751,519.258,583.652,563.294,629.966,500.605,626.621,620.757,634.966,630.798,646.579,520.838,523.176,526.307,482.482,513.642,434.200,566.666,506.762
79,521.930,640.269,582.146,591.687,600.626,564.979,519.057,583.116,562.019,630.614,500.604,626.696,620.926,636.141,631.028,646.812,520.496,522.257,527.204,482.425,514.062,434.336,566.427,506.343
80,521.776,640.469,582.368,591.637,601.969,564.997,518.543,582.919,561.038,631.499,500.392,627.282,620.080,638.199,631.481,647.465,520.398,521.721,527.344,482.548,513.295,434.096,566.346,506.574
81,521.521,640.725,582.206,592.587,602.115,564.974,518.257,583.212,561.114,632.407,500.148,627.861,619.577,639.878,631.761,648.049,520.386,521.689,526.840,482.757,512.518,433.710,566.393,507.033
82,521.166,640.403,581.451,593.219,601.626,565.379,518.400,583.234,562.301,632.713,500.086,627.879,620.689,639.940,631.526,647.643,520.041,521.806,526.396,482.944,512.669,433.484,566.209,507.175
83,520.890,639.739,580.542,593.202,601.809,566.254,518.733,582.428,563.784,632.264,500.227,627.249,622.940,638.403,630.902,646.341,519.587,521.830,526.654,483.198,513.360,433.322,565.676,507.032
84,520.690,639.525,579.945,593.341,602.443,566.874,519.094,581.483,564.708,631.715,500.412,626.342,624.634,636.797,630.419,645.263,519.625,521.907,527.093,483.556,513.851,433.229,564.981,507.006
85,520.505,640.018,579.431,593.989,602.351,566.785,519.458,581.183,564.975,631.789,500.488,625.766,624.697,636.255,630.404,645.173,520.264,522.145,527.130,483.959,513.840,432.994,564.564,507.210
86,520.318,640.421,578.870,594.798,600.733,566.118,519.623,581.275,564.949,632.133,500.598,625.600,624.023,636.513,630.620,645.516,520.851,522.492,526.867,484.344,513.665,432.510,564.540,507.226
87,520.218,639.764,578.134,594.981,598.992,565.574,519.733,581.110,565.123,632.046,500.918,625.552,624.660,636.414,630.697,645.391,520.828,522.699,526.779,484.521,513.815,432.006,564.697,506.626
88,520.226,638.211,577.664,594.097,598.878,565.669,519.792,580.428,565.703,631.168,501.286,625.457,627.457,635.313,630.421,644.727,520.295,522.477,527.150,484.488,514.160,432.174,564.567,505.717
89,520.175,636.693,577.478,592.812,600.504,566.300,519.784,579.919,566.275,629.743,501.356,625.480,630.163,634.103,630.030,644.210,519.709,521.804,527.536,484.336,514.447,433.165,564.131,505.299
90,520.144,636.162,577.684,592.125,602.473,566.951,519.529,580.138,566.229,628.513,501.044,625.618,630.237,634.217,629.991,644.191,519.220,521.216,527.563,484.270,514.564,434.446,563.821,505.624
91,520.229,636.650,578.020,592.172,604.008,567.419,519.114,581.006,565.667,628.329,500.619,625.782,628.349,635.643,630.413,644.217,518.922,521.092,527.489,484.264,514.313,435.417,563.913,506.300
92,520.379,637.231,578.249,592.698,605.420,567.901,518.887,581.843,565.422,629.060,500.412,625.767,627.140,636.826,630.859,643.795,518.920,521.241,527.656,484.110,513.604,436.020,564.322,506.859
93,520.413,636.917,578.439,593.260,607.084,568.621,519.047,581.982,566.136,629.825,500.475,625.390,628.106,636.704,630.879,642.671,519.180,521.233,528.398,483.682,512.836,435.884,564.772,507.133
94,520.188,635.823,578.798,593.366,608.397,569.244,519.274,581.725,566.934,630.253,500.567,625.091,629.420,635.702,630.594,641.392,519.517,520.955,529.452,482.958,512.520,435.090,565.048,507.370
95,519.952,634.866,579.119,592.906,608.443,569.200,518.984,581.585,566.767,630.772,500.462,625.307,628.937,634.940,630.606,640.849,519.969,520.761,530.233,482.174,512.498,434.525,565.138,507.738
96,519.965,634.614,579.198,592.102,607.168,568.588,518.329,581.672,565.926,631.630,500.178,625.642,626.983,635.003,631.279,641.172,520.476,520.950,530.568,481.551,512.507,434.635,565.177,508.296
97,520.230,634.875,579.130,591.296,605.924,568.082,517.841,581.477,565.502,632.407,499.843,625.582,625.760,635.438,632.300,641.538,520.519,521.521,530.732,481.261,512.502,434.597,565.133,508.577
98,520.457,635.037,579.356,590.726,605.328,568.135,517.941,580.961,566.201,632.303,499.590,625.425,626.660,635.509,633.008,641.310,519.902,521.885,530.732,481.249,512.500,434.032,564.933,508.137
99,520.494,635.060,579.759,590.668,605.481,568.515,518.551,580.263,567.297,631.232,499.544,625.650,629.006,635.199,633.220,640.635,519.137,521.638,530.145,481.434,512.227,433.359,564.567,507.353
100,520.495,635.411,579.866,590.878,605.244,568.579,519.225,579.878,567.515,630.170,499.802,626.609,630.594,635.385,633.299,640.095,518.677,521.102,528.887,481.770,511.876,433.000,564.076,507.093
101,520.565,636.211,579.767,591.199,603.740,568.057,519.709,580.018,566.472,630.039,500.264,628.120,630.449,636.610,633.559,640.032,518.359,521.076,527.661,481.923,511.844,433.409,563.642,507.723
102,520.508,636.969,579.664,591.543,601.435,567.268,519.940,580.477,564.956,630.609,500.665,629.673,629.611,638.243,633.942,640.267,518.047,521.468,527.125,482.029,512.005,434.487,563.518,508.524
103,520.279,637.182,579.411,591.920,600.481,566.612,520.031,580.837,564.112,631.044,500.791,630.894,630.183,638.919,634.074,640.385,517.847,521.609,527.037,482.212,511.753,435.922,563.747,508.695
104,520.117,637.008,578.668,591.931,602.214,566.599,520.086,580.888,564.208,630.913,500.573,631.654,631.937,638.224,633.869,640.333,517.934,521.038,527.248,482.393,510.829,436.928,564.196,508.190
105,520.217,637.037,578.036,591.848,604.870,567.296,520.001,580.780,564.860,630.554,500.235,632.169,633.086,637.396,633.615,640.525,518.154,520.178,527.577,482.483,509.745,437.009,564.607,507.649
106,520.496,637.745,578.209,592.008,605.947,568.289,519.485,580.892,565.472,630.437,500.119,632.707,632.126,637.826,633.683,641.265,518.483,519.637,527.803,482.589,509.122,436.061,564.567,507.430
107,520.835,639.099,579.206,592.787,604.817,568.717,518.602,581.362,566.061,630.648,500.286,633.058,629.203,639.623,634.070,642.343,519.054,519.662,527.663,483.000,508.991,434.420,564.172,507.415
108,521.198,640.573,580.395,593.571,603.092,568.451,517.836,581.798,566.682,630.931,500.518,633.137,625.946,641.919,634.542,643.445,519.818,520.182,527.066,483.509,509.000,433.000,564.137,507.382
109,521.636,641.535,581.067,593.637,602.504,567.861,517.508,581.737,567.206,631.126,500.671,633.146,624.234,643.683,634.807,644.172,520.565,520.808,526.597,483.868,508.944,432.655,564.668,507.209
110,522.135,641.781,581.126,593.050,602.992,567.367,517.439,581.303,567.322,631.575,500.699,633.401,624.460,644.641,634.824,644.397,521.117,521.091,526.560,483.842,508.687,433.133,565.430,507.064
111,522.454,641.925,580.747,592.418,603.145,567.057,517.357,580.800,566.595,632.322,500.536,634.079,624.671,645.115,634.916,644.505,521.185,520.731,526.744,483.617,508.304,433.768,566.096,507.123
112,522.459,642.295,580.375,592.003,602.046,566.650,517.230,580.544,565.248,633.110,500.206,634.877,623.337,645.348,635.433,644.950,520.898,520.103,526.555,483.461,507.976,434.087,566.593,507.497
113,522.206,642.409,579.996,591.540,600.672,565.907,517.419,580.350,564.019,633.701,499.792,635.316,621.800,644.839,636.167,645.519,520.563,519.608,526.027,483.431,507.942,434.133,566.805,507.919
114,521.918,641.630,579.561,591.116,600.687,565.275,517.873,579.939,563.909,633.890,499.543,634.928,622.400,643.089,636.397,645.483,520.420,519.283,525.708,483.297,508.216,434.214,566.673,507.901
115,521.858,640.181,579.000,591.014,601.947,565.535,518.341,579.517,564.699,633.492,499.459,633.944,625.229,640.748,635.897,644.612,520.603,518.775,525.894,482.994,508.969,434.559,566.427,507.492
116,522.176,639.075,577.850,591.396,602.863,566.576,518.540,579.611,565.460,632.310,499.459,633.107,627.509,639.407,635.270,643.602,521.092,518.256,526.256,482.665,509.922,434.800,566.207,506.977
117,522.618,639.001,576.565,592.066,601.901,567.331,518.456,580.196,565.441,630.549,499.455,632.753,627.666,639.715,635.208,643.367,521.769,518.281,526.472,482.416,510.395,434.870,566.123,506.702
118,522.817,639.628,576.087,592.576,600.275,567.211,518.244,580.807,565.087,628.975,499.563,632.462,626.560,640.709,635.467,643.721,522.085,519.071,526.482,482.285,510.111,434.742,566.110,506.839
119,522.566,639.715,576.332,592.399,600.153,566.985,518.123,580.978,565.049,628.283,499.821,631.966,626.271,641.016,635.118,643.703,521.594,519.919,526.823,482.122,509.415,434.557,566.178,507.265
120,521.981,638.570,576.613,591.393,602.847,567.731,518.103,580.601,565.278,628.306,500.179,631.324,627.429,640.322,633.941,642.520,520.472,520.038,527.646,481.919,508.833,434.229,566.064,507.651
121,521.398,636.991,577.075,589.978,606.733,568.965,518.130,580.071,565.631,628.425,500.547,630.815,628.897,639.398,632.692,640.730,519.441,519.593,528.273,481.727,508.605,433.971,565.772,507.649
122,521.076,636.581,577.889,588.717,608.992,569.429,518.043,580.073,565.758,628.446,500.844,630.502,629.134,639.118,632.148,639.446,519.116,519.452,528.327,481.598,508.689,433.936,565.567,507.471
123,521.154,637.496,578.510,587.659,608.595,568.531,517.839,580.790,565.623,628.777,501.041,630.278,628.080,639.322,632.178,639.081,519.431,519.992,528.197,481.625,508.925,433.739,565.646,507.506
124,521.393,638.495,578.640,586.914,607.076,567.114,517.702,581.385,565.462,629.269,501.217,629.783,627.363,639.158,632.195,638.977,519.983,520.769,528.307,481.817,509.195,433.464,565.804,507.744
125,521.390,638.476,578.451,586.748,606.542,566.338,517.829,581.028,565.477,629.885,501.240,628.951,628.531,637.857,631.770,638.222,520.417,520.897,528.418,481.999,509.605,433.690,565.883,507.851
126,521.057,637.619,578.206,587.224,607.458,566.535,518.101,579.996,565.623,630.322,501.007,628.102,630.963,636.005,631.117,636.865,520.614,520.239,528.513,481.874,510.191,434.646,565.842,507.822
127,520.729,636.944,577.842,588.028,608.290,567.167,518.350,579.352,565.540,630.145,500.633,627.434,632.243,634.986,630.764,635.858,520.766,519.444,528.634,481.527,510.645,435.739,565.591,508.009
128,520.707,637.045,577.700,588.878,607.542,567.749,518.440,579.454,565.091,629.377,500.404,626.970,631.226,635.490,631.224,635.647,521.196,519.280,528.715,481.354,510.785,436.020,565.218,508.634
129,520.785,637.746,577.751,589.734,606.137,568.044,518.384,580.167,564.712,628.662,500.431,626.804,629.437,636.978,632.241,635.806,521.576,519.892,528.457,481.649,510.762,435.429,564.767,509.369
130,520.712,638.299,577.909,590.338,605.878,568.382,518.202,580.776,564.960,628.175,500.476,627.003,629.160,638.335,633.022,635.756,521.514,520.664,527.816,482.227,510.805,434.977,564.414,509.529
131,520.450,637.934,578.059,590.582,607.038,568.974,518.100,580.768,565.602,627.938,500.461,627.349,630.274,638.979,633.096,635.735,521.151,521.008,527.319,482.794,510.991,434.907,564.346,508.961
132,520.245,636.949,578.336,590.842,608.122,569.483,518.140,580.358,565.771,628.152,500.437,627.623,630.523,639.262,632.800,636.351,520.973,521.183,527.528,483.222,511.196,434.916,564.510,508.318
133,520.509,636.311,578.640,591.344,607.618,569.379,518.088,580.246,564.936,629.011,500.557,627.778,628.763,639.890,632.591,637.707,521.042,521.497,528.388,483.532,511.056,434.835,564.804,508.070
134,521.018,636.552,578.771,591.765,606.198,568.760,517.948,580.605,563.903,630.310,500.824,627.694,626.357,640.591,632.679,638.985,521.043,521.893,528.975,483.515,510.464,434.948,565.177,508.172
135,521.205,636.921,578.632,591.413,606.092,568.132,517.889,580.800,563.739,631.575,501.113,627.259,625.186,640.583,632.938,639.378,520.642,522.191,529.135,483.300,509.960,434.983,565.361,508.154
136,520.803,636.724,578.099,590.573,607.985,567.774,517.996,580.330,564.581,632.179,501.298,626.580,625.880,639.698,633.019,638.739,519.904,522.217,529.344,482.967,510.222,434.568,565.185,507.809
137,520.298,636.261,577.233,589.823,610.015,567.715,518.198,579.426,565.422,631.855,501.330,625.974,627.437,638.749,632.857,637.680,519.270,522.007,529.678,482.574,511.185,433.910,564.740,507.368
138,520.210,636.429,576.249,589.249,609.618,567.865,518.366,578.859,565.485,630.901,501.182,625.628,628.457,638.663,632.758,637.116,519.055,521.869,529.676,482.360,511.838,433.855,564.456,507.170
139,520.439,637.546,575.494,588.817,606.550,567.760,518.275,578.864,564.919,630.202,500.945,625.612,627.994,639.486,633.076,637.434,519.209,522.284,529.130,482.517,511.822,434.649,564.554,507.287
140,520.586,639.175,575.170,588.720,602.542,567.044,517.947,579.112,564.629,630.200,500.712,626.014,626.257,640.686,633.805,638.490,519.659,523.166,528.403,482.961,511.502,435.594,565.137,507.564
141,520.807,640.265,575.202,589.058,600.282,566.179,517.654,579.287,564.744,630.756,500.556,626.649,624.131,641.690,634.511,639.536,520.149,523.946,527.784,483.303,511.184,435.965,565.794,507.683
