 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15
44,375.148,375.325,387.559,373.034,366.808,385.790,376.021,364.837,369.101,364.546,367.449,378.461,368.538,374.777,369.352
45,374.751,375.356,387.857,372.768,368.397,385.703,376.354,365.221,368.390,366.627,367.659,379.877,367.338,375.802,367.765
46,375.162,375.539,387.958,373.641,370.050,386.416,376.835,366.752,368.009,365.976,367.219,379.264,366.494,375.036,366.618
47,375.856,374.707,387.696,374.693,371.530,387.124,377.128,367.240,367.509,365.773,366.761,377.363,366.654,373.954,367.235
48,375.094,372.827,387.213,374.904,371.808,386.989,378.173,367.528,367.736,367.378,366.392,376.327,367.464,374.739,368.064
49,374.047,372.225,387.132,374.296,369.776,385.803,378.379,368.491,368.923,366.719,365.824,376.415,367.812,375.599,369.474
50,373.726,374.215,387.091,373.281,367.447,384.452,376.823,369.813,369.583,364.819,366.375,376.761,367.573,375.419,370.017
51,373.978,375.168,387.018,373.113,368.269,384.064,375.844,369.965,369.383,364.595,368.045,375.799,366.938,375.475,368.368
52,374.365,373.005,387.193,374.348,370.890,384.858,376.070,368.267,369.782,364.046,367.378,373.947,366.316,375.284,366.867
53,375.079,371.005,387.170,375.328,371.767,385.132,375.720,367.120,370.696,363.773,365.866,374.820,365.822,374.599,366.274
54,375.274,370.529,386.925,375.431,370.831,384.653,375.218,367.376,371.132,364.262,366.577,376.514,365.746,374.576,366.839
55,374.552,371.162,386.868,375.130,370.110,384.475,375.683,368.131,369.945,364.578,367.597,376.539,365.879,374.827,367.842
56,374.668,370.958,387.197,375.171,369.712,383.974,375.798,368.205,368.500,364.711,367.230,376.556,365.881,374.188,368.211
57,375.260,369.047,387.174,375.252,369.571,383.095,375.267,366.653,368.426,364.589,366.347,376.775,366.274,373.287,367.490
58,376.054,368.901,387.074,374.666,370.164,382.552,375.189,365.331,369.144,365.305,365.744,377.109,367.916,373.454,366.288
59,376.982,369.393,387.220,373.985,370.306,382.390,374.337,365.659,369.064,367.157,365.778,376.380,369.321,374.036,366.670
60,375.928,369.387,387.372,372.910,369.630,382.442,373.222,366.499,368.985,367.835,365.983,374.458,369.114,374.053,368.255
61,375.570,370.147,387.261,372.182,368.767,382.406,373.663,367.019,370.187,367.200,365.287,373.169,369.444,374.794,368.778
62,376.975,370.445,387.065,373.101,367.703,381.583,373.737,367.157,371.752,366.376,364.082,373.863,370.393,377.038,368.202
63,379.942,371.220,387.369,373.910,367.256,381.070,373.457,367.131,372.282,366.419,363.858,374.940,369.988,378.952,367.139
64,384.458,372.251,387.416,373.285,367.064,381.248,374.613,365.875,371.887,366.649,364.276,375.563,367.620,379.967,366.967
65,388.271,372.743,387.151,372.027,367.315,380.373,374.580,364.931,370.230,366.124,364.591,375.458,366.435,379.386,367.787
66,390.664,373.152,387.291,371.696,369.151,379.767,373.062,365.973,369.021,365.886,364.645,374.648,366.921,377.746,369.017
67,390.484,373.770,387.328,372.241,371.461,380.261,371.815,366.747,369.497,365.316,364.858,373.461,368.267,378.360,370.116
68,389.838,372.147,387.159,373.049,372.776,380.255,372.099,366.307,369.610,364.684,365.170,373.102,369.430,380.454,371.294
69,390.029,368.581,387.283,374.069,371.877,379.970,372.848,365.437,368.365,364.251,366.114,373.827,369.605,380.218,372.366
70,390.422,367.241,387.474,374.157,369.676,380.289,372.765,365.053,368.089,363.573,366.190,373.141,368.464,378.340,372.418
71,391.711,368.827,387.274,374.221,368.192,380.191,372.313,365.957,369.123,363.714,365.980,372.718,367.388,376.647,371.479
72,392.379,370.895,387.080,375.299,367.416,380.084,372.737,366.893,369.178,364.478,366.560,374.113,367.160,376.305,370.307
73,390.733,371.670,387.189,375.342,368.941,380.213,373.568,367.965,368.340,365.132,367.372,375.292,366.953,376.018,368.751
74,389.217,371.932,387.226,374.409,370.447,380.260,374.148,368.413,367.794,364.854,367.642,374.099,367.304,375.282,367.125
75,388.664,371.618,387.431,374.511,370.594,380.214,374.988,367.616,368.933,364.389,367.486,372.042,367.119,375.137,367.194
76,388.184,371.942,387.824,374.340,371.635,380.387,374.922,367.715,370.748,365.022,367.423,371.595,366.091,375.233,369.080
77,388.578,372.419,387.833,373.806,372.484,379.520,374.173,367.427,372.390,365.965,368.366,371.965,365.746,375.411,370.194
78,389.960,371.518,387.356,374.475,371.594,378.679,374.333,366.864,373.377,365.076,369.943,371.782,366.509,375.114,370.033
79,391.736,371.456,387.111,375.482,371.429,379.065,374.712,368.056,372.472,363.830,370.705,371.715,367.637,374.315,369.723
80,392.635,372.063,387.317,375.357,371.959,378.974,373.959,368.277,370.071,362.941,370.119,371.919,368.279,374.624,369.798
81,390.617,372.361,387.735,373.800,371.648,378.031,373.370,368.195,368.454,362.686,369.048,371.655,368.096,375.332,369.476
82,387.336,371.974,387.780,373.505,371.100,377.546,373.486,368.715,369.077,362.638,368.048,371.356,367.333,376.236,368.645
83,386.347,370.838,387.221,374.621,371.662,377.489,374.169,368.072,370.095,362.432,366.940,371.197,367.509,376.713,368.687
84,387.112,369.686,386.911,374.745,372.342,377.587,374.350,367.069,369.696,363.024,366.571,371.275,366.778,376.320,370.039
85,387.722,369.330,387.251,374.186,371.776,377.986,374.230,366.635,368.193,365.257,367.645,371.113,365.007,375.127,371.623
86,387.957,369.969,387.259,373.745,370.580,378.467,373.922,366.557,367.242,367.541,369.111,370.750,364.874,374.198,371.435
87,388.458,370.099,386.861,373.411,369.799,378.562,373.498,365.643,366.997,367.376,369.455,370.532,366.215,374.685,370.970
88,389.033,368.859,386.812,373.879,369.292,378.269,373.893,364.840,367.521,366.270,368.943,371.873,367.252,375.127,370.460
89,387.718,368.665,386.931,374.395,368.589,378.437,374.675,365.960,368.592,365.651,367.878,373.944,367.526,374.518,368.687
90,384.931,370.675,387.085,375.072,368.242,379.173,374.206,366.941,369.580,364.176,367.293,374.394,368.180,374.624,367.994
91,385.004,373.215,388.052,374.489,367.648,379.389,373.642,366.920,370.641,363.716,368.369,374.465,368.741,375.028,368.823
92,385.809,374.822,393.225,373.701,366.384,378.272,374.148,367.832,371.233,364.451,369.335,375.190,369.960,374.896,368.485
93,384.357,376.356,403.661,375.263,367.374,378.186,375.383,369.792,372.985,363.524,368.798,375.806,370.225,375.637,367.028
94,382.664,379.183,413.866,378.027,370.333,381.269,379.424,370.699,374.518,362.386,367.955,378.169,368.578,376.810,365.504
95,380.765,381.843,420.695,380.806,374.539,385.902,384.263,369.731,374.236,362.903,367.847,381.363,367.679,377.269,364.393
96,379.105,384.435,425.619,383.272,376.858,389.856,386.786,368.645,374.405,363.908,368.455,383.845,368.681,378.320,365.119
97,380.061,386.775,429.906,384.846,376.324,393.083,389.165,368.960,375.761,364.859,369.310,385.581,369.030,380.013,366.560
98,382.664,387.885,433.316,386.237,376.315,396.241,390.547,370.000,377.187,366.141,369.293,386.968,368.163,381.173,366.659
99,386.440,389.288,435.644,386.942,376.269,399.174,389.457,371.763,378.758,367.611,368.489,389.472,367.842,381.990,367.507
100,389.329,391.063,438.170,388.003,376.274,401.421,388.683,374.891,380.595,368.335,368.116,392.380,367.896,383.335,369.967
101,392.043,392.890,441.888,391.502,376.046,403.504,390.078,377.397,381.994,370.003,368.074,394.046,367.825,384.459,371.438
102,394.292,393.225,445.874,395.024,375.900,405.106,392.395,377.397,382.844,373.138,368.838,395.577,367.765,385.282,371.144
103,396.375,391.257,448.179,396.347,377.018,405.568,393.712,375.781,383.015,374.776,369.230,396.222,367.696,387.015,370.576
104,398.935,389.963,448.893,396.325,379.406,405.977,395.272,375.101,382.147,374.208,369.403,397.123,367.862,387.982,371.313
105,400.040,390.613,449.083,397.840,382.132,406.833,397.230,375.485,381.641,373.527,369.949,399.387,369.637,387.518,372.260
106,399.646,391.592,449.738,401.594,382.721,408.773,398.519,375.563,382.126,375.535,370.787,402.831,371.859,387.832,372.377
107,400.242,393.796,451.065,404.863,381.804,412.006,398.947,376.616,382.620,379.830,372.239,406.229,373.588,388.548,372.842
108,401.643,396.351,452.277,406.573,381.817,415.559,397.749,377.744,383.120,381.776,372.878,407.866,375.227,388.990,374.424
109,402.448,397.435,452.876,406.486,382.717,418.039,398.062,378.443,384.528,381.949,372.389,408.039,376.830,389.409,376.064
110,403.217,397.230,453.271,405.991,384.402,418.806,400.531,378.096,386.445,382.741,371.696,407.134,377.509,389.429,377.055
111,403.083,396.487,454.951,406.182,384.954,418.875,402.152,376.571,388.779,383.092,371.554,405.993,377.198,389.536,377.030
112,402.368,395.832,457.287,406.609,383.479,419.072,402.206,376.141,389.552,383.024,371.864,405.634,376.780,390.553,375.609
113,403.231,394.723,459.139,406.878,381.621,420.154,402.128,375.395,387.117,382.597,371.273,406.183,377.002,391.536,375.391
114,404.267,393.702,460.599,406.441,380.516,421.110,402.486,374.504,384.801,382.938,370.517,407.620,377.511,391.127,376.277
115,403.007,393.607,461.098,405.318,379.763,421.010,400.930,375.531,384.426,383.911,370.054,409.493,378.454,390.051,376.629
116,401.296,393.586,460.863,404.715,379.265,421.335,398.342,376.629,384.727,385.205,370.477,409.063,379.728,389.787,377.116
117,400.487,392.220,460.325,404.429,379.461,421.942,397.481,376.029,386.623,386.122,370.830,407.306,380.388,389.226,377.075
118,400.585,391.079,459.335,403.576,380.352,421.108,397.601,375.592,388.561,385.376,371.557,406.651,380.748,387.251,375.102
119,400.596,392.623,458.469,401.652,380.146,420.113,398.383,376.307,387.709,384.065,372.676,405.849,380.815,386.198,373.075
120,399.599,392.105,457.623,399.863,379.831,419.222,398.461,376.800,385.298,384.962,372.892,404.852,379.074,386.736,372.404
121,399.162,388.838,456.007,399.133,379.840,417.753,397.786,374.955,383.141,386.765,372.020,404.641,377.168,386.261,372.886
122,399.173,387.251,453.994,398.189,379.406,416.457,398.239,372.803,382.518,385.911,370.591,404.296,377.432,385.109,373.341
123,399.321,388.544,452.382,397.224,378.895,415.240,399.811,372.408,383.230,383.622,370.974,403.908,377.817,384.896,372.679
124,399.271,390.330,450.814,397.105,379.009,414.219,399.695,372.440,384.399,382.603,372.082,403.592,377.983,385.216,371.911
125,398.227,389.822,448.311,397.824,378.653,413.843,396.704,372.445,385.003,383.238,371.750,401.887,379.015,385.307,371.352
126,396.448,387.063,445.218,397.621,378.219,412.525,393.741,372.704,383.739,382.965,370.366,400.049,378.027,385.107,371.443
127,395.690,383.984,443.108,395.771,378.639,410.155,392.881,372.547,381.549,381.251,369.514,398.085,376.669,385.165,372.094
128,394.838,383.005,441.834,394.089,380.041,409.248,391.963,371.429,380.598,379.165,369.869,394.947,376.837,384.541,372.006
129,393.325,382.728,440.090,393.128,380.817,409.234,391.152,370.499,380.859,377.965,370.366,392.433,376.852,383.635,371.693
130,391.614,381.874,437.899,392.728,379.959,408.584,391.041,370.203,380.761,378.130,369.460,392.806,376.790,383.015,372.407
131,390.354,382.215,436.050,392.737,377.648,407.719,391.193,370.051,379.890,378.257,368.142,393.680,376.677,382.378,373.828
132,391.271,383.686,435.043,392.882,376.808,406.538,390.872,370.112,379.215,378.059,368.335,392.915,375.847,382.637,373.784
133,392.614,384.670,434.042,392.029,376.740,404.336,390.144,369.832,378.252,378.881,369.173,391.870,374.459,383.528,372.402
134,392.206,383.393,432.756,390.930,376.064,402.668,388.720,369.189,377.798,379.986,370.253,391.620,372.691,384.096,370.958
135,390.819,381.984,431.453,390.388,376.566,402.549,387.909,368.797,378.319,379.951,370.790,390.577,371.474,383.645,368.850
136,389.350,381.136,430.005,390.162,377.726,402.533,388.416,368.480,378.521,379.319,370.361,388.894,371.553,382.500,367.330
137,388.191,380.141,428.084,389.067,376.799,402.087,387.449,368.029,377.656,378.086,369.341,388.792,372.585,380.675,369.216
138,388.014,379.304,426.344,387.540,374.457,401.552,385.152,367.976,376.779,377.041,367.886,390.785,372.509,378.858,371.227
139,388.278,378.948,425.195,387.046,373.352,400.518,383.840,368.005,376.589,376.149,366.284,391.842,371.998,377.962,371.199
140,388.116,377.958,424.520,387.660,373.671,399.763,384.473,369.000,376.580,375.892,366.611,390.549,372.128,378.013,370.740
141,386.570,377.890,424.289,388.156,373.740,399.082,384.469,370.755,375.991,376.416,368.656,388.169,372.257,378.010,369.978
142,385.906,379.042,423.676,387.948,374.945,397.956,383.527,370.965,375.850,377.076,369.401,385.986,371.400,377.480,368.521
143,386.368,379.356,422.521,387.583,376.425,396.947,383.938,370.235,376.555,376.803,368.724,385.898,370.469,377.325,367.474
144,386.325,377.534,421.403,387.336,375.434,396.557,383.984,369.013,376.663,375.449,368.216,386.095,370.899,377.261,367.651
145,386.368,376.351,420.133,387.163,373.210,396.169,383.214,367.392,375.224,374.268,367.977,384.754,372.020,376.881,368.388
146,386.581,376.749,418.764,385.901,371.781,395.284,382.572,366.664,373.543,372.251,367.520,382.813,372.015,376.612,368.454
147,385.856,376.675,417.725,384.427,372.279,394.504,382.243,366.917,373.040,370.203,367.122,382.151,371.635,376.561,367.825
148,385.249,375.560,416.756,383.566,374.708,394.459,382.255,367.493,372.985,371.265,366.790,383.979,371.121,376.579,368.618
149,385.393,374.220,415.627,382.843,376.452,393.854,381.807,367.491,372.712,372.222,365.920,385.570,369.627,376.995,370.197
150,385.596,374.702,414.847,382.861,376.365,393.037,380.436,366.917,372.761,370.895,365.923,384.979,368.709,377.269,370.316
151,385.480,376.801,414.364,383.653,375.137,392.596,379.765,366.192,373.239,369.397,367.000,384.338,370.101,376.023,369.227
152,385.657,377.634,413.665,383.464,373.251,392.243,380.243,366.320,373.055,368.781,368.125,383.250,371.516,374.805,368.036
153,384.285,376.419,412.657,381.684,373.320,391.401,381.222,367.565,373.528,368.605,367.869,381.197,371.242,375.343,366.579
154,381.863,375.675,411.693,380.087,374.379,390.342,380.634,367.504,374.120,369.203,366.409,380.349,370.049,376.787,365.776
155,380.285,375.314,410.863,380.072,374.146,389.395,379.317,366.685,372.969,370.241,365.500,381.560,368.993,377.472,366.166
156,379.018,374.524,410.398,381.359,373.753,388.766,379.683,367.984,372.291,370.081,366.835,381.972,367.832,375.647,367.651
157,378.581,373.990,409.880,381.965,372.890,388.707,379.107,369.867,372.485,368.476,368.622,380.785,366.909,372.878,369.374
158,379.585,373.691,409.311,381.469,371.918,389.229,377.613,370.688,372.451,367.232,367.909,379.465,367.128,371.947,370.551
159,381.040,375.105,408.642,380.939,371.297,389.592,377.362,369.877,372.773,367.908,366.634,378.345,368.183,373.127,370.964
160,381.307,376.565,407.941,380.528,371.557,389.258,377.309,368.157,373.350,369.246,366.301,377.539,369.649,374.439,371.260
161,380.437,375.927,407.411,380.498,371.781,388.748,378.325,367.043,372.788,368.649,366.645,376.567,370.980,374.571,371.069
162,379.477,373.780,406.870,380.716,371.397,388.244,380.210,366.176,371.417,367.403,366.869,375.289,370.598,372.662,369.454
163,378.657,371.293,406.537,380.986,372.146,387.812,381.403,365.680,370.669,367.384,366.906,375.933,369.417,370.721,368.180
164,378.415,371.199,406.476,380.632,373.717,387.051,380.025,365.787,371.144,366.716,366.026,377.996,368.728,370.330,367.152
165,378.209,373.398,406.252,379.827,374.009,386.222,377.782,366.728,372.433,365.592,364.372,378.708,369.049,371.637,366.537
166,378.466,373.733,405.768,379.519,373.018,385.806,376.663,368.525,372.702,366.470,364.116,378.535,370.528,373.277,367.429
167,378.971,371.382,405.057,379.892,371.795,385.544,376.609,370.189,372.810,368.065,365.040,378.387,371.770,374.307,368.033
168,379.321,370.079,404.142,379.809,371.977,385.673,377.185,371.605,373.491,369.181,365.361,378.021,371.728,374.475,367.823
169,379.220,370.738,403.098,379.067,372.895,385.238,377.284,373.099,373.340,368.735,365.125,378.021,370.879,373.287,367.637
170,379.235,371.157,402.407,379.044,372.680,384.347,377.160,373.261,373.359,367.073,364.611,377.342,370.296,373.066,368.055
171,380.354,372.031,402.349,379.672,370.658,384.333,377.737,372.469,374.199,366.284,364.540,375.528,370.146,374.226,369.199
172,381.079,372.895,402.369,379.403,369.895,384.404,378.082,371.885,374.199,367.124,364.588,374.877,370.988,374.574,370.449
173,381.534,372.665,401.995,378.937,371.717,384.001,377.465,372.032,372.328,367.362,363.466,376.109,371.615,374.157,371.404
174,380.989,371.304,401.459,378.573,372.598,383.614,377.305,373.275,371.362,366.968,362.562,376.919,371.585,373.825,371.474
175,379.498,369.419,401.257,379.099,371.050,383.120,376.457,373.067,371.212,367.622,363.716,377.243,371.062,374.602,369.837
176,378.534,369.445,401.003,379.678,370.174,382.641,374.918,372.637,370.294,367.900,365.188,377.401,369.830,375.827,367.086
177,378.249,371.199,400.510,378.592,370.498,382.569,373.663,373.024,369.577,367.141,365.267,376.486,369.052,376.079,365.673
178,379.108,372.932,399.859,377.940,370.959,382.463,373.790,372.147,369.748,366.589,364.946,375.528,368.983,375.551,365.205
179,380.094,374.209,399.487,378.392,371.228,382.076,375.461,371.283,370.773,366.662,365.040,375.989,369.242,374.198,364.690
180,380.433,373.754,398.990,378.070,370.831,382.078,375.654,371.131,371.558,365.905,365.438,377.486,370.560,373.827,366.393
181,380.155,371.843,398.335,377.539,370.443,382.153,373.835,371.661,370.917,366.011,365.940,377.627,372.622,373.599,369.393
182,379.469,371.204,397.925,377.805,371.123,381.689,372.831,372.741,370.451,367.770,366.116,377.232,373.025,373.076,369.789
183,378.935,372.445,397.819,377.826,371.667,381.137,374.539,373.136,370.693,368.049,366.227,376.859,371.183,373.411,369.723
184,378.480,374.183,397.965,377.318,372.142,380.856,376.877,373.496,371.589,366.611,366.116,376.109,369.311,373.939,370.053
185,377.863,376.026,398.081,376.847,372.671,380.260,377.885,373.821,372.239,365.300,365.344,376.137,368.630,373.490,369.557
186,377.325,376.356,397.796,376.299,372.740,380.114,377.848,373.493,371.126,365.824,364.500,377.817,369.146,373.208,368.687
187,377.206,374.911,397.341,375.745,372.393,381.267,377.831,372.165,369.420,366.519,364.011,378.183,370.252,373.561,367.673
188,378.390,373.503,397.297,375.818,372.804,381.676,376.741,369.885,369.181,365.505,364.344,377.782,369.923,374.251,367.729
189,379.827,373.246,396.896,375.889,373.868,381.099,376.296,368.235,371.107,363.716,365.815,377.975,368.449,375.594,369.332
190,379.931,374.665,396.069,376.815,373.388,380.992,377.724,368.635,372.853,363.451,366.903,377.972,367.020,376.343,368.981
191,379.607,375.398,395.156,380.444,371.530,381.065,378.819,371.091,372.423,364.289,365.861,377.585,366.775,376.155,366.864
192,379.733,373.440,394.642,384.823,369.986,380.794,378.708,373.544,370.834,363.900,364.043,377.021,367.546,375.810,366.147
193,379.310,372.571,394.363,387.682,369.594,380.678,377.514,372.539,369.046,362.338,363.227,375.549,367.993,375.066,367.105
194,379.238,372.592,394.076,388.959,370.027,380.758,377.403,369.528,366.564,361.976,363.349,373.757,368.778,374.571,367.989
195,378.780,372.440,394.197,389.276,369.603,380.338,379.568,367.995,365.706,362.486,362.389,374.067,369.479,374.873,368.360
196,376.924,372.466,394.385,388.750,369.402,380.028,381.099,368.504,367.000,363.392,361.159,375.183,369.047,375.355,369.033
197,377.199,372.262,394.057,388.202,369.900,379.962,381.140,369.253,368.420,364.551,362.378,375.419,368.200,374.173,370.363
198,378.819,372.544,393.880,388.163,370.320,380.387,379.235,369.195,369.267,365.286,363.827,375.919,367.563,372.525,370.947
199,379.383,373.592,394.010,388.739,370.237,380.700,376.840,370.331,369.506,365.665,364.503,376.553,367.501,372.584,370.479
200,379.329,373.131,393.973,388.667,369.265,380.496,375.650,372.355,368.831,366.492,365.108,377.482,367.783,373.706,369.809
201,378.487,372.272,393.644,388.693,368.297,380.333,375.053,372.203,368.491,366.959,365.463,378.021,367.331,373.325,369.443
202,377.653,371.592,393.183,389.070,368.977,379.844,375.514,371.213,368.650,367.273,365.517,377.088,366.894,371.259,368.302
203,379.574,370.623,392.555,388.872,369.763,378.863,376.111,371.056,368.620,367.095,364.179,375.433,367.020,369.893,367.377
204,380.245,370.597,392.272,388.434,369.123,377.925,376.486,371.027,367.963,367.157,361.901,374.651,366.449,370.063,367.820
205,378.310,371.597,392.500,387.876,368.311,378.053,377.786,370.781,368.055,367.314,362.347,375.349,365.469,370.942,368.704
206,378.697,371.691,392.920,387.679,368.005,378.931,378.296,369.197,369.675,365.722,364.787,376.405,365.442,372.038,367.283
207,379.877,371.995,393.077,387.038,368.584,379.528,377.062,367.613,371.160,364.922,365.210,376.933,365.805,372.279,366.155
208,379.657,373.068,392.500,386.006,368.420,379.407,376.469,367.533,370.592,366.454,363.952,377.451,365.928,371.716,367.122
209,378.343,373.073,391.569,385.260,368.005,379.022,377.358,366.856,369.954,366.800,363.960,377.623,366.491,371.470,367.690
210,376.401,371.419,391.029,384.174,368.475,378.759,378.428,365.768,370.098,364.911,365.616,377.708,367.259,371.500,366.795
211,375.783,370.733,390.846,383.751,369.680,378.709,378.041,366.592,370.147,364.165,366.386,376.511,367.751,371.505,365.535
212,377.051,370.969,390.759,384.266,369.804,378.563,377.782,368.653,370.160,364.122,365.722,373.884,367.788,371.810,365.360
213,378.314,370.377,390.953,384.281,369.260,378.654,378.333,370.003,369.779,363.735,365.588,373.077,367.536,371.881,365.172
214,379.108,369.592,391.430,384.194,369.694,379.530,378.119,370.925,369.239,363.065,366.386,373.616,367.526,372.046,365.493
215,378.343,370.419,391.494,383.739,370.699,380.262,377.556,371.184,368.880,363.165,367.472,372.246,367.099,372.873,366.889
216,377.495,371.435,391.141,383.044,371.041,380.100,377.527,370.557,367.914,364.805,368.281,371.246,366.588,373.030,366.773
217,376.578,370.639,391.106,382.734,371.475,379.827,377.753,369.859,367.037,366.062,368.190,373.225,366.637,372.589,366.321
218,375.733,369.817,391.385,381.939,371.114,380.141,376.045,368.931,367.451,365.489,368.080,375.282,366.933,372.368,367.654
219,376.430,369.560,391.397,380.921,369.717,380.643,375.391,367.651,368.681,364.481,368.585,375.342,367.190,371.954,369.704
220,377.220,369.288,391.184,380.673,368.877,380.729,376.757,367.840,369.997,364.181,368.460,374.863,367.054,371.629,370.277
221,376.249,369.743,390.790,381.169,367.881,380.081,378.189,369.149,371.006,364.043,367.693,375.000,366.919,372.312,369.543
222,376.058,371.047,390.320,382.290,366.795,379.387,379.309,368.925,370.991,364.311,367.085,375.194,367.121,373.518,368.596
223,377.455,372.346,389.992,382.519,367.868,379.361,379.305,366.717,371.110,364.322,367.551,375.430,366.709,373.470,368.587
