 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22
1087,260.585,266.839,263.509,254.855,271.062,262.642,248.023,248.371,255.918,251.247,254.192,254.637,326.742,255.365,246.983,250.765,254.327,250.301,253.525,252.848,255.569,251.892
1088,261.267,268.442,263.631,255.090,270.947,261.415,248.267,248.098,255.515,250.651,255.400,254.318,327.168,255.906,246.952,250.712,254.736,250.619,252.554,253.366,255.308,252.259
1089,261.562,270.316,263.913,255.791,271.231,260.240,248.486,247.449,255.966,250.134,256.171,254.300,328.272,257.110,246.625,250.926,254.890,250.608,252.068,253.812,254.586,252.880
1090,261.281,272.032,264.171,256.410,271.802,259.869,248.320,246.996,257.253,250.059,256.204,254.583,329.445,258.478,246.413,251.581,255.154,250.325,252.332,254.639,253.722,253.187
1091,260.995,273.490,264.408,256.791,272.421,260.134,248.136,247.039,258.553,250.344,255.902,254.928,330.479,259.659,246.378,252.319,255.638,249.948,253.182,255.677,253.060,252.787
1092,261.387,274.642,264.634,257.013,273.045,260.492,248.479,247.297,259.096,250.876,255.673,254.987,331.964,260.606,246.346,252.727,256.070,249.561,254.164,256.345,252.614,252.201
1093,262.535,275.390,265.003,257.209,273.927,260.888,249.389,247.629,259.061,251.409,255.645,254.830,334.411,261.392,246.017,252.757,256.297,249.333,254.714,256.359,252.332,251.924
1094,263.940,275.890,265.415,257.273,275.357,261.270,250.419,248.129,259.177,251.532,255.829,254.839,337.433,261.936,245.329,252.632,256.070,249.130,254.750,255.923,252.314,252.223
1095,265.074,276.249,265.976,257.513,277.096,261.577,251.074,248.816,259.621,251.296,256.388,255.157,340.117,262.038,244.700,252.173,255.614,248.976,254.536,255.528,252.408,252.920
1096,265.954,276.525,266.749,258.103,278.843,261.738,251.263,249.457,259.925,250.914,257.057,255.350,342.082,261.833,244.329,251.507,255.150,248.898,254.718,255.390,252.332,253.570
1097,266.475,276.588,267.404,258.748,280.540,261.888,251.369,249.996,259.758,250.742,257.686,255.076,343.536,261.588,244.167,251.195,254.790,249.128,255.229,255.492,252.262,253.809
1098,266.562,276.268,267.519,259.444,282.053,262.320,251.583,250.527,259.502,250.661,258.224,254.229,344.720,261.536,244.122,251.645,254.762,249.403,255.600,255.776,252.511,253.506
1099,266.157,275.687,267.474,260.218,283.167,262.921,252.094,251.266,259.430,250.575,258.776,253.502,345.713,261.713,244.099,252.499,255.287,249.515,255.568,256.207,253.137,252.978
1100,265.747,274.892,267.746,260.838,283.810,263.413,252.592,251.898,259.512,250.586,259.159,253.130,346.380,261.906,244.230,253.216,255.946,249.690,255.671,256.422,253.523,252.649
1101,265.954,274.030,268.035,261.068,284.221,263.527,252.982,252.203,259.666,250.876,259.294,252.798,346.559,261.777,244.515,253.490,256.329,250.074,255.939,256.007,253.682,252.661
1102,266.659,273.516,267.962,261.162,284.566,263.292,253.154,252.223,259.587,250.952,259.265,252.291,346.424,261.231,244.677,253.526,256.280,250.188,255.900,255.390,253.867,252.795
1103,267.318,273.834,267.544,261.299,284.888,262.921,253.431,252.324,259.324,250.419,259.367,251.821,346.535,260.765,244.648,253.543,255.822,249.634,255.421,255.022,254.064,252.590
1104,267.724,274.851,267.202,261.342,284.943,262.653,253.758,252.734,259.003,249.269,259.702,251.578,346.996,260.631,244.627,253.484,255.304,248.725,255.086,255.012,254.141,252.054
1105,268.134,275.932,267.146,261.530,284.668,262.631,253.880,253.023,258.942,248.360,259.702,251.906,347.651,260.512,244.760,253.277,255.264,248.238,255.054,255.301,254.139,251.695
1106,268.332,276.604,266.888,261.893,284.403,262.623,253.694,253.000,259.334,248.333,259.347,253.072,348.323,260.237,244.901,252.903,255.680,248.500,255.293,255.824,254.260,251.886
1107,267.991,276.632,266.376,262.321,284.568,262.429,253.518,252.781,259.744,249.021,259.045,254.413,349.354,260.139,244.958,252.562,255.900,249.136,255.636,256.460,254.243,252.582
1108,267.346,276.284,266.087,263.085,285.109,262.148,253.641,252.832,259.867,249.979,258.967,255.009,350.890,260.347,244.918,252.294,255.563,249.515,255.961,256.918,253.869,253.436
1109,266.793,275.988,266.390,264.325,285.498,261.934,253.993,253.293,259.922,250.731,258.988,254.955,352.606,260.496,244.901,252.118,255.021,249.433,256.100,257.219,253.322,253.962
1110,266.728,275.918,267.084,265.765,285.454,262.087,254.226,254.320,259.942,251.021,259.347,254.834,353.992,260.289,245.224,252.178,254.890,249.225,255.911,257.405,252.889,253.845
1111,266.516,276.000,267.732,267.115,285.315,262.642,254.302,255.383,259.751,250.554,260.408,254.749,354.819,260.072,245.570,252.294,255.199,249.232,255.289,257.443,252.716,253.149
1112,266.009,276.077,267.930,268.034,285.486,263.270,254.438,256.148,259.423,249.667,261.408,254.543,355.227,260.307,245.658,252.252,255.584,249.535,254.332,257.260,252.718,252.317
1113,265.240,276.038,267.348,268.419,285.980,263.869,254.560,256.445,259.068,248.989,261.392,253.973,355.394,260.829,245.433,252.082,255.654,249.937,253.804,256.858,252.897,251.685
1114,264.945,275.756,266.174,268.393,286.593,264.915,254.592,256.688,259.041,249.027,260.600,253.072,355.519,261.267,245.226,252.279,255.540,250.474,254.307,256.330,253.169,251.163
1115,265.608,275.049,265.139,268.286,287.213,266.454,254.539,257.332,259.427,249.608,259.943,252.341,355.706,261.245,245.287,252.951,255.341,251.087,255.204,255.694,253.398,250.932
1116,266.788,274.144,264.516,268.432,287.691,268.183,254.348,257.934,260.096,250.075,259.498,251.910,355.703,260.902,245.772,253.765,255.042,251.703,255.650,255.267,253.423,251.036
1117,267.668,273.342,264.314,268.641,287.896,269.352,253.970,257.719,261.075,250.005,259.449,251.457,355.357,260.574,246.449,254.383,254.839,252.413,255.593,255.166,253.078,251.289
1118,267.889,272.917,264.265,268.910,287.775,269.533,253.620,256.828,262.181,249.403,259.604,250.776,354.740,260.629,246.928,254.742,254.900,253.104,255.450,255.431,252.573,251.586
1119,267.470,272.782,264.449,269.107,287.367,268.757,253.714,256.383,263.126,248.715,259.518,249.996,354.290,260.970,246.971,255.091,255.290,253.727,255.429,255.834,252.262,251.869
1120,266.848,272.887,265.118,269.440,287.059,267.615,254.309,257.203,263.587,248.081,259.229,249.354,354.264,261.307,246.662,255.423,255.626,253.972,255.789,256.104,252.302,251.761
1121,266.594,273.047,266.073,269.940,286.998,266.880,255.147,258.566,263.328,247.516,259.016,248.803,354.390,261.576,246.114,255.581,255.657,253.656,256.489,255.839,252.654,251.369
1122,266.673,273.122,266.941,270.457,287.027,266.798,255.922,259.320,262.430,246.984,259.045,248.583,354.257,261.643,245.365,255.628,255.577,253.110,256.718,255.137,253.195,250.990
1123,266.571,273.057,267.401,270.949,286.888,267.093,256.558,259.250,261.334,246.419,259.216,248.740,353.802,261.349,244.553,255.524,255.575,252.792,255.904,254.571,253.533,250.865
1124,266.258,272.892,267.108,271.321,286.568,267.410,257.120,259.062,260.519,245.882,259.898,249.309,353.309,260.741,243.947,255.402,255.535,252.803,254.782,254.436,253.414,250.839
1125,266.157,272.764,266.505,271.419,286.062,267.929,257.316,259.062,260.485,245.812,260.861,250.094,352.948,260.345,243.690,255.357,255.241,253.011,254.250,254.508,252.742,250.942
1126,266.622,273.097,266.181,271.154,285.541,268.175,257.081,258.703,261.010,246.565,261.612,250.601,352.744,260.434,243.863,255.214,254.752,253.420,254.479,254.414,251.905,251.161
1127,267.553,274.038,266.275,270.547,285.374,267.590,256.664,257.742,261.805,247.661,261.910,250.525,352.913,260.687,244.449,254.744,254.322,254.156,254.689,253.978,251.346,251.305
1128,268.664,275.232,266.547,269.906,285.726,266.303,256.171,256.785,262.700,248.812,261.669,250.184,354.084,260.454,245.228,254.311,253.953,255.262,254.368,253.564,251.189,251.438
1129,269.502,276.325,266.815,269.538,286.320,265.533,255.571,256.066,263.355,249.866,260.984,250.058,356.695,259.771,246.032,254.169,253.318,256.301,253.632,253.670,251.294,251.645
1130,270.005,277.077,267.223,269.671,286.707,266.068,254.811,255.844,263.382,250.403,259.939,250.327,360.159,258.916,246.582,254.239,252.327,257.004,252.982,254.434,251.539,251.906
1131,270.406,277.735,267.944,270.103,286.787,267.402,254.120,256.047,262.939,250.317,258.718,250.848,363.517,258.227,246.871,254.211,251.418,257.418,252.475,255.443,251.924,252.088
1132,270.608,278.279,268.808,270.269,286.704,268.292,253.781,256.309,262.044,249.952,257.645,251.399,366.070,257.851,246.823,253.960,251.117,257.682,252.007,256.113,252.356,252.090
1133,270.659,278.677,269.439,269.906,286.748,268.183,253.926,256.789,261.010,249.774,256.706,251.946,367.585,257.715,246.327,253.632,251.381,257.939,251.593,256.099,252.829,252.165
1134,270.756,278.855,269.359,269.141,286.983,267.434,254.493,257.672,260.229,250.247,256.180,252.372,368.073,257.482,245.538,253.315,251.710,258.164,251.464,256.048,253.145,252.331
1135,270.995,278.914,268.902,268.346,287.487,266.585,255.258,258.871,260.031,251.021,256.143,252.368,368.107,256.835,244.994,253.013,251.825,258.143,251.532,256.301,253.412,252.309
1136,271.005,279.062,268.871,267.940,288.315,265.973,255.786,259.777,260.157,251.349,256.751,251.861,368.129,255.837,245.008,252.886,251.575,258.078,251.786,256.660,253.690,252.062
1137,270.442,279.347,269.401,267.598,289.271,265.760,255.896,260.266,260.297,251.328,257.657,251.143,368.221,255.155,245.610,252.979,250.923,258.160,251.907,256.706,254.227,252.219
1138,269.539,279.651,270.059,267.192,290.026,265.970,255.615,260.656,260.195,251.145,258.249,250.740,368.326,255.177,246.418,253.152,249.886,258.307,251.961,256.501,254.966,252.934
1139,268.733,279.783,270.307,267.068,290.492,265.978,255.297,261.102,259.997,251.151,258.229,250.682,368.482,255.484,247.025,253.197,249.086,258.379,252.036,256.431,255.563,253.797
1140,268.101,279.721,270.181,267.132,290.753,265.702,255.134,261.363,259.959,251.543,257.865,250.776,368.795,255.530,247.298,253.211,248.848,258.271,252.318,256.492,255.744,254.155
1141,267.839,279.469,269.840,267.415,291.060,265.579,254.721,261.059,260.143,252.167,257.963,250.812,369.258,255.070,247.108,253.330,248.963,257.894,252.846,256.439,255.455,253.916
1142,267.995,279.184,269.484,267.846,291.487,266.038,254.039,260.207,260.167,252.645,258.722,250.964,369.475,254.462,246.846,253.266,249.047,257.314,253.329,256.210,255.006,253.518
1143,268.571,278.931,269.024,268.479,291.700,266.858,253.235,259.387,259.911,252.495,259.727,251.161,369.099,254.090,246.719,253.038,248.981,256.848,253.482,255.954,254.567,253.438
1144,269.465,278.713,268.551,269.192,291.507,267.637,253.000,259.016,259.768,252.075,260.898,251.480,368.291,254.143,246.814,253.042,248.935,256.751,253.414,255.973,254.298,254.034
1145,270.088,278.417,268.157,269.547,291.045,268.022,253.620,259.066,259.686,251.817,262.020,251.834,367.623,254.209,246.835,253.357,248.923,256.848,253.243,256.133,254.262,254.994
1146,269.889,277.932,267.833,269.645,290.546,267.831,254.790,259.516,259.577,251.688,262.584,252.103,367.349,253.803,246.639,253.442,249.000,256.929,252.921,256.463,254.537,255.707
1147,269.184,277.416,267.495,269.517,290.253,267.178,255.742,259.977,259.587,251.392,262.535,252.287,367.254,253.139,246.342,253.222,249.030,257.007,252.054,256.819,255.036,255.649
1148,268.581,277.095,267.132,268.987,290.247,266.500,256.044,260.258,259.737,250.774,262.388,252.399,366.871,252.970,246.044,252.924,248.942,257.251,250.989,257.205,255.598,255.223
1149,268.562,277.030,267.066,267.906,290.174,266.071,255.744,260.426,259.952,250.495,262.180,252.126,366.055,253.580,245.952,252.670,248.547,257.517,250.389,257.400,255.889,255.046
1150,268.654,277.053,267.355,266.761,289.981,265.959,255.217,260.621,260.072,251.172,261.837,251.350,365.269,254.416,246.059,252.497,248.311,257.515,250.239,257.060,255.771,255.255
1151,268.535,277.034,267.491,266.060,289.640,266.232,254.726,260.734,260.027,252.301,261.612,250.556,364.871,254.890,246.116,252.469,248.624,257.303,250.104,256.164,255.382,255.462
1152,268.184,276.986,267.139,265.496,289.314,266.820,254.486,260.770,260.044,253.027,261.845,250.323,364.748,254.707,246.103,252.393,249.278,257.121,249.718,255.345,254.877,255.277
1153,267.742,276.827,266.408,264.850,288.995,267.098,254.643,260.828,260.051,252.747,262.020,250.583,364.523,254.116,246.234,252.175,249.673,257.240,249.604,255.212,254.473,254.815
1154,267.300,276.473,265.700,264.141,288.587,266.863,255.200,260.801,260.031,251.871,261.820,250.722,364.003,253.552,246.644,251.962,249.647,257.606,250.193,255.381,254.119,254.416
1155,267.134,276.248,265.401,264.026,288.073,266.609,255.723,260.566,259.884,251.290,261.294,250.377,363.169,253.291,247.232,251.932,249.432,257.998,251.157,255.496,253.907,254.247
1156,267.101,276.465,265.341,264.607,287.374,266.527,255.922,260.121,259.549,251.269,260.898,249.964,362.308,253.187,247.861,252.025,249.056,257.905,251.739,255.684,254.002,254.225
1157,266.650,276.871,265.254,265.590,286.505,266.495,255.829,259.734,259.212,251.129,261.139,250.175,361.576,253.112,248.346,252.070,248.694,257.108,251.536,255.860,254.318,254.353
1158,265.470,276.949,265.160,266.295,285.639,266.290,255.327,259.668,258.840,250.699,261.812,250.623,360.987,253.133,248.671,251.903,248.238,256.197,251.271,255.882,254.686,254.703
1159,264.401,276.451,265.352,266.192,285.049,265.915,254.440,259.758,258.577,250.360,262.314,250.870,360.254,253.205,248.774,251.702,247.680,255.658,251.514,255.807,254.827,255.213
1160,264.171,275.809,265.739,265.423,284.790,265.399,253.249,259.984,258.703,250.134,262.245,250.758,359.300,253.343,248.561,251.600,247.119,255.435,252.211,255.492,254.716,255.508
1161,264.636,275.369,265.958,264.526,284.827,264.885,252.325,260.090,259.048,249.801,261.445,250.780,358.374,253.275,248.331,251.205,246.860,255.056,252.725,255.154,254.396,255.353
1162,265.120,275.092,265.760,263.825,284.934,264.503,252.184,260.066,259.304,249.468,260.388,251.090,357.688,252.964,248.298,250.510,246.998,254.400,252.761,254.998,254.131,254.751
1163,265.484,274.879,265.415,263.577,284.932,264.306,252.562,260.059,259.195,249.306,259.837,251.857,357.331,252.552,248.435,250.030,247.603,253.768,252.525,255.084,254.040,254.205
1164,265.793,274.768,265.230,263.778,284.652,263.962,252.857,260.172,258.915,249.403,259.947,253.058,356.876,252.329,248.489,250.101,248.652,253.725,252.314,255.398,254.245,254.147
1165,266.032,274.551,265.115,264.051,284.286,263.366,252.578,260.348,258.631,249.801,260.322,254.525,356.049,252.474,248.449,250.791,249.871,254.370,252.268,255.740,254.692,254.681
1166,265.862,274.060,265.052,264.077,283.975,262.754,251.912,260.227,258.362,250.532,260.673,255.605,355.033,252.829,248.259,251.630,250.722,255.180,252.064,255.764,255.123,255.363
1167,264.982,273.274,264.857,264.137,283.766,262.587,251.339,259.969,258.099,251.091,260.833,255.942,354.151,253.263,247.964,252.063,250.864,255.597,251.393,255.407,255.187,255.645
1168,263.816,272.427,264.585,264.675,283.419,262.773,251.171,259.754,257.993,250.855,260.661,255.614,353.417,253.637,247.652,251.879,250.638,255.502,250.493,254.933,254.954,255.424
1169,262.949,271.858,264.847,265.269,282.933,262.689,251.479,259.641,258.068,250.167,260.351,254.700,352.673,253.841,247.407,251.476,250.540,255.305,249.914,254.817,254.905,255.104
1170,263.028,271.830,265.321,265.509,282.409,262.183,251.747,259.543,258.075,249.425,260.135,253.430,351.829,253.916,247.380,251.197,250.565,255.212,250.057,255.077,255.356,254.934
1171,263.700,272.186,265.213,265.150,281.992,261.669,251.530,259.344,257.997,249.048,260.102,252.390,350.851,253.916,247.597,251.104,250.133,255.199,250.593,255.354,256.125,254.827
1172,264.217,272.469,264.261,264.312,281.732,261.708,250.919,258.906,257.584,249.124,259.808,251.740,349.988,253.912,247.958,251.357,249.318,255.052,250.804,255.048,256.841,254.653
1173,264.138,272.303,263.000,263.410,281.737,262.036,250.657,258.109,257.147,249.409,258.727,251.565,349.310,253.787,248.321,251.789,248.736,254.755,250.568,254.263,257.143,254.508
1174,263.839,271.813,262.300,262.632,281.845,262.322,251.111,257.094,256.863,249.731,257.278,251.686,348.490,253.464,248.679,252.262,248.565,254.554,250.150,253.639,256.930,254.424
1175,263.954,271.366,262.105,262.056,281.680,262.587,251.963,256.250,257.218,250.382,256.408,251.816,347.506,252.970,248.793,252.442,248.393,254.589,249.879,253.610,256.541,254.357
1176,264.355,271.081,262.125,261.846,281.292,262.872,252.723,256.086,258.014,250.989,256.629,251.709,346.727,252.610,248.510,252.142,247.946,254.641,249.750,254.063,256.229,254.273
1177,264.433,270.848,262.206,262.205,281.096,262.956,253.157,256.527,258.560,251.183,257.624,251.502,346.465,252.524,248.034,251.260,247.507,254.348,249.757,254.547,256.276,254.169
1178,264.134,270.657,262.143,262.632,281.228,262.770,253.138,257.191,258.563,250.892,258.694,251.475,346.421,252.544,247.532,250.436,247.259,253.812,249.807,254.728,256.561,254.135
1179,263.779,270.656,261.951,262.889,281.280,262.850,252.659,257.492,258.276,250.237,259.327,251.605,346.066,252.482,247.420,250.317,247.301,253.452,249.946,254.708,257.038,254.072
1180,263.502,270.817,261.777,262.803,280.950,263.000,251.949,257.453,258.072,249.597,259.363,251.740,345.295,252.301,247.570,251.110,247.694,253.615,250.443,254.547,257.429,253.723
1181,263.083,271.123,261.662,262.590,280.306,262.847,251.175,257.145,257.932,249.220,258.653,251.987,344.457,252.277,247.757,251.962,248.453,254.037,251.100,254.178,257.686,253.155
1182,262.475,271.455,261.481,262.581,279.626,262.194,250.512,256.574,257.526,249.382,257.649,252.265,343.990,252.624,247.700,252.121,249.308,254.210,251.621,253.516,257.781,252.534
1183,262.074,271.708,261.460,262.765,279.018,261.552,250.085,256.062,256.935,249.930,256.906,252.417,343.855,253.273,247.574,251.469,249.787,253.946,251.818,252.807,257.815,252.153
1184,261.806,271.800,261.544,262.671,278.411,261.268,250.131,256.191,256.666,250.521,256.784,252.287,343.573,253.821,247.586,250.626,249.722,253.394,251.779,252.465,257.799,252.122
1185,261.567,271.671,261.484,261.957,277.593,261.142,250.781,256.941,257.048,250.586,257.024,252.045,342.772,253.938,247.819,249.987,249.474,252.855,251.543,252.634,257.390,252.239
1186,261.263,271.431,261.049,261.068,276.680,260.869,251.576,257.820,257.546,250.005,257.265,251.960,341.626,253.837,248.158,249.877,249.575,252.394,251.471,253.207,256.698,252.369
1187,261.364,270.971,260.338,260.624,275.953,260.560,252.039,257.883,257.440,249.124,257.229,251.910,340.701,253.651,248.430,250.123,250.065,252.106,251.725,253.667,256.141,252.669
1188,262.111,270.217,259.983,260.457,275.882,260.128,251.984,257.129,256.799,248.790,256.710,251.848,340.003,253.478,248.610,250.450,250.451,251.961,252.536,253.812,255.934,253.275
1189,262.922,269.287,260.411,260.162,276.528,259.719,251.652,256.102,256.119,249.624,256.033,251.614,339.391,253.225,248.622,250.630,250.227,251.989,253.271,253.720,255.946,253.946
1190,262.972,268.591,261.404,259.846,277.514,259.522,251.106,255.426,255.775,251.038,255.751,251.592,338.541,252.996,248.504,250.651,249.423,252.212,253.179,253.829,255.982,254.259
1191,262.253,268.374,262.160,260.021,278.447,259.404,250.226,255.227,255.805,251.699,255.686,251.825,337.398,252.884,248.279,250.514,248.790,252.654,252.371,254.214,256.139,254.056
1192,261.502,268.531,262.206,260.692,279.240,259.096,249.359,255.336,256.215,251.360,255.706,252.283,336.217,252.709,247.895,250.457,248.554,253.149,251.164,254.455,256.336,253.588
1193,261.378,268.565,261.895,261.184,279.859,258.437,248.935,255.480,256.758,250.538,255.992,252.762,335.390,252.323,247.298,250.704,248.629,253.400,250.146,254.173,256.412,253.279
1194,261.788,268.386,261.652,261.103,280.201,257.910,248.961,255.605,256.980,249.511,256.616,252.924,334.875,251.867,246.633,251.239,248.523,253.314,249.554,253.631,256.290,253.392
1195,262.189,268.203,261.533,260.551,280.201,257.943,249.138,255.852,256.833,248.618,257.004,252.843,334.407,251.610,246.338,251.630,248.287,252.911,249.450,253.106,256.099,253.777
1196,262.447,267.969,261.202,259.825,279.919,258.544,249.366,256.316,256.792,248.349,256.784,252.372,333.904,251.635,246.749,251.619,248.117,252.361,249.843,252.699,255.954,254.187
1197,262.447,267.677,260.519,259.346,279.710,258.951,249.733,256.570,256.809,249.032,256.261,251.556,333.573,251.849,247.548,251.562,248.009,251.978,250.450,252.253,256.004,254.363
1198,262.111,267.405,260.021,259.573,279.556,258.997,250.376,256.141,256.703,250.065,255.710,250.946,333.457,252.175,248.105,251.706,247.935,251.597,250.729,251.988,256.185,254.269
1199,261.512,267.413,260.174,259.897,279.307,258.866,251.136,255.059,256.334,250.425,255.237,251.332,333.330,252.639,248.067,252.038,247.773,251.180,250.771,252.065,256.549,254.126
1200,260.747,267.773,260.669,259.521,279.043,258.776,251.723,253.715,255.942,249.801,254.992,252.444,333.073,253.062,247.669,252.186,247.570,250.859,250.700,252.634,256.960,253.940
1201,259.889,268.400,260.537,258.397,278.820,258.746,251.829,252.449,255.519,248.946,255.098,253.408,332.776,253.301,247.435,252.021,247.456,250.771,250.682,253.345,257.384,253.797
1202,259.115,268.842,259.669,257.436,278.824,258.708,251.180,251.551,255.007,248.989,255.245,253.619,332.517,253.207,247.498,251.786,247.626,250.775,250.371,253.643,257.557,253.677
1203,258.553,268.766,258.652,257.410,279.170,258.691,250.118,251.297,254.884,249.645,255.433,253.309,332.244,253.157,247.770,251.926,248.100,250.823,249.668,253.383,257.435,253.584
1204,258.309,268.427,258.338,258.231,279.642,258.833,249.353,251.648,255.198,250.059,255.673,252.991,331.891,253.313,248.032,252.292,248.596,250.810,248.939,252.990,257.320,253.420
1205,258.369,268.165,258.481,259.261,279.828,258.888,249.362,252.340,255.515,249.624,255.661,253.175,331.385,253.661,248.038,252.353,248.631,250.877,248.918,252.754,257.388,252.938
1206,258.687,267.935,258.390,260.085,279.615,258.631,249.846,253.191,255.420,248.914,255.396,253.556,330.637,254.010,247.656,251.949,248.446,251.190,249.500,252.742,257.421,252.345
1207,258.959,267.617,258.017,260.474,279.385,258.273,250.498,253.613,255.137,248.355,254.943,253.780,329.784,254.137,247.144,251.467,248.264,251.680,250.507,252.742,257.165,252.056
1208,259.143,267.386,257.906,260.641,279.650,257.863,251.071,253.215,255.072,248.032,254.604,253.664,329.290,253.932,246.996,251.404,248.150,252.171,251.339,252.576,256.662,252.137
1209,259.134,267.295,258.279,260.731,280.013,257.582,251.424,252.457,255.171,247.849,254.396,253.193,329.240,253.695,247.112,251.679,247.776,252.260,251.271,252.330,256.034,252.343
1210,258.498,267.083,258.568,260.816,280.024,257.464,251.355,252.137,255.164,247.844,254.110,252.789,329.200,253.731,247.319,251.930,247.535,251.855,250.457,252.265,255.569,252.564
1211,257.728,266.666,258.348,260.474,279.683,257.555,250.786,252.480,255.007,247.962,253.702,252.780,328.787,254.120,247.529,252.118,247.916,251.043,249.718,252.578,255.406,252.976
1212,257.300,266.287,257.645,259.778,279.379,257.754,250.051,252.930,254.809,248.204,253.669,253.054,328.017,254.251,247.567,252.154,248.734,250.080,249.625,253.087,255.602,253.426
1213,257.733,266.351,257.031,258.880,279.274,257.915,249.627,252.871,254.549,248.489,253.971,253.399,327.323,253.757,247.656,251.875,249.194,249.255,249.846,253.576,255.996,253.793
1214,258.834,266.665,257.125,257.923,279.275,258.284,249.645,252.480,254.249,248.538,254.024,253.722,327.070,253.112,247.981,251.104,249.224,248.729,250.046,253.911,256.326,253.827
1215,259.912,266.747,257.937,257.248,279.136,258.817,249.749,252.375,254.007,248.366,253.853,253.946,326.938,253.004,248.485,250.256,249.381,248.608,250.232,253.855,256.360,253.600
1216,260.263,266.486,258.875,257.064,278.853,259.169,249.634,252.816,253.966,248.280,253.710,253.937,326.344,253.530,248.854,250.002,249.886,248.732,250.454,253.198,256.167,253.315
1217,259.641,265.997,259.533,257.179,278.565,259.197,249.488,253.387,254.014,248.586,253.882,253.789,325.190,254.369,249.403,250.613,250.530,248.946,250.789,252.128,256.250,252.990
1218,258.631,265.519,259.878,257.761,278.381,259.262,249.636,253.438,254.055,249.038,254.253,253.152,324.179,255.376,250.200,251.516,250.991,249.260,251.093,251.299,256.678,252.534
1219,257.793,265.191,259.913,258.667,278.092,259.776,250.288,252.688,254.331,249.586,254.531,251.937,323.960,256.478,250.690,252.095,251.252,249.561,251.489,251.294,257.366,252.147
1220,257.221,264.984,259.822,259.615,277.767,260.874,251.350,251.703,254.693,250.339,254.620,250.619,324.690,257.538,250.610,252.258,251.346,249.833,251.711,251.942,257.879,252.179
1221,256.935,264.870,259.571,259.906,277.501,261.978,252.696,251.195,254.730,250.866,254.469,250.027,325.862,258.197,250.238,252.395,251.589,249.877,251.646,252.614,257.928,252.677
1222,257.419,264.869,259.282,259.483,277.341,262.590,253.827,251.102,254.256,250.995,254.567,250.578,326.757,258.482,249.816,252.672,251.916,249.797,251.418,252.827,257.831,253.386
1223,258.382,265.036,259.052,258.889,277.338,262.601,254.217,251.117,253.584,250.597,254.792,252.040,327.099,258.458,249.743,252.918,251.984,249.641,251.254,252.663,258.131,254.034
1224,259.152,265.145,259.010,258.611,277.428,262.156,253.560,251.137,253.495,250.054,255.180,253.516,327.318,258.313,249.968,253.137,251.832,249.504,251.057,252.381,258.879,254.546
1225,259.618,265.048,259.213,258.889,277.601,261.754,252.456,251.441,253.809,249.538,255.555,254.717,328.018,257.960,250.333,253.385,251.671,249.513,250.679,252.087,259.274,254.647
1226,260.069,264.925,259.592,259.321,277.738,261.806,251.615,252.074,254.041,249.231,255.906,255.296,329.441,257.631,250.681,253.560,251.617,249.654,250.268,251.723,258.968,254.187
1227,260.742,264.969,259.885,259.427,277.639,262.202,251.415,252.910,254.041,249.091,255.963,255.372,331.248,257.616,251.015,253.510,251.827,249.823,250.289,251.388,258.223,253.386
1228,261.696,265.016,259.937,259.077,277.091,262.415,251.468,253.688,253.966,249.118,255.494,255.090,332.889,257.839,251.232,253.315,252.175,249.872,250.911,251.190,257.600,252.831
1229,262.991,264.922,260.160,258.577,276.544,262.451,251.447,254.301,253.952,249.312,254.347,254.471,334.247,258.400,251.279,253.025,252.589,249.667,251.750,251.041,257.282,252.739
1230,264.143,264.679,260.934,258.342,276.421,262.478,251.429,254.348,253.942,249.323,253.384,253.516,335.203,259.129,251.137,252.770,252.956,249.262,252.207,251.039,257.533,252.787
1231,264.687,264.325,261.976,258.513,276.662,262.680,251.410,253.543,254.140,248.984,252.833,252.771,335.647,259.550,250.992,252.560,253.161,248.831,251.829,251.270,257.948,252.910
1232,264.512,263.990,262.474,258.521,276.753,262.899,251.212,252.199,254.614,248.070,252.682,252.695,335.582,259.237,250.901,252.368,252.963,248.617,250.432,251.484,258.312,253.048
1233,263.691,263.781,262.321,258.308,276.306,262.964,250.876,250.871,255.259,247.301,252.600,253.085,335.278,258.488,250.907,252.315,252.631,248.848,248.771,251.537,258.684,253.155
1234,262.843,263.661,262.293,257.855,275.516,262.811,250.535,249.945,255.631,247.317,252.641,253.565,335.245,258.014,251.103,252.404,252.621,249.279,247.932,251.583,259.074,253.177
1235,262.880,263.594,262.652,257.261,274.822,262.866,250.507,249.527,255.608,247.882,252.698,253.942,335.678,257.930,251.338,252.662,252.832,249.435,248.164,251.870,259.080,253.133
1236,264.005,263.368,263.112,256.667,274.323,263.451,250.465,249.793,255.208,248.258,252.543,254.318,336.127,257.875,251.475,252.723,252.932,249.160,249.168,252.173,258.646,253.255
1237,265.304,263.219,263.261,256.483,273.775,264.057,250.350,250.852,254.724,248.419,252.155,254.448,335.983,257.695,251.656,252.569,252.888,248.779,250.500,252.265,258.109,253.592
1238,265.903,263.308,263.003,256.838,273.264,264.038,250.442,252.004,254.662,248.651,252.188,254.413,335.198,257.620,252.238,252.476,252.897,248.719,251.464,252.342,257.873,253.705
