 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22
2517,265.475,278.282,259.484,256.483,270.865,255.508,254.495,257.332,253.884,252.629,252.894,261.309,353.166,250.620,250.968,253.106,252.054,249.258,254.129,251.733,254.068,259.398
2518,265.618,278.240,259.878,256.462,270.879,254.842,254.583,257.637,253.659,252.484,254.033,261.426,354.196,250.488,251.238,253.499,251.916,249.102,253.893,251.224,254.028,259.185
2519,266.346,278.240,260.125,256.534,270.951,254.473,254.525,258.250,253.614,251.973,254.735,261.359,354.882,250.556,251.572,253.641,251.397,248.701,253.929,251.258,254.133,258.275
2520,267.631,278.055,260.275,256.876,271.337,254.617,254.636,258.707,254.031,251.468,254.710,260.982,355.172,250.681,251.692,253.359,250.846,248.193,254.100,251.904,254.304,257.307
2521,269.051,277.727,260.502,257.423,272.060,255.150,254.899,258.715,254.666,251.215,254.208,260.578,355.074,250.635,251.268,252.867,250.685,247.933,254.289,252.672,254.167,256.787
2522,270.166,277.413,260.780,257.974,272.930,255.975,255.277,258.508,255.106,251.204,253.984,260.193,354.843,250.474,250.399,252.552,250.694,247.952,254.518,253.224,253.513,256.799
2523,270.622,277.145,260.930,258.641,273.536,256.872,255.728,258.633,254.816,251.414,254.343,259.892,354.748,250.265,249.726,252.622,250.481,248.123,254.457,253.424,252.668,257.229
2524,270.544,276.929,260.815,259.406,273.750,257.732,256.196,259.051,254.222,252.043,254.935,259.709,354.749,249.837,249.616,253.171,250.124,248.236,254.289,253.552,251.901,257.837
2525,270.558,276.483,260.429,260.141,273.615,258.246,256.509,259.387,253.986,253.011,255.376,259.561,354.494,249.337,249.734,253.899,250.096,248.149,254.493,253.523,251.620,258.056
2526,271.101,275.942,260.003,260.846,273.510,258.251,256.677,259.254,254.324,253.462,255.731,259.359,353.969,249.179,249.473,254.171,250.395,247.963,255.057,253.253,251.877,257.960
2527,271.885,275.700,259.892,261.551,273.557,257.973,256.866,258.832,255.061,253.075,256.147,259.323,353.575,249.568,248.981,253.901,250.750,247.844,255.850,252.742,252.569,257.809
2528,272.235,275.965,260.230,262.090,273.756,257.844,257.062,258.547,255.942,252.366,256.645,259.430,353.430,249.942,248.952,253.469,251.072,247.846,256.293,252.405,253.231,257.759
2529,271.862,276.247,260.822,262.406,274.035,257.872,256.959,258.500,256.416,252.188,256.963,258.946,353.172,249.976,249.380,253.209,251.311,247.708,256.096,252.357,253.620,257.564
2530,271.078,276.208,261.335,262.786,274.388,258.077,256.581,258.371,256.147,252.581,257.184,257.641,352.467,249.735,249.684,253.059,251.481,247.338,255.400,252.371,253.537,257.185
2531,270.659,275.892,261.589,263.483,274.767,258.317,256.212,257.824,255.468,253.296,257.114,255.865,351.295,249.440,249.340,252.865,251.456,246.890,254.729,252.000,253.066,256.711
2532,271.009,275.731,261.857,264.338,275.042,258.525,255.910,257.027,255.031,254.328,256.457,255.036,350.011,249.261,248.625,252.649,251.215,246.814,254.189,251.559,252.626,256.291
2533,272.041,275.610,261.937,264.697,275.035,258.765,255.491,256.586,255.379,255.543,255.347,255.803,348.956,249.167,248.095,252.630,250.769,247.011,253.404,251.528,252.402,256.060
2534,272.908,275.493,261.679,264.231,274.743,258.642,255.016,256.859,256.065,256.118,254.461,257.507,348.213,248.952,247.825,252.920,250.327,247.197,252.621,251.855,252.445,256.108
2535,273.005,275.284,261.174,263.325,274.297,258.202,254.645,257.434,256.686,255.995,253.918,258.812,347.705,248.709,247.749,253.326,250.082,247.340,252.507,252.186,252.479,256.394
2536,272.512,275.049,260.906,262.397,274.020,257.724,254.521,257.742,257.116,255.613,253.502,259.040,347.491,248.769,247.696,253.514,249.995,247.716,253.186,252.520,252.483,256.679
2537,272.212,274.966,261.206,261.868,273.779,257.281,254.777,257.266,257.300,255.742,253.241,258.682,347.443,249.249,247.703,253.378,249.804,248.180,253.771,252.641,252.441,256.972
2538,272.452,275.014,261.861,262.175,273.363,256.910,255.210,256.512,257.113,256.242,253.237,257.861,347.289,249.892,247.639,253.110,249.537,248.377,253.661,252.357,252.491,257.311
2539,273.037,274.999,261.965,262.987,272.620,256.762,255.438,255.863,256.870,256.478,253.445,256.735,346.986,250.365,247.356,252.598,249.472,248.320,253.029,251.798,252.586,257.486
2540,273.138,274.703,261.436,263.803,271.778,256.997,255.281,255.375,257.195,256.086,253.661,255.848,346.483,250.315,247.089,251.901,249.554,248.318,252.207,251.366,252.501,257.199
2541,272.622,274.078,260.854,263.859,271.209,257.246,254.965,254.855,257.846,255.543,253.576,256.072,345.634,249.920,247.177,251.171,249.381,248.474,251.546,251.424,252.280,256.502
2542,271.926,273.255,260.767,263.611,271.356,257.052,254.896,254.438,258.116,255.043,252.931,257.157,344.343,249.821,247.683,250.896,249.007,248.721,251.396,251.730,252.016,255.853
2543,271.521,272.460,260.913,263.513,272.237,256.650,254.938,254.320,257.392,254.414,252.212,258.287,342.779,250.331,248.116,251.165,248.671,248.970,251.725,252.284,251.708,255.538
2544,271.346,271.977,260.822,263.718,273.197,256.404,254.721,254.438,256.031,253.565,251.890,258.955,341.430,251.187,248.232,251.723,248.682,249.145,251.968,252.954,251.266,255.520
2545,270.912,271.891,260.254,263.825,273.458,256.331,254.468,254.555,255.034,252.597,251.996,259.238,340.629,251.620,248.095,251.801,249.173,249.074,252.014,253.296,250.777,255.637
2546,270.083,272.044,259.631,263.380,272.945,256.071,254.396,254.414,254.584,251.952,252.208,259.031,340.168,251.398,247.945,251.558,250.002,248.665,252.300,253.039,250.495,255.747
2547,269.037,272.210,259.568,262.560,272.121,255.694,254.433,253.883,254.573,251.817,252.420,258.646,339.519,250.942,247.880,251.455,250.626,248.175,252.918,252.566,250.396,256.046
2548,268.498,272.244,259.812,261.919,271.606,255.514,254.590,253.059,255.116,252.220,252.633,258.372,338.691,250.602,247.888,251.715,250.881,247.926,253.132,252.258,250.324,256.598
2549,268.461,272.061,259.714,261.731,271.453,255.653,254.949,252.586,255.887,252.898,252.996,258.435,338.121,250.518,248.053,252.245,251.047,247.963,252.607,252.190,250.316,256.968
2550,268.774,271.779,259.498,261.671,271.575,255.902,255.369,252.910,256.116,253.333,253.424,258.592,337.863,250.552,248.373,252.740,251.227,248.048,252.096,252.393,250.497,256.705
2551,269.175,271.566,259.714,261.462,271.603,256.016,255.341,253.543,255.782,253.005,253.424,258.381,337.553,250.438,248.707,252.740,251.150,248.013,252.104,252.819,250.940,256.006
2552,269.341,271.531,259.941,261.261,271.324,256.139,254.733,253.645,255.468,252.242,252.849,257.753,336.773,250.185,248.589,252.175,250.813,247.671,252.250,253.202,251.282,255.544
2553,268.977,271.962,259.847,261.282,270.657,256.418,253.841,253.133,255.775,251.720,252.261,257.143,335.662,250.034,248.125,251.429,250.185,247.286,252.150,253.181,251.302,255.693
2554,268.406,272.942,259.697,261.701,269.872,256.768,253.078,252.492,256.403,252.000,252.147,256.852,334.683,249.837,247.848,251.089,249.458,247.169,251.900,252.480,251.278,256.237
2555,267.779,274.292,259.571,262.440,269.162,256.814,252.479,252.289,256.724,252.930,252.555,256.525,334.020,249.853,247.975,251.207,248.914,247.656,251.882,251.593,251.288,256.602
2556,266.991,275.683,259.282,262.927,268.640,256.601,251.952,252.793,256.689,253.785,252.816,256.161,333.405,250.211,248.125,251.370,248.902,248.528,252.236,251.188,251.215,256.544
2557,266.493,276.827,258.937,262.765,268.370,256.342,251.634,253.574,256.205,253.780,252.563,255.915,332.488,250.639,247.945,251.581,249.327,249.104,252.643,251.453,251.054,256.223
2558,266.696,277.548,258.857,262.047,268.436,256.120,251.452,254.090,255.355,253.366,252.041,255.879,331.450,250.600,247.502,251.825,249.703,249.067,252.829,251.822,250.946,255.950
2559,267.300,277.925,259.118,261.462,268.834,255.555,251.244,254.176,254.430,253.435,251.812,255.798,330.709,250.108,246.994,251.962,249.748,248.545,252.807,251.566,250.849,255.729
2560,267.410,278.142,259.310,261.368,269.206,254.689,250.952,253.832,253.761,254.027,251.857,255.314,330.168,249.576,246.766,252.116,249.554,247.976,252.929,250.978,250.847,255.504
2561,266.793,278.196,258.742,261.427,269.072,254.036,250.684,253.449,253.659,254.484,252.233,254.578,329.642,249.394,246.774,252.376,249.456,247.747,253.368,250.764,250.934,255.378
2562,266.069,278.113,257.784,261.479,268.459,253.669,250.631,253.363,254.102,254.000,252.755,254.090,329.057,249.512,246.736,252.510,249.605,247.907,253.846,251.145,251.137,255.376
2563,265.641,278.004,257.101,261.607,267.909,253.686,250.804,253.816,254.826,252.995,253.322,253.937,328.768,249.755,246.686,252.224,249.792,248.102,254.064,251.839,251.429,255.468
2564,265.507,277.940,256.948,261.765,267.600,253.975,251.235,254.793,255.389,252.565,253.669,253.767,328.740,250.014,246.688,251.552,249.923,248.061,253.996,252.308,251.505,255.715
2565,265.770,278.022,257.035,261.735,267.619,254.150,251.788,255.527,255.372,252.548,253.339,253.749,328.666,250.122,246.825,251.080,249.916,247.749,253.614,252.361,251.209,255.966
2566,265.995,278.335,257.206,261.466,267.662,254.279,252.048,255.355,255.119,252.253,252.024,254.108,328.406,250.149,246.985,251.030,249.925,247.576,253.536,252.051,250.787,256.151
2567,265.806,278.709,257.240,261.111,267.687,254.366,251.774,254.438,255.085,251.258,250.445,254.471,327.875,250.384,247.141,251.249,249.918,247.532,254.018,251.704,250.533,256.189
2568,265.171,278.910,256.934,260.675,267.673,254.508,251.399,253.680,255.423,250.253,249.547,254.220,327.138,250.851,247.411,251.372,249.593,247.481,254.429,251.600,250.640,256.217
2569,264.724,278.942,256.519,260.085,267.509,254.620,251.251,253.426,255.785,249.806,249.792,253.430,326.277,251.199,247.728,251.433,249.082,247.543,254.225,251.867,250.964,256.124
2570,264.899,278.710,256.383,259.402,267.183,254.683,251.228,252.980,255.935,250.194,250.739,252.816,325.443,251.199,248.070,251.370,248.638,247.526,253.568,252.041,251.374,255.926
2571,265.253,278.138,256.662,258.889,266.852,254.798,251.062,251.922,255.669,251.151,251.796,253.018,324.624,250.968,248.388,251.197,248.430,247.299,253.143,252.039,251.803,255.584
2572,265.198,277.443,256.962,258.902,266.670,254.817,250.684,250.746,254.928,252.425,252.551,253.901,323.822,250.853,248.557,250.985,248.423,247.026,253.139,251.875,252.199,255.088
2573,264.659,277.070,257.087,259.248,266.638,254.626,250.463,249.949,253.758,253.790,252.751,254.825,323.156,251.044,248.441,250.981,248.617,247.069,253.554,251.569,252.336,254.484
2574,263.908,277.100,257.143,259.658,266.582,254.298,250.507,249.621,252.573,254.747,252.457,254.996,322.722,251.410,248.241,251.101,249.105,247.565,254.057,251.149,251.954,253.982
2575,263.023,277.084,257.418,260.333,266.460,254.131,250.666,249.648,251.877,254.731,251.722,254.430,322.609,251.888,248.158,251.307,249.619,248.424,254.114,250.704,251.225,253.793
2576,261.995,276.755,257.972,261.205,266.303,254.180,250.523,250.070,251.751,253.763,250.784,253.955,322.481,252.207,248.350,251.281,249.953,249.195,253.529,250.530,250.551,253.922
2577,261.415,276.252,258.422,261.846,266.286,254.470,250.283,250.887,251.942,252.677,250.265,254.529,321.874,252.267,248.502,250.920,250.334,249.524,252.779,250.576,250.366,254.347
2578,261.424,275.953,258.502,261.748,266.475,255.142,250.412,251.602,252.195,251.683,250.257,255.422,320.959,251.982,248.297,250.448,250.603,249.316,252.254,250.805,250.519,254.853
2579,261.797,275.952,258.063,261.227,266.699,255.844,250.495,251.871,252.338,250.747,250.633,255.933,320.233,251.665,248.002,250.228,250.619,248.959,251.907,251.065,250.773,255.203
2580,262.189,276.035,257.031,260.462,266.953,256.014,250.366,251.867,252.464,250.129,250.788,255.865,319.851,251.404,247.989,250.416,250.404,248.766,251.804,251.390,250.974,255.219
2581,262.696,275.761,256.108,259.688,267.307,255.500,250.182,251.773,252.645,250.134,250.453,255.516,319.563,251.301,248.325,250.960,250.301,248.669,252.050,251.728,250.950,254.964
2582,263.041,275.152,255.976,259.085,267.606,254.751,250.081,251.910,252.966,250.323,249.992,254.857,319.224,251.386,248.721,251.425,250.393,248.253,252.439,252.039,250.708,254.564
2583,263.194,274.704,256.373,258.838,267.761,254.109,249.714,252.430,253.526,250.414,249.812,254.224,318.786,251.452,248.933,251.480,250.229,247.511,252.586,252.113,250.445,254.122
2584,263.101,274.893,256.585,258.910,267.775,253.981,249.147,252.910,254.334,250.392,250.037,253.861,318.393,251.400,248.880,251.095,249.600,246.946,252.282,251.737,250.320,253.564
2585,262.788,275.766,256.418,258.885,267.768,254.568,248.813,252.668,254.826,250.441,250.551,253.753,318.270,251.420,248.639,250.738,248.820,246.972,251.875,251.287,250.243,252.837
2586,262.304,276.544,256.052,258.679,267.460,255.478,248.800,251.727,254.669,250.484,250.873,253.946,318.348,251.518,248.272,250.825,248.526,247.227,251.729,251.106,250.223,252.371
2587,261.742,276.457,255.540,258.273,266.701,256.096,248.998,250.719,254.109,250.575,250.747,254.525,318.400,251.823,247.772,251.209,248.699,247.212,251.957,251.272,250.443,252.484
2588,261.101,275.492,255.094,257.833,265.630,256.077,249.366,250.266,253.457,250.871,250.502,255.229,318.148,252.502,247.196,251.152,249.016,247.162,252.207,251.431,250.857,252.771
2589,260.982,274.271,255.307,257.765,264.740,255.497,249.846,250.406,252.928,251.226,250.686,255.614,317.671,253.245,246.785,250.507,249.290,247.463,252.125,251.557,251.312,252.797
2590,261.249,273.326,256.223,257.855,264.505,254.948,250.221,251.031,252.747,251.651,251.278,255.426,317.161,253.414,246.500,249.687,249.348,247.749,251.618,251.460,251.563,252.568
2591,261.650,272.805,257.415,257.752,264.898,254.664,250.182,251.867,253.058,251.946,251.820,254.928,316.692,253.147,246.084,249.493,249.250,247.764,251.111,251.224,251.718,252.329
2592,261.618,272.465,258.073,257.120,265.434,254.708,249.864,252.516,253.481,252.021,252.090,254.601,316.184,253.012,245.812,250.108,249.028,247.710,250.846,251.123,251.660,252.187
2593,261.111,272.170,258.146,256.470,265.751,254.814,249.652,252.527,253.666,252.253,251.800,254.336,315.581,253.339,246.015,250.994,248.871,247.861,250.579,251.484,251.235,252.167
2594,260.378,271.999,257.787,256.308,265.784,254.617,249.853,251.836,253.577,252.602,251.322,254.265,315.022,253.966,246.559,251.507,248.790,248.238,250.343,252.345,250.618,252.265
2595,260.005,272.129,257.244,256.509,265.695,254.077,250.571,251.098,253.365,252.935,250.788,254.552,314.714,254.743,246.994,251.579,248.867,248.799,250.275,253.077,250.356,252.386
2596,260.581,272.416,256.815,256.611,265.720,253.626,251.350,250.680,253.249,252.930,250.180,254.969,314.611,255.319,247.139,251.414,249.098,249.229,250.375,253.361,250.686,252.408
2597,261.710,272.351,256.310,256.962,265.993,253.768,251.880,250.672,253.536,253.210,249.657,254.915,314.506,255.578,247.291,251.281,249.304,249.286,250.539,253.337,251.517,252.353
2598,262.253,271.814,255.753,257.410,266.232,254.699,251.945,250.820,254.130,253.763,249.416,254.229,314.255,255.588,247.709,251.342,249.381,248.939,250.779,253.381,252.471,252.416
2599,261.594,271.196,255.355,257.821,266.093,255.721,251.594,250.996,254.468,254.237,249.547,253.489,314.072,255.458,248.082,251.584,249.308,248.199,251.039,253.549,253.219,252.560
2600,260.724,270.913,255.237,258.090,265.816,255.850,251.118,251.352,254.212,254.403,249.665,253.161,314.319,255.221,248.217,251.873,249.299,247.344,251.461,253.841,253.769,252.582
2601,260.673,270.878,255.247,258.346,265.772,254.975,250.933,251.730,253.567,254.527,249.812,252.978,315.296,254.904,248.150,252.279,249.491,246.729,251.739,254.227,254.167,252.129
2602,261.512,270.945,255.265,258.735,265.883,253.918,251.023,251.457,253.232,255.118,250.171,252.498,316.864,254.540,248.091,252.571,249.605,246.606,251.804,254.458,254.338,251.498
2603,262.429,270.861,255.272,258.949,265.693,253.587,250.952,250.586,253.256,256.156,250.551,252.175,318.632,254.233,247.994,252.539,249.638,246.812,251.875,254.542,254.354,251.369
2604,263.175,270.387,255.230,259.034,265.406,254.019,250.684,249.594,253.485,257.108,250.800,252.538,320.306,254.076,247.757,252.362,249.682,247.203,252.139,254.537,254.360,252.004
2605,263.700,269.647,254.969,259.218,265.352,254.642,250.730,249.199,253.536,257.812,251.041,253.265,321.673,254.261,247.519,252.245,249.832,247.654,252.389,254.443,254.499,252.849
2606,263.829,269.148,254.537,259.470,265.619,254.877,251.166,249.441,253.164,258.237,251.616,253.574,322.698,254.695,247.519,252.038,249.853,247.786,252.489,254.361,254.738,253.269
2607,263.406,269.209,254.467,259.256,265.993,254.923,251.424,250.324,252.324,258.478,252.241,253.345,323.706,255.090,247.949,251.698,249.558,247.446,252.629,254.610,254.775,253.620
2608,262.880,269.784,255.049,258.432,266.301,255.339,251.406,251.559,251.253,258.511,252.412,252.883,324.900,255.173,248.361,251.505,249.285,247.087,253.068,254.983,254.304,254.263
2609,262.880,270.675,256.202,257.496,266.636,256.232,251.687,252.516,250.536,258.059,252.343,252.525,326.546,254.976,248.407,251.628,249.346,247.100,253.489,255.294,253.694,255.165
2610,263.553,272.034,257.272,256.855,267.123,257.189,252.583,253.082,250.413,257.306,252.506,252.570,328.486,254.761,248.226,252.106,249.836,247.413,253.750,255.484,253.402,255.753
2611,264.677,273.765,258.115,256.303,267.769,257.787,253.804,253.305,250.840,256.726,253.114,253.081,330.487,254.741,248.173,252.958,250.626,247.807,253.893,255.737,253.431,255.783
2612,265.539,275.596,258.756,255.885,268.462,258.260,254.740,253.320,251.700,256.516,254.033,253.816,332.255,254.751,248.266,253.958,251.629,247.835,254.186,255.870,253.751,255.470
2613,265.765,277.314,259.331,255.731,269.111,259.137,254.795,253.195,252.959,256.532,255.037,254.511,333.522,254.679,248.156,254.450,252.409,247.424,254.732,255.896,254.105,255.066
2614,265.876,278.801,259.634,255.855,269.389,260.254,254.099,252.918,253.833,256.457,255.718,255.274,334.194,254.633,247.654,254.034,252.722,246.957,255.304,255.937,254.404,254.916
2615,266.512,279.787,259.767,255.850,269.227,261.098,253.362,252.551,253.857,255.962,256.233,256.076,334.655,254.729,247.152,253.144,252.657,246.965,255.729,256.359,254.487,255.412
2616,267.447,280.268,259.791,255.530,268.953,261.533,253.449,252.469,253.297,255.355,256.878,256.749,335.108,254.882,247.042,252.755,252.477,247.320,255.954,257.200,254.453,256.402
2617,267.917,280.373,259.718,255.248,268.894,261.525,254.350,252.699,252.891,255.269,257.755,257.054,335.676,254.918,247.262,253.013,252.400,247.597,256.054,258.017,254.459,257.217
2618,267.751,280.316,259.787,255.286,269.154,261.216,255.189,252.945,252.976,255.903,258.269,257.031,336.464,254.843,247.321,253.505,252.432,247.424,256.104,258.446,254.541,257.424
2619,267.521,280.204,260.282,255.722,269.701,260.724,255.362,253.016,253.352,256.817,257.873,256.865,337.734,254.912,246.966,253.945,252.636,247.015,256.179,258.723,254.404,257.261
2620,267.244,279.935,261.031,255.932,270.595,260.148,255.147,253.184,253.928,257.274,256.678,257.040,339.499,255.100,246.646,254.195,253.150,246.844,256.321,258.651,253.905,257.299
2621,266.995,279.647,261.422,255.940,271.636,259.926,255.092,253.332,254.536,257.145,255.335,257.601,341.474,255.365,246.726,254.222,253.731,246.879,256.786,258.089,253.463,257.739
2622,267.203,279.418,261.523,256.248,272.423,260.060,255.226,253.277,255.140,256.581,254.502,258.368,343.437,255.679,247.063,253.915,253.921,246.576,257.318,257.113,253.523,258.285
2623,267.765,279.140,261.690,257.273,272.973,260.279,255.677,253.176,255.863,255.962,254.718,258.852,345.160,255.976,247.606,253.323,253.834,246.037,257.625,256.034,254.016,258.590
2624,268.608,278.769,262.272,258.701,273.554,260.399,256.346,253.316,256.539,255.769,255.522,259.148,346.297,256.149,248.053,252.930,253.890,246.022,257.743,255.087,254.475,258.629
2625,269.535,278.577,262.997,259.974,274.263,260.530,256.675,253.539,256.911,256.054,256.371,259.655,346.823,256.309,248.270,253.197,254.343,246.626,257.911,254.504,254.630,258.275
2626,270.263,278.744,263.505,260.799,274.909,260.672,256.634,253.984,256.730,256.591,256.971,260.224,347.134,256.508,248.437,253.905,254.808,247.433,258.186,254.193,254.555,257.592
2627,270.230,278.882,263.718,260.949,275.452,260.415,256.387,254.754,256.017,256.962,257.486,260.260,347.584,256.829,248.812,254.526,255.005,247.987,258.307,254.118,254.330,256.878
2628,269.677,278.630,263.467,260.645,275.851,259.883,256.074,255.539,255.154,256.935,257.796,259.578,348.137,257.155,249.310,254.869,254.930,248.206,258.011,254.186,254.082,256.556
2629,268.825,278.135,263.129,260.521,276.179,259.372,255.682,255.531,254.437,257.102,257.506,258.955,348.470,257.094,249.673,255.150,254.759,248.100,257.607,254.552,253.702,256.757
2630,267.783,277.848,263.042,261.056,276.437,259.041,255.378,254.680,254.140,257.629,256.792,259.278,348.509,256.837,249.924,255.499,254.514,247.885,257.539,254.877,253.296,257.171
2631,267.051,277.796,263.411,262.218,276.535,258.951,255.129,253.535,254.253,257.909,256.147,260.135,348.298,256.900,250.129,255.691,254.297,247.677,258.239,254.925,252.732,257.542
2632,266.747,277.843,263.983,263.521,276.440,258.951,254.896,252.727,254.382,257.366,255.531,260.789,347.890,257.255,250.270,255.734,254.374,247.242,258.979,254.735,252.382,257.783
2633,266.475,278.008,264.160,264.513,276.358,258.891,254.666,252.246,254.352,256.430,254.490,260.960,347.366,257.476,250.253,255.603,254.864,246.697,259.132,254.629,252.523,257.568
2634,266.069,278.195,264.063,264.731,276.374,258.664,254.668,252.219,254.590,255.941,253.224,260.928,346.906,257.424,250.042,255.548,255.437,246.227,258.986,254.745,252.948,256.872
2635,265.710,278.257,263.993,264.470,276.400,258.336,255.032,252.668,255.249,255.769,252.404,261.121,346.646,257.287,249.690,255.634,255.703,246.113,258.757,255.104,253.330,255.960
2636,265.470,278.219,263.986,264.068,276.312,258.213,255.659,253.477,255.427,255.366,252.461,261.767,346.634,257.279,249.169,255.793,255.888,246.180,258.600,255.460,253.509,255.384
2637,265.387,278.118,263.983,263.902,276.297,258.077,256.131,254.113,254.792,254.726,253.176,262.534,346.764,257.219,248.683,255.867,256.264,246.078,258.479,255.576,253.678,255.343
2638,265.691,278.003,263.829,263.752,276.216,257.516,256.309,253.969,253.799,253.941,253.845,262.946,346.466,257.012,248.371,255.852,256.586,245.864,258.439,255.275,253.930,255.637
2639,266.074,277.806,263.585,263.372,276.011,256.981,256.350,253.152,253.123,253.581,254.004,263.031,345.543,256.751,248.162,256.068,256.446,245.742,258.229,254.745,254.131,255.843
2640,266.184,277.439,263.321,262.739,275.520,257.112,256.336,252.223,252.662,253.715,253.571,263.117,344.351,256.649,248.063,256.091,255.706,245.794,257.893,254.383,254.119,255.938
2641,266.106,276.975,263.042,262.543,274.998,258.077,256.048,251.719,252.123,253.882,253.004,263.054,343.489,256.729,248.116,255.727,254.907,246.093,257.686,254.195,253.897,256.201
2642,265.972,276.597,262.892,263.030,274.818,259.194,255.470,251.609,251.580,253.661,252.894,262.547,343.095,256.863,248.323,255.315,254.357,246.390,257.793,253.954,253.577,256.689
2643,265.558,276.305,263.000,263.765,275.008,259.719,255.088,251.879,251.314,253.446,253.392,261.861,343.033,257.133,248.466,255.178,254.096,246.565,258.168,253.805,253.308,257.062
2644,264.756,275.977,263.192,264.009,275.136,259.568,255.187,252.281,251.648,253.672,253.927,261.359,343.081,257.394,248.344,255.218,253.953,246.589,258.550,253.877,253.288,257.221
2645,263.972,275.552,263.167,263.872,274.858,258.921,255.578,252.105,252.399,253.909,253.820,260.960,342.947,257.546,247.981,255.118,253.881,246.543,258.654,253.708,253.386,257.205
2646,263.419,274.866,262.704,263.436,274.386,258.243,255.806,251.367,253.034,253.731,253.078,260.502,342.396,257.249,247.641,255.080,254.012,246.535,258.196,253.135,253.477,256.904
2647,262.954,274.114,261.976,262.919,274.135,257.626,255.912,250.660,253.331,253.059,252.249,260.018,341.387,256.643,247.574,255.159,254.292,246.662,257.496,252.725,253.485,256.080
2648,262.387,273.799,261.366,262.645,274.164,257.079,255.968,250.379,253.345,252.344,251.894,259.525,340.257,256.161,247.958,255.224,254.701,246.935,257.054,252.928,253.310,255.131
2649,262.286,274.051,261.157,262.662,274.216,256.642,255.859,250.746,253.266,251.995,251.935,258.960,339.113,256.012,248.500,255.114,254.967,247.219,257.036,253.260,253.062,254.532
2650,262.908,274.439,261.286,263.060,274.063,256.571,255.419,251.398,253.113,252.108,252.016,258.744,338.128,256.273,248.943,254.805,255.112,247.468,257.082,253.429,252.815,254.307
2651,263.622,274.504,261.537,263.350,273.749,256.820,254.963,251.973,252.829,252.285,252.053,259.220,337.216,256.924,249.186,254.681,255.210,247.626,257.032,253.453,252.618,254.006
2652,263.917,274.197,261.794,263.479,273.459,257.208,254.763,252.086,252.174,252.403,251.780,260.188,336.428,257.496,249.112,254.613,255.143,247.647,256.893,253.463,252.435,253.751
2653,263.673,273.642,262.056,263.551,273.146,257.290,254.726,251.719,251.488,252.989,251.106,260.789,335.742,257.456,248.865,254.611,254.600,247.459,256.821,253.383,252.318,253.735
2654,263.106,273.113,262.352,263.637,272.743,256.984,254.721,251.555,251.375,254.285,250.294,260.839,335.201,256.829,248.637,254.541,253.596,247.229,256.846,253.159,252.443,253.821
2655,262.498,272.844,262.575,263.568,272.375,256.421,254.680,251.656,252.119,255.344,250.098,260.623,334.662,256.086,248.648,254.493,252.699,247.294,257.111,252.607,252.736,254.016
2656,261.843,272.913,262.683,263.261,272.143,256.063,254.435,251.637,253.171,254.962,251.065,260.413,334.018,255.600,248.939,254.677,252.301,247.582,257.375,252.125,252.962,254.193
2657,261.120,273.057,262.707,262.607,272.054,256.044,254.046,251.137,253.754,253.382,252.457,260.009,333.468,255.293,249.342,254.989,252.147,247.781,257.154,251.867,252.988,254.241
2658,260.258,272.961,262.275,262.162,272.121,256.339,253.742,250.504,253.505,252.091,253.327,259.359,333.193,255.012,249.502,255.131,252.100,247.758,256.368,251.805,252.893,254.044
2659,259.650,272.664,261.627,262.380,272.229,256.563,253.689,250.070,252.877,252.188,253.576,258.368,332.933,255.221,249.289,254.987,252.470,247.591,255.600,251.653,252.592,253.936
2660,259.419,272.371,261.516,263.137,272.135,256.497,253.590,250.051,252.502,253.317,253.690,257.561,332.327,255.763,249.011,254.820,253.252,247.539,255.232,251.258,252.177,254.207
2661,259.433,272.223,261.923,263.718,271.772,256.055,253.412,250.605,252.546,254.392,253.702,257.466,331.430,256.159,248.989,255.025,253.841,247.608,255.239,250.682,251.797,254.462
2662,259.498,271.853,262.143,263.410,271.312,255.648,253.410,251.137,252.672,254.882,253.490,257.614,330.583,255.849,249.053,255.634,253.715,247.403,255.282,250.506,251.656,254.337
2663,259.263,271.114,261.526,262.342,271.053,255.650,253.528,251.262,252.642,254.823,253.322,257.691,330.099,255.219,249.226,256.110,253.058,246.970,254.989,251.154,251.571,254.044
2664,258.982,270.275,260.429,261.611,271.066,255.858,253.378,250.980,252.843,254.382,253.461,257.610,329.863,254.902,249.471,256.093,252.273,246.628,254.529,252.294,251.308,253.855
2665,258.926,269.821,259.808,262.013,271.060,256.008,252.820,250.566,253.451,253.699,253.698,257.596,329.621,254.948,249.730,255.717,251.654,246.576,254.511,253.405,250.895,254.000
2666,259.387,269.871,260.223,262.923,270.889,255.675,252.101,250.141,254.174,253.140,253.747,257.982,329.156,254.805,249.654,255.275,251.129,246.455,255.189,254.051,250.563,254.367
2667,259.912,270.073,261.115,263.393,270.418,254.962,251.592,250.133,254.290,252.656,253.416,258.664,328.401,254.388,249.089,254.909,250.806,245.959,256.175,253.978,250.400,254.645
2668,260.424,270.038,261.578,263.060,269.750,254.470,251.809,250.547,253.754,252.204,252.959,258.928,327.455,254.070,248.323,254.814,250.965,245.379,256.421,253.337,250.386,254.466
