 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13
878,310.273,322.421,311.014,300.700,317.643,311.883,307.645,320.522,318.822,327.351,309.541,313.596,308.469
879,310.532,322.517,310.900,300.557,316.847,311.545,307.620,320.635,318.942,327.127,309.699,313.669,308.042
880,310.653,322.465,310.766,300.385,316.479,310.931,307.533,320.770,319.173,326.809,309.677,313.856,307.705
881,310.670,322.290,310.777,300.105,316.439,310.219,307.316,320.818,319.323,326.788,309.563,314.079,307.547
882,310.597,322.304,310.900,299.970,316.488,309.796,307.038,320.770,319.261,327.008,309.373,314.215,307.426
883,310.477,322.332,311.116,300.156,316.378,309.906,306.915,320.455,318.963,327.104,309.161,313.992,307.133
884,310.239,322.028,311.433,300.358,316.107,310.350,307.089,319.873,318.627,326.870,309.208,313.583,306.883
885,310.017,321.553,311.716,300.372,315.806,310.768,307.452,319.365,318.426,326.519,309.545,313.429,306.883
886,309.915,321.362,311.681,300.330,315.725,310.956,307.633,319.218,318.472,326.344,309.824,313.684,307.471
887,310.078,321.497,311.422,300.365,315.955,310.880,307.497,319.345,318.612,326.303,309.781,313.925,308.275
888,310.481,321.654,311.157,300.404,316.112,310.753,307.337,319.498,318.735,326.188,309.605,313.853,308.810
889,310.953,321.634,311.093,300.401,315.895,310.708,307.411,319.577,318.710,325.930,309.467,313.493,308.772
890,311.127,321.588,311.215,300.319,315.613,310.721,307.584,319.610,318.448,325.793,309.358,313.075,308.321
891,310.822,321.748,311.316,300.250,315.727,310.609,307.686,319.484,318.026,325.974,309.171,312.738,307.838
892,310.263,321.942,311.437,300.307,316.161,310.291,307.753,319.115,317.674,326.310,308.950,312.386,307.642
893,309.799,322.050,311.645,300.596,316.568,309.937,307.901,318.676,317.554,326.537,308.875,312.175,307.638
894,309.600,321.903,311.900,300.853,316.641,309.746,308.100,318.513,317.602,326.561,309.061,312.215,307.545
895,309.585,321.561,312.091,300.649,316.342,309.756,308.103,318.929,317.664,326.480,309.317,312.423,307.253
896,309.597,321.157,312.152,300.128,315.850,309.773,307.799,319.620,317.699,326.325,309.337,312.735,306.941
897,309.561,320.915,311.979,299.626,315.344,309.743,307.227,320.092,317.735,326.155,309.167,313.181,306.949
898,309.460,320.972,311.628,299.665,315.090,309.703,306.660,320.154,317.778,325.928,309.090,313.727,307.026
899,309.246,321.207,311.119,300.257,315.364,309.715,306.340,320.060,317.828,325.701,309.245,314.175,307.051
900,309.085,321.390,310.429,301.245,315.850,309.697,306.336,320.053,317.848,325.591,309.583,314.467,307.150
901,309.062,321.342,309.751,301.929,316.209,309.602,306.645,320.193,317.780,325.509,309.842,314.726,307.467
902,309.144,321.177,309.358,302.034,316.467,309.481,307.166,320.396,317.605,325.279,310.008,314.862,307.832
903,309.299,320.889,309.311,301.725,316.785,309.437,307.737,320.585,317.381,324.834,310.017,314.801,308.040
904,309.483,320.636,309.453,301.271,317.011,309.481,308.142,320.567,317.290,324.401,309.982,314.613,308.024
905,309.769,320.567,309.697,300.913,316.966,309.536,308.156,320.329,317.275,324.165,310.029,314.302,307.881
906,310.159,320.640,310.019,300.695,316.707,309.553,307.922,319.969,317.304,324.117,310.134,313.773,307.584
907,310.345,320.706,310.392,300.628,316.383,309.537,307.529,319.817,317.343,324.054,309.939,313.164,307.109
908,310.189,320.575,310.565,300.420,316.398,309.485,307.112,319.772,317.366,323.845,309.485,312.861,306.628
909,309.972,320.423,310.539,300.087,316.550,309.452,306.798,319.741,317.430,323.697,309.102,313.205,306.352
910,309.992,320.348,310.350,300.030,316.422,309.384,306.843,319.761,317.561,323.754,308.975,313.881,306.574
911,310.212,320.137,310.209,300.440,316.097,309.229,307.014,320.083,317.745,323.951,308.982,314.396,307.046
912,310.312,319.801,310.380,300.849,315.791,308.992,307.005,320.665,317.910,324.189,308.926,314.371,307.341
913,310.123,319.563,310.745,300.872,315.650,308.799,306.943,321.189,317.932,324.271,308.769,313.940,307.345
914,309.884,319.630,311.056,300.544,315.710,308.777,306.951,321.423,317.842,324.333,308.478,313.465,307.394
915,309.907,320.087,311.034,300.367,316.028,308.820,306.987,321.355,317.758,324.516,308.141,313.234,307.735
916,309.890,320.563,310.539,300.528,316.450,308.801,306.974,320.976,317.765,324.883,308.017,313.201,307.994
917,309.508,320.944,309.791,300.890,316.766,308.733,306.952,320.513,317.605,325.165,308.442,313.310,307.731
918,309.125,321.163,309.212,301.044,316.736,308.759,306.914,320.253,317.239,325.152,309.155,313.501,307.075
919,309.150,321.473,308.913,300.798,316.422,308.966,306.850,320.178,316.941,324.843,309.793,313.678,306.382
920,309.489,321.775,308.809,300.268,315.979,309.150,306.768,320.025,316.987,324.383,310.039,313.589,306.014
921,309.693,321.875,308.764,300.025,315.557,309.027,306.650,319.751,317.384,323.866,309.830,313.337,306.008
922,309.585,321.537,308.758,300.206,315.449,308.632,306.555,319.495,317.818,323.569,309.381,313.139,306.285
923,309.322,320.992,308.817,300.422,315.720,308.290,306.504,319.298,317.926,323.475,309.030,313.076,306.374
924,309.176,320.531,308.997,300.225,316.187,308.193,306.591,319.134,317.629,323.145,308.967,313.033,306.220
925,309.299,320.419,309.274,299.748,316.533,308.330,306.820,319.276,317.179,322.571,309.253,312.965,306.190
926,309.515,320.736,309.413,299.569,316.555,308.535,307.118,319.734,316.984,322.083,309.486,312.955,306.598
927,309.578,320.962,309.074,300.050,316.254,308.719,307.339,320.034,317.104,321.900,309.505,313.054,307.408
928,309.390,320.867,308.406,300.741,315.798,308.874,307.407,319.832,317.319,321.992,309.204,313.224,308.139
929,309.301,320.543,307.795,301.037,315.394,308.971,307.225,319.457,317.367,322.122,309.041,313.323,308.539
930,309.307,320.503,307.584,300.837,315.116,309.006,307.035,319.345,317.209,321.946,309.252,313.211,308.448
931,309.458,320.883,307.777,300.328,314.895,308.917,307.068,319.548,317.074,321.791,309.557,312.810,307.984
932,309.559,321.553,308.181,299.897,314.589,308.657,307.243,319.724,317.059,321.731,309.751,312.247,307.444
933,309.610,322.030,308.616,299.727,314.383,308.313,307.419,319.664,317.060,321.855,309.883,311.739,307.162
934,309.616,321.998,309.011,299.805,314.422,308.095,307.464,319.520,316.955,322.104,310.035,311.531,307.208
935,309.657,321.453,309.305,300.044,314.774,308.051,307.474,319.488,316.640,322.501,310.135,311.682,307.188
936,309.879,320.757,309.246,300.268,315.127,308.087,307.442,319.480,316.364,322.794,310.050,311.923,306.931
937,310.210,320.310,308.992,300.271,315.120,308.120,307.289,319.422,316.191,322.843,309.708,311.907,306.592
938,310.483,320.105,308.888,300.172,314.738,308.133,307.007,319.498,316.125,322.666,309.370,311.580,306.586
939,310.542,320.008,309.141,300.183,314.286,308.057,306.656,319.850,316.112,322.372,309.226,311.130,306.962
940,310.373,319.879,309.661,300.355,314.254,307.985,306.458,320.512,316.209,322.279,309.356,310.869,307.471
941,310.352,319.841,309.933,300.635,314.721,308.477,306.698,321.495,316.414,322.413,309.551,311.046,307.782
942,310.360,319.843,309.695,300.938,315.510,309.983,307.372,322.865,316.703,322.812,309.884,311.786,307.713
943,310.258,319.960,309.154,301.502,316.146,312.298,308.290,324.471,317.083,323.483,310.366,312.933,307.493
944,310.280,320.394,308.779,302.211,316.596,314.703,309.336,325.741,317.620,324.662,310.751,314.337,307.586
945,310.845,321.211,308.743,303.096,317.249,316.677,310.215,326.514,318.302,326.380,310.971,315.572,308.202
946,311.932,322.439,308.984,304.438,318.077,318.124,310.851,327.099,319.055,328.511,311.355,316.356,309.018
947,313.157,323.940,309.299,306.064,318.983,319.351,311.117,327.888,319.759,330.468,312.131,316.697,309.954
948,314.212,325.280,309.650,307.555,319.813,320.510,311.151,328.811,320.225,331.715,312.932,316.844,310.954
949,314.949,326.064,310.400,308.583,320.684,321.549,311.346,329.677,320.434,332.393,313.552,317.161,311.653
950,315.377,326.463,311.573,309.186,321.622,322.340,311.660,330.449,320.544,332.907,313.967,317.550,311.778
951,315.623,326.980,313.058,309.615,322.383,322.967,311.869,331.091,320.606,333.478,314.278,317.711,311.749
952,315.769,327.765,314.565,310.131,322.858,323.686,311.768,331.544,320.602,333.951,314.570,317.568,312.240
953,315.858,328.310,315.711,310.683,323.267,324.787,311.518,331.964,320.507,334.253,314.957,317.461,313.453
954,315.913,328.525,316.186,311.140,323.439,326.119,311.226,332.352,320.456,334.426,315.198,317.749,314.808
955,316.106,328.740,316.063,311.303,323.424,327.338,310.996,332.661,320.516,334.566,315.263,318.362,315.566
956,316.267,329.062,315.756,311.204,323.465,328.191,310.783,332.828,320.673,334.806,315.392,318.990,315.570
957,316.419,329.235,315.530,310.924,323.879,328.690,310.662,333.060,320.763,335.077,315.621,319.458,315.057
958,316.638,329.064,315.425,310.800,324.464,329.074,310.844,333.203,320.808,335.357,315.710,319.618,314.404
959,316.911,328.680,315.660,310.995,324.862,329.366,311.182,333.075,320.812,335.533,315.468,319.630,313.895
960,317.015,328.370,316.204,311.479,324.841,329.496,311.196,332.667,320.753,335.457,315.099,319.720,313.622
961,316.833,328.340,316.727,311.952,324.566,329.630,310.714,332.368,320.538,335.201,314.939,319.864,313.622
962,316.405,328.427,317.008,312.046,324.396,329.913,310.069,332.470,320.235,335.095,314.812,319.802,313.687
963,316.021,328.461,317.067,311.800,324.450,330.194,309.630,332.893,319.943,335.235,314.639,319.610,313.503
964,315.875,328.533,316.982,311.349,324.553,330.225,309.471,333.130,319.798,335.401,314.566,319.306,312.982
965,315.814,328.833,316.730,310.908,324.475,330.069,309.431,332.925,319.928,335.401,314.661,318.930,312.511
966,315.886,329.199,316.403,310.690,324.168,329.897,309.343,332.505,320.252,335.292,314.651,318.682,312.590
967,315.996,329.314,316.021,310.908,323.774,329.767,309.168,332.233,320.448,335.086,314.465,318.969,312.980
968,316.140,329.181,315.782,311.468,323.523,329.686,309.140,332.172,320.204,334.856,314.293,319.610,313.220
969,316.231,328.907,315.746,311.899,323.479,329.711,309.371,332.140,319.634,334.496,314.346,320.224,313.364
970,316.233,328.656,315.963,311.956,323.514,329.712,309.529,331.862,319.160,334.212,314.601,320.377,313.796
971,316.038,328.531,316.114,311.679,323.507,329.471,309.460,331.314,319.018,333.964,314.637,319.948,314.440
972,315.833,328.495,316.196,311.080,323.359,329.097,309.195,330.687,319.131,333.723,314.231,319.085,314.990
973,315.860,328.350,316.207,310.289,322.978,328.740,308.717,330.345,319.403,333.568,313.683,318.185,315.004
974,316.191,328.062,316.064,309.603,322.340,328.494,308.249,330.377,319.706,333.617,313.489,317.696,314.523
975,316.722,327.726,315.852,309.633,321.710,328.295,308.048,330.607,319.891,333.780,313.603,317.509,313.832
976,317.121,327.555,315.730,310.145,321.301,328.104,308.077,330.917,319.677,334.100,313.704,317.377,313.327
977,317.019,327.787,315.586,310.294,321.168,327.849,308.149,331.143,319.141,334.670,313.613,317.324,313.156
978,316.347,328.328,315.372,309.814,321.344,327.661,308.033,331.106,318.657,335.284,313.449,317.503,313.186
979,315.502,328.648,314.979,309.206,321.748,327.553,307.679,330.952,318.436,335.454,313.376,317.675,313.034
980,314.960,328.581,314.594,309.034,322.086,327.403,307.167,330.928,318.380,335.034,313.431,317.588,312.752
981,314.972,328.058,314.249,309.140,322.133,327.076,306.878,330.979,318.383,334.605,313.374,317.184,312.390
982,315.161,327.330,314.143,309.108,321.905,326.632,307.067,330.713,318.387,334.498,313.192,316.756,311.958
983,315.199,326.773,314.201,308.860,321.746,326.258,307.524,330.294,318.377,334.638,313.041,316.675,311.515
984,315.131,326.404,314.377,308.651,321.755,325.974,307.791,330.088,318.306,334.597,312.853,316.814,311.297
985,315.322,326.159,314.571,308.807,321.662,325.801,307.704,330.161,318.170,334.535,312.542,316.774,311.568
986,315.807,325.952,314.488,309.353,321.269,325.612,307.417,330.103,317.882,334.604,312.117,316.517,312.048
987,316.153,325.907,313.878,309.929,320.675,325.289,307.206,329.686,317.477,334.757,311.624,316.188,312.527
988,316.081,325.825,313.056,310.025,320.110,324.851,307.165,328.901,317.135,334.710,311.216,315.774,312.754
989,315.559,325.539,312.502,309.557,319.686,324.483,307.386,328.282,316.967,334.292,311.065,315.304,312.673
990,314.841,325.149,312.549,308.803,319.288,324.281,307.730,328.151,317.040,333.576,311.234,314.959,312.372
991,314.223,324.881,313.000,308.321,318.935,324.208,307.975,328.190,317.270,332.827,311.556,314.831,311.929
992,314.091,324.922,313.457,308.404,318.727,324.110,307.879,327.904,317.568,332.256,311.784,314.781,311.691
993,314.451,325.209,313.286,308.633,318.757,323.976,307.522,327.172,317.744,332.129,311.843,314.608,311.741
994,314.898,325.541,312.693,308.748,318.897,323.802,307.126,326.474,317.770,332.245,311.793,314.327,311.766
995,315.097,325.541,311.994,308.523,319.174,323.553,306.912,326.024,317.741,332.349,311.651,314.093,311.537
996,315.036,325.435,311.628,307.901,319.557,323.187,306.966,325.778,317.670,332.467,311.504,314.328,311.123
997,314.812,325.308,311.685,307.266,319.783,322.749,307.232,325.502,317.509,332.573,311.449,314.878,310.889
998,314.506,325.123,311.970,306.672,319.802,322.416,307.551,325.215,317.269,332.457,311.429,315.302,310.869
999,314.193,324.905,312.376,306.298,319.740,322.151,307.907,325.096,317.055,332.038,311.330,315.404,310.980
1000,313.786,324.622,312.677,306.420,319.665,321.877,308.166,325.275,317.040,331.569,311.091,315.390,311.069
1001,313.263,324.360,312.592,306.878,319.606,321.488,308.174,325.524,317.118,331.238,310.881,315.604,311.022
1002,312.805,324.187,312.204,307.190,319.654,320.949,307.830,325.613,317.051,331.184,310.762,315.866,310.897
1003,312.542,324.247,311.902,307.195,319.804,320.490,307.342,325.366,316.831,331.429,310.698,315.996,310.689
1004,312.578,324.382,311.907,307.161,319.968,320.237,306.938,325.031,316.744,331.791,310.579,315.982,310.554
1005,312.752,324.447,312.087,307.337,320.112,320.155,306.756,324.938,316.873,331.878,310.550,316.130,310.584
1006,313.009,324.252,311.989,307.351,320.265,320.073,306.703,325.186,317.153,331.600,310.728,316.408,310.626
1007,313.218,323.869,311.525,307.213,320.312,319.969,306.612,325.585,317.327,331.183,311.155,316.978,310.455
1008,313.383,323.567,311.100,307.101,320.105,319.897,306.456,325.698,317.320,330.853,311.546,317.867,310.168
1009,313.549,323.410,310.876,307.227,319.843,319.806,306.314,325.428,317.126,330.662,311.607,318.801,310.024
1010,313.657,323.278,310.665,307.344,320.036,319.743,306.129,324.891,316.950,330.558,311.438,319.352,310.107
1011,313.686,323.153,310.327,307.172,320.626,319.789,305.883,324.397,316.868,330.522,311.321,319.591,310.242
1012,313.527,323.276,310.061,306.899,321.193,319.813,305.702,324.062,316.737,330.336,311.323,319.822,310.129
1013,313.098,323.859,309.925,306.853,321.503,319.771,305.722,323.888,316.442,330.116,311.192,320.278,309.903
1014,312.629,324.519,309.682,306.993,321.249,319.773,305.912,323.808,316.238,330.072,310.878,320.605,309.701
1015,312.312,324.664,309.318,306.979,320.688,319.862,306.001,323.887,316.338,330.126,310.495,320.521,309.648
1016,312.188,324.044,309.165,306.640,320.237,319.888,305.793,323.934,316.678,330.253,310.043,320.217,309.717
1017,312.220,323.292,309.461,306.105,320.123,319.743,305.413,323.839,316.941,330.357,309.566,320.005,309.921
1018,312.267,322.867,310.079,305.741,320.017,319.505,305.156,323.483,316.855,330.212,309.183,319.906,310.222
1019,312.267,322.785,310.543,305.463,319.692,319.245,305.143,323.018,316.494,329.822,309.151,319.757,310.481
1020,312.197,322.632,310.568,305.177,319.282,318.949,305.345,322.678,316.039,329.561,309.489,319.585,310.515
1021,312.047,322.398,310.260,304.888,318.922,318.582,305.548,322.643,315.716,329.767,310.076,319.655,310.236
1022,311.750,322.153,309.934,304.851,318.671,318.141,305.545,322.770,315.610,330.272,310.587,319.713,309.655
1023,311.400,321.978,309.501,305.149,318.434,317.865,305.375,322.972,315.658,330.858,310.885,319.602,309.129
1024,311.112,322.022,308.986,305.569,318.314,317.842,305.179,323.149,315.654,331.176,310.867,319.501,308.846
1025,311.127,322.167,308.594,305.814,318.247,317.929,305.030,323.235,315.571,331.173,310.766,319.676,308.952
1026,311.485,322.268,308.656,305.865,318.342,317.946,304.936,323.360,315.469,330.946,310.735,320.168,309.325
1027,312.182,322.231,309.189,305.826,318.836,317.811,305.077,323.693,315.457,330.517,310.815,320.660,309.758
1028,312.924,322.016,309.811,305.693,319.654,317.531,305.335,323.988,315.393,330.033,310.832,320.810,309.923
1029,313.419,321.978,310.148,305.580,320.351,317.158,305.656,323.986,315.288,329.697,310.726,320.684,309.792
1030,313.540,322.072,310.172,305.640,320.413,316.831,305.892,323.671,315.256,329.705,310.493,320.546,309.509
1031,313.311,321.990,309.928,305.720,319.910,316.509,305.923,323.351,315.309,329.928,310.479,320.509,309.327
1032,312.913,321.726,309.560,305.525,319.402,316.133,305.678,323.273,315.354,330.091,310.673,320.554,309.275
1033,312.580,321.630,309.146,304.796,319.301,315.799,305.288,323.433,315.306,329.904,310.855,320.501,309.283
1034,312.532,321.944,308.785,304.048,319.707,315.693,304.988,323.693,315.176,329.398,310.830,320.249,309.327
1035,312.771,322.252,308.628,303.725,320.007,315.821,304.905,323.940,315.049,328.729,310.615,319.675,309.117
1036,313.138,322.203,308.693,303.892,319.806,316.032,304.987,323.926,314.990,328.168,310.374,319.092,308.634
1037,313.629,321.877,308.734,304.197,319.379,316.080,305.197,323.541,314.964,327.879,310.198,318.798,308.164
1038,314.191,321.346,308.703,304.186,319.456,315.869,305.325,323.018,314.937,327.886,309.933,318.780,307.941
1039,314.583,320.972,308.583,303.700,320.241,315.593,305.224,322.724,314.848,328.034,309.526,318.743,308.115
1040,314.739,320.867,308.430,303.032,321.095,315.427,305.130,322.762,314.734,328.326,309.259,318.584,308.689
1041,314.697,321.107,308.470,302.842,321.164,315.405,305.298,322.907,314.753,328.613,309.179,318.324,309.176
1042,314.786,321.477,308.785,303.381,320.202,315.392,305.483,322.875,314.908,328.739,309.281,318.144,309.248
1043,314.968,321.843,309.159,303.814,318.901,315.326,305.473,322.604,315.051,328.599,309.417,318.138,309.097
1044,314.966,322.121,309.156,303.493,318.090,315.137,305.427,322.218,315.093,328.250,309.590,318.266,308.816
1045,314.506,321.992,308.766,302.729,317.800,314.878,305.434,321.786,315.177,327.905,309.644,318.467,308.451
1046,313.754,321.586,307.987,302.312,317.785,314.577,305.423,321.456,315.354,327.516,309.458,318.510,308.311
1047,313.225,321.336,307.228,302.603,317.826,314.353,305.374,321.289,315.568,327.135,309.141,318.289,308.576
1048,313.078,321.332,307.022,303.381,318.080,314.140,305.325,321.443,315.602,327.003,308.958,317.923,308.947
1049,313.286,321.463,307.376,304.014,318.445,313.877,305.378,321.822,315.468,327.059,308.953,317.567,308.879
1050,313.720,321.316,307.862,304.261,318.764,313.618,305.581,322.066,315.264,327.227,308.944,317.253,308.248
1051,314.023,320.901,308.122,304.174,318.725,313.394,305.945,322.171,314.988,327.165,308.945,317.135,307.475
1052,314.030,320.316,308.177,303.922,318.204,313.267,306.199,322.263,314.691,327.034,309.111,317.222,307.186
1053,313.788,319.901,308.332,303.567,317.407,313.288,306.055,322.183,314.518,326.979,309.511,317.427,307.475
1054,313.453,319.871,308.541,303.328,316.729,313.399,305.612,321.746,314.577,326.917,309.919,317.436,307.867
1055,313.216,320.066,308.746,303.259,316.559,313.325,305.226,321.030,314.752,326.790,310.080,317.146,307.954
1056,313.091,320.326,308.891,303.450,316.785,312.989,305.089,320.449,314.706,326.514,309.962,316.778,307.901
1057,313.047,320.421,308.982,303.778,317.088,312.606,305.079,320.326,314.334,326.196,309.719,316.514,307.881
1058,312.951,320.252,309.111,303.782,317.409,312.337,305.088,320.524,313.969,325.930,309.613,316.417,307.802
1059,312.782,320.231,309.125,303.427,317.636,312.345,305.138,320.775,313.926,325.847,309.575,316.399,307.719
1060,312.561,320.465,308.828,303.250,317.652,312.423,305.107,320.915,314.113,326.039,309.599,316.349,307.784
1061,312.362,320.757,308.239,303.585,317.705,312.320,305.056,321.062,314.283,326.440,309.634,316.161,308.109
1062,312.210,320.551,307.687,303.860,317.768,311.988,305.092,321.411,314.419,326.887,309.626,315.879,308.479
1063,312.201,319.926,307.448,303.631,317.514,311.657,305.223,321.935,314.444,327.237,309.556,315.576,308.723
1064,312.191,319.376,307.557,302.972,316.721,311.564,305.411,322.349,314.347,327.460,309.584,315.311,308.685
1065,312.009,319.135,307.857,302.190,315.933,311.708,305.492,322.487,314.233,327.558,309.593,315.202,308.554
1066,311.720,318.879,308.035,301.608,315.658,311.894,305.417,322.188,314.246,327.520,309.576,315.394,308.535
1067,311.458,318.565,308.022,301.475,315.964,312.005,305.314,321.485,314.382,327.114,309.590,315.913,308.477
1068,311.350,318.408,308.014,301.892,316.559,311.996,305.355,320.645,314.540,326.356,309.587,316.535,308.234
1069,311.333,318.489,308.045,302.351,317.178,311.903,305.539,320.032,314.485,325.731,309.479,316.932,307.840
1070,311.424,318.813,308.010,302.390,317.609,311.680,305.595,319.761,314.235,325.656,309.415,316.814,307.671
1071,311.667,319.217,307.994,302.023,317.806,311.376,305.389,319.833,314.026,325.900,309.637,316.315,307.958
1072,311.818,319.720,308.233,301.500,317.641,311.165,305.107,320.045,314.011,325.923,310.142,315.752,308.459
1073,311.665,320.183,308.767,301.067,317.217,311.079,304.998,320.295,314.107,325.695,310.563,315.344,308.640
1074,311.371,320.583,309.340,300.807,316.875,311.053,305.076,320.522,314.196,325.310,310.521,315.332,308.420
1075,311.252,320.839,309.618,300.915,316.667,311.011,305.175,320.666,314.273,325.194,310.092,315.798,307.994
1076,311.447,320.845,309.697,301.216,316.662,310.959,305.276,320.649,314.349,325.356,309.599,316.370,307.564
1077,311.828,320.672,309.711,301.580,316.981,310.980,305.423,320.575,314.397,325.532,309.290,316.465,307.048
1078,312.165,320.569,309.767,301.897,317.551,311.070,305.588,320.499,314.268,325.475,309.239,316.081,306.602
1079,312.311,320.608,309.984,301.970,317.927,311.166,305.793,320.450,313.982,325.202,309.429,315.773,306.586
1080,312.004,320.769,310.435,302.055,317.785,311.141,305.938,320.382,313.737,324.961,309.625,315.832,306.962
1081,311.278,320.730,311.018,302.255,317.213,311.037,305.892,320.314,313.675,324.977,309.448,315.984,307.291
1082,310.544,320.201,311.464,302.319,316.789,310.910,305.635,320.301,313.714,325.173,309.069,316.014,307.444
1083,310.144,319.211,311.419,302.039,316.800,310.867,305.353,320.391,313.771,325.341,308.876,315.999,307.697
1084,310.138,318.284,310.982,301.718,317.112,310.847,305.210,320.488,313.864,325.330,308.993,316.190,308.022
1085,310.330,318.082,310.623,301.798,317.374,310.774,305.145,320.613,313.915,325.238,309.195,316.507,308.154
1086,310.487,318.529,310.613,302.305,317.409,310.570,305.275,320.649,313.860,325.285,309.222,316.655,308.048
1087,310.388,319.280,310.766,302.833,317.351,310.345,305.647,320.673,313.890,325.577,309.053,316.592,307.901
1088,310.155,320.024,310.764,303.108,317.355,310.205,306.100,320.646,314.012,326.039,308.802,316.521,307.667
1089,310.030,320.604,310.430,302.947,317.279,310.136,306.383,320.560,314.024,326.230,308.658,316.408,307.236
1090,310.150,320.881,310.085,302.704,316.852,309.938,306.417,320.460,313.890,326.055,308.655,316.217,306.594
1091,310.479,320.901,310.157,302.622,316.230,309.723,306.302,320.421,313.696,325.902,308.730,315.948,306.248
1092,310.739,320.966,310.602,302.610,316.019,309.485,306.236,320.385,313.659,325.948,308.765,315.778,306.640
1093,310.879,321.085,311.016,302.413,316.430,309.340,306.162,320.470,313.729,325.858,308.950,315.646,307.602
1094,310.877,321.157,311.051,302.110,317.133,309.354,305.907,320.684,313.799,325.471,309.151,315.438,308.410
1095,310.794,321.016,310.823,301.853,317.710,309.543,305.569,320.699,313.774,325.020,309.159,315.130,308.648
1096,310.807,320.791,310.514,301.713,317.923,309.577,305.425,320.400,313.697,324.757,309.044,314.909,308.497
1097,311.057,320.485,310.380,301.681,317.736,309.348,305.553,319.895,313.676,324.672,308.956,314.709,308.293
1098,311.405,319.998,310.459,301.638,317.548,309.083,305.985,319.561,313.815,324.600,308.978,314.440,307.830
1099,311.705,319.423,310.793,301.608,317.512,309.001,306.386,319.588,314.023,324.558,309.160,314.210,307.202
1100,311.659,319.137,311.116,301.748,317.473,309.034,306.414,319.882,314.211,324.729,309.368,314.198,306.707
1101,311.320,319.360,311.106,302.390,317.181,309.039,305.916,320.075,314.270,325.077,309.403,314.226,306.467
1102,311.025,319.620,310.827,303.475,316.662,308.912,305.226,320.313,314.258,325.356,309.343,314.109,306.396
1103,310.886,319.505,310.469,304.158,316.103,308.818,304.806,320.592,314.221,325.352,309.131,313.862,306.222
1104,310.627,319.074,310.141,303.961,315.555,308.938,304.952,320.669,314.196,325.059,308.988,313.680,305.935
1105,310.157,318.795,309.814,303.053,315.121,309.198,305.545,320.301,314.152,324.656,309.076,313.677,305.794
1106,309.894,318.875,309.628,302.282,314.768,309.338,306.319,319.922,313.988,324.401,309.280,313.806,305.992
1107,309.875,319.109,309.648,302.241,314.454,309.123,306.807,319.829,313.769,324.346,309.423,314.000,306.404
1108,309.955,319.111,309.799,302.427,314.385,308.635,307.030,319.782,313.710,324.452,309.466,314.357,306.729
1109,309.958,318.887,309.989,302.408,314.665,308.380,307.022,319.631,313.861,324.545,309.430,314.970,306.857
1110,310.165,318.686,310.061,302.161,315.107,308.493,306.992,319.515,314.095,324.646,309.269,315.482,306.941
1111,310.381,318.829,310.011,301.995,315.363,308.731,306.875,319.594,314.135,324.631,309.018,315.440,307.226
1112,310.633,319.276,309.828,301.844,315.376,308.784,306.704,319.778,313.935,324.499,308.769,314.827,307.515
1113,310.955,319.700,309.706,301.560,315.488,308.667,306.530,319.887,313.624,324.272,308.707,313.955,307.776
1114,311.371,319.583,309.785,301.486,315.761,308.568,306.397,319.749,313.384,323.954,308.751,313.226,308.008
1115,311.472,318.875,310.091,301.516,316.189,308.451,306.318,319.366,313.321,323.659,308.920,312.715,308.053
1116,311.299,318.159,310.379,301.677,316.497,308.325,306.183,319.081,313.340,323.471,309.168,312.570,307.905
1117,311.027,317.893,310.345,301.906,316.400,308.380,306.194,319.087,313.358,323.387,309.373,312.833,307.806
1118,310.752,318.155,309.944,302.202,315.864,308.672,306.427,319.278,313.326,323.566,309.507,313.295,307.818
1119,310.491,318.724,309.419,302.206,315.260,308.991,306.699,319.431,313.232,324.044,309.519,313.580,307.796
1120,310.239,319.028,309.226,302.028,315.047,309.135,306.887,319.525,313.145,324.540,309.435,313.479,307.541
1121,310.044,318.998,309.541,301.839,315.351,309.160,306.958,319.745,313.244,324.897,309.361,313.157,307.317
1122,309.932,318.781,310.106,302.023,315.914,309.229,307.164,320.097,313.532,324.900,309.460,312.839,307.186
1123,309.750,318.610,310.454,302.404,316.221,309.376,307.555,320.272,313.747,324.458,309.845,312.650,307.069
1124,309.475,318.453,310.202,302.642,315.938,309.510,307.783,320.213,313.733,323.692,310.263,312.711,307.018
1125,309.347,318.260,309.650,302.523,315.393,309.548,307.641,320.280,313.586,323.011,310.308,312.975,307.218
1126,309.521,318.215,309.244,302.172,315.114,309.470,307.420,320.549,313.491,322.651,309.763,313.236,307.465
1127,309.854,318.569,309.022,301.667,315.219,309.282,307.423,320.780,313.522,322.742,308.952,313.436,307.582
1128,309.922,318.863,308.928,301.122,315.336,309.126,307.590,320.699,313.633,322.984,308.450,313.504,307.622
1129,309.593,318.795,308.833,300.729,315.480,309.144,307.664,320.451,313.675,323.117,308.336,313.438,307.535
1130,309.252,318.419,308.835,300.431,315.725,309.303,307.708,320.272,313.635,323.147,308.461,313.492,307.392
1131,309.278,318.141,308.722,300.202,316.159,309.459,307.782,320.122,313.527,323.259,308.864,313.673,307.269
1132,309.367,318.068,308.457,300.078,316.492,309.535,307.884,319.967,313.529,323.489,309.436,313.651,307.107
