 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9
944,228.198,238.544,268.282,219.337,225.688,217.784,209.259,226.172,227.175
945,228.368,238.451,268.188,219.161,225.731,218.550,209.475,226.395,227.147
946,228.743,238.649,268.145,219.329,225.742,219.569,209.909,226.563,227.216
947,228.963,239.175,268.221,219.527,225.785,220.105,210.462,226.721,227.128
948,228.683,239.851,268.247,219.674,225.933,219.876,210.837,226.834,226.984
949,228.146,240.440,268.127,219.909,226.164,219.239,211.061,226.723,226.917
950,227.873,240.619,267.992,220.394,226.558,218.679,211.131,226.444,226.917
951,228.127,240.294,267.873,220.892,227.189,218.395,211.261,226.335,226.860
952,228.629,239.525,267.694,221.125,227.917,218.326,211.573,226.354,226.737
953,229.043,238.783,267.299,220.734,228.392,218.312,212.130,226.408,226.682
954,229.118,238.493,266.858,219.827,228.443,218.050,212.594,226.395,226.602
955,228.767,238.858,266.663,219.008,228.370,217.532,212.671,226.555,226.637
956,228.453,239.792,266.617,218.649,228.707,217.734,212.520,226.966,226.753
957,228.407,240.802,266.663,218.615,229.509,218.931,212.364,227.499,226.919
958,228.560,241.598,266.552,218.643,230.473,220.628,212.327,227.989,226.915
959,228.662,242.139,266.107,218.909,231.232,221.867,212.375,228.329,226.839
960,228.621,242.368,265.669,219.513,231.614,222.243,212.427,228.411,226.907
961,228.422,242.314,265.742,220.187,231.504,222.124,212.543,228.502,227.074
962,228.187,242.093,266.232,220.666,231.171,221.789,212.646,228.884,227.192
963,228.054,241.752,266.733,220.785,230.949,221.362,212.662,229.379,227.408
964,227.896,241.346,266.892,220.759,230.712,221.018,212.730,229.633,227.794
965,227.709,240.995,266.744,220.739,230.063,220.748,213.170,229.437,228.228
966,227.563,240.866,266.419,220.722,229.221,220.628,213.433,228.831,228.576
967,227.511,240.920,265.870,220.558,228.789,220.528,213.170,228.070,228.856
968,227.513,241.010,265.361,220.306,228.970,220.225,212.546,227.317,229.069
969,227.468,240.843,265.255,220.289,229.275,220.083,212.396,226.795,229.055
970,227.354,240.485,265.681,220.521,229.041,220.023,212.711,226.572,228.668
971,227.237,239.975,266.160,220.703,228.144,219.844,212.935,226.327,228.083
972,227.194,239.490,266.245,220.666,227.071,219.564,212.897,226.014,227.661
973,226.981,239.160,266.149,220.351,226.452,219.174,212.848,225.886,227.621
974,226.664,238.931,266.194,219.901,226.387,218.752,212.949,225.981,227.763
975,226.478,238.797,266.223,219.462,226.513,218.376,213.056,226.170,227.862
976,226.879,238.647,265.989,219.323,226.811,217.972,213.377,226.243,227.609
977,227.511,238.588,265.671,219.521,227.024,217.573,213.779,226.078,227.199
978,228.119,238.745,265.561,219.824,226.905,217.142,214.049,225.736,226.957
979,228.470,239.103,265.646,220.057,226.523,217.064,214.005,225.370,227.112
980,228.791,239.263,265.729,220.210,226.174,217.321,213.788,225.188,227.401
981,229.222,239.123,265.762,220.218,225.910,217.858,213.641,225.194,227.353
982,229.703,238.810,265.890,220.144,225.658,218.326,213.676,225.280,227.083
983,230.166,238.510,266.011,219.779,225.399,218.450,213.954,225.523,226.958
984,230.435,238.328,265.893,219.130,225.194,218.381,214.137,225.904,227.080
985,230.513,238.426,265.524,218.552,225.144,218.482,213.979,226.239,227.292
986,230.489,238.693,265.207,218.331,225.499,218.683,213.725,226.393,227.244
987,230.418,238.871,265.136,218.419,226.093,218.748,213.616,226.382,226.971
988,230.299,238.802,265.300,218.484,226.591,218.372,213.667,226.219,226.535
989,230.119,238.526,265.546,218.374,226.830,218.069,213.741,225.850,226.305
990,230.099,238.327,265.613,218.156,227.110,218.440,213.699,225.534,226.445
991,230.604,238.585,265.608,217.969,227.323,219.069,213.613,225.520,226.735
992,231.463,239.418,265.831,218.020,227.329,219.573,213.543,225.982,226.625
993,232.207,240.353,266.177,218.470,227.087,220.092,213.529,226.621,226.140
994,232.491,240.766,266.425,219.110,226.899,220.872,213.573,227.037,225.642
995,232.284,240.546,266.273,219.561,227.061,221.523,213.655,227.070,225.386
996,231.854,240.141,265.927,219.637,227.679,221.693,213.818,226.979,225.296
997,231.345,239.784,265.704,219.657,228.469,221.550,214.012,226.895,225.306
998,230.840,239.552,265.634,219.966,229.058,221.486,214.333,226.834,225.483
999,230.310,239.216,265.642,220.360,229.187,221.349,214.657,226.762,225.900
1000,229.905,238.737,265.905,220.365,228.835,221.069,214.657,226.725,226.460
1001,229.871,238.178,266.221,220.054,228.227,220.775,214.319,226.800,227.016
1002,230.112,237.716,266.277,219.731,227.890,220.605,213.851,226.878,227.606
1003,230.032,237.237,266.000,219.530,228.100,220.344,213.762,227.070,228.163
1004,229.220,236.796,265.858,219.354,228.651,219.917,214.086,227.309,228.474
1005,228.095,236.575,265.986,219.071,229.003,220.064,214.637,227.404,228.462
1006,227.315,236.596,266.096,218.997,228.699,220.761,215.074,227.186,228.163
1007,227.237,236.717,265.909,219.130,227.882,221.046,215.063,226.724,227.943
1008,227.424,236.809,265.495,219.246,227.111,220.500,214.720,226.231,227.794
1009,227.493,237.074,265.047,219.099,226.563,219.642,214.280,225.832,227.599
1010,227.465,237.278,264.755,218.805,226.392,218.991,214.039,225.449,227.471
1011,227.569,237.113,264.596,218.813,226.323,218.697,214.056,225.163,227.587
1012,227.668,236.554,264.532,218.918,225.969,218.454,214.352,224.995,227.770
1013,227.450,236.145,264.573,218.626,225.422,218.174,214.715,224.839,227.637
1014,226.966,236.309,264.771,218.156,225.061,217.817,214.764,224.702,227.045
1015,226.690,236.812,265.143,217.918,225.064,217.624,214.627,224.635,226.571
1016,226.539,237.155,265.637,218.130,225.108,217.477,214.408,224.709,226.543
1017,226.386,237.271,265.974,218.448,224.738,217.445,214.405,224.987,226.889
1018,226.065,237.275,266.102,218.507,224.073,217.628,214.455,225.394,227.099
1019,225.784,237.433,266.056,218.241,223.725,218.339,214.585,225.828,227.009
1020,225.412,237.631,266.047,217.912,223.899,219.399,214.669,226.246,226.810
1021,224.884,237.663,265.992,217.592,224.255,220.170,214.590,226.516,226.739
1022,224.535,237.593,265.938,217.360,224.588,220.101,214.268,226.499,226.900
1023,224.541,237.516,266.006,217.269,224.830,219.284,214.012,226.225,227.005
1024,224.866,237.353,266.000,217.473,225.066,217.936,214.040,226.019,226.884
1025,225.213,237.078,265.901,218.048,225.628,216.532,214.131,226.267,226.661
1026,225.550,236.866,265.881,218.691,226.434,215.528,213.989,226.943,226.751
1027,225.924,236.825,265.954,219.235,226.946,215.138,213.622,227.546,227.019
1028,226.586,236.724,266.095,219.686,226.919,215.477,213.205,227.595,226.919
1029,227.291,236.505,266.120,219.907,226.490,216.422,213.165,227.131,226.349
1030,227.382,236.235,265.959,219.680,226.098,217.642,213.545,226.660,225.983
1031,226.836,236.237,265.573,219.246,226.074,218.486,213.928,226.548,226.381
1032,226.399,236.449,265.191,218.949,226.521,218.271,214.028,226.899,227.209
1033,226.431,236.717,265.123,218.841,227.094,217.317,213.904,227.488,227.685
1034,226.841,236.904,265.392,218.700,227.429,216.734,213.720,228.004,227.526
1035,227.250,237.178,265.727,218.530,227.389,216.899,213.518,228.312,227.095
1036,227.418,237.703,265.846,218.632,227.248,217.532,213.447,228.445,226.820
1037,227.338,238.474,265.881,218.966,227.362,218.055,213.412,228.516,226.808
1038,227.162,239.168,266.049,219.116,227.983,218.468,213.373,228.596,226.917
1039,226.950,239.655,266.262,219.006,228.934,219.041,213.285,228.873,227.002
1040,226.847,239.935,266.203,219.025,229.930,219.917,213.249,229.323,227.142
1041,227.024,240.190,265.922,219.524,230.698,220.803,213.338,229.647,227.355
1042,227.437,240.374,265.761,220.224,231.041,221.372,213.433,229.598,227.561
1043,227.866,240.574,265.863,220.578,231.197,221.523,213.363,229.478,227.858
1044,227.823,240.817,266.030,220.618,231.195,221.486,213.079,229.656,228.256
1045,227.500,241.183,265.997,220.456,230.954,221.491,212.655,230.092,228.408
1046,227.407,241.600,265.764,220.176,230.462,221.596,212.296,230.333,228.076
1047,227.871,241.788,265.538,219.881,230.125,221.583,212.039,230.312,227.434
1048,228.616,241.706,265.473,219.725,230.104,221.202,212.000,230.237,226.979
1049,229.123,241.371,265.555,219.674,230.342,220.775,212.254,230.380,226.946
1050,229.330,240.822,265.710,219.768,230.501,220.780,212.566,230.637,227.239
1051,229.369,240.196,265.992,220.037,230.333,221.101,212.485,230.618,227.420
1052,229.565,239.560,266.306,220.482,230.020,221.280,212.054,230.138,227.299
1053,229.897,239.013,266.413,220.756,229.704,220.844,211.769,229.501,227.076
1054,230.076,238.500,266.366,220.952,229.567,220.188,211.888,229.015,227.048
1055,229.843,238.047,266.098,221.246,229.469,219.821,212.331,228.946,227.066
1056,229.438,237.725,265.922,221.550,229.221,219.817,212.818,229.220,227.031
1057,229.129,237.382,266.230,221.547,228.731,220.055,213.180,229.492,226.721
1058,229.144,237.111,266.962,221.068,228.135,220.298,213.319,229.639,226.247
1059,229.341,236.975,267.782,220.422,227.473,220.509,213.384,229.760,225.919
1060,229.172,237.029,268.145,219.771,227.028,220.399,213.475,229.998,225.896
1061,228.604,237.458,267.979,219.235,226.799,219.500,213.517,230.200,226.116
1062,227.696,238.150,267.573,218.989,226.613,218.128,213.294,230.144,226.223
1063,226.812,238.614,267.136,219.283,226.402,217.115,212.968,229.936,226.074
1064,226.252,238.570,266.767,220.028,226.192,216.995,212.695,229.967,225.960
1065,226.203,238.580,266.375,220.833,226.194,217.541,212.723,230.373,226.081
1066,226.545,239.180,265.854,221.320,226.348,218.225,212.839,230.896,226.206
1067,227.181,239.992,265.366,221.388,226.644,218.427,212.725,231.099,226.164
1068,228.049,240.337,265.154,221.207,226.964,218.069,212.399,230.968,225.946
1069,228.655,239.985,265.195,220.969,227.128,217.422,212.098,230.660,225.815
1070,228.489,239.147,265.095,220.652,227.219,217.000,211.877,230.386,225.971
1071,227.817,238.443,264.666,220.255,227.403,217.050,211.792,230.159,226.369
1072,227.235,238.069,264.160,219.776,227.610,217.450,211.844,230.063,226.647
1073,226.862,237.922,263.960,219.499,227.630,217.917,212.044,229.976,226.635
1074,226.815,237.951,264.099,219.609,227.510,218.239,212.345,229.838,226.512
1075,227.084,238.163,264.277,219.901,227.386,218.427,212.552,229.619,226.401
1076,227.399,238.698,264.425,220.017,227.389,218.550,212.534,229.517,226.562
1077,227.427,239.609,264.585,219.649,227.907,218.482,212.452,229.735,226.912
1078,227.364,240.724,264.884,218.941,228.967,218.766,212.436,230.247,227.261
1079,227.448,241.791,265.258,218.275,230.292,219.661,212.461,230.763,227.517
1080,227.978,242.451,265.506,217.799,231.172,220.647,212.310,231.131,227.398
1081,228.623,242.716,265.416,217.856,231.376,221.395,211.662,231.347,227.061
1082,229.131,242.838,265.154,218.467,231.160,221.862,210.778,231.460,226.606
1083,229.468,243.013,265.168,219.320,230.989,222.124,210.292,231.581,226.303
1084,229.664,243.304,265.569,219.717,230.924,222.587,210.650,231.794,226.221
1085,229.746,243.647,266.151,219.280,230.788,223.041,211.462,231.988,226.439
1086,229.739,244.080,266.558,218.368,230.561,222.908,211.967,231.858,227.026
1087,229.681,244.412,266.561,217.892,230.373,222.156,212.053,231.296,227.526
1088,229.616,244.526,266.291,218.173,230.164,221.216,211.923,230.582,227.498
1089,229.517,244.454,266.123,218.932,229.919,220.656,211.823,230.205,227.175
1090,229.368,244.402,266.416,219.499,229.699,220.427,211.655,230.341,227.118
1091,229.160,244.520,266.909,219.365,229.328,219.959,211.592,230.574,227.486
1092,228.655,244.525,267.175,218.575,228.781,219.427,211.743,230.653,227.953
1093,227.942,244.247,267.125,217.830,228.157,218.876,212.144,230.580,228.251
1094,227.379,243.815,267.113,217.737,227.738,218.390,212.606,230.433,228.201
1095,227.129,243.448,267.245,218.238,227.627,217.807,212.776,230.324,227.801
1096,227.032,243.283,267.351,218.765,227.751,217.055,212.545,230.232,227.424
1097,226.929,243.196,267.184,218.691,227.806,216.729,212.047,230.044,227.273
1098,227.039,242.959,266.951,218.176,227.534,216.812,211.457,229.742,227.216
1099,227.418,242.297,266.931,217.569,226.996,217.000,211.105,229.310,227.128
1100,227.854,241.356,267.203,217.249,226.664,217.206,211.221,228.824,226.905
1101,228.284,240.655,267.468,217.314,226.744,217.647,211.711,228.437,226.649
1102,228.756,240.474,267.611,217.516,226.926,218.450,212.268,228.309,226.393
1103,229.321,240.685,267.829,217.561,226.811,219.202,212.620,228.492,226.149
1104,229.951,241.011,268.056,217.484,226.469,219.372,212.494,228.859,226.031
1105,230.478,241.346,267.947,217.524,226.152,218.803,211.988,229.209,226.102
1106,230.569,241.590,267.380,217.734,226.194,217.972,211.664,229.405,226.273
1107,230.451,241.598,266.809,217.728,226.494,217.550,211.755,229.520,226.452
1108,230.493,241.351,266.477,217.368,226.638,217.743,212.268,229.516,226.588
1109,230.701,240.948,266.317,216.997,226.590,217.959,212.830,229.421,226.545
1110,230.944,240.582,266.200,216.921,226.360,218.119,213.067,229.221,226.294
1111,231.375,240.413,266.152,217.028,226.063,218.619,212.834,229.027,226.138
1112,231.864,240.477,266.284,217.017,226.031,219.349,212.331,229.041,226.362
1113,232.185,240.696,266.591,216.992,226.392,219.839,211.919,229.298,226.747
1114,232.062,240.918,266.921,217.139,226.889,219.922,211.690,229.600,227.138
1115,231.711,240.845,266.954,217.504,226.986,219.578,211.741,229.622,227.234
1116,231.401,240.552,266.468,218.045,226.670,218.665,211.907,229.267,227.131
1117,231.493,240.301,265.640,218.323,226.439,217.720,211.900,228.833,226.896
1118,231.845,240.206,264.951,218.252,226.738,217.349,211.592,228.734,226.602
1119,232.112,240.118,264.764,217.983,227.383,217.936,211.250,228.940,226.313
1120,231.970,240.049,264.863,217.550,227.886,219.147,211.268,229.189,226.028
1121,231.427,240.304,264.960,217.125,228.175,220.206,211.940,229.247,225.907
1122,230.912,240.997,264.922,216.728,228.493,220.711,212.834,229.330,225.931
1123,230.672,241.895,264.945,216.609,229.083,221.165,213.508,229.561,226.142
1124,230.806,242.402,265.087,216.807,229.939,221.940,213.881,230.024,226.412
1125,231.299,242.523,265.389,217.042,230.630,222.417,214.310,230.578,226.754
1126,231.690,242.944,265.886,216.748,230.895,221.931,214.748,230.918,227.062
1127,231.640,243.842,266.530,216.122,230.738,220.881,214.914,230.865,227.201
1128,231.192,244.761,266.983,215.754,230.477,220.339,214.580,230.521,227.173
1129,230.711,245.046,267.264,215.816,230.306,220.601,213.793,230.469,227.149
1130,230.244,244.722,267.628,216.425,230.165,221.399,213.002,230.903,227.261
1131,229.821,244.243,268.127,217.150,230.222,222.133,212.543,231.425,227.394
1132,229.369,243.758,268.412,217.555,230.368,222.514,212.574,231.673,227.128
1133,228.938,243.315,268.130,217.331,230.489,222.679,213.019,231.400,226.555
1134,228.522,243.056,267.438,216.635,230.359,222.431,213.539,230.831,226.168
1135,228.194,243.106,266.840,215.969,230.060,221.972,213.667,230.409,226.206
1136,227.998,243.534,266.620,215.788,229.741,221.587,213.405,230.250,226.327
1137,227.662,244.056,266.611,216.184,229.212,221.440,213.233,230.064,226.301
1138,227.243,244.469,266.595,216.703,228.474,221.514,213.205,229.585,226.362
1139,226.868,244.675,266.502,216.694,227.778,221.312,213.124,228.907,226.670
1140,226.666,244.690,266.454,216.142,227.483,220.748,212.750,228.359,227.112
1141,226.556,244.443,266.706,215.408,227.464,219.876,212.448,228.290,227.529
1142,226.418,244.067,267.073,214.994,227.514,219.115,212.557,228.594,227.785
1143,226.334,243.727,267.273,215.195,227.436,218.601,213.145,228.877,228.002
1144,226.422,243.479,267.270,215.771,227.172,217.839,213.855,228.923,227.965
1145,226.489,243.250,267.267,216.357,226.709,217.005,213.944,228.774,227.671
1146,226.336,243.042,267.367,216.768,226.262,216.826,213.364,228.576,227.208
1147,225.802,242.922,267.309,216.958,226.199,217.450,212.665,228.420,226.721
1148,224.925,242.791,266.938,216.782,226.496,218.229,212.389,228.207,226.303
1149,224.257,242.456,266.245,216.380,226.735,218.376,212.587,228.014,225.957
1150,223.922,241.871,265.608,215.907,226.751,217.959,212.977,227.736,225.676
1151,223.909,241.332,265.521,215.700,226.640,217.592,213.525,227.463,225.562
1152,224.259,241.101,265.875,215.853,226.439,217.624,214.016,227.378,225.626
1153,224.757,241.353,266.168,216.329,226.311,217.862,214.436,227.646,225.694
1154,225.043,241.745,266.224,216.637,226.268,218.000,214.830,228.107,225.491
1155,224.886,241.951,266.139,216.416,226.100,218.073,215.042,228.368,225.204
1156,224.282,241.658,265.992,215.762,225.725,217.688,215.009,228.293,225.021
1157,223.625,241.310,265.774,215.125,225.390,217.142,214.823,228.204,225.064
1158,223.323,241.278,265.284,214.873,225.603,217.317,214.489,228.375,225.424
1159,223.319,241.503,264.759,214.796,226.292,218.307,214.037,228.656,226.159
1160,223.343,241.619,264.608,214.929,227.103,219.105,213.440,229.006,227.062
1161,223.004,241.422,264.774,215.337,227.519,219.014,213.051,229.204,227.711
1162,222.274,241.121,264.854,215.618,227.590,218.317,213.243,229.176,227.865
1163,221.726,241.082,264.556,215.595,227.536,217.766,213.862,228.933,227.670
1164,221.603,241.384,264.172,215.544,227.711,217.748,214.555,228.695,227.346
1165,221.769,241.518,264.087,215.680,228.175,218.087,214.970,228.586,226.991
1166,222.058,241.212,264.258,215.737,228.729,218.711,215.056,228.628,226.720
1167,222.263,240.590,264.306,215.530,229.392,219.766,214.940,228.786,226.647
1168,222.414,240.172,264.206,215.357,230.085,221.165,214.630,228.954,226.952
1169,222.506,240.049,264.096,215.592,230.802,222.537,214.086,229.073,227.503
1170,222.465,240.314,264.018,216.031,231.469,223.229,213.478,229.128,227.919
1171,222.308,241.002,263.960,216.439,232.103,222.867,213.226,229.238,228.040
1172,222.157,241.827,264.091,216.646,232.614,221.867,213.553,229.508,227.993
1173,222.140,242.333,264.306,216.887,232.876,220.936,214.093,229.778,227.948
1174,222.321,242.261,264.405,217.261,232.679,220.532,214.412,229.877,227.915
1175,222.543,241.936,264.221,217.320,232.348,220.298,214.476,229.737,227.798
1176,222.571,241.719,263.954,217.042,231.950,220.046,214.671,229.434,227.360
1177,222.414,241.650,263.925,216.929,231.444,219.972,214.965,229.275,226.612
1178,222.076,241.655,264.271,217.170,230.826,219.977,215.100,229.379,225.922
1179,221.591,241.694,264.678,217.391,230.033,220.064,214.800,229.449,225.818
1180,221.261,241.789,264.927,217.436,229.387,220.417,214.263,229.199,226.199
1181,221.041,241.987,265.088,217.357,229.113,220.716,213.986,228.858,226.595
1182,220.539,242.036,265.293,217.266,229.174,220.771,214.187,228.670,226.732
1183,219.847,241.882,265.544,217.122,229.244,220.408,214.699,228.595,226.756
1184,219.416,241.699,265.805,216.966,229.110,219.945,215.137,228.473,226.979
1185,219.414,241.413,265.913,216.810,228.759,219.619,215.363,228.347,227.294
1186,219.493,241.131,265.832,216.745,228.577,219.688,215.513,228.293,227.566
1187,219.384,240.871,265.546,216.771,228.708,219.945,215.697,228.301,227.500
1188,219.356,240.647,265.338,216.895,228.744,219.853,215.844,228.231,227.073
1189,219.793,240.516,265.514,216.929,228.403,219.569,216.070,227.989,226.554
1190,220.267,240.531,266.026,216.884,227.826,219.243,216.527,227.683,226.292
1191,220.179,240.642,266.413,216.759,227.390,218.968,217.007,227.425,226.256
1192,219.634,240.618,266.366,216.504,227.335,218.541,217.299,227.280,226.540
1193,219.118,240.551,266.018,216.187,227.413,217.807,217.249,227.256,226.870
1194,219.069,240.588,265.886,216.074,227.265,216.734,216.881,227.404,226.933
1195,219.345,240.554,265.861,216.122,226.744,215.849,216.410,227.678,226.792
1196,219.521,240.268,265.752,215.921,226.019,215.317,216.004,227.841,226.619
1197,219.289,239.815,265.581,215.363,225.618,215.583,215.592,227.751,226.668
1198,218.767,239.490,265.637,214.898,225.786,216.495,215.075,227.562,226.751
1199,218.103,239.462,265.997,214.839,226.339,217.161,214.702,227.512,226.706
1200,217.496,239.815,266.235,214.873,226.694,217.087,214.701,227.540,226.640
1201,217.142,240.283,266.134,214.683,226.725,216.307,215.040,227.714,226.597
1202,217.282,240.627,265.802,214.431,226.617,215.839,215.285,227.986,226.728
1203,217.763,240.889,265.655,214.544,226.748,216.101,215.259,228.460,226.855
1204,218.274,240.961,265.909,214.867,227.255,217.087,215.005,228.847,226.791
1205,218.674,240.580,266.285,215.102,227.664,218.069,214.702,228.806,226.626
1206,218.924,239.925,266.450,215.170,227.652,218.495,214.650,228.480,226.363
1207,219.179,239.399,266.402,215.051,227.295,218.491,214.818,228.381,226.197
1208,219.340,239.204,266.598,214.771,227.251,218.917,215.082,228.622,226.204
1209,219.713,239.291,267.099,214.663,227.865,219.968,215.278,229.017,226.261
1210,220.276,239.430,267.535,215.057,228.962,221.064,215.233,229.290,226.156
1211,221.024,239.611,267.544,216.105,230.369,221.642,214.961,229.583,225.978
1212,221.562,239.717,267.206,216.966,231.833,221.784,214.701,230.022,225.995
1213,221.744,239.489,266.980,216.960,233.007,221.844,214.665,230.478,226.388
1214,221.774,239.077,267.099,215.980,233.434,221.408,214.751,230.772,226.984
1215,221.976,238.969,267.335,214.856,233.242,220.583,214.893,230.885,227.490
1216,222.375,239.252,267.210,214.490,232.855,219.821,215.035,230.947,227.872
1217,222.746,239.462,266.643,215.054,232.531,219.679,215.257,230.924,228.102
1218,222.845,239.250,266.061,215.867,232.215,219.931,215.352,230.755,228.166
1219,222.868,238.895,265.925,216.244,231.665,219.835,215.135,230.396,228.166
1220,223.241,238.739,266.012,216.255,231.181,219.083,214.643,230.032,228.144
1221,223.840,238.899,266.180,216.541,230.996,218.605,214.284,229.761,228.097
1222,224.354,239.111,266.434,216.856,231.041,219.248,214.063,229.464,228.043
1223,224.623,239.144,266.768,216.768,230.987,220.592,214.109,228.991,228.142
1224,224.692,239.332,266.985,216.263,230.647,221.995,214.420,228.682,228.374
1225,224.558,239.637,267.047,215.901,229.870,222.601,214.760,228.712,228.431
1226,224.521,239.665,266.878,216.116,229.028,222.060,214.935,228.891,228.059
1227,224.853,239.459,266.808,216.822,228.617,221.050,214.904,228.915,227.403
1228,225.304,239.466,266.963,217.603,228.484,220.243,214.776,228.757,226.958
1229,225.578,239.608,267.188,218.017,228.236,219.807,214.494,228.503,226.851
1230,225.729,239.454,267.184,217.830,227.585,219.280,213.963,228.101,226.912
1231,225.765,238.750,266.991,217.218,226.682,218.404,213.490,227.620,227.111
1232,225.860,237.887,266.895,216.748,225.869,217.431,213.403,227.251,227.486
1233,226.172,237.255,266.973,216.581,225.406,216.977,213.825,227.150,227.753
1234,226.638,236.949,267.165,216.433,225.392,217.440,214.438,227.170,227.742
1235,226.981,236.681,267.311,216.425,225.731,218.344,214.974,227.176,227.462
1236,227.037,236.489,267.395,216.734,226.236,218.936,215.226,227.125,227.152
1237,226.729,236.539,267.311,217.161,226.607,218.995,214.991,226.964,226.894
1238,226.160,236.655,267.183,217.045,226.809,218.697,214.292,226.596,226.578
1239,225.601,236.873,267.299,216.592,226.949,218.436,213.692,226.161,226.168
1240,225.440,237.196,267.558,216.371,227.026,218.294,213.454,225.895,226.024
1241,225.459,237.397,267.825,216.669,226.902,218.399,213.550,226.064,226.588
1242,225.414,237.284,267.956,217.068,226.519,218.514,213.792,226.517,227.412
1243,225.256,236.977,267.986,216.938,226.151,218.353,213.788,226.690,228.040
1244,225.153,237.023,267.892,216.371,226.168,217.954,213.800,226.382,228.275
1245,225.229,237.619,267.791,215.669,226.543,217.638,214.186,225.929,228.434
1246,225.330,238.374,267.771,215.133,227.097,217.821,214.851,225.791,228.497
1247,225.174,238.786,267.713,215.006,227.544,218.083,215.210,225.853,228.225
1248,224.681,238.696,267.529,215.263,227.707,218.156,215.119,225.804,227.685
1249,224.170,238.144,267.142,215.671,227.657,218.096,214.935,225.511,227.375
1250,223.772,237.358,266.620,215.972,227.662,218.239,214.954,225.285,227.545
1251,223.761,236.626,266.297,215.705,227.793,218.395,214.984,225.359,227.848
1252,224.065,236.230,266.216,214.887,228.115,218.514,214.841,225.757,227.924
1253,224.315,236.322,266.078,214.074,228.591,218.546,214.527,226.395,227.766
1254,224.244,236.549,265.707,213.946,229.037,218.505,214.198,227.149,227.623
1255,224.224,236.587,265.316,214.493,229.463,218.459,214.023,227.693,227.585
1256,224.397,236.534,265.308,215.227,230.043,218.560,214.035,227.989,227.614
1257,224.302,236.593,265.646,215.816,230.853,219.174,214.249,228.164,227.524
1258,224.009,236.828,265.954,216.116,231.523,220.041,214.545,228.290,227.201
1259,223.759,237.039,266.061,216.176,231.762,221.028,214.750,228.329,226.806
1260,223.897,236.997,266.096,216.108,231.679,221.945,214.611,228.233,226.676
1261,224.248,236.961,266.186,216.263,231.593,222.633,214.075,227.981,226.927
1262,224.534,237.325,266.338,216.904,231.576,222.959,213.480,227.723,227.215
1263,224.909,237.959,266.494,217.504,231.573,222.890,213.037,227.566,227.362
1264,225.604,238.492,266.633,217.470,231.531,222.624,212.643,227.498,227.529
1265,226.358,238.760,266.567,216.717,231.416,222.523,212.363,227.355,227.815
1266,226.785,238.856,266.398,215.856,231.249,222.619,212.380,227.151,228.045
1267,226.834,238.956,266.410,215.402,231.255,222.890,212.774,227.011,228.119
1268,227.015,239.145,266.601,215.620,231.417,223.252,213.391,226.998,228.081
1269,227.149,239.361,266.799,216.190,231.443,223.271,213.912,227.095,228.195
1270,226.853,239.516,266.939,216.646,231.135,222.509,214.053,227.083,228.348
1271,226.114,239.552,267.165,216.796,230.563,220.885,213.685,226.748,228.157
1272,225.390,239.613,267.392,217.116,229.698,219.170,213.091,226.162,227.737
1273,225.054,239.750,267.550,217.637,229.001,218.495,212.559,225.643,227.434
1274,225.144,239.962,267.620,218.020,228.779,218.991,212.298,225.138,227.349
1275,225.213,240.010,267.630,218.088,229.070,219.991,212.298,224.568,227.369
1276,225.330,239.895,267.526,217.972,229.380,220.505,212.384,224.057,227.336
1277,225.765,239.616,267.206,217.615,229.217,220.298,212.401,224.043,227.209
1278,226.562,239.193,266.825,217.028,228.594,219.867,212.492,224.469,227.059
1279,227.616,238.711,266.602,216.368,228.001,219.578,212.665,224.929,227.050
1280,228.739,238.475,266.826,215.779,227.802,219.239,212.769,225.142,227.263
1281,229.646,238.693,267.314,215.235,227.872,218.913,212.802,225.013,227.512
1282,230.052,239.118,267.564,214.527,227.822,218.830,212.821,224.646,227.529
1283,230.164,239.364,267.506,214.048,227.573,218.651,212.720,224.270,227.329
1284,230.287,239.312,267.460,213.912,227.348,217.945,212.517,224.214,227.239
1285,230.468,238.930,267.601,214.057,227.353,217.174,212.476,224.459,227.540
1286,230.543,238.340,267.575,214.377,227.547,216.835,212.569,224.660,228.010
1287,230.284,237.645,267.416,214.904,227.742,217.037,212.671,224.583,228.355
1288,229.817,236.889,267.329,215.178,227.803,217.463,212.750,224.295,228.479
1289,229.666,236.232,267.438,214.924,227.668,217.959,212.993,224.043,228.291
1290,229.970,235.982,267.698,214.419,227.744,218.216,213.271,223.870,227.822
1291,230.470,236.376,268.015,213.952,228.204,218.284,213.482,223.783,227.247
1292,230.886,237.283,268.128,213.700,228.863,218.142,213.503,223.854,226.893
1293,231.166,238.126,268.014,213.567,229.043,217.624,213.389,223.995,226.799
1294,231.317,238.415,267.698,213.484,228.563,217.078,213.294,223.940,226.901
1295,231.287,238.072,267.389,213.473,227.860,216.931,213.264,223.689,227.016
1296,231.222,237.732,267.119,213.581,227.583,217.445,213.336,223.471,226.967
1297,231.229,237.824,266.933,214.040,227.748,218.353,213.476,223.344,226.740
1298,231.345,237.985,266.851,214.762,228.118,218.812,213.806,223.151,226.635
1299,231.216,237.897,266.951,215.516,228.403,218.812,214.166,222.938,226.749
1300,230.804,237.614,267.122,216.023,228.523,218.995,214.406,223.043,226.888
1301,230.291,237.374,267.256,216.303,228.540,219.422,214.352,223.634,226.824
1302,229.920,237.446,267.337,216.493,228.818,219.899,214.165,224.367,226.538
