 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,MEan7,Mean8,Mean9,Mean10
580,-1.234414813,0.094390207,0.558064747,0.333190707,0.296795374,1.134137243,0.865424191,-0.197758922,-1.575267881,0.339257535
581,-1.236672517,0.090907245,0.557507567,0.321807173,0.307557866,1.120716619,0.847825068,-0.222030115,-1.463169813,0.360536246
582,-1.241646035,0.088586602,0.560450579,0.311157945,0.313929203,1.100921069,0.831842525,-0.247517999,-1.363230663,0.360052649
583,-1.249439197,0.087560118,0.565924103,0.302257934,0.314613536,1.074961476,0.819287078,-0.272142292,-1.279507253,0.337700516
584,-1.259802331,0.088095856,0.572548521,0.295789406,0.308862948,1.043411651,0.811308405,-0.294035006,-1.213237331,0.295565234
585,-1.272007759,0.090601056,0.578774587,0.291965249,0.296868953,1.007514246,0.80797475,-0.311819875,-1.165721153,0.237234806
586,-1.28485617,0.0955306,0.583244268,0.290537903,0.279421161,0.969209626,0.808158805,-0.324977168,-1.135905087,0.167637676
587,-1.296652063,0.103201853,0.58506171,0.291080556,0.258194572,0.930661601,0.809583501,-0.33385264,-1.121732951,0.092155791
588,-1.30591482,0.113528448,0.583836446,0.29283484,0.235495404,0.894273604,0.80910274,-0.339463497,-1.12007042,0.016388486
589,-1.311287619,0.126036894,0.580009711,0.295026614,0.213894388,0.862267115,0.803388147,-0.34338614,-1.126480374,-0.054729671
590,-1.311925506,0.139783069,0.574507299,0.29695804,0.196172706,0.83642161,0.789271561,-0.347431663,-1.137373694,-0.117031588
591,-1.307619273,0.153366184,0.568739523,0.298120997,0.185037991,0.818061932,0.76440173,-0.353289462,-1.148666263,-0.167701039
592,-1.29902204,0.165359312,0.564218928,0.298312716,0.182705897,0.80794055,0.727781004,-0.362048193,-1.157715572,-0.205339647
593,-1.287631797,0.174347025,0.562390942,0.297555241,0.190869742,0.806087609,0.680206698,-0.373945363,-1.162819026,-0.229430953
594,-1.275249617,0.17950767,0.56432491,0.296112817,0.210357839,0.811934542,0.623900608,-0.388393777,-1.163624698,-0.240892237
595,-1.264079337,0.180398611,0.57052497,0.294497138,0.241212626,0.824287984,0.562626229,-0.403880967,-1.159694771,-0.241446011
596,-1.256165033,0.177451104,0.580782567,0.293114372,0.282652036,0.841532235,0.501229408,-0.418296305,-1.152515435,-0.233224329
597,-1.253164763,0.171416285,0.594301746,0.292366526,0.332886611,0.86212403,0.444784694,-0.429243536,-1.143416092,-0.218519066
598,-1.255895751,0.163827362,0.609802455,0.292678027,0.389524819,0.884251473,0.398091641,-0.434338737,-1.134318403,-0.199306724
599,-1.264244436,0.156309191,0.625669935,0.294111286,0.449779927,0.906992675,0.364970662,-0.431958241,-1.126569385,-0.177215041
600,-1.277260703,0.150422224,0.64041332,0.296654347,0.510460612,0.929249841,0.347910633,-0.421203903,-1.120501831,-0.153436944
601,-1.293422588,0.147481607,0.652813892,0.300051106,0.568168372,0.950495781,0.34763478,-0.402359877,-1.116815146,-0.128378358
602,428.989,444.873,404.681,420.536,413.462,429.787,,,,
603,428.598,444.941,404.653,420.739,413.512,429.573,,,,
604,428.586,445.001,404.5,421.01,413.757,429.209,,,,
605,428.858,445.128,404.43,421.098,413.938,428.909,,,,
606,429.078,445.19,404.577,420.786,414.041,428.715,,,,
607,429.099,445.118,404.718,420.119,414.285,428.546,,,,
608,429.132,445.17,404.579,419.404,414.517,428.402,,,,
609,429.304,445.222,404.292,418.966,414.655,428.445,,,,
610,429.618,445.01,403.987,418.851,414.621,428.625,,,,
611,429.966,444.404,403.613,418.79,414.514,428.696,,,,
612,430.179,443.706,403.301,418.69,414.483,428.404,,,,
613,430.424,443.199,403.188,418.604,414.575,427.899,,,,
614,430.858,443.058,403.312,418.761,414.879,427.622,,,,
615,431.305,443.401,403.673,419.167,415.248,427.782,,,,
616,431.246,443.858,404.09,419.631,415.445,428.242,,,,
617,430.744,443.908,404.252,420.093,415.381,428.738,,,,
618,430.03,443.862,404.069,420.571,415.332,429.189,,,,
619,429.636,444.105,403.766,420.881,415.389,429.642,,,,
620,429.698,444.699,403.705,421.059,415.38,429.806,,,,
621,429.935,445.381,403.922,420.999,415.099,429.633,,,,
622,430.097,446.105,404.039,420.917,414.567,429.273,,,,
623,430.047,446.668,403.829,421.053,414.226,428.95,,,,
624,429.924,446.826,403.55,421.469,414.268,428.978,,,,
625,429.904,446.656,403.469,421.835,414.499,429.416,,,,
626,430.162,446.567,403.614,421.908,414.613,429.978,,,,
627,430.543,446.869,403.584,421.969,414.403,430.303,,,,
628,430.645,447.232,403.172,422.286,413.99,430.387,,,,
629,430.446,447.22,402.793,422.811,413.649,430.429,,,,
630,430.233,446.843,402.979,423.275,413.665,430.508,,,,
631,430.139,446.501,403.514,423.564,413.931,430.707,,,,
632,430.334,446.564,403.863,423.758,414.028,431.067,,,,
633,430.919,447.069,403.727,423.837,413.707,431.343,,,,
634,431.557,447.606,403.37,423.816,413.209,431.354,,,,
635,431.863,447.594,403.13,423.73,413.082,431.119,,,,
636,431.841,446.986,403.118,423.673,413.423,430.952,,,,
637,431.694,446.17,403.176,423.616,413.917,431.009,,,,
638,431.516,445.581,403.301,423.466,414.044,431.087,,,,
639,431.327,445.233,403.443,423.388,413.642,430.833,,,,
640,431.435,445.124,403.545,423.434,413.082,430.223,,,,
641,431.985,445.271,403.4,423.336,412.965,429.689,,,,
642,432.864,445.593,403.18,423.128,413.415,429.535,,,,
643,433.717,445.675,403.195,423.079,414.081,429.66,,,,
644,434.225,445.328,403.462,423.12,414.531,429.915,,,,
645,434.184,444.803,403.759,423.016,414.554,429.991,,,,
646,433.945,444.499,403.841,422.902,414.245,429.68,,,,
647,433.884,444.603,403.747,422.956,413.885,429.163,,,,
648,433.975,444.799,403.618,423.184,413.761,428.834,,,,
649,434.096,444.666,403.609,423.361,413.856,428.997,,,,
650,434.199,444.396,403.841,423.254,414.011,429.469,,,,
651,434.155,444.411,404.186,423.041,414.196,429.86,,,,
652,433.83,444.709,404.351,422.996,414.422,429.892,,,,
653,433.375,445.023,404.116,423.189,414.569,429.713,,,,
654,433.087,445.334,403.556,423.433,414.526,429.447,,,,
655,433.016,445.803,403.017,423.514,414.201,429.067,,,,
656,433.17,446.452,402.742,423.628,413.898,428.673,,,,
657,433.312,446.937,402.652,423.866,413.814,428.606,,,,
658,433.334,446.951,402.659,424.109,413.85,429.145,,,,
659,433.273,446.42,402.627,424.092,413.919,430.057,,,,
660,433.288,445.706,402.544,423.867,413.922,430.803,,,,
661,433.348,445.345,402.453,423.668,413.742,431.121,,,,
662,433.335,445.469,402.586,423.533,413.451,431.117,,,,
663,433.19,445.722,402.693,423.469,413.242,430.993,,,,
664,432.929,445.727,402.626,423.462,413.532,430.821,,,,
665,432.723,445.591,402.555,423.459,414.284,430.745,,,,
666,432.661,445.61,402.623,423.474,414.873,430.657,,,,
667,432.724,445.801,402.57,423.366,414.838,430.574,,,,
668,433.023,445.76,402.401,423.213,414.522,430.45,,,,
669,433.421,445.373,402.488,423.081,414.361,430.272,,,,
670,433.722,445.033,403.038,423.087,414.486,430.011,,,,
671,433.834,445.099,403.67,423.362,414.571,429.859,,,,
672,433.882,445.599,403.9,423.798,414.316,429.943,,,,
673,433.887,446.204,403.657,424.108,413.892,430.333,,,,
674,433.749,446.57,403.14,424.21,413.486,430.97,,,,
675,433.565,446.635,402.653,424.167,413.358,431.663,,,,
676,433.379,446.445,402.389,424.038,413.415,432.169,,,,
677,433.092,446.255,402.342,423.973,413.329,432.242,,,,
678,432.668,446.128,402.45,424.038,413.046,431.866,,,,
679,432.38,446.105,402.768,424.216,412.776,431.503,,,,
680,432.345,446.037,403.266,424.579,412.691,431.612,,,,
681,432.572,445.911,403.658,424.885,412.767,432.107,,,,
682,433.014,446.02,403.841,424.933,412.829,432.64,,,,
683,433.503,446.315,403.832,424.619,412.81,432.97,,,,
684,433.83,446.744,403.616,424.085,412.817,433.053,,,,
685,433.874,447.085,403.432,423.646,412.837,432.909,,,,
686,433.78,447.099,403.288,423.449,412.814,432.612,,,,
687,433.859,446.801,403.043,423.385,412.864,432.308,,,,
688,434.147,446.596,402.775,423.284,412.992,432.199,,,,
689,434.708,446.508,402.726,423.113,412.84,432.399,,,,
690,435.392,446.253,402.95,423.008,412.258,432.841,,,,
691,436.111,445.809,403.308,422.843,411.565,433.252,,,,
692,436.499,445.535,403.521,422.725,411.075,433.545,,,,
693,436.559,445.547,403.563,422.702,410.916,433.69,,,,
694,436.374,445.729,403.652,422.811,411.036,433.602,,,,
695,436.165,446.106,403.784,422.837,411.303,433.33,,,,
696,435.995,446.509,403.839,422.661,411.716,432.937,,,,
697,435.928,446.777,403.826,422.429,412.298,432.577,,,,
698,435.904,446.914,403.809,422.418,412.856,432.34,,,,
699,435.781,447.115,403.801,422.582,413.162,432.322,,,,
700,435.463,447.399,403.746,422.585,413.148,432.42,,,,
701,435.107,447.629,403.69,422.367,412.917,432.505,,,,
702,434.874,447.606,403.649,422.097,412.688,432.609,,,,
703,434.839,447.557,403.472,421.842,412.645,432.941,,,,
704,434.802,447.525,403.158,421.496,412.802,433.514,,,,
705,434.705,447.494,402.865,421.301,412.861,434.008,,,,
706,434.576,447.455,402.803,421.564,412.834,434.209,,,,
707,434.577,447.498,402.899,422.243,412.725,433.998,,,,
708,434.664,447.649,403.101,423.008,412.673,433.425,,,,
709,434.753,447.997,403.443,423.551,412.828,432.891,,,,
710,434.733,448.561,403.808,423.679,413.173,432.484,,,,
711,434.67,449.056,404.09,423.336,413.564,432.205,,,,
712,434.724,449.176,404.204,422.552,413.825,431.953,,,,
713,434.781,449.066,404.334,421.713,413.855,431.759,,,,
714,434.781,449.082,404.537,421.362,413.615,431.627,,,,
715,434.724,449.25,404.773,421.59,413.373,431.616,,,,
716,434.634,449.433,404.897,422.034,413.304,431.783,,,,
717,434.466,449.351,404.879,422.381,413.488,432.234,,,,
718,434.218,448.876,404.762,422.51,413.749,432.732,,,,
719,433.967,448.235,404.637,422.437,413.867,432.976,,,,
720,433.914,447.8,404.55,422.064,413.554,432.999,,,,
721,433.982,447.55,404.496,421.546,412.98,433.018,,,,
722,434.185,447.268,404.379,421.176,412.47,433.113,,,,
723,434.286,446.855,404.194,421.34,412.191,433.151,,,,
724,434.239,446.528,403.919,421.788,412.012,433.127,,,,
725,434.144,446.479,403.682,422.057,411.835,433.146,,,,
726,434.237,446.822,403.528,421.623,411.858,433.243,,,,
727,434.423,447.342,403.523,420.635,412.119,433.157,,,,
728,434.424,447.563,403.702,419.747,412.418,432.716,,,,
729,434.023,447.317,403.999,419.418,412.665,432.125,,,,
730,433.355,446.812,404.31,419.709,412.954,431.83,,,,
731,432.878,446.414,404.65,420.406,413.201,432.008,,,,
732,432.73,446.306,404.954,421.31,413.306,432.303,,,,
733,432.662,446.341,405.08,422.234,413.31,432.324,,,,
734,432.618,446.351,404.983,422.784,413.439,432.159,,,,
735,432.805,446.253,404.809,422.881,413.642,431.97,,,,
736,433.3,446.281,404.884,422.683,413.757,431.785,,,,
737,433.832,446.358,405.267,422.48,413.707,431.577,,,,
738,433.987,446.494,405.738,422.454,413.703,431.456,,,,
739,433.863,446.508,405.934,422.473,413.796,431.468,,,,
740,433.797,446.383,405.83,422.561,414.012,431.363,,,,
741,433.835,446.19,405.694,422.596,414.213,431.078,,,,
742,433.796,446.216,405.726,422.672,414.286,430.771,,,,
743,433.805,446.452,405.909,422.952,414.319,430.748,,,,
744,434.005,446.689,406.052,423.504,414.435,430.923,,,,
745,434.241,446.822,406.035,423.934,414.536,431.106,,,,
746,434.262,446.796,405.86,424.034,414.466,431.157,,,,
747,434.152,446.761,405.612,423.824,414.049,430.937,,,,
748,433.967,446.751,405.477,423.589,413.543,430.402,,,,
749,433.762,446.886,405.4,423.37,413.225,429.9,,,,
750,433.593,447.183,405.432,423.124,413.172,429.685,,,,
751,433.515,447.589,405.552,422.971,413.35,429.485,,,,
752,433.52,447.744,405.7,423.083,413.566,429.12,,,,
753,433.549,447.44,405.735,423.139,413.831,428.855,,,,
754,433.594,446.783,405.565,423.003,414.112,428.832,,,,
755,433.534,446.145,405.237,422.62,414.302,428.965,,,,
756,433.374,445.891,404.908,422.324,414.245,429.159,,,,
757,433.229,446.022,404.896,422.456,413.974,429.322,,,,
758,433.191,446.506,405.305,422.794,413.88,429.26,,,,
759,433.27,446.991,405.84,423.063,414.046,428.925,,,,
760,433.385,447.299,405.982,423.15,414.347,428.607,,,,
761,433.379,447.564,405.692,423.025,414.621,428.456,,,,
762,433.387,447.919,405.333,422.594,414.828,428.494,,,,
763,433.383,448.263,405.13,421.94,414.993,428.701,,,,
764,433.384,448.301,405.133,421.35,414.893,428.99,,,,
765,433.202,448.106,404.994,421.186,414.536,429.119,,,,
766,432.947,448.063,404.581,421.449,414.203,428.875,,,,
767,432.892,448.271,403.994,421.836,414.141,428.494,,,,
768,432.927,448.422,403.571,422.143,414.415,428.46,,,,
769,432.703,448.224,403.457,422.187,414.647,428.813,,,,
770,432.199,447.938,403.612,421.822,414.54,429.047,,,,
771,431.702,447.787,403.926,421.243,414.287,429.157,,,,
772,431.365,447.658,404.213,420.745,414.155,429.42,,,,
773,431.264,447.324,404.136,420.392,414.363,429.778,,,,
774,431.409,446.842,403.763,420.172,414.692,429.846,,,,
775,431.863,446.291,403.392,419.96,414.731,429.436,,,,
776,432.209,445.84,403.375,419.898,414.332,428.997,,,,
777,431.96,445.66,403.842,420.175,413.748,428.924,,,,
778,431.208,445.711,404.408,420.861,413.297,429.213,,,,
779,430.709,446.01,404.709,421.698,413.159,429.607,,,,
780,430.749,446.614,404.827,422.403,413.305,429.922,,,,
781,430.843,447.321,404.964,422.974,413.655,430.108,,,,
782,430.738,447.859,405.152,423.434,414.006,430.155,,,,
783,430.584,447.876,405.273,423.639,414.1,430.076,,,,
784,430.472,447.455,405.256,423.486,413.965,430.003,,,,
785,430.29,446.94,405.105,423.183,413.857,429.788,,,,
786,430.193,446.655,404.985,422.848,413.936,429.401,,,,
787,430.286,446.642,405.041,422.523,414.249,428.978,,,,
788,430.39,446.649,405.095,422.273,414.516,428.839,,,,
789,430.436,446.812,405.001,422.333,414.542,428.999,,,,
790,430.572,447.049,404.737,422.657,414.447,429.141,,,,
791,430.856,447.407,404.418,423.041,414.493,429.125,,,,
792,430.919,447.678,404.177,423.415,414.684,429.093,,,,
793,430.686,447.796,404.182,423.541,414.833,429.192,,,,
794,430.436,447.711,404.345,423.553,414.809,429.341,,,,
795,430.349,447.394,404.593,423.673,414.617,429.534,,,,
796,430.293,447.082,404.78,423.781,414.333,429.744,,,,
797,430.222,446.987,404.823,423.664,414.191,429.972,,,,
798,430.241,447.285,404.707,423.484,414.228,430.254,,,,
799,430.448,447.866,404.549,423.445,414.387,430.628,,,,
800,430.631,448.355,404.504,423.331,414.525,430.919,,,,
801,430.579,448.541,404.644,422.743,414.519,431.042,,,,
802,430.29,448.565,404.797,421.835,414.304,431.063,,,,
803,429.967,448.629,404.82,421.137,414.075,431.125,,,,
804,429.836,448.669,404.717,420.72,413.898,431.296,,,,
805,429.802,448.673,404.589,420.385,413.815,431.33,,,,
806,429.873,448.764,404.654,420.202,413.888,431.206,,,,
807,429.956,449.068,404.925,420.306,414.166,430.875,,,,
808,430.082,449.614,405.257,420.601,414.576,430.476,,,,
809,430.239,450.153,405.584,420.999,414.841,430.232,,,,
810,430.489,450.436,405.84,421.572,414.814,430.147,,,,
811,430.796,450.449,405.984,422.221,414.649,430.026,,,,
812,430.893,450.386,405.87,422.564,414.542,429.841,,,,
813,430.714,450.458,405.61,422.482,414.417,429.868,,,,
814,430.499,450.702,405.513,422.051,414,430.198,,,,
815,430.453,450.804,405.669,421.52,413.564,430.683,,,,
816,430.634,450.583,405.866,421.052,413.478,430.936,,,,
817,430.942,450.059,405.785,420.836,413.721,430.918,,,,
818,431.382,449.565,405.449,420.88,414.082,430.761,,,,
819,431.793,449.606,405.112,420.874,414.389,430.72,,,,
820,432.055,450.111,404.973,420.68,414.571,430.803,,,,
821,431.907,450.662,405.092,420.44,414.587,430.858,,,,
822,431.581,451.046,405.226,420.311,414.502,430.826,,,,
823,431.404,451.253,405.239,420.284,414.351,430.776,,,,
824,431.577,451.165,405.183,420.313,414.041,430.81,,,,
825,431.938,450.814,405.08,420.486,413.766,430.79,,,,
826,432.125,450.501,405.194,420.556,413.708,430.678,,,,
827,432.04,450.39,405.467,420.387,414.018,430.603,,,,
828,431.83,450.383,405.73,420.018,414.347,430.38,,,,
829,431.674,450.545,405.673,419.873,414.269,429.897,,,,
830,431.71,450.889,405.375,420.206,413.953,429.467,,,,
831,431.987,451.196,405.035,420.884,413.722,429.439,,,,
832,432.287,451.365,404.851,421.362,413.714,429.813,,,,
833,432.31,451.354,404.682,421.358,413.841,430.402,,,,
834,432.249,451.304,404.526,421.06,413.915,430.845,,,,
835,432.316,451.344,404.574,420.723,413.814,430.91,,,,
836,432.508,451.46,404.934,420.563,413.591,430.756,,,,
837,432.736,451.393,405.442,420.638,413.421,430.755,,,,
838,432.912,451.104,405.694,420.956,413.365,431.138,,,,
839,432.948,450.822,405.548,421.294,413.356,431.715,,,,
840,432.772,450.847,405.194,421.463,413.41,432.16,,,,
841,432.48,451.109,405.01,421.413,413.617,432.437,,,,
842,432.311,451.357,405.164,421.115,413.927,432.623,,,,
843,432.344,451.396,405.602,420.526,414.159,432.679,,,,
844,432.486,451.19,405.976,419.933,414.195,432.585,,,,
845,432.722,450.927,406.052,419.571,414.144,432.419,,,,
846,433.277,450.74,405.947,419.407,414.125,432.436,,,,
847,433.98,450.807,405.911,419.365,414.171,432.579,,,,
848,434.531,451.17,405.886,419.48,414.044,432.856,,,,
849,434.849,451.453,405.601,419.75,413.618,433.303,,,,
850,435.057,451.394,405.166,420.023,413.043,433.802,,,,
851,435.319,451.117,404.95,420.019,412.46,433.899,,,,
852,435.5,450.866,405.135,419.813,412.1,433.546,,,,
853,435.285,450.755,405.608,419.551,412.047,433.077,,,,
854,434.941,450.918,406.02,419.422,412.309,432.878,,,,
855,434.977,451.177,406.292,419.503,412.596,433.141,,,,
856,435.215,451.296,406.453,419.747,412.892,433.581,,,,
857,435.271,451.098,406.632,420.027,413.037,433.908,,,,
858,435.127,450.58,406.742,420.183,413,434.035,,,,
859,434.918,449.863,406.788,420.262,412.749,434.063,,,,
860,434.746,449.174,406.802,420.135,412.639,434.004,,,,
861,434.636,448.767,406.845,419.857,412.829,433.962,,,,
862,434.592,448.719,406.84,419.337,413.162,433.849,,,,
863,434.683,448.99,406.542,418.649,413.219,433.558,,,,
864,435.015,449.245,406.162,418.068,413.03,433.213,,,,
865,435.503,449.299,405.998,417.944,412.859,432.992,,,,
866,435.82,449.155,406.147,418.183,412.752,432.99,,,,
867,435.684,448.871,406.495,418.383,412.649,433.041,,,,
868,435.188,448.738,406.983,418.344,412.694,432.944,,,,
869,434.661,448.712,407.431,418.205,413.019,432.723,,,,
870,434.474,448.681,407.689,418.148,413.404,432.502,,,,
871,434.626,448.542,407.653,418.184,413.596,432.365,,,,
872,434.748,448.475,407.448,418.227,413.519,432.3,,,,
873,434.634,448.593,407.345,418.217,413.418,432.286,,,,
874,434.445,448.875,407.411,418.245,413.282,432.46,,,,
875,434.288,448.978,407.378,418.336,413.087,432.78,,,,
876,434.252,448.915,407.116,418.563,412.951,433.176,,,,
877,434.358,448.845,406.885,418.836,413.099,433.613,,,,
878,434.472,448.931,406.911,419.048,413.529,434.041,,,,
879,434.374,449.111,407.259,418.963,413.877,434.388,,,,
880,434.005,449.319,407.738,418.585,413.809,434.532,,,,
881,433.67,449.604,408.073,418.183,413.522,434.478,,,,
882,433.402,449.786,408.046,418.019,413.352,434.245,,,,
883,433.276,449.757,407.931,418.008,413.458,433.896,,,,
884,433.403,449.751,408.014,418.067,413.637,433.609,,,,
885,433.829,449.896,408.34,417.949,413.754,433.486,,,,
886,434.418,450.157,408.684,417.706,413.829,433.297,,,,
887,434.83,450.465,408.875,417.587,413.9,432.846,,,,
888,434.767,450.583,408.822,417.719,414.056,432.466,,,,
889,434.273,450.285,408.508,417.949,414.359,432.415,,,,
890,433.796,449.593,408.113,418.139,414.694,432.601,,,,
891,433.607,448.917,407.87,418.205,414.607,432.85,,,,
892,433.618,448.564,407.771,418.055,414.011,433.072,,,,
893,433.688,448.439,407.766,417.642,413.232,433.378,,,,
894,433.914,448.327,407.635,417.24,412.78,433.758,,,,
895,434.068,448.327,407.385,417.393,412.617,434.167,,,,
896,433.843,448.445,407.236,418.096,412.624,434.536,,,,
897,433.164,448.489,407.202,419.003,412.62,434.894,,,,
898,432.329,448.496,407.217,419.623,412.638,435.112,,,,
899,431.618,448.518,407.369,419.837,412.68,435.222,,,,
900,431.414,448.718,407.648,419.79,412.793,435.31,,,,
901,431.671,448.809,407.747,419.587,412.962,435.407,,,,
902,431.951,448.581,407.621,419.225,413.147,435.449,,,,
903,431.97,448,407.495,418.747,413.268,435.464,,,,
904,431.841,447.537,407.561,418.332,413.287,435.337,,,,
905,431.669,447.587,407.766,417.865,413.306,435.01,,,,
906,431.51,448.022,407.961,417.398,413.311,434.802,,,,
907,431.186,448.563,408.109,417.205,413.188,434.795,,,,
908,430.945,449.007,408.227,417.604,412.963,434.788,,,,
909,431.071,449.358,408.269,418.437,412.678,434.755,,,,
910,431.353,449.55,408.276,419.327,412.282,434.677,,,,
911,431.408,449.655,408.148,420.094,411.862,434.334,,,,
912,431.122,449.784,407.95,420.598,411.773,433.699,,,,
913,430.696,449.672,407.749,420.66,412.09,433.176,,,,
914,430.126,449.483,407.725,420.339,412.804,432.909,,,,
915,429.603,449.609,407.939,419.835,413.54,432.869,,,,
916,429.426,450.259,408.353,419.307,413.935,433.024,,,,
917,429.576,451.112,408.639,418.969,413.894,433.203,,,,
918,429.815,451.551,408.665,418.769,413.691,433.302,,,,
919,429.995,451.335,408.549,418.708,413.656,433.202,,,,
920,430.137,450.771,408.467,418.704,413.816,433.009,,,,
921,430.422,450.214,408.447,418.891,414.065,432.805,,,,
922,430.865,449.751,408.563,419.284,414.061,432.645,,,,
923,431.23,449.527,408.874,419.648,413.585,432.407,,,,
924,431.569,449.57,409.258,419.776,412.966,432.177,,,,
925,431.877,449.747,409.429,419.694,412.776,432.034,,,,
926,432.058,449.996,409.454,419.549,413.083,432.096,,,,
927,431.805,450.317,409.412,419.372,413.511,432.022,,,,
928,431.236,450.514,409.452,419.152,413.791,431.705,,,,
929,430.749,450.416,409.581,419.149,413.891,431.174,,,,
930,430.616,450.111,409.688,419.228,413.773,430.625,,,,
931,430.69,449.968,409.715,419.128,413.456,430.326,,,,
932,430.615,450.204,409.821,418.877,413.137,430.477,,,,
933,430.453,450.481,409.993,418.802,412.984,430.979,,,,
934,430.411,450.35,409.931,419.005,413.172,431.523,,,,
935,430.659,449.853,409.631,419.186,413.548,431.861,,,,
936,431.103,449.551,409.423,419.137,413.881,432.013,,,,
937,431.476,449.829,409.455,419.03,413.971,432.173,,,,
938,431.665,450.472,409.567,418.964,413.953,432.447,,,,
939,431.537,451.05,409.412,418.939,413.983,432.532,,,,
940,431.233,451.298,409.022,418.993,414.035,432.362,,,,
941,430.848,451.37,408.814,419.245,413.892,432.18,,,,
942,430.62,451.305,408.884,419.458,413.471,432.133,,,,
943,430.554,451.079,409.073,419.566,413.114,432.138,,,,
944,430.572,450.98,409.136,419.392,413.106,432.152,,,,
945,430.702,451,409.057,418.94,413.674,432.332,,,,
946,430.767,451.078,408.942,418.459,414.418,432.634,,,,
947,430.552,451.099,408.944,418.392,414.764,432.762,,,,
948,430.185,451.124,409.14,418.53,414.439,432.639,,,,
949,429.965,451.098,409.546,418.533,413.873,432.317,,,,
950,429.893,451.141,409.973,418.212,413.626,432.178,,,,
951,429.713,451.341,410.265,417.843,413.874,432.264,,,,
952,429.406,451.545,410.486,417.732,414.218,432.361,,,,
953,429.31,451.426,410.705,417.926,414.299,432.296,,,,
954,429.469,451.298,410.757,418.269,413.962,431.952,,,,
955,429.751,451.334,410.637,418.525,413.514,431.458,,,,
956,429.911,451.633,410.547,418.622,413.288,431.127,,,,
957,430.011,451.858,410.67,418.52,413.334,430.915,,,,
958,430.062,451.853,410.896,418.307,413.469,430.689,,,,
959,429.961,451.737,410.917,418.224,413.672,430.387,,,,
960,429.806,451.524,410.64,418.402,413.912,430.221,,,,
961,429.742,451.347,410.304,418.59,414.102,430.353,,,,
962,429.679,451.125,410.136,418.572,414.082,430.751,,,,
963,429.592,450.801,410.159,418.533,413.918,431.472,,,,
964,429.545,450.226,410.229,418.566,413.773,432.273,,,,
965,429.542,449.567,410.213,418.572,413.633,432.842,,,,
966,429.46,449.214,410.166,418.325,413.486,432.932,,,,
967,429.3,449.387,410.184,417.761,413.325,432.646,,,,
968,429.293,449.906,410.346,416.981,413.248,432.212,,,,
969,429.377,450.278,410.591,416.358,413.332,431.844,,,,
970,429.361,450.397,410.872,416.247,413.52,431.846,,,,
971,429.222,450.525,411.08,416.728,413.706,432.169,,,,
972,429.047,450.774,411.148,417.433,413.841,432.518,,,,
973,428.994,451.042,411.101,417.805,413.941,432.633,,,,
974,428.987,451.308,411.058,417.698,413.871,432.546,,,,
975,428.822,451.581,411.124,417.395,413.611,432.462,,,,
976,428.51,451.827,411.234,417.365,413.26,432.624,,,,
977,428.305,451.973,411.273,417.694,413.081,433.078,,,,
978,428.341,451.85,410.992,418.086,413.111,433.592,,,,
979,428.486,451.607,410.336,418.354,413.254,433.892,,,,
980,428.921,451.327,409.769,418.31,413.37,433.899,,,,
981,429.819,450.987,409.742,418.045,413.365,433.802,,,,
982,430.742,450.505,410.277,417.885,413.315,433.965,,,,
983,431.055,450.091,410.825,418.045,413.274,434.484,,,,
984,430.771,449.845,411.053,418.255,413.356,434.979,,,,
985,430.359,449.695,411.148,418.13,413.498,435.087,,,,
986,430.16,449.419,411.47,417.555,413.805,434.768,,,,
987,430.266,448.905,411.987,416.787,414.121,434.267,,,,
988,430.583,448.329,412.287,416.202,414.337,433.924,,,,
989,430.976,447.885,412.146,416.012,414.487,433.801,,,,
990,431.402,447.761,411.868,416.186,414.68,433.843,,,,
991,431.516,447.876,411.84,416.551,414.95,433.885,,,,
992,431.203,448.094,411.978,416.932,415.154,433.964,,,,
993,430.733,448.311,411.98,417.201,415.151,434.09,,,,
994,430.451,448.469,411.836,417.363,414.79,434.075,,,,
995,430.458,448.46,411.592,417.556,414.3,433.922,,,,
996,430.811,448.236,411.243,417.701,413.954,433.603,,,,
997,431.332,447.905,410.896,417.518,413.775,433.18,,,,
998,431.508,447.624,410.653,416.861,413.698,432.87,,,,
999,431.302,447.496,410.492,416.092,413.733,432.748,,,,
1000,431.203,447.547,410.362,415.75,413.91,432.653,,,,
1001,431.538,447.866,410.158,415.949,414.103,432.404,,,,
1002,432.083,448.207,410.018,416.46,414.203,432.013,,,,
1003,432.251,448.363,410.086,417.003,414.373,431.762,,,,
1004,431.971,448.495,410.441,417.317,414.679,431.748,,,,
1005,431.479,448.636,410.926,417.347,414.963,431.91,,,,
1006,431.042,448.771,411.328,417.105,415.082,432.152,,,,
1007,430.623,448.742,411.473,416.842,414.889,432.255,,,,
1008,430.127,448.77,411.522,416.75,414.524,432.099,,,,
1009,429.577,448.882,411.595,416.713,414.252,431.676,,,,
1010,429.364,449.151,411.659,416.624,414.238,431.21,,,,
1011,429.683,449.335,411.583,416.43,414.51,430.996,,,,
1012,430.122,449.309,411.425,416.284,414.846,431.289,,,,
1013,430.249,448.921,411.218,416.432,414.977,431.996,,,,
1014,430.088,448.302,410.991,416.893,414.815,432.802,,,,
1015,429.792,447.675,411.09,417.372,414.59,433.367,,,,
1016,429.56,447.154,411.388,417.689,414.502,433.445,,,,
1017,429.326,446.872,411.472,417.936,414.667,433.117,,,,
