 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,MEan7,Mean8,Mean9,Mean10
117,-1.578064477,0.064572855,0.492933748,-0.07447263,0.195711546,-0.192065776,-0.297883028,-0.305194243,-1.674170787,0.086353567
118,-1.592865454,0.074824958,0.476650943,-0.074692513,0.185722154,-0.205923157,-0.307978906,-0.287078898,-1.635406018,0.09662223
119,-1.611832555,0.085578603,0.462879273,-0.07528907,0.176708492,-0.21649658,-0.329916943,-0.270005539,-1.614975475,0.108528538
120,-1.633964174,0.096417024,0.451946479,-0.075951431,0.169511875,-0.222457781,-0.362988706,-0.254861053,-1.611306251,0.120951518
121,-1.658277008,0.106503481,0.443840979,-0.076201956,0.165054249,-0.223092555,-0.405220559,-0.242517419,-1.620820517,0.133038028
122,-1.683433793,0.115014957,0.438086565,-0.075726742,0.163899847,-0.218506924,-0.454079868,-0.233821933,-1.637806393,0.144167185
123,-1.708034877,0.120968208,0.433873789,-0.074209174,0.166598605,-0.20966244,-0.506004943,-0.229285561,-1.655908329,0.153974679
124,-1.730527876,0.123543948,0.430434214,-0.071456585,0.17320211,-0.198091082,-0.557403249,-0.22894668,-1.668677485,0.162731005
125,-1.749530449,0.122346595,0.426980755,-0.06753923,0.183387215,-0.185773416,-0.60456725,-0.232601283,-1.671023461,0.170676977
126,-1.763923905,0.117333785,0.422827015,-0.062726509,0.196522626,-0.174665834,-0.644082291,-0.239526361,-1.65896493,0.178619156
127,-1.772975273,0.108930051,0.417757999,-0.057457611,0.211723466,-0.166539997,-0.67340765,-0.248794023,-1.630866619,0.187285399
128,-1.776514536,0.09772108,0.411689107,-0.052223304,0.22794087,-0.16265517,-0.690906349,-0.259202662,-1.587653143,0.197291457
129,-1.774838645,0.084841477,0.404896975,-0.047467397,0.244020951,-0.163371126,-0.695876351,-0.269593317,-1.532542859,0.209104961
130,-1.768949658,0.071516775,0.397800444,-0.04358247,0.258854181,-0.168253731,-0.68870547,-0.278775618,-1.469590277,0.222601034
131,-1.760327349,0.059029711,0.391177074,-0.040739059,0.271517257,-0.176193197,-0.670633726,-0.285977216,-1.404808116,0.237167043
132,-1.750786357,0.048370591,0.385358437,-0.038809253,0.281263777,-0.185306865,-0.643865488,-0.29060656,-1.343868215,0.251769467
133,-1.742168798,0.040391358,0.380854107,-0.037610226,0.287663122,-0.193110499,-0.610856944,-0.292574734,-1.291938313,0.264976728
134,-1.736091396,0.035494514,0.377751305,-0.036595806,0.290639155,-0.197151414,-0.574515897,-0.292160722,-1.253991927,0.275335137
135,-1.733693874,0.033913425,0.375795131,-0.035479088,0.290368821,-0.194911534,-0.537631199,-0.289898212,-1.23325499,0.28126611
136,-1.735409534,0.035376174,0.374567544,-0.033915696,0.287377951,-0.184437193,-0.502905757,-0.2865705,-1.231644952,0.281750941
137,-1.74074774,0.039659223,0.373263866,-0.031894078,0.282427945,-0.164460223,-0.472543501,-0.283068088,-1.249594273,0.276328249
138,-1.748421255,0.046210029,0.370874933,-0.029530902,0.276378847,-0.134525144,-0.44821732,-0.280109451,-1.286069749,0.265312109
139,-1.756184009,0.054527695,0.366358963,-0.02722807,0.269943072,-0.095147771,-0.431013343,-0.278286242,-1.338953158,0.249939567
140,-1.761287436,0.064101548,0.358830778,-0.025495247,0.263780655,-0.048160331,-0.421100437,-0.277844925,-1.404824429,0.232007284
141,-1.760770475,0.074187627,0.347730829,-0.024772137,0.2583135,0.003924012,-0.418230153,-0.278665286,-1.479491946,0.213863965
142,-1.75186058,0.084041246,0.332866876,-0.025272106,0.253669782,0.057921683,-0.421482427,-0.280252976,-1.558798443,0.198131746
143,-1.732432447,0.093043719,0.314711176,-0.026862709,0.249754507,0.110371299,-0.429499022,-0.281929773,-1.637936643,0.187277901
144,-1.701229711,0.10016777,0.294405184,-0.028878468,0.246182835,0.157975517,-0.440774036,-0.282743754,-1.711640153,0.183438069
145,-1.658455949,0.104855042,0.273515817,-0.030395903,0.242349313,0.197903126,-0.453682562,-0.281714318,-1.776428244,0.188058214
146,-1.605407287,0.106380466,0.253943569,-0.030115567,0.237835999,0.227923971,-0.466930757,-0.278040558,-1.828332213,0.201465988
147,-1.54458954,0.103892642,0.237551065,-0.026797142,0.232221563,0.247128856,-0.479283638,-0.270936706,-1.865640637,0.223065872
148,-1.479743377,0.096952679,0.226134699,-0.019359762,0.225341157,0.255456861,-0.48993459,-0.260063901,-1.887132709,0.251439923
149,-1.414795577,0.085540818,0.220736283,-0.007294681,0.21732432,0.254190197,-0.498462858,-0.245270783,-1.893091241,0.284159959
150,-1.353763715,0.069662838,0.221947566,0.009255369,0.208446378,0.245543376,-0.504832124,-0.226838569,-1.884932701,0.318393564
151,-1.300204326,0.049950711,0.229245546,0.029248035,0.19922276,0.232148112,-0.509284758,-0.205401602,-1.864732931,0.351142312
152,-1.256675776,0.027201045,0.241368986,0.050936876,0.190294308,0.217078786,-0.512353325,-0.181668768,-1.834634528,0.379518188
153,-1.224299199,0.002752424,0.256403105,0.071981405,0.182205223,0.20306837,-0.514354856,-0.156742261,-1.79688881,0.401112325
154,-1.202335893,-0.021886969,0.272012349,0.089917493,0.175479527,0.192370166,-0.516137068,-0.131583259,-1.753013296,0.414484512
155,-1.188736523,-0.045130571,0.286086142,0.102474791,0.170297655,0.18654427,-0.518224197,-0.107216659,-1.704929936,0.418964248
156,-1.180174079,-0.065375199,0.296673001,0.107991715,0.166560358,0.186131142,-0.521204987,-0.084665314,-1.653078063,0.41502279
157,-1.172186138,-0.081202489,0.302623144,0.105600271,0.164002796,0.190621617,-0.525585375,-0.06472912,-1.598865313,0.403946404
158,-1.160142886,-0.091463695,0.303661624,0.09545593,0.162233067,0.198830534,-0.531737181,-0.048191669,-1.543405599,0.388008103
159,-1.139524275,-0.095370646,0.300191346,0.078777959,0.160751023,0.208833702,-0.539517409,-0.035562195,-1.488610719,0.370004867
160,-1.1068767,-0.092619487,0.293274968,0.057701709,0.159165444,0.218707314,-0.548870207,-0.02717958,-1.436821348,0.353159762
161,-1.060246005,-0.083706966,0.284401063,0.034674035,0.157353117,0.226500811,-0.559133626,-0.023117675,-1.391512897,0.340900289
162,-0.999340332,-0.069546952,0.275094095,0.012571879,0.155374623,0.230619943,-0.569370535,-0.023346484,-1.355997789,0.336131259
163,-0.925812329,-0.051508619,0.26646826,-0.006071456,0.153508116,0.230185829,-0.578344415,-0.027450063,-1.333823859,0.341700499
164,-0.843015286,-0.031573276,0.25911677,-0.019224876,0.152238154,0.225095507,-0.584358732,-0.034809555,-1.326479086,0.359618184
165,-0.755364745,-0.011829562,0.252963263,-0.025681155,0.152008121,0.215921988,-0.585593939,-0.044571671,-1.333012806,0.390878209
166,-0.668023709,0.005680537,0.247352781,-0.024989844,0.153061902,0.204063418,-0.580247037,-0.055496898,-1.351358376,0.435703109
167,-0.586013754,0.019187002,0.241415362,-0.017645221,0.155474773,0.191161576,-0.566850473,-0.066225116,-1.375694544,0.492906287
168,-0.513530305,0.02744725,0.23408058,-0.004833363,0.158856553,0.179050029,-0.544374015,-0.075229662,-1.399333177,0.560078962
169,-0.453371587,0.030043919,0.224587173,0.011757513,0.162677503,0.169475929,-0.512415121,-0.080987039,-1.416063645,0.633556045
170,-0.406489568,0.02719253,0.212673163,0.030258724,0.1660848,0.163679937,-0.471475709,-0.082057351,-1.420011737,0.708630204
171,-0.3721065,0.020087123,0.198722674,0.048683581,0.168101608,0.162294966,-0.423035431,-0.077314038,-1.40711667,0.779586144
172,-0.347437055,0.010545015,0.183721935,0.065387477,0.168011389,0.165452575,-0.369038318,-0.065988924,-1.377633133,0.840403222
173,-0.328712261,0.000820072,0.16897924,0.078880202,0.165166857,0.172129974,-0.311900923,-0.047997437,-1.335390862,0.884832914
174,-0.311382729,-0.007000016,0.156034537,0.088244409,0.159438815,0.180960002,-0.254081169,-0.023784531,-1.287378807,0.907476781
175,-0.291000281,-0.011096605,0.146128653,0.093006375,0.151066804,0.190249042,-0.19763204,0.005579872,-1.243282866,0.903923594
176,-0.26390775,-0.010102779,0.140244283,0.093068957,0.140606683,0.197966205,-0.143838938,0.038409356,-1.211593979,0.871717132
177,-0.227876878,-0.0035517,0.138492943,0.088916458,0.129002147,0.20238858,-0.093073352,0.072639197,-1.199148639,0.81051915
178,-0.182150529,0.008382338,0.140401398,0.081212488,0.117263934,0.202262108,-0.044853666,0.106082373,-1.20905841,0.722757602
179,-0.127690511,0.024350542,0.144922089,0.070973725,0.106263153,0.19684637,0.002200515,0.136529369,-1.238601421,0.612949847
180,-0.066853915,0.042779837,0.150575857,0.059542696,0.096874858,0.186119969,0.04971939,0.162250594,-1.280049021,0.488043572
181,-0.003181174,0.06156153,0.155869043,0.048191199,0.089548611,0.170714096,0.099477018,0.18195908,-1.321018791,0.356073853
182,0.05945467,0.07868496,0.15972602,0.038308371,0.084393587,0.151951952,0.15287233,0.195158853,-1.345848747,0.225971459
183,0.117498117,0.092811539,0.161488965,0.031087311,0.081249318,0.131431919,0.210192377,0.20211413,-1.338621718,0.106434892
184,0.167802071,0.103044131,0.161135942,0.027565606,0.079812895,0.110856017,0.270675321,0.203663525,-1.286952109,0.004763198
185,0.208542431,0.109162714,0.159292292,0.028417696,0.079695993,0.091785534,0.3321181,0.201184516,-1.183601915,-0.073552268
186,0.238848265,0.111599352,0.156891361,0.033702669,0.080539749,0.075626104,0.391343042,0.196366439,-1.02823299,-0.125777759
187,0.258997992,0.11138749,0.155027136,0.043009265,0.081876652,0.063156818,0.444266413,0.190613726,-0.828019332,-0.151743519
188,0.26984078,0.109489106,0.154680534,0.0555112,0.083494646,0.054506488,0.486544798,0.185016952,-0.597329945,-0.153619205
189,0.272481428,0.106839113,0.156178968,0.069696636,0.08519148,0.049386233,0.514230125,0.180100212,-0.354908716,-0.136019603
190,0.268093492,0.103950233,0.159093545,0.083886872,0.086622303,0.047040624,0.524156505,0.175625289,-0.122406409,-0.104736347
191,0.257560854,0.100982998,0.162155767,0.096090721,0.087579275,0.046270287,0.5144838,0.170752153,0.080209683,-0.066347374
192,0.241282006,0.097409193,0.163663589,0.104499777,0.087513257,0.046047155,0.485155003,0.164153952,0.236624908,-0.027240378
193,0.219454869,0.092542736,0.161586245,0.107554721,0.085828002,0.045252459,0.437754917,0.154401381,0.337685684,0.007149598
194,0.192243294,0.085529492,0.153843823,0.10432305,0.081792192,0.042986609,0.375830368,0.140308385,0.381248666,0.032877891
195,0.160234509,0.075722561,0.139160514,0.094687742,0.074794191,0.038913505,0.303992724,0.121360186,0.3726389,0.047708467
196,0.124568054,0.063128325,0.117358086,0.079389915,0.064523436,0.03292148,0.228218257,0.097849477,0.322735429,0.05138111
197,0.087571802,0.048125178,0.089753113,0.060110509,0.051280354,0.025421665,0.154742992,0.07144035,0.247465899,0.045300603
198,0.052481294,0.032110851,0.059198372,0.039320769,0.036075082,0.017128289,0.089718694,0.044753316,0.163199509,0.03248699
199,0.023226411,0.017226047,0.030109721,0.0200802,0.020666322,0.00908813,0.039064077,0.021270707,0.086158703,0.017307794
200,0.004313355,0.005608225,0.00826511,0.005875165,0.007608649,0.002822477,0.0079036,0.004991836,0.029293125,0.00473363
201,0,0,0,0,0,0,0,0,0,0
202,0.013726993,0.002801358,0.011518935,0.005442634,0.001321448,0.002377095,0.017861919,0.009714203,0.001880328,0.0081334
203,0.047527481,0.015879607,0.048275053,0.024374058,0.014888931,0.011806435,0.062601829,0.036575806,0.032734698,0.033435936
204,0.101733669,0.0401136,0.114021085,0.057909488,0.043549109,0.030152553,0.133900816,0.08147056,0.086564866,0.078987156
205,0.174605663,0.075793364,0.210224891,0.106027231,0.089358105,0.059368154,0.230189779,0.14370723,0.154918834,0.146193957
206,0.262565596,0.121934076,0.335839057,0.167595913,0.153196734,0.101106391,0.348489226,0.220939536,0.229108668,0.234766293
