 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14
1302,285.845,275.963,281.547,281.990,280.461,274.000,277.509,303.608,292.896,270.080,294.023,287.769,284.238,299.296
1303,285.485,275.869,281.216,281.874,280.127,273.141,277.225,303.025,292.491,269.524,294.095,288.156,284.292,299.381
1304,285.102,275.959,281.228,281.573,279.951,272.173,277.221,302.591,292.415,269.091,294.226,288.124,284.252,298.972
1305,284.874,276.129,281.384,281.222,279.810,271.398,277.639,302.427,292.590,268.701,294.304,287.799,284.038,298.416
1306,284.922,276.048,281.463,281.121,279.406,270.777,277.866,302.479,292.607,268.478,294.133,287.341,283.653,298.095
1307,285.218,275.817,281.472,281.444,278.746,270.647,277.436,302.535,292.278,268.688,293.640,287.136,283.045,297.806
1308,285.418,275.706,281.242,281.952,278.340,271.139,276.612,302.516,291.824,269.255,293.188,287.360,282.304,297.337
1309,285.305,275.728,280.916,282.015,278.375,271.764,276.129,302.331,291.615,269.611,293.082,287.447,281.699,297.028
1310,285.017,275.547,280.367,281.364,278.741,272.340,276.196,302.092,291.753,269.294,293.136,287.109,281.475,297.106
1311,284.582,275.035,279.770,280.551,279.032,272.932,276.526,301.896,291.838,268.391,293.018,286.394,281.574,297.460
1312,283.842,274.512,279.506,280.184,278.902,273.442,276.670,301.698,291.734,267.544,292.669,285.758,281.725,297.566
1313,283.088,274.194,279.664,280.051,278.153,273.749,276.395,301.357,291.377,267.053,292.373,285.443,281.781,297.217
1314,282.765,274.152,279.981,279.755,276.873,273.874,276.015,300.978,290.983,266.911,292.330,285.387,281.711,296.464
1315,283.135,274.214,280.290,279.571,275.775,273.851,275.697,300.741,290.720,266.962,292.527,285.329,281.551,295.919
1316,283.811,274.083,280.602,279.641,275.599,273.594,275.681,300.630,290.667,267.088,293.041,285.130,281.444,295.790
1317,284.281,273.697,280.705,279.702,276.202,273.141,275.983,300.545,290.813,267.283,293.825,284.781,281.441,295.695
1318,284.232,273.390,280.566,279.457,276.821,272.733,276.474,300.265,290.785,267.502,294.538,284.255,281.314,295.277
1319,283.857,273.336,280.146,279.152,277.199,272.343,276.628,299.802,290.464,267.834,294.993,283.687,280.834,294.850
1320,283.434,273.386,279.614,278.884,277.245,272.086,276.140,299.379,290.143,268.380,295.396,283.142,280.211,294.598
1321,283.190,273.580,279.149,278.765,276.726,272.008,275.347,299.261,290.075,268.854,295.921,282.822,279.708,294.254
1322,283.190,274.017,278.715,278.914,275.873,271.958,274.689,299.616,290.236,268.984,296.533,282.776,279.373,293.467
1323,283.249,274.484,278.384,279.096,275.236,271.641,274.595,300.232,290.396,268.599,296.947,282.956,279.142,292.515
1324,283.086,274.651,278.180,279.038,274.905,271.149,274.925,300.652,290.231,267.978,297.035,283.172,279.125,291.857
1325,282.704,274.157,278.441,278.503,274.585,270.843,275.278,300.507,289.723,267.392,296.938,283.269,279.251,291.767
1326,282.381,273.423,279.067,277.674,274.262,270.927,275.313,299.982,289.167,266.934,296.821,283.222,279.342,292.067
1327,282.272,273.105,279.499,276.972,274.369,271.264,275.027,299.347,289.017,266.704,296.764,283.069,279.356,292.501
1328,282.263,273.503,279.338,276.619,274.798,271.634,274.835,298.753,289.377,266.743,296.768,282.841,279.392,293.030
1329,282.225,274.157,278.851,276.548,275.112,271.835,274.977,298.252,289.860,266.838,296.619,282.565,279.545,293.326
1330,282.084,274.462,278.376,276.586,275.352,271.924,275.384,297.832,290.091,266.774,296.226,282.293,279.908,293.333
1331,281.920,274.015,277.969,276.798,275.530,271.762,275.785,297.505,290.127,266.484,295.933,282.215,280.325,293.178
1332,281.678,273.113,277.604,277.189,275.919,271.450,275.831,297.199,290.096,266.139,295.936,282.201,280.588,293.092
1333,281.434,272.401,277.355,277.889,276.233,271.301,275.601,296.976,289.860,265.918,296.202,282.151,280.655,293.342
1334,281.321,272.237,277.422,278.409,276.133,271.552,275.282,296.893,289.341,265.812,296.535,282.074,280.479,293.679
1335,281.285,272.540,277.592,278.318,275.695,271.901,275.002,296.938,288.676,265.642,296.659,281.902,280.230,293.758
1336,281.201,273.020,277.528,277.674,275.118,272.141,274.695,297.056,288.248,265.460,296.396,281.387,279.986,293.423
1337,281.169,273.464,277.372,276.831,274.588,272.005,274.305,297.175,288.179,265.478,295.928,280.616,279.770,292.792
1338,281.345,273.732,277.269,276.278,274.219,271.605,274.146,297.266,288.440,265.916,295.627,280.184,279.432,292.146
1339,281.511,273.741,277.199,276.265,274.147,271.207,274.328,297.357,288.844,266.613,295.713,280.344,278.788,291.834
1340,281.488,273.556,277.146,276.720,274.412,271.018,274.743,297.540,289.277,266.850,295.893,280.773,278.051,292.141
1341,281.338,273.266,277.391,277.116,274.663,270.997,274.825,297.582,289.561,266.562,295.773,281.054,277.612,292.954
1342,281.231,272.747,277.902,276.854,274.977,270.997,274.305,297.376,289.566,266.042,295.246,280.905,277.541,293.831
1343,281.161,272.085,278.211,276.169,275.020,270.683,273.251,297.004,289.399,265.723,294.752,280.405,277.574,294.192
1344,281.095,271.854,278.201,276.023,274.810,270.060,272.303,296.696,289.286,265.759,294.754,279.899,277.593,293.843
1345,281.013,272.087,278.132,276.659,274.533,269.267,271.693,296.414,289.332,265.938,295.148,279.832,277.629,292.908
1346,280.986,272.519,278.065,277.596,274.458,268.804,271.511,296.148,289.253,266.239,295.446,280.089,277.662,291.882
1347,280.891,273.024,277.664,278.030,274.781,268.880,271.783,295.931,288.836,266.471,295.417,280.349,277.705,291.009
1348,280.591,273.429,276.859,277.808,275.317,269.393,272.564,295.623,288.432,266.277,295.002,280.326,277.711,290.628
1349,280.248,273.580,276.276,277.086,275.536,269.966,273.720,295.204,288.366,265.484,294.449,279.986,277.696,291.016
1350,280.054,273.373,276.285,276.010,275.349,270.610,274.885,294.977,288.409,264.735,293.933,279.601,277.729,291.684
1351,279.916,272.917,276.707,275.023,275.135,271.136,275.555,295.076,288.329,264.454,293.597,279.313,277.760,292.231
1352,279.739,272.516,277.127,274.503,275.124,271.181,275.547,295.251,288.153,264.630,293.503,278.985,277.830,292.462
1353,279.639,272.115,277.386,274.591,275.254,270.639,275.021,295.320,288.142,264.878,293.618,278.574,277.821,292.342
1354,279.820,271.712,277.638,274.881,275.259,270.076,274.428,295.393,288.142,265.042,293.811,278.236,277.664,291.848
1355,280.203,271.381,278.050,275.187,274.974,269.916,273.908,295.464,288.016,264.996,294.005,278.284,277.469,291.296
1356,280.489,271.211,278.424,275.404,274.510,270.233,273.514,295.363,287.844,264.891,294.213,278.728,277.477,291.030
1357,280.404,271.246,278.446,275.581,274.061,270.694,273.211,295.099,288.005,264.796,294.481,279.264,277.679,291.067
1358,280.163,271.386,277.923,275.833,273.816,271.173,273.000,294.676,288.456,264.816,294.611,279.643,277.736,291.032
1359,279.978,271.403,277.235,276.119,273.836,271.395,273.184,294.151,288.725,264.945,294.447,279.645,277.316,290.679
1360,279.812,271.246,276.844,276.523,273.974,270.984,273.898,293.679,288.593,264.943,294.079,279.215,276.949,290.106
1361,279.524,271.115,276.736,277.131,274.026,270.181,274.733,293.325,288.351,264.661,293.787,278.896,276.873,289.453
1362,279.304,271.050,276.679,277.566,273.859,269.456,275.159,293.300,288.425,264.241,293.524,279.140,277.026,289.046
1363,279.360,271.091,276.547,277.035,273.493,268.997,274.952,293.581,288.670,263.889,293.278,279.678,277.064,289.016
1364,279.506,271.048,276.494,275.497,273.331,268.869,274.374,293.892,288.520,263.697,293.120,280.035,276.914,289.025
1365,279.466,270.950,276.619,274.038,273.271,268.901,273.877,294.033,287.860,263.617,293.121,280.030,276.732,288.850
1366,279.222,271.009,276.552,273.742,273.150,269.039,273.762,293.987,287.223,263.885,293.203,279.979,276.655,288.630
1367,278.793,271.268,276.199,274.414,272.867,269.202,273.948,293.966,287.107,264.429,293.177,280.119,276.715,288.517
1368,278.409,271.606,275.647,275.139,272.749,269.191,274.397,294.118,287.428,264.909,293.110,280.429,276.797,288.603
1369,278.368,271.791,275.566,275.346,272.983,268.874,274.883,294.269,287.640,265.128,292.989,280.748,276.841,288.771
1370,278.625,271.536,276.091,275.341,273.369,268.592,275.119,294.229,287.542,265.321,292.693,280.999,276.942,289.014
1371,278.803,270.843,276.906,275.260,273.882,268.550,275.044,294.037,287.325,265.588,292.215,281.095,277.081,289.099
1372,278.865,270.268,277.499,274.982,274.562,268.788,274.516,293.835,287.288,265.447,291.824,281.060,277.068,288.995
1373,278.921,270.342,277.791,274.621,275.092,269.018,273.678,293.759,287.245,264.801,291.828,281.073,276.762,289.028
1374,279.186,271.017,277.645,274.596,274.925,269.139,272.762,293.755,287.027,264.263,292.196,281.082,276.360,289.182
1375,279.476,271.874,277.295,274.758,274.311,268.919,272.351,293.814,286.734,264.456,292.587,281.134,276.063,289.346
1376,279.511,272.307,276.974,274.798,273.905,268.749,272.537,293.908,286.679,265.033,292.758,281.385,275.979,289.256
1377,279.430,272.022,276.662,274.601,273.908,268.984,273.092,294.116,286.885,265.465,292.572,281.955,276.053,288.998
1378,279.616,271.429,276.326,274.255,273.876,269.280,273.668,294.278,287.080,265.670,292.231,282.298,276.067,288.788
1379,280.031,271.057,276.103,273.886,273.663,269.241,273.960,294.097,287.017,265.883,291.987,282.240,275.984,288.804
1380,280.382,271.146,276.230,273.556,273.412,268.856,274.115,293.370,286.792,265.942,291.812,282.041,275.933,288.857
1381,280.436,271.451,276.760,273.391,273.225,268.500,274.134,292.559,286.698,265.754,291.513,281.863,275.915,288.878
1382,280.171,271.721,277.230,273.386,273.357,268.510,273.971,292.074,287.036,265.354,291.075,281.749,275.923,288.718
1383,279.686,271.789,277.134,273.432,273.697,268.832,273.572,292.115,287.362,264.776,290.757,281.592,276.151,288.286
1384,279.152,271.671,276.472,273.510,273.755,269.141,273.171,292.442,287.374,264.157,290.620,281.168,276.668,288.139
1385,278.743,271.320,275.755,273.801,273.231,269.293,272.850,292.810,287.053,263.693,290.594,280.363,277.222,288.471
1386,278.494,270.667,275.350,274.217,272.565,269.366,272.378,293.023,286.876,263.633,290.479,279.360,277.316,289.000
1387,278.501,269.824,275.336,274.629,272.225,268.948,271.846,292.981,286.775,263.766,290.185,278.701,276.770,289.333
1388,278.612,269.353,275.487,274.591,272.395,267.846,271.860,292.640,286.821,263.794,289.820,278.503,276.095,289.483
1389,278.811,269.519,275.628,274.098,272.496,266.825,272.330,292.284,287.005,263.637,289.387,278.704,275.834,289.824
1390,278.871,269.843,275.875,273.467,272.207,266.662,272.741,292.165,287.431,263.750,288.865,278.882,275.964,290.360
1391,278.760,270.024,276.319,273.134,271.769,267.175,272.927,292.313,287.981,264.214,288.397,279.038,275.996,290.804
1392,278.485,270.091,276.643,273.104,271.830,267.652,273.023,292.602,288.053,264.515,288.287,278.994,275.864,290.605
1393,278.057,270.157,276.439,273.245,272.360,267.924,273.075,292.859,287.355,264.347,288.505,278.861,275.975,289.607
1394,277.616,270.233,275.791,273.563,272.994,268.055,273.035,292.925,286.355,264.035,288.944,278.953,276.490,288.545
1395,277.268,270.120,274.926,273.717,273.383,268.055,272.942,292.807,285.774,264.060,289.355,279.366,277.110,288.196
1396,277.163,269.939,274.254,273.753,273.210,267.953,272.791,292.572,285.664,264.217,289.447,279.792,277.538,288.358
1397,277.369,269.725,274.175,273.715,272.470,267.846,272.630,292.424,285.656,264.148,289.145,280.059,277.903,288.531
1398,277.715,269.562,274.528,273.793,271.539,267.895,272.562,292.362,285.687,263.637,288.568,280.178,278.358,288.508
1399,277.945,269.588,274.815,274.040,271.078,267.966,272.875,292.299,285.723,262.870,287.903,280.208,278.733,288.624
1400,278.004,269.771,274.971,274.146,271.265,267.901,273.347,292.259,285.860,262.303,287.379,280.202,278.971,288.898
1401,278.001,269.834,275.089,274.051,271.853,267.798,273.641,292.238,286.149,262.206,287.197,280.098,279.037,288.898
1402,278.020,269.564,275.264,273.626,272.317,267.979,273.660,292.159,286.535,262.365,287.326,279.940,278.981,288.621
1403,278.161,269.198,275.468,273.030,272.467,268.204,273.630,292.016,286.659,262.473,287.568,279.852,278.816,288.353
1404,278.381,269.074,275.580,272.515,272.398,267.924,273.635,291.670,286.451,262.485,287.556,279.773,278.596,288.261
1405,278.697,269.283,275.434,272.189,272.207,267.102,273.720,291.229,286.154,262.584,287.275,279.600,278.503,288.349
1406,278.826,269.606,275.305,272.205,272.101,266.469,273.812,290.883,286.105,262.677,286.976,279.420,278.453,288.538
1407,278.866,269.882,275.376,272.311,272.161,266.518,273.601,290.861,286.151,262.759,286.969,279.499,278.071,288.808
1408,278.833,269.824,275.415,272.399,272.415,266.848,273.165,291.011,286.143,262.754,287.281,279.861,277.437,289.030
1409,278.773,269.235,275.576,272.596,272.631,267.050,272.846,291.058,286.082,262.832,287.530,280.047,277.041,289.106
1410,278.635,268.453,275.868,272.970,272.450,267.178,272.962,290.948,286.047,263.060,287.452,279.752,276.941,289.032
1411,278.338,268.207,276.194,273.068,272.072,267.393,273.328,290.880,286.047,263.385,287.154,279.257,276.952,288.984
1412,277.914,268.834,276.276,272.889,271.997,267.759,273.574,291.006,285.973,263.735,286.966,278.982,276.877,288.998
1413,277.478,270.107,276.355,272.710,272.409,267.859,273.459,291.110,285.849,263.819,287.112,278.934,276.790,288.917
1414,277.157,271.329,276.578,272.672,272.968,267.814,273.276,290.922,285.866,263.657,287.424,278.917,276.785,288.751
1415,277.117,271.985,276.851,272.654,273.314,267.691,273.322,290.503,285.992,263.573,287.739,278.831,276.978,288.695
1416,277.286,271.928,276.947,272.444,273.259,267.607,273.668,290.269,286.171,263.482,287.976,278.867,277.281,288.794
1417,277.460,271.468,276.899,272.157,272.934,267.505,274.177,290.444,286.322,263.279,288.031,278.997,277.425,288.995
1418,277.559,270.797,276.823,272.051,272.611,267.576,274.553,290.876,286.659,262.869,287.989,279.012,277.168,289.224
1419,277.693,270.083,276.652,272.381,272.559,267.914,274.601,291.170,286.921,262.580,287.971,278.846,276.695,289.201
1420,278.013,269.442,276.506,272.914,272.660,268.414,274.415,291.148,286.862,262.569,287.949,278.740,276.332,288.942
1421,278.263,268.983,276.592,273.247,272.735,268.827,274.432,290.935,286.426,262.785,287.897,278.743,276.321,288.411
1422,278.314,268.876,276.993,273.222,272.735,268.861,274.818,290.834,285.895,262.958,287.807,278.751,276.699,287.947
1423,278.165,269.059,277.458,272.995,272.689,268.704,275.244,290.877,285.484,262.987,287.703,278.730,277.226,287.626
1424,277.981,269.442,277.710,273.101,272.663,268.505,275.276,290.925,285.261,262.639,287.519,278.622,277.596,287.420
1425,277.879,269.519,277.758,273.760,272.395,268.401,274.979,290.938,285.354,262.062,287.325,278.518,277.588,287.282
1426,277.893,269.392,277.489,274.664,271.844,268.505,274.670,291.019,285.811,261.672,287.138,278.479,277.212,287.344
1427,277.916,269.322,277.180,275.288,271.150,268.723,274.486,290.994,286.307,261.573,286.999,278.710,276.892,287.446
1428,277.994,269.416,276.983,275.283,270.435,268.832,274.296,290.797,286.483,261.507,286.799,279.039,276.859,287.296
1429,278.110,269.553,276.947,274.788,269.945,268.573,274.117,290.488,286.346,261.318,286.582,279.293,276.837,287.162
1430,278.162,269.778,277.036,274.321,269.775,267.929,274.355,290.265,286.209,261.151,286.356,279.328,276.518,287.370
1431,278.101,270.035,277.305,273.904,269.934,267.361,275.000,290.096,286.060,261.026,286.136,279.199,276.267,287.746
1432,277.997,270.214,277.624,273.503,270.640,267.369,275.599,289.891,285.799,261.139,286.004,278.846,276.353,287.868
1433,277.819,270.253,277.851,273.288,271.657,267.526,275.518,289.792,285.689,261.571,286.071,278.453,276.689,287.730
1434,277.496,270.163,277.971,273.285,272.522,267.505,274.754,289.999,286.126,262.268,286.091,278.139,276.978,287.492
1435,277.186,270.279,278.146,273.386,272.991,267.196,273.735,290.648,287.047,263.091,286.080,278.159,277.071,287.196
1436,277.125,270.893,278.851,273.164,273.009,267.084,272.923,291.716,288.204,264.137,286.145,278.497,277.138,286.921
1437,277.457,271.917,280.019,272.495,272.475,267.196,272.445,293.128,289.217,265.363,286.340,279.086,277.259,286.697
1438,278.190,273.007,281.307,271.475,271.599,267.277,272.177,294.704,289.733,266.549,286.710,279.840,277.371,286.580
1439,278.966,273.776,282.626,270.525,271.052,267.225,271.969,296.252,289.665,267.387,287.565,280.651,277.638,286.866
1440,279.469,274.303,283.914,270.114,271.072,267.005,272.023,297.740,289.734,267.996,289.089,281.438,278.252,288.139
1441,279.682,274.569,284.954,270.556,271.588,266.401,272.223,298.987,290.657,268.624,291.169,282.245,279.264,290.628
1442,279.891,274.582,285.535,271.455,272.118,265.929,272.528,300.030,292.450,269.283,293.629,283.636,280.525,293.896
1443,280.370,274.680,285.731,272.424,272.014,266.152,273.188,300.863,294.508,269.757,296.171,286.125,281.996,297.002
1444,281.102,275.039,286.072,273.361,271.144,267.246,274.382,301.660,296.453,270.024,298.500,289.189,283.662,299.485
1445,281.881,275.736,286.731,274.182,270.254,268.814,275.802,302.414,298.050,270.469,300.400,291.811,285.404,301.589
1446,282.561,276.593,287.528,274.985,269.971,270.432,276.992,302.992,299.195,271.088,302.003,293.426,286.936,303.697
1447,283.042,277.464,288.098,275.773,270.375,271.819,277.764,303.393,299.899,271.400,303.359,294.453,288.031,305.716
1448,283.373,278.325,288.367,276.381,271.285,272.688,278.330,303.789,300.393,271.325,304.504,295.349,288.738,307.109
1449,283.833,279.187,288.739,276.977,272.156,273.081,278.889,304.533,300.794,271.296,305.544,296.201,289.334,307.693
1450,284.776,279.970,289.700,278.048,273.017,273.636,279.397,305.982,301.230,271.697,306.652,296.967,290.011,308.146
1451,286.286,280.573,291.616,279.831,274.294,274.777,279.994,308.301,301.604,272.392,307.962,297.807,290.658,309.028
1452,288.083,281.161,294.125,282.083,276.481,275.971,280.929,311.164,301.967,273.040,309.435,299.038,291.170,310.152
1453,289.986,281.525,296.194,284.119,279.086,276.704,282.125,313.886,302.297,273.546,310.869,300.426,291.530,310.963
1454,291.656,281.580,297.271,285.460,281.424,277.361,283.361,316.015,302.616,273.909,312.069,301.304,291.807,311.067
1455,292.838,281.627,297.647,286.235,282.862,278.170,284.198,317.523,302.758,274.179,312.935,301.390,292.018,310.739
1456,293.696,282.109,298.055,287.162,283.274,278.673,284.770,318.644,302.910,274.385,313.471,301.056,292.227,310.540
1457,294.626,283.059,298.904,288.470,283.000,278.416,285.814,319.588,303.434,274.418,313.947,301.076,292.533,310.808
1458,295.822,284.028,300.175,289.551,282.951,278.018,287.800,320.374,304.448,274.599,314.290,301.891,292.936,311.226
1459,297.000,284.732,301.410,289.813,283.513,278.209,290.219,320.978,305.557,275.057,314.415,303.418,293.614,311.423
1460,297.953,285.349,302.247,289.606,284.571,279.120,292.111,321.407,306.382,275.631,314.369,305.211,294.610,311.189
1461,298.799,285.952,302.566,289.548,285.496,280.314,293.188,321.650,307.110,275.964,314.282,306.773,295.784,310.707
1462,299.576,286.294,302.540,290.005,285.965,281.696,294.113,321.863,307.888,276.288,314.207,307.757,297.093,310.312
1463,300.112,286.414,302.225,290.932,286.092,282.937,295.328,322.267,308.695,276.717,314.010,308.166,298.238,310.166
1464,300.525,286.508,301.566,291.891,285.939,283.594,296.710,322.888,309.370,277.089,313.857,308.216,299.079,309.940
1465,300.990,286.824,300.938,292.427,285.386,283.579,297.833,323.413,309.759,277.201,313.704,308.216,299.684,309.333
1466,301.622,287.488,300.707,292.356,284.597,283.560,298.461,323.493,309.863,277.175,313.533,308.222,300.066,308.469
1467,302.475,288.514,301.038,292.124,284.072,283.715,298.503,323.200,309.914,277.429,313.509,308.343,300.332,307.490
1468,303.723,289.634,301.631,291.990,284.262,283.948,298.115,322.883,310.340,278.239,313.696,308.855,300.856,306.513
1469,305.163,290.621,302.094,291.843,284.867,284.128,297.532,322.946,311.091,279.496,313.974,309.976,301.966,305.732
1470,306.443,291.346,302.223,291.694,285.343,284.236,296.802,323.466,311.803,280.730,314.302,311.455,303.336,305.268
1471,307.262,291.601,302.156,291.788,285.813,283.859,295.952,324.129,312.275,281.856,314.732,312.621,304.325,305.012
1472,307.489,291.527,302.077,292.139,286.144,283.160,295.257,324.674,312.605,283.172,314.950,313.266,304.710,304.605
1473,307.308,291.499,301.861,292.328,286.205,282.654,294.946,325.107,313.027,284.745,314.705,313.782,304.752,303.758
1474,307.258,291.590,301.482,292.250,286.167,282.738,295.079,325.462,313.539,286.035,314.224,314.335,304.730,302.850
1475,307.745,291.556,301.115,291.876,286.135,283.055,295.154,325.900,313.682,286.664,313.901,314.853,304.882,302.383
1476,308.607,291.331,301.086,291.361,285.821,282.827,294.985,326.609,313.211,286.883,313.572,315.048,305.444,302.379
1477,309.542,291.290,301.863,290.881,285.360,281.825,294.635,327.574,312.586,287.151,312.990,315.109,306.278,302.279
1478,310.321,291.464,302.990,290.442,284.813,280.804,294.349,328.585,312.387,287.319,312.341,315.358,306.967,301.818
1479,311.009,291.486,303.729,290.139,284.677,280.427,294.142,329.476,312.605,287.245,312.131,315.684,307.185,301.316
1480,311.586,291.170,303.981,290.096,285.037,280.634,293.921,330.216,312.943,286.953,312.356,315.708,307.186,301.259
1481,312.106,290.353,304.168,290.404,285.539,280.730,293.722,330.716,313.149,286.447,312.438,315.346,307.232,301.441
1482,312.524,289.268,304.396,290.720,285.666,280.558,293.747,330.961,313.162,285.863,311.945,314.716,307.337,301.430
1483,312.687,288.253,304.463,290.720,285.334,280.387,293.875,331.080,312.932,285.495,311.224,314.236,307.297,301.263
1484,312.610,287.924,304.144,290.268,284.726,280.495,293.731,331.251,312.492,285.478,310.881,314.047,307.056,301.099
1485,312.360,288.052,303.693,289.737,284.086,280.610,293.021,331.410,312.016,285.883,311.008,313.846,306.808,300.991
1486,312.049,288.442,303.564,289.424,283.605,280.521,292.173,331.441,311.514,286.141,311.156,313.293,306.527,300.718
1487,311.637,288.715,303.683,289.497,283.354,280.387,291.656,331.284,311.031,285.664,310.910,312.298,306.129,300.261
1488,310.994,288.874,303.585,289.614,282.968,280.293,291.649,331.013,310.728,284.695,310.417,311.270,305.764,299.873
1489,310.291,288.926,303.043,289.551,282.205,280.254,291.919,330.859,310.539,283.976,310.187,310.566,305.766,299.751
1490,309.978,288.943,302.336,289.412,281.556,280.264,292.090,330.805,310.154,283.768,310.366,310.190,305.700,299.919
1491,310.107,289.194,301.854,289.199,281.533,280.314,292.069,330.670,309.498,283.781,310.593,309.917,305.051,300.256
1492,310.034,289.327,301.763,288.909,282.046,280.380,291.979,330.491,308.648,283.823,310.432,309.569,303.945,300.330
1493,309.547,289.024,302.031,288.419,282.228,280.259,291.706,330.433,307.852,283.832,309.874,309.050,303.107,299.998
1494,308.907,288.209,302.094,287.801,281.700,279.906,291.330,330.364,307.285,283.701,309.052,308.424,302.916,299.307
1495,308.396,287.475,301.679,287.205,280.836,279.411,290.858,330.106,306.874,283.288,308.286,307.857,302.973,298.718
1496,308.017,286.987,301.089,286.970,280.239,278.812,290.539,329.628,306.597,282.597,307.820,307.569,302.978,298.268
1497,307.752,286.682,301.014,287.030,280.078,278.194,290.537,328.996,306.483,281.920,307.658,307.464,302.926,298.159
1498,307.644,286.540,301.535,287.023,279.908,277.874,290.585,328.356,306.553,281.706,307.768,307.358,302.970,298.390
1499,308.068,286.623,302.317,286.725,279.501,277.830,290.322,328.143,306.890,282.111,308.241,307.574,303.240,299.055
1500,309.346,287.298,302.887,286.381,279.052,277.738,289.781,328.723,307.604,282.794,309.282,308.598,303.722,300.152
1501,311.407,288.407,302.962,286.609,278.801,277.107,289.098,330.075,308.403,283.622,310.657,310.289,304.297,301.499
1502,313.613,289.706,302.758,287.641,278.862,276.165,288.440,331.787,309.036,284.564,312.022,311.968,304.893,302.938
1503,315.466,290.952,302.559,288.891,278.945,275.414,288.106,333.409,309.451,285.484,313.189,313.169,305.530,304.564
1504,316.780,292.155,302.508,289.856,279.029,275.228,287.925,334.728,309.797,286.035,314.222,313.669,306.356,306.048
1505,317.614,293.275,302.823,290.336,279.533,275.490,287.664,335.748,310.217,286.432,315.029,313.431,307.205,307.072
1506,318.272,294.142,303.590,290.667,280.447,275.822,287.466,336.487,310.555,287.124,315.563,312.727,307.836,307.598
1507,319.064,294.645,304.580,290.955,280.896,275.788,287.380,336.960,310.588,288.051,315.924,312.085,308.055,307.875
1508,319.948,294.832,305.242,291.495,280.507,275.539,287.570,337.334,310.127,288.502,316.049,311.716,307.866,307.854
1509,320.496,294.800,305.259,292.343,279.689,275.186,287.998,337.733,309.437,288.206,315.845,311.659,307.436,307.568
1510,320.434,294.867,304.894,293.154,279.490,274.788,288.505,338.030,308.865,287.613,315.345,311.591,307.181,307.339
1511,320.070,295.059,304.638,293.667,280.156,274.249,288.689,337.994,308.281,287.210,314.815,311.503,307.238,307.404
1512,319.973,295.068,304.528,293.904,280.827,273.911,288.347,337.601,307.627,287.230,314.312,311.505,307.338,307.367
1513,320.294,294.536,304.367,294.164,280.769,273.893,287.641,337.181,307.234,287.562,313.871,311.580,307.245,307.002
1514,320.519,293.732,303.974,294.159,280.274,273.987,286.875,336.975,307.252,288.265,313.542,311.630,307.160,306.584
1515,320.222,293.089,303.842,293.533,279.850,274.259,286.340,336.890,307.626,289.436,313.523,311.580,307.437,306.330
1516,319.656,292.634,304.216,292.495,279.640,274.639,286.079,336.866,308.200,290.761,313.935,311.637,308.137,306.303
1517,319.341,292.549,304.880,291.816,279.934,275.003,285.925,336.901,308.822,291.971,314.749,312.026,308.907,306.598
1518,319.387,293.072,305.129,291.949,280.758,275.026,285.914,337.072,309.709,293.038,315.752,312.539,309.459,307.307
1519,319.580,294.015,304.883,292.457,281.994,275.065,286.090,337.211,310.778,293.907,316.822,312.923,309.878,308.263
1520,319.632,294.501,304.564,292.644,283.055,275.374,286.040,337.213,311.643,294.356,317.924,313.035,310.067,309.196
1521,319.241,294.209,304.376,292.783,283.758,275.987,285.493,337.083,312.116,294.345,318.870,312.872,309.748,309.732
1522,318.372,293.553,303.916,293.083,284.159,276.594,284.879,336.894,312.217,294.487,319.363,312.659,309.100,309.739
1523,317.527,293.366,303.108,293.553,284.418,277.139,284.470,336.692,312.047,295.208,319.461,312.526,308.681,309.487
1524,317.105,293.704,302.266,293.841,284.516,277.385,284.152,336.526,311.907,296.089,319.372,312.539,308.488,309.439
1525,316.927,293.976,301.890,293.821,284.579,277.398,283.931,336.392,312.016,296.568,319.314,312.615,308.188,309.734
1526,316.673,293.743,301.916,293.545,284.914,277.419,283.846,336.161,312.088,296.431,319.445,312.730,307.696,309.988
1527,316.183,293.091,302.103,293.343,285.199,277.317,283.762,335.714,311.939,295.812,319.765,312.640,307.422,309.949
1528,315.464,292.351,302.247,293.247,285.020,276.830,283.720,335.103,311.832,295.111,320.013,312.122,307.399,309.619
1529,314.799,291.540,302.273,292.874,284.484,276.382,283.998,334.643,311.932,294.677,320.115,311.391,307.330,309.139
1530,314.383,290.545,302.170,292.081,283.925,276.369,284.182,334.300,312.009,294.540,320.164,310.831,306.971,308.584
1531,314.312,289.708,301.727,291.187,283.484,276.995,283.990,333.920,311.830,294.307,320.115,310.444,306.432,308.187
1532,314.280,289.425,300.923,290.715,283.265,277.746,283.547,333.346,311.228,293.982,319.795,309.964,306.103,307.947
1533,313.815,289.595,300.108,290.785,283.343,277.966,283.374,332.628,310.209,293.969,319.125,309.147,306.158,307.806
1534,312.936,289.573,299.739,291.162,283.525,277.484,283.361,331.976,308.991,294.228,318.350,308.098,306.415,307.667
1535,312.290,288.991,299.683,291.417,283.542,276.822,283.035,331.518,308.215,294.106,317.674,307.282,306.432,307.506
1536,312.259,288.124,299.631,291.331,283.522,276.529,282.426,331.222,308.159,293.245,317.394,306.935,305.923,307.314
1537,312.432,287.686,299.317,291.217,283.493,276.712,281.996,330.990,308.382,291.978,317.501,306.832,304.982,307.143
