 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14
5473,274.443,270.673,273.523,271.604,268.905,264.317,270.591,285.895,282.017,258.737,289.634,282.263,280.093,292.972
5474,274.581,270.641,273.341,272.051,269.112,264.482,270.825,285.616,282.843,259.270,289.396,282.020,280.127,293.102
5475,274.847,270.556,272.806,272.240,269.259,264.762,270.873,285.215,283.270,259.772,289.293,281.944,280.047,293.058
5476,275.124,270.270,272.319,271.826,269.196,264.791,270.689,284.795,283.198,260.089,289.301,281.952,280.174,292.582
5477,275.290,269.743,271.902,270.823,268.804,264.565,270.428,284.504,282.840,260.270,289.391,282.100,280.478,291.854
5478,275.278,269.277,271.559,269.652,268.412,264.338,270.044,284.437,282.465,260.347,289.554,282.464,280.790,291.446
5479,275.129,268.996,271.477,268.975,268.493,264.233,269.656,284.600,282.255,260.372,289.923,282.944,281.049,291.633
5480,274.909,269.068,271.731,269.295,269.179,264.251,269.395,284.813,282.259,260.270,290.662,283.396,281.127,292.390
5481,274.669,269.405,272.139,270.336,269.916,264.272,269.562,284.898,282.349,260.007,291.730,283.680,281.071,293.388
5482,274.419,269.763,272.518,271.212,270.167,264.228,270.013,284.868,282.292,259.757,292.716,283.763,280.956,294.242
5483,274.195,269.950,272.823,271.346,269.836,264.304,270.232,284.888,281.965,259.701,293.348,283.785,280.947,294.626
5484,274.033,270.004,272.962,270.823,269.334,264.304,270.154,285.017,281.511,259.786,293.640,283.999,281.078,294.425
5485,274.082,269.991,272.789,270.124,269.055,264.157,269.894,285.139,281.261,259.920,293.860,284.483,281.264,293.799
5486,274.308,270.057,272.492,269.407,269.285,263.997,269.539,285.134,281.396,260.038,294.145,285.095,281.422,293.111
5487,274.662,270.044,272.520,268.917,269.902,263.880,269.309,285.082,281.876,260.201,294.358,285.595,281.437,292.716
5488,275.012,269.810,272.796,268.869,270.444,263.822,269.334,285.182,282.332,260.327,294.378,285.813,281.278,292.584
5489,275.181,269.344,273.185,269.205,270.594,263.906,269.608,285.393,282.414,260.509,294.305,285.647,281.067,292.395
5490,275.162,268.867,273.386,269.619,270.455,263.979,270.027,285.548,282.146,260.723,294.350,285.103,280.851,292.104
5491,275.089,268.625,273.235,269.909,270.317,263.856,270.363,285.552,281.772,260.929,294.526,284.692,280.622,292.051
5492,275.109,268.675,272.801,269.917,270.406,263.767,270.624,285.456,281.563,261.042,294.789,284.588,280.444,292.328
5493,275.051,268.915,272.463,269.851,270.467,264.181,270.904,285.387,281.623,260.912,295.102,284.423,280.321,292.656
5494,274.797,269.344,272.412,269.980,270.478,264.969,271.052,285.353,281.873,260.666,295.526,283.932,280.227,292.776
5495,274.356,269.789,272.504,270.399,270.513,265.209,270.981,285.251,282.096,260.350,296.053,283.553,280.205,292.647
5496,274.128,270.131,272.597,270.778,270.654,264.796,270.831,284.881,282.072,259.953,296.467,283.566,280.092,292.476
5497,274.296,270.240,272.683,270.639,270.720,264.325,270.858,284.450,281.920,259.810,296.487,283.692,279.800,292.423
5498,274.539,270.094,272.926,270.023,270.553,264.356,271.109,284.205,281.700,259.865,296.176,283.634,279.666,292.570
5499,274.469,269.967,273.062,269.475,270.205,264.759,271.292,284.272,281.525,259.920,295.620,283.640,279.945,292.704
5500,274.194,270.100,273.002,269.457,269.729,265.034,271.203,284.357,281.344,259.790,295.054,283.943,280.404,292.575
5501,274.124,270.083,273.017,269.742,269.395,264.916,270.797,284.389,281.349,259.518,294.658,284.289,280.507,292.079
5502,274.365,269.678,273.494,270.169,269.288,264.670,270.123,284.351,281.841,259.314,294.714,284.468,280.108,291.339
5503,274.699,268.739,274.091,270.427,269.378,264.351,269.589,284.329,282.667,259.254,295.131,284.073,279.656,290.755
5504,274.936,267.797,274.223,270.543,269.556,264.055,269.681,284.327,283.300,259.403,295.453,283.122,279.375,290.360
5505,275.123,267.420,273.966,270.457,269.862,263.639,270.088,284.290,283.549,259.553,295.326,282.169,279.093,290.055
5506,275.284,267.545,273.588,270.442,269.974,263.453,270.347,284.170,283.544,259.597,294.737,281.624,278.712,289.550
5507,275.424,267.869,273.281,270.710,269.697,263.573,270.292,283.949,283.333,259.456,294.023,281.492,278.523,288.889
5508,275.319,268.377,273.091,270.924,269.216,263.822,269.766,283.847,282.714,259.115,293.643,281.476,278.836,288.494
5509,274.973,269.041,273.010,270.760,268.919,263.990,269.061,283.999,281.910,258.863,293.640,281.411,279.490,288.781
5510,274.413,269.434,272.772,270.126,268.991,264.128,268.672,284.348,281.244,258.704,293.658,281.396,279.962,289.476
5511,273.883,269.105,272.463,269.548,269.274,264.432,268.825,284.602,281.031,258.704,293.533,281.521,279.788,289.746
5512,273.533,268.318,272.129,269.412,269.602,264.914,269.232,284.702,281.242,258.613,293.275,281.751,279.285,289.282
5513,273.476,267.558,272.070,269.619,269.648,265.202,269.687,284.693,281.805,258.325,293.002,282.172,278.918,288.790
5514,273.706,267.325,272.307,269.790,269.409,265.076,270.244,284.666,282.360,258.005,292.718,282.796,278.852,288.834
5515,274.000,267.551,272.815,269.785,268.922,264.620,270.948,284.658,282.516,257.878,292.477,283.301,278.949,289.206
5516,274.267,267.963,273.151,269.495,268.104,263.919,271.428,284.640,282.264,258.255,292.340,283.397,279.042,289.455
5517,274.355,268.464,272.978,268.924,267.127,263.272,271.637,284.588,281.972,259.073,292.214,283.085,279.099,289.397
5518,274.314,269.205,272.257,268.503,266.421,262.840,271.714,284.505,281.778,259.838,292.066,282.805,279.140,289.106
5519,274.388,269.915,271.422,268.495,266.170,262.979,271.835,284.495,281.648,260.104,292.114,282.988,279.040,288.852
5520,274.632,270.529,271.062,268.689,266.674,263.688,272.040,284.539,281.484,259.898,292.373,283.548,278.656,288.834
5521,274.877,270.959,271.456,268.955,267.507,264.840,272.376,284.537,281.261,259.542,292.680,283.952,278.155,289.095
5522,274.932,271.255,272.189,269.225,268.378,265.832,272.925,284.500,280.914,259.429,293.009,283.956,277.864,289.323
5523,274.860,271.403,272.683,269.636,269.006,266.021,273.480,284.527,280.607,259.748,293.320,283.645,277.873,289.600
5524,274.848,271.490,272.854,270.043,269.398,265.579,273.608,284.691,280.481,260.352,293.754,283.273,277.959,289.928
5525,275.091,271.542,272.871,270.275,269.651,265.134,273.313,284.820,280.711,260.810,294.294,283.118,278.103,290.256
5526,275.308,271.512,273.067,270.414,269.703,264.961,272.910,284.799,281.189,261.040,294.999,283.042,278.319,290.651
5527,275.424,271.516,273.302,270.606,269.744,265.131,272.532,284.621,281.538,261.060,295.753,282.931,278.386,291.169
5528,275.488,271.580,273.403,270.717,269.784,265.702,272.228,284.373,281.533,261.036,296.431,282.711,278.099,291.801
5529,275.600,271.802,273.283,270.308,269.916,266.372,271.985,284.210,281.384,260.969,296.897,282.476,277.859,292.349
5530,275.771,272.052,272.813,269.212,269.879,266.728,271.887,284.232,281.436,261.000,297.258,282.293,277.853,292.804
5531,275.960,272.246,272.218,268.346,269.594,266.675,272.071,284.341,281.558,261.182,297.615,282.157,278.007,293.236
5532,275.960,272.420,271.777,268.308,269.412,266.503,272.303,284.359,281.539,261.358,297.981,282.122,278.133,293.850
5533,275.648,272.590,271.698,268.763,269.859,266.594,272.363,284.295,281.531,261.255,298.359,282.172,278.051,294.455
5534,275.340,272.608,271.835,269.240,270.490,266.660,272.390,284.213,281.684,260.996,298.658,282.322,277.900,294.718
5535,275.240,272.455,272.165,269.510,270.640,266.542,272.630,284.243,281.844,260.757,298.917,282.462,277.759,294.497
5536,275.290,272.054,272.506,269.702,270.133,266.039,273.019,284.441,281.895,260.620,299.114,282.569,277.549,294.194
5537,275.406,271.458,272.719,269.727,269.380,265.225,273.154,284.673,281.734,260.564,299.187,282.621,277.148,294.231
5538,275.570,270.869,272.703,269.720,268.700,264.377,272.789,284.819,281.281,260.407,299.044,282.477,276.845,294.386
5539,275.655,270.682,272.472,269.788,268.199,263.788,272.175,284.865,280.597,260.078,298.906,282.183,276.871,294.259
5540,275.545,270.773,272.070,270.035,268.081,263.678,271.768,284.859,279.874,259.662,298.839,282.079,277.177,293.834
5541,275.407,271.052,271.782,270.333,268.588,264.157,272.008,284.944,279.478,259.234,298.822,282.162,277.215,293.300
5542,275.467,271.216,271.827,270.566,269.242,265.084,272.818,285.009,279.514,259.046,298.736,282.251,276.812,292.730
5543,275.739,271.277,272.058,270.553,269.571,266.018,273.681,284.996,279.846,259.279,298.573,282.003,276.296,292.217
5544,275.848,271.383,272.106,270.624,269.519,266.675,274.067,285.008,280.228,259.794,298.215,281.467,276.267,291.942
5545,275.542,271.680,271.806,271.040,269.187,266.908,273.720,285.146,280.536,260.234,297.807,280.999,276.732,291.820
5546,275.040,271.946,271.163,271.591,268.741,266.832,273.061,285.324,280.560,260.219,297.517,281.038,277.181,291.700
5547,274.558,271.806,270.525,271.775,268.522,266.440,272.701,285.395,280.269,260.016,297.530,281.210,277.237,291.739
5548,274.298,271.357,270.410,271.561,268.637,265.853,273.073,285.138,279.939,259.945,297.732,281.069,277.190,292.171
5549,274.315,270.874,271.084,271.394,269.118,265.380,274.100,284.709,279.807,259.852,298.054,280.690,277.203,292.857
5550,274.558,270.662,271.894,271.515,269.597,265.547,274.992,284.232,279.761,259.434,298.410,280.573,277.311,293.455
5551,274.842,270.521,272.355,271.523,269.847,266.356,275.466,283.713,279.629,258.993,298.517,280.958,277.378,293.887
5552,274.863,270.279,272.427,271.116,269.862,267.065,275.672,283.303,279.615,258.925,298.069,281.532,277.237,294.060
5553,274.599,270.124,272.482,270.333,269.911,267.099,275.873,283.221,279.737,259.473,297.281,281.837,276.727,294.122
5554,274.278,270.194,272.477,269.588,270.222,266.479,276.073,283.462,279.910,260.210,296.805,281.574,275.997,294.182
5555,274.258,270.420,272.667,269.331,270.513,265.856,276.288,283.766,279.885,260.571,296.937,281.000,275.399,294.476
5556,274.301,270.617,273.010,269.326,270.392,265.599,276.401,283.850,279.766,260.513,297.353,280.577,275.107,294.868
5557,274.224,270.765,273.314,269.646,269.841,265.675,276.152,283.773,279.744,260.297,297.500,280.411,275.296,295.095
5558,274.033,270.950,273.422,270.230,269.182,266.031,275.553,283.876,279.794,260.239,297.413,280.379,275.640,295.300
5559,273.842,271.248,273.297,270.768,268.793,266.482,275.019,284.127,279.792,260.288,297.270,280.432,275.719,295.568
5560,273.847,271.608,273.055,270.944,268.784,266.825,274.850,284.429,279.862,260.489,297.062,280.576,275.419,295.767
5561,274.051,271.924,272.981,270.937,269.130,266.856,275.138,284.716,279.953,260.710,296.674,280.634,275.266,295.619
5562,274.789,272.438,273.374,271.177,269.795,266.953,275.737,285.284,280.231,260.985,296.260,280.495,275.753,295.316
5563,276.559,273.538,274.360,271.780,270.893,267.243,276.370,286.498,281.090,261.496,296.177,280.499,276.945,295.148
5564,279.273,275.599,275.885,272.841,272.510,267.571,276.752,288.308,282.632,262.241,296.696,281.219,278.499,295.339
5565,282.125,278.026,277.650,274.225,274.092,267.953,277.008,290.524,284.516,263.133,297.742,282.582,279.970,295.861
5566,284.467,279.808,279.273,275.866,275.418,268.395,277.040,292.770,286.252,264.193,298.701,284.012,281.242,296.462
5567,286.151,280.621,280.571,277.336,276.484,269.113,276.770,294.796,287.585,265.281,299.055,285.088,282.452,296.822
5568,287.337,280.778,281.700,278.394,277.519,269.979,276.177,296.465,288.451,265.998,298.873,285.946,283.582,296.938
5569,288.202,280.970,282.753,279.240,278.493,270.610,275.699,297.760,289.226,266.245,298.669,286.882,284.347,297.053
5570,288.880,281.327,283.561,279.982,279.369,270.990,275.618,298.662,290.028,266.192,298.873,287.716,284.721,297.136
5571,289.584,281.915,284.211,280.669,279.945,271.401,275.724,299.373,290.580,266.141,299.339,288.098,284.853,297.060
5572,290.368,282.556,284.938,281.162,280.138,272.050,275.823,300.181,290.649,266.077,299.754,288.039,285.341,296.843
5573,291.225,283.331,285.686,281.417,280.196,272.762,275.992,301.219,290.654,265.991,299.993,287.943,286.492,296.663
5574,292.120,284.214,286.201,281.702,280.844,273.484,276.342,302.536,291.173,266.075,300.289,288.338,288.041,296.677
5575,292.962,285.342,286.393,282.167,282.055,274.154,276.770,303.877,292.252,266.515,300.756,289.298,289.388,297.039
5576,293.810,286.534,286.770,283.015,283.184,274.597,277.109,304.982,293.307,267.153,301.447,290.612,290.281,297.677
5577,294.714,287.499,287.472,284.210,283.919,274.686,277.315,305.779,293.904,267.536,302.234,291.822,290.914,298.279
5578,295.696,288.024,288.448,285.457,284.265,274.654,277.775,306.422,294.333,267.549,302.812,292.579,291.452,298.679
5579,296.418,288.135,289.278,286.283,284.484,274.751,278.557,307.133,294.854,267.666,303.107,293.045,291.900,298.794
5580,296.765,287.837,289.784,286.475,284.827,275.144,279.244,307.882,295.349,268.272,303.179,293.495,292.019,298.566
5581,296.972,287.359,289.918,286.369,285.288,275.482,279.422,308.446,295.852,268.971,303.230,293.758,291.815,297.949
5582,297.356,286.828,289.986,286.232,285.470,275.325,279.347,308.775,296.638,269.135,303.369,293.858,291.466,297.393
5583,297.918,286.460,290.249,286.071,285.441,274.809,279.294,308.844,297.561,268.754,303.514,293.675,291.184,297.342
5584,298.382,286.152,290.396,285.808,285.403,274.369,279.290,308.761,298.291,268.400,303.485,293.438,291.347,297.661
5585,298.410,285.950,290.187,285.596,285.631,274.141,279.159,308.733,298.580,268.422,303.352,293.293,291.918,297.917
5586,298.084,286.030,289.683,285.614,285.888,274.243,279.376,309.035,298.753,268.589,303.397,293.443,292.601,298.152
5587,297.914,286.405,289.285,286.306,285.723,274.607,280.301,309.669,299.162,268.631,303.804,293.915,293.171,298.605
5588,298.290,286.895,289.365,287.548,285.196,274.995,281.390,310.297,299.923,268.440,304.399,294.349,293.707,299.035
5589,298.945,287.181,289.820,288.396,284.712,275.168,281.762,310.596,300.764,268.115,304.848,294.494,294.207,299.273
5590,299.378,287.227,290.388,288.081,284.749,275.196,281.192,310.450,301.407,267.914,304.907,294.690,294.585,299.109
5591,299.341,287.244,290.952,287.033,285.254,275.115,280.292,310.044,301.910,267.989,304.733,295.076,294.933,298.647
5592,299.112,287.547,291.614,286.295,285.746,275.042,279.612,309.654,302.524,268.308,304.752,295.606,295.311,298.141
5593,298.808,288.183,292.412,286.323,285.951,274.992,279.242,309.496,303.357,268.849,305.171,296.196,295.727,297.952
5594,298.478,288.902,293.151,286.828,286.262,274.903,278.996,309.741,304.420,269.688,305.714,296.840,295.988,298.372
5595,298.255,289.063,293.516,287.008,286.844,274.736,278.737,310.123,305.201,270.398,306.037,297.634,296.097,299.166
5596,298.368,288.375,293.487,286.765,287.231,274.479,278.687,310.367,305.431,270.646,306.128,298.140,296.252,299.681
5597,298.674,287.257,292.842,286.684,286.896,274.435,278.969,310.326,305.219,270.515,306.191,297.899,296.436,299.605
5598,299.051,286.549,291.559,286.891,285.963,274.809,279.136,310.170,304.783,270.422,306.376,297.082,296.371,299.090
5599,299.220,286.464,290.201,286.962,284.945,275.406,278.877,309.892,304.535,270.650,306.798,296.595,295.878,298.580
5600,299.012,286.523,289.633,286.740,284.196,275.764,278.370,309.471,304.462,271.139,307.394,296.754,295.033,298.353
5601,298.577,286.275,290.122,286.528,283.539,275.586,278.038,308.819,304.160,271.442,307.622,297.103,294.364,298.591
5602,298.285,285.858,290.962,286.487,282.726,274.707,277.885,308.277,303.447,271.157,307.307,297.172,294.297,298.843
5603,298.199,285.438,291.583,286.437,281.997,273.704,277.802,308.015,302.726,270.343,306.773,296.924,294.551,298.679
5604,298.367,285.129,291.784,286.424,281.723,273.317,277.754,308.022,302.546,269.776,306.416,296.657,294.730,298.275
5605,298.977,285.224,291.499,286.664,282.236,273.691,277.668,308.326,303.064,269.836,306.099,296.615,294.758,298.000
5606,300.278,286.059,290.856,287.348,283.058,274.406,277.795,309.267,303.962,270.584,305.571,296.727,294.829,297.889
5607,302.089,287.181,290.266,288.477,283.487,275.102,277.960,310.773,304.813,271.617,305.058,296.974,295.256,297.580
5608,303.946,287.991,290.175,289.465,283.432,275.599,278.079,312.392,305.233,272.695,304.817,297.381,296.053,296.875
5609,305.420,288.693,290.580,289.864,283.447,275.827,278.029,313.870,305.200,273.750,304.820,297.878,296.874,296.247
5610,306.156,289.627,291.010,289.672,283.781,276.065,277.781,315.189,305.091,274.611,304.736,298.231,297.368,295.952
5611,306.345,290.580,291.072,289.321,284.127,276.429,277.349,316.379,305.244,275.064,304.365,298.195,297.630,295.908
5612,306.452,290.998,290.717,289.144,284.089,276.560,276.967,317.292,305.583,275.115,303.684,298.014,297.966,295.794
5613,306.607,291.070,290.158,289.220,283.683,276.113,276.960,317.700,305.572,275.004,302.999,297.556,298.449,295.510
5614,306.557,291.072,289.729,289.624,283.288,275.272,277.113,317.690,305.138,275.009,302.329,296.964,298.892,295.231
5615,306.161,291.033,289.336,290.366,283.101,274.597,277.121,317.481,304.451,275.046,301.662,296.489,299.063,295.000
5616,305.594,290.869,288.849,290.914,282.813,274.442,276.848,317.298,303.921,275.099,301.172,296.314,298.974,294.919
5617,305.119,290.691,288.482,291.008,282.112,274.702,276.553,317.124,303.728,275.113,300.922,296.440,298.730,295.009
5618,304.962,290.880,288.137,290.836,281.055,275.094,276.378,317.075,303.602,274.978,300.776,296.757,298.466,295.273
5619,305.156,291.196,287.686,290.664,279.925,275.374,276.294,317.106,303.113,274.717,300.469,297.073,298.071,295.383
5620,305.561,291.270,287.355,290.561,279.029,275.461,276.399,317.142,302.322,274.451,299.993,297.329,297.603,295.099
5621,305.893,291.050,287.427,290.316,278.643,275.228,277.004,317.274,301.769,274.389,299.675,297.311,297.096,294.589
5622,306.040,290.865,287.741,290.162,278.841,274.709,277.779,317.708,301.937,274.684,299.743,297.000,296.649,294.566
5623,305.967,290.800,287.671,290.273,279.513,274.024,278.096,318.610,302.692,275.161,299.988,296.406,296.295,295.127
5624,305.752,290.804,286.868,290.503,280.357,273.916,277.603,319.821,303.341,275.609,300.059,295.775,296.216,295.577
5625,305.328,290.970,285.635,290.576,281.231,274.490,276.775,320.988,303.585,275.912,300.042,295.317,296.351,295.430
5626,304.907,291.383,285.077,290.528,281.790,275.162,276.334,321.702,303.645,276.084,300.209,295.066,296.685,294.924
5627,304.872,291.612,285.760,290.157,281.902,275.385,276.658,322.027,303.929,275.927,300.629,294.917,297.052,294.880
5628,305.323,291.227,287.127,289.424,281.611,275.212,277.113,322.274,304.470,275.294,301.040,294.826,297.323,295.517
5629,305.865,290.381,288.141,288.720,281.499,275.044,277.079,322.531,305.248,274.361,301.326,294.701,297.064,296.499
5630,306.032,289.773,288.261,288.588,281.793,275.110,276.489,322.528,306.022,273.586,301.452,294.328,296.253,297.453
5631,306.006,289.403,287.940,288.838,282.012,275.325,276.017,322.265,306.376,273.199,301.400,293.727,295.256,298.252
5632,306.172,288.911,288.053,288.985,281.744,275.573,276.006,321.949,306.245,273.197,301.367,293.039,294.705,298.799
5633,306.485,288.444,288.362,288.876,281.026,275.581,276.470,321.742,305.810,273.407,301.463,292.458,294.768,298.958
5634,306.275,288.251,287.938,288.682,280.063,275.317,276.992,321.542,305.220,273.515,301.595,292.054,294.910,298.762
5635,305.277,288.028,286.626,288.520,279.026,274.942,277.307,321.192,304.541,273.214,301.581,291.840,294.558,298.261
5636,303.903,287.481,285.137,288.444,278.303,274.558,277.401,320.806,303.967,272.544,301.369,291.643,293.548,297.681
5637,302.641,287.033,284.185,288.523,278.268,274.212,277.228,320.491,303.728,271.901,301.037,291.414,292.427,297.416
5638,301.752,287.179,284.070,288.624,278.983,274.008,276.875,320.362,303.892,271.651,300.504,291.272,291.714,297.718
5639,301.335,287.625,284.388,288.293,279.954,274.139,276.658,320.322,304.143,271.790,299.791,291.301,291.668,298.337
5640,301.135,287.752,284.595,287.553,280.689,274.131,276.852,320.152,304.126,272.139,299.209,291.347,292.108,298.785
5641,301.055,287.296,284.518,286.616,281.020,273.866,277.365,319.687,303.722,272.489,298.965,291.227,292.651,298.721
5642,301.093,286.556,284.245,285.982,280.867,273.343,277.626,319.116,303.083,272.923,299.081,290.875,292.997,298.065
5643,300.996,286.118,284.067,285.763,280.210,272.901,277.157,318.787,302.173,273.150,299.288,290.334,293.018,297.229
5644,300.432,285.935,284.077,285.904,279.392,272.631,276.175,318.780,301.396,272.719,299.294,289.924,292.612,296.889
5645,299.687,285.691,283.983,286.091,278.599,272.440,275.370,318.699,300.953,271.776,299.040,289.689,291.704,297.226
5646,299.158,285.423,283.578,286.152,277.891,272.207,274.904,318.297,300.742,270.845,298.713,289.462,290.674,297.550
5647,298.714,285.161,282.751,286.013,277.130,272.024,274.601,317.583,300.566,270.347,298.438,289.320,289.978,297.383
5648,298.167,284.767,281.890,285.621,276.599,271.730,274.403,316.951,300.414,270.186,298.116,289.378,289.616,296.714
5649,297.567,283.900,281.432,285.152,276.666,271.118,274.196,316.568,300.333,270.026,297.568,289.415,289.489,295.975
5650,297.201,282.784,281.614,284.765,277.196,270.597,274.138,316.422,300.376,269.766,297.031,289.127,289.418,295.296
5651,297.103,281.795,281.914,284.376,277.793,270.683,274.361,316.297,300.292,269.591,296.623,288.508,289.329,294.721
5652,296.845,281.235,281.681,283.813,278.063,271.361,274.808,315.873,299.857,269.551,296.107,287.692,289.336,294.420
5653,296.349,281.181,280.827,283.232,277.620,272.092,275.230,315.001,299.332,269.533,295.338,286.949,289.492,294.344
5654,295.884,281.451,280.163,282.876,276.582,272.144,275.395,314.055,298.813,269.568,294.448,286.505,289.515,294.189
5655,295.706,281.747,280.391,282.912,275.738,271.874,275.342,313.398,298.116,269.438,293.852,286.393,289.289,293.915
5656,295.622,281.715,281.050,283.119,275.669,271.751,275.119,313.177,297.300,269.173,293.716,286.456,288.863,293.663
5657,295.499,281.218,281.288,283.275,276.366,271.859,274.846,313.189,296.593,268.969,293.739,286.358,288.410,293.864
5658,295.217,280.521,280.511,283.268,276.873,271.984,274.672,313.172,296.308,269.026,293.716,286.178,287.930,294.303
5659,294.672,280.166,279.388,283.313,277.118,271.961,274.620,313.073,296.593,269.016,293.653,286.097,287.421,294.400
5660,293.922,280.510,278.741,283.472,277.072,271.780,274.518,313.020,297.322,268.668,293.694,286.140,286.911,294.072
5661,293.213,281.394,278.825,283.667,276.856,271.544,274.209,313.127,298.033,268.038,293.949,286.240,286.529,293.891
5662,292.558,282.046,279.554,283.919,276.611,271.118,274.021,313.181,298.237,267.852,294.494,286.112,286.255,294.102
5663,291.972,282.050,280.213,283.914,276.144,270.249,274.031,312.989,297.885,268.318,295.048,285.820,286.181,294.533
5664,291.452,281.451,280.247,283.129,275.533,269.332,274.198,312.574,297.338,268.854,295.388,285.591,286.179,294.711
5665,291.255,280.566,279.597,281.891,275.124,268.953,274.403,312.030,296.888,268.878,295.511,285.467,286.016,294.700
5666,291.429,279.739,278.645,281.033,275.156,269.361,274.532,311.458,296.456,268.184,295.333,285.402,285.714,294.554
5667,291.844,279.264,277.911,280.924,275.562,270.076,274.413,310.906,296.134,267.255,294.876,285.494,285.437,294.545
5668,292.119,279.231,277.417,280.982,276.000,270.699,274.146,310.429,296.079,266.493,294.301,285.491,285.423,294.813
5669,291.996,279.344,277.259,280.871,276.256,270.691,273.937,310.020,296.126,266.148,293.876,285.204,285.574,295.277
5670,291.579,279.488,277.520,280.439,276.109,270.029,273.948,309.582,295.967,266.252,293.693,284.533,285.452,295.499
5671,291.253,279.514,278.058,280.033,275.588,269.317,274.069,309.122,295.563,266.730,293.650,284.006,284.908,295.370
5672,291.091,279.283,278.554,279.828,274.836,269.147,274.152,308.792,295.247,267.057,293.707,283.934,284.315,295.113
5673,290.916,278.728,278.664,279.846,274.205,269.484,274.134,308.583,295.142,266.987,293.781,284.091,283.884,294.935
5674,290.690,278.007,278.319,279.816,273.908,269.620,274.033,308.450,294.940,266.648,293.720,284.134,283.684,294.709
5675,290.506,277.399,277.856,279.861,274.130,269.445,273.898,308.208,294.582,266.172,293.506,283.934,283.671,294.346
5676,290.308,277.026,277.621,279.909,274.553,269.317,273.885,307.702,294.126,265.673,293.228,283.527,283.792,293.965
5677,290.326,276.856,277.705,280.078,274.787,269.366,274.050,307.089,293.704,265.358,292.862,283.153,283.918,293.924
5678,290.612,276.893,277.746,280.230,274.478,269.487,274.138,306.699,293.495,265.177,292.431,283.059,283.864,294.189
5679,290.687,277.118,277.861,280.184,273.801,269.597,273.756,306.556,293.586,265.235,292.189,283.388,283.493,294.524
5680,290.123,277.285,277.978,279.682,273.424,269.510,272.873,306.329,293.821,265.412,292.103,283.716,282.962,294.746
5681,289.199,276.996,277.976,278.808,273.265,269.238,272.207,305.939,293.825,265.447,292.095,283.909,282.541,294.808
5682,288.543,276.111,277.875,278.025,273.069,269.034,272.292,305.552,293.679,265.166,292.173,283.748,282.330,294.769
5683,288.390,275.163,277.777,277.816,272.856,268.874,272.605,305.347,293.637,264.832,292.317,283.207,282.093,294.559
5684,288.363,274.834,277.784,278.237,272.706,268.516,272.516,305.326,293.459,264.673,292.501,282.532,281.841,294.282
5685,288.184,275.107,277.801,278.848,272.536,268.115,272.192,305.355,293.014,264.881,292.684,282.032,281.796,294.065
5686,287.870,275.283,277.683,279.114,272.058,267.924,272.067,305.205,292.462,265.308,292.818,281.647,281.801,293.924
5687,287.516,274.956,277.446,279.056,271.481,268.003,272.148,304.840,291.785,265.655,292.748,281.234,281.734,293.661
5688,287.301,274.462,277.285,278.606,271.049,268.259,272.426,304.397,290.983,265.491,292.424,280.736,281.590,293.132
5689,287.142,274.251,277.403,277.801,271.084,268.688,272.737,303.951,290.179,264.781,291.848,280.213,281.422,292.393
5690,286.784,274.359,277.585,276.929,271.369,269.047,273.029,303.590,289.662,263.971,291.291,279.829,281.253,291.898
5691,286.221,274.462,277.602,276.394,271.637,269.105,273.115,303.356,289.670,263.648,290.806,279.653,281.051,291.718
5692,285.587,274.214,277.393,276.222,271.824,268.979,273.056,303.185,289.956,263.974,290.450,279.687,280.903,291.785
5693,285.130,273.760,277.173,275.795,272.037,269.089,273.042,303.040,290.300,264.562,290.173,279.923,280.914,292.083
5694,285.123,273.381,277.036,275.104,272.352,269.380,273.225,302.954,290.646,264.863,290.104,280.275,281.021,292.681
5695,285.618,273.142,276.767,274.679,272.464,269.474,273.489,302.892,290.936,264.639,290.264,280.367,281.040,293.226
5696,286.203,272.861,276.365,274.957,272.242,269.463,273.537,302.683,291.011,264.075,290.597,280.109,280.866,293.303
5697,286.305,272.462,275.698,275.846,271.988,269.401,273.511,302.252,290.871,263.591,290.987,279.766,280.462,293.016
5698,285.844,272.118,275.074,276.760,271.928,269.123,273.397,301.608,290.797,263.480,291.138,279.695,280.090,292.679
5699,285.266,272.054,274.897,277.280,271.741,269.029,273.148,300.979,290.888,263.810,290.922,279.884,279.973,292.561
5700,285.079,272.309,275.271,277.288,271.455,269.456,272.806,300.524,290.827,264.182,290.515,279.989,280.164,292.723
5701,285.377,272.710,275.808,277.013,271.311,270.183,272.445,300.196,290.403,264.221,290.324,279.946,280.464,293.159
5702,285.731,273.115,276.048,276.705,271.305,270.544,272.123,299.906,289.903,263.867,290.415,279.946,280.795,293.700
5703,285.668,273.392,275.928,276.422,271.081,270.364,271.937,299.670,289.593,263.352,290.519,279.795,280.823,294.277
5704,285.249,273.586,275.760,276.020,270.732,269.982,271.969,299.587,289.352,262.991,290.598,279.116,280.590,294.880
5705,284.766,273.617,275.578,275.207,270.914,269.788,272.163,299.765,289.134,263.091,290.672,278.127,280.145,295.233
5706,284.484,273.316,275.396,274.232,271.349,269.901,272.021,300.171,289.082,263.491,290.825,277.704,279.712,295.316
5707,284.414,272.745,275.235,273.682,271.536,269.827,271.572,300.608,289.055,263.839,291.026,278.151,279.326,295.196
5708,284.503,272.512,275.225,273.990,271.444,269.419,271.152,300.695,288.989,263.788,291.287,278.938,279.121,294.995
