 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15
1,215.389,244.566,238.389,216.541,202.773,204.981,200.194,214.754,229.984,217.207,197.633,214.268,223.862,213.301,238.403
2,214.346,245.811,238.132,215.643,202.424,205.117,200.512,214.566,230.225,217.771,196.989,214.170,223.401,213.316,238.336
3,213.346,246.367,237.924,214.623,202.131,205.320,200.894,214.441,230.205,218.017,196.199,213.635,222.880,212.881,238.445
4,212.512,246.039,237.340,213.598,201.891,205.592,201.249,214.247,230.039,217.793,195.530,212.889,222.428,212.192,238.687
5,212.034,245.835,236.278,212.988,201.576,205.649,201.599,214.034,230.231,217.350,194.991,212.515,222.220,211.665,238.616
6,211.812,246.282,235.674,212.980,201.419,205.462,202.074,214.031,230.972,217.155,194.609,212.645,222.336,211.350,237.863
7,211.735,247.245,236.194,213.393,201.306,205.098,202.493,214.312,231.740,217.057,194.504,212.755,222.737,211.274,237.033
8,211.923,247.850,237.715,213.807,201.079,204.706,203.023,214.480,231.844,216.803,194.794,212.647,223.196,211.323,236.384
9,212.093,247.664,239.319,213.820,200.834,204.288,203.650,214.258,231.153,216.394,195.293,212.405,223.521,211.306,236.028
10,212.179,246.873,240.319,213.557,200.681,203.810,204.203,213.822,230.257,216.202,195.870,211.993,223.606,211.129,235.592
11,212.170,245.868,240.569,213.439,200.782,203.278,204.318,213.559,229.892,216.271,196.323,211.501,223.535,211.177,235.460
12,212.299,245.160,240.514,213.385,201.157,202.873,204.028,213.608,229.973,216.453,196.616,211.429,223.281,211.357,235.844
13,212.651,245.147,239.986,213.283,201.707,202.962,203.853,213.789,230.149,216.837,196.693,211.919,222.824,211.468,236.517
14,212.904,245.486,239.097,213.115,202.135,203.516,203.691,213.807,230.110,217.273,196.508,212.525,222.218,211.483,236.981
15,212.858,245.680,237.882,212.934,201.983,203.636,203.134,213.529,230.048,217.618,196.197,212.698,221.826,211.541,236.872
16,212.676,245.251,236.833,212.709,201.472,203.108,202.323,213.223,230.077,217.894,195.997,212.631,221.782,211.726,236.294
17,212.534,244.372,236.354,212.611,200.978,202.560,202.018,213.092,230.149,217.963,195.885,212.671,221.960,212.153,235.597
18,212.617,243.504,236.535,212.656,200.852,202.668,202.636,213.035,230.092,217.732,195.853,212.902,222.022,212.728,235.299
19,212.765,243.028,236.986,212.824,200.930,203.715,203.336,212.712,229.924,217.419,195.841,213.043,221.811,213.046,235.242
20,212.738,242.868,237.222,213.057,201.214,205.095,203.166,212.159,229.582,217.030,195.819,212.973,221.512,212.913,234.934
21,212.574,242.656,237.257,213.049,201.489,205.816,202.051,211.715,228.896,216.783,196.052,212.739,221.339,212.515,234.498
22,212.358,242.266,237.028,212.406,201.808,205.206,200.816,211.603,228.137,216.618,196.558,212.395,221.441,212.092,234.502
23,211.923,242.189,236.792,211.279,202.100,203.965,200.350,211.711,227.776,216.677,197.018,211.961,221.664,211.816,234.749
24,211.463,242.767,236.590,210.553,202.454,203.231,200.733,211.809,227.866,217.005,197.061,211.585,221.780,211.786,234.621
25,211.293,243.574,236.618,210.799,202.668,203.437,201.599,211.888,228.000,217.537,196.721,211.343,221.802,211.956,234.047
26,211.796,244.049,236.819,211.561,202.533,204.222,202.369,211.848,228.086,218.200,196.385,211.199,221.911,212.226,233.156
27,212.778,243.798,236.924,212.102,202.048,204.918,202.880,211.688,228.048,218.643,196.270,211.050,222.029,212.493,232.445
28,213.639,243.137,236.806,212.209,201.480,205.472,203.014,211.562,227.950,219.089,196.472,210.897,222.045,212.663,232.242
29,213.787,242.543,236.271,212.102,201.410,205.902,202.806,211.558,227.843,219.475,196.904,210.832,221.699,212.765,232.820
30,213.235,242.354,235.458,211.770,202.122,206.199,202.309,211.628,227.827,219.660,197.279,210.921,221.143,212.845,233.749
31,212.435,242.421,234.569,211.283,203.162,206.190,201.995,211.812,227.673,219.495,197.370,211.094,220.405,212.740,234.545
32,211.818,242.403,234.229,210.947,203.865,205.902,202.065,212.015,227.151,219.177,197.161,211.261,219.882,212.434,235.336
33,211.401,242.287,234.840,210.852,203.638,205.332,202.424,212.209,226.360,218.990,196.768,211.494,219.737,211.903,236.014
34,211.377,242.096,235.965,211.111,203.026,204.608,202.829,212.379,225.754,218.988,196.372,211.919,219.962,211.403,236.232
35,211.741,242.028,236.694,211.820,202.707,203.927,202.889,212.418,225.759,218.978,196.214,212.527,220.247,211.138,235.787
36,212.046,242.127,236.750,212.762,202.738,203.560,202.336,212.207,226.339,218.909,196.247,213.009,220.372,211.306,235.270
37,212.096,242.553,236.250,213.246,202.847,203.636,201.604,211.880,226.999,218.953,196.388,213.033,220.379,211.823,235.223
38,212.043,243.158,235.701,212.881,202.738,203.978,200.908,211.707,227.329,219.005,196.486,212.679,220.294,212.507,235.460
39,212.315,243.398,235.326,212.299,202.629,204.285,200.359,211.701,227.328,218.919,196.505,212.352,220.263,213.049,235.806
40,212.549,242.837,235.083,211.869,202.533,204.383,200.120,211.941,227.282,218.749,196.463,212.178,220.238,213.282,236.265
41,212.407,242.034,234.854,212.057,202.314,204.256,200.157,212.310,227.240,218.830,196.272,212.122,220.383,212.998,236.607
42,212.034,241.760,234.951,212.643,201.764,203.861,200.364,212.495,227.136,219.135,196.038,211.830,220.612,212.286,236.630
43,211.867,242.367,235.708,213.631,201.314,203.592,200.857,212.343,227.007,219.473,195.786,211.557,220.949,211.549,236.232
44,212.000,243.413,236.604,214.574,201.297,203.810,201.484,212.057,226.981,219.702,195.700,211.554,221.419,211.102,235.668
45,212.139,244.271,237.306,214.734,201.707,204.509,201.733,211.847,226.953,219.766,195.777,211.768,221.871,211.002,235.488
46,212.340,244.641,237.917,214.082,202.249,204.915,201.535,211.972,226.907,219.692,195.973,211.959,221.949,211.049,235.976
47,212.593,244.708,238.618,213.180,202.511,204.677,201.244,212.345,227.122,219.374,196.209,212.060,221.722,211.274,236.365
48,212.991,244.819,239.500,212.701,202.079,204.161,201.309,212.657,227.592,219.089,196.408,212.033,221.679,211.760,236.057
49,213.537,245.023,240.201,212.750,201.424,203.968,201.406,212.733,227.872,218.973,196.436,211.798,221.980,212.306,235.536
50,214.043,245.008,240.382,213.033,201.314,204.085,201.313,212.687,227.695,218.921,196.223,211.401,222.163,212.464,235.436
51,214.111,244.713,240.014,213.053,201.651,204.073,200.899,212.745,227.326,218.830,195.850,210.978,221.886,212.049,235.379
52,213.522,244.426,239.014,212.648,202.079,203.734,200.484,212.868,227.074,218.739,195.470,210.787,221.183,211.454,235.038
53,212.546,244.333,238.146,212.299,202.371,203.551,200.548,212.985,227.059,218.692,195.097,210.889,220.492,211.400,234.441
54,211.759,244.357,237.542,212.480,202.712,203.991,200.899,213.014,227.165,218.756,194.774,211.232,220.256,211.745,233.882
55,211.586,244.150,237.417,213.082,202.830,204.370,201.410,213.002,227.260,219.052,194.640,211.508,220.356,212.119,233.891
56,211.849,243.339,237.431,213.418,202.817,204.146,201.659,212.906,227.254,219.532,194.618,211.443,220.379,212.306,234.299
57,212.204,242.183,237.333,213.176,203.074,203.826,201.535,212.799,227.086,219.904,194.712,211.057,220.163,212.607,234.583
58,212.370,241.654,236.819,212.676,203.323,203.864,201.124,212.654,226.835,220.108,194.948,210.847,219.871,213.240,234.365
59,212.503,242.473,236.007,212.459,203.310,204.009,200.650,212.541,226.737,220.236,195.273,211.099,219.586,214.121,234.033
60,212.747,244.186,235.278,212.529,203.083,204.123,200.465,212.453,226.805,220.261,195.495,211.497,219.314,214.813,233.886
61,213.022,245.501,235.014,212.639,202.755,204.285,200.779,212.200,226.878,220.190,195.652,211.465,219.180,215.022,234.133
62,213.269,245.289,235.174,212.840,202.310,204.661,201.525,211.861,226.645,219.700,195.964,211.002,219.042,214.883,234.829
63,213.373,243.599,235.333,212.893,202.170,204.940,202.539,211.707,226.176,218.850,196.483,210.496,218.949,214.328,235.588
64,213.543,241.894,235.208,212.512,202.397,205.187,203.134,211.678,225.661,218.246,196.959,210.257,219.074,213.621,235.829
65,213.722,241.362,234.840,211.939,202.568,205.434,203.092,211.709,225.334,218.160,197.088,210.286,219.323,213.070,235.341
66,213.738,241.705,234.576,211.787,202.314,205.617,202.539,211.825,225.234,218.367,196.769,210.417,219.327,212.835,234.199
67,213.534,241.987,234.667,212.217,201.716,205.367,202.115,211.980,225.328,218.623,196.278,210.322,219.158,212.716,233.199
68,212.895,241.915,235.167,212.705,201.083,204.630,202.124,211.937,225.507,219.030,195.942,210.084,219.058,212.833,232.616
69,212.037,241.806,235.556,212.754,201.000,203.911,202.576,211.564,225.740,219.362,195.786,209.899,219.214,213.204,232.351
70,211.457,241.832,235.111,212.414,201.236,203.848,202.797,211.070,225.975,219.655,195.672,209.823,219.688,213.617,232.417
71,211.336,241.990,234.347,212.078,201.498,204.076,202.682,210.902,226.102,219.879,195.469,209.837,220.312,213.833,232.464
72,211.512,242.194,234.056,211.939,201.738,204.206,202.401,211.148,226.021,219.948,195.369,209.796,220.706,213.794,232.545
73,211.769,242.651,234.618,211.877,201.834,204.351,202.442,211.539,226.012,219.776,195.429,209.676,220.677,213.650,233.038
74,212.133,243.088,235.493,211.512,201.803,204.854,202.461,211.687,226.278,219.493,195.656,209.636,220.281,213.534,234.038
75,212.633,243.147,236.201,211.143,201.686,205.449,201.991,211.514,226.627,219.404,196.143,209.750,219.746,213.459,234.986
76,213.170,242.938,237.007,210.992,201.450,205.766,201.442,211.274,226.879,219.631,196.725,209.930,219.227,213.204,235.180
77,213.633,242.972,237.806,211.270,201.144,205.614,201.175,211.211,226.840,220.015,197.071,210.079,218.958,212.687,234.867
78,213.898,243.297,238.174,211.615,200.865,205.199,201.014,211.355,226.551,220.163,197.023,210.067,218.871,212.143,234.649
79,214.049,243.791,238.021,212.008,200.939,204.911,200.599,211.658,226.283,219.761,196.671,210.141,218.788,211.922,234.929
80,213.744,244.292,237.271,212.471,201.262,204.851,200.175,212.037,226.148,219.096,196.461,210.226,218.733,212.141,235.422
81,213.111,244.757,236.750,212.988,201.668,204.842,200.055,212.462,226.019,218.591,196.602,210.360,218.826,212.641,236.009
82,212.725,245.147,237.090,213.369,201.834,204.715,199.977,212.843,225.970,218.434,197.064,210.726,219.134,213.039,236.393
83,212.898,245.191,237.889,213.652,202.118,204.165,199.544,213.010,226.208,218.697,197.426,211.139,219.443,213.257,236.313
84,213.312,245.075,238.042,214.180,202.319,203.494,199.134,212.918,226.769,219.197,197.445,211.499,219.722,213.303,235.815
85,213.670,245.023,237.306,214.811,202.070,203.009,198.834,212.808,227.157,219.579,197.033,211.792,219.951,213.012,235.431
86,213.873,244.995,236.465,215.230,201.489,202.658,198.788,212.886,227.057,219.502,196.346,212.067,220.178,212.342,235.531
87,214.037,244.806,235.868,214.992,201.144,202.133,199.041,213.013,226.604,218.961,195.652,212.274,220.238,211.692,235.882
88,214.086,244.587,235.771,214.463,201.293,201.494,199.627,212.800,226.274,218.544,195.384,212.367,220.058,211.706,236.033
89,214.012,244.664,236.076,214.061,201.817,200.997,200.548,212.138,226.356,218.640,195.423,212.449,219.813,212.495,235.910
90,213.951,244.829,236.979,213.734,201.886,201.070,201.654,211.402,226.752,219.197,195.436,212.563,219.808,213.444,235.967
91,213.935,244.773,237.972,213.381,201.533,201.953,202.507,210.953,226.878,219.724,195.334,212.592,220.071,213.951,236.161
92,213.673,244.248,238.090,213.074,201.397,203.566,202.820,210.966,226.604,219.820,195.184,212.437,220.305,214.066,236.085
93,213.250,243.307,237.188,212.967,201.830,205.117,203.032,211.297,226.146,219.517,195.226,212.341,220.249,214.284,235.474
94,212.753,242.494,236.264,212.820,202.594,205.601,203.415,211.664,225.742,219.135,195.416,212.213,220.051,214.660,234.839
95,212.386,242.183,236.118,212.221,203.262,204.835,203.935,211.954,225.558,219.002,195.596,211.846,219.869,214.968,234.730
96,212.401,242.527,236.410,211.824,203.633,203.842,204.355,212.224,225.697,218.808,195.633,211.196,219.817,215.073,235.071
97,212.880,243.189,236.472,212.143,203.769,203.519,204.599,212.348,225.919,218.441,195.615,210.669,219.584,215.155,234.957
98,213.241,243.806,236.236,213.000,203.686,203.953,204.433,212.138,225.910,217.934,195.678,210.506,219.145,215.107,234.336
99,213.265,243.920,236.139,213.594,203.297,204.459,203.853,211.566,225.676,217.599,195.929,210.623,218.697,214.990,233.687
100,212.948,243.517,236.222,213.607,202.598,204.528,203.244,211.152,225.262,217.542,196.364,210.863,218.494,214.847,232.981
101,212.735,243.178,236.611,213.377,202.183,204.443,202.820,211.259,225.010,217.631,196.542,211.151,218.535,214.621,232.175
102,212.660,243.287,237.132,213.377,202.559,204.535,202.728,211.534,225.028,217.847,196.061,211.376,218.759,214.097,231.597
103,212.741,243.419,237.931,213.607,203.140,204.585,202.903,211.485,225.314,218.145,195.308,211.377,219.145,213.534,231.659
104,212.620,243.178,238.375,213.717,203.052,204.601,203.180,211.206,225.557,218.281,194.883,211.175,219.383,213.413,232.365
105,212.216,242.382,238.333,213.627,202.210,204.794,203.194,211.064,225.412,218.300,194.926,210.955,219.105,213.612,233.275
106,211.901,241.468,237.917,213.373,201.266,205.275,202.949,211.212,225.025,218.305,194.997,210.803,218.644,213.670,233.863
107,212.102,241.279,237.833,213.078,200.803,205.528,202.406,211.590,224.834,218.254,194.918,210.851,218.615,213.369,234.114
108,212.599,241.992,238.021,212.795,200.773,205.646,201.682,211.964,225.064,218.224,194.809,211.223,219.045,212.964,234.085
109,213.059,242.827,238.097,212.328,200.734,206.142,201.249,212.120,225.482,218.249,194.807,211.834,219.410,213.007,234.209
110,213.151,243.065,237.868,211.721,200.821,206.978,201.419,211.925,225.764,218.411,195.008,212.163,219.205,213.541,234.900
111,212.741,242.633,237.125,211.393,201.240,207.930,201.880,211.485,225.692,218.244,195.432,211.983,218.755,214.211,235.701
112,212.071,242.059,236.056,211.541,201.817,208.747,201.986,211.123,225.570,217.665,196.124,211.352,218.303,214.663,236.095
113,211.515,241.837,235.264,212.115,202.188,209.443,201.848,211.131,225.477,217.103,196.747,210.755,218.183,214.859,235.820
114,211.485,242.044,235.250,212.791,202.472,209.566,201.945,211.371,225.317,216.953,197.056,210.623,218.225,214.871,235.038
115,211.892,242.470,235.875,213.053,202.843,208.997,202.235,211.453,225.056,217.089,196.929,210.887,218.147,214.638,234.104
116,212.253,242.822,236.125,212.639,203.210,208.196,202.516,211.300,224.677,217.069,196.596,211.223,217.784,214.291,233.313
117,212.488,243.090,235.493,211.791,202.843,207.513,202.885,211.158,224.381,216.530,196.226,211.206,217.648,213.830,232.948
118,212.645,243.473,234.500,211.258,201.886,206.927,203.189,211.123,224.328,215.736,195.781,211.185,218.060,213.337,232.967
119,212.827,243.920,234.250,211.311,201.083,206.608,203.290,211.231,224.564,215.187,195.334,211.527,218.831,213.022,232.782
120,213.015,244.274,235.306,211.848,200.795,206.579,203.028,211.445,224.843,215.323,195.076,212.039,219.443,213.024,232.308
121,212.981,244.289,236.646,212.402,200.956,206.794,202.723,211.657,225.113,215.798,195.070,212.578,219.581,213.226,232.166
122,212.799,243.855,237.215,212.684,201.096,206.946,202.433,211.786,225.303,216.121,195.275,212.911,219.568,213.364,232.844
123,212.617,243.292,236.924,212.537,201.044,206.984,202.194,211.716,225.291,216.207,195.569,213.058,219.557,213.308,233.967
124,212.463,243.008,236.562,212.406,200.834,206.690,202.166,211.653,225.096,216.350,195.873,212.882,219.546,213.333,234.844
125,212.216,243.287,236.278,212.512,200.939,206.203,202.442,211.688,224.969,216.756,195.877,212.482,219.434,213.604,234.972
126,212.127,243.982,235.903,212.709,201.581,205.725,202.429,211.801,225.242,217.318,195.530,212.257,219.065,213.978,234.460
127,212.432,244.638,235.597,212.861,202.380,205.535,201.599,212.012,225.659,217.980,195.129,212.345,218.577,214.034,233.981
128,212.861,244.925,235.965,213.139,202.817,205.604,200.627,212.353,225.912,218.532,195.024,212.545,218.412,213.624,234.100
129,213.139,244.868,237.278,213.357,203.044,205.826,200.249,212.593,225.949,218.823,195.165,212.370,218.835,212.947,234.910
130,213.284,244.837,238.833,213.516,203.122,206.241,200.742,212.636,225.926,218.729,195.393,211.981,219.690,212.371,235.583
131,213.500,245.065,239.938,213.615,203.253,206.696,201.581,212.469,225.868,218.296,195.763,211.782,220.399,212.316,235.455
132,213.586,245.496,239.896,213.516,203.493,206.864,202.189,212.282,225.954,217.842,196.096,211.966,220.508,212.684,234.697
133,213.407,245.832,238.701,213.164,203.616,206.671,202.157,212.138,226.220,217.628,196.144,212.321,220.243,213.218,233.829
134,212.926,245.698,236.986,212.918,203.358,206.718,201.659,212.099,226.384,217.552,195.970,212.355,219.820,213.714,233.498
135,212.130,245.165,235.479,213.016,202.214,207.234,201.147,212.118,226.133,217.300,195.877,212.062,219.343,214.056,233.820
136,211.438,244.548,234.514,213.090,200.707,207.892,201.235,212.234,225.587,216.872,195.812,211.587,219.022,214.095,234.493
137,211.343,244.274,234.590,212.836,199.803,208.402,201.645,212.262,225.192,216.658,195.668,211.286,219.049,213.964,234.995
138,211.815,244.171,235.653,212.385,200.026,208.487,201.774,212.050,225.222,216.914,195.378,211.312,219.465,213.939,234.735
139,212.528,243.858,236.833,211.951,200.952,208.057,201.599,211.723,225.569,217.448,195.080,211.544,219.855,214.146,234.166
140,213.188,243.155,237.083,211.734,201.926,207.171,201.433,211.645,225.678,217.914,194.847,211.784,219.862,214.485,233.872
141,213.735,242.276,236.542,211.807,202.594,206.446,201.184,211.619,225.346,218.020,194.889,211.804,219.437,214.784,234.209
142,214.006,241.716,235.833,212.217,202.764,205.892,200.728,211.432,224.896,217.692,195.276,211.693,218.880,214.733,234.919
143,213.855,241.744,235.743,212.775,202.402,205.472,200.429,211.182,224.832,217.436,195.809,211.557,218.581,214.318,235.313
144,213.401,242.370,236.681,212.939,201.843,205.269,200.498,211.094,225.215,217.719,196.249,211.437,218.548,213.617,235.161
145,213.074,242.925,238.181,212.639,201.559,205.459,200.793,211.056,225.711,218.315,196.545,211.334,218.715,212.803,234.692
146,212.932,243.150,239.424,211.840,201.528,205.962,201.074,210.974,225.908,218.522,196.789,211.312,218.764,212.216,234.095
147,212.685,243.096,239.660,211.225,201.393,206.658,201.336,210.906,225.781,218.039,196.961,211.336,218.673,212.165,233.536
148,212.256,243.078,238.924,211.025,200.913,207.440,201.286,211.004,225.570,217.300,197.029,211.427,218.506,212.609,233.261
149,211.966,243.057,237.583,211.041,200.345,207.886,200.834,211.164,225.407,216.658,196.839,211.549,218.359,213.197,233.398
150,212.056,242.783,236.312,210.861,199.943,207.611,200.295,211.269,225.345,216.081,196.548,211.652,218.321,213.466,233.564
151,212.231,242.385,235.542,210.475,199.900,206.788,200.203,211.355,225.289,215.818,196.155,211.616,218.479,213.223,233.441
152,212.201,242.041,234.826,210.102,199.926,206.155,200.765,211.388,225.038,215.961,195.965,211.451,218.920,212.544,232.938
153,211.944,241.824,234.236,209.975,199.974,206.266,201.452,211.355,224.787,216.493,196.053,211.358,219.232,212.058,232.502
154,211.744,241.783,234.021,210.262,200.009,206.687,201.765,211.283,224.726,217.079,196.405,211.453,219.158,212.024,232.602
155,211.722,242.062,234.271,210.820,200.201,207.095,201.802,211.172,224.918,217.453,196.783,211.652,218.929,212.114,233.175
156,211.858,242.659,234.694,211.234,200.362,207.513,201.871,211.005,225.097,217.507,197.014,211.825,218.657,211.954,233.436
157,211.963,243.253,234.882,211.000,200.498,207.965,201.908,210.879,225.127,217.532,197.080,211.753,218.332,211.801,233.190
158,211.904,243.336,234.840,210.443,200.825,208.316,201.659,211.071,225.102,217.530,196.970,211.559,217.902,211.845,232.720
159,211.775,243.036,235.285,210.094,201.668,208.383,201.129,211.517,225.230,217.268,196.718,211.358,217.472,211.900,232.517
160,211.867,242.886,236.535,210.320,202.886,208.383,200.447,212.063,225.845,216.877,196.372,211.343,217.082,211.956,232.834
161,212.046,242.897,238.354,210.684,203.838,208.509,200.074,212.700,227.018,216.813,195.967,211.712,216.693,211.998,233.654
162,212.216,242.700,239.396,210.648,204.314,208.532,200.009,213.465,228.736,216.921,195.674,212.338,216.408,211.942,234.583
163,212.015,242.222,238.861,210.406,204.760,208.408,200.290,214.286,230.778,216.889,195.504,212.786,216.332,211.716,235.123
164,211.321,241.659,237.278,210.287,205.681,208.386,200.705,214.907,232.881,216.488,195.346,212.897,216.619,211.386,235.185
165,210.599,241.253,235.951,210.480,206.956,208.620,201.065,215.186,234.786,216.118,195.055,212.602,217.176,211.175,234.720
166,210.389,241.545,235.493,210.832,207.908,208.870,201.576,215.176,236.373,216.227,194.656,212.168,217.639,211.124,233.957
167,211.031,242.501,235.847,211.172,207.987,208.927,201.820,215.072,237.729,216.867,194.445,212.202,217.782,211.090,233.052
168,212.074,243.643,236.278,211.496,207.734,209.190,201.608,214.996,238.724,217.727,194.598,212.909,217.866,210.934,232.744
169,212.914,244.093,236.299,211.934,207.742,209.699,201.028,215.057,239.334,218.330,194.982,213.691,218.200,210.738,233.341
170,213.194,243.917,235.986,212.373,207.865,210.206,200.406,215.317,239.785,218.534,195.118,214.005,218.726,210.578,234.190
171,212.923,243.630,235.792,212.738,207.336,210.462,199.880,215.655,240.515,218.461,194.942,213.988,219.196,210.553,234.502
172,212.210,243.739,235.889,213.049,206.135,210.573,199.631,215.809,241.423,218.421,194.722,214.106,219.245,210.743,234.024
173,211.272,243.982,235.910,213.311,205.380,211.057,199.553,215.812,242.317,218.357,194.724,214.458,218.904,211.141,233.218
174,210.531,244.328,235.354,213.398,205.738,212.070,199.733,215.684,242.942,218.350,194.865,214.901,218.486,211.752,232.502
175,210.262,244.424,234.715,213.299,206.769,212.978,200.023,215.508,243.153,218.209,194.951,215.297,218.267,212.439,231.981
176,210.398,244.145,234.694,213.152,207.559,213.408,200.313,215.391,242.794,217.845,194.892,215.427,218.361,212.740,231.536
177,210.873,243.871,235.556,213.131,207.825,213.478,200.309,215.403,242.096,217.113,194.857,215.259,218.735,212.774,231.265
178,211.642,243.770,236.861,213.033,207.690,213.519,200.157,215.524,241.536,216.286,194.936,214.827,219.350,212.782,231.322
179,212.395,243.638,237.819,212.906,207.480,213.453,199.977,215.622,241.363,215.554,194.775,214.211,219.784,212.981,231.559
180,212.713,243.214,238.188,212.791,207.197,213.335,199.802,215.807,241.295,215.135,194.264,213.654,219.933,213.226,231.782
181,212.651,242.463,237.806,212.840,206.799,213.209,199.613,216.064,240.985,215.222,193.830,213.348,219.878,213.400,232.294
182,212.503,241.814,237.201,213.180,206.253,213.364,199.290,216.131,240.494,215.722,193.798,213.309,219.764,213.141,233.118
183,212.333,241.661,236.694,213.566,205.694,213.712,199.078,215.838,240.067,216.438,194.156,213.288,219.559,212.481,234.066
184,212.139,241.938,236.264,213.885,205.585,213.579,199.318,215.469,239.901,216.941,194.607,213.146,219.241,211.619,234.858
185,211.985,242.240,236.049,213.852,205.939,212.604,200.005,215.084,239.915,217.015,195.003,212.993,218.728,211.061,235.171
186,211.941,242.437,236.125,213.504,206.314,211.272,200.664,214.738,240.045,216.594,195.153,213.184,218.223,211.005,235.000
187,211.799,242.465,236.597,213.037,206.454,210.579,200.991,214.404,240.071,216.064,195.332,213.786,218.029,211.223,234.654
188,211.475,242.468,236.833,212.459,206.332,211.022,200.959,214.207,239.630,215.729,195.727,214.396,218.205,211.481,234.057
189,210.895,242.610,236.438,211.836,205.991,212.171,200.788,214.204,238.702,215.717,196.178,214.659,218.659,211.694,233.194
190,210.364,243.067,236.028,211.303,205.218,213.272,200.336,214.501,237.834,215.796,196.317,214.750,219.107,211.794,232.209
191,210.272,243.651,236.083,210.840,204.201,213.832,199.963,214.894,237.597,215.768,196.109,215.106,219.074,211.983,231.445
192,210.636,244.070,236.528,210.324,203.367,213.975,200.041,215.211,237.803,215.810,195.607,215.683,218.572,212.301,231.502
193,210.963,244.207,236.938,209.975,203.345,214.199,200.415,215.350,237.831,216.172,194.929,216.182,218.076,212.614,232.464
194,210.877,243.953,236.660,210.111,203.961,214.418,200.664,215.329,237.500,216.766,194.317,216.485,218.016,212.835,233.555
195,210.571,243.390,235.493,210.799,204.677,214.256,200.585,215.287,237.143,217.222,194.176,216.804,218.383,212.922,233.986
196,210.198,242.778,234.417,211.631,205.105,213.981,200.217,215.350,237.052,217.214,194.502,216.902,218.920,212.767,233.607
197,210.037,242.659,234.389,212.082,205.354,213.756,199.889,215.591,237.350,216.929,194.880,216.806,219.234,212.466,232.829
198,210.312,242.819,235.396,212.025,205.742,213.402,200.088,215.791,237.861,216.828,195.027,216.535,219.080,212.396,232.403
199,210.935,242.977,236.465,211.758,206.205,213.038,200.659,215.834,238.110,217.066,195.053,216.427,218.586,212.517,232.493
200,211.596,242.917,236.861,211.541,206.397,212.994,200.843,215.760,237.904,217.463,195.235,216.645,218.047,212.461,233.033
201,211.775,242.646,236.674,211.434,206.332,213.377,200.355,215.812,237.493,217.729,195.458,217.034,217.568,212.279,233.474
202,211.401,242.307,236.451,211.283,206.389,214.076,199.719,216.038,237.214,217.702,195.499,217.232,217.388,212.170,233.540
203,210.963,242.119,236.653,211.082,206.952,214.858,199.470,216.364,237.183,217.446,195.232,217.214,217.829,212.214,233.242
204,210.923,242.194,237.028,210.951,207.611,215.373,199.631,216.701,237.231,217.192,194.824,217.165,218.755,211.993,232.777
205,211.451,242.209,237.188,210.824,207.978,215.278,199.889,216.967,237.266,217.362,194.417,217.015,219.615,211.604,232.550
206,212.355,242.124,236.951,210.861,207.865,214.623,200.032,217.197,237.329,217.847,194.114,216.760,219.878,211.362,233.062
207,212.864,242.328,236.688,211.570,207.306,213.905,200.088,217.439,237.423,218.224,193.904,216.588,219.653,211.267,234.227
208,212.698,243.127,236.708,212.775,207.035,213.671,200.023,217.664,237.419,218.426,193.763,216.913,219.247,211.165,235.455
209,212.198,244.176,237.014,213.734,207.201,213.848,199.829,217.686,237.189,218.335,193.704,217.496,219.134,211.148,236.005
210,211.843,244.943,237.618,214.143,207.646,213.864,199.747,217.570,236.877,217.968,193.637,217.621,219.506,211.333,235.479
211,211.633,245.165,237.861,214.184,207.707,213.649,199.816,217.516,236.609,217.416,193.472,217.204,220.107,211.374,234.308
212,211.383,244.995,237.590,214.193,207.367,213.642,199.700,217.471,236.479,216.983,193.352,216.909,220.523,211.053,232.972
213,211.281,244.654,236.944,213.980,206.987,213.699,199.184,217.331,236.364,216.941,193.446,216.952,220.334,210.546,232.033
214,211.324,244.305,236.028,213.320,206.672,213.528,198.484,217.087,236.146,217.256,193.786,217.136,219.757,210.214,231.976
215,211.367,243.879,235.236,212.504,206.541,213.278,198.046,216.873,235.849,217.461,194.246,217.449,219.154,210.272,232.853
216,211.472,243.628,234.729,212.156,206.707,213.247,198.101,216.782,235.620,217.443,194.625,217.842,218.726,210.643,234.104
217,211.444,243.504,234.340,212.221,207.074,213.576,198.562,216.788,235.429,217.342,194.932,218.019,218.470,210.954,235.171
218,210.941,243.354,234.236,212.250,207.214,213.924,199.189,216.845,235.046,217.192,195.071,217.738,218.321,210.961,235.559
219,210.330,243.150,234.736,212.246,207.306,213.911,199.668,216.861,234.447,217.187,194.989,217.338,218.254,210.648,235.047
220,210.265,243.220,235.375,212.631,207.598,213.373,199.963,216.799,233.983,217.372,194.839,217.273,218.359,210.481,234.024
221,210.806,243.703,235.458,213.184,207.900,212.759,199.940,216.562,233.724,217.727,194.851,217.403,218.561,210.510,233.204
222,211.093,244.109,235.146,213.422,207.734,212.351,199.567,216.284,233.695,217.788,194.697,217.437,218.829,210.539,232.943
223,210.793,243.964,235.118,212.832,207.148,212.446,199.051,216.271,233.615,217.421,194.475,217.177,219.022,210.643,233.261
224,210.231,243.300,235.729,211.533,206.572,213.016,199.124,216.437,233.423,216.887,194.322,216.681,219.002,210.883,233.773
