 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15
769,380.639,388.246,451.722,391.908,377.731,411.361,389.243,384.237,379.521,369.792,374.560,400.187,374.738,380.338,370.859
770,381.708,389.644,456.576,393.698,378.014,413.264,390.099,385.069,379.773,370.505,374.545,404.088,375.758,380.873,371.227
771,382.675,391.131,459.956,395.666,377.653,414.866,390.909,385.696,380.107,371.295,374.957,406.528,377.328,381.223,371.349
772,384.004,392.466,461.528,397.402,377.324,415.832,392.062,386.421,380.307,371.814,376.006,406.954,378.348,381.711,371.271
773,386.018,393.544,461.759,398.472,377.425,416.213,393.305,387.064,379.966,371.876,377.023,406.014,378.284,382.434,371.216
774,388.448,394.440,461.437,399.113,378.082,416.338,394.383,386.984,379.285,371.795,377.324,405.254,377.506,383.305,371.296
775,390.881,395.346,460.882,399.234,379.315,416.615,395.420,386.205,378.782,372.014,377.259,405.655,376.704,384.249,371.454
776,393.004,396.524,459.970,398.934,380.804,416.867,396.498,385.592,378.442,372.651,377.153,406.630,376.501,385.066,371.427
777,394.130,397.901,458.613,398.395,381.950,416.895,397.412,385.805,378.123,373.403,376.773,407.317,377.081,385.251,371.299
778,394.181,399.105,456.958,397.901,382.352,416.734,397.786,386.379,377.623,374.100,376.199,407.472,378.212,384.683,371.457
779,394.112,399.728,455.152,397.315,382.416,416.584,397.465,386.571,377.098,374.495,375.875,406.996,379.393,383.662,372.075
780,394.812,399.466,453.556,396.708,382.721,416.631,396.942,386.341,376.972,374.565,375.943,406.032,379.847,382.916,372.814
781,396.155,398.372,452.731,395.995,383.594,417.100,396.490,385.880,377.629,374.249,376.233,404.637,379.420,382.652,373.147
782,396.964,397.346,452.978,395.021,384.689,418.033,396.329,385.408,379.061,373.522,376.565,403.268,378.531,382.589,373.036
783,396.736,397.084,454.066,394.084,385.406,419.197,396.757,384.792,380.669,372.408,377.222,402.320,377.807,382.343,372.712
784,395.682,396.953,455.485,393.928,386.059,420.591,397.556,383.984,381.574,371.597,378.355,401.912,377.299,381.769,372.496
785,394.177,396.497,456.877,395.173,386.954,422.322,398.099,383.083,381.684,371.595,379.759,401.989,376.679,380.888,372.463
786,393.054,395.806,458.093,397.598,387.817,424.200,398.078,382.176,381.227,371.992,380.594,402.715,375.877,379.987,372.338
787,392.484,395.115,458.981,400.031,387.703,425.890,398.062,381.421,380.571,372.459,380.440,404.014,374.849,379.660,371.593
788,392.289,394.141,459.354,401.808,386.575,427.150,398.103,381.376,380.313,373.232,379.784,405.567,373.612,380.195,370.252
789,392.094,393.099,459.133,402.930,385.374,427.839,398.099,382.152,380.457,374.838,379.375,406.648,372.496,381.536,369.285
790,391.700,392.241,458.473,403.737,384.589,427.995,397.671,382.912,380.549,376.532,379.250,406.725,371.916,383.048,369.310
791,391.715,391.524,457.693,404.330,384.068,427.728,397.016,383.272,380.426,377.689,379.247,405.944,371.844,383.995,369.895
792,392.556,391.293,457.223,404.521,383.813,427.101,396.255,383.525,380.552,378.019,379.284,404.996,371.763,384.051,370.363
793,394.112,391.733,457.366,404.269,383.744,426.218,395.321,383.595,381.252,377.508,379.432,404.539,371.380,383.657,370.604
794,395.711,392.843,458.163,403.864,384.114,425.261,394.440,383.107,381.994,376.286,379.571,404.539,370.600,383.368,370.435
795,397.072,394.131,459.199,403.597,384.443,424.470,393.909,382.067,382.169,374.830,379.724,404.415,369.531,383.259,369.648
796,398.152,394.948,459.802,403.328,384.484,423.673,393.539,380.837,381.709,373.484,379.949,403.915,368.457,382.985,368.637
797,398.635,395.168,459.594,402.763,384.297,422.720,393.082,380.003,381.236,371.997,380.341,403.454,367.914,382.563,368.025
798,398.329,395.325,458.584,401.759,384.224,421.651,392.650,379.901,380.982,370.416,380.662,403.335,368.059,382.173,367.756
799,397.776,395.869,456.980,400.379,384.342,420.447,392.539,380.461,380.537,369.554,380.435,403.264,368.449,381.825,367.623
800,397.390,396.466,454.976,398.889,384.543,418.980,392.675,381.117,379.758,370.005,379.730,402.831,368.336,381.267,367.249
801,397.426,396.387,452.706,397.684,384.361,417.195,392.449,381.440,378.718,371.592,378.881,401.979,367.857,380.439,366.961
802,397.469,395.309,450.601,397.157,383.301,415.494,391.288,381.149,377.574,372.903,378.080,400.715,367.607,379.708,367.127
803,397.491,393.592,449.104,397.351,381.461,414.376,389.663,380.285,376.503,373.038,377.619,399.275,367.677,379.434,367.573
804,397.617,392.220,448.259,397.777,379.694,413.787,388.477,379.165,376.209,372.089,377.557,398.310,367.711,379.315,367.875
805,397.773,391.785,447.885,397.864,378.959,413.187,388.288,378.349,377.055,371.214,377.520,398.067,367.672,378.919,367.820
806,397.534,392.047,447.821,397.369,379.849,412.352,388.510,377.904,378.482,371.457,376.781,398.201,367.815,378.343,367.859
807,396.393,392.304,447.852,396.195,381.580,411.248,388.519,377.667,379.887,372.538,375.438,398.320,367.844,378.239,368.335
808,394.668,391.995,447.700,394.576,382.986,409.947,388.424,377.309,380.699,373.697,374.435,398.197,367.435,378.883,369.288
809,393.365,390.738,447.203,393.174,383.539,408.711,388.617,376.899,380.988,374.603,374.480,397.799,366.931,379.591,370.271
810,393.592,389.084,446.625,392.412,383.863,407.778,388.885,376.664,381.015,375.297,375.091,397.394,366.595,379.937,370.870
811,395.498,387.911,446.754,392.157,384.571,407.127,388.737,376.632,381.184,375.519,375.719,397.102,366.425,380.170,370.720
812,398.812,387.618,448.617,391.835,385.758,406.571,388.181,376.701,381.758,374.946,376.276,396.796,366.375,380.802,370.247
813,402.112,388.115,452.558,391.220,386.950,406.280,387.778,376.424,382.733,373.905,376.551,396.180,366.368,381.901,369.975
814,404.292,388.209,457.538,390.600,387.607,406.416,387.547,375.757,383.733,372.957,376.256,395.296,366.064,383.000,369.942
815,405.173,386.581,461.852,390.252,387.338,406.922,387.082,374.947,384.025,372.314,375.159,394.915,365.237,383.647,370.055
816,405.336,383.639,464.422,390.017,386.196,407.306,386.021,374.101,382.936,371.819,373.636,395.106,363.835,383.911,370.305
817,404.986,381.157,465.492,389.637,384.534,406.992,384.588,373.155,380.960,371.638,372.381,395.113,362.536,384.269,370.681
818,404.188,380.209,465.806,389.017,383.228,405.987,383.346,372.339,379.525,371.916,371.991,394.113,361.948,384.602,371.066
819,403.408,379.990,465.837,388.513,382.991,404.756,382.947,371.939,379.123,371.824,372.318,392.528,362.235,384.688,371.285
820,402.906,379.293,465.475,388.241,383.881,403.785,383.588,371.592,379.058,370.957,372.565,391.271,363.190,384.505,371.219
821,402.610,378.094,464.620,387.914,384.584,403.201,384.815,371.259,378.451,369.930,372.330,390.806,364.198,383.990,371.144
822,402.639,376.995,463.460,387.490,384.269,402.929,385.749,371.176,377.736,369.468,371.793,390.444,364.583,383.132,371.277
823,403.029,376.476,462.512,387.046,383.352,402.956,385.580,371.285,377.475,369.438,371.230,389.690,364.472,382.302,371.175
824,403.505,376.309,462.296,386.718,382.292,403.094,384.465,371.632,377.742,369.292,370.801,388.852,364.227,382.084,370.914
825,403.661,376.021,463.480,386.921,381.470,403.427,383.733,372.547,378.301,368.989,370.705,388.183,363.943,382.876,370.917
826,403.458,375.319,466.320,387.931,381.105,404.395,384.337,374.589,379.166,368.843,371.310,387.736,363.906,384.129,371.280
827,402.881,374.838,470.120,389.826,381.187,406.073,385.712,377.339,380.276,369.197,372.415,387.585,364.373,385.315,371.629
828,402.318,375.157,473.597,392.307,381.205,407.988,386.909,379.755,381.528,369.849,373.460,387.331,365.074,386.289,372.180
829,402.126,375.958,475.739,394.643,380.717,409.334,387.481,380.933,382.899,370.362,374.071,386.511,365.556,387.340,372.898
830,402.235,375.990,476.410,396.186,379.822,409.734,387.868,380.915,384.089,370.703,374.401,385.236,365.644,388.335,373.404
831,402.310,374.853,476.220,396.881,378.941,409.306,388.449,380.045,384.957,371.119,374.818,383.951,365.385,388.863,373.175
832,401.939,373.042,475.845,397.195,378.082,408.581,388.926,379.317,385.460,371.819,375.602,383.623,365.074,388.617,372.371
833,401.101,371.654,475.280,397.261,377.018,407.981,388.481,379.144,385.663,372.376,376.173,384.250,365.044,387.764,371.679
834,399.805,371.152,474.259,397.079,375.909,407.403,387.004,379.125,385.537,371.884,376.077,384.912,365.042,386.939,371.648
835,398.523,371.141,472.797,396.606,375.164,406.809,384.823,378.840,384.776,370.405,375.625,384.757,364.798,386.698,372.000
836,397.675,370.995,471.121,396.011,374.913,406.451,382.547,378.469,383.233,368.949,375.080,383.940,364.385,386.977,372.053
837,397.144,370.288,469.469,395.395,375.132,406.500,380.889,378.064,381.687,368.665,374.486,383.148,364.190,387.008,371.593
838,396.336,369.068,467.921,394.910,375.543,406.601,380.033,377.723,381.028,369.192,373.946,382.486,364.225,386.398,371.341
839,395.148,367.843,466.323,394.504,375.712,406.351,379.765,377.296,381.224,369.708,373.656,382.053,364.230,385.391,371.510
840,394.173,367.162,464.436,393.937,375.813,405.673,379.959,376.832,381.515,369.900,373.324,381.637,364.415,384.487,371.801
841,393.834,367.157,462.291,393.287,376.018,404.803,380.613,376.421,381.387,369.843,372.886,381.489,364.926,384.015,371.845
842,393.480,367.864,460.119,392.798,376.406,403.862,381.671,376.341,380.586,369.449,372.787,381.472,365.220,384.053,371.612
843,392.924,369.110,458.138,392.608,376.534,402.958,382.469,376.549,379.245,368.892,373.057,380.859,364.849,384.239,371.319
844,392.220,370.456,456.400,392.486,376.091,402.218,382.395,376.400,378.021,368.205,372.997,379.331,364.230,383.952,371.288
845,391.863,371.482,454.869,392.304,375.228,401.586,381.551,375.701,377.460,367.422,372.082,377.637,363.886,383.282,371.507
846,391.653,372.005,453.651,391.942,374.553,401.026,380.630,375.104,377.537,367.046,370.707,376.447,363.795,382.721,371.524
847,391.415,372.398,452.848,391.411,374.571,400.411,380.103,374.923,377.730,367.354,369.895,376.014,363.622,382.401,370.986
848,390.971,373.346,452.349,390.803,374.950,399.600,379.922,375.096,377.660,367.895,370.057,376.011,363.183,381.982,370.346
849,390.466,374.895,451.992,390.392,374.968,398.661,379.864,375.347,377.359,368.227,370.855,376.025,362.820,381.198,370.194
850,389.744,376.482,451.645,390.026,374.489,397.712,379.391,375.315,377.298,368.281,371.707,375.609,362.837,380.563,370.271
851,388.838,377.979,451.224,389.640,373.603,396.966,378.132,374.739,377.761,368.346,371.938,374.560,362.953,380.340,369.859
852,388.123,379.220,450.578,388.937,372.566,396.425,376.519,373.848,378.472,368.127,371.378,373.398,362.743,380.216,369.030
853,387.812,379.775,449.537,387.927,371.667,395.912,375.416,373.256,378.791,367.408,370.335,373.035,362.131,379.744,368.302
854,387.444,379.702,448.159,386.791,371.151,395.252,375.226,372.960,378.340,366.438,369.460,373.454,361.768,379.000,367.670
855,386.715,379.424,446.626,385.823,371.484,394.680,375.823,372.755,377.190,365.573,369.327,374.113,361.953,378.561,367.166
856,386.325,379.346,445.128,385.374,372.205,394.567,376.934,372.565,375.994,364.962,369.881,374.232,362.351,378.094,366.806
857,386.628,379.429,443.798,385.226,372.507,394.728,378.239,372.523,375.101,364.759,370.491,373.863,362.639,377.386,366.781
858,386.823,379.623,442.458,385.009,372.146,394.465,379.066,372.192,374.752,365.241,370.673,373.539,362.943,376.556,367.078
859,386.072,379.665,440.911,384.710,371.817,393.424,378.967,371.467,374.736,366.111,370.688,373.870,363.528,376.005,367.662
860,384.884,379.738,439.239,384.507,371.986,392.004,377.893,370.696,374.859,366.562,370.832,374.458,364.210,375.797,368.463
861,384.531,379.942,437.718,384.566,372.457,390.871,376.535,370.205,374.929,366.403,370.997,375.077,364.726,375.482,369.565
862,385.166,379.916,436.464,384.847,372.790,390.276,375.749,370.024,375.040,366.130,370.943,375.940,364.869,375.038,370.357
863,385.664,379.335,435.499,385.310,373.260,390.129,375.786,370.008,375.160,366.016,370.810,376.849,364.709,374.703,370.053
864,385.123,378.702,434.714,385.740,374.014,390.139,376.169,370.229,375.531,365.722,370.634,377.018,364.356,374.706,368.795
865,384.047,378.576,433.881,385.756,374.584,390.150,376.198,370.483,375.816,365.170,370.432,376.130,363.899,374.934,367.598
866,383.567,378.628,432.837,385.078,374.530,389.941,375.741,370.523,375.475,364.919,370.281,374.736,363.484,375.069,367.083
867,383.798,378.277,431.672,384.029,374.023,389.560,374.654,370.389,374.540,364.911,370.361,373.968,363.284,374.990,367.280
868,383.693,377.461,430.656,383.024,373.311,389.004,373.412,370.293,373.353,364.930,370.420,374.187,363.390,374.726,367.560
869,382.935,376.225,429.829,382.484,372.639,388.381,372.955,370.605,372.160,364.876,370.182,374.761,363.533,374.508,367.510
870,382.043,375.199,429.093,382.171,371.922,387.786,373.835,370.965,371.426,364.670,369.815,375.229,363.494,374.645,367.427
871,381.877,375.319,428.211,381.682,371.571,387.477,375.198,370.853,371.218,364.170,369.688,375.746,363.281,374.718,367.778
872,382.137,376.262,427.045,381.115,371.927,387.296,375.877,370.429,371.037,363.662,369.938,376.327,363.232,374.226,368.537
873,381.895,376.838,425.621,380.905,372.767,386.877,375.708,370.120,370.733,363.800,370.017,376.468,363.805,373.434,368.983
874,380.989,376.634,424.265,381.295,373.342,386.036,375.494,369.867,370.485,364.286,369.605,375.824,364.765,373.036,368.756
875,380.350,376.246,423.323,382.040,373.274,385.192,375.798,369.371,370.429,364.346,369.116,374.669,365.612,373.137,367.994
876,380.274,376.597,422.836,382.626,372.475,384.793,376.481,368.859,370.359,363.968,368.903,373.384,365.743,373.223,366.970
877,380.505,377.419,422.501,382.617,371.425,384.864,377.074,368.701,370.206,363.814,368.676,372.359,365.195,372.898,366.288
878,381.119,378.058,422.002,382.131,370.804,385.205,377.132,368.989,370.239,364.092,368.256,371.690,364.780,372.411,366.050
879,382.025,377.916,421.264,381.649,371.078,385.622,376.539,369.712,371.193,364.632,367.889,371.394,364.946,372.107,366.166
880,382.661,377.089,420.306,381.354,371.712,385.785,375.436,370.429,372.638,365.084,368.057,371.525,365.472,372.038,366.255
881,382.682,376.147,419.261,381.078,372.178,385.648,374.169,370.787,373.626,365.157,368.619,371.937,365.699,372.152,366.524
882,382.296,375.634,418.296,380.780,372.429,385.540,373.144,370.605,373.598,364.730,369.443,372.444,365.477,372.175,367.213
883,381.700,375.524,417.565,380.524,372.753,385.530,372.922,370.149,372.807,364.030,369.841,373.095,365.180,372.157,368.069
884,380.834,375.513,417.052,380.325,373.311,385.297,373.276,369.680,371.865,363.435,369.591,373.831,365.052,372.112,368.648
885,380.007,375.555,416.591,379.989,373.936,384.685,373.737,369.325,371.169,363.311,368.841,374.046,365.244,372.353,368.886
886,379.422,376.089,415.986,379.403,374.324,384.083,374.156,369.056,370.595,363.730,367.872,373.454,365.637,373.076,368.870
887,379.148,376.843,415.166,378.860,374.507,383.735,374.576,368.685,370.328,364.486,366.929,372.602,366.294,374.018,368.839
888,379.043,377.021,414.197,378.481,374.922,383.320,374.658,368.187,370.537,365.197,366.562,372.264,367.259,374.848,368.814
889,378.884,376.246,413.219,378.202,375.347,382.455,373.988,367.619,370.890,365.389,366.872,372.620,368.052,375.305,368.670
890,378.419,375.120,412.368,377.988,375.562,381.614,372.844,367.163,370.936,365.022,367.156,373.299,367.844,375.475,368.191
891,378.004,374.487,411.655,377.925,375.205,381.246,371.967,367.088,370.617,364.622,366.705,373.718,366.699,375.558,367.521
892,377.899,374.665,411.138,377.960,374.370,381.344,371.934,367.195,370.264,364.492,365.986,373.715,365.674,375.939,367.019
893,378.415,375.361,410.997,377.965,373.315,381.481,372.263,367.195,370.261,364.795,365.957,373.613,365.519,376.807,366.629
894,379.137,376.157,411.308,377.763,372.726,381.689,372.062,367.139,370.641,365.424,366.594,374.148,366.128,377.579,366.452
895,379.722,376.874,412.131,377.456,372.799,382.640,371.502,367.467,371.267,366.538,367.264,375.708,366.862,377.883,366.532
896,380.386,377.634,413.290,377.322,373.324,384.887,371.008,368.323,371.620,368.197,367.386,378.342,367.306,378.063,366.812
897,381.848,378.325,414.510,377.472,373.845,388.080,370.753,369.243,371.617,369.986,366.815,381.479,367.563,378.584,367.310
898,384.083,378.482,415.513,377.856,374.146,391.355,370.971,369.661,371.515,371.381,365.926,384.335,368.319,379.213,367.823
899,386.314,378.435,416.314,378.629,374.014,394.171,371.967,369.707,371.779,372.259,365.321,386.673,369.738,379.850,368.421
900,387.870,378.487,417.247,380.281,373.516,396.389,373.749,369.939,372.411,372.997,365.054,388.187,371.049,380.751,369.011
901,388.830,378.152,418.614,382.934,372.644,397.972,375.580,370.269,372.936,373.800,364.705,388.894,371.714,382.091,369.371
902,389.357,377.503,420.359,386.211,371.525,398.889,377.025,370.643,373.500,374.292,364.261,389.134,371.881,383.434,369.548
903,389.704,377.822,422.178,389.365,370.393,399.473,378.300,371.149,374.291,374.659,364.060,389.609,371.832,384.137,369.997
904,389.574,380.073,423.857,392.046,369.521,400.038,379.490,371.741,375.034,375.341,364.128,390.370,371.780,384.398,370.845
905,389.220,383.157,425.244,394.493,369.050,400.688,380.473,372.112,375.138,376.268,364.125,391.116,371.790,384.591,372.080
906,388.848,385.168,426.157,396.809,369.046,401.330,381.296,372.267,374.773,376.854,363.963,391.690,372.242,385.008,373.368
907,388.538,386.157,426.634,398.673,369.708,402.201,381.856,372.493,374.485,376.881,363.986,392.095,373.681,385.835,374.601
908,388.036,387.335,427.259,399.743,371.196,403.611,382.016,372.779,374.132,377.059,364.443,392.937,376.096,386.886,375.382
909,387.570,388.791,428.596,400.147,372.872,405.439,382.053,373.003,373.693,377.924,364.986,394.820,378.454,387.571,375.404
910,387.740,390.335,430.522,400.227,374.196,407.199,382.424,373.451,373.534,379.184,364.895,397.373,379.775,387.688,374.942
911,388.542,392.183,432.418,399.974,374.790,408.810,383.226,374.064,374.325,380.211,364.321,399.799,379.973,387.505,374.568
912,389.058,394.105,433.821,399.511,374.580,410.522,384.091,374.531,375.702,380.681,364.102,401.972,379.598,387.360,374.584
913,388.711,395.628,434.752,398.977,373.909,412.588,385.033,374.675,376.663,380.622,364.812,404.081,378.800,387.391,374.670
914,387.809,396.366,435.414,398.220,373.311,414.723,386.107,374.952,376.994,380.389,365.923,405.775,378.089,387.591,374.620
915,387.105,396.613,435.898,397.318,373.242,416.356,387.218,375.421,376.988,380.205,366.420,406.968,378.217,388.119,374.366
916,387.195,396.801,436.210,396.318,373.877,417.161,388.004,375.667,376.966,380.103,366.131,407.725,379.272,389.193,374.008
917,388.715,397.052,436.267,395.427,374.639,417.231,388.366,375.232,377.172,379.954,365.472,408.095,380.195,390.464,374.006
918,391.643,397.408,435.991,394.692,374.973,417.062,388.140,374.480,377.626,379.668,364.884,408.088,379.844,391.396,374.784
919,395.029,397.791,435.488,394.185,375.160,417.022,387.782,374.139,377.736,379.411,364.628,408.246,378.501,391.609,376.285
920,397.971,398.361,434.853,394.202,375.922,417.248,387.765,374.635,377.390,379.049,364.821,408.873,377.427,391.627,377.748
921,400.325,398.932,434.173,395.131,377.260,417.839,388.535,375.853,376.899,378.365,365.619,409.915,377.178,392.175,378.618
922,402.097,399.366,433.847,396.919,378.626,418.703,390.049,377.307,376.534,377.500,367.040,410.799,377.227,393.188,379.116
923,403.462,399.251,434.538,399.075,379.425,419.474,391.296,378.405,376.307,376.919,368.815,411.021,377.062,393.805,379.454
924,405.047,399.141,436.337,400.911,379.635,419.817,391.802,378.723,376.371,376.832,370.349,410.306,376.546,393.782,379.380
925,407.267,399.089,438.584,402.098,379.525,419.695,391.687,378.581,376.822,376.865,371.369,408.866,375.728,393.406,378.571
926,409.509,399.110,440.339,402.829,379.315,419.276,391.523,378.253,377.626,376.649,371.903,407.592,374.699,392.947,377.072
927,411.108,398.927,440.965,403.365,378.772,418.562,391.247,377.899,378.061,376.157,371.895,406.838,373.746,392.431,375.698
928,412.025,398.660,440.636,403.675,378.338,417.674,390.893,377.515,377.791,375.565,371.511,405.954,372.983,391.668,375.404
929,412.227,398.325,439.850,403.615,378.228,416.757,390.305,377.141,376.923,374.968,371.298,404.687,372.148,390.574,375.936
930,412.000,397.770,438.925,402.925,378.347,415.745,389.440,376.837,375.991,374.819,371.463,403.401,371.059,389.548,376.332
931,411.783,396.979,437.845,401.606,378.192,414.656,388.770,376.584,375.310,375.097,371.707,402.232,370.195,389.000,376.194
932,411.433,395.723,436.542,400.160,377.744,413.624,388.728,376.309,374.592,375.549,371.557,400.845,370.225,388.883,375.510
933,410.253,393.911,435.213,398.940,377.452,412.466,388.868,376.069,373.626,375.811,370.815,398.993,370.872,388.876,374.341
934,408.433,391.670,434.154,398.075,377.452,411.039,388.305,375.891,372.482,375.632,369.656,397.465,371.343,388.675,373.213
935,406.783,389.728,433.374,397.452,377.452,409.565,387.045,376.019,371.773,375.168,368.787,396.835,371.262,388.091,372.803
936,405.744,388.712,432.598,397.092,377.438,408.342,385.412,376.283,372.092,374.854,368.909,396.880,370.862,387.279,373.285
937,405.097,388.581,431.644,396.831,377.301,407.341,384.132,376.235,373.288,374.786,369.602,396.775,370.499,386.274,373.898
938,404.848,388.948,430.641,396.554,377.370,406.552,383.634,375.869,374.620,374.795,370.196,396.007,370.361,385.480,374.017
939,404.809,388.817,429.649,395.966,377.384,405.931,384.058,375.501,375.239,374.597,370.466,394.757,370.274,384.916,373.593
940,404.534,387.639,428.676,395.257,377.068,405.377,384.481,375.392,374.877,374.227,370.520,393.437,369.941,384.302,373.042
941,403.949,385.921,427.787,394.660,376.562,404.807,383.901,375.555,374.028,373.605,370.543,392.268,369.373,383.449,372.673
942,403.025,384.717,426.966,394.496,376.132,404.140,382.494,375.765,373.028,372.735,370.438,391.496,369.086,382.703,372.648
943,401.921,384.319,426.066,394.455,375.639,403.284,381.078,375.581,371.963,371.978,370.409,391.194,369.289,382.416,372.693
944,400.585,384.126,425.047,394.304,374.968,402.377,380.580,374.781,370.844,371.449,370.909,391.141,369.452,382.343,372.759
945,399.289,383.702,423.989,393.748,374.219,401.367,380.687,373.557,370.206,370.886,371.545,391.077,369.328,381.761,372.831
946,398.184,382.738,422.827,392.899,373.342,400.127,380.823,372.419,370.221,370.365,371.784,390.676,369.190,380.675,373.111
947,397.448,381.801,421.569,392.050,372.306,398.598,380.477,371.573,370.371,370.386,371.511,389.820,369.126,379.784,373.515
948,396.967,381.539,420.250,391.212,371.922,397.100,379.584,371.200,370.052,370.876,370.915,388.634,369.106,379.629,373.712
949,396.300,381.618,419.091,390.460,372.470,396.036,378.667,371.392,369.429,370.941,370.185,387.581,369.030,379.952,373.305
950,395.347,381.675,418.202,389.879,373.288,395.450,378.267,371.800,369.083,370.214,369.162,386.965,368.667,380.226,372.551
951,394.300,381.654,417.583,389.476,373.630,395.083,378.646,371.909,369.442,369.268,368.500,386.687,368.348,380.066,372.078
952,393.545,382.021,417.234,389.128,373.708,395.003,379.206,371.768,370.064,368.654,368.412,386.398,368.516,379.444,371.745
953,393.079,382.691,417.454,388.783,374.032,395.540,379.325,371.707,370.936,368.451,368.395,386.042,368.899,378.878,371.139
954,392.614,383.602,418.642,388.424,374.479,396.761,378.827,372.141,371.939,368.354,367.991,386.215,369.121,378.883,370.338
955,391.978,384.524,420.611,388.134,374.822,398.462,378.358,372.853,372.810,368.103,367.318,387.306,369.415,379.480,370.280
956,391.574,385.639,422.640,387.850,374.950,400.285,378.679,373.328,373.313,367.776,366.787,389.162,369.770,379.964,371.197
957,391.607,386.869,424.117,387.780,375.000,402.166,380.029,373.648,373.595,367.389,366.585,391.120,370.022,379.827,372.535
958,391.390,388.157,425.161,387.881,375.123,404.059,381.700,374.224,373.997,367.292,366.489,392.539,370.146,379.137,373.814
959,390.451,389.503,426.203,387.986,375.361,405.912,383.206,375.245,374.451,367.543,366.605,393.320,370.096,378.619,374.809
960,389.047,391.372,427.507,388.154,375.530,407.827,384.835,376.696,374.764,367.814,367.426,393.884,369.573,378.909,375.521
961,387.899,393.251,429.215,388.441,375.516,409.875,386.774,378.005,375.086,367.959,368.869,394.754,368.812,379.741,375.909
962,387.513,393.738,431.312,389.360,375.210,411.610,388.753,378.915,375.690,368.489,370.207,396.113,368.422,380.452,375.687
963,387.899,392.686,433.549,391.056,375.201,412.477,390.193,379.336,376.733,369.592,371.014,397.535,368.857,380.617,374.889
964,388.527,391.162,435.746,393.093,375.858,412.633,390.593,379.283,377.742,371.003,371.432,398.398,370.035,380.249,374.211
965,389.065,390.346,437.738,394.942,376.895,412.572,389.831,379.312,377.933,372.203,371.696,398.803,371.472,379.563,374.352
966,388.942,390.785,439.284,396.406,377.763,412.686,388.733,379.757,377.733,373.241,371.676,399.102,372.696,378.975,375.285
967,388.386,391.759,440.235,397.285,378.484,413.035,388.428,380.592,377.850,374.181,371.153,399.366,373.165,378.817,376.399
968,388.105,392.010,440.621,397.537,379.265,413.435,389.309,381.509,378.660,374.781,370.335,399.208,372.770,378.957,376.986
969,388.581,391.068,440.742,397.295,380.438,413.567,390.757,382.053,379.387,374.805,369.866,398.542,371.995,379.041,377.089
970,389.173,389.654,440.995,396.963,381.721,413.359,392.321,382.184,379.331,374.392,370.310,397.665,371.365,379.066,377.366
971,389.181,388.110,441.413,396.649,382.630,412.738,393.350,381.843,378.454,373.951,371.398,397.070,370.946,379.307,377.884
972,388.697,386.340,441.673,396.521,383.311,411.801,393.272,381.133,377.709,373.700,372.381,396.852,370.667,379.579,378.136
973,388.271,384.518,441.436,396.560,384.091,410.822,392.272,380.211,377.525,373.570,372.665,396.757,370.277,379.424,377.992
974,388.249,383.356,440.717,396.620,384.858,410.003,391.350,379.392,377.380,373.654,372.227,396.532,369.911,378.688,377.551
975,388.401,382.927,439.645,396.397,385.374,409.355,390.844,379.128,376.880,373.827,371.290,395.764,370.296,377.937,376.765
976,388.426,382.822,438.293,395.660,385.562,408.975,390.469,379.232,376.261,373.851,370.219,394.570,371.704,377.640,375.643
977,388.076,382.634,436.907,394.359,385.685,408.889,390.420,379.117,375.969,373.578,369.432,393.264,373.232,377.635,374.731
978,387.256,382.277,435.804,393.047,385.785,408.710,390.267,378.392,375.650,373.376,369.287,392.116,373.632,377.914,374.413
979,386.199,381.728,435.084,392.208,385.416,407.854,389.498,377.429,375.172,373.600,369.812,390.782,372.889,378.348,374.238
980,384.989,381.178,434.572,391.966,384.612,406.287,388.296,377.072,374.844,374.192,370.472,389.384,371.951,378.812,373.798
981,383.747,380.880,433.968,391.911,384.037,404.712,387.337,377.312,374.693,374.157,370.616,387.996,371.343,378.949,373.244
982,382.661,380.827,433.129,391.634,383.968,403.767,386.992,377.557,374.564,373.346,370.219,387.004,371.037,378.419,373.011
983,382.116,380.921,432.083,391.018,384.009,403.373,386.770,377.160,374.347,372.281,369.463,386.725,370.988,377.259,372.939
984,382.094,381.366,430.923,390.325,383.667,403.111,386.313,376.349,374.264,371.865,368.608,387.028,370.904,376.135,372.884
985,382.242,381.817,429.784,389.983,383.356,402.692,385.370,375.760,374.239,371.968,367.724,387.556,370.533,375.733,372.687
986,382.195,381.639,428.685,389.855,383.516,402.144,384.144,375.445,374.067,371.878,367.227,387.651,369.931,376.018,372.371
987,381.924,380.492,427.636,389.577,383.849,401.377,383.070,375.125,373.715,371.357,367.335,387.415,369.207,376.515,372.155
988,381.899,378.770,426.571,388.878,383.521,400.494,382.490,374.811,373.408,370.681,367.866,387.331,368.519,376.733,372.139
989,382.329,377.524,425.441,387.951,382.342,399.611,382.658,374.776,373.291,370.335,368.287,387.134,367.941,376.546,372.163
990,382.895,377.361,424.282,387.058,380.991,398.720,383.074,374.760,373.227,370.370,368.449,386.394,367.595,376.140,371.942
991,383.018,377.728,423.206,386.443,380.178,397.619,382.979,374.653,373.034,370.514,368.506,385.264,367.506,375.536,371.465
992,382.365,377.670,422.295,386.015,379.927,396.314,381.942,374.587,372.847,370.419,368.483,384.549,367.400,374.954,371.006
