 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12
776,463.403,525.445,459.028,448.655,449.856,450.229,454.624,451.929,446.823,439.427,450.182,442.272
777,465.446,525.447,460.921,448.392,450.383,449.412,455.548,452.197,447.198,439.618,450.185,441.967
778,467.532,525.417,462.551,448.331,450.552,448.996,456.062,452.877,447.177,440.675,449.944,441.908
779,469.040,525.452,463.748,448.168,450.642,448.782,456.365,453.937,446.740,442.412,449.605,441.908
780,469.661,525.316,464.662,447.922,451.041,448.514,456.552,455.201,446.102,444.167,449.536,442.086
781,469.656,525.010,465.695,448.028,451.516,448.616,456.727,456.283,445.760,445.224,449.940,442.518
782,469.648,524.825,467.041,448.765,451.782,449.134,456.995,456.788,446.077,445.239,450.723,443.148
783,469.849,524.730,468.481,449.919,451.732,449.342,457.520,456.911,446.900,444.391,451.142,443.657
784,470.177,524.291,469.259,450.796,451.421,448.965,458.312,457.257,447.626,443.319,450.996,444.068
785,470.372,523.274,469.066,450.672,450.831,448.479,459.023,457.714,447.668,442.472,450.704,444.222
786,470.197,521.815,468.286,449.762,450.236,448.739,459.191,457.740,447.277,442.266,450.697,443.831
787,469.871,520.290,467.575,449.448,449.851,449.574,458.877,457.134,446.860,442.582,450.863,443.133
788,469.523,518.974,467.314,450.599,449.617,450.130,458.606,456.468,446.728,443.313,451.030,442.565
789,469.164,518.060,467.577,452.367,449.572,449.827,458.492,456.149,446.792,444.358,451.185,442.296
790,468.872,517.444,467.776,453.375,449.838,449.025,458.205,455.981,446.728,445.254,451.129,442.198
791,468.852,516.799,467.641,453.190,450.074,448.250,457.589,455.810,446.453,445.543,450.837,441.947
792,469.089,516.138,467.363,452.692,449.827,448.479,456.941,456.093,446.264,445.340,450.472,441.515
793,469.219,515.673,467.090,452.941,449.218,450.521,456.671,456.840,446.223,445.140,450.318,441.080
794,469.015,515.671,466.489,453.773,448.793,454.046,456.539,457.654,445.928,445.540,450.322,440.896
795,468.421,516.140,465.699,454.232,448.318,458.077,456.147,458.338,445.426,446.430,450.573,440.982
796,467.423,516.757,465.291,454.050,447.410,461.489,455.398,459.097,445.157,447.534,450.830,441.163
797,466.288,517.187,465.632,453.835,446.338,463.996,454.748,459.524,445.551,448.424,451.105,441.346
798,465.432,517.683,466.216,453.821,445.435,465.599,454.621,459.301,446.047,448.791,451.185,441.399
799,465.375,519.263,466.643,453.885,444.860,466.648,454.780,459.316,446.028,448.710,451.137,441.009
800,466.393,522.838,466.902,453.669,444.574,467.831,454.623,459.955,445.602,448.200,451.333,440.429
801,468.789,528.034,467.791,453.272,444.484,469.595,454.080,460.758,445.304,447.322,452.225,440.497
802,472.315,533.327,470.079,453.185,444.547,471.687,453.402,461.405,445.047,446.397,453.811,441.180
803,475.973,537.426,472.970,453.653,444.804,473.736,452.650,462.059,444.598,446.149,455.736,442.021
804,478.537,540.135,474.786,454.006,444.856,475.725,451.844,462.647,444.106,446.597,457.240,442.571
805,479.638,541.827,475.207,453.754,444.378,477.292,451.264,463.141,443.949,447.087,457.918,442.988
806,480.215,542.868,475.212,452.560,443.682,477.926,451.123,463.346,444.202,447.149,458.064,443.467
807,481.237,543.583,475.449,451.162,443.245,477.447,451.297,462.926,444.526,446.896,458.277,443.965
808,482.459,544.061,475.814,450.476,442.863,476.053,451.252,462.056,444.670,446.621,458.586,444.160
809,483.408,544.126,475.983,450.882,442.297,474.324,450.950,461.297,444.726,446.024,458.524,444.251
810,484.022,543.577,475.940,451.868,441.459,472.905,450.880,460.822,444.885,445.027,457.996,444.456
811,484.408,542.476,475.831,452.541,440.851,471.870,451.267,460.361,445.264,443.746,457.401,444.914
812,484.448,541.142,475.562,452.246,440.766,471.134,451.865,460.067,445.904,442.660,456.845,445.621
813,484.058,539.921,475.148,450.927,441.306,470.496,452.074,460.156,446.855,441.982,456.109,446.701
814,483.122,538.936,474.630,449.241,442.252,470.102,451.620,460.695,447.664,441.857,455.258,447.843
815,481.825,537.992,473.996,448.115,443.122,470.049,450.941,461.312,448.079,441.949,455.064,448.713
816,480.699,536.876,473.417,447.955,443.426,469.641,450.505,461.643,447.943,441.985,456.112,449.083
817,479.909,535.677,473.015,448.258,442.860,468.827,450.458,461.190,447.485,441.851,457.481,448.867
818,479.421,534.286,472.932,448.602,441.948,467.898,450.502,459.758,447.000,441.678,457.657,448.393
819,479.381,532.642,472.835,448.762,441.543,466.669,450.373,457.736,446.917,441.636,456.526,447.962
820,479.563,531.004,472.417,448.759,441.550,465.398,450.061,456.019,447.304,441.364,455.223,447.737
821,479.444,529.689,471.605,448.840,441.336,464.570,449.705,455.275,447.638,440.758,454.300,447.609
822,479.011,528.603,470.492,448.986,440.764,464.144,449.377,455.535,447.606,440.036,453.322,447.574
823,478.576,527.548,469.404,449.092,440.401,463.792,449.271,456.097,447.104,439.797,452.313,447.556
824,478.215,526.432,468.643,449.272,440.475,463.444,449.459,455.576,446.534,440.197,451.549,447.541
825,477.413,525.280,468.404,449.585,440.428,463.423,449.856,453.717,446.287,440.967,450.953,447.648
826,476.091,523.987,468.342,449.686,439.989,463.641,450.003,451.896,446.551,441.678,450.369,448.083
827,474.876,522.581,468.060,449.115,439.450,463.489,449.547,451.535,446.932,441.704,450.114,448.784
828,474.601,521.129,467.556,447.756,439.347,462.630,448.635,452.279,446.821,440.875,450.361,449.290
829,474.925,519.781,467.094,445.812,439.815,461.387,447.829,453.134,446.306,439.516,450.931,449.317
830,474.951,518.578,466.690,443.952,440.619,460.496,447.653,453.468,446.187,438.287,451.195,449.118
831,474.257,517.561,466.041,443.146,441.468,460.327,448.086,453.450,446.632,437.869,450.717,448.911
832,473.342,516.997,465.242,443.549,442.313,460.532,448.591,453.454,447.366,438.301,450.024,448.364
833,473.444,517.034,464.425,444.504,442.930,460.588,449.052,453.546,448.285,439.012,449.657,447.314
834,475.146,517.397,463.912,445.398,443.245,460.243,449.608,453.580,449.285,439.266,449.586,446.089
835,477.738,517.656,464.034,446.137,443.725,459.665,450.424,453.379,450.181,438.922,449.579,445.343
836,480.590,517.628,464.549,446.790,445.000,459.236,451.374,453.242,450.621,438.057,449.620,445.166
837,483.441,517.483,464.940,447.210,446.977,458.813,452.221,453.740,450.751,437.340,449.549,445.234
838,485.962,517.347,464.782,447.608,449.018,458.180,452.970,454.941,450.928,436.916,449.264,445.411
839,487.792,517.291,464.321,448.003,450.182,457.588,453.589,455.818,451.411,436.478,449.099,445.663
840,488.812,517.130,464.126,448.076,450.212,457.504,454.180,455.732,452.223,435.797,449.586,445.802
841,489.073,516.661,464.468,447.849,449.642,458.018,454.871,455.193,453.183,435.239,450.601,445.527
842,488.780,515.895,465.173,447.636,448.959,458.518,455.421,454.933,453.821,435.188,451.210,444.805
843,488.308,515.039,465.716,447.711,448.586,458.637,455.409,454.985,454.083,435.379,450.642,444.044
844,487.951,514.181,465.483,448.067,448.727,458.423,454.644,455.134,454.183,435.567,449.292,443.417
845,487.658,513.414,464.594,448.003,449.025,457.975,453.709,455.375,454.104,435.591,448.281,442.914
846,487.093,512.803,463.805,447.078,449.291,457.232,453.348,455.524,453.855,435.916,448.270,442.589
847,486.237,512.169,463.442,445.549,449.577,456.271,453.812,455.312,453.719,436.528,448.820,442.577
848,485.131,511.246,463.227,444.597,449.811,455.232,454.395,454.617,453.928,437.245,449.238,442.938
849,484.115,510.182,462.957,444.742,449.635,454.335,454.498,453.584,453.983,437.713,449.092,443.154
850,483.494,509.325,462.585,445.734,448.932,453.669,454.315,452.572,453.317,437.860,448.536,442.822
851,483.282,508.697,462.321,446.997,448.086,453.472,454.264,452.145,452.183,437.943,448.109,442.030
852,483.000,508.039,462.222,447.868,447.502,453.880,454.221,452.814,451.413,437.934,447.991,441.169
853,482.086,507.240,462.288,447.975,447.034,454.461,453.624,454.033,451.730,437.591,447.882,440.530
854,480.845,506.432,462.404,447.762,446.464,454.746,452.494,454.654,452.602,436.878,447.629,440.290
855,479.889,505.770,462.667,447.493,445.991,454.673,451.727,454.710,453.274,436.379,447.427,440.112
856,479.568,505.198,463.124,447.255,445.928,454.412,451.839,454.446,453.311,436.725,447.579,439.982
857,479.490,504.739,463.425,446.896,446.205,453.845,452.156,453.833,452.881,437.501,447.985,440.535
858,479.224,504.490,463.357,446.706,446.365,453.141,451.847,452.907,452.364,437.881,448.275,441.846
859,478.459,504.687,463.148,446.639,446.347,452.690,451.091,452.056,451.962,437.576,448.288,442.731
860,477.557,505.517,462.985,446.756,446.473,452.782,450.609,451.487,451.496,437.352,448.300,442.589
861,477.658,507.091,462.825,447.000,446.829,453.007,450.467,451.134,450.792,437.958,448.352,441.740
862,479.612,509.255,462.205,447.039,447.140,452.725,450.456,451.216,450.021,438.699,448.524,440.965
863,482.967,511.698,461.152,446.782,447.205,452.035,450.482,451.777,449.445,438.893,448.818,440.388
864,486.448,514.328,460.081,446.308,446.700,451.616,450.448,452.357,448.962,438.973,449.646,439.967
865,489.058,517.354,459.267,445.986,445.664,451.542,450.235,452.840,448.364,439.869,451.193,439.891
866,490.838,520.992,458.773,446.171,444.437,451.690,449.948,453.494,448.011,441.666,453.382,440.467
867,492.051,524.975,458.466,447.476,443.475,451.831,449.917,454.234,448.036,443.660,455.809,441.470
868,492.971,528.600,458.263,449.740,443.065,451.549,449.965,454.461,448.230,444.722,457.936,442.367
869,494.049,531.281,457.955,452.048,443.270,450.820,449.592,454.383,448.394,444.699,459.517,442.636
870,495.246,532.931,457.414,453.678,443.565,449.827,448.732,454.502,448.543,444.478,460.609,442.453
871,496.206,533.917,456.675,454.683,443.532,448.648,448.144,454.758,448.689,445.125,461.082,442.385
872,496.532,534.449,456.015,455.417,443.439,447.965,448.403,455.059,448.572,446.606,460.850,442.615
873,496.042,534.556,455.992,456.062,443.635,447.968,449.041,455.587,447.970,447.633,460.084,443.027
874,495.022,534.238,456.758,456.412,444.041,448.447,449.438,456.520,447.134,447.642,459.165,443.325
875,493.934,533.570,457.585,456.443,444.234,449.004,449.411,457.669,446.353,447.125,458.622,443.550
876,492.980,532.685,457.831,456.272,443.845,449.239,449.065,458.290,445.745,447.298,458.768,443.982
877,492.384,531.810,457.523,456.126,442.964,448.986,448.552,458.078,445.328,448.352,459.279,444.799
878,491.991,530.955,457.100,455.964,442.119,448.187,447.938,457.401,444.962,449.322,459.839,445.873
879,491.541,529.978,456.784,455.798,441.608,446.968,447.274,457.078,444.640,449.478,460.212,446.642
880,490.701,529.030,456.558,455.605,441.207,445.785,446.814,457.089,444.836,449.045,460.176,447.012
881,489.678,528.793,456.635,455.238,440.878,445.081,446.708,456.866,445.466,448.448,459.674,447.062
882,488.616,529.965,457.444,455.188,440.957,444.870,446.821,456.186,446.064,447.839,458.635,446.908
883,487.603,532.556,459.558,456.039,441.971,445.155,446.909,455.595,446.464,447.057,457.118,446.263
884,486.552,535.650,462.898,457.563,444.090,445.687,446.741,455.770,446.536,446.343,455.590,445.234
885,485.537,538.039,466.472,459.020,446.660,445.750,446.358,456.993,446.162,446.096,454.672,444.251
886,484.701,539.142,469.402,459.891,448.511,445.489,445.888,458.539,445.247,446.116,454.603,443.840
887,484.128,539.256,471.630,460.510,448.950,445.430,445.514,459.632,444.151,445.699,454.822,444.053
888,483.732,538.876,473.825,461.123,448.838,445.789,445.164,459.825,443.470,444.782,454.734,444.299
889,483.242,538.198,476.754,461.669,449.243,446.236,444.635,459.401,443.117,443.504,453.938,443.962
890,482.454,537.144,480.263,462.331,450.131,446.102,443.865,458.602,442.698,442.337,452.607,443.112
891,481.397,535.692,483.340,463.224,450.561,445.831,443.070,457.773,442.247,441.970,451.215,442.299
892,480.100,534.188,485.432,464.042,449.973,446.296,442.550,456.955,442.066,442.275,450.425,442.009
893,478.964,533.130,486.677,464.700,448.847,447.451,442.300,456.569,442.398,442.543,450.279,442.246
894,478.015,532.435,487.667,465.171,447.930,448.546,442.089,456.807,443.166,442.561,450.455,442.695
895,477.044,531.623,488.744,465.535,447.660,448.768,441.936,457.513,444.034,442.743,450.682,443.107
896,476.137,530.361,489.773,465.896,448.203,448.011,442.038,458.383,444.517,443.209,450.940,443.328
897,475.665,528.740,490.513,466.190,449.300,446.782,442.508,458.874,444.438,443.782,451.135,443.263
898,475.898,527.014,490.761,466.496,450.554,446.246,443.306,459.004,444.157,444.391,451.094,443.192
899,476.552,525.311,490.346,466.793,451.556,446.401,444.130,459.197,444.132,445.009,450.691,443.296
900,476.849,523.864,489.242,466.905,452.180,446.792,444.655,459.535,444.630,445.113,450.217,443.784
901,476.592,522.645,487.949,466.941,452.849,447.092,444.636,459.784,445.538,444.755,450.197,444.500
902,476.177,521.646,486.897,466.924,453.563,447.254,444.547,459.717,446.519,444.185,450.899,445.056
903,475.889,520.760,486.064,466.672,453.975,447.493,444.800,459.186,447.268,443.782,451.663,445.083
904,475.601,519.795,485.408,465.910,453.854,447.739,445.341,458.119,447.638,443.397,451.781,444.704
905,475.166,518.648,484.789,464.866,453.462,447.644,445.680,456.703,447.749,443.075,450.994,444.083
906,474.791,517.569,484.201,464.134,453.286,446.986,445.668,455.625,447.736,442.761,450.021,442.793
907,474.678,516.773,483.500,463.866,453.315,446.025,445.355,455.383,447.579,442.272,449.614,441.112
908,474.778,516.042,482.615,463.599,453.173,445.574,444.980,456.100,447.292,441.702,449.554,439.698
909,474.978,515.238,481.436,463.118,452.811,445.620,444.682,457.283,446.794,441.534,449.238,438.817
910,474.792,514.348,480.130,462.535,451.901,445.447,444.624,458.104,446.406,442.340,448.755,438.257
911,473.885,513.231,478.985,461.916,450.764,444.979,444.930,457.989,446.166,443.755,448.352,437.982
912,472.428,511.909,478.209,461.059,449.840,445.088,445.405,457.223,445.904,444.767,448.427,438.189
913,471.106,510.728,477.648,460.174,449.468,445.972,445.717,456.379,445.372,444.890,448.972,438.766
914,470.577,509.905,476.981,459.913,449.577,447.137,445.541,455.717,444.809,444.304,449.509,439.491
915,470.690,509.367,476.094,460.431,449.872,448.278,445.055,454.907,444.340,443.382,449.491,440.328
916,470.887,508.970,475.179,461.115,449.836,449.042,444.586,453.844,443.853,442.367,449.024,441.287
917,471.140,508.637,474.765,461.022,449.495,448.894,444.341,452.955,443.430,441.200,448.622,442.405
918,471.792,508.165,474.897,460.067,449.088,447.835,444.415,452.647,443.309,440.418,448.644,443.337
919,472.495,507.481,475.261,458.922,448.574,446.863,444.741,453.004,443.457,440.448,448.991,443.689
920,472.284,506.746,475.256,458.303,447.926,446.725,445.214,453.651,443.781,441.275,449.084,443.411
921,470.996,506.245,474.697,458.280,447.223,447.155,445.542,454.134,444.309,441.961,448.642,442.923
922,469.282,506.085,473.855,458.431,446.561,447.299,445.544,454.364,445.089,441.812,448.142,442.405
923,467.967,506.050,473.233,458.269,446.282,447.042,445.073,454.420,445.581,440.946,448.195,441.388
924,467.000,505.707,472.825,457.877,446.550,446.775,444.206,454.097,445.413,439.955,448.594,439.979
925,466.324,504.784,472.316,457.602,447.043,447.204,443.389,453.784,444.783,438.997,448.667,438.893
926,465.978,503.510,471.617,457.275,447.162,448.303,442.856,453.494,444.123,438.340,448.195,438.627
927,466.135,502.467,470.570,456.880,446.653,449.683,442.724,453.312,443.711,438.319,447.474,439.033
928,466.685,501.932,469.130,456.647,445.773,450.641,442.706,453.045,443.711,439.057,446.624,439.876
929,467.168,501.697,467.575,456.350,444.932,450.585,442.603,452.442,444.164,439.860,445.725,440.840
930,467.250,501.498,466.684,455.770,444.685,449.739,442.427,451.677,444.568,440.069,445.249,441.479
931,466.842,501.260,466.714,454.947,444.824,448.743,442.589,451.019,444.430,439.991,445.509,441.426
932,466.109,501.003,467.062,454.333,444.755,447.722,443.239,450.751,443.994,440.367,446.536,441.056
933,465.259,500.871,467.115,454.165,444.403,446.866,444.153,450.509,443.694,441.042,447.873,441.192
934,464.585,500.844,466.853,454.445,444.216,446.750,444.942,450.182,443.560,441.406,448.706,441.899
935,464.308,500.652,466.092,454.515,444.694,447.739,445.311,450.119,443.489,441.370,448.558,442.462
936,464.326,500.231,464.705,454.221,445.489,449.285,445.077,450.546,443.549,441.487,447.509,442.334
937,464.543,499.614,463.308,453.882,445.795,450.299,444.338,451.268,443.574,441.901,446.079,442.080
938,464.896,499.035,462.519,453.667,445.417,450.204,443.356,451.695,443.313,442.143,444.886,442.056
939,465.335,498.493,462.724,453.779,444.937,449.296,442.844,451.260,442.953,441.528,444.197,441.828
940,465.679,497.864,463.523,454.064,444.752,448.239,443.176,450.260,442.560,440.313,443.981,441.411
941,465.647,497.053,463.917,454.529,444.743,447.268,444.086,449.662,442.443,439.158,444.266,441.405
942,465.097,496.383,463.532,455.241,444.581,446.528,444.726,450.000,442.736,438.454,444.710,441.757
943,463.974,496.119,462.998,456.017,444.291,446.331,444.818,450.688,443.268,438.549,445.058,441.852
944,462.665,496.329,462.852,456.154,444.264,446.866,444.788,450.721,443.591,439.209,445.354,441.393
945,461.505,496.659,462.966,455.692,444.538,447.581,444.800,449.717,443.455,439.797,446.062,440.979
946,460.831,496.719,462.857,454.905,444.764,447.768,444.700,448.680,443.170,439.704,447.159,440.817
947,460.734,496.453,462.667,453.796,444.732,447.514,444.256,448.461,443.126,438.699,447.936,440.426
948,461.128,495.977,462.500,452.588,444.441,447.458,443.835,448.543,443.317,437.531,447.996,439.743
949,461.641,495.421,462.382,451.759,443.863,447.391,443.986,448.156,443.379,437.057,447.444,439.467
950,461.947,495.091,462.094,451.678,442.964,446.757,444.797,447.487,442.874,437.296,446.687,440.204
951,462.135,495.390,462.038,451.784,442.295,445.982,445.591,447.141,441.834,437.564,446.418,441.607
952,462.712,496.520,462.880,451.986,442.182,445.468,445.797,447.204,440.762,437.296,447.127,442.793
953,464.138,498.203,465.248,452.689,442.633,445.345,445.717,447.015,440.449,437.036,448.204,443.485
954,466.266,499.760,468.968,454.053,443.671,445.000,446.177,446.286,441.243,437.218,449.206,444.130
955,468.426,500.941,472.906,455.720,445.194,444.363,447.280,445.401,442.736,437.642,449.933,445.074
956,470.195,501.765,476.073,457.591,446.606,443.989,448.633,445.067,443.883,437.776,450.163,446.192
957,471.517,502.599,478.288,459.280,447.809,444.201,450.011,445.509,444.268,437.740,450.024,446.893
958,472.352,504.048,480.019,460.437,449.090,444.817,451.564,446.989,444.400,438.093,450.004,446.861
959,472.898,506.408,481.444,461.120,450.626,445.324,453.220,449.130,444.983,438.964,450.395,446.334
960,473.676,509.348,482.429,462.084,452.133,445.511,454.841,450.978,446.002,440.143,451.011,446.133
961,475.219,512.269,483.034,463.188,453.236,445.405,456.250,451.617,446.832,441.131,451.464,446.734
962,477.235,514.681,483.519,463.709,454.036,445.377,457.494,451.059,447.260,441.507,451.472,447.867
963,478.747,516.225,483.671,463.260,454.554,445.306,458.435,450.178,447.472,441.036,451.030,448.932
964,479.301,516.867,483.182,462.297,454.973,445.092,458.938,449.967,447.996,439.976,450.652,449.586
965,479.235,516.829,481.940,461.627,455.309,444.979,458.956,450.413,448.828,438.654,450.586,449.645
966,478.894,516.546,480.079,461.260,455.563,445.363,458.924,450.524,449.802,437.836,450.680,449.000
967,478.324,516.332,478.162,460.555,455.423,445.880,459.202,449.955,450.760,438.275,450.775,447.956
968,477.464,516.191,477.030,459.232,454.842,445.845,459.591,449.662,451.500,439.430,450.796,447.216
969,476.386,515.894,476.652,458.048,453.899,445.401,459.773,450.253,451.977,440.445,450.897,447.343
970,475.319,515.364,476.412,457.952,453.009,444.937,459.774,450.699,452.064,440.603,450.976,448.077
971,474.590,514.663,476.086,458.653,452.824,444.870,459.550,449.639,451.681,440.125,451.041,448.740
972,474.228,514.136,475.782,459.190,453.392,445.394,459.103,447.610,451.028,439.313,451.124,449.027
973,473.944,513.705,475.470,459.431,453.892,446.028,458.435,446.171,450.294,438.290,451.339,449.192
974,473.321,513.062,475.032,459.697,453.734,446.085,457.864,446.230,450.021,437.272,451.637,448.929
975,472.596,512.187,474.579,459.748,452.926,445.514,457.729,446.959,450.270,436.454,451.710,447.953
976,472.026,511.292,474.133,458.784,452.034,444.789,457.995,447.565,450.743,436.331,451.069,446.858
977,471.710,510.458,473.508,456.815,451.295,444.243,458.056,447.941,450.840,436.964,449.914,446.408
978,471.454,509.586,472.566,454.709,450.919,443.979,457.456,448.539,450.230,437.719,448.773,446.568
979,471.155,508.823,471.521,453.210,451.122,444.292,456.358,449.755,449.164,438.251,448.206,446.701
980,470.643,508.269,470.671,452.770,451.748,445.032,455.391,451.126,448.189,438.490,448.410,446.941
981,469.756,507.882,470.158,453.053,452.275,445.870,454.876,451.472,447.434,438.358,449.107,447.139
982,468.597,507.582,469.722,453.174,451.894,446.412,454.603,450.487,446.798,437.887,449.751,447.050
983,467.526,507.294,469.177,453.048,450.410,446.620,454.385,448.766,446.430,437.707,449.878,446.456
984,467.173,506.905,468.528,453.092,448.559,446.634,454.011,447.108,446.211,437.931,449.358,445.858
985,467.421,506.415,467.898,453.151,447.322,446.722,453.356,445.989,445.747,438.107,448.631,445.675
986,467.683,505.716,467.449,452.838,447.171,446.912,452.630,445.714,445.230,438.143,448.146,445.639
987,467.315,504.777,467.141,452.258,447.743,446.930,452.091,446.323,445.151,438.263,448.318,445.388
988,466.614,503.618,466.949,451.894,448.264,446.514,451.714,447.268,445.645,438.367,448.908,444.988
989,466.067,502.441,466.686,452.162,447.914,445.768,451.289,447.721,446.228,437.904,449.476,444.731
990,465.729,501.596,466.391,452.933,446.971,445.194,450.805,447.431,446.704,437.104,449.704,444.861
991,465.129,501.256,466.220,453.420,446.176,445.282,450.523,446.981,447.098,436.758,449.631,445.414
992,464.424,501.235,466.320,453.064,446.273,446.095,450.409,446.937,447.491,437.036,449.380,445.923
993,464.199,501.221,466.391,452.465,447.065,446.996,450.311,447.283,447.664,437.194,448.882,445.843
994,464.730,501.011,466.211,452.207,447.610,447.296,450.291,447.305,447.623,436.827,448.298,445.453
995,465.459,500.598,466.156,452.076,447.369,446.891,450.318,446.781,447.432,436.033,448.024,445.343
996,465.780,499.959,466.267,451.599,446.691,446.000,450.256,446.279,447.172,434.994,448.240,445.571
997,465.590,499.264,466.190,451.118,446.534,445.306,449.885,446.294,446.730,434.140,448.506,446.012
998,465.040,498.672,465.633,451.602,446.980,445.250,449.320,446.688,446.238,434.051,448.474,446.183
999,464.483,498.289,464.748,452.692,447.203,445.620,448.833,447.037,445.787,434.806,448.152,445.920
1000,464.171,498.064,463.991,453.020,446.849,445.989,448.462,446.825,445.383,435.940,447.815,445.467
1001,463.996,497.827,463.607,452.087,446.291,446.585,448.042,445.874,445.191,436.916,447.727,445.281
1002,463.718,497.427,463.440,450.807,445.696,447.197,447.453,444.643,445.185,437.585,448.099,445.192
1003,463.033,496.935,462.951,450.227,445.113,447.349,447.205,444.335,445.045,437.896,448.438,444.902
1004,462.204,496.430,462.062,450.308,444.577,447.165,447.964,445.327,444.523,437.624,448.358,444.325
1005,462.002,496.115,461.201,450.583,443.865,446.919,449.385,446.810,444.068,437.060,447.976,443.775
1006,463.051,496.401,460.981,450.686,442.883,446.761,450.603,447.810,444.357,436.955,447.783,443.888
1007,464.987,497.465,461.457,450.689,441.840,446.623,451.314,447.740,445.138,438.021,448.225,444.352
1008,466.929,498.900,462.180,450.322,441.248,446.514,451.577,446.885,445.502,440.200,448.785,444.630
1009,468.171,500.042,462.780,449.655,441.113,446.345,451.665,445.773,445.138,442.642,448.891,444.559
1010,468.641,500.441,463.150,448.838,441.554,445.951,452.155,445.067,444.711,444.164,448.723,444.787
1011,468.588,500.035,462.925,448.017,442.441,445.345,453.236,444.836,444.628,444.424,448.979,445.831
1012,468.270,499.039,462.162,447.563,443.973,445.077,454.585,445.242,444.834,444.269,449.330,447.290
1013,467.474,498.029,461.679,447.412,445.642,445.511,455.998,446.309,445.334,444.528,449.161,448.612
1014,466.226,497.462,462.242,447.238,447.061,446.792,457.258,447.810,445.983,445.167,448.691,449.740
1015,465.393,497.292,463.707,447.036,447.842,448.891,458.064,449.115,446.719,445.179,448.455,450.269
1016,465.455,497.155,465.882,447.168,448.153,451.310,458.327,449.766,447.415,444.531,448.526,449.772
1017,466.082,496.760,468.566,447.611,448.223,453.081,458.241,449.621,448.026,444.006,449.017,448.459
1018,466.572,496.224,471.288,447.891,448.239,453.806,458.288,449.513,448.019,444.334,450.064,446.988
1019,466.678,495.740,473.336,447.894,448.115,453.606,458.650,449.952,447.179,444.875,451.217,445.861
1020,466.485,495.529,474.442,447.762,447.691,453.599,459.397,451.104,446.068,445.128,451.543,445.772
1021,465.758,495.889,474.780,447.566,447.162,454.356,460.473,452.658,445.447,445.051,451.026,446.660
1022,464.355,496.899,474.746,447.263,447.079,455.261,461.936,453.770,445.389,444.797,450.534,447.494
1023,463.015,498.134,474.474,446.989,447.676,455.757,463.503,454.145,445.636,444.224,450.324,447.447
1024,462.515,499.112,474.058,446.966,448.421,456.021,464.908,454.309,445.811,443.516,449.861,446.601
1025,462.971,499.716,473.852,447.008,448.718,456.384,466.047,454.662,445.679,442.970,449.395,445.864
1026,463.505,499.941,473.671,446.888,448.372,456.662,466.647,454.911,445.451,442.860,449.300,446.015
1027,463.483,499.951,473.340,446.538,447.917,456.704,466.711,454.762,445.387,443.134,449.457,446.926
1028,462.936,499.822,472.938,446.132,447.860,456.827,466.409,454.435,445.383,443.248,449.339,447.598
1029,462.129,499.615,472.632,445.639,448.079,456.975,466.030,454.104,445.170,442.928,448.863,447.479
1030,461.568,499.416,471.955,445.297,448.151,456.613,465.544,453.955,444.921,442.203,448.348,447.056
1031,461.705,499.304,470.885,445.557,447.957,455.817,464.724,454.216,444.987,441.307,447.867,446.731
1032,462.251,499.381,470.224,446.529,447.977,455.236,463.645,454.907,445.509,440.636,447.242,446.527
1033,462.625,499.421,470.564,447.490,448.225,455.035,462.786,455.706,446.102,440.415,446.721,446.027
1034,462.630,499.248,471.258,447.641,448.137,454.898,462.583,455.926,446.453,440.654,446.333,445.393
1035,462.432,498.925,471.147,447.308,447.167,454.623,462.483,455.026,446.440,440.758,446.058,445.068
1036,462.315,498.530,470.019,447.300,445.788,454.243,461.867,453.487,446.138,440.469,446.197,445.281
1037,462.178,498.043,468.820,447.426,444.595,453.687,460.853,452.368,445.953,440.161,446.966,445.728
1038,461.933,497.480,468.436,447.008,443.619,453.335,460.139,452.000,445.770,440.182,447.976,445.740
1039,461.809,496.977,468.741,446.045,442.795,453.606,459.842,452.130,445.309,440.457,448.401,445.000
1040,461.807,496.511,468.844,445.165,442.221,454.243,459.555,452.242,444.551,440.430,448.268,443.796
1041,461.565,496.029,468.445,444.658,441.784,454.585,459.112,452.431,444.000,440.006,448.176,442.908
1042,461.005,495.738,467.746,444.487,441.676,454.426,458.639,452.781,443.847,439.576,448.165,442.891
1043,460.634,496.157,467.071,444.689,442.074,454.060,458.232,453.201,444.147,439.382,447.901,443.447
1044,460.796,497.917,466.590,445.398,442.703,453.940,457.824,453.138,444.698,439.149,447.369,444.157
1045,461.140,501.198,466.487,446.179,442.876,453.757,457.488,452.468,445.317,438.896,447.124,444.630
1046,461.357,505.413,466.874,446.563,442.872,453.180,457.039,451.454,445.851,438.848,447.084,444.775
1047,461.840,509.298,467.423,446.762,443.230,452.327,456.195,450.520,446.132,438.958,446.700,444.467
1048,462.842,512.023,468.039,447.297,443.836,451.394,455.167,449.807,446.162,439.075,445.751,443.944
1049,463.862,513.428,469.111,448.132,444.038,450.676,454.335,449.599,446.187,439.331,444.749,443.485
1050,464.488,513.924,470.951,448.468,443.486,450.394,453.876,449.755,446.185,439.910,444.601,443.249
1051,464.876,514.050,473.075,447.655,442.565,450.570,453.524,449.933,445.951,440.618,445.502,443.030
1052,465.144,514.149,474.729,446.185,441.378,451.201,452.785,449.546,445.389,441.122,446.708,442.846
