 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6
55,392.200,374.296,387.954,379.803,395.260,384.141
56,392.565,374.675,388.325,379.779,395.405,384.201
57,392.951,374.626,388.672,380.100,395.301,384.203
58,393.103,374.389,388.559,380.359,395.128,384.255
59,393.029,374.063,387.850,380.379,395.012,384.334
60,393.063,373.761,387.033,380.206,394.992,384.412
61,393.045,373.637,386.646,380.177,394.921,384.572
62,392.882,373.702,386.730,380.344,394.778,384.692
63,392.651,373.873,387.183,380.669,394.729,384.694
64,392.383,374.066,387.806,380.876,394.837,384.632
65,392.097,374.145,388.385,380.749,394.908,384.587
66,391.873,373.981,388.725,380.382,394.665,384.514
67,391.903,373.530,388.889,380.061,394.211,384.284
68,392.179,373.021,389.105,379.989,394.025,384.058
69,392.433,372.748,389.257,380.061,394.197,384.045
70,392.448,372.816,389.143,380.007,394.451,384.171
71,392.161,372.992,388.895,379.858,394.654,384.380
72,391.599,373.182,388.762,379.733,394.776,384.531
73,391.130,373.323,388.600,379.677,394.668,384.543
74,391.115,373.353,388.473,379.644,394.568,384.498
75,391.388,373.360,388.417,379.605,394.732,384.544
76,391.470,373.366,388.499,379.674,395.062,384.720
77,391.395,373.474,388.570,379.832,395.251,384.933
78,391.535,373.546,388.481,380.001,395.209,385.034
79,391.945,373.479,388.367,380.337,395.234,385.099
80,392.253,373.400,388.206,380.677,395.377,385.277
81,392.171,373.523,387.900,380.656,395.525,385.562
82,392.019,373.623,387.387,380.208,395.542,385.857
83,391.995,373.377,387.041,379.637,395.377,385.957
84,391.980,372.957,387.094,379.322,395.109,385.806
85,391.770,372.735,387.444,379.404,394.945,385.500
86,391.423,372.852,387.698,379.703,394.972,385.107
87,391.125,373.131,387.642,380.029,395.073,384.719
88,390.967,373.379,387.301,380.132,395.078,384.374
89,390.921,373.566,386.989,380.010,394.897,384.324
90,390.966,373.729,387.023,379.845,394.869,384.739
91,390.966,373.906,387.343,379.748,395.156,385.366
92,390.824,373.993,387.758,379.618,395.491,385.697
93,390.807,373.939,387.980,379.349,395.571,385.574
94,391.170,373.940,388.010,379.178,395.535,385.258
95,391.732,374.162,387.781,379.084,395.438,384.947
96,392.164,374.423,387.467,379.097,395.533,384.664
97,392.329,374.293,387.400,379.188,395.795,384.370
98,392.375,373.773,387.705,379.419,395.932,384.200
99,392.500,373.261,388.083,379.786,395.861,384.324
100,392.758,372.945,388.190,380.151,395.767,384.673
101,393.057,372.825,388.018,380.162,395.869,385.065
102,393.034,372.812,387.724,379.746,396.233,385.199
103,392.699,372.964,387.559,379.239,396.550,385.044
104,392.406,373.286,387.604,379.059,396.573,384.950
105,392.259,373.648,387.818,379.341,396.360,384.976
106,392.262,373.947,387.940,379.706,396.041,385.024
107,392.428,374.085,387.903,379.887,395.781,385.017
108,392.615,373.959,387.736,379.945,395.543,384.981
109,392.707,373.645,387.422,379.922,395.384,385.109
110,392.786,373.455,387.105,379.863,395.381,385.423
111,393.015,373.441,386.899,379.784,395.723,385.739
112,393.322,373.505,386.873,379.745,396.218,385.890
113,393.466,373.431,387.116,379.626,396.544,385.902
114,393.486,373.259,387.426,379.377,396.473,385.877
115,393.538,373.182,387.559,379.145,396.263,385.893
116,393.693,373.148,387.421,379.025,396.171,385.906
117,393.873,373.055,387.220,378.850,396.044,385.877
118,394.009,372.863,387.249,378.571,395.788,385.690
119,393.873,372.655,387.537,378.403,395.405,385.508
120,393.467,372.434,387.712,378.343,395.074,385.448
121,393.086,372.341,387.482,378.285,394.976,385.534
122,392.748,372.455,387.123,378.335,395.056,385.689
123,392.586,372.753,387.092,378.784,395.160,385.995
124,392.587,373.067,387.329,379.447,395.196,386.341
125,392.780,373.435,387.559,380.029,395.139,386.477
126,392.893,373.773,387.809,380.302,395.076,386.374
127,392.790,373.925,388.122,380.292,394.967,386.360
128,392.718,373.756,388.593,380.139,394.909,386.580
129,392.912,373.417,388.996,380.010,394.924,386.732
130,393.227,373.108,388.981,379.939,394.821,386.556
131,393.520,372.981,388.363,380.020,394.608,386.258
132,393.873,373.122,387.377,380.099,394.432,386.143
133,394.271,373.443,386.757,380.129,394.364,386.341
134,394.543,373.747,386.846,380.268,394.641,386.678
135,394.470,374.055,387.339,380.561,395.219,386.924
136,393.966,374.363,387.783,380.900,395.667,387.086
137,393.270,374.547,387.917,381.090,395.671,387.118
138,392.815,374.403,387.731,381.030,395.295,387.052
139,392.791,374.085,387.467,380.785,394.977,387.126
140,393.278,373.885,387.292,380.456,395.070,387.274
141,394.059,373.788,387.288,380.202,395.496,387.302
142,394.635,373.733,387.333,380.069,395.917,387.103
143,394.606,373.615,387.277,380.121,396.140,386.926
144,394.218,373.621,387.078,380.219,396.323,386.912
145,393.840,373.727,386.833,380.071,396.620,386.902
146,393.611,373.796,386.706,379.812,396.905,386.728
147,393.501,373.784,386.790,379.712,397.022,386.527
148,393.620,373.654,387.183,379.954,396.953,386.360
149,394.064,373.444,387.922,380.347,396.853,386.387
150,394.626,373.081,388.680,380.615,396.749,386.566
151,394.768,372.785,388.943,380.714,396.749,386.890
152,394.368,372.672,388.617,380.761,396.863,387.220
153,394.107,372.868,388.202,380.707,396.928,387.507
154,394.427,373.135,388.022,380.553,396.778,387.717
155,395.136,373.219,388.031,380.446,396.391,387.863
156,395.690,373.237,387.933,380.411,396.027,387.918
157,395.875,373.405,387.552,380.338,395.964,387.881
158,395.863,373.592,387.063,380.155,396.298,387.771
159,395.766,373.571,386.709,379.946,396.732,387.693
160,395.591,373.491,386.538,379.886,397.102,387.544
161,395.432,373.594,386.671,380.042,397.328,387.252
162,395.377,373.876,386.952,380.278,397.290,386.808
163,395.451,374.096,387.191,380.210,397.028,386.380
164,395.707,374.184,387.327,379.993,396.805,386.171
165,396.219,374.116,387.306,379.993,396.701,386.146
166,396.702,374.097,387.135,380.097,396.700,386.233
167,396.776,374.135,386.944,380.085,396.874,386.365
168,396.435,374.128,386.967,379.987,397.174,386.557
169,395.976,374.023,387.273,379.959,397.446,386.745
170,395.615,373.993,387.652,380.171,397.495,386.884
171,395.406,374.179,387.954,380.529,397.270,386.823
172,395.344,374.352,388.214,380.774,396.963,386.616
173,395.406,374.346,388.415,380.857,396.637,386.369
174,395.553,374.194,388.454,380.730,396.433,386.333
175,395.882,374.154,388.243,380.423,396.380,386.620
176,396.247,374.177,388.104,379.965,396.308,386.982
177,396.581,374.276,388.221,379.565,396.242,387.197
178,396.793,374.498,388.214,379.355,396.138,387.117
179,397.009,374.818,387.799,379.357,395.899,386.964
180,397.168,375.047,387.143,379.445,395.558,386.822
181,397.078,375.097,386.948,379.493,395.255,386.643
182,396.724,374.920,387.633,379.553,394.978,386.348
183,396.262,374.624,388.701,379.613,394.687,386.054
184,396.038,374.214,389.381,379.602,394.475,385.959
185,396.236,373.782,389.447,379.549,394.411,386.040
186,396.599,373.634,389.223,379.657,394.586,386.128
187,396.747,373.879,388.939,379.757,394.931,385.976
188,396.471,374.341,388.641,379.722,395.317,385.453
189,396.125,374.719,388.594,379.529,395.561,384.825
190,396.120,374.869,388.658,379.315,395.519,384.427
191,396.307,374.693,388.586,379.240,395.183,384.467
192,396.229,374.234,388.213,379.213,394.859,384.744
193,395.911,373.687,387.914,379.149,394.806,385.014
194,395.618,373.151,387.945,379.077,394.974,385.165
195,395.501,372.908,388.163,379.131,395.139,385.321
196,395.530,373.051,388.318,379.343,395.238,385.573
197,395.761,373.512,388.439,379.565,395.384,385.731
198,396.198,374.018,388.634,379.641,395.665,385.617
199,396.433,374.341,388.918,379.678,395.905,385.282
200,396.238,374.308,389.183,379.732,396.091,385.025
201,395.914,374.128,389.261,379.532,396.293,385.013
202,395.795,374.004,389.038,379.000,396.390,385.211
203,395.723,374.096,388.642,378.387,396.327,385.327
204,395.526,374.252,388.380,378.224,396.147,385.149
205,395.287,374.285,388.318,378.590,396.167,384.773
206,395.097,374.169,388.383,379.312,396.280,384.478
207,395.045,373.879,388.367,379.965,396.199,384.387
208,395.194,373.676,388.342,380.195,396.074,384.583
209,395.361,373.651,388.392,379.942,396.264,384.899
210,395.370,373.618,388.552,379.529,396.748,384.991
211,395.351,373.438,388.663,379.304,397.190,384.935
212,395.466,373.029,388.697,379.261,397.298,384.933
213,395.710,372.744,388.527,379.423,397.241,385.005
214,395.708,372.719,388.182,379.815,397.343,385.017
215,395.435,372.913,387.821,380.389,397.790,384.937
216,395.169,373.117,387.784,380.767,398.274,384.874
217,395.025,373.063,388.015,380.748,398.419,384.949
218,395.071,372.864,388.269,380.335,398.042,385.104
219,395.407,372.901,388.459,379.918,397.505,385.275
220,395.870,373.339,388.637,379.681,397.244,385.249
221,396.194,373.896,388.903,379.476,397.379,384.963
222,396.113,374.181,389.090,379.248,397.623,384.704
223,395.795,374.082,389.068,379.206,397.792,384.677
224,395.485,373.861,388.861,379.446,397.817,384.842
225,395.436,373.695,388.533,379.739,397.820,385.084
226,395.620,373.744,388.199,379.940,397.977,385.251
227,395.840,373.948,388.253,380.055,398.284,385.169
228,395.904,374.063,388.668,380.209,398.544,384.841
229,395.947,373.913,389.116,380.306,398.775,384.562
230,395.972,373.683,389.199,380.338,399.009,384.542
231,395.942,373.496,388.876,380.415,399.146,384.713
232,395.923,373.410,388.286,380.499,399.159,384.911
233,396.052,373.448,387.801,380.492,399.012,385.012
234,395.936,373.534,387.697,380.411,398.731,385.079
235,395.335,373.590,388.003,380.206,398.437,385.199
236,394.806,373.537,388.408,380.046,398.321,385.603
237,394.883,373.434,388.579,380.102,398.348,386.223
238,395.485,373.533,388.578,380.210,398.463,386.812
239,395.994,373.780,388.646,380.155,398.690,386.990
240,396.107,373.925,388.698,379.918,398.874,386.637
241,395.830,373.714,388.467,379.690,398.805,386.051
242,395.378,373.449,387.962,379.570,398.667,385.688
243,395.142,373.371,387.433,379.526,398.733,385.657
244,395.394,373.551,387.117,379.536,399.018,385.754
245,395.800,373.762,387.018,379.554,399.131,385.796
246,395.846,373.929,387.045,379.637,398.854,385.762
247,395.378,373.992,387.112,379.745,398.470,385.851
248,394.781,373.998,387.425,379.755,398.424,386.066
249,394.431,374.036,387.788,379.674,398.634,386.141
250,394.436,374.169,387.925,379.712,398.779,385.904
251,394.719,374.118,387.817,379.901,398.967,385.413
252,395.224,373.995,387.840,380.034,399.543,384.887
253,395.725,373.927,388.145,379.898,400.286,384.560
254,395.966,373.903,388.418,379.808,400.688,384.598
255,395.836,373.791,388.429,380.022,400.568,384.924
256,395.565,373.638,388.130,380.391,400.205,385.304
257,395.445,373.742,387.832,380.624,399.849,385.470
258,395.550,373.932,387.790,380.596,399.733,385.257
259,395.722,373.953,387.996,380.472,399.704,384.809
260,395.771,373.724,388.212,380.410,399.746,384.421
261,395.860,373.513,388.191,380.489,399.828,384.269
262,396.068,373.462,387.992,380.722,399.914,384.365
263,396.203,373.649,387.822,381.028,399.883,384.622
264,396.152,373.873,387.704,381.095,399.800,385.001
265,396.058,373.948,387.516,380.716,399.702,385.452
266,395.971,373.851,387.470,380.195,399.434,385.779
267,395.822,373.776,387.730,380.053,399.067,386.046
268,395.613,373.783,388.111,380.285,398.803,386.188
269,395.501,373.834,388.208,380.541,398.824,386.224
270,395.598,373.953,387.775,380.569,399.091,386.165
271,395.737,374.186,387.105,380.623,399.332,386.001
272,395.741,374.368,386.675,380.751,399.306,385.813
273,395.688,374.419,386.657,380.761,399.007,385.723
274,395.707,374.470,386.762,380.559,398.416,385.643
275,395.831,374.543,386.747,380.387,397.834,385.505
276,395.885,374.477,386.698,380.245,397.436,385.277
277,395.685,374.166,386.772,380.169,397.403,385.154
278,395.186,373.855,386.943,380.064,397.554,385.214
279,394.659,373.786,387.026,380.091,397.811,385.443
280,394.339,373.879,386.914,380.249,397.959,385.671
281,394.480,373.866,386.801,380.387,397.946,385.805
282,394.965,373.682,386.929,380.477,397.802,385.857
283,395.417,373.555,387.287,380.492,397.711,385.895
284,395.465,373.682,387.680,380.305,397.839,386.072
285,395.091,373.904,387.900,379.978,398.160,386.322
286,394.656,373.987,387.857,379.577,398.489,386.390
287,394.523,373.897,387.708,379.278,398.581,386.284
288,394.621,373.737,387.678,379.190,398.475,386.276
289,395.000,373.588,388.036,379.331,398.379,386.499
290,395.475,373.564,388.496,379.558,398.415,386.670
291,395.705,373.655,388.747,379.744,398.362,386.694
292,395.588,373.703,388.664,379.819,398.161,386.773
293,395.470,373.666,388.501,379.853,397.932,387.015
294,395.375,373.670,388.616,379.843,397.876,387.234
295,395.198,373.769,389.061,379.821,398.052,387.180
296,394.874,373.756,389.534,379.737,398.320,386.943
297,394.610,373.455,389.639,379.544,398.653,386.726
298,394.452,373.077,389.224,379.440,399.000,386.610
299,394.442,372.994,388.596,379.625,399.272,386.493
300,394.443,373.135,388.376,380.042,399.455,386.386
301,394.480,373.247,388.754,380.337,399.880,386.348
302,394.560,373.383,389.448,380.327,400.355,386.495
303,394.744,373.634,389.960,380.008,400.703,386.728
304,395.113,373.869,389.874,379.612,400.808,386.924
305,395.495,373.847,389.398,379.386,400.694,386.990
306,395.788,373.572,389.007,379.517,400.467,386.928
307,395.908,373.398,388.828,379.917,400.416,386.783
308,396.099,373.502,388.981,380.304,400.580,386.726
309,396.324,373.705,389.455,380.334,400.783,386.824
310,396.282,373.856,390.154,380.022,400.692,387.107
311,395.865,373.957,390.485,379.643,400.367,387.420
312,395.460,374.023,390.201,379.263,400.030,387.736
313,395.496,374.052,389.760,379.155,400.046,388.047
314,395.844,374.004,389.556,379.317,400.326,388.341
315,396.018,373.956,389.635,379.653,400.601,388.582
316,395.812,373.882,389.851,379.834,400.549,388.848
317,395.650,373.679,390.094,379.794,400.060,389.140
318,395.822,373.397,390.173,379.760,399.408,389.214
319,396.161,373.162,389.857,379.755,398.876,388.935
320,396.361,373.197,389.287,379.844,398.626,388.284
321,396.402,373.565,388.710,379.891,398.498,387.580
322,396.571,374.106,388.298,379.999,398.270,387.163
323,396.932,374.507,388.164,380.073,398.030,387.258
324,397.442,374.615,388.452,379.922,397.868,387.510
325,397.851,374.368,388.970,379.673,397.895,387.615
326,398.035,374.133,389.317,379.417,397.971,387.539
327,397.908,374.139,389.362,379.206,398.091,387.436
328,397.605,374.246,389.150,379.124,398.324,387.348
329,397.375,374.176,388.850,379.361,398.652,387.220
330,397.256,373.926,388.590,379.587,399.023,387.043
331,397.208,373.798,388.406,379.506,399.255,387.035
332,397.252,373.885,388.275,379.156,399.391,387.127
333,397.243,374.039,388.321,378.850,399.579,387.090
334,397.092,374.145,388.425,378.775,399.906,386.911
335,396.805,374.235,388.380,378.710,400.196,386.662
336,396.637,374.350,388.096,378.639,400.243,386.506
337,396.757,374.265,387.958,378.606,400.125,386.494
338,396.971,374.041,388.286,378.647,400.085,386.525
339,397.072,373.863,388.843,378.680,400.015,386.486
340,397.028,373.983,389.195,378.887,399.705,386.310
341,396.931,374.289,389.169,379.225,399.190,386.144
342,396.834,374.610,388.921,379.452,398.724,386.136
343,396.695,374.760,388.765,379.353,398.404,386.290
344,396.440,374.573,388.816,379.002,398.260,386.411
345,396.222,374.167,388.716,378.613,398.333,386.544
346,396.154,373.761,388.332,378.434,398.697,386.641
347,396.368,373.377,387.997,378.463,399.257,386.573
348,396.695,372.990,388.167,378.727,399.938,386.331
349,396.966,372.702,388.708,379.219,400.590,386.067
350,397.222,372.657,389.243,379.725,400.983,385.939
351,397.548,372.831,389.571,379.814,401.153,385.899
352,397.974,373.132,389.557,379.496,401.229,385.824
353,398.392,373.473,389.210,379.102,401.189,385.764
354,398.655,373.707,388.687,378.945,400.922,385.724
355,398.645,373.680,388.358,378.912,400.482,385.648
356,398.355,373.377,388.245,378.982,400.155,385.454
357,397.982,373.127,388.208,379.014,400.213,385.207
358,397.678,373.246,388.071,378.998,400.512,385.058
359,397.369,373.780,387.903,378.895,400.762,385.100
360,397.123,374.161,387.948,378.812,400.765,385.295
361,396.970,374.068,388.206,378.841,400.753,385.520
362,396.951,373.729,388.510,378.945,400.687,385.636
363,397.028,373.530,388.668,378.938,400.504,385.551
364,397.338,373.553,388.581,378.844,400.177,385.499
365,397.887,373.589,388.511,378.706,399.895,385.657
366,398.324,373.610,388.646,378.560,399.780,385.883
367,398.178,373.605,388.866,378.569,399.730,386.031
368,397.394,373.669,388.945,378.755,399.506,385.995
369,396.395,373.633,388.833,378.931,399.139,385.745
370,395.829,373.483,388.723,378.912,398.870,385.398
371,395.809,373.384,388.551,378.840,398.780,385.236
372,396.098,373.430,388.201,378.787,398.935,385.305
373,396.463,373.561,387.586,378.764,399.239,385.614
374,396.761,373.656,386.996,378.665,399.503,385.947
375,396.984,374.001,386.775,378.608,399.397,386.128
376,397.183,374.607,386.984,378.722,398.904,385.962
377,397.281,375.086,387.193,378.897,398.163,385.530
378,397.121,375.077,387.245,378.984,397.546,385.239
379,396.660,374.652,387.336,378.909,397.142,385.310
380,396.232,374.215,387.624,378.621,396.987,385.549
381,396.155,373.941,387.978,378.363,397.178,385.655
382,396.341,373.869,387.891,378.323,397.473,385.429
383,396.499,373.932,387.383,378.388,397.724,385.124
384,396.298,374.161,387.014,378.421,397.905,385.048
385,395.714,374.633,386.993,378.325,397.992,385.318
386,395.121,375.136,387.322,378.190,398.003,385.687
387,394.980,375.524,387.762,378.010,398.116,385.817
388,395.288,375.516,388.269,377.838,398.272,385.650
389,395.841,375.216,388.590,377.755,398.310,385.410
390,396.186,374.961,388.480,377.788,398.144,385.483
391,396.244,374.791,388.107,377.849,398.018,385.820
392,395.981,374.687,387.839,377.831,398.099,386.173
393,395.589,374.401,387.739,377.921,398.237,386.220
394,395.385,373.985,387.810,378.201,398.362,386.086
395,395.447,373.613,387.952,378.611,398.524,385.839
396,395.533,373.304,388.128,378.940,398.856,385.611
397,395.475,373.135,388.392,379.149,399.115,385.453
398,395.341,373.140,388.717,379.282,399.091,385.482
399,395.227,373.358,388.914,379.238,398.868,385.579
400,395.113,373.604,388.735,379.037,398.798,385.582
401,394.938,373.720,388.309,378.774,399.008,385.389
402,394.821,373.665,387.802,378.553,399.028,385.198
403,394.919,373.763,387.367,378.356,398.594,385.180
404,395.225,374.126,387.070,378.195,398.112,385.354
405,395.639,374.525,387.071,378.197,398.106,385.526
406,396.003,374.636,387.393,378.425,398.670,385.595
407,396.280,374.461,387.971,378.764,399.182,385.561
408,396.480,374.157,388.428,379.040,399.325,385.525
409,396.688,373.983,388.676,378.983,399.073,385.567
410,396.893,374.060,388.783,378.703,398.869,385.738
411,397.053,374.194,388.716,378.272,398.980,385.863
412,397.202,374.168,388.551,377.934,399.287,385.894
413,397.413,373.949,388.228,377.834,399.540,385.881
414,397.417,373.733,387.981,378.012,399.754,385.889
415,397.053,373.654,387.929,378.117,400.080,385.886
416,396.440,373.639,387.964,378.091,400.308,385.846
417,395.824,373.671,387.829,377.990,400.246,385.640
418,395.475,373.732,387.684,377.995,399.944,385.467
419,395.426,373.925,387.478,378.189,399.609,385.317
420,395.767,374.271,387.173,378.357,399.374,385.133
421,396.438,374.686,386.828,378.381,399.193,384.852
422,397.069,374.939,386.627,378.206,398.858,384.614
423,397.397,374.982,386.699,377.889,398.316,384.675
424,397.310,374.892,386.898,377.560,397.775,384.962
425,397.127,374.914,387.025,377.418,397.707,385.152
426,397.034,374.872,386.975,377.465,398.229,385.162
427,396.926,374.493,386.959,377.739,399.010,385.173
428,396.764,373.901,387.036,378.186,399.737,385.388
429,396.627,373.411,387.351,378.633,400.311,385.687
430,396.640,373.267,387.798,378.791,400.802,385.837
431,396.734,373.427,388.092,378.492,400.898,385.679
432,396.753,373.756,388.111,377.778,400.411,385.205
433,396.544,373.962,388.003,377.138,399.631,384.642
434,396.307,373.982,387.960,377.081,399.000,384.260
435,396.304,373.942,388.044,377.457,398.681,384.072
436,396.564,374.070,388.193,377.728,398.413,383.998
437,396.927,374.346,388.296,377.688,398.108,383.980
438,397.132,374.515,388.190,377.851,397.953,383.864
439,396.992,374.393,387.847,378.242,397.938,383.624
440,396.594,374.094,387.291,378.529,397.921,383.416
441,396.233,373.913,386.783,378.635,397.959,383.406
442,396.034,373.862,386.564,378.763,398.265,383.379
443,396.018,373.838,386.594,379.035,398.813,383.161
444,396.263,373.866,386.638,379.131,399.338,382.878
445,396.714,373.901,386.642,378.879,399.602,382.902
446,397.286,373.917,386.828,378.201,399.746,383.191
447,397.695,373.813,387.279,377.560,399.712,383.461
448,397.714,373.551,387.757,377.143,399.558,383.474
449,397.440,373.298,387.995,376.946,399.442,383.455
450,397.248,373.171,387.895,377.031,399.408,383.610
451,397.291,373.331,387.578,377.434,399.289,383.822
452,397.597,373.694,387.187,377.726,399.063,383.931
453,397.916,374.115,387.025,377.629,398.821,383.917
454,398.004,374.411,387.123,377.417,398.685,383.942
455,397.921,374.523,387.363,377.501,398.561,383.984
456,397.790,374.463,387.581,377.956,398.431,383.996
457,397.788,374.419,387.624,378.316,398.291,383.998
458,397.950,374.382,387.555,378.444,398.225,384.097
459,397.961,374.278,387.437,378.355,398.329,384.415
460,397.702,374.170,387.340,378.231,398.525,384.758
461,397.394,374.245,387.281,378.079,398.535,384.863
462,397.353,374.415,387.160,377.892,398.317,384.737
463,397.704,374.343,386.850,377.624,397.972,384.607
464,398.096,374.152,386.429,377.436,397.730,384.504
465,398.307,373.950,386.317,377.287,397.561,384.485
466,398.238,373.757,386.592,377.222,397.562,384.557
467,398.037,373.514,387.051,377.492,397.908,384.793
468,397.844,373.361,387.313,377.873,398.394,385.064
469,397.846,373.485,387.164,378.125,398.677,385.225
470,398.015,373.918,386.754,378.155,398.469,385.168
471,398.209,374.454,386.466,378.119,398.049,385.091
472,398.417,374.760,386.448,378.089,397.789,385.062
473,398.620,374.632,386.594,378.001,397.750,385.147
474,398.804,374.199,386.900,377.882,397.686,385.307
475,398.552,373.959,387.101,377.730,397.642,385.305
476,397.918,374.174,387.036,377.593,397.803,385.138
477,397.073,374.646,386.753,377.553,398.063,384.923
478,396.495,374.848,386.587,377.773,398.170,384.981
479,396.482,374.593,386.678,378.139,398.049,385.388
480,396.763,374.130,386.821,378.458,397.894,385.851
481,396.997,373.735,386.978,378.476,397.860,386.033
482,397.023,373.469,387.154,378.192,398.028,385.850
483,396.838,373.204,387.398,377.929,398.418,385.437
484,396.680,373.192,387.352,378.004,398.792,385.027
485,396.856,373.322,386.939,378.294,399.024,384.828
486,397.403,373.371,386.419,378.481,398.912,384.918
487,397.914,373.262,386.161,378.415,398.648,385.149
488,398.130,373.208,386.234,378.167,398.443,385.216
489,398.102,373.354,386.522,377.970,398.281,384.991
490,398.131,373.484,386.857,377.796,397.999,384.879
491,398.210,373.367,387.119,377.722,397.642,385.080
492,398.170,373.195,387.220,377.663,397.381,385.449
493,398.258,373.340,387.145,377.499,397.432,385.735
494,398.598,373.691,387.175,377.280,397.736,385.844
495,399.033,373.833,387.374,377.298,398.222,385.741
496,399.112,373.510,387.351,377.597,398.627,385.604
497,398.906,373.052,387.139,377.892,398.827,385.725
498,398.659,372.843,387.135,378.019,398.729,386.007
499,398.515,373.017,387.301,378.013,398.391,386.303
500,398.485,373.431,387.392,377.963,398.056,386.447
501,398.734,373.832,387.332,377.916,398.063,386.366
502,399.252,373.908,387.077,378.006,398.492,386.213
503,399.816,373.770,386.682,378.036,399.041,386.167
504,399.980,373.703,386.329,378.007,399.312,386.244
505,399.588,373.966,386.221,377.964,399.282,386.283
506,398.885,374.444,386.449,378.002,399.291,386.255
507,398.254,374.658,386.721,378.040,399.557,386.052
508,397.943,374.488,386.794,378.055,399.862,385.786
509,398.014,374.225,386.840,378.130,399.766,385.447
510,398.254,374.170,387.094,378.316,399.223,385.060
511,398.443,374.284,387.451,378.474,398.629,384.790
512,398.230,374.493,387.406,378.397,398.387,384.822
513,397.952,374.568,386.952,378.052,398.450,385.168
514,398.031,374.390,386.425,377.654,398.580,385.595
515,398.370,374.057,386.075,377.520,398.636,385.804
516,398.463,373.885,385.913,377.733,398.772,385.689
517,398.186,373.992,385.988,377.978,399.102,385.357
518,397.577,374.104,386.325,378.061,399.477,385.204
519,396.932,374.059,386.686,378.002,399.675,385.201
520,396.568,373.915,386.842,378.032,399.555,385.297
521,396.700,374.081,386.888,378.143,399.159,385.466
522,397.183,374.379,386.869,378.239,398.610,385.777
523,397.758,374.360,387.101,378.191,398.105,386.126
524,398.038,373.777,387.512,378.077,397.683,386.264
525,398.040,373.002,387.883,378.047,397.464,386.112
526,397.903,372.648,387.902,378.141,397.497,385.740
527,397.762,372.853,387.514,378.332,397.608,385.325
528,397.466,373.372,386.930,378.571,397.675,385.193
529,397.179,373.725,386.590,378.740,397.865,385.273
530,396.982,373.734,386.607,378.697,398.476,385.334
531,396.888,373.572,386.824,378.430,399.270,385.171
532,396.892,373.435,387.066,378.079,399.882,384.922
533,397.126,373.467,387.038,377.893,400.133,384.870
534,397.521,373.609,386.747,377.948,400.224,385.017
535,397.791,373.775,386.351,378.335,400.264,385.104
