 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6
1004,392.286,372.761,388.817,378.950,395.726,385.152
1005,392.509,372.741,388.908,379.237,395.728,385.268
1006,392.872,372.671,388.693,379.238,396.159,385.320
1007,393.125,372.777,388.515,379.055,396.796,385.095
1008,392.935,373.036,388.529,378.880,397.325,384.686
1009,392.258,373.335,388.731,378.778,397.466,384.317
1010,391.607,373.425,388.922,378.482,397.145,384.215
1011,391.398,373.356,388.832,378.185,396.587,384.422
1012,391.660,373.233,388.303,378.245,396.258,384.755
1013,392.162,373.239,387.597,378.541,396.348,384.783
1014,392.626,373.433,387.141,378.651,396.745,384.471
1015,392.897,373.703,387.143,378.451,397.210,384.051
1016,393.086,374.006,387.385,378.169,397.466,383.619
1017,393.071,374.276,387.600,377.922,397.351,383.431
1018,392.899,374.363,387.693,377.739,396.914,383.580
1019,392.618,374.108,387.564,377.739,396.509,383.983
1020,392.448,373.764,387.399,377.939,396.255,384.421
1021,392.540,373.674,387.335,378.036,396.176,384.495
1022,392.737,373.937,387.639,377.802,396.135,384.175
1023,392.698,374.384,388.117,377.339,396.322,383.728
1024,392.456,374.717,388.484,376.850,396.712,383.555
1025,392.288,374.765,388.545,376.538,397.177,383.691
1026,392.360,374.539,388.302,376.504,397.541,384.034
1027,392.652,374.239,387.842,376.649,397.639,384.474
1028,393.065,374.015,387.511,376.703,397.537,384.855
1029,393.404,373.933,387.559,376.591,397.367,385.013
1030,393.321,373.936,387.787,376.599,397.270,384.884
1031,392.822,373.980,387.932,376.797,397.169,384.544
1032,392.171,374.055,387.908,377.069,396.977,384.137
1033,391.736,374.167,387.949,377.260,396.850,383.764
1034,391.757,374.234,388.113,377.319,396.949,383.572
1035,391.995,374.338,388.128,377.337,397.446,383.683
1036,391.945,374.339,387.743,377.311,398.015,383.916
1037,391.739,374.224,387.154,377.447,398.379,384.181
1038,391.691,373.960,386.764,377.626,398.417,384.367
1039,391.841,373.633,386.959,377.820,398.336,384.457
1040,391.962,373.380,387.642,377.881,398.324,384.494
1041,392.042,373.331,388.265,377.938,398.397,384.460
1042,392.058,373.454,388.426,377.883,398.517,384.353
1043,391.989,373.633,388.254,377.556,398.648,384.247
1044,391.782,373.696,388.087,377.165,398.688,384.321
1045,391.738,373.665,387.955,377.329,398.517,384.524
1046,391.825,373.531,387.761,377.933,398.169,384.456
1047,391.935,373.430,387.635,378.344,397.810,384.036
1048,392.018,373.435,387.731,378.353,397.667,383.490
1049,392.146,373.505,387.883,378.132,397.801,383.137
1050,392.106,373.549,387.883,378.029,397.907,383.196
1051,391.928,373.574,387.814,378.181,397.926,383.515
1052,391.660,373.601,387.690,378.613,398.010,383.702
1053,391.397,373.544,387.555,379.018,398.203,383.618
1054,391.332,373.345,387.609,379.131,398.501,383.449
1055,391.529,373.190,387.911,378.835,398.845,383.395
1056,391.892,373.174,388.311,378.192,399.196,383.486
1057,392.086,373.383,388.325,377.517,399.377,383.658
1058,392.179,373.630,387.848,377.212,399.275,383.822
1059,392.403,373.818,387.178,377.498,398.970,383.966
1060,392.713,373.959,386.824,378.117,398.827,384.102
1061,392.848,374.088,386.906,378.433,398.930,384.256
1062,392.918,374.120,387.092,378.337,398.998,384.332
1063,392.940,374.006,387.250,378.048,398.813,384.296
1064,392.962,373.925,387.389,377.867,398.504,384.224
1065,393.014,373.990,387.414,377.659,398.245,384.184
1066,393.087,374.102,387.440,377.475,398.320,384.233
1067,393.332,374.350,387.504,377.538,398.659,384.261
1068,393.628,374.707,387.682,377.951,398.910,384.128
1069,393.702,375.069,387.736,378.534,398.839,383.878
1070,393.366,375.160,387.683,378.826,398.568,383.708
1071,392.853,374.861,387.592,378.701,398.389,383.750
1072,392.557,374.608,387.492,378.393,398.431,384.014
1073,392.641,374.653,387.557,378.202,398.323,384.346
1074,392.892,374.826,387.730,378.239,397.999,384.431
1075,393.033,374.864,387.848,378.365,397.652,384.097
1076,393.008,374.748,387.646,378.460,397.551,383.575
1077,392.898,374.653,387.180,378.547,397.535,383.272
1078,392.679,374.651,386.740,378.600,397.564,383.457
1079,392.275,374.868,386.658,378.583,397.571,384.045
1080,391.848,374.985,386.997,378.487,397.540,384.749
1081,391.746,374.823,387.451,378.403,397.523,385.188
1082,391.975,374.521,387.661,378.391,397.531,385.004
1083,392.161,374.428,387.549,378.423,397.548,384.348
1084,392.120,374.473,387.398,378.546,397.606,383.805
1085,392.015,374.524,387.380,378.624,397.797,383.825
1086,392.013,374.612,387.508,378.696,397.956,384.328
1087,392.136,374.766,387.612,378.728,397.965,384.804
1088,392.190,374.870,387.536,378.774,397.908,384.809
1089,392.115,374.777,387.266,378.897,397.832,384.442
1090,391.974,374.480,386.917,379.036,397.613,384.153
1091,391.873,374.197,386.649,379.073,397.187,384.260
1092,391.908,374.007,386.408,379.109,396.746,384.687
1093,392.205,374.045,386.082,379.132,396.548,385.070
1094,392.631,374.296,385.790,378.969,396.674,385.156
1095,392.976,374.605,385.870,378.632,396.978,384.867
1096,393.087,374.760,386.303,378.484,397.105,384.479
1097,392.975,374.810,386.850,378.704,396.846,384.167
1098,392.704,374.851,387.089,378.929,396.506,384.033
1099,392.592,374.912,386.951,378.791,396.485,383.953
1100,392.787,374.903,386.706,378.529,396.832,383.888
1101,393.202,374.931,386.706,378.493,397.177,383.848
1102,393.529,374.835,386.852,378.710,397.431,384.035
1103,393.528,374.589,386.959,379.124,397.699,384.381
1104,393.220,374.366,387.045,379.587,397.956,384.713
1105,393.014,374.460,387.230,379.903,397.991,384.802
1106,393.144,374.954,387.336,379.987,397.782,384.604
1107,393.393,375.707,387.436,379.764,397.477,384.375
1108,393.574,376.353,387.515,379.281,397.104,384.259
1109,393.510,376.570,387.531,378.674,396.727,384.190
1110,393.450,376.345,387.403,378.293,396.641,384.098
1111,393.428,375.701,387.209,378.317,396.880,383.995
1112,393.476,374.913,387.029,378.554,397.161,383.848
1113,393.548,374.422,386.906,378.756,397.165,383.601
1114,393.660,374.403,386.803,378.745,397.023,383.387
1115,393.724,374.627,386.638,378.591,396.961,383.435
1116,393.702,374.751,386.516,378.537,397.066,383.689
1117,393.678,374.661,386.552,378.643,397.277,383.981
1118,393.714,374.599,386.633,378.816,397.482,384.197
1119,393.923,374.680,386.474,379.010,397.772,384.284
1120,394.126,374.733,386.342,379.156,398.329,384.279
1121,394.039,374.807,386.496,379.204,398.998,384.229
1122,393.554,375.035,386.857,379.254,399.373,384.171
1123,392.991,375.429,386.999,379.506,399.174,384.071
1124,392.773,375.735,386.758,379.958,398.609,383.958
1125,392.963,375.715,386.447,380.431,398.182,383.943
1126,393.171,375.651,386.414,380.748,398.121,384.039
1127,393.126,375.797,386.633,380.826,398.392,384.068
1128,393.018,375.973,386.820,380.755,398.698,383.960
1129,393.155,375.864,387.042,380.567,398.910,383.819
1130,393.385,375.449,387.343,380.405,398.940,383.746
1131,393.602,374.969,387.645,380.269,398.740,383.754
1132,393.680,374.499,387.799,380.058,398.406,383.813
1133,393.766,373.981,387.827,379.774,398.145,383.840
1134,393.686,373.519,387.883,379.442,398.046,383.736
1135,393.510,373.257,388.135,379.023,397.992,383.549
1136,393.336,373.207,388.363,378.494,397.854,383.368
1137,393.296,373.166,388.329,378.121,397.661,383.253
1138,393.288,373.126,388.086,378.102,397.530,383.245
1139,393.233,373.230,387.833,378.285,397.503,383.358
1140,393.159,373.466,387.602,378.465,397.462,383.644
1141,392.992,373.698,387.555,378.529,397.444,383.995
1142,392.830,373.980,387.694,378.466,397.481,384.168
1143,393.042,374.265,387.996,378.553,397.438,384.002
1144,393.739,374.348,388.279,378.857,397.180,383.577
1145,394.286,374.069,388.351,379.154,396.846,383.304
1146,394.287,373.784,388.314,379.194,396.658,383.329
1147,393.746,373.970,388.417,379.102,396.663,383.450
1148,393.014,374.512,388.850,379.034,396.647,383.414
1149,392.448,374.993,389.373,379.088,396.491,383.182
1150,392.414,375.055,389.389,379.160,396.398,382.953
1151,392.969,374.908,388.730,379.237,396.608,382.875
1152,393.785,374.727,387.835,379.148,397.186,382.923
1153,394.402,374.543,387.264,378.852,397.960,383.125
1154,394.654,374.176,387.083,378.619,398.419,383.359
1155,394.695,373.684,387.284,378.790,398.315,383.436
1156,394.673,373.253,387.720,379.453,397.796,383.189
1157,394.492,373.256,388.131,380.189,397.282,382.805
1158,394.251,373.687,388.369,380.516,396.964,382.607
1159,394.079,374.164,388.402,380.257,396.646,382.840
1160,393.884,374.319,388.362,379.770,396.320,383.330
1161,393.792,374.137,388.489,379.317,396.229,383.726
1162,393.882,373.905,388.791,379.046,396.544,383.811
1163,394.128,373.961,388.977,378.978,397.054,383.586
1164,394.186,374.336,388.980,379.214,397.444,383.279
1165,393.895,374.675,388.892,379.529,397.562,383.123
1166,393.494,374.699,388.911,379.561,397.466,383.133
1167,393.225,374.638,389.053,379.208,397.488,383.338
1168,393.151,374.703,389.068,378.612,397.608,383.639
1169,393.247,374.879,388.768,378.058,397.531,383.735
1170,393.470,374.888,388.421,377.815,397.282,383.418
1171,393.684,374.677,388.262,378.044,396.983,382.994
1172,393.806,374.371,388.384,378.351,396.847,382.757
1173,394.026,374.245,388.570,378.433,397.007,382.864
1174,394.460,374.195,388.469,378.401,397.313,383.035
1175,394.982,374.184,388.206,378.675,397.511,383.044
1176,395.453,374.305,387.951,379.240,397.404,382.965
1177,395.599,374.722,387.814,379.698,397.013,382.888
1178,395.322,374.997,387.701,379.721,396.619,382.903
1179,394.772,374.846,387.704,379.520,396.425,382.976
1180,394.306,374.435,387.738,379.516,396.381,383.089
1181,394.067,374.129,387.809,379.680,396.251,383.300
1182,394.014,373.912,387.825,379.829,396.118,383.525
1183,394.071,373.686,387.698,379.845,396.145,383.745
1184,394.185,373.431,387.538,379.895,396.229,383.855
1185,394.193,373.183,387.398,379.930,396.198,383.779
1186,394.101,373.121,387.372,379.857,395.924,383.658
1187,394.021,373.494,387.600,379.609,395.535,383.620
1188,394.092,374.208,388.078,379.489,395.397,383.687
1189,394.123,374.872,388.740,379.609,395.529,383.780
1190,394.096,375.023,389.204,379.755,395.712,383.854
1191,394.126,374.723,389.194,379.787,395.717,383.911
1192,394.426,374.332,388.855,379.906,395.554,383.994
1193,394.822,374.146,388.499,380.127,395.445,384.216
1194,395.016,374.078,388.281,380.423,395.260,384.412
1195,394.804,373.849,388.193,380.648,394.963,384.453
1196,394.457,373.469,388.214,380.673,394.635,384.313
1197,394.241,373.155,388.245,380.484,394.544,384.236
1198,394.244,373.039,388.052,380.246,394.646,384.345
1199,394.228,373.123,387.673,380.050,394.574,384.582
1200,394.091,373.236,387.299,379.913,394.160,384.742
1201,393.878,373.324,387.268,379.936,393.581,384.839
1202,393.771,373.559,387.616,380.087,393.177,384.918
1203,393.897,373.889,387.970,380.297,393.044,384.956
1204,394.026,374.033,388.067,380.340,393.098,384.898
1205,393.914,373.831,388.011,380.112,393.287,384.649
1206,393.696,373.356,387.850,379.815,393.483,384.416
1207,393.521,372.948,387.620,379.763,393.690,384.413
1208,393.490,372.887,387.417,380.067,393.902,384.563
1209,393.451,373.148,387.585,380.524,393.939,384.644
1210,393.593,373.394,388.020,380.811,393.625,384.588
1211,394.146,373.430,388.305,380.792,393.244,384.463
1212,395.001,373.410,388.335,380.543,393.224,384.447
1213,395.588,373.599,388.133,380.346,393.635,384.586
1214,395.453,374.038,387.630,380.326,394.198,384.773
1215,394.898,374.469,387.137,380.412,394.700,385.020
1216,394.486,374.558,387.154,380.474,395.113,385.140
1217,394.481,374.382,387.633,380.474,395.319,385.037
1218,394.670,374.193,387.981,380.430,395.368,384.878
1219,394.873,374.058,387.960,380.512,395.378,384.824
1220,394.893,373.934,387.846,380.718,395.353,384.841
1221,394.832,373.774,387.954,380.947,395.262,384.736
1222,394.761,373.736,388.202,381.075,395.130,384.534
1223,394.628,373.868,388.232,380.935,395.171,384.312
1224,394.242,374.113,387.807,380.562,395.490,384.084
1225,393.611,374.204,387.316,380.133,395.830,383.909
1226,393.081,374.147,386.923,379.767,395.891,383.930
1227,392.751,374.091,386.652,379.554,395.537,384.120
1228,392.586,374.066,386.510,379.421,395.112,384.350
1229,392.688,373.849,386.663,379.435,394.815,384.442
1230,393.038,373.397,387.061,379.648,394.677,384.278
1231,393.497,373.085,387.434,379.959,394.607,383.918
1232,393.858,373.292,387.693,380.178,394.532,383.522
1233,394.042,373.831,387.999,380.069,394.549,383.283
1234,394.055,374.144,388.317,379.894,394.648,383.347
1235,393.901,373.936,388.423,380.032,394.593,383.646
1236,393.807,373.455,388.303,380.513,394.426,383.928
1237,393.928,373.083,388.171,380.927,394.265,384.110
1238,394.404,373.115,388.094,380.936,394.174,384.057
1239,394.848,373.415,388.005,380.627,394.138,383.923
1240,394.812,373.681,387.915,380.296,394.098,383.872
1241,394.334,373.753,387.962,380.137,393.982,384.038
1242,393.810,373.636,387.997,380.135,393.798,384.297
1243,393.589,373.439,387.690,380.303,393.694,384.444
1244,393.665,373.191,386.978,380.530,393.703,384.393
1245,393.851,372.933,386.264,380.643,393.904,384.250
1246,393.924,372.941,386.027,380.392,394.210,384.227
1247,393.778,373.459,386.396,380.029,394.600,384.474
1248,393.514,374.244,387.010,379.954,394.996,384.663
1249,393.316,374.788,387.342,380.166,395.202,384.638
1250,393.258,374.894,387.260,380.232,395.231,384.565
1251,393.276,374.848,387.096,379.990,395.273,384.592
1252,393.368,374.963,387.130,379.617,395.475,384.637
1253,393.497,375.199,387.268,379.405,395.823,384.571
1254,393.626,375.352,387.316,379.244,396.220,384.636
1255,393.748,375.406,387.355,379.157,396.523,384.840
1256,393.926,375.388,387.549,379.137,396.496,385.082
1257,394.037,375.352,387.751,379.272,396.184,385.037
1258,394.028,375.190,387.602,379.486,395.835,384.659
1259,393.914,374.873,387.066,379.668,395.705,384.120
1260,393.775,374.709,386.597,379.660,395.645,383.718
1261,393.654,374.994,386.444,379.478,395.553,383.432
1262,393.466,375.520,386.471,379.329,395.430,383.329
1263,393.117,375.855,386.391,379.352,395.293,383.497
1264,392.593,375.741,386.167,379.490,395.111,383.902
1265,392.234,375.339,385.977,379.864,395.119,384.447
1266,392.448,374.996,386.090,380.288,395.160,384.866
1267,392.982,374.835,386.347,380.597,395.203,385.081
1268,393.412,374.693,386.417,380.623,395.280,385.118
1269,393.664,374.535,386.266,380.418,395.260,385.008
1270,393.607,374.339,386.090,380.337,394.845,384.830
1271,393.317,374.121,386.119,380.244,394.267,384.601
1272,392.829,373.939,386.369,380.007,393.970,384.312
1273,392.526,373.885,386.604,379.760,394.205,384.228
1274,392.523,373.996,386.775,379.953,394.546,384.478
1275,392.644,374.305,386.781,380.369,394.555,384.878
1276,392.825,374.664,386.747,380.499,394.295,385.072
1277,393.196,374.809,386.844,380.234,394.063,384.948
1278,393.674,374.759,387.068,379.861,394.001,384.764
1279,393.883,374.857,387.201,379.556,394.146,384.630
1280,393.844,375.124,387.071,379.429,394.291,384.476
1281,393.739,375.426,386.783,379.403,394.471,384.366
1282,393.606,375.566,386.668,379.572,394.681,384.481
1283,393.524,375.380,386.743,379.724,394.925,384.810
1284,393.526,374.947,386.709,379.667,395.053,385.074
1285,393.661,374.556,386.459,379.409,395.065,385.027
1286,393.759,374.353,386.254,379.052,395.022,384.797
1287,393.655,374.281,386.387,378.713,394.997,384.536
1288,393.505,374.239,386.739,378.612,395.215,384.352
1289,393.382,374.288,387.104,378.721,395.661,384.151
1290,393.320,374.407,387.311,378.946,396.216,383.938
1291,393.288,374.655,387.365,379.216,396.529,383.942
1292,393.331,375.044,387.340,379.546,396.491,384.241
1293,393.281,375.526,387.277,379.859,396.230,384.514
1294,393.147,375.701,387.149,380.030,395.954,384.630
1295,393.076,375.256,386.887,380.036,395.712,384.733
1296,393.184,374.414,386.673,379.850,395.449,384.827
1297,393.394,373.686,386.578,379.567,395.206,384.743
1298,393.649,373.298,386.514,379.302,394.976,384.442
1299,393.974,373.234,386.337,378.925,394.668,384.157
1300,394.393,373.320,386.169,378.500,394.364,384.157
1301,394.885,373.510,386.303,378.284,394.139,384.428
1302,395.458,373.741,386.750,378.286,394.004,384.621
1303,396.021,373.841,387.193,378.477,393.956,384.492
1304,396.394,373.836,387.184,378.770,393.959,384.165
1305,396.562,373.832,386.827,378.994,394.125,383.850
1306,396.540,373.990,386.499,379.162,394.528,383.726
1307,396.239,374.273,386.376,379.559,395.137,383.912
1308,395.519,374.615,386.549,380.197,395.702,384.291
1309,394.501,374.937,386.858,380.578,395.998,384.782
1310,393.612,375.065,386.872,380.573,395.997,385.154
1311,393.105,375.003,386.322,380.352,395.859,385.151
1312,393.229,374.853,385.546,380.312,395.814,384.793
1313,393.724,374.742,385.157,380.441,396.060,384.483
1314,394.202,374.656,385.404,380.477,396.459,384.517
1315,394.208,374.610,385.952,380.276,396.906,384.871
1316,393.971,374.550,386.392,379.863,397.173,385.361
1317,393.938,374.534,386.555,379.300,397.140,385.767
1318,394.251,374.608,386.533,378.851,396.912,385.822
1319,394.621,374.664,386.332,378.703,396.498,385.554
1320,394.713,374.604,385.945,378.839,396.053,385.335
1321,394.601,374.421,385.645,379.150,395.847,385.379
1322,394.505,374.411,385.615,379.609,395.949,385.514
1323,394.559,374.671,385.749,379.799,396.225,385.663
1324,394.655,375.100,385.806,379.512,396.431,385.712
1325,394.725,375.605,385.900,379.081,396.497,385.489
1326,394.664,375.978,386.146,378.871,396.324,385.120
1327,394.599,375.928,386.429,378.983,396.056,384.990
1328,394.728,375.522,386.489,379.169,396.034,385.279
1329,394.927,375.005,386.281,379.335,396.483,385.778
1330,394.912,374.656,385.960,379.506,397.135,386.115
1331,394.730,374.509,385.884,379.712,397.568,386.177
1332,394.603,374.551,386.163,379.744,397.677,385.991
1333,394.618,374.719,386.704,379.615,397.532,385.710
1334,394.589,374.840,387.306,379.500,397.325,385.557
1335,394.383,374.782,387.747,379.365,397.171,385.651
1336,394.142,374.687,387.846,379.132,396.937,385.870
1337,394.087,374.628,387.633,378.927,396.566,385.889
1338,394.225,374.601,387.383,378.768,396.319,385.659
1339,394.389,374.544,387.327,378.627,396.287,385.545
1340,394.440,374.588,387.452,378.468,396.436,385.600
1341,394.261,374.876,387.803,378.370,396.567,385.865
1342,394.006,375.298,388.486,378.267,396.679,386.144
1343,393.741,375.551,389.291,378.228,396.879,386.164
1344,393.533,375.536,389.586,378.239,397.116,385.960
1345,393.413,375.422,389.083,378.445,397.427,385.688
1346,393.516,375.213,388.264,378.856,397.648,385.587
1347,393.911,374.986,387.693,379.333,397.634,385.748
1348,394.490,374.740,387.680,379.787,397.359,386.084
1349,395.006,374.616,387.790,380.050,397.046,386.199
1350,395.322,374.460,387.657,380.037,396.828,385.996
1351,395.463,374.373,387.436,379.875,396.777,385.721
1352,395.421,374.585,387.500,379.835,396.750,385.753
1353,395.277,374.997,387.751,379.953,396.631,386.109
1354,394.997,375.382,387.874,380.054,396.380,386.562
1355,394.617,375.570,388.014,380.112,396.057,386.833
1356,394.202,375.537,388.239,380.300,395.685,386.751
1357,394.053,375.240,388.646,380.540,395.366,386.494
1358,394.154,374.982,388.996,380.712,395.328,386.218
1359,394.354,374.875,389.107,380.629,395.684,386.059
1360,394.583,375.058,388.944,380.546,396.109,386.026
1361,394.647,375.320,388.742,380.653,396.385,386.055
1362,394.259,375.289,388.775,380.597,396.363,385.938
1363,393.540,374.938,388.833,380.209,396.065,385.869
1364,392.995,374.667,388.777,379.821,395.710,385.995
1365,392.965,374.748,388.553,379.690,395.339,386.313
1366,393.401,374.927,388.327,379.875,394.989,386.482
1367,393.924,374.911,388.149,380.290,394.485,386.416
1368,394.305,374.740,388.061,380.810,393.958,386.323
1369,394.625,374.559,388.022,381.017,393.545,386.350
1370,394.985,374.551,388.059,380.779,393.273,386.534
1371,395.370,374.852,387.952,380.280,393.338,386.742
1372,395.571,375.465,387.563,379.972,393.806,386.885
1373,395.412,376.137,387.033,379.900,394.353,386.898
1374,394.994,376.500,386.831,379.877,394.494,386.768
1375,394.577,376.258,387.119,379.793,394.200,386.508
1376,394.301,375.577,387.488,379.704,394.043,386.110
1377,394.067,374.992,387.530,379.665,394.367,385.539
1378,393.848,374.690,387.411,379.718,394.866,385.003
1379,393.652,374.679,387.346,379.840,395.137,384.755
1380,393.568,374.922,387.434,379.945,395.373,384.934
1381,393.683,375.160,387.608,380.019,395.865,385.380
1382,393.963,375.271,387.809,379.958,396.469,385.806
1383,394.301,375.330,387.995,379.576,396.867,386.043
1384,394.456,375.357,388.410,379.078,396.896,385.987
1385,394.292,375.463,388.962,378.989,396.655,385.784
1386,394.031,375.630,389.227,379.487,396.314,385.544
1387,394.021,375.733,389.011,380.079,395.943,385.475
1388,394.355,375.616,388.672,380.350,395.473,385.663
1389,394.753,375.517,388.510,380.161,395.051,386.062
1390,394.985,375.737,388.634,379.811,394.931,386.504
1391,395.123,376.177,389.029,379.529,395.261,386.851
1392,395.262,376.453,389.523,379.500,395.823,386.914
1393,395.369,376.400,389.820,379.886,396.290,386.748
1394,395.209,376.144,389.840,380.448,396.434,386.596
1395,394.858,375.871,389.775,380.674,396.151,386.438
1396,394.510,375.711,389.810,380.397,395.447,386.263
1397,394.470,375.842,389.852,379.976,394.672,386.204
1398,394.655,376.259,389.792,379.769,394.320,386.325
1399,394.863,376.684,389.585,379.925,394.588,386.548
1400,395.033,376.885,389.328,380.345,395.306,386.730
1401,394.971,376.764,389.060,380.721,396.016,386.982
1402,394.793,376.540,388.803,380.768,396.349,387.205
1403,394.616,376.392,388.620,380.512,396.301,387.346
1404,394.388,376.310,388.436,380.239,396.076,387.314
1405,394.268,376.235,388.336,380.050,395.802,387.246
1406,394.418,376.035,388.426,379.916,395.629,387.013
1407,394.605,375.642,388.575,379.936,395.685,386.590
1408,394.482,375.275,388.598,380.011,396.095,386.067
1409,394.198,375.275,388.628,380.000,396.667,385.691
1410,394.155,375.676,388.683,379.887,397.186,385.673
1411,394.407,376.182,388.725,379.897,397.443,385.944
1412,394.728,376.452,388.668,380.056,397.307,386.280
1413,394.951,376.307,388.638,380.160,396.821,386.461
1414,394.956,376.036,388.639,380.159,396.183,386.560
1415,394.681,375.899,388.624,380.097,395.733,386.808
1416,394.150,376.065,388.622,380.072,395.702,387.084
1417,393.668,376.304,388.728,380.147,395.824,387.141
1418,393.374,376.420,389.026,380.276,395.822,387.002
1419,393.285,376.307,389.462,380.513,395.837,387.024
1420,393.383,375.920,389.903,380.810,396.056,387.224
1421,393.652,375.487,390.161,381.058,396.254,387.409
1422,393.923,375.344,390.242,381.169,396.280,387.429
1423,394.127,375.430,390.235,380.987,396.135,387.429
1424,394.213,375.573,390.142,380.359,395.969,387.604
1425,394.180,375.795,389.870,379.736,395.659,387.924
1426,394.008,376.115,389.526,379.550,395.313,388.192
1427,394.024,376.254,389.303,379.685,395.088,388.104
1428,394.431,376.173,389.098,379.792,395.057,387.580
1429,395.196,376.122,388.749,379.811,395.109,386.923
1430,395.911,376.234,388.325,379.887,395.141,386.585
1431,396.322,376.203,387.977,379.894,395.022,386.708
1432,396.301,375.933,387.917,379.638,394.758,386.990
1433,395.948,375.725,388.167,379.358,394.385,387.060
1434,395.523,375.755,388.624,379.334,394.161,386.830
1435,395.247,375.825,389.253,379.571,393.990,386.701
1436,395.331,375.731,389.791,379.661,393.891,386.903
1437,395.613,375.514,390.059,379.607,393.904,387.186
1438,395.775,375.429,389.832,379.504,393.957,387.260
1439,395.736,375.577,389.400,379.526,393.983,387.101
1440,395.783,375.756,389.143,379.626,393.840,386.879
1441,396.081,375.952,389.027,379.746,393.614,386.709
1442,396.372,376.137,388.906,379.625,393.441,386.660
1443,396.447,376.291,388.702,379.388,393.413,386.700
1444,396.121,376.187,388.690,379.269,393.566,386.716
1445,395.563,375.754,388.770,379.356,393.782,386.745
1446,395.159,375.379,388.643,379.353,394.061,386.923
1447,395.044,375.296,388.281,379.088,394.462,387.256
1448,395.220,375.413,387.955,378.720,394.772,387.663
1449,395.578,375.557,387.846,378.514,394.676,387.865
1450,395.911,375.756,388.122,378.448,394.102,387.786
1451,396.225,376.094,388.616,378.344,393.510,387.582
1452,396.361,376.541,389.030,378.232,393.193,387.517
1453,396.236,376.951,389.041,378.230,393.185,387.612
1454,395.805,377.179,388.777,378.460,393.317,387.659
1455,395.413,377.160,388.578,378.904,393.493,387.465
1456,395.355,376.879,388.540,379.452,393.601,387.195
1457,395.589,376.373,388.617,379.808,393.622,387.038
1458,395.845,375.713,388.695,379.891,393.751,387.137
1459,395.890,375.195,388.725,379.806,393.954,387.423
1460,395.707,375.079,388.642,379.784,393.939,387.732
1461,395.453,375.326,388.411,379.811,393.533,387.858
1462,395.253,375.570,388.111,379.825,393.085,387.609
1463,395.224,375.687,387.941,379.828,393.002,387.133
1464,395.375,375.811,387.850,379.766,393.165,386.713
1465,395.555,376.026,387.910,379.506,393.460,386.543
1466,395.576,376.214,387.932,379.095,393.819,386.709
1467,395.554,376.273,387.828,378.742,394.261,386.950
1468,395.534,376.254,387.656,378.731,394.619,387.033
1469,395.455,376.223,387.721,379.058,394.884,386.963
1470,395.463,376.131,387.936,379.417,395.115,386.936
1471,395.509,376.040,387.992,379.651,395.361,386.968
1472,395.460,375.875,387.736,379.816,395.468,386.832
1473,395.296,375.621,387.365,379.923,395.455,386.569
1474,395.180,375.300,387.165,380.010,395.379,386.487
1475,395.271,375.136,387.337,380.147,395.177,386.553
1476,395.392,375.153,387.762,380.281,394.836,386.576
1477,395.451,375.376,388.161,380.303,394.544,386.427
1478,395.424,375.665,388.344,380.214,394.497,386.413
1479,395.370,375.681,388.301,380.115,394.624,386.582
1480,395.361,375.555,388.145,379.883,394.596,386.772
1481,395.524,375.485,388.053,379.447,394.471,386.833
1482,395.762,375.510,388.158,378.938,394.482,386.765
1483,396.020,375.467,388.358,378.653,394.485,386.645
1484,396.196,375.319,388.335,378.880,394.460,386.569
1485,396.219,375.187,388.045,379.397,394.635,386.672
1486,396.073,375.242,387.786,379.788,395.212,386.991
1487,395.751,375.551,387.870,379.912,395.974,387.414
1488,395.346,375.937,388.122,379.986,396.507,387.751
1489,394.979,376.039,388.097,380.034,396.569,387.824
1490,395.054,375.758,387.824,379.933,396.247,387.548
1491,395.486,375.451,387.708,379.675,395.840,387.040
1492,395.746,375.201,387.802,379.501,395.750,386.688
1493,395.481,374.962,387.944,379.404,396.069,386.659
1494,394.790,374.814,388.137,379.249,396.493,386.861
1495,394.014,374.833,388.406,379.162,396.608,387.071
1496,393.662,374.948,388.417,379.382,396.334,387.129
1497,393.763,375.160,387.989,379.770,396.078,386.989
1498,394.014,375.455,387.294,380.108,396.147,386.826
1499,394.077,375.536,386.626,380.123,396.386,386.903
1500,394.112,375.257,386.234,379.742,396.277,387.095
1501,394.431,375.049,386.234,379.219,395.748,387.207
1502,394.928,375.219,386.408,378.846,395.154,387.091
1503,395.144,375.494,386.568,378.799,394.897,386.882
1504,395.064,375.571,386.876,379.093,394.783,386.755
1505,395.131,375.450,387.437,379.541,394.676,386.774
1506,395.414,375.244,387.914,379.995,394.657,386.823
1507,395.733,374.984,388.130,380.300,394.703,386.762
1508,395.892,374.689,388.079,380.417,394.673,386.675
1509,396.005,374.440,388.066,380.250,394.524,386.744
1510,396.098,374.297,388.133,379.975,394.356,386.945
1511,396.225,374.258,388.075,379.799,394.073,387.070
1512,396.375,374.300,387.881,379.776,393.737,386.899
1513,396.383,374.522,387.648,379.736,393.619,386.576
1514,396.246,374.823,387.439,379.465,393.863,386.313
1515,396.025,374.953,387.206,379.124,394.315,386.205
1516,396.031,374.773,386.873,379.036,394.749,386.176
1517,396.029,374.406,386.769,379.147,394.958,386.232
1518,395.875,374.196,387.134,379.343,395.016,386.373
1519,395.569,374.242,387.780,379.560,395.012,386.621
1520,395.455,374.360,388.111,379.838,394.922,386.909
