 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6
2818,432.050,442.658,408.420,412.269,410.239,436.979
2819,431.469,442.996,408.856,412.960,410.757,436.862
2820,430.680,442.951,409.116,413.579,410.883,436.657
2821,429.943,442.612,409.255,413.822,410.822,436.365
2822,429.552,442.170,409.383,413.538,410.905,436.009
2823,429.741,441.797,409.683,413.179,411.055,435.722
2824,430.316,441.390,410.259,413.057,411.196,435.531
2825,430.736,440.858,410.810,413.154,411.169,435.402
2826,430.768,440.342,411.064,413.385,411.145,435.382
2827,430.477,440.115,410.905,413.710,411.209,435.462
2828,430.228,440.178,410.662,413.956,411.231,435.723
2829,430.191,440.371,410.501,413.967,411.054,435.945
2830,430.331,440.590,410.422,413.828,410.793,436.107
2831,430.531,440.832,410.291,413.828,410.700,436.303
2832,430.545,440.833,410.176,414.018,410.931,436.582
2833,430.428,440.662,410.028,414.157,411.109,436.920
2834,430.256,440.624,409.894,414.104,410.975,437.048
2835,430.159,440.787,409.797,413.762,410.823,436.960
2836,430.244,440.976,409.941,413.321,411.082,436.957
2837,430.321,441.039,410.267,413.191,411.495,436.939
2838,430.105,441.058,410.803,413.406,411.708,436.672
2839,429.620,441.200,411.482,413.704,411.803,436.115
2840,429.202,441.509,411.997,413.668,411.956,435.484
2841,429.165,441.764,412.172,413.485,412.172,435.059
2842,429.329,441.586,412.046,413.448,412.340,434.891
2843,429.426,440.816,411.931,413.519,412.333,434.873
2844,429.487,439.619,411.865,413.519,412.145,434.933
2845,429.742,438.609,411.995,413.434,411.915,435.276
2846,430.203,438.210,412.199,413.415,411.707,435.761
2847,430.447,438.281,412.103,413.575,411.440,436.026
2848,430.354,438.627,411.726,413.908,411.018,436.079
2849,430.222,438.965,411.506,414.183,410.529,436.119
2850,430.248,439.069,411.711,414.265,410.186,436.285
2851,430.414,439.128,412.042,414.186,410.129,436.486
2852,430.576,439.260,412.207,414.317,410.353,436.586
2853,430.733,439.440,412.201,414.702,410.829,436.722
2854,430.996,439.515,412.073,415.036,411.344,436.910
2855,431.252,439.498,411.969,415.280,411.736,437.109
2856,431.458,439.508,411.954,415.492,411.755,437.241
2857,431.476,439.542,411.960,415.723,411.501,437.092
2858,431.447,439.632,411.868,415.761,411.181,436.498
2859,431.373,439.786,411.714,415.568,410.895,435.692
2860,431.023,439.806,411.583,415.380,410.582,435.242
2861,430.428,439.603,411.771,415.317,410.274,435.394
2862,429.824,439.314,412.317,415.264,410.165,436.158
2863,429.428,439.000,412.883,415.093,410.198,437.125
2864,429.183,438.637,413.028,414.948,410.186,437.841
2865,429.184,438.348,412.781,415.072,410.174,438.043
2866,429.262,438.301,412.392,415.377,410.218,437.920
2867,429.316,438.495,412.167,415.527,410.377,437.783
2868,429.293,438.561,412.198,415.327,410.529,437.808
2869,429.123,438.456,412.418,414.928,410.581,437.934
2870,428.984,438.340,412.720,414.582,410.565,437.902
2871,429.084,438.532,413.074,414.340,410.629,437.685
2872,429.364,438.994,413.494,414.165,410.760,437.427
2873,429.647,439.443,413.779,414.236,410.922,437.259
2874,429.804,439.957,413.945,414.485,411.157,437.298
2875,429.598,440.701,414.154,414.723,411.302,437.340
2876,428.924,441.574,414.444,414.806,411.305,437.315
2877,428.024,442.157,414.680,414.814,411.058,437.451
2878,427.312,442.249,414.627,414.766,410.891,437.831
2879,427.020,441.955,414.309,414.768,410.959,438.256
2880,426.911,441.494,414.108,414.817,411.171,438.475
2881,426.858,441.214,414.262,414.680,411.294,438.537
2882,427.014,441.302,414.626,414.322,411.203,438.624
2883,427.467,441.640,414.851,413.993,410.917,438.624
2884,428.266,442.035,414.767,413.872,410.683,438.295
2885,429.126,442.325,414.507,413.814,410.518,437.675
2886,429.792,442.652,414.386,413.855,410.370,437.152
2887,430.019,442.915,414.525,414.204,410.267,436.973
2888,430.089,443.099,414.756,414.668,410.177,437.098
2889,430.162,443.154,414.900,414.933,410.191,437.467
2890,430.208,443.289,414.854,414.937,410.084,437.949
2891,430.154,443.496,414.648,414.788,409.855,438.213
2892,429.999,443.698,414.451,414.844,409.626,437.982
2893,429.767,443.724,414.404,415.122,409.581,437.380
2894,429.461,443.416,414.535,415.408,409.654,436.872
2895,429.097,442.921,414.677,415.347,409.635,436.651
2896,428.696,442.537,414.760,414.859,409.642,436.646
2897,428.241,442.440,414.682,414.223,409.875,436.606
2898,428.102,442.620,414.581,413.660,410.276,436.247
2899,428.427,442.944,414.671,413.369,410.481,435.742
2900,428.984,443.269,414.925,413.266,410.388,435.406
2901,429.359,443.410,415.062,413.209,410.403,435.463
2902,429.351,443.383,415.128,413.184,410.570,435.910
2903,429.112,443.227,415.240,413.126,410.516,436.488
2904,428.928,443.040,415.512,412.836,410.113,437.083
2905,429.087,442.951,415.879,412.430,409.827,437.588
2906,429.476,442.944,416.156,412.242,410.006,437.882
2907,429.601,442.991,416.193,412.264,410.438,437.790
2908,429.304,443.069,416.107,412.441,410.600,437.523
2909,428.843,443.322,415.961,412.723,410.288,437.308
2910,428.664,443.640,415.780,412.963,409.900,437.209
2911,428.889,443.771,415.466,413.053,409.915,437.147
2912,429.366,443.560,415.058,413.046,410.386,436.927
2913,429.854,443.108,414.865,412.985,411.087,436.521
2914,430.067,442.797,415.187,412.943,411.599,436.076
2915,430.154,442.767,415.851,412.978,411.778,435.847
2916,430.173,442.912,416.502,413.171,411.709,435.934
2917,430.108,442.999,416.854,413.262,411.529,436.135
2918,429.960,443.006,417.034,413.154,411.365,436.399
2919,429.806,443.043,417.192,413.228,411.137,436.678
2920,429.618,443.199,417.332,413.672,410.786,436.735
2921,429.482,443.436,417.325,414.072,410.466,436.543
2922,429.543,443.676,417.136,413.990,410.562,436.171
2923,429.576,443.719,417.038,413.399,411.174,435.737
2924,429.423,443.527,417.167,412.743,411.846,435.311
2925,429.112,443.298,417.429,412.392,412.276,435.016
2926,428.864,443.245,417.611,412.340,412.200,434.925
2927,428.947,443.236,417.862,412.482,411.825,435.127
2928,429.350,442.832,418.416,412.880,411.399,435.512
2929,429.720,442.168,419.094,413.434,411.093,435.928
2930,429.707,441.683,419.339,413.963,410.919,436.145
2931,429.363,441.883,418.988,414.163,410.806,436.081
2932,428.975,442.538,418.483,413.898,410.939,436.033
2933,428.836,443.013,418.120,413.384,411.150,436.185
2934,429.081,442.957,417.803,413.253,411.458,436.484
2935,429.601,442.695,417.429,413.660,411.767,436.691
2936,429.982,442.652,417.114,414.286,412.157,436.783
2937,429.918,442.826,416.905,414.488,412.582,436.710
2938,429.616,442.858,416.726,414.061,413.072,436.515
2939,429.431,442.722,416.672,413.219,413.542,436.349
2940,429.542,442.558,416.870,412.441,413.755,436.216
2941,429.815,442.554,417.149,412.092,413.534,436.063
2942,429.955,442.613,417.257,412.161,412.918,435.855
2943,430.029,442.542,417.268,412.500,412.249,435.458
2944,430.089,442.187,417.291,412.781,411.808,434.857
2945,430.049,441.894,417.218,412.801,411.788,434.414
2946,429.907,441.662,417.033,412.724,412.096,434.452
2947,429.752,441.324,416.751,412.806,412.362,434.831
2948,429.675,440.845,416.365,413.124,412.405,435.280
2949,429.553,440.403,415.893,413.667,412.266,435.722
2950,429.309,440.086,415.525,414.102,412.237,436.081
2951,429.026,439.863,415.386,414.216,412.438,436.321
2952,428.873,439.676,415.551,413.835,412.847,436.466
2953,428.817,439.501,416.022,413.239,413.166,436.528
2954,428.817,439.573,416.752,412.904,413.135,436.666
2955,428.792,439.990,417.608,412.872,412.832,436.909
2956,428.762,440.652,418.164,412.898,412.501,437.140
2957,428.612,441.153,418.256,412.755,412.297,437.196
2958,428.331,441.324,417.861,412.653,412.256,436.993
2959,427.962,441.247,417.289,412.676,412.352,436.764
2960,427.545,441.141,416.700,412.739,412.367,436.863
2961,427.168,441.358,416.358,412.574,412.319,437.289
2962,427.159,441.832,416.388,412.449,412.428,437.875
2963,427.563,442.226,416.779,412.374,412.871,438.361
2964,428.171,442.101,417.127,412.246,413.399,438.502
2965,428.681,441.449,417.188,412.161,413.661,438.283
2966,428.951,440.747,417.126,412.158,413.602,438.130
2967,429.064,440.424,417.143,412.265,413.328,438.516
2968,429.010,440.447,417.047,412.396,413.023,439.359
2969,428.770,440.409,416.802,412.798,412.835,440.392
2970,428.479,440.327,416.514,413.258,412.733,441.150
2971,428.421,440.433,416.365,413.691,412.849,441.393
2972,428.530,440.619,416.264,414.048,413.046,441.145
2973,428.691,440.636,416.094,414.173,413.106,440.868
2974,428.767,440.532,415.996,414.038,412.853,440.787
2975,428.854,440.591,416.167,413.680,412.355,440.774
2976,429.003,440.653,416.589,413.219,411.893,440.535
2977,429.117,440.360,417.125,412.695,411.720,439.958
2978,429.253,440.068,417.467,412.163,411.784,439.458
2979,429.460,439.919,417.497,411.846,411.853,439.306
2980,429.568,440.037,417.288,411.747,411.755,439.444
2981,429.593,440.183,416.984,411.717,411.678,439.454
2982,429.521,440.269,416.778,411.762,411.804,439.302
2983,429.433,440.305,416.724,412.090,412.149,439.371
2984,429.475,440.338,416.826,412.504,412.415,439.597
2985,429.690,440.278,416.971,412.750,412.282,439.677
2986,430.103,440.068,417.050,412.683,411.810,439.343
2987,430.402,439.742,416.910,412.507,411.252,438.779
2988,430.404,439.511,416.623,412.570,410.913,438.212
2989,430.198,439.478,416.420,412.811,410.873,437.880
2990,430.021,439.550,416.408,412.963,411.173,437.819
2991,430.030,439.717,416.400,412.945,411.534,438.027
2992,430.243,440.108,416.207,412.858,411.746,438.282
2993,430.283,440.435,416.012,412.869,411.844,438.515
2994,430.043,440.502,416.038,412.810,412.028,438.803
2995,429.757,440.430,416.282,412.671,412.065,439.180
2996,429.535,440.577,416.501,412.440,411.987,439.441
2997,429.351,440.894,416.441,412.182,411.983,439.607
2998,429.179,441.125,416.035,411.874,412.268,439.723
2999,429.077,441.178,415.439,411.522,412.678,439.819
3000,429.310,441.212,415.102,411.306,412.910,439.756
3001,429.926,441.357,415.405,411.311,412.779,439.558
3002,430.572,441.589,416.093,411.713,412.419,439.284
3003,430.952,441.689,416.622,412.299,411.931,438.940
3004,431.107,441.542,416.867,412.561,411.502,438.510
3005,430.980,441.219,416.911,412.213,411.376,438.092
3006,430.436,440.827,416.838,411.792,411.591,437.928
3007,429.848,440.165,416.829,411.827,411.782,438.184
3008,429.752,439.512,417.007,412.085,411.828,438.606
3009,430.214,439.400,417.308,412.100,411.763,438.880
3010,430.835,439.898,417.545,411.857,411.660,438.997
3011,431.544,440.439,417.565,411.673,411.439,439.336
3012,432.281,440.601,417.425,411.643,411.429,439.918
3013,432.785,440.393,417.187,411.732,411.560,440.443
3014,432.822,439.938,416.858,411.988,411.651,440.522
3015,432.259,439.350,416.527,412.235,411.577,440.174
3016,431.436,438.983,416.261,412.213,411.458,439.715
3017,430.838,439.091,416.269,411.964,411.320,439.417
3018,430.696,439.430,416.558,411.727,411.260,439.417
3019,430.822,439.626,416.972,411.724,411.312,439.530
3020,430.903,439.505,417.317,411.848,411.418,439.519
3021,430.940,439.292,417.422,412.038,411.493,439.296
3022,430.974,439.176,417.220,412.164,411.472,439.164
3023,430.927,438.940,416.755,412.134,411.367,439.391
3024,430.943,438.589,416.200,412.020,411.161,439.901
3025,431.047,438.273,415.849,411.948,410.948,440.464
3026,431.186,438.089,415.775,411.888,410.989,440.882
3027,431.393,438.030,415.876,411.788,411.246,441.059
3028,431.693,438.229,415.936,411.572,411.514,440.874
3029,432.006,438.909,415.780,411.413,411.627,440.557
3030,432.004,439.868,415.528,411.511,411.553,440.304
3031,431.568,440.465,415.467,411.943,411.322,440.269
3032,430.981,440.306,415.648,412.533,410.858,440.498
3033,430.597,439.647,415.775,412.917,410.381,440.753
3034,430.446,438.961,415.751,412.848,410.065,440.671
3035,430.207,438.686,415.773,412.287,410.161,440.231
3036,429.836,438.906,416.012,411.832,410.618,439.764
3037,429.535,439.587,416.370,411.851,411.130,439.510
3038,429.537,440.266,416.838,412.236,411.298,439.410
3039,429.868,440.761,417.144,412.480,410.964,439.378
3040,430.369,441.027,417.114,412.484,410.322,439.372
3041,430.855,440.981,416.657,412.530,409.885,439.393
3042,431.183,440.652,416.224,412.590,409.707,439.581
3043,431.180,440.230,416.341,412.469,409.662,439.908
3044,430.885,439.944,416.939,412.316,409.728,440.262
3045,430.529,439.978,417.445,412.225,410.112,440.510
3046,430.222,440.332,417.427,412.019,410.639,440.650
3047,429.996,440.888,416.942,411.590,410.965,440.655
3048,429.914,441.584,416.560,411.100,410.888,440.626
3049,429.840,442.210,416.688,410.833,410.718,440.810
3050,429.941,442.522,417.055,410.941,410.631,441.091
3051,430.491,442.363,417.342,411.273,410.739,441.167
3052,431.338,442.035,417.614,411.615,411.024,441.037
3053,432.055,441.776,417.973,411.781,411.350,440.989
3054,432.419,441.653,418.308,411.796,411.549,441.183
3055,432.496,441.413,418.408,411.749,411.643,441.493
3056,432.238,440.954,418.452,411.542,411.726,441.602
3057,431.732,440.494,418.519,411.335,411.698,441.460
3058,431.168,440.201,418.678,411.496,411.555,441.124
3059,430.700,440.075,418.701,411.996,411.393,440.814
3060,430.297,440.223,418.387,412.426,411.192,440.667
3061,429.899,440.399,417.951,412.462,410.852,440.686
3062,429.675,440.380,417.709,412.221,410.350,440.707
3063,429.615,440.203,417.586,411.925,409.972,440.675
3064,429.705,440.174,417.439,411.758,409.989,440.650
3065,429.977,440.472,417.062,411.746,410.359,440.609
3066,430.358,440.889,416.565,411.984,410.755,440.481
3067,430.544,441.167,416.130,412.381,410.975,440.095
3068,430.625,441.282,416.031,412.592,411.095,439.689
3069,430.826,441.308,416.370,412.357,411.222,439.490
3070,431.150,441.180,417.057,411.888,411.394,439.597
3071,431.378,440.944,417.892,411.486,411.538,439.950
3072,431.359,440.639,418.660,411.370,411.714,440.314
3073,431.287,440.394,419.133,411.512,411.781,440.351
3074,431.270,440.213,419.222,411.661,411.582,440.067
3075,431.237,440.140,419.128,411.630,411.119,439.677
3076,431.219,440.214,419.172,411.449,410.660,439.142
3077,431.258,440.131,419.194,411.281,410.417,438.353
3078,431.383,439.719,419.082,411.273,410.359,437.533
3079,431.350,439.186,419.022,411.404,410.537,436.973
3080,431.262,438.767,419.129,411.370,410.826,436.855
3081,431.353,438.460,419.254,411.133,411.144,436.965
3082,431.800,438.321,419.296,410.885,411.312,437.037
3083,432.340,438.568,419.396,410.829,411.123,437.062
3084,432.655,439.145,419.543,410.930,410.627,437.100
3085,432.836,439.709,419.628,411.003,410.037,437.257
3086,433.047,440.148,419.633,410.982,409.689,437.613
3087,433.191,440.386,419.607,411.048,409.607,438.101
3088,432.991,440.426,419.473,411.318,409.647,438.376
3089,432.587,440.271,419.084,411.646,409.739,438.430
3090,432.280,439.986,418.521,411.934,409.831,438.403
3091,432.181,439.653,418.067,412.220,409.998,438.606
3092,432.093,439.432,417.882,412.389,410.061,438.892
3093,431.903,439.518,417.819,412.148,409.903,439.165
3094,431.756,439.778,417.769,411.816,409.583,439.213
3095,431.715,439.876,417.626,411.764,409.541,438.990
3096,431.929,439.668,417.495,411.899,409.808,438.465
3097,432.486,439.432,417.555,411.865,410.123,437.868
3098,433.326,439.600,417.754,411.556,410.233,437.606
3099,434.039,440.135,418.047,411.296,410.135,437.722
3100,434.361,440.519,418.390,411.281,410.046,437.847
3101,434.363,440.401,418.546,411.414,410.123,437.801
3102,434.099,439.889,418.509,411.361,410.157,437.535
3103,433.759,439.295,418.474,411.142,409.891,437.191
3104,433.611,438.843,418.612,411.022,409.438,436.884
3105,433.838,438.599,418.781,411.168,409.042,436.602
3106,434.243,438.561,418.769,411.337,408.794,436.350
3107,434.374,438.761,418.517,411.351,408.752,436.073
3108,434.165,439.106,418.199,411.290,408.755,435.715
3109,434.025,439.506,417.933,411.284,408.930,435.372
3110,434.072,439.711,417.833,411.367,409.268,435.186
3111,434.087,439.873,418.140,411.589,409.547,435.050
3112,433.903,440.161,418.749,411.900,409.641,434.858
3113,433.599,440.447,419.140,412.260,409.720,434.673
3114,433.530,440.616,419.222,412.367,409.873,434.716
3115,433.778,440.911,419.256,412.135,410.040,434.839
3116,434.055,441.354,419.365,411.608,410.076,434.816
3117,434.132,441.590,419.501,410.986,410.040,434.688
3118,433.991,441.291,419.561,410.533,410.031,434.449
3119,433.763,440.659,419.462,410.447,410.099,434.166
3120,433.530,440.160,419.361,410.697,410.226,433.894
3121,433.370,440.134,419.409,411.023,410.343,433.562
3122,433.296,440.603,419.462,411.288,410.327,432.996
3123,433.325,441.158,419.277,411.362,410.186,432.398
3124,433.684,441.509,419.064,411.359,409.931,432.017
3125,434.267,441.550,418.984,411.358,409.665,432.199
3126,434.568,441.517,418.962,411.352,409.436,432.758
3127,434.417,441.491,418.731,411.255,409.376,433.361
3128,434.082,441.296,418.224,411.137,409.276,433.789
3129,434.000,440.860,417.781,411.020,409.032,433.988
3130,434.067,440.341,417.682,411.033,408.849,434.073
3131,434.000,440.075,417.770,411.396,408.924,434.277
3132,433.736,440.337,417.854,411.949,409.112,434.665
3133,433.490,440.885,417.880,412.372,409.192,434.848
3134,433.305,441.309,417.850,412.441,409.333,434.642
3135,433.102,441.304,417.813,412.270,409.528,434.156
3136,432.913,440.996,417.630,412.152,409.647,433.801
3137,432.703,440.836,417.264,412.143,409.542,433.719
3138,432.378,441.252,416.782,412.128,409.451,433.836
3139,431.953,441.896,416.407,412.087,409.368,433.855
3140,431.421,442.072,416.178,412.097,409.159,433.644
3141,430.945,441.668,416.132,412.040,408.764,433.334
3142,430.836,441.019,416.280,411.896,408.398,433.237
3143,431.184,440.400,416.678,411.836,408.186,433.466
3144,431.707,439.955,417.173,411.832,408.216,433.690
3145,432.105,439.688,417.603,411.854,408.460,433.697
3146,432.307,439.568,417.843,411.878,408.738,433.633
3147,432.409,439.522,417.929,411.956,409.000,433.623
3148,432.505,439.673,417.833,412.012,409.062,433.648
3149,432.572,440.096,417.462,411.904,408.925,433.559
3150,432.605,440.699,416.909,411.675,408.701,433.229
3151,432.699,441.230,416.640,411.307,408.720,432.528
3152,432.902,441.514,416.792,411.001,409.020,431.655
3153,433.071,441.530,417.275,410.947,409.245,431.166
3154,433.003,441.216,417.857,411.149,409.166,431.338
3155,432.611,440.999,418.363,411.296,408.800,431.980
3156,431.903,441.091,418.713,411.049,408.624,432.640
3157,431.307,441.294,418.894,410.590,408.817,433.273
3158,431.024,441.394,419.008,410.392,409.157,433.934
3159,430.961,441.319,418.972,410.564,409.358,434.464
3160,430.985,441.515,418.898,410.881,409.381,434.709
3161,431.131,441.974,418.979,411.012,409.328,434.672
3162,431.447,442.226,419.107,411.015,409.349,434.679
3163,431.843,441.807,418.917,411.157,409.394,434.776
3164,431.970,440.993,418.327,411.286,409.266,434.810
3165,431.835,440.553,417.843,411.358,408.986,434.503
3166,431.537,440.695,417.680,411.370,408.744,433.834
3167,431.239,441.104,417.780,411.441,408.727,433.134
3168,431.106,441.250,417.895,411.507,408.874,432.629
3169,431.351,441.006,417.707,411.362,409.137,432.442
3170,431.850,440.591,417.257,411.141,409.441,432.660
3171,432.276,440.576,416.892,411.134,409.623,433.003
3172,432.242,440.937,416.869,411.477,409.645,433.268
3173,431.907,441.170,417.040,411.880,409.555,433.426
3174,431.639,440.965,417.164,411.941,409.377,433.471
3175,431.562,440.609,417.055,411.630,409.203,433.353
3176,431.524,440.344,416.783,411.257,409.252,432.977
3177,431.421,440.335,416.444,410.959,409.644,432.514
3178,431.285,440.637,416.321,410.690,410.200,432.176
3179,431.249,441.142,416.537,410.333,410.581,431.940
3180,431.403,441.594,417.053,410.115,410.734,431.889
3181,431.708,441.777,417.476,410.157,410.683,432.140
3182,431.972,441.593,417.422,410.376,410.524,432.719
3183,431.972,441.104,417.031,410.598,410.373,433.193
3184,431.669,440.508,416.709,410.791,410.288,433.114
3185,431.349,439.983,416.591,410.949,410.168,432.561
3186,431.219,439.819,416.656,411.149,410.002,432.068
3187,431.263,440.199,416.869,411.262,409.839,431.829
3188,431.356,440.937,417.132,411.168,409.861,431.605
3189,431.356,441.660,417.289,410.963,410.040,431.362
3190,431.351,442.055,417.091,410.892,410.239,431.480
3191,431.513,442.121,416.571,411.066,410.297,432.025
3192,431.887,442.023,416.139,411.373,410.242,432.696
3193,432.298,441.964,416.169,411.652,410.163,433.042
3194,432.615,442.016,416.391,411.758,410.149,432.874
3195,432.941,442.083,416.495,411.818,410.053,432.459
3196,433.082,442.119,416.499,411.805,409.862,432.281
3197,432.805,442.155,416.458,411.714,409.593,432.511
3198,432.210,442.168,416.433,411.467,409.513,432.793
3199,431.709,442.036,416.280,411.305,409.623,432.907
3200,431.552,441.847,416.146,411.399,409.841,432.954
3201,431.660,441.787,416.258,411.671,410.022,433.207
3202,431.723,441.866,416.566,411.893,410.101,433.698
3203,431.495,441.731,416.906,411.973,410.041,434.262
3204,431.180,441.229,417.218,411.857,410.001,434.727
3205,430.980,440.606,417.597,411.624,409.971,435.096
3206,430.888,440.178,417.930,411.458,410.076,435.368
3207,430.962,440.007,418.018,411.538,410.220,435.349
3208,431.209,439.859,417.797,411.876,410.317,435.036
3209,431.402,439.589,417.365,412.240,410.075,434.528
3210,431.461,439.168,417.092,412.302,409.724,434.208
3211,431.312,438.904,417.051,411.932,409.510,434.192
3212,431.000,439.066,417.268,411.387,409.694,434.348
3213,430.510,439.580,417.587,411.108,409.969,434.511
3214,429.958,440.076,417.767,411.179,410.099,434.341
3215,429.620,440.341,417.704,411.331,410.071,433.970
3216,429.729,440.488,417.551,411.276,410.000,433.688
3217,429.929,440.580,417.655,411.082,409.958,433.699
3218,429.974,440.485,417.980,411.008,409.724,433.855
3219,429.869,440.066,418.339,411.194,409.508,434.026
3220,429.730,439.614,418.667,411.449,409.529,434.100
3221,429.534,439.508,418.707,411.444,409.831,434.120
3222,429.440,439.740,418.355,410.984,410.117,434.089
3223,429.601,439.957,417.714,410.511,410.173,434.030
3224,429.943,439.921,417.083,410.414,409.989,433.996
3225,429.909,439.839,416.828,410.639,409.666,433.920
3226,429.636,439.788,416.988,410.859,409.415,433.675
3227,429.521,439.705,417.318,411.012,409.297,433.204
3228,429.713,439.666,417.591,411.261,409.194,432.638
3229,430.086,439.663,417.796,411.642,409.064,432.306
3230,430.344,439.525,418.103,411.863,408.907,432.261
3231,430.394,439.322,418.478,411.706,408.850,432.333
3232,430.071,439.029,418.656,411.306,408.930,432.138
3233,429.382,438.810,418.730,411.051,409.260,431.498
3234,428.694,438.829,418.886,411.011,409.635,430.809
3235,428.262,439.001,419.010,411.195,409.804,430.574
3236,428.063,439.260,418.865,411.583,409.724,430.854
3237,428.081,439.442,418.394,411.925,409.457,431.077
3238,428.283,439.565,417.790,412.041,409.022,430.762
3239,428.520,439.530,417.399,411.754,408.594,430.171
3240,428.628,439.416,417.408,411.249,408.278,429.785
3241,428.715,439.374,417.655,410.676,408.197,430.018
3242,429.044,439.567,417.839,410.230,408.269,430.724
3243,429.535,439.827,417.825,409.980,408.376,431.363
3244,429.806,439.862,417.759,409.975,408.555,431.629
3245,429.644,439.668,417.963,410.033,408.982,431.607
3246,429.385,439.553,418.324,409.921,409.602,431.377
3247,429.229,439.725,418.496,409.690,410.047,431.213
3248,429.142,439.990,418.493,409.611,410.073,431.187
3249,428.929,440.306,418.482,409.773,409.875,431.295
3250,428.742,440.646,418.464,410.094,409.661,431.502
3251,428.840,440.659,418.348,410.357,409.516,431.583
3252,429.247,440.305,418.197,410.439,409.177,431.623
3253,429.825,439.865,418.188,410.333,408.716,431.790
3254,430.162,439.531,418.274,410.070,408.400,432.009
3255,430.024,439.508,418.491,410.019,408.475,432.208
3256,429.383,439.694,418.780,410.313,408.791,432.108
3257,428.511,439.912,418.898,410.693,409.178,431.712
3258,427.819,439.869,418.635,410.878,409.588,431.308
3259,427.603,439.524,418.265,410.825,410.002,431.213
3260,427.800,439.151,418.242,410.581,410.262,431.546
3261,428.131,438.872,418.655,410.266,410.242,432.061
3262,428.373,438.724,419.117,410.133,409.975,432.428
3263,428.380,438.578,419.327,410.436,409.590,432.574
3264,428.319,438.301,419.259,410.814,409.338,432.645
3265,428.368,437.774,419.145,410.831,409.387,432.809
3266,428.494,437.014,419.041,410.694,409.409,433.079
3267,428.550,436.338,418.953,410.755,409.279,433.252
3268,428.372,436.088,418.768,410.892,409.132,433.287
3269,428.105,436.250,418.566,410.824,409.195,433.163
3270,427.966,436.593,418.439,410.522,409.403,433.025
3271,427.950,436.928,418.324,410.195,409.530,432.923
3272,427.770,437.240,418.082,410.022,409.526,432.907
3273,427.286,437.593,417.705,410.072,409.548,432.896
3274,426.826,437.837,417.543,410.380,409.706,432.867
3275,426.946,437.804,417.738,410.680,409.915,432.889
3276,427.649,437.530,417.929,410.796,409.891,432.939
3277,428.251,437.302,417.742,410.986,409.645,433.014
3278,428.130,437.184,417.319,411.316,409.529,433.113
3279,427.437,437.017,417.020,411.444,409.744,433.185
3280,426.887,436.683,416.980,411.197,410.026,433.234
3281,426.705,436.266,417.082,410.725,410.166,433.287
3282,426.702,436.049,417.170,410.399,410.044,433.581
3283,426.757,436.223,417.116,410.443,409.803,433.909
3284,426.982,436.669,416.999,410.878,409.656,433.990
3285,427.451,437.007,417.040,411.425,409.764,433.692
3286,428.010,437.042,417.245,411.746,410.078,433.404
3287,428.612,436.915,417.434,411.709,410.320,433.401
3288,429.218,436.796,417.310,411.410,410.155,433.511
3289,429.630,436.725,417.112,411.107,409.810,433.632
3290,429.678,436.790,417.140,410.995,409.541,433.849
3291,429.511,436.902,417.155,410.975,409.417,434.265
3292,429.419,436.892,416.741,410.786,409.478,434.836
3293,429.348,436.699,416.002,410.561,409.706,435.165
3294,429.203,436.446,415.486,410.448,410.005,435.238
3295,429.057,436.344,415.277,410.592,410.254,435.083
3296,428.975,436.364,415.217,410.786,410.450,434.933
3297,428.859,436.586,415.369,410.727,410.526,434.917
3298,428.651,436.981,415.670,410.561,410.394,435.181
3299,428.355,437.541,415.821,410.520,409.984,435.649
3300,428.230,438.009,415.741,410.801,409.540,436.101
3301,428.450,438.114,415.543,411.157,409.143,436.340
3302,428.960,437.925,415.400,411.279,408.822,436.319
3303,429.519,437.635,415.269,411.089,408.784,436.024
3304,429.806,437.501,415.060,410.770,409.060,435.769
3305,429.814,437.612,414.807,410.639,409.376,435.736
3306,429.705,437.922,414.466,410.851,409.359,435.729
3307,429.781,438.361,414.168,411.377,409.030,435.545
3308,430.098,438.745,414.129,411.866,408.679,435.211
3309,430.587,438.812,414.280,411.840,408.544,434.905
3310,430.914,438.645,414.466,411.240,408.537,434.660
3311,430.792,438.475,414.695,410.391,408.501,434.437
3312,430.346,438.390,414.899,409.865,408.430,434.281
3313,429.817,438.309,414.865,409.986,408.395,434.234
3314,429.252,438.348,414.522,410.507,408.450,434.263
3315,428.839,438.622,414.138,410.857,408.477,434.360
3316,428.703,439.224,413.923,410.995,408.458,434.458
3317,428.554,440.125,413.928,411.087,408.406,434.380
3318,428.319,441.217,414.021,411.273,408.339,434.028
3319,428.175,442.098,414.154,411.455,408.392,433.524
3320,428.346,442.485,414.153,411.451,408.511,433.140
3321,428.778,442.383,414.031,411.277,408.561,432.918
3322,429.207,441.970,413.984,411.135,408.353,432.885
3323,429.406,441.422,414.299,411.249,408.094,432.871
3324,429.341,441.063,414.927,411.511,408.168,432.679
3325,429.059,441.085,415.349,411.593,408.538,432.467
3326,428.709,441.409,415.234,411.251,408.977,432.372
3327,428.325,441.754,414.800,410.951,409.203,432.256
3328,428.062,442.036,414.334,410.962,409.290,431.917
3329,428.101,442.436,414.122,411.220,409.337,431.425
3330,428.277,443.023,414.222,411.290,409.270,430.923
3331,428.350,443.397,414.604,410.963,409.090,430.749
3332,428.288,443.281,415.041,410.695,408.874,430.908
3333,428.258,442.807,415.278,410.775,408.710,431.157
3334,428.219,442.199,415.057,410.997,408.707,431.443
