 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6
1097,430.991,447.243,408.766,417.781,414.332,436.486
1098,430.792,447.381,408.732,417.706,414.642,436.036
1099,430.865,447.328,408.571,417.310,414.971,435.795
1100,431.089,446.911,408.376,416.745,415.101,435.711
1101,431.301,446.112,408.356,416.284,415.047,435.501
1102,431.644,445.230,408.494,415.970,414.971,434.978
1103,432.033,444.709,408.612,415.765,414.989,434.140
1104,432.355,444.786,408.557,415.858,415.298,433.536
1105,432.534,445.263,408.367,416.164,415.787,433.300
1106,432.885,445.653,408.200,416.411,416.186,433.504
1107,433.195,445.388,408.314,416.484,416.137,433.823
1108,433.227,444.847,408.628,416.387,415.644,433.974
1109,433.009,444.496,408.749,416.243,415.100,433.852
1110,432.822,444.446,408.572,416.157,414.869,433.826
1111,432.782,444.481,408.261,416.042,414.800,433.919
1112,432.709,444.365,408.085,416.068,414.785,433.954
1113,432.505,444.233,408.105,416.367,414.869,433.729
1114,432.241,444.315,408.062,416.706,415.181,433.374
1115,432.139,444.504,407.858,416.805,415.772,432.954
1116,432.280,444.685,407.813,416.583,416.425,432.470
1117,432.827,444.906,407.933,416.202,416.702,431.993
1118,433.558,445.294,408.164,416.011,416.459,431.706
1119,433.931,445.819,408.127,416.228,415.982,431.720
1120,433.634,446.239,407.820,416.577,415.495,431.894
1121,432.936,446.419,407.404,416.735,415.256,431.986
1122,432.285,446.567,407.238,416.675,415.394,432.044
1123,431.835,446.773,407.439,416.596,415.645,432.259
1124,431.713,446.976,407.827,416.668,415.829,432.577
1125,431.851,446.921,408.266,416.865,415.891,432.852
1126,432.064,446.613,408.435,416.925,415.913,433.021
1127,432.348,446.360,408.266,416.676,415.910,433.107
1128,432.636,446.203,407.830,416.354,415.809,433.063
1129,432.809,445.866,407.358,416.415,415.504,432.971
1130,432.733,445.465,407.078,416.732,415.114,432.819
1131,432.477,445.331,407.156,416.724,414.845,432.679
1132,432.113,445.699,407.437,416.314,414.760,432.559
1133,431.664,446.200,407.716,415.717,414.846,432.583
1134,431.417,446.545,407.887,415.294,415.036,432.699
1135,431.411,446.622,408.039,415.281,415.210,432.762
1136,431.424,446.712,408.216,415.448,415.374,432.706
1137,431.202,446.852,408.370,415.460,415.393,432.659
1138,431.019,446.681,408.343,415.363,415.298,432.648
1139,431.052,446.164,408.035,415.327,415.136,432.602
1140,431.489,445.656,407.708,415.505,415.002,432.406
1141,431.972,445.319,407.670,415.885,414.891,432.158
1142,432.222,445.043,407.843,416.321,414.743,432.050
1143,432.038,444.807,407.953,416.400,414.477,432.263
1144,431.622,444.665,407.654,416.134,414.310,432.752
1145,431.179,444.637,407.153,415.669,414.450,433.273
1146,431.003,444.636,406.763,415.376,414.861,433.663
1147,431.049,444.738,406.515,415.380,415.288,433.870
1148,431.389,445.010,406.284,415.620,415.429,433.959
1149,431.690,445.472,406.384,415.954,415.159,433.959
1150,431.911,446.161,406.753,416.133,414.611,434.013
1151,431.967,446.960,406.985,415.980,414.130,434.126
1152,431.872,447.442,406.753,415.480,414.048,434.431
1153,431.730,447.399,406.390,414.990,414.334,434.815
1154,431.650,447.072,406.134,415.122,414.673,435.020
1155,431.591,446.871,406.073,415.835,414.703,435.007
1156,431.484,446.827,406.124,416.755,414.513,434.898
1157,431.219,446.888,406.196,417.463,414.194,434.911
1158,430.942,446.905,406.191,417.820,413.876,434.878
1159,430.767,446.826,406.151,417.835,413.680,434.590
1160,430.815,446.755,406.091,417.380,413.853,434.159
1161,431.122,446.715,406.043,416.536,414.303,433.689
1162,431.564,446.669,406.121,415.817,414.722,433.280
1163,431.919,446.505,406.157,415.721,414.951,433.014
1164,431.995,446.153,406.052,416.232,414.918,433.094
1165,431.960,445.652,405.830,416.772,414.739,433.455
1166,432.110,445.266,405.667,416.891,414.488,433.869
1167,432.465,445.094,405.674,416.560,414.252,434.187
1168,432.817,445.148,405.679,416.204,413.918,434.468
1169,432.898,445.406,405.567,416.060,413.415,434.738
1170,432.776,445.863,405.628,416.184,412.892,434.875
1171,432.558,446.272,406.002,416.594,412.761,434.767
1172,432.407,446.468,406.551,417.250,412.887,434.572
1173,432.365,446.291,406.926,417.829,413.043,434.722
1174,432.446,445.839,406.877,418.142,413.243,435.220
1175,432.480,445.314,406.624,418.102,413.522,435.518
1176,432.298,444.830,406.311,417.802,413.832,435.444
1177,431.956,444.413,405.953,417.380,413.942,435.128
1178,431.637,444.070,405.687,416.948,413.879,434.847
1179,431.547,443.941,405.691,416.900,413.715,434.571
1180,431.584,443.909,405.730,417.127,413.496,434.125
1181,431.613,443.681,405.496,417.195,413.183,433.638
1182,431.597,443.332,405.038,416.869,412.960,433.324
1183,431.594,443.069,404.867,416.527,413.046,433.263
1184,431.674,443.022,405.166,416.426,413.463,433.376
1185,431.824,443.027,405.587,416.608,413.797,433.561
1186,431.780,443.009,405.816,416.904,413.879,433.761
1187,431.422,443.222,405.814,417.041,413.749,434.021
1188,431.060,443.491,405.605,417.041,413.576,434.477
1189,430.969,443.564,405.345,417.079,413.278,434.979
1190,431.190,443.250,405.242,417.044,412.764,435.372
1191,431.356,442.794,405.268,416.788,412.026,435.583
1192,431.254,442.452,405.199,416.333,411.385,435.753
1193,430.866,442.155,404.933,416.051,411.121,435.979
1194,430.427,441.830,404.643,416.264,411.395,436.182
1195,430.194,441.675,404.472,416.900,411.879,436.330
1196,430.179,441.986,404.459,417.616,412.184,436.596
1197,430.059,442.422,404.525,418.030,412.224,436.978
1198,429.770,442.679,404.676,418.067,412.083,437.400
1199,429.644,442.767,404.875,417.895,411.980,437.843
1200,429.928,442.873,405.039,417.657,411.971,438.128
1201,430.526,442.964,405.154,417.251,412.287,438.072
1202,430.943,442.928,405.249,416.911,412.900,437.603
1203,430.991,442.937,405.378,416.878,413.536,437.027
1204,430.953,443.247,405.514,416.964,413.608,436.655
1205,431.076,443.768,405.534,416.865,413.106,436.563
1206,431.398,444.196,405.278,416.678,412.470,436.647
1207,431.582,444.124,404.928,416.378,412.020,436.687
1208,431.560,443.522,404.878,416.078,411.964,436.588
1209,431.606,442.911,405.128,415.758,412.133,436.231
1210,431.834,442.801,405.449,415.686,412.501,435.742
1211,432.189,443.032,405.639,415.891,412.930,435.392
1212,432.503,443.266,405.556,416.227,413.162,435.259
1213,432.651,443.391,405.238,416.518,412.867,435.401
1214,432.599,443.350,404.995,416.790,412.237,435.735
1215,432.414,443.288,404.913,417.042,411.706,436.166
1216,432.252,443.324,404.879,416.973,411.656,436.766
1217,432.132,443.466,404.775,416.590,411.915,437.466
1218,431.942,443.731,404.578,416.041,412.036,438.172
1219,431.560,444.163,404.312,415.600,411.978,438.641
1220,431.220,444.613,404.254,415.307,411.892,438.862
1221,430.982,444.837,404.519,415.234,411.924,438.922
1222,430.848,444.760,404.822,415.413,412.209,439.064
1223,430.718,444.494,404.938,415.725,412.556,439.112
1224,430.705,444.140,404.849,416.061,412.737,438.914
1225,431.043,443.665,404.699,416.255,412.558,438.584
1226,431.578,443.390,404.544,416.260,412.202,438.392
1227,431.812,443.476,404.506,416.149,412.058,438.414
1228,431.587,443.724,404.734,416.096,412.222,438.528
1229,431.321,443.879,405.039,416.204,412.322,438.738
1230,431.413,443.908,405.072,416.419,412.125,439.114
1231,431.807,443.879,404.829,416.423,411.897,439.485
1232,432.285,443.860,404.621,416.168,411.930,439.640
1233,432.679,443.885,404.563,415.945,412.154,439.686
1234,432.885,443.908,404.630,416.022,412.264,439.816
1235,433.053,443.862,404.888,416.183,412.149,439.924
1236,433.173,443.719,405.336,416.225,411.800,439.704
1237,433.223,443.662,405.820,416.051,411.434,439.361
1238,432.928,443.944,406.072,415.699,411.284,439.193
1239,432.399,444.378,405.876,415.402,411.331,439.202
1240,431.917,444.530,405.242,415.101,411.444,439.281
1241,431.771,444.376,404.422,414.790,411.341,439.316
1242,432.024,444.282,403.807,414.631,411.031,439.283
1243,432.554,444.445,403.586,414.846,410.814,439.159
1244,432.979,444.574,403.791,415.242,410.906,438.922
1245,433.099,444.544,404.290,415.596,411.142,438.625
1246,432.882,444.426,404.754,415.852,411.287,438.600
1247,432.375,444.397,405.064,416.012,411.430,438.961
1248,431.869,444.376,405.208,416.133,411.490,439.533
1249,431.494,444.460,405.466,416.011,411.478,439.923
1250,431.404,444.617,405.689,415.683,411.381,439.960
1251,431.589,444.673,405.575,415.449,411.329,439.830
1252,431.903,444.645,405.101,415.527,411.325,439.824
1253,432.025,444.642,404.567,415.746,411.446,440.034
1254,432.001,444.599,404.282,415.760,411.727,440.404
1255,431.946,444.394,404.279,415.541,412.091,440.814
1256,431.969,444.214,404.456,415.197,412.221,441.116
1257,432.001,444.062,404.552,414.996,412.121,441.361
1258,432.030,444.058,404.474,415.199,412.118,441.674
1259,432.062,444.111,404.356,415.579,412.296,441.905
1260,432.224,444.052,404.302,415.723,412.440,441.919
1261,432.531,443.871,404.369,415.344,412.358,441.870
1262,432.904,443.791,404.527,414.652,412.177,441.982
1263,433.130,443.967,404.849,414.183,411.995,442.261
1264,432.932,444.250,405.092,414.255,411.733,442.464
1265,432.509,444.384,405.152,414.831,411.387,442.541
1266,432.193,444.129,405.050,415.612,411.060,442.603
1267,432.093,443.511,404.836,416.077,410.755,442.659
1268,432.009,443.003,404.539,416.061,410.409,442.703
1269,431.863,443.030,404.297,415.777,410.224,442.771
1270,431.940,443.377,404.245,415.519,410.547,442.895
1271,432.134,443.580,404.471,415.373,411.231,443.158
1272,432.118,443.429,404.649,415.380,411.733,443.504
1273,431.734,443.140,404.495,415.525,411.773,443.768
1274,431.338,442.891,404.134,415.816,411.548,443.698
1275,431.344,442.819,403.726,415.989,411.377,443.315
1276,431.680,442.997,403.442,415.858,411.566,442.758
1277,431.819,443.298,403.484,415.477,412.058,442.270
1278,431.535,443.470,403.963,415.067,412.480,442.083
1279,431.009,443.350,404.561,414.929,412.554,442.385
1280,430.577,443.082,404.866,415.015,412.166,442.958
1281,430.317,443.125,404.825,415.158,411.346,443.380
1282,430.165,443.580,404.852,415.428,410.542,443.368
1283,430.134,444.040,404.919,415.840,410.020,443.143
1284,429.941,444.200,404.791,416.231,409.867,442.999
1285,429.732,443.973,404.404,416.489,409.875,442.932
1286,429.870,443.348,404.036,416.678,409.940,442.829
1287,430.446,442.573,403.774,416.679,410.155,442.676
1288,431.048,442.114,403.537,416.224,410.584,442.499
1289,431.219,442.075,403.378,415.451,411.126,442.288
1290,431.117,442.188,403.562,414.811,411.376,441.938
1291,431.094,442.304,404.084,414.761,411.304,441.612
1292,431.189,442.470,404.432,415.004,410.975,441.389
1293,431.092,442.722,404.296,415.255,410.737,441.052
1294,430.674,443.029,403.935,415.667,410.703,440.584
1295,430.044,443.206,403.752,416.230,410.799,440.287
1296,429.704,443.118,403.818,416.587,410.903,440.350
1297,429.950,442.698,404.072,416.478,410.785,440.534
1298,430.542,442.069,404.442,416.175,410.512,440.785
1299,430.802,441.691,404.708,415.899,410.335,441.031
1300,430.645,441.860,404.486,415.445,410.462,441.258
1301,430.363,442.396,403.826,414.667,410.785,441.405
1302,430.203,442.983,403.190,413.887,410.888,441.646
1303,429.950,443.430,402.963,413.545,410.672,441.933
1304,429.597,443.632,403.081,413.728,410.462,442.251
1305,429.300,443.561,403.319,414.161,410.575,442.424
1306,429.039,443.289,403.603,414.551,410.841,442.361
1307,428.951,443.027,403.846,414.673,411.030,442.015
1308,429.106,442.816,403.894,414.577,411.157,441.337
1309,429.565,442.589,403.823,414.369,411.317,440.618
1310,429.943,442.199,403.839,414.288,411.458,440.198
1311,429.897,441.658,403.908,414.456,411.576,440.108
1312,429.409,441.252,403.821,414.671,411.737,440.004
1313,428.911,441.235,403.622,414.656,412.079,439.654
1314,428.686,441.590,403.627,414.456,412.255,439.264
1315,428.770,442.026,403.739,414.231,412.130,439.207
1316,428.950,442.242,403.727,414.123,412.040,439.476
1317,429.190,442.200,403.629,414.071,412.159,439.914
1318,429.423,442.019,403.491,414.007,412.218,440.263
1319,429.500,441.777,403.484,414.115,411.894,440.399
1320,429.393,441.748,403.649,414.336,411.571,440.394
1321,429.169,442.089,403.856,414.719,411.478,440.320
1322,428.893,442.801,403.967,415.063,411.440,440.127
1323,428.616,443.551,404.005,415.212,411.464,439.966
1324,428.544,443.950,403.984,415.000,411.769,440.066
1325,428.649,443.850,403.937,414.626,412.196,440.551
1326,428.703,443.528,403.917,414.474,412.520,441.128
1327,428.315,443.354,403.917,414.585,412.415,441.442
1328,427.474,443.337,403.798,414.708,411.929,441.388
1329,426.801,443.332,403.638,414.802,411.361,441.069
1330,426.729,443.173,403.556,414.885,410.962,440.658
1331,427.338,442.788,403.680,415.019,410.739,440.257
1332,428.199,442.351,403.914,415.288,410.756,440.066
1333,428.766,441.997,404.168,415.495,411.081,440.131
1334,428.730,441.689,404.344,415.542,411.530,440.544
1335,428.479,441.374,404.299,415.525,411.935,441.180
1336,428.486,441.337,404.063,415.717,412.174,441.866
1337,428.739,441.750,403.742,415.981,412.268,442.234
1338,428.792,442.410,403.490,416.072,412.195,441.986
1339,428.594,442.927,403.252,415.855,411.805,441.425
1340,428.306,443.167,403.066,415.366,411.278,441.047
1341,428.122,443.239,402.886,414.822,411.031,441.174
1342,427.927,443.370,402.660,414.336,411.072,441.573
1343,427.713,443.764,402.348,414.048,411.091,441.716
1344,427.640,444.314,402.293,413.932,410.969,441.584
1345,427.615,444.980,402.603,413.867,411.010,441.419
1346,427.681,445.472,403.052,413.760,411.362,441.417
1347,428.055,445.629,403.351,413.777,412.036,441.627
1348,428.812,445.256,403.273,413.977,412.588,442.072
1349,429.547,444.663,403.017,414.251,412.736,442.555
1350,429.873,444.174,402.814,414.794,412.703,442.958
1351,429.904,443.906,402.928,415.486,412.831,443.197
1352,429.899,443.919,403.425,415.780,413.054,443.206
1353,430.233,444.190,403.985,415.268,413.029,443.020
1354,430.792,444.459,404.354,414.348,412.643,442.699
1355,431.267,444.417,404.379,413.563,412.066,442.259
1356,431.470,444.142,404.146,413.193,411.556,441.717
1357,431.576,443.951,403.775,413.253,411.251,441.271
1358,431.683,444.007,403.368,413.641,411.095,441.317
1359,431.603,444.096,403.156,414.133,411.129,441.826
1360,431.246,444.060,403.045,414.519,411.303,442.263
1361,430.859,444.063,402.913,414.768,411.440,442.250
1362,430.610,444.213,402.809,414.772,411.504,441.943
1363,430.534,444.468,402.955,414.617,411.624,441.649
1364,430.486,444.737,403.319,414.508,411.975,441.466
1365,430.463,445.119,403.637,414.619,412.308,441.285
1366,430.525,445.645,403.654,414.734,412.290,441.159
1367,430.597,446.094,403.305,414.679,412.041,441.170
1368,430.605,446.191,402.885,414.540,411.930,441.408
1369,430.622,445.843,402.853,414.395,412.044,441.777
1370,430.734,445.397,403.331,414.172,412.118,442.113
1371,430.640,445.134,403.942,413.919,411.984,442.400
1372,430.320,445.340,404.139,413.653,411.780,442.641
1373,430.020,445.760,403.693,413.512,411.618,443.021
1374,429.861,446.013,403.049,413.451,411.546,443.291
1375,429.936,445.965,402.629,413.426,411.614,443.052
1376,430.307,445.889,402.498,413.321,411.861,442.323
1377,430.737,446.003,402.696,413.184,412.142,441.632
1378,431.026,446.212,403.182,413.154,412.250,441.385
1379,431.204,446.281,403.659,413.290,412.291,441.431
1380,431.394,446.132,403.828,413.354,412.466,441.483
1381,431.540,445.970,403.823,413.240,412.826,441.452
1382,431.637,446.068,403.860,413.037,413.186,441.453
1383,431.635,446.325,403.836,412.970,413.260,441.499
1384,431.544,446.377,403.597,413.104,413.085,441.463
1385,431.456,446.357,403.259,413.234,412.874,441.217
1386,431.370,446.564,403.130,413.214,412.851,440.938
1387,431.271,447.160,403.193,413.240,412.812,440.719
1388,431.058,447.768,403.178,413.414,412.594,440.612
1389,430.858,447.987,402.906,413.637,412.212,440.372
1390,430.874,447.845,402.479,413.732,411.994,440.000
1391,431.059,447.437,402.044,413.661,411.933,439.722
1392,431.155,446.842,401.834,413.749,411.953,439.693
1393,431.088,446.232,401.998,414.018,412.064,439.891
1394,430.974,445.819,402.391,414.305,412.351,439.807
1395,430.662,445.692,402.805,414.318,412.698,439.167
1396,430.050,445.676,402.877,414.208,412.757,438.243
1397,429.350,445.647,402.761,414.149,412.549,437.697
1398,428.990,445.760,402.658,414.189,412.496,437.835
1399,429.309,445.970,402.628,414.329,412.953,438.392
1400,430.011,445.986,402.828,414.548,413.631,438.780
1401,430.511,445.619,403.184,414.721,414.013,438.692
1402,430.564,445.086,403.526,414.633,413.755,438.256
1403,430.374,444.788,403.770,414.149,413.224,437.881
1404,430.086,444.761,403.907,413.594,412.814,437.654
1405,429.798,444.839,404.022,413.363,412.472,437.475
1406,429.359,445.060,404.209,413.679,412.221,437.193
1407,428.990,445.551,404.385,414.257,412.206,436.808
1408,429.040,446.122,404.398,414.746,412.398,436.603
1409,429.385,446.427,404.213,414.964,412.614,436.951
1410,429.722,446.401,403.999,414.911,412.793,437.884
1411,429.977,446.125,403.856,414.582,413.041,438.914
1412,430.220,445.847,403.767,414.056,413.250,439.441
1413,430.442,445.535,403.666,413.553,413.225,439.275
1414,430.500,445.256,403.629,413.430,413.053,438.945
1415,430.327,445.109,403.797,413.893,412.882,438.932
1416,430.029,445.168,404.164,414.654,412.928,439.140
1417,429.712,445.266,404.442,415.464,413.090,439.179
1418,429.385,445.322,404.549,416.027,413.115,438.934
1419,429.042,445.279,404.654,416.131,412.850,438.603
1420,428.780,445.282,404.741,415.885,412.556,438.405
1421,428.791,445.200,404.783,415.607,412.486,438.264
1422,429.081,444.846,404.599,415.485,412.726,438.261
1423,429.448,444.289,404.362,415.423,412.889,438.443
1424,429.533,443.748,404.239,415.355,412.819,438.575
1425,429.222,443.504,404.240,415.238,412.785,438.459
1426,428.796,443.596,404.133,415.082,413.207,438.024
1427,428.491,443.856,404.039,414.993,413.814,437.494
1428,428.402,444.141,404.205,415.057,414.001,437.096
1429,428.510,444.250,404.561,415.246,413.477,436.805
1430,428.565,444.024,404.771,415.511,412.704,436.517
1431,428.275,443.439,404.806,415.764,412.203,436.171
1432,427.661,442.732,404.879,415.915,412.132,435.915
1433,427.300,442.299,405.070,415.977,412.379,435.984
1434,427.567,442.353,405.202,416.134,412.784,436.163
1435,428.060,442.799,405.140,416.322,413.090,435.985
1436,428.286,443.129,404.751,416.205,413.067,435.313
1437,428.155,443.220,404.231,415.848,412.948,434.704
1438,427.892,443.072,403.962,415.443,412.945,434.626
1439,427.845,442.822,404.084,415.220,413.087,434.972
1440,427.999,442.419,404.325,415.206,413.156,435.349
1441,428.309,441.961,404.408,415.367,413.130,435.481
1442,428.625,441.589,404.257,415.486,413.036,435.316
1443,428.884,441.466,403.967,415.238,412.761,435.011
1444,428.945,441.600,403.684,414.844,412.451,434.740
1445,428.903,442.213,403.471,414.626,412.238,434.622
1446,428.824,443.106,403.188,414.791,412.404,434.593
1447,428.685,443.765,403.104,415.087,412.986,434.609
1448,428.469,443.922,403.291,415.210,413.706,434.781
1449,428.285,443.646,403.709,415.123,414.149,435.147
1450,428.091,443.442,404.037,415.020,414.198,435.581
1451,427.725,443.527,404.226,415.187,414.024,435.783
1452,427.247,443.647,404.374,415.343,413.894,435.751
1453,426.921,443.577,404.388,415.173,413.684,435.690
1454,426.901,443.272,404.183,414.702,413.528,435.607
1455,427.101,443.017,403.928,414.527,413.501,435.535
1456,427.302,443.027,403.759,414.889,413.609,435.681
1457,427.263,443.046,403.703,415.366,413.797,436.042
1458,426.947,443.086,403.713,415.447,414.108,436.553
1459,426.568,443.140,403.849,415.109,414.465,437.117
1460,426.287,443.058,404.168,414.770,414.708,437.766
1461,426.064,442.822,404.334,414.682,414.755,438.313
1462,425.994,442.799,404.122,414.781,414.663,438.519
1463,425.987,443.242,403.690,414.873,414.612,438.380
1464,426.001,443.873,403.480,414.876,414.504,438.179
1465,426.157,444.070,403.624,414.887,414.442,438.092
1466,426.398,443.763,403.951,414.859,414.362,437.999
1467,426.642,443.331,404.127,414.769,414.293,437.940
1468,426.872,443.345,404.184,414.985,414.093,437.964
1469,427.006,443.709,404.099,415.488,413.769,438.311
1470,427.116,444.096,403.955,415.930,413.546,438.911
1471,427.179,444.321,403.823,416.070,413.792,439.401
1472,427.316,444.587,403.699,415.974,414.554,439.372
1473,427.355,444.977,403.505,415.936,415.356,438.887
1474,427.259,445.391,403.361,416.010,415.482,438.479
1475,427.286,445.551,403.593,415.977,414.681,438.464
1476,427.698,445.281,404.209,415.792,413.662,438.785
1477,428.445,444.689,404.683,415.422,413.356,439.160
1478,428.992,443.986,404.601,414.799,413.804,439.308
1479,428.918,443.469,404.096,414.116,414.364,439.295
1480,428.526,443.203,403.560,413.792,414.667,439.368
1481,428.329,443.085,403.210,414.055,414.751,439.746
1482,428.596,443.246,403.182,414.484,414.599,440.152
1483,429.097,443.613,403.486,414.553,414.474,440.375
1484,429.476,443.717,404.040,414.398,414.520,440.304
1485,429.460,443.283,404.524,414.301,414.483,439.977
1486,429.261,442.433,404.862,414.393,414.081,439.572
1487,429.099,441.727,405.040,414.458,413.544,439.367
1488,428.980,441.659,404.883,414.417,413.268,439.447
1489,428.746,442.164,404.443,414.392,413.475,439.766
1490,428.519,442.784,404.028,414.449,413.931,440.138
1491,428.247,443.276,403.829,414.549,414.380,440.386
1492,428.025,443.560,403.779,414.635,414.526,440.312
1493,427.922,443.627,403.774,414.626,414.357,439.895
1494,427.966,443.564,403.767,414.463,413.996,439.408
1495,428.298,443.590,403.651,414.238,413.794,439.111
1496,428.770,443.892,403.479,414.198,413.834,439.111
1497,429.121,444.381,403.356,414.582,414.103,439.124
1498,429.013,444.751,403.547,415.153,414.337,438.819
1499,428.403,444.812,403.888,415.555,414.394,438.375
1500,427.776,444.606,404.122,415.713,414.325,438.140
1501,427.680,444.449,404.242,415.776,414.210,438.181
1502,428.099,444.377,404.403,415.602,413.970,438.257
1503,428.613,444.294,404.493,415.161,413.590,438.263
1504,428.753,444.106,404.466,414.531,413.273,438.338
1505,428.657,443.912,404.434,414.046,413.246,438.503
1506,428.754,443.678,404.642,413.827,413.456,438.701
1507,429.073,443.724,404.930,413.801,413.797,438.950
1508,429.039,444.256,405.081,413.956,414.085,439.237
1509,428.555,445.075,405.015,414.228,414.157,439.608
1510,428.097,445.705,404.860,414.317,414.055,440.087
1511,428.005,445.607,404.711,414.063,414.000,440.593
1512,428.345,444.758,404.687,413.787,414.034,440.712
1513,428.732,443.816,404.831,413.993,414.094,440.273
1514,428.962,443.554,404.846,414.604,413.869,439.567
1515,428.994,443.909,404.674,415.040,413.427,439.135
1516,428.908,444.283,404.584,415.023,413.006,439.131
1517,428.848,444.295,404.814,414.727,412.971,439.374
1518,428.928,443.987,405.256,414.563,413.224,439.520
1519,429.082,443.751,405.527,414.626,413.569,439.426
1520,429.125,443.722,405.486,414.675,413.888,439.284
1521,429.004,443.767,405.406,414.499,414.018,439.246
1522,428.908,443.662,405.427,414.342,413.689,439.304
1523,428.980,443.396,405.503,414.396,413.095,439.258
1524,428.986,443.197,405.516,414.627,412.755,438.921
1525,428.771,443.246,405.412,414.630,412.849,438.442
1526,428.555,443.528,405.340,414.482,413.198,438.182
1527,428.599,443.642,405.340,414.462,413.323,438.389
1528,428.805,443.442,405.153,414.654,413.129,438.841
1529,428.785,443.161,404.853,414.869,412.940,439.290
1530,428.528,443.214,404.853,414.974,412.965,439.673
1531,428.162,443.521,405.240,414.787,413.209,439.995
1532,427.895,443.768,405.497,414.601,413.452,440.132
1533,427.699,443.905,405.349,414.724,413.500,439.975
1534,427.438,443.935,404.949,414.967,413.400,439.555
1535,427.324,444.014,404.753,414.948,413.255,439.052
1536,427.373,444.197,404.920,414.602,413.084,438.839
1537,427.581,444.355,405.197,414.180,412.954,438.973
1538,427.923,444.340,405.369,414.014,413.022,439.117
1539,428.340,444.039,405.638,414.048,413.317,439.005
1540,428.445,443.695,406.090,414.083,413.601,438.635
1541,428.166,443.329,406.475,413.910,413.666,438.095
1542,427.674,442.820,406.684,413.577,413.329,437.671
1543,427.385,442.322,406.686,413.307,412.750,437.556
1544,427.329,442.073,406.707,413.255,412.337,437.512
1545,427.341,442.076,406.731,413.377,412.362,437.267
1546,427.335,442.388,406.605,413.654,412.706,437.042
1547,427.441,442.950,406.211,413.978,412.892,437.040
1548,427.626,443.391,405.777,414.288,412.853,437.210
1549,427.816,443.335,405.652,414.466,412.721,437.152
1550,427.967,442.698,405.920,414.473,412.740,436.735
1551,428.025,441.921,406.342,414.311,412.832,436.449
1552,427.883,441.506,406.676,414.227,412.788,436.488
1553,427.542,441.453,406.823,414.370,412.569,436.613
1554,427.028,441.568,406.898,414.474,412.192,436.719
1555,426.535,442.006,406.977,414.343,411.951,436.977
1556,426.306,442.741,406.978,413.796,412.136,437.450
1557,426.348,443.531,406.792,413.137,412.656,437.921
1558,426.552,444.091,406.729,412.796,413.201,438.322
1559,426.793,444.407,406.893,412.678,413.550,438.655
1560,427.025,444.433,407.189,412.578,413.750,438.796
1561,427.126,444.263,407.475,412.683,413.864,438.678
1562,426.914,443.843,407.709,413.102,413.819,438.489
1563,426.584,443.329,407.949,413.557,413.720,438.356
1564,426.340,443.104,408.223,413.736,413.578,438.218
1565,426.290,443.358,408.512,413.757,413.398,438.152
1566,426.437,443.649,408.725,413.680,413.225,438.114
1567,426.709,443.586,408.762,413.683,413.207,438.018
1568,426.883,443.319,408.656,413.814,413.385,437.839
1569,426.894,443.243,408.485,413.959,413.614,437.728
1570,426.655,443.212,408.276,413.899,413.821,437.778
1571,426.316,443.070,408.216,413.701,413.996,437.863
1572,426.144,442.984,408.310,413.690,414.124,437.868
1573,426.241,443.247,408.285,413.974,414.084,437.934
1574,426.310,443.799,408.044,414.366,413.954,438.142
1575,425.937,444.233,407.674,414.507,414.047,438.333
1576,425.297,444.317,407.409,414.359,414.387,438.468
1577,425.011,444.096,407.384,414.094,414.665,438.640
1578,425.241,443.721,407.432,413.939,414.552,438.856
1579,425.513,443.426,407.329,414.018,414.112,439.106
1580,425.569,443.499,407.179,414.102,413.768,439.148
1581,425.615,443.827,407.140,413.977,413.762,438.857
1582,425.855,444.151,407.331,413.488,413.938,438.293
1583,426.185,444.184,407.651,412.854,413.965,437.736
1584,426.338,443.837,407.892,412.537,413.925,437.439
1585,426.338,443.266,408.031,412.743,414.088,437.515
1586,426.408,442.806,408.074,413.311,414.334,437.810
1587,426.579,442.528,408.028,413.691,414.475,438.309
1588,426.730,442.410,408.030,413.680,414.297,438.846
1589,426.830,442.426,408.092,413.482,414.000,439.397
1590,426.827,442.486,408.208,413.460,413.844,439.841
1591,426.744,442.599,408.089,413.589,413.849,440.038
1592,426.544,442.753,407.671,413.701,413.803,440.035
1593,426.207,442.895,407.161,413.544,413.645,439.876
1594,425.741,442.927,406.710,413.057,413.493,439.641
1595,425.319,443.004,406.537,412.342,413.457,439.405
1596,425.174,443.099,406.574,411.869,413.433,439.219
1597,425.432,443.036,406.537,412.072,413.418,439.172
1598,426.005,442.712,406.301,412.760,413.356,439.293
1599,426.501,442.207,406.166,413.471,413.231,439.427
1600,426.720,441.755,406.263,413.835,413.017,439.573
1601,426.494,441.424,406.404,413.765,412.855,439.727
1602,426.003,441.249,406.444,413.337,412.804,439.969
1603,425.608,441.026,406.415,412.975,412.876,440.327
1604,425.660,440.865,406.423,413.053,413.091,440.525
1605,426.149,440.984,406.523,413.523,413.427,440.518
1606,426.825,441.505,406.626,413.971,413.720,440.449
1607,427.526,442.062,406.691,414.117,413.732,440.544
1608,427.860,442.329,406.766,414.038,413.400,440.726
1609,427.586,442.045,406.775,413.794,412.976,440.655
1610,427.004,441.509,406.580,413.444,412.643,440.420
1611,426.632,441.207,406.245,413.015,412.517,440.264
1612,426.680,441.140,405.991,412.678,412.601,440.202
1613,426.844,441.009,406.028,412.631,412.739,440.120
