 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17
621,514.206,503.445,510.344,512.854,511.928,515.053,492.059,508.567,529.974,521.953,523.174,515.539,493.443,476.949,499.632,520.445,503.031
622,514.451,503.980,509.884,512.683,511.243,515.056,492.182,509.255,529.547,522.747,523.772,516.042,493.174,476.583,499.935,519.939,503.191
623,514.463,504.530,509.572,512.666,510.884,514.838,492.198,509.545,529.595,523.381,524.352,516.572,493.499,475.841,499.594,519.774,503.275
624,514.234,504.617,509.491,512.566,511.055,514.313,492.179,509.345,529.783,523.468,524.677,516.693,494.269,475.130,498.746,519.923,503.217
625,513.796,504.157,509.656,512.534,511.432,513.813,492.137,508.963,529.977,523.057,524.720,516.443,494.736,474.924,498.062,519.937,503.020
626,513.323,503.411,509.867,512.516,511.691,513.596,491.845,508.910,530.063,522.496,524.652,516.042,494.574,475.309,498.145,519.742,502.699
627,513.073,502.883,510.014,512.577,511.812,513.698,491.581,509.365,530.049,522.055,524.424,515.690,494.165,475.765,499.051,519.693,502.193
628,513.153,502.856,509.965,512.473,511.789,514.040,491.549,510.092,529.787,521.964,523.868,515.365,494.082,475.757,500.248,520.071,501.703
629,513.596,503.237,509.765,512.058,511.384,514.645,491.888,510.673,529.014,522.430,523.246,514.960,494.361,475.574,501.134,520.724,501.434
630,514.253,503.811,509.263,511.398,510.866,515.151,492.483,510.739,527.661,523.470,522.573,515.045,494.387,475.483,501.446,521.293,501.596
631,514.841,504.473,508.470,510.915,510.688,515.137,493.054,510.393,526.531,524.206,521.876,515.755,494.015,475.620,501.051,521.478,502.045
632,514.813,505.129,507.989,510.871,511.068,514.635,493.384,510.009,526.125,524.032,521.489,516.479,493.608,475.833,500.312,521.506,502.443
633,514.357,505.640,508.189,511.076,511.513,514.095,493.273,509.749,526.141,523.074,521.408,516.492,493.593,475.765,499.674,521.762,502.422
634,513.679,505.826,508.807,511.269,511.526,513.838,492.855,509.714,526.096,521.538,521.520,515.842,493.964,475.463,499.507,522.295,502.236
635,512.992,505.733,509.123,511.464,510.963,513.794,492.338,509.820,526.043,520.157,521.468,514.797,494.211,475.326,499.763,522.778,502.195
636,512.495,505.380,508.891,511.622,510.197,513.595,492.054,510.046,526.294,519.530,521.282,513.802,493.785,475.463,500.239,523.116,502.525
637,512.156,504.926,508.214,511.561,509.485,513.087,491.979,510.411,526.754,519.562,521.157,513.122,492.831,475.811,500.538,523.329,502.838
638,512.047,504.587,507.519,511.171,508.982,512.440,491.959,510.760,527.043,519.562,521.093,512.746,491.782,476.297,500.596,523.541,502.779
639,512.119,504.530,507.137,510.698,508.726,512.061,491.853,511.018,527.098,519.270,520.644,512.608,491.085,476.613,500.574,523.711,502.365
640,512.165,504.654,507.291,510.408,508.546,511.971,491.643,511.261,526.948,519.170,519.785,512.441,490.731,476.679,500.723,523.795,501.793
641,512.002,504.963,507.393,510.264,508.327,511.944,491.383,511.543,526.804,519.462,518.859,512.247,490.828,476.390,501.069,523.841,501.307
642,511.911,505.577,507.158,510.103,508.050,511.707,491.211,511.789,526.772,519.785,518.576,512.229,491.467,476.002,501.484,523.795,501.312
643,512.023,506.189,506.849,509.844,508.059,511.389,491.351,511.872,526.560,519.753,519.193,512.359,492.225,475.870,501.603,523.555,501.637
644,512.404,506.428,506.596,509.618,508.237,511.170,491.856,511.661,525.878,519.400,520.327,512.457,492.545,475.716,501.150,523.476,501.967
645,512.969,506.218,506.432,509.431,508.447,511.106,492.364,511.437,525.006,519.162,521.354,512.318,492.467,475.309,500.272,523.644,501.797
646,513.261,505.881,506.316,509.348,508.498,511.293,492.360,511.451,524.216,519.323,521.770,512.111,492.465,474.841,499.616,523.736,501.078
647,513.067,505.721,506.382,509.366,508.309,511.580,491.729,511.675,523.528,519.719,521.607,512.169,492.557,474.600,499.297,523.591,499.994
648,512.676,505.598,506.919,509.146,507.869,511.707,491.029,511.905,523.156,520.023,521.221,512.537,492.622,474.718,499.000,523.435,499.078
649,512.518,505.394,507.628,508.845,507.305,511.592,490.876,511.895,523.459,519.855,520.876,512.976,492.596,474.931,498.612,523.299,498.793
650,512.579,505.229,508.232,508.619,506.963,511.354,491.144,511.714,524.121,518.983,520.309,513.098,492.467,475.020,498.420,523.175,499.129
651,512.392,505.231,508.414,508.273,506.971,510.976,491.507,511.587,524.410,517.800,519.571,512.737,491.966,475.132,498.723,523.167,499.674
652,511.813,505.451,507.996,507.598,507.215,510.513,491.702,511.585,523.986,517.134,519.062,512.272,491.249,475.240,499.355,523.384,500.084
653,511.236,505.601,507.291,506.945,507.393,510.090,491.507,511.694,523.280,517.508,519.118,512.098,490.920,475.201,499.868,523.504,500.311
654,510.903,505.417,506.853,506.704,507.340,509.981,490.848,511.894,522.806,518.543,519.501,512.045,491.414,474.941,499.940,523.250,500.305
655,510.880,505.109,506.933,506.927,507.213,510.008,490.113,512.015,522.739,519.674,519.861,511.944,492.157,475.017,499.603,522.612,500.264
656,510.983,504.907,507.095,507.244,507.344,510.013,489.640,512.024,522.879,520.162,520.271,511.978,492.310,475.235,499.103,521.880,500.203
657,510.980,504.954,507.207,507.311,507.585,509.973,489.226,512.138,523.026,520.166,520.896,512.138,491.746,475.221,498.507,521.366,499.795
658,510.827,505.078,507.116,507.269,507.857,509.994,488.778,512.363,523.243,520.404,521.594,512.154,491.046,475.037,497.777,521.156,499.059
659,510.612,505.128,507.025,507.351,508.575,510.283,488.565,512.528,523.471,521.345,521.923,511.693,490.726,475.377,497.219,520.817,498.678
660,510.429,504.936,507.116,507.413,509.969,511.035,488.820,512.275,523.740,522.881,521.868,511.038,490.780,476.282,497.558,520.213,499.023
661,510.356,504.389,507.572,507.146,511.831,511.871,489.483,511.666,524.664,524.762,521.681,510.782,491.022,477.120,499.232,520.033,500.105
662,510.429,503.776,508.274,506.520,513.877,512.313,490.032,511.097,526.644,527.396,521.658,511.450,491.668,477.382,501.929,520.512,501.414
663,510.685,503.358,508.604,505.903,515.899,512.365,490.179,510.879,529.208,530.938,521.638,512.864,492.814,477.056,504.652,521.120,502.664
664,511.101,503.276,508.270,505.464,517.574,512.404,490.011,510.866,531.468,534.581,521.460,514.568,493.775,476.539,506.750,521.089,503.934
665,511.515,503.560,507.544,505.209,518.540,512.545,489.911,510.672,533.284,537.345,521.058,516.060,494.324,476.069,508.181,520.575,505.453
666,511.622,504.070,506.993,505.102,518.980,512.809,489.920,510.106,534.957,539.187,520.915,517.207,494.646,475.402,509.022,520.010,507.084
667,511.310,504.663,507.105,505.214,519.232,513.404,489.885,509.435,536.688,540.502,521.017,518.058,495.116,474.875,509.326,519.683,508.283
668,510.944,505.196,507.803,505.340,519.358,514.359,489.742,508.976,538.177,541.679,520.803,518.695,495.743,474.770,509.384,519.447,508.674
669,510.632,505.606,508.207,505.152,519.237,515.225,489.450,508.710,539.257,542.726,520.000,518.955,496.429,474.956,509.525,519.272,508.797
670,510.399,505.948,508.042,504.572,518.938,515.534,489.177,508.472,539.995,543.679,519.184,518.788,496.877,474.946,510.013,519.022,509.193
671,510.209,506.133,507.586,504.071,518.993,515.461,488.915,508.314,540.667,544.481,519.097,518.514,497.102,474.816,510.592,518.709,509.920
672,510.108,506.174,507.305,504.118,519.759,515.322,488.429,508.268,541.064,544.915,519.507,518.577,497.293,474.956,510.922,518.616,510.854
673,509.964,506.053,507.204,504.574,521.000,515.545,487.930,508.294,541.124,544.789,519.656,519.151,497.724,475.243,510.848,518.886,511.875
674,509.505,506.002,507.319,504.974,522.544,516.182,487.904,508.193,540.965,544.343,519.449,520.140,498.358,475.926,510.752,519.059,512.889
675,508.969,506.117,507.530,504.944,524.373,517.103,488.325,508.066,540.969,544.274,519.139,521.127,499.022,477.142,511.054,518.839,513.768
676,508.819,506.188,507.719,504.504,526.379,518.469,488.590,508.083,541.157,544.783,518.683,522.047,499.370,478.544,511.567,518.429,514.559
677,509.217,506.218,507.821,503.904,527.903,520.137,488.558,508.103,541.425,545.619,518.112,522.568,499.339,479.507,511.652,518.380,515.412
678,509.747,506.376,507.951,503.593,528.781,521.650,488.566,507.866,541.777,546.226,517.867,522.530,499.172,479.917,511.210,518.809,516.449
679,509.891,506.740,508.042,503.756,529.430,522.767,488.946,507.398,542.014,546.102,518.149,522.120,499.245,479.868,510.730,519.453,517.180
680,509.468,507.193,507.621,503.968,530.031,523.584,489.670,507.213,541.982,545.511,518.681,521.439,499.550,479.752,510.462,519.980,517.373
681,509.097,507.616,506.632,503.689,530.388,524.251,490.298,507.459,541.563,544.838,519.062,520.748,499.976,479.907,510.321,520.228,517.385
682,509.147,507.934,505.912,503.088,530.505,524.989,490.589,507.706,540.940,544.591,519.044,520.563,500.475,480.422,510.069,520.134,517.734
683,509.301,508.183,505.989,502.665,530.710,525.977,490.740,507.761,540.292,544.713,518.747,521.114,500.855,480.897,510.080,519.693,518.186
684,509.081,508.299,506.568,502.520,531.062,526.768,491.077,507.650,539.645,544.726,518.282,521.911,500.818,480.983,510.326,519.222,518.418
685,508.594,508.483,506.937,502.454,531.349,527.010,491.809,507.066,539.089,544.181,517.868,522.318,500.383,480.963,510.252,519.116,518.246
686,508.332,508.993,506.930,502.266,531.336,526.950,492.713,506.033,538.596,543.411,517.456,521.935,500.000,481.461,509.748,519.236,517.900
687,508.557,509.651,506.660,502.073,531.004,526.915,493.177,505.193,538.271,542.792,517.077,520.846,499.838,482.414,508.987,519.224,517.781
688,509.168,510.133,506.274,501.995,530.647,526.976,493.324,505.042,538.023,542.483,516.899,519.719,499.722,483.225,508.504,518.980,517.828
689,509.849,510.295,505.814,502.105,530.351,527.042,493.499,505.345,537.734,542.489,516.863,519.443,499.540,483.324,508.576,518.961,517.795
690,510.094,510.148,505.393,502.390,530.107,527.193,493.781,505.769,537.517,542.538,516.857,520.000,499.600,482.632,508.882,519.465,517.336
691,509.555,510.045,505.319,502.652,529.822,527.574,493.997,506.169,537.417,542.517,516.832,520.864,500.010,481.542,508.703,519.967,516.502
692,508.516,510.297,505.832,502.804,529.410,528.000,494.105,506.659,537.442,542.492,516.795,521.452,500.484,480.799,507.904,519.906,515.803
693,507.786,510.784,506.684,502.795,529.173,528.323,493.836,507.174,537.404,542.317,516.511,521.076,500.954,480.797,507.165,519.447,515.566
694,507.629,511.022,507.635,502.625,529.263,528.230,493.426,507.695,536.965,541.715,516.075,519.739,501.441,481.140,506.984,519.260,515.574
695,507.814,510.900,508.386,502.401,529.336,527.625,493.150,507.969,536.009,540.757,515.810,518.523,501.683,481.593,507.379,519.545,515.434
696,507.978,510.581,509.053,502.384,529.222,526.965,493.311,507.582,534.665,539.847,515.897,518.392,501.625,481.841,507.725,519.835,515.148
697,508.084,510.407,509.758,502.774,529.432,527.079,494.024,506.719,533.567,539.019,516.120,518.967,501.329,481.752,507.694,519.821,515.039
698,508.033,510.643,510.733,503.399,530.342,528.233,494.715,506.233,533.113,538.136,516.304,519.321,501.211,481.456,507.467,519.419,515.357
699,507.874,511.185,511.821,503.748,531.601,529.834,494.785,506.765,533.274,537.343,516.466,519.105,501.184,481.353,507.277,519.012,516.076
700,507.729,511.852,512.772,503.490,532.660,531.220,494.415,507.976,533.639,537.155,516.921,518.550,500.746,481.478,507.317,518.819,516.719
701,507.688,512.436,513.463,502.744,533.217,532.106,494.040,509.044,533.763,537.804,517.669,517.806,499.903,481.578,507.650,518.974,516.920
702,507.750,512.747,513.937,502.073,533.197,532.669,493.667,509.433,533.436,538.753,518.108,517.004,498.923,481.480,507.993,519.335,516.611
703,507.679,512.803,514.218,502.039,532.710,533.235,493.300,509.286,532.694,539.100,517.689,516.419,498.157,481.235,507.978,519.850,515.990
704,507.462,512.665,514.126,502.558,532.176,534.114,493.234,509.099,531.671,538.764,516.588,516.073,497.821,481.125,507.638,520.400,515.414
705,507.345,512.483,513.860,503.012,531.798,534.894,493.560,509.031,530.696,538.170,515.495,515.650,498.041,481.314,507.027,520.902,514.986
706,507.245,512.444,513.930,502.897,531.697,535.151,494.148,508.936,529.954,537.389,515.006,515.129,498.596,481.794,506.542,521.315,514.725
707,506.778,512.581,514.547,502.179,531.969,534.857,494.724,508.921,529.586,536.294,514.963,514.688,498.741,482.390,506.721,521.644,514.490
708,506.186,512.681,515.214,501.067,532.463,534.320,495.077,508.963,529.648,535.179,515.095,514.450,498.373,482.843,507.507,521.715,514.152
709,506.066,512.541,515.263,500.102,532.586,533.830,495.246,508.905,530.145,534.519,515.091,514.158,498.140,482.914,508.438,521.579,513.826
710,506.479,512.130,514.807,499.883,531.972,533.551,495.254,508.769,530.566,534.594,515.110,513.633,498.131,482.174,509.123,521.480,513.527
711,506.977,511.585,514.533,500.564,531.009,533.523,494.994,508.712,530.471,535.119,515.325,513.278,497.993,481.221,509.509,521.480,513.320
712,507.367,511.297,514.870,501.536,530.002,533.621,494.504,508.539,530.206,535.381,515.464,513.281,497.538,480.529,509.529,521.496,513.453
713,507.903,511.200,515.218,502.278,529.219,533.598,494.163,508.277,530.476,535.072,515.373,513.401,497.044,480.441,509.094,521.400,513.771
714,508.534,511.062,515.126,502.599,529.042,533.304,494.100,508.029,531.494,534.600,515.364,513.294,496.678,480.679,508.487,521.049,513.758
715,508.980,510.853,514.740,502.528,529.647,532.748,494.144,507.969,532.745,534.440,515.576,513.174,496.453,480.900,508.254,520.476,513.361
716,509.168,510.869,514.316,501.968,530.213,531.913,494.062,507.855,533.914,534.530,515.720,513.517,496.518,481.088,508.281,519.892,512.844
717,509.159,511.211,513.646,501.244,530.039,531.111,493.901,507.339,535.145,534.598,515.727,514.089,496.734,481.338,508.406,519.409,512.377
718,509.193,511.515,512.768,500.750,529.303,530.952,493.960,506.523,536.199,534.864,515.874,514.243,496.860,481.691,508.411,518.941,512.098
719,509.359,511.553,512.007,500.555,528.430,531.487,494.418,505.804,536.638,535.251,516.219,513.853,496.627,481.855,508.382,518.504,512.152
720,509.524,511.451,511.621,500.566,527.717,531.992,495.073,505.372,536.635,535.298,516.501,513.370,496.155,481.654,508.507,518.360,512.305
721,509.644,511.314,511.456,500.904,527.066,531.878,495.458,505.264,536.668,534.700,516.263,513.007,495.736,481.172,508.786,518.596,512.211
722,509.814,511.131,511.558,501.372,526.493,531.288,495.204,505.490,536.644,533.855,515.462,512.550,495.760,480.797,508.719,519.016,511.822
723,510.112,510.858,511.723,501.489,526.097,530.777,494.576,505.796,536.346,533.304,514.559,512.298,496.082,480.931,507.926,519.575,511.236
724,510.429,510.532,511.712,501.068,525.840,530.613,493.947,506.193,535.878,533.217,514.180,512.679,496.119,481.262,507.056,520.002,510.492
725,510.583,510.186,511.730,500.238,525.557,530.487,493.743,506.561,535.791,533.360,514.375,513.212,495.656,481.500,506.746,520.089,509.883
726,510.605,510.084,511.902,499.384,525.230,530.294,493.915,506.972,535.995,533.391,514.698,513.261,494.993,481.488,506.732,519.844,509.609
727,510.686,510.280,512.151,498.803,524.938,530.299,494.279,507.105,536.182,533.387,514.894,513.031,494.777,481.159,506.616,519.608,509.461
728,510.925,510.593,511.912,498.595,524.700,530.384,494.494,506.941,536.121,533.336,514.698,513.294,495.046,480.647,506.272,519.632,509.172
729,511.089,510.757,511.330,499.027,524.461,530.285,494.252,506.738,535.806,533.087,514.184,514.089,495.368,480.167,506.004,519.742,508.719
730,511.154,510.742,510.954,500.026,524.217,529.730,493.394,506.617,535.379,532.670,513.505,514.871,495.470,479.936,506.286,519.681,508.271
731,511.070,510.663,510.740,501.103,524.180,529.063,492.301,506.604,535.029,532.138,512.743,515.127,495.271,479.760,507.047,519.476,507.844
732,510.864,510.589,510.474,501.602,524.255,528.633,491.619,506.699,535.073,531.615,512.124,514.737,494.995,479.539,507.777,519.451,507.416
733,510.685,510.486,510.344,501.545,523.985,528.558,491.375,506.780,535.317,531.170,511.598,513.871,494.886,479.395,508.397,519.693,507.023
734,510.663,510.229,510.421,501.026,523.491,528.486,491.384,506.596,535.491,530.730,511.035,513.082,495.092,479.284,509.147,520.022,506.916
735,510.738,509.612,510.635,500.273,523.528,528.169,491.421,506.239,535.131,530.453,510.478,512.673,495.215,478.919,509.933,520.293,507.057
736,510.842,508.822,510.832,499.744,524.351,527.637,491.576,506.138,534.289,530.543,510.422,512.494,494.845,478.137,510.520,520.400,507.100
737,510.844,508.256,511.109,499.862,525.426,527.177,491.708,506.499,533.442,530.757,510.834,512.517,494.266,477.532,510.998,520.437,506.850
738,510.739,508.116,511.509,500.311,525.930,527.042,491.879,507.150,532.850,530.894,511.348,512.889,493.751,477.620,511.286,520.636,506.367
739,510.652,508.214,511.765,500.621,525.467,527.040,492.182,507.611,532.636,530.579,511.613,513.408,493.390,478.360,511.194,521.016,505.736
740,510.741,508.208,511.404,500.677,524.472,527.050,492.778,507.613,532.795,529.598,511.613,513.659,493.182,479.252,510.656,521.130,505.434
741,510.846,508.167,510.309,500.622,523.483,526.738,493.327,507.191,533.098,528.189,511.435,513.563,493.172,480.015,510.096,520.547,505.420
742,510.649,508.281,509.256,500.395,522.796,526.109,493.392,506.767,533.333,526.834,511.275,513.481,493.206,480.412,509.775,519.541,505.430
743,510.192,508.420,508.754,500.103,522.153,525.331,492.871,506.694,533.131,525.794,511.186,513.717,492.939,480.343,509.502,518.833,505.363
744,509.768,508.344,508.807,499.900,521.507,524.630,492.073,506.783,532.497,524.904,510.986,513.978,492.550,480.208,509.212,519.026,505.443
745,509.688,508.038,508.821,500.064,521.020,524.021,491.496,506.605,531.693,524.247,510.617,513.804,492.487,480.196,509.129,519.821,505.770
746,509.902,507.823,508.881,500.659,520.557,523.613,491.330,506.305,530.902,523.770,510.263,513.082,493.080,479.953,509.371,520.476,506.041
747,510.025,507.931,509.130,501.646,520.062,523.432,491.472,506.347,530.125,523.492,510.174,512.194,493.833,479.186,509.763,520.445,505.951
748,510.033,508.417,509.418,502.596,519.724,523.392,491.777,506.842,529.390,523.536,510.261,511.550,493.908,478.412,510.257,519.953,505.582
749,509.964,509.110,509.351,503.288,519.491,523.416,492.134,507.396,529.020,523.840,510.431,511.385,493.288,478.235,510.984,519.303,505.207
750,509.942,509.717,509.091,503.657,519.094,523.616,492.560,507.673,529.346,524.366,511.039,511.864,492.521,478.355,511.797,518.652,505.256
751,509.878,510.072,508.733,504.156,518.805,524.121,492.908,507.690,530.119,525.147,512.298,512.806,491.818,478.238,512.223,517.880,505.678
752,509.680,510.265,508.540,505.266,519.112,524.518,492.730,507.461,530.742,525.704,513.702,514.214,491.138,478.025,512.241,517.065,506.125
753,509.276,510.349,508.568,506.759,520.112,524.437,492.011,506.822,531.121,525.823,514.975,515.828,490.927,478.140,512.297,516.502,506.459
754,508.749,510.215,508.761,507.901,521.211,523.905,491.300,506.088,531.755,525.698,516.362,517.131,490.944,478.529,512.623,516.299,506.855
755,508.151,509.875,508.968,508.552,522.068,523.416,491.252,505.721,532.777,525.719,517.925,518.009,490.610,478.608,512.882,516.301,507.568
756,507.705,509.479,509.060,508.918,522.485,523.214,491.829,505.763,533.823,525.813,519.509,518.855,489.613,478.015,512.643,516.193,508.637
757,507.671,509.351,508.989,509.018,522.542,523.463,492.378,505.868,534.500,525.853,520.861,519.967,488.755,476.767,511.978,515.774,509.955
758,508.092,509.577,508.726,508.841,522.434,523.852,492.710,505.670,534.615,525.651,522.010,520.797,488.705,475.431,511.391,514.961,511.174
759,508.477,509.953,508.186,508.715,522.289,523.957,493.268,505.294,534.367,525.181,522.801,521.125,489.073,474.846,511.438,514.354,511.955
760,508.476,510.084,507.411,508.791,522.130,523.572,494.234,505.022,534.125,524.851,523.162,521.076,489.312,475.657,511.877,514.545,512.197
761,508.086,509.777,506.723,509.138,521.987,522.868,495.220,504.879,534.011,524.926,523.161,521.412,489.215,477.358,511.991,515.276,512.416
762,507.632,509.310,506.604,509.616,521.688,522.219,496.016,504.809,533.771,525.330,522.992,522.127,489.252,479.027,511.513,515.919,512.766
763,507.357,509.151,506.944,510.171,521.143,522.125,496.557,505.007,532.916,525.681,522.718,522.539,489.496,480.091,510.946,516.150,513.230
764,507.418,509.344,507.481,510.856,520.700,522.572,496.946,505.780,531.688,525.726,522.397,522.147,489.508,480.973,510.321,516.356,513.463
765,507.738,509.785,507.849,511.402,520.559,523.137,497.271,506.730,530.884,525.498,522.168,521.189,488.952,482.142,509.654,516.866,513.475
766,508.097,510.294,507.940,511.411,520.656,523.368,497.351,507.268,530.775,524.938,522.155,520.276,488.317,483.708,508.864,517.557,513.115
767,508.314,510.548,507.698,511.023,520.847,523.220,497.308,507.018,531.008,524.228,522.344,519.884,488.153,485.032,508.312,517.911,512.529
768,508.228,510.500,507.197,510.835,521.373,523.066,497.198,506.005,530.937,523.615,522.631,519.824,488.663,485.520,508.529,517.681,512.029
769,507.958,510.277,506.821,511.226,521.998,523.175,497.209,504.642,530.566,523.334,522.845,519.751,489.809,485.390,509.489,517.197,511.900
770,507.881,509.859,506.611,511.995,522.410,523.431,497.289,503.818,530.265,523.228,522.907,519.417,491.000,485.257,510.511,517.159,512.244
771,508.190,509.246,506.656,512.924,522.171,523.651,497.333,504.152,530.346,523.281,523.085,519.018,491.402,485.363,511.165,517.878,512.793
772,508.746,508.577,506.895,514.035,521.193,523.752,497.352,505.268,530.518,523.423,523.729,519.016,490.860,485.517,511.694,518.778,513.205
773,509.250,508.014,506.870,515.451,519.888,523.553,497.220,506.426,530.445,523.755,524.518,519.294,489.874,485.809,512.460,519.224,513.293
774,509.482,507.726,506.502,517.208,518.700,522.958,497.174,506.879,530.119,524.096,524.838,519.626,488.981,486.358,513.263,519.388,513.244
775,509.546,507.661,506.151,519.261,518.114,522.161,497.325,506.530,529.942,524.434,524.723,519.991,488.366,486.868,513.696,519.571,513.475
776,509.273,507.483,506.340,521.106,517.886,521.420,497.530,505.776,530.176,524.813,524.468,520.345,488.274,486.985,513.605,519.559,513.732
777,508.630,507.223,506.747,522.217,517.436,520.817,497.617,505.143,530.497,524.904,524.346,520.267,488.724,486.975,513.047,519.167,513.785
778,507.978,507.086,506.751,522.733,516.739,520.412,497.507,504.987,530.356,524.738,524.470,519.521,489.295,487.049,512.214,518.715,513.664
779,507.702,507.260,505.972,522.956,516.504,520.471,497.239,505.048,529.638,524.664,524.899,518.512,489.586,487.066,511.574,518.575,513.598
780,507.871,507.494,505.098,523.103,517.039,520.971,497.022,505.171,528.806,524.613,525.559,517.808,489.685,487.017,511.453,518.717,513.521
781,508.538,507.500,504.814,523.416,517.982,521.505,497.038,505.339,528.329,524.181,526.006,517.261,489.908,487.174,512.004,518.994,513.316
782,509.622,507.359,505.267,523.868,518.833,521.563,497.402,505.415,528.240,523.149,525.948,516.486,490.201,487.586,512.699,519.459,513.168
783,510.707,507.251,505.905,523.971,519.180,521.265,497.737,505.261,528.171,522.272,525.325,515.548,490.150,487.900,512.708,519.919,513.191
784,511.321,507.194,506.207,523.558,519.401,520.981,497.778,505.079,527.661,522.236,524.354,515.194,489.901,487.701,512.058,520.171,513.180
785,511.627,507.101,506.126,523.317,520.149,520.850,497.437,504.884,526.901,522.866,523.389,515.619,489.726,487.721,511.152,520.250,513.268
786,511.931,506.874,506.105,523.589,521.846,521.153,497.144,504.472,526.520,523.540,522.733,515.949,489.424,488.309,510.868,520.053,513.719
787,512.470,506.504,506.193,524.076,524.245,522.035,497.252,503.903,526.888,524.245,522.596,515.452,488.930,489.299,511.230,519.591,514.137
788,513.059,506.027,506.179,524.338,526.511,523.140,497.663,503.389,527.514,525.136,522.959,514.350,488.489,490.010,511.732,519.085,514.213
789,513.357,505.679,505.744,524.252,528.145,524.037,498.140,503.272,527.680,526.119,523.451,513.392,488.458,490.446,511.719,519.094,513.955
790,513.303,505.779,504.919,524.065,529.186,524.477,498.831,503.679,527.327,527.134,523.631,513.122,488.910,490.826,510.946,519.620,513.893
791,513.192,506.348,503.860,524.161,529.936,524.820,499.952,504.349,526.937,528.368,523.420,513.410,489.421,491.328,509.804,520.071,514.516
792,513.264,506.815,502.905,524.355,530.498,525.260,500.979,504.837,526.739,529.521,522.681,513.788,489.615,491.662,508.600,520.104,515.627
793,513.690,506.748,502.133,524.083,530.965,525.572,501.522,504.947,526.552,530.106,521.590,513.719,489.295,491.706,507.587,519.996,516.432
794,514.390,506.239,501.526,523.200,531.296,525.574,501.848,504.806,526.358,530.026,520.671,513.432,488.818,491.404,507.080,520.207,516.377
795,515.066,505.878,501.470,522.364,531.504,525.268,502.134,504.459,526.234,529.706,520.333,513.312,488.814,491.179,507.317,520.852,515.576
796,515.605,505.818,502.274,522.129,531.546,524.826,502.423,504.341,526.043,529.660,520.455,513.499,489.363,491.414,507.748,521.892,514.885
797,515.821,505.745,503.481,522.287,531.535,524.625,502.770,504.556,525.765,530.266,520.466,513.506,490.015,492.130,507.984,523.002,514.844
798,515.702,505.351,504.035,522.375,531.717,524.773,503.159,504.850,525.486,531.464,520.033,512.973,490.465,492.640,507.922,523.632,515.312
799,515.471,504.817,503.754,522.162,532.085,525.069,503.482,505.103,525.193,532.617,519.259,512.216,490.772,492.645,507.710,523.321,515.740
800,515.385,504.484,503.126,521.577,532.551,525.037,503.801,505.697,524.974,533.055,518.696,511.757,490.755,492.483,507.585,522.435,516.016
801,515.387,504.551,502.512,520.546,532.972,524.590,504.075,506.690,525.151,532.728,518.569,511.483,490.206,492.691,507.891,521.453,516.182
802,515.264,505.045,502.221,519.656,533.355,524.150,504.416,507.462,525.639,532.204,518.625,511.122,489.332,493.343,508.710,520.628,516.211
803,514.969,505.721,502.186,519.479,533.529,524.047,504.619,507.576,525.844,531.764,518.720,510.595,488.734,493.919,509.433,520.150,516.010
804,514.725,506.243,502.239,520.012,533.434,524.039,504.553,507.319,525.226,531.157,518.936,510.071,488.741,494.240,509.547,520.386,515.551
805,514.590,506.437,502.572,520.487,533.176,523.723,504.096,506.872,524.164,530.206,519.110,509.831,489.111,494.243,509.417,521.108,515.182
806,514.618,506.445,503.418,520.479,532.961,523.236,503.348,506.132,523.291,529.311,519.128,509.597,489.925,493.983,509.426,521.756,515.262
807,514.761,506.709,504.386,520.335,532.748,522.850,502.707,505.217,523.098,528.926,518.781,509.062,491.085,493.645,509.248,522.031,515.625
808,514.852,507.375,505.025,520.206,532.684,522.598,502.391,504.886,523.287,529.106,518.280,508.572,492.029,493.632,508.556,522.177,515.510
809,514.755,508.131,505.302,520.055,532.960,522.405,502.396,505.396,523.182,529.383,517.747,508.483,492.211,494.108,507.634,522.421,514.564
810,514.607,508.409,505.368,519.753,533.410,522.034,502.490,506.158,522.720,529.272,517.458,508.764,491.719,494.750,506.897,522.758,513.494
811,514.515,508.069,505.228,519.523,533.542,521.601,502.633,506.646,522.543,528.685,517.515,509.118,490.663,495.164,506.446,522.821,512.951
812,514.268,507.632,504.456,519.115,533.149,521.264,502.831,506.901,522.847,527.923,517.836,509.457,489.569,495.032,506.272,522.652,512.707
813,513.729,507.386,503.547,518.376,532.564,521.145,503.065,506.934,522.988,527.436,518.201,509.702,488.971,494.400,506.174,522.652,512.326
814,513.059,507.390,503.232,517.630,532.136,521.122,503.419,506.728,522.720,527.106,518.571,509.688,488.651,493.466,505.931,522.856,511.709
815,512.526,507.498,503.481,517.149,531.745,520.965,503.896,506.505,522.431,526.634,519.046,509.526,488.397,492.794,505.384,523.075,511.043
816,512.298,507.705,503.228,516.882,531.097,520.687,504.223,506.574,522.298,526.128,519.443,509.477,488.073,492.686,504.790,523.069,510.656
817,512.446,508.092,502.372,516.719,530.092,520.381,504.013,506.747,522.115,526.023,519.393,509.336,488.174,492.971,504.469,522.624,510.369
818,512.947,508.359,501.793,516.772,529.123,520.140,503.391,506.721,521.610,526.251,519.085,508.871,488.857,493.478,504.569,521.785,510.275
