 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21
4987,509.623,496.260,508.970,508.627,506.229,494.815,517.958,488.245,498.006,498.361,509.404,500.679,494.440,510.489,521.781,512.524,495.016,493.242,494.906,482.746,506.079
4988,511.451,499.631,506.768,505.500,509.788,494.754,518.018,488.505,495.732,501.851,508.375,500.840,494.600,510.714,521.432,509.839,495.408,489.364,491.350,487.231,502.134
4989,513.114,495.659,507.759,503.154,506.441,495.088,521.297,491.523,493.134,498.873,510.898,503.048,494.401,511.538,523.153,514.575,492.585,487.882,496.338,487.533,503.066
4990,506.363,499.931,510.571,508.145,505.057,497.398,517.468,491.709,492.745,501.273,510.399,502.372,492.554,509.307,521.637,513.539,493.830,492.964,493.688,486.095,503.709
4991,508.685,498.019,510.401,507.529,508.320,498.566,517.485,488.057,497.866,500.019,508.519,502.934,491.786,510.427,521.434,509.532,491.857,490.998,490.305,486.359,506.648
4992,516.147,503.073,511.180,504.355,505.815,495.881,518.609,490.848,493.097,497.112,508.951,500.232,491.505,513.452,519.698,510.339,494.874,490.202,489.291,492.296,508.003
4993,505.253,501.358,510.344,505.373,504.960,496.707,516.118,484.727,490.963,499.854,506.704,503.668,491.711,510.272,521.853,515.506,491.959,491.154,495.063,490.797,500.031
4994,505.337,499.541,507.015,506.691,508.724,491.552,516.533,486.302,494.944,496.667,510.169,501.337,494.377,510.971,519.817,510.002,493.698,495.733,493.289,487.980,507.205
4995,509.484,499.339,508.616,507.867,507.906,498.967,518.116,489.142,497.626,499.207,509.324,500.872,493.254,510.438,521.965,513.809,498.421,492.263,496.733,486.112,506.312
4996,506.249,497.258,511.962,504.315,511.879,495.188,520.067,492.064,490.340,497.274,507.948,501.008,491.863,512.607,520.980,510.337,493.879,493.002,492.287,490.673,505.131
4997,505.582,499.004,507.828,510.701,507.508,498.229,516.843,487.804,497.841,498.303,507.379,501.301,490.240,512.088,520.851,509.850,493.637,491.586,489.774,485.785,504.058
4998,514.125,498.981,508.816,505.297,511.667,500.133,517.047,489.657,494.941,498.262,507.572,502.002,493.342,514.057,520.353,514.206,493.443,490.040,495.458,489.341,505.816
4999,509.538,501.472,506.492,505.683,500.747,496.144,518.835,493.211,494.414,496.486,504.224,501.590,490.839,512.070,518.716,511.455,492.486,491.074,495.462,485.828,503.436
5000,511.524,495.187,506.808,504.867,510.283,495.439,518.080,487.804,493.928,500.184,507.266,500.901,491.010,514.861,519.896,509.534,496.815,489.869,492.589,490.955,500.727
5001,510.839,497.273,510.003,502.873,506.721,492.401,517.622,485.503,493.246,497.096,507.868,498.433,491.340,510.405,519.166,511.994,495.138,491.574,493.165,486.485,506.685
5002,512.249,497.075,506.801,507.558,503.458,497.898,517.566,484.920,496.508,498.502,508.851,500.950,492.552,507.065,517.648,512.938,490.920,489.094,490.544,486.720,505.144
5003,510.645,504.311,508.854,504.280,507.007,496.467,518.662,487.954,495.785,496.310,505.450,500.360,492.668,507.315,518.711,509.987,494.627,492.896,497.236,491.347,506.504
5004,514.799,497.850,507.885,502.620,504.350,495.077,519.787,491.887,493.551,499.061,505.172,499.856,492.521,505.613,518.413,514.341,492.490,491.338,495.735,485.669,502.512
5005,513.784,498.418,508.652,502.861,505.226,494.790,519.792,488.613,497.489,496.120,505.733,501.409,491.171,510.143,518.383,509.841,494.032,492.424,496.059,489.304,503.740
5006,516.659,492.075,507.173,507.396,504.465,498.210,519.335,487.327,493.617,497.070,507.346,499.661,493.740,506.642,517.880,505.148,493.671,489.324,496.365,490.148,504.580
5007,516.963,499.255,507.375,499.728,508.855,495.884,517.685,485.389,496.981,500.398,503.721,501.485,491.666,506.652,516.986,510.815,491.148,492.068,498.147,489.661,507.150
5008,513.084,498.672,508.506,502.307,508.862,496.688,516.557,487.642,490.153,498.452,507.646,501.510,491.475,506.873,516.704,508.479,495.401,492.724,494.077,487.988,506.887
5009,517.425,501.981,507.710,503.956,507.340,494.646,517.919,487.160,500.555,496.479,507.452,499.148,494.004,512.730,517.503,511.773,491.236,495.260,495.067,490.099,504.706
5010,521.099,496.163,507.777,504.465,506.498,496.210,515.098,485.802,491.377,496.299,507.354,500.691,492.531,511.452,517.634,515.552,495.630,492.354,492.580,487.085,506.769
5011,517.249,500.137,505.138,502.004,506.421,498.171,520.110,488.433,495.221,493.555,508.295,502.619,492.539,506.217,518.433,512.101,492.039,494.071,493.037,485.639,509.037
5012,514.084,496.429,508.229,501.934,509.983,496.099,517.595,489.353,495.131,496.180,507.640,500.125,492.335,510.892,520.570,512.577,493.493,492.452,492.908,485.462,504.407
5013,514.667,498.324,507.549,508.201,503.067,495.312,520.901,485.562,497.174,494.807,508.481,501.597,493.254,509.883,517.540,511.060,496.529,492.119,494.222,488.310,506.535
5014,515.355,498.322,508.046,500.405,504.148,488.412,515.403,490.510,494.467,495.231,506.703,503.267,494.261,512.554,518.135,513.172,495.824,492.225,496.194,487.775,504.932
5015,510.736,497.337,508.594,500.266,501.118,490.254,517.201,490.000,495.003,495.712,505.767,501.239,491.595,507.798,517.591,510.180,494.301,492.904,497.998,490.552,506.646
5016,514.773,500.305,509.483,500.502,505.114,491.467,516.530,486.830,493.495,496.644,506.892,502.587,490.448,510.843,518.046,512.109,493.601,491.273,492.639,487.034,509.793
5017,513.385,499.069,506.999,506.467,508.542,494.649,516.911,490.814,497.283,495.089,509.678,501.196,493.153,509.879,516.825,516.131,492.576,491.485,492.511,488.850,511.134
5018,516.868,496.957,512.884,501.419,507.340,488.740,517.210,492.075,494.040,496.294,505.531,501.267,492.186,508.186,517.441,511.742,493.421,492.959,495.045,489.002,508.483
5019,516.070,498.032,509.612,501.085,499.394,494.464,516.034,489.649,492.436,496.553,506.222,499.120,492.015,507.082,518.027,510.442,495.343,490.023,494.061,486.961,511.228
5020,512.718,499.021,509.709,501.483,504.673,493.434,516.781,488.294,495.159,495.180,504.508,505.254,492.109,506.820,515.558,514.412,491.906,492.368,491.473,490.578,507.142
5021,514.275,496.234,507.264,499.961,506.165,495.249,516.890,485.474,496.489,494.950,508.359,501.809,492.484,510.176,515.383,509.944,496.470,494.886,493.301,489.819,503.759
5022,509.839,496.923,512.000,502.114,506.690,495.229,517.398,494.222,492.654,494.832,505.721,502.704,491.526,509.881,517.948,513.704,493.180,491.657,493.187,485.828,506.262
5023,511.418,496.262,507.457,504.261,497.768,492.428,517.391,486.771,491.726,494.904,505.015,500.417,492.720,510.806,513.864,514.028,496.617,492.243,491.804,490.430,505.236
5024,514.813,496.094,506.665,499.961,503.933,489.652,515.763,489.415,494.442,493.980,507.905,501.700,493.891,506.125,516.586,516.650,500.133,493.929,493.562,493.091,506.525
5025,515.139,498.470,511.095,501.703,504.273,491.630,512.718,481.201,491.495,495.632,505.537,501.440,492.211,507.558,515.225,512.365,494.605,491.886,492.611,492.852,506.580
5026,513.513,497.867,509.395,502.091,500.081,491.575,517.674,488.193,490.053,493.655,506.032,501.509,494.087,504.405,516.327,512.491,496.716,492.672,493.640,488.542,504.094
5027,519.696,501.760,509.073,496.641,503.771,491.188,519.307,486.912,493.922,494.786,507.645,502.711,493.308,505.485,517.717,508.854,496.143,492.752,496.242,488.596,508.446
5028,511.780,503.691,508.632,503.641,502.407,496.345,514.872,492.572,495.754,494.264,503.530,502.693,491.745,507.546,513.796,511.865,495.908,493.507,496.417,493.396,508.089
5029,518.938,501.981,510.233,500.241,502.431,494.414,518.269,488.018,492.626,494.368,505.836,502.362,493.828,505.507,515.057,517.303,495.199,489.798,493.230,487.692,502.701
5030,512.956,495.792,509.657,502.332,498.162,496.685,516.613,484.567,489.984,496.528,505.005,503.992,490.298,507.129,516.308,512.000,492.029,492.791,494.179,490.738,508.672
5031,516.853,498.959,507.991,499.319,497.114,490.895,514.638,489.943,494.408,495.693,508.507,501.479,492.528,505.935,517.464,507.635,494.552,492.614,494.733,491.720,502.785
5032,509.645,500.258,508.982,499.172,498.845,493.221,515.391,491.369,494.791,496.467,507.456,503.224,493.291,503.311,517.630,511.961,494.522,495.301,490.552,487.540,510.100
5033,511.095,500.749,505.223,500.176,499.488,493.450,513.479,492.740,491.738,494.496,507.369,501.021,491.214,507.337,515.670,514.923,495.681,494.773,496.684,490.432,504.283
5034,510.645,499.017,510.142,502.481,506.468,492.782,516.928,488.778,493.318,497.269,507.753,499.897,491.462,507.202,515.551,509.281,494.925,490.909,492.904,488.201,506.444
5035,514.275,501.884,507.687,502.077,503.589,492.470,516.235,494.289,491.402,495.222,505.836,502.129,493.828,505.294,517.462,510.891,497.203,491.757,494.210,490.519,505.194
5036,509.707,497.695,508.084,500.249,497.387,490.992,513.477,489.430,495.639,494.871,506.144,501.827,493.461,508.378,515.714,512.006,496.176,493.278,491.216,490.629,506.730
5037,507.304,501.800,509.808,501.865,502.576,489.188,512.309,491.626,491.875,498.692,505.756,503.006,494.485,506.157,515.309,512.406,499.948,493.074,492.151,493.197,505.467
5038,514.824,499.639,512.606,501.508,502.286,488.425,519.526,489.753,494.234,499.310,505.905,501.271,494.587,504.808,514.844,511.745,495.297,493.950,492.536,489.199,504.974
5039,511.040,502.884,509.867,505.237,499.542,489.762,514.700,492.534,492.832,497.273,505.383,500.019,492.938,504.769,513.932,516.245,497.682,493.222,491.821,488.738,503.276
5040,509.821,502.097,509.076,502.008,498.044,493.680,514.474,494.861,491.891,496.378,503.676,501.333,492.033,504.331,513.295,511.579,494.488,492.474,494.275,486.045,503.874
5041,511.718,501.453,510.771,501.237,504.498,493.964,514.029,488.812,495.283,494.594,506.344,499.850,493.996,504.667,512.266,510.942,495.475,492.508,493.831,493.475,502.774
5042,510.128,503.060,510.948,502.826,502.424,496.091,516.852,486.899,490.978,498.051,505.867,500.437,492.961,505.297,513.014,510.858,493.581,491.576,493.729,486.485,503.929
5043,508.546,503.260,509.600,498.664,505.266,489.851,514.376,490.459,492.336,496.111,505.185,500.104,492.482,506.182,513.700,508.468,496.478,492.901,494.654,490.785,511.037
5044,510.853,502.303,511.034,503.334,495.401,494.762,515.279,485.626,491.564,498.824,504.078,500.806,496.059,506.740,516.561,511.339,493.101,490.879,490.456,485.716,509.512
5045,509.553,503.423,513.678,500.508,500.997,493.870,510.555,488.603,494.561,496.122,506.598,498.583,492.319,503.556,512.407,508.680,494.676,492.376,490.792,490.657,508.108
5046,510.810,501.839,512.074,504.822,498.764,487.622,509.863,493.802,491.016,495.806,506.055,499.189,492.935,508.020,512.956,507.343,495.032,491.180,496.599,489.489,505.585
5047,508.681,501.120,510.424,498.141,504.845,490.917,512.617,493.948,490.523,495.164,504.095,499.578,492.883,506.440,512.285,509.897,492.929,491.412,494.275,492.588,509.698
5048,505.201,502.459,510.141,498.859,504.593,491.688,511.161,492.796,485.763,497.841,503.777,498.694,493.151,504.256,511.611,506.959,493.940,493.887,494.971,489.513,508.189
5049,512.462,503.298,513.463,501.658,502.434,493.146,517.479,490.389,491.495,494.254,504.449,501.644,492.036,500.280,512.827,513.850,494.388,492.652,493.719,485.925,506.055
5050,512.414,502.187,510.258,501.220,500.754,492.994,512.387,490.443,492.287,499.736,502.951,498.828,492.142,502.497,516.006,509.448,497.347,490.613,494.800,493.789,504.916
5051,506.304,501.260,513.527,508.429,501.444,490.834,515.575,492.026,488.894,497.969,504.384,497.964,495.139,505.043,514.700,513.328,494.416,490.492,490.768,486.314,511.546
5052,513.220,505.084,512.707,500.263,501.209,494.260,513.910,493.853,495.907,499.402,505.975,499.571,493.794,504.712,515.172,515.487,496.323,488.228,495.143,488.783,504.609
5053,506.978,501.067,511.855,502.496,496.357,490.508,516.499,491.786,488.667,495.655,506.864,499.487,490.177,503.519,515.731,512.088,493.249,491.185,493.615,484.101,503.081
5054,515.524,500.526,516.290,504.811,501.680,492.881,514.297,492.155,491.807,494.564,505.419,501.579,492.469,503.419,515.439,510.466,492.157,492.445,489.778,494.943,508.759
5055,510.216,499.182,511.798,499.730,501.461,491.224,514.029,489.649,494.271,497.944,506.191,501.000,490.416,499.751,517.363,508.015,493.034,493.137,492.886,486.649,506.890
5056,508.092,499.712,510.411,496.668,497.488,489.113,512.597,498.515,490.822,496.014,506.809,501.374,492.089,500.145,515.200,515.444,493.516,493.849,492.116,486.631,507.262
5057,508.256,501.727,510.379,504.529,499.892,491.641,514.566,492.613,494.421,497.004,503.251,499.946,490.704,501.800,517.121,511.131,494.379,490.402,493.420,486.325,501.546
5058,510.344,501.554,508.945,500.544,501.471,492.550,517.058,496.013,496.916,497.128,504.249,502.036,494.487,502.065,517.451,510.298,492.471,492.725,490.483,486.444,510.483
5059,503.927,501.539,513.174,504.127,506.811,493.691,514.002,494.459,490.299,497.734,505.369,498.760,494.200,504.053,516.790,512.652,491.899,491.676,491.283,489.621,507.738
5060,512.487,500.225,511.965,505.627,503.125,491.461,511.335,493.178,495.975,496.030,504.846,502.048,492.361,501.589,517.122,513.629,493.693,492.104,494.609,485.249,509.530
5061,506.443,503.436,513.721,500.946,500.576,493.566,515.347,495.915,491.492,496.505,503.485,500.408,493.456,503.421,517.067,514.431,493.873,493.896,495.183,485.895,500.808
5062,504.736,505.706,511.762,504.780,501.626,492.370,515.481,491.198,495.813,496.811,503.759,501.877,490.212,503.429,517.430,512.648,492.808,491.705,493.456,489.659,506.081
5063,509.718,499.871,509.780,495.095,499.232,496.934,512.163,496.095,498.044,500.819,504.947,500.843,493.098,505.057,516.106,516.024,492.172,490.550,497.737,492.335,504.483
5064,505.311,500.438,510.758,503.579,496.168,492.912,514.854,493.039,495.847,498.211,502.864,498.814,494.964,496.894,515.778,515.841,493.999,490.285,492.986,487.322,507.591
5065,504.535,504.697,513.086,503.730,500.869,489.111,516.490,489.255,492.184,503.513,503.832,501.502,493.163,502.896,519.002,512.983,494.812,489.553,489.415,488.868,506.278
5066,511.245,500.313,511.341,505.612,507.492,489.215,516.432,493.786,497.614,500.232,506.421,501.945,493.898,502.607,521.611,518.150,493.799,491.141,496.124,490.179,507.772
5067,512.520,498.227,511.813,507.732,500.434,492.434,517.537,496.101,493.723,498.781,504.017,502.000,493.511,505.023,519.315,515.414,493.680,490.083,495.332,482.982,507.549
5068,507.901,503.745,511.097,506.129,509.394,497.500,517.541,485.606,494.910,501.586,504.224,501.752,493.197,504.137,519.616,515.552,498.870,493.272,493.000,489.256,508.693
5069,504.015,497.695,510.907,507.156,510.987,498.202,513.606,490.497,498.579,500.535,503.326,502.213,492.946,506.382,522.042,516.127,492.930,495.089,491.870,486.606,505.121
5070,509.249,502.333,511.186,507.743,509.515,498.481,516.157,493.291,498.748,500.648,503.884,503.286,491.657,508.928,523.206,515.697,495.804,495.545,497.442,488.030,504.997
5071,506.242,495.039,508.021,507.844,511.569,495.751,511.855,487.023,494.044,500.578,505.349,503.918,490.729,509.661,520.555,516.616,494.514,492.068,495.073,486.988,507.654
5072,505.359,494.590,510.327,505.477,503.017,493.169,511.031,495.459,497.037,500.864,503.659,502.139,493.913,507.223,522.598,519.455,498.392,488.781,495.847,488.185,510.197
5073,504.227,498.094,512.797,503.317,514.549,494.925,513.761,497.923,500.477,501.300,505.401,502.948,493.322,508.219,520.274,517.674,495.618,493.121,494.348,487.972,502.688
5074,508.077,502.150,513.306,509.907,512.290,492.309,515.166,496.263,496.053,501.108,503.763,502.781,494.768,508.620,524.477,522.060,495.213,490.503,494.623,488.071,500.612
5075,504.751,499.247,513.065,509.517,508.838,496.240,514.671,492.611,497.221,505.677,505.772,500.487,493.830,509.730,522.314,523.062,496.630,492.644,492.760,488.613,502.126
5076,505.297,498.622,513.139,508.251,512.145,494.815,510.448,495.332,497.019,505.111,504.060,501.863,492.177,506.119,522.602,517.783,497.874,490.225,492.397,488.862,506.911
5077,506.652,501.599,513.583,507.772,512.461,498.185,513.758,490.072,497.417,502.324,501.436,500.620,493.251,508.871,520.653,519.223,496.918,494.298,496.890,487.641,509.346
5078,508.498,498.277,511.751,505.699,512.168,494.599,515.105,488.572,493.791,503.566,503.319,500.260,494.698,507.239,523.821,516.539,493.354,487.300,495.859,487.592,508.299
5079,501.612,496.994,511.606,506.720,510.987,494.956,515.642,497.472,490.146,501.839,505.048,502.644,491.352,508.010,520.583,515.979,492.042,488.947,494.424,488.041,506.136
5080,504.509,497.296,508.562,505.407,510.633,495.961,516.452,491.374,494.296,501.102,502.469,499.642,494.253,505.918,520.979,519.607,492.207,491.159,494.352,486.613,504.504
5081,512.209,499.552,511.769,504.907,515.950,493.494,510.360,492.719,492.738,502.987,505.390,503.010,490.548,510.980,522.794,515.161,493.653,491.399,494.177,488.840,508.373
5082,507.341,498.552,514.517,508.008,510.862,490.561,516.009,488.332,493.720,502.460,505.072,499.753,493.324,507.356,519.852,514.846,498.281,494.426,492.267,489.290,500.433
5083,506.059,497.112,512.666,506.033,512.670,499.296,516.879,485.227,493.209,501.483,504.355,502.406,496.491,507.348,521.746,515.403,496.493,489.576,495.833,487.872,506.346
5084,513.458,496.285,513.398,503.950,511.131,495.677,513.620,490.549,495.664,499.549,507.129,502.396,494.692,508.599,519.927,519.086,494.798,490.533,498.081,490.235,510.551
5085,502.136,498.318,514.013,505.276,510.640,495.876,516.128,491.928,492.682,501.070,506.723,504.189,491.546,512.568,519.773,515.927,497.916,493.474,494.530,488.112,507.585
5086,503.864,496.135,513.283,504.869,506.286,490.356,517.653,494.438,492.879,499.156,505.983,500.289,492.456,506.337,522.758,513.099,498.635,491.101,490.534,486.621,505.837
5087,506.022,495.290,514.202,503.861,507.542,497.354,511.832,488.291,493.115,498.342,506.811,502.089,494.869,508.405,519.650,511.710,493.744,494.293,491.069,489.408,502.084
5088,505.630,496.642,514.771,504.054,507.559,495.820,511.421,486.889,491.318,498.889,507.298,502.116,492.966,502.213,519.616,511.758,496.706,492.280,493.126,490.310,504.622
5089,505.106,499.496,514.059,507.996,510.236,493.370,517.957,484.291,495.206,500.995,505.637,501.614,493.479,507.587,518.746,513.903,495.951,493.636,491.745,487.302,503.900
5090,508.828,496.028,515.728,502.508,510.774,494.260,514.808,484.966,495.383,500.243,506.150,500.755,492.281,505.493,521.501,516.285,494.883,492.318,493.155,486.162,504.026
5091,504.425,496.144,512.528,503.658,512.327,493.917,513.590,490.513,489.358,498.620,506.479,501.340,493.234,506.916,519.424,513.622,493.600,490.737,490.379,485.016,501.029
5092,503.201,497.116,516.252,505.461,504.909,494.693,515.329,492.441,495.972,497.708,504.121,500.362,490.817,507.822,519.454,514.513,495.742,490.776,490.756,489.860,502.430
5093,503.000,497.811,516.094,504.537,506.492,494.088,513.526,489.013,494.265,498.165,507.245,499.996,491.314,507.996,521.365,508.693,498.249,491.224,496.336,489.828,502.189
5094,506.480,497.547,514.131,502.795,508.051,494.517,514.939,487.575,494.022,498.618,506.354,500.547,495.210,508.129,518.523,512.760,494.620,492.856,495.081,488.024,500.827
5095,503.480,493.212,516.111,502.705,511.071,497.298,516.396,487.789,492.526,501.120,506.872,502.750,490.878,506.658,518.322,511.436,495.892,490.725,491.656,485.970,504.609
5096,501.645,499.380,513.013,503.689,506.088,496.387,518.790,489.263,494.237,496.722,505.568,500.240,492.138,502.632,519.247,512.373,495.562,491.334,490.780,488.126,504.593
5097,500.359,495.869,516.944,503.131,509.579,493.102,516.468,489.240,491.607,498.066,505.990,500.955,493.268,502.276,517.369,518.708,497.080,490.717,492.951,489.140,503.570
5098,506.495,495.530,513.410,502.678,509.192,494.558,515.058,490.642,491.829,496.105,506.769,501.695,491.852,501.661,515.513,512.251,491.672,493.066,491.839,488.951,503.593
5099,505.029,498.262,515.757,503.544,506.852,492.738,515.508,487.601,488.517,496.733,505.800,501.024,491.519,504.613,516.495,513.433,496.981,490.228,490.534,488.454,505.199
5100,501.190,499.779,516.991,504.349,508.468,492.326,520.061,493.830,494.137,498.968,507.383,501.346,491.898,501.350,514.216,514.444,494.751,492.121,492.827,485.105,506.126
5101,507.403,495.075,514.259,505.015,510.488,497.575,513.365,486.982,491.315,496.785,504.750,498.048,492.948,502.591,517.475,509.835,497.110,492.788,491.809,487.941,502.318
5102,504.850,501.393,512.958,501.585,501.761,495.428,515.844,493.286,491.477,496.176,505.621,501.667,491.583,502.528,515.992,510.174,495.678,492.041,494.271,488.572,505.814
5103,504.974,498.584,512.445,500.697,507.721,493.986,514.174,486.204,493.773,497.648,506.153,499.726,492.524,503.450,517.500,511.073,495.737,491.950,491.204,487.600,505.992
5104,508.198,499.590,512.845,503.670,508.508,493.019,517.134,490.358,493.464,494.887,506.626,498.483,492.746,504.233,513.061,513.094,495.550,492.265,490.578,487.308,512.228
5105,505.462,500.558,516.760,503.122,505.074,494.713,520.204,491.665,496.791,499.251,505.029,500.610,489.761,504.568,516.213,511.457,495.680,495.690,492.255,488.724,506.486
5106,505.582,502.906,514.387,504.842,509.178,492.936,523.101,488.827,490.383,499.678,505.285,500.004,492.499,499.949,517.202,512.639,496.965,492.449,493.242,487.363,508.782
5107,502.293,505.075,512.014,506.975,506.128,493.666,525.987,489.897,495.059,498.070,508.185,499.863,492.374,507.180,517.964,518.794,494.398,492.488,488.868,488.878,509.262
5108,500.436,505.144,513.976,508.083,505.717,490.812,520.136,487.340,497.726,495.575,505.264,501.218,497.614,505.585,521.470,517.058,495.247,488.780,487.472,491.063,510.942
5109,502.267,500.933,512.279,508.710,508.091,497.047,520.020,490.003,494.826,498.372,505.662,498.648,495.348,503.078,521.724,513.232,495.011,490.505,490.018,487.181,508.693
5110,501.212,507.461,511.531,510.923,509.465,491.008,517.380,491.521,497.280,500.211,509.956,498.762,496.298,503.751,519.918,515.294,491.783,490.952,488.819,486.550,504.945
5111,506.055,502.830,512.975,509.710,508.875,491.378,520.682,490.665,486.875,500.670,505.173,501.456,498.465,504.614,523.284,515.517,495.803,492.276,490.261,487.750,506.856
5112,500.308,507.421,510.644,504.307,506.074,495.674,522.333,490.106,494.293,499.920,508.488,502.559,496.810,505.926,524.066,518.727,495.279,495.452,491.255,487.199,503.572
5113,500.418,507.483,511.272,506.512,509.539,491.920,520.877,491.219,494.530,497.894,507.913,502.812,497.347,504.505,525.975,513.858,491.552,492.149,488.817,484.842,506.323
5114,500.414,504.307,511.925,513.990,506.916,489.815,519.114,489.242,493.545,502.089,507.490,501.480,495.234,502.497,526.324,512.382,493.719,491.215,491.234,488.166,504.226
5115,501.978,504.558,511.879,507.241,507.051,491.257,517.665,490.265,489.464,500.284,508.077,503.243,495.465,504.830,524.982,516.502,494.995,493.048,492.391,483.811,506.066
5116,507.319,508.380,507.967,509.757,504.104,492.202,521.217,496.044,489.240,500.060,506.410,501.702,494.495,503.513,525.287,515.957,493.650,491.084,486.898,489.538,508.890
5117,502.864,506.867,510.371,508.753,511.364,491.356,519.228,490.366,492.984,500.995,509.487,501.048,499.369,509.047,523.093,518.693,493.815,492.742,492.283,486.984,507.937
5118,499.766,505.554,511.029,510.826,502.485,491.713,516.891,487.899,490.810,501.038,508.634,501.685,501.314,504.634,522.038,515.560,496.832,492.682,493.849,485.398,508.241
5119,501.132,506.788,511.919,510.077,504.128,489.715,518.685,491.482,488.293,499.952,508.760,501.968,497.565,507.542,524.571,515.863,493.332,492.555,486.226,491.156,510.087
5120,503.864,506.052,512.208,507.747,505.458,492.691,518.210,491.905,490.445,500.042,504.875,497.993,497.825,504.618,523.739,520.086,493.595,492.272,487.031,489.006,504.619
5121,503.751,503.979,511.853,507.649,502.751,492.765,518.738,488.358,494.128,501.629,510.397,500.738,496.043,505.628,523.436,512.170,495.246,489.671,488.179,486.041,512.982
5122,505.161,508.451,511.706,508.755,502.670,493.249,519.101,490.655,489.841,500.909,507.978,499.921,498.182,502.425,524.380,514.554,495.444,490.121,489.468,490.893,512.845
5123,500.121,503.431,514.642,512.259,505.623,491.307,518.116,491.191,493.368,500.335,506.493,499.696,495.539,503.883,522.807,515.075,494.603,489.439,490.943,488.016,508.066
5124,501.912,506.292,515.840,505.683,503.387,491.318,518.716,490.920,491.975,499.659,509.014,498.930,496.553,505.879,524.397,511.914,492.685,491.780,491.198,486.160,509.853
5125,499.454,503.197,511.874,509.081,507.360,491.354,520.828,486.278,490.882,500.418,507.047,499.639,500.104,507.303,523.792,512.794,493.919,493.331,491.332,488.083,504.480
5126,501.718,507.281,510.622,508.141,505.434,490.235,519.770,490.508,488.717,501.118,509.897,500.775,496.475,503.534,522.913,515.479,497.090,491.141,488.238,488.373,507.806
5127,497.568,505.425,511.634,510.004,506.529,489.434,517.132,493.018,493.442,497.604,505.047,499.814,495.918,503.750,524.580,512.174,493.449,491.480,489.365,485.138,507.835
5128,496.158,505.944,510.942,508.739,507.384,491.456,519.962,491.129,489.953,501.380,505.838,498.102,498.161,508.043,523.206,510.320,490.507,490.758,488.456,490.542,508.509
5129,504.941,505.521,514.145,509.911,506.704,490.174,519.226,488.487,488.539,501.813,506.666,500.497,496.087,505.865,523.455,509.180,495.611,493.182,488.403,487.465,504.457
5130,504.143,505.588,513.151,506.216,504.657,487.682,519.154,491.332,490.555,499.065,505.384,499.434,499.364,505.777,523.877,516.796,493.690,488.593,486.613,490.675,508.787
5131,504.835,511.090,513.260,504.228,508.751,490.801,518.866,488.899,487.903,498.674,508.031,498.249,495.436,503.683,525.078,513.406,491.344,490.806,486.519,487.708,501.024
5132,503.850,504.888,514.927,508.369,503.343,496.638,515.609,492.680,483.474,500.538,508.132,501.456,494.970,506.223,523.000,514.837,495.451,492.846,490.096,490.398,510.509
5133,506.806,504.045,515.101,507.693,510.209,489.497,514.412,488.546,489.900,499.951,506.663,502.125,496.117,505.247,523.756,510.871,494.064,493.627,491.472,490.976,505.399
5134,507.692,503.436,516.434,506.851,501.125,492.506,516.640,488.392,491.536,501.757,507.230,500.444,498.443,504.131,523.938,514.154,496.539,491.238,489.613,490.787,503.294
5135,510.905,500.227,510.123,503.064,506.505,491.160,518.494,492.727,495.355,498.429,504.888,499.526,498.242,503.417,521.709,510.629,494.382,490.503,488.528,488.667,503.908
5136,508.714,505.131,511.365,507.981,508.993,491.155,519.969,489.668,488.938,499.564,510.006,502.090,501.273,505.967,521.524,511.406,494.166,492.331,492.285,490.030,502.945
5137,504.289,505.961,518.564,507.085,505.242,495.251,518.318,490.098,492.458,501.390,508.096,500.333,501.971,505.413,522.333,513.498,493.444,493.699,493.963,491.750,505.052
5138,508.648,502.843,514.616,507.656,505.172,493.033,517.984,486.057,487.931,499.076,507.066,498.452,501.084,506.319,524.366,511.833,493.337,493.904,490.513,491.588,501.717
5139,506.641,500.929,513.433,508.629,506.865,491.867,517.599,488.250,491.165,500.560,502.940,500.591,499.719,509.515,520.270,505.835,494.761,491.475,489.737,488.365,503.659
5140,512.579,498.506,513.045,500.761,510.734,491.530,516.042,495.869,490.184,500.533,505.914,499.803,501.153,502.374,519.862,515.936,494.445,495.589,488.770,484.254,502.564
5141,505.037,495.927,515.959,502.797,507.337,493.320,518.790,488.959,491.187,500.542,504.515,502.502,500.906,502.636,517.832,509.283,491.258,489.758,490.338,490.799,504.126
5142,507.923,498.697,514.485,509.199,505.778,494.273,514.743,488.546,493.293,501.967,507.330,502.541,501.200,503.061,519.487,509.685,492.877,489.555,489.609,486.757,504.898
5143,508.147,501.238,514.687,507.726,507.428,494.497,519.240,487.013,494.542,499.331,505.036,499.644,499.893,504.133,518.290,510.861,494.763,488.689,492.415,485.114,502.625
5144,506.784,501.324,515.448,501.828,498.572,492.729,517.362,491.582,486.193,500.919,504.875,499.459,500.676,507.544,520.900,512.494,491.140,489.078,491.098,491.562,505.100
5145,510.267,500.865,511.563,503.985,498.259,491.862,516.720,491.722,489.601,500.778,504.763,499.530,501.318,499.159,518.076,511.395,494.471,492.162,491.314,490.306,505.060
