 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21
1360,503.967,498.219,503.646,512.807,509.229,496.994,505.004,487.523,492.704,514.062,529.645,516.743,500.656,505.145,518.301,513.500,503.272,494.525,494.570,492.959,502.646
1361,499.275,502.953,501.917,511.894,498.168,498.254,507.387,485.753,499.822,515.450,534.953,514.650,501.764,503.065,522.310,514.227,501.985,493.995,496.299,490.560,505.801
1362,498.703,500.073,502.758,513.232,504.933,500.707,506.011,487.838,495.349,514.243,532.101,513.583,498.361,505.869,517.896,508.193,503.392,494.803,496.352,490.073,507.766
1363,498.813,497.622,502.730,516.203,503.222,503.149,510.987,485.335,498.685,515.134,533.252,515.404,499.494,510.609,519.056,509.288,503.111,494.437,496.564,490.611,510.850
1364,499.293,500.629,505.710,515.247,498.616,495.395,511.505,486.995,495.548,514.566,533.608,514.729,503.181,503.413,516.833,514.127,500.968,490.320,493.495,491.341,506.226
1365,502.201,496.972,503.303,510.938,502.404,496.715,508.318,485.162,498.514,514.665,532.550,517.524,501.661,502.352,519.914,514.281,502.239,495.430,493.033,494.211,506.577
1366,494.407,498.914,503.814,511.068,501.643,505.003,510.854,488.518,495.480,517.211,532.921,512.410,504.307,507.382,516.035,511.092,501.611,495.945,496.057,490.627,506.942
1367,500.051,498.185,503.502,510.525,505.525,499.000,503.685,484.750,495.907,517.723,534.207,516.113,500.323,502.883,516.198,509.472,504.560,494.829,497.191,489.467,505.551
1368,502.579,495.120,503.473,512.595,503.054,498.398,507.767,488.590,499.489,514.416,535.454,513.140,499.157,510.364,516.753,510.670,502.753,489.806,498.941,490.980,507.538
1369,503.762,497.824,504.309,512.191,500.418,495.749,509.960,489.655,496.371,517.547,536.682,513.703,500.338,504.196,519.673,508.240,504.995,492.204,492.684,488.939,505.265
1370,502.194,498.223,502.182,512.346,504.643,495.359,507.443,488.747,503.000,518.071,533.620,514.379,499.035,510.266,518.269,508.476,503.625,500.414,495.943,492.355,503.898
1371,499.919,500.979,502.320,512.909,506.993,501.033,508.315,489.008,499.393,517.586,532.740,512.891,500.685,507.337,514.060,512.970,504.042,496.694,496.485,491.420,507.328
1372,490.502,499.414,502.190,514.452,499.098,492.826,506.660,490.515,498.567,517.289,535.046,515.177,497.181,500.245,517.739,506.322,504.605,495.147,492.515,494.566,502.008
1373,501.846,495.685,503.795,510.581,499.091,497.401,508.680,489.706,503.645,517.498,533.704,516.221,503.329,505.736,515.415,510.781,508.168,496.298,497.902,492.680,508.714
1374,498.425,494.457,501.943,514.089,498.094,499.472,506.859,489.466,499.318,516.087,532.520,514.169,499.554,504.691,516.480,510.839,504.637,493.864,497.287,494.637,509.961
1375,502.205,496.661,503.652,514.716,506.347,499.448,506.058,491.165,497.393,521.683,535.142,511.983,502.094,504.930,515.859,507.792,506.794,498.076,501.250,494.323,499.992
1376,496.418,495.064,504.747,513.108,499.148,500.887,507.693,493.497,499.928,516.587,533.065,517.456,500.425,508.951,516.590,513.996,505.095,493.447,495.503,496.659,502.549
1377,495.568,495.167,502.810,517.510,505.468,496.641,505.186,493.046,501.318,516.713,535.557,513.055,502.226,500.090,513.852,510.494,507.893,491.328,497.120,495.191,510.307
1378,501.509,495.230,506.128,512.415,496.104,499.417,505.908,491.219,498.121,518.174,534.654,515.040,499.991,502.992,514.629,510.882,503.776,494.833,493.990,495.970,503.375
1379,497.524,497.086,506.154,511.782,499.741,495.442,508.571,489.559,507.713,515.756,533.383,515.331,498.474,502.650,517.133,512.491,506.044,496.965,493.892,494.383,500.572
1380,499.062,502.281,505.595,511.411,500.704,499.508,506.251,488.276,502.131,516.303,533.645,512.094,496.987,500.450,515.314,510.217,508.926,495.647,496.102,496.231,501.344
1381,500.971,500.313,505.610,512.274,504.438,496.472,507.108,489.567,503.480,516.090,531.302,512.347,498.176,508.982,513.245,508.953,507.516,497.579,499.790,495.316,505.751
1382,494.762,497.867,506.613,512.230,503.104,503.475,507.855,492.307,496.019,517.537,533.023,514.268,498.273,502.789,514.242,507.955,509.979,492.536,493.399,495.943,504.257
1383,496.451,500.893,506.865,508.322,503.354,495.622,505.580,490.495,496.349,511.723,532.039,513.909,500.997,504.209,517.162,512.004,505.847,496.339,497.012,495.176,503.688
1384,500.663,499.742,505.287,513.649,496.448,500.008,508.396,496.477,498.081,516.645,533.778,515.072,498.325,500.344,514.440,508.470,503.895,493.879,495.678,497.002,503.759
1385,500.300,500.573,505.655,511.232,501.593,495.508,503.987,490.067,497.006,516.789,532.360,513.264,497.048,501.750,514.747,508.788,506.589,500.129,496.627,496.195,501.472
1386,498.901,500.148,505.368,510.201,504.832,492.854,505.316,489.966,498.754,514.959,531.229,514.425,499.573,505.170,515.264,508.830,507.834,495.871,493.603,495.852,505.039
1387,502.579,503.682,501.917,512.154,501.545,493.967,507.807,485.812,503.140,513.883,533.078,515.583,497.309,506.025,512.743,510.895,507.197,497.126,495.782,495.290,504.680
1388,495.978,501.472,504.190,512.158,498.195,495.448,505.611,491.250,497.586,513.934,534.033,514.297,498.893,504.444,515.915,510.101,508.787,496.422,491.570,494.714,507.769
1389,498.311,500.695,504.072,513.568,498.936,497.461,505.767,490.461,494.206,514.381,531.881,512.540,496.730,504.947,517.439,511.775,503.597,495.949,496.338,496.813,502.549
1390,505.982,500.779,505.239,516.033,504.697,494.116,508.195,490.247,499.505,510.654,530.646,513.159,499.269,504.881,520.061,514.101,504.062,493.232,494.790,495.935,505.328
1391,501.974,500.069,503.158,511.556,508.781,492.889,502.535,488.951,492.685,513.518,528.904,511.759,499.010,504.849,517.478,515.459,506.910,496.361,493.666,497.130,500.685
1392,506.333,500.418,506.118,509.793,500.717,498.298,507.515,490.637,498.748,512.913,529.405,513.315,500.742,505.879,521.573,512.238,507.986,494.243,490.800,493.132,500.732
1393,502.623,503.633,502.758,508.869,507.727,499.354,502.373,491.593,496.726,512.890,528.346,512.812,497.773,505.691,519.554,514.064,506.471,496.676,492.507,494.475,508.787
1394,497.736,501.502,502.981,513.083,508.572,495.271,506.443,491.881,497.449,507.839,529.233,512.452,501.952,507.867,519.759,514.704,505.343,494.397,497.593,490.947,507.693
1395,502.762,497.727,506.823,509.361,501.276,498.351,505.749,489.443,488.935,510.844,529.211,509.860,500.459,506.006,517.117,512.708,503.221,488.457,491.965,500.203,502.992
1396,503.557,499.697,507.067,512.967,508.724,494.787,506.058,483.825,498.807,512.336,527.694,513.656,497.011,507.656,517.704,508.903,504.430,492.012,497.214,493.710,502.428
1397,503.527,497.283,506.728,514.058,507.024,498.155,507.877,491.268,501.336,513.555,527.950,511.480,496.232,508.659,520.120,514.124,508.754,494.584,497.169,494.897,501.488
1398,504.938,497.601,506.803,510.805,504.842,491.235,505.114,487.869,494.891,513.363,531.122,510.654,500.369,507.849,521.095,510.536,505.410,491.780,497.796,497.402,496.252
1399,499.363,501.678,502.708,505.853,505.825,494.014,506.362,492.111,498.769,511.999,530.125,510.167,497.000,506.646,518.716,512.923,508.728,494.909,494.159,497.207,498.898
1400,506.707,501.468,507.045,504.786,506.815,493.834,503.709,488.997,494.651,512.607,532.040,513.487,497.582,510.237,518.502,510.648,511.988,494.742,499.369,494.866,503.375
1401,509.359,499.421,506.798,507.927,506.744,492.950,508.304,491.250,499.072,512.484,532.718,515.689,500.602,510.703,519.717,514.225,506.704,494.983,497.576,495.181,501.436
1402,506.853,500.221,506.581,508.247,499.007,497.376,504.743,489.052,496.670,513.252,532.576,515.891,498.539,513.288,520.713,511.833,506.890,493.661,497.656,493.333,501.113
1403,509.476,502.590,508.560,506.865,508.074,496.163,505.687,487.943,499.573,512.734,531.010,513.769,498.435,508.237,520.374,511.863,506.501,492.293,497.360,491.562,501.079
1404,506.194,501.697,506.736,511.537,508.741,496.724,504.215,489.348,493.763,516.381,533.387,513.855,498.852,510.847,520.104,505.609,501.793,490.937,495.234,494.428,503.226
1405,504.066,503.139,502.982,505.342,504.667,496.343,503.539,491.371,500.315,512.836,533.304,515.933,497.372,510.276,520.461,513.609,507.065,491.457,498.259,492.499,498.037
1406,504.396,498.436,505.290,511.855,504.653,494.077,504.107,489.889,500.975,514.973,534.151,514.522,498.812,514.033,518.101,510.367,506.516,492.166,497.008,494.168,501.031
1407,502.941,498.172,507.778,508.477,508.697,495.635,503.165,487.799,503.218,513.390,533.008,514.750,500.544,509.757,518.312,510.395,504.914,489.354,497.043,492.503,503.496
1408,510.806,503.333,507.017,506.508,504.562,492.710,506.857,486.580,495.093,510.751,532.264,512.493,496.342,512.589,520.471,513.931,504.327,492.954,501.303,497.357,502.803
1409,507.842,501.951,506.161,503.728,499.152,496.497,504.989,489.959,496.190,514.051,531.492,515.413,500.226,511.370,520.281,509.397,505.678,494.142,492.894,492.542,506.465
1410,504.967,502.996,503.917,507.253,505.374,493.442,505.723,490.724,494.916,511.904,532.582,512.317,497.933,510.325,518.393,510.165,501.657,494.546,501.185,493.367,504.648
1411,504.740,501.781,503.935,505.334,503.397,494.834,502.454,487.034,501.296,512.513,532.639,514.111,498.077,511.249,516.948,511.710,505.771,492.967,496.198,491.937,499.105
1412,505.018,504.923,509.157,507.593,503.946,494.682,504.555,488.023,500.966,513.895,530.160,515.121,499.475,514.499,517.270,510.019,503.301,491.574,496.864,491.268,503.843
1413,505.454,498.279,504.080,503.863,510.751,494.754,503.881,488.271,501.137,508.943,528.955,515.227,500.526,515.851,515.614,510.418,505.113,494.690,500.365,491.124,502.724
1414,507.945,507.429,507.141,503.846,500.717,495.099,506.544,484.286,500.202,512.108,527.762,514.836,497.328,517.483,516.458,502.543,501.426,494.720,500.570,491.957,500.441
1415,508.641,497.457,505.759,506.902,504.606,496.262,504.937,491.028,496.726,513.188,530.778,513.314,498.533,515.503,514.393,508.667,504.102,493.470,494.619,490.862,504.307
1416,505.989,497.586,503.549,510.259,500.158,496.630,507.814,487.590,498.551,515.448,530.083,513.598,496.495,514.990,515.025,509.594,505.909,488.495,500.116,494.391,506.895
1417,504.267,499.056,507.580,502.803,504.084,492.472,505.121,484.719,505.012,511.065,530.929,513.012,497.761,517.362,515.110,507.687,503.384,489.962,496.898,491.805,504.087
1418,510.326,500.594,504.620,507.614,499.189,492.177,504.588,487.956,496.514,512.619,529.502,513.790,494.377,517.172,515.033,504.691,502.828,489.843,500.619,493.339,502.034
1419,503.004,501.635,504.177,504.438,501.593,493.724,505.902,487.956,498.919,514.248,529.612,512.094,496.104,519.699,515.781,509.560,505.985,492.283,501.045,493.026,501.617
1420,507.777,502.506,506.252,503.357,505.212,493.903,503.465,485.554,497.938,512.700,528.269,511.606,498.505,516.385,516.834,508.354,502.100,491.344,500.000,492.284,503.879
1421,504.066,501.135,504.203,505.846,500.805,493.204,505.588,488.010,494.726,511.557,528.439,512.988,498.273,519.849,513.987,504.097,504.757,491.036,496.106,495.178,501.648
1422,507.557,499.260,503.373,504.141,501.983,494.851,508.986,485.528,498.988,511.313,529.342,512.385,497.990,519.998,515.246,505.418,507.853,490.440,497.251,494.992,501.908
1423,503.505,503.084,505.288,505.822,501.825,493.757,503.996,482.644,500.358,510.176,527.494,512.691,496.908,520.131,512.289,507.867,501.167,493.440,498.711,489.112,504.780
1424,496.128,501.189,503.380,503.089,504.636,497.558,502.920,483.348,500.620,510.809,528.439,513.462,499.499,520.315,511.525,505.723,501.677,492.152,497.297,491.101,500.848
1425,502.571,500.833,506.054,505.183,504.202,494.166,500.421,482.987,497.097,510.560,531.380,512.594,500.514,517.947,514.855,504.285,507.488,491.237,497.301,489.049,502.680
1426,506.059,503.500,503.375,501.297,497.710,495.392,509.237,485.095,497.648,513.074,530.019,511.405,499.775,515.100,512.703,503.028,503.545,493.841,497.560,491.061,503.433
1427,502.568,498.376,506.605,505.668,500.684,493.373,506.481,484.776,499.452,509.674,530.750,513.840,497.793,521.834,513.983,504.212,504.301,490.959,498.521,492.059,502.987
1428,501.048,505.200,504.842,505.315,501.697,496.312,504.864,480.268,501.318,507.085,533.558,514.234,501.660,514.910,512.825,505.034,503.814,491.829,497.039,493.329,499.900
1429,503.747,499.401,505.829,504.112,501.973,492.851,507.557,486.222,498.174,508.218,528.995,514.081,501.323,517.004,514.808,502.262,503.436,489.939,499.595,489.838,501.753
1430,500.260,499.764,504.495,507.413,498.397,495.160,509.264,484.353,498.439,510.918,533.581,510.448,500.170,517.513,511.162,505.798,503.786,491.477,500.218,492.369,503.341
1431,504.524,499.824,503.923,507.751,498.310,496.936,508.347,485.567,498.249,506.809,531.931,513.248,499.967,518.873,512.545,505.916,503.777,490.589,499.145,489.864,501.113
1432,506.425,498.511,504.129,501.006,500.468,493.820,510.474,486.554,501.586,510.299,533.356,512.734,501.294,520.313,513.276,506.687,507.905,487.682,498.823,490.318,504.186
1433,502.949,498.807,503.562,503.726,498.613,494.478,504.495,483.134,501.355,507.548,530.569,513.728,499.931,518.121,513.570,507.876,503.666,492.329,500.963,490.065,500.682
1434,506.095,501.043,503.827,503.473,506.734,491.196,506.685,484.168,498.798,509.791,531.691,510.636,500.879,517.769,511.182,505.084,503.408,493.685,496.766,494.217,504.276
1435,504.516,497.916,507.146,499.695,504.926,495.961,504.884,488.289,496.928,504.765,531.066,511.596,499.810,517.252,513.443,507.176,501.196,489.735,500.100,493.081,502.533
1436,503.403,502.155,501.252,503.216,495.963,498.315,503.588,481.820,500.841,507.998,531.094,511.594,497.211,518.750,511.145,501.556,502.496,490.762,499.226,495.487,502.241
1437,499.875,503.906,502.741,503.469,498.552,491.820,505.523,482.229,496.031,504.639,530.016,510.563,498.707,517.961,514.864,502.897,503.000,492.672,497.876,491.446,504.302
1438,501.363,501.092,503.504,503.147,498.552,495.862,504.280,490.211,500.364,512.241,532.170,509.314,499.721,517.258,513.590,509.506,504.430,493.738,496.426,490.649,507.816
1439,502.593,502.024,501.458,507.133,499.731,498.533,505.434,486.428,496.729,510.973,530.354,511.895,499.804,519.947,515.031,503.727,504.431,492.389,498.931,493.440,497.982
1440,502.821,497.433,504.055,509.164,500.003,498.666,507.754,488.165,504.900,510.325,529.329,511.929,498.961,520.391,516.781,507.459,500.579,491.132,496.861,491.002,498.911
1441,500.176,497.163,503.538,507.622,499.064,499.036,508.282,484.379,498.090,509.101,529.677,511.252,498.732,515.419,518.062,506.695,502.984,493.166,496.768,491.515,501.543
1442,500.007,502.721,500.920,505.216,503.064,497.193,501.852,486.799,496.449,510.961,529.039,512.094,500.320,519.221,518.129,507.208,500.736,492.932,494.739,491.613,501.003
1443,503.062,502.406,498.215,508.600,501.498,496.066,506.593,485.892,498.579,510.230,526.992,512.182,501.704,515.538,518.348,507.099,497.005,490.444,494.688,497.635,500.908
1444,501.674,503.863,498.933,506.523,500.067,492.434,505.078,487.500,494.822,511.256,526.972,511.771,497.327,519.065,516.892,510.483,501.581,491.348,499.417,492.929,500.861
1445,502.733,503.777,501.635,507.757,501.084,494.583,504.410,484.204,496.408,510.657,529.231,510.994,496.739,516.812,519.611,510.236,503.683,492.493,498.758,496.659,501.667
1446,503.264,502.717,502.957,510.386,502.131,494.691,507.398,481.657,500.502,511.417,527.896,508.817,501.230,512.511,520.089,508.785,501.304,494.065,499.422,494.677,499.693
1447,501.553,501.865,501.577,509.434,502.047,494.434,506.622,483.515,495.947,511.791,529.634,511.366,498.971,515.794,520.346,509.631,502.340,492.778,496.324,496.586,504.157
1448,500.399,502.378,502.455,503.535,507.980,493.461,502.966,484.737,492.826,512.670,532.308,511.521,499.886,517.241,519.126,507.878,500.444,495.270,497.994,494.412,500.486
1449,501.473,504.815,499.801,504.741,497.912,493.331,507.429,484.899,498.265,511.605,528.672,512.708,498.182,517.307,522.200,507.946,500.865,494.081,500.988,495.606,496.402
1450,501.161,506.112,502.199,507.838,502.620,493.486,504.609,486.925,500.090,513.815,530.321,509.890,497.276,511.313,519.900,509.700,499.527,492.146,493.139,492.615,499.997
1451,500.407,497.768,501.220,509.608,500.623,492.834,502.803,489.969,493.888,515.108,528.084,511.924,500.454,517.706,521.542,506.380,498.885,493.780,497.947,496.422,503.110
1452,499.147,504.264,498.945,510.176,501.556,492.204,504.313,486.067,500.396,514.479,527.509,510.808,499.103,511.243,521.141,513.067,498.001,490.763,494.407,498.144,501.711
1453,506.081,502.886,500.694,511.894,508.569,495.017,505.532,485.990,494.654,511.524,526.554,509.541,498.745,513.278,523.604,506.796,500.052,491.574,497.391,498.846,501.318
1454,502.835,502.994,498.893,505.081,503.185,495.235,506.087,483.456,494.738,512.715,529.067,508.863,501.854,515.820,522.788,509.034,502.241,493.329,493.745,497.191,502.202
1455,503.271,502.528,501.729,508.259,499.465,493.337,504.948,487.820,498.355,513.941,524.096,512.141,498.926,517.025,524.728,509.562,500.047,492.018,499.703,501.465,501.194
1456,501.952,500.182,501.590,509.290,503.983,492.282,504.720,484.655,496.193,511.235,524.771,510.352,497.940,520.787,525.023,509.120,498.653,494.045,501.181,500.980,503.265
1457,498.044,505.118,498.933,506.015,501.374,494.558,505.042,485.013,497.336,509.794,523.628,510.200,498.631,518.139,521.562,510.082,500.698,494.093,493.185,495.247,504.144
1458,501.692,503.869,497.352,510.344,499.869,497.721,508.009,485.219,495.464,513.783,526.008,509.178,496.211,520.068,522.844,510.341,500.648,490.689,499.957,497.108,499.304
1459,492.300,503.054,498.530,506.649,501.189,492.892,505.633,482.284,496.118,509.605,522.099,511.528,499.893,516.859,528.738,511.788,499.768,492.462,498.727,499.288,499.034
1460,502.549,501.290,501.015,510.052,506.340,495.144,510.248,484.768,494.910,508.028,521.610,508.955,501.044,518.687,523.624,513.326,500.690,494.088,496.951,499.128,495.092
1461,500.033,502.554,500.388,507.710,507.737,491.602,502.669,485.740,495.804,511.333,524.009,508.120,498.565,515.476,524.880,504.906,498.989,493.987,499.267,496.400,501.853
1462,504.938,497.099,499.576,508.961,505.155,494.732,503.752,481.111,496.262,510.303,521.241,509.503,497.593,516.751,523.923,508.150,502.305,494.937,499.864,496.657,501.911
1463,497.634,500.983,494.413,512.546,497.337,495.166,505.953,489.399,493.100,507.714,520.939,510.328,501.307,517.419,525.856,506.494,500.081,491.829,496.892,496.714,500.554
1464,502.110,504.133,498.499,509.054,505.562,490.215,508.864,488.503,494.919,511.417,523.464,508.601,497.104,520.391,523.782,509.871,500.017,494.930,498.204,499.783,495.260
1465,499.150,498.693,497.754,510.639,500.882,490.782,504.203,481.451,492.751,510.695,520.446,507.316,500.175,517.802,525.213,510.991,499.904,493.442,499.595,495.923,501.333
1466,502.451,502.015,502.277,508.915,499.801,491.961,509.376,486.340,495.857,509.844,523.273,508.451,500.190,517.810,524.094,506.333,501.100,495.965,494.468,501.450,502.764
1467,497.407,500.770,497.134,506.083,501.007,488.727,502.957,486.923,498.118,506.415,520.641,508.933,499.026,516.196,525.642,510.418,497.852,496.882,496.923,502.292,503.496
1468,497.476,501.464,500.677,504.257,507.808,493.019,508.264,484.959,495.779,511.742,520.999,507.860,498.999,522.391,522.584,507.459,498.858,491.455,495.322,495.617,496.942
1469,496.938,497.056,498.510,509.651,505.751,489.663,507.034,489.899,494.137,508.203,524.201,508.311,495.910,520.949,525.425,504.582,499.974,491.437,494.601,500.083,499.144
1470,496.872,502.217,499.836,505.770,506.505,492.729,507.340,487.580,495.190,507.653,519.156,506.329,501.153,516.431,524.195,509.189,500.714,493.445,496.701,500.919,499.031
1471,495.842,504.118,498.457,507.600,503.498,495.914,506.228,488.124,497.801,507.148,519.228,508.346,497.402,518.793,524.660,506.719,496.903,490.369,495.864,500.158,498.013
1472,497.158,505.206,501.798,507.116,497.980,490.207,507.479,485.742,495.389,507.101,521.491,506.060,498.533,516.947,520.893,513.139,497.579,495.712,496.756,498.150,501.688
1473,503.242,501.127,500.171,505.687,503.488,494.309,505.570,486.933,497.028,507.979,517.018,506.780,499.172,514.615,522.399,509.614,497.509,493.295,500.560,496.219,494.202
1474,495.846,498.528,500.873,504.981,502.690,493.555,505.297,485.497,500.611,505.622,517.192,506.540,496.400,516.730,522.248,504.019,499.486,493.311,495.741,498.645,497.924
1475,499.432,502.146,500.776,510.195,500.010,490.583,507.794,481.302,498.252,506.550,519.343,508.430,497.568,517.299,522.562,507.742,496.410,492.707,497.870,500.024,502.622
1476,497.652,503.800,498.134,508.940,501.697,492.257,506.141,487.448,493.539,509.261,520.527,507.083,493.774,515.577,524.753,509.060,498.978,490.361,498.324,496.838,496.462
1477,500.864,507.730,501.935,509.498,506.912,499.149,504.526,489.070,492.875,509.495,520.243,508.610,498.198,518.084,525.638,510.082,500.232,491.265,495.477,498.817,498.247
1478,497.890,505.223,500.230,506.288,508.199,496.889,507.685,490.693,493.034,506.858,519.555,508.899,496.952,515.530,526.493,513.564,496.843,493.743,499.083,492.018,502.596
1479,497.828,499.380,497.773,512.085,509.226,494.657,506.005,488.830,495.551,504.620,519.231,508.535,496.443,509.663,526.416,512.974,499.872,491.911,495.908,496.609,504.215
1480,497.414,502.745,498.513,508.278,506.263,494.312,504.497,485.853,497.738,508.103,521.690,506.186,495.597,514.425,525.869,517.897,498.035,492.930,495.181,493.992,503.640
1481,501.491,504.075,499.768,507.826,504.902,495.586,507.503,487.814,495.757,508.428,521.653,507.115,497.915,517.659,527.458,517.277,499.576,492.659,495.470,491.229,503.486
1482,497.601,504.127,501.902,512.707,511.838,493.199,505.168,485.144,492.062,504.186,519.714,509.879,498.273,514.100,524.720,516.500,497.574,490.570,494.126,496.245,501.604
1483,495.531,507.627,502.288,509.253,507.310,496.492,506.253,484.237,498.019,506.071,521.586,507.344,497.332,517.061,528.635,513.781,497.712,491.426,495.519,491.986,501.879
1484,496.381,506.056,498.059,510.564,519.000,497.066,503.546,489.175,497.044,510.429,519.580,508.838,496.536,513.272,526.545,518.612,497.020,495.762,496.409,491.256,505.136
1485,493.729,507.903,498.995,509.624,508.963,496.967,505.870,487.729,496.891,507.272,519.625,504.126,497.830,512.822,528.042,518.232,498.849,492.652,491.914,493.544,506.257
1486,496.158,504.270,499.740,507.110,508.886,499.207,507.074,491.948,492.695,508.951,518.901,507.538,495.334,510.618,528.452,517.356,497.085,495.960,494.576,495.122,503.648
1487,502.179,504.464,500.926,507.919,511.559,491.276,504.268,489.121,494.202,506.676,517.597,507.384,496.524,515.434,526.722,512.852,492.862,489.619,496.281,496.045,503.843
1488,491.194,507.897,499.563,510.940,512.135,495.873,505.468,487.106,493.682,506.334,520.501,506.539,497.730,514.783,526.095,511.365,495.486,494.341,499.955,496.051,507.724
1489,498.451,506.936,502.368,508.340,514.162,495.489,506.577,487.925,492.838,506.835,519.994,505.431,499.681,514.166,526.557,516.036,497.852,489.018,499.986,496.436,503.147
1490,496.601,508.088,503.654,504.575,508.549,496.928,506.438,488.402,494.433,507.871,518.356,507.930,496.704,513.041,527.657,518.775,498.940,491.288,494.837,493.637,498.745
1491,495.495,501.650,497.724,505.915,510.141,499.843,502.995,490.637,491.461,508.662,518.441,506.604,494.827,513.544,526.533,516.519,497.777,494.917,497.232,495.982,506.864
1492,497.674,505.873,500.525,508.753,507.795,494.975,505.295,490.294,493.259,505.622,519.001,508.092,493.698,510.881,528.706,518.588,498.219,493.328,500.122,495.217,505.281
1493,493.454,503.487,502.269,511.900,508.822,496.793,503.436,490.534,495.171,504.710,517.223,509.905,496.569,514.389,526.278,517.466,497.481,490.970,497.153,494.953,506.092
1494,492.381,502.474,502.498,511.247,512.290,499.329,502.810,488.366,495.492,503.786,516.240,508.560,496.295,508.016,526.737,515.567,497.757,495.149,495.943,496.108,503.848
1495,494.755,503.468,500.724,508.305,511.300,499.530,503.740,489.374,493.897,505.884,517.417,506.892,498.156,516.184,527.266,516.833,497.228,492.988,492.898,496.043,499.297
1496,494.590,504.861,501.809,506.178,501.653,497.942,505.508,493.080,492.570,507.119,519.568,508.113,494.064,514.740,525.927,516.309,499.259,494.033,494.483,491.947,499.528
1497,497.901,505.453,499.624,506.334,510.084,495.431,507.926,487.523,495.199,507.290,519.011,508.244,496.619,512.697,525.633,519.152,498.209,492.371,498.417,493.678,504.013
1498,503.128,509.361,499.552,505.726,509.030,496.798,504.673,491.997,494.290,506.918,517.019,507.555,498.961,510.781,526.834,515.931,499.312,495.323,494.855,497.288,502.887
1499,501.659,505.959,499.351,505.338,514.239,497.936,503.846,493.227,498.745,508.219,524.081,512.427,498.665,512.117,527.178,515.328,499.504,495.485,492.898,495.284,502.858
1500,503.784,504.200,503.251,512.714,508.495,493.191,507.678,494.662,499.324,512.543,525.184,512.215,500.676,508.474,526.741,518.946,499.209,493.959,495.057,497.980,501.711
1501,503.289,506.116,502.224,512.199,508.027,495.550,506.259,497.969,498.913,513.690,528.891,513.085,499.763,510.722,526.501,510.212,500.837,493.083,495.088,492.491,498.701
1502,498.311,503.944,502.601,511.450,511.424,499.166,509.872,489.907,504.358,513.557,528.284,518.078,501.264,511.744,526.549,516.288,501.505,493.066,496.916,496.767,502.113
1503,500.070,504.781,499.567,506.454,511.966,496.663,505.412,490.887,495.458,514.563,531.856,514.285,502.131,508.176,526.546,517.043,498.810,492.094,497.678,493.373,503.664
1504,498.648,505.886,498.932,512.044,509.084,499.318,502.848,494.951,500.162,516.356,530.614,516.685,499.676,513.092,526.605,515.036,497.950,492.202,496.984,494.128,500.667
1505,499.253,500.848,503.403,510.124,509.626,496.989,505.651,494.946,502.087,515.642,534.223,516.303,502.680,508.687,526.653,513.030,501.410,494.838,498.322,493.980,504.929
1506,496.615,502.903,503.734,513.759,508.741,499.431,507.342,493.366,505.875,516.326,532.809,516.715,501.099,508.691,526.299,514.470,501.071,497.212,497.855,494.158,503.268
1507,500.147,500.989,502.996,513.994,511.593,499.169,504.018,493.423,504.913,515.588,535.129,520.703,500.296,511.814,526.846,515.760,504.000,493.366,493.855,490.367,500.234
1508,500.868,505.429,502.432,510.002,511.778,500.116,505.617,494.552,496.523,516.343,536.184,517.875,498.320,509.344,528.674,515.260,498.910,493.349,496.122,494.389,500.415
1509,502.850,506.588,502.219,507.838,511.532,500.218,506.335,488.227,504.336,513.475,537.105,518.348,502.191,509.315,526.523,514.431,500.222,490.311,493.035,495.199,499.535
1510,500.557,503.521,500.361,511.614,515.047,507.450,506.081,492.454,502.573,514.521,538.518,517.552,502.451,509.391,526.608,512.672,500.889,490.124,498.306,498.083,501.782
1511,503.513,502.378,505.027,512.228,509.657,501.373,507.998,492.675,503.343,517.929,535.624,517.570,503.034,507.047,525.095,511.227,502.762,491.053,499.387,492.923,504.735
1512,508.604,505.788,502.154,507.220,510.993,499.329,506.497,494.755,505.464,518.705,535.815,517.556,499.673,507.932,528.399,512.732,505.151,493.873,501.251,493.004,501.171
1513,505.971,505.429,502.792,507.187,509.397,498.301,506.964,495.503,504.199,519.548,537.629,516.611,500.587,506.395,525.761,513.622,499.128,494.028,498.750,496.722,498.037
1514,504.110,498.642,502.625,507.396,510.354,500.970,507.278,492.515,500.187,515.641,531.630,516.270,502.516,508.204,526.093,513.983,501.106,492.411,495.886,491.398,501.924
1515,500.337,500.693,500.105,505.224,508.411,499.818,504.665,489.263,504.028,517.735,534.259,517.170,504.882,508.094,527.251,512.835,498.645,491.247,497.749,493.503,500.181
1516,497.403,501.582,502.263,507.963,510.114,492.285,504.808,496.227,506.075,515.226,535.058,516.588,502.192,507.624,525.590,514.721,503.123,492.710,497.527,494.351,500.073
1517,504.535,505.255,502.365,509.336,512.566,503.387,505.248,498.992,500.249,517.501,538.669,515.313,502.134,504.235,525.685,515.097,498.784,494.275,498.185,494.899,502.383
1518,501.923,502.865,500.067,509.902,508.074,502.630,503.409,493.987,501.779,517.067,536.043,518.411,499.608,506.695,522.603,508.712,497.859,494.791,497.094,492.791,503.029
